from date,Benzene,Eth-Benzene,MP-Xylene,Toluene,PM10,PM2.5,RH,SR,WD,WS,Temp,CO,NH3,NO,NO2,NOx,O Xylene,SO2,Ozone,to date,station
04-Aug-2019 - 00:00,1.68,0.02,0.15,1.39,39.95,21.48,,,,,,0.14,,,,,0.03,0.42,1.69,05-Aug-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
05-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,06-Aug-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
06-Aug-2019 - 00:00,5.92,1.49,7.81,13.35,63.09,26.82,,,,,,0.81,,,,,3.23,1.0,1.6,07-Aug-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
07-Aug-2019 - 00:00,0.77,0.04,0.51,2.24,39.21,14.57,,,,,,0.21,,,,,0.17,1.14,2.75,08-Aug-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
08-Aug-2019 - 00:00,,,,,,16.63,,,,,,,,,,,,,,09-Aug-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
09-Aug-2019 - 00:00,5.93,1.88,10.36,15.57,42.67,18.03,84.86,118.28,166.31,0.63,24.68,0.68,,,,,4.93,1.27,1.93,10-Aug-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
10-Aug-2019 - 00:00,4.63,2.73,9.21,13.58,36.7,13.87,89.1,152.6,194.02,0.41,24.98,0.74,,,,,4.48,1.08,2.84,11-Aug-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
11-Aug-2019 - 00:00,3.83,1.88,6.62,10.25,35.01,14.86,90.02,218.17,170.57,0.34,25.74,0.47,,,,,3.35,0.77,3.21,12-Aug-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
12-Aug-2019 - 00:00,0.33,0.01,0.19,1.14,37.99,13.7,89.83,183.14,170.5,0.37,26.47,0.2,,,,,0.06,0.27,3.01,13-Aug-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
13-Aug-2019 - 00:00,2.93,1.14,5.12,9.13,39.4,21.13,78.63,103.54,181.78,0.42,24.73,0.36,,,,,2.11,0.68,2.17,14-Aug-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
14-Aug-2019 - 00:00,3.94,1.51,7.68,10.61,30.01,17.28,76.43,98.45,179.1,0.46,21.71,0.47,,,,,3.44,0.31,1.83,15-Aug-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
15-Aug-2019 - 00:00,1.64,0.16,2.13,4.92,32.91,18.31,82.9,219.73,176.74,0.62,24.22,0.3,,,,,0.79,0.29,2.89,16-Aug-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
16-Aug-2019 - 00:00,2.77,0.79,5.17,8.14,35.53,14.52,84.45,195.67,171.51,0.53,26.35,0.37,,,,,2.15,0.8,2.43,17-Aug-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
17-Aug-2019 - 00:00,2.82,1.76,5.08,10.0,35.05,18.91,85.18,203.58,206.36,0.38,26.7,0.42,,,,,2.29,1.09,2.84,18-Aug-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
18-Aug-2019 - 00:00,1.52,0.9,2.44,4.48,33.92,17.88,83.45,188.9,170.39,0.32,26.97,0.25,,,,,0.88,0.63,3.06,19-Aug-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
19-Aug-2019 - 00:00,2.26,1.03,4.39,7.27,41.72,17.33,82.7,160.28,171.09,0.4,26.0,0.31,,,,,1.83,1.07,3.08,20-Aug-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
20-Aug-2019 - 00:00,1.27,1.25,4.15,4.87,27.47,17.28,82.96,165.55,162.04,0.39,26.0,0.32,,,,,2.04,1.09,4.55,21-Aug-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
21-Aug-2019 - 00:00,3.02,4.37,12.88,8.7,33.03,16.93,83.54,152.47,179.63,0.34,26.29,0.34,,,,,7.05,1.17,5.09,22-Aug-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
22-Aug-2019 - 00:00,0.82,0.22,2.14,3.53,28.33,15.91,80.6,163.23,154.64,0.4,25.73,0.22,,,,,1.0,0.61,10.12,23-Aug-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
23-Aug-2019 - 00:00,4.36,0.13,1.42,3.76,28.14,16.57,83.04,178.82,150.57,0.35,26.26,0.23,,,,,0.42,0.36,8.8,24-Aug-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
24-Aug-2019 - 00:00,1.31,0.16,1.35,3.43,27.9,13.6,81.3,152.8,180.37,0.49,26.05,0.26,,,,,0.49,0.66,5.68,25-Aug-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
25-Aug-2019 - 00:00,1.14,0.26,2.02,4.43,26.63,12.94,78.16,107.62,189.46,0.53,25.16,0.25,,,,,0.74,0.89,4.04,26-Aug-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
26-Aug-2019 - 00:00,3.07,1.6,7.53,10.64,28.87,14.95,77.75,119.55,191.52,0.53,24.61,0.42,,,,,3.14,0.61,2.55,27-Aug-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
27-Aug-2019 - 00:00,3.52,1.94,8.2,12.35,31.28,15.51,78.16,128.69,188.45,0.53,24.95,0.41,,,,,3.32,1.41,2.6,28-Aug-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
28-Aug-2019 - 00:00,2.69,1.68,8.46,11.06,29.72,38.21,82.17,156.92,191.73,0.5,26.09,0.54,,,,,3.73,0.99,2.84,29-Aug-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
29-Aug-2019 - 00:00,5.08,3.61,12.22,14.13,30.21,17.62,81.0,161.78,183.89,0.3,25.62,0.66,,,,,5.73,0.94,2.5,30-Aug-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
30-Aug-2019 - 00:00,3.16,3.31,8.51,13.76,30.91,15.54,81.49,155.45,155.3,0.34,25.69,0.44,,,,,3.56,1.23,2.56,31-Aug-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
31-Aug-2019 - 00:00,2.35,0.93,4.95,8.67,31.16,13.46,79.97,190.46,175.47,0.43,25.35,0.39,,,,,2.07,0.83,,01-Sep-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
01-Sep-2019 - 00:00,2.39,0.81,4.18,7.85,31.12,13.54,82.02,155.55,166.77,0.43,25.81,0.43,,,,,1.74,0.65,,02-Sep-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
02-Sep-2019 - 00:00,1.63,0.8,3.21,10.03,28.52,14.71,78.67,112.97,176.7,0.31,24.84,0.28,,,,,1.14,0.55,,03-Sep-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
03-Sep-2019 - 00:00,3.55,2.38,8.6,15.63,29.24,12.43,78.11,135.1,180.3,0.34,22.28,0.43,,,,,3.6,0.59,,04-Sep-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
04-Sep-2019 - 00:00,3.2,1.54,7.32,9.3,28.19,12.3,77.31,106.45,174.08,0.39,21.83,0.43,,,,,3.1,0.64,,05-Sep-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
05-Sep-2019 - 00:00,4.22,3.39,10.46,13.67,35.58,18.33,78.02,243.9,161.06,0.37,26.37,0.64,,,,,4.91,0.82,2.33,06-Sep-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
06-Sep-2019 - 00:00,2.8,1.42,5.21,8.67,53.42,16.08,62.1,51.33,183.19,0.48,25.43,0.36,,,,,2.12,0.38,1.2,07-Sep-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
07-Sep-2019 - 00:00,3.23,1.89,7.77,11.24,44.05,16.77,66.17,128.54,176.4,0.4,25.93,0.45,,,,,3.33,0.62,1.06,08-Sep-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
08-Sep-2019 - 00:00,2.1,0.92,4.24,8.62,31.39,16.42,63.23,46.09,167.4,0.4,24.65,0.36,,,,,1.76,0.67,1.22,09-Sep-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
09-Sep-2019 - 00:00,3.12,2.69,8.73,13.21,47.93,15.64,66.69,146.43,185.84,0.53,25.41,0.42,,,,,3.68,0.52,1.65,10-Sep-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
10-Sep-2019 - 00:00,1.2,0.52,2.95,7.27,49.13,12.52,67.15,203.69,186.11,0.51,25.58,0.27,,,,,1.04,0.81,3.43,11-Sep-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
11-Sep-2019 - 00:00,4.85,2.99,9.74,14.47,47.61,17.16,64.76,57.84,168.86,0.43,24.51,0.56,,,,,5.57,0.99,1.6,12-Sep-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
12-Sep-2019 - 00:00,2.57,1.47,7.0,9.76,47.75,17.05,65.01,148.99,181.7,0.42,24.42,0.49,34.98,9.34,54.54,35.68,3.16,0.89,1.84,13-Sep-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
13-Sep-2019 - 00:00,2.48,1.36,6.98,11.29,47.27,15.46,65.8,153.94,184.46,0.59,25.22,0.42,31.35,9.26,55.48,36.02,3.05,0.49,2.75,14-Sep-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
14-Sep-2019 - 00:00,2.17,1.01,5.26,7.66,48.77,14.0,61.95,67.24,179.55,0.64,24.18,0.41,34.8,9.54,54.49,39.79,2.26,0.72,1.85,15-Sep-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
15-Sep-2019 - 00:00,1.29,0.76,2.84,6.58,48.0,14.16,66.06,150.33,173.9,0.47,25.41,0.29,34.02,8.54,43.52,38.97,1.03,0.75,2.83,16-Sep-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
16-Sep-2019 - 00:00,4.08,3.22,11.23,15.97,48.58,16.45,64.82,67.51,160.5,0.42,25.09,0.57,36.23,8.31,47.07,41.42,5.16,0.71,1.44,17-Sep-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
17-Sep-2019 - 00:00,3.54,1.91,9.1,11.27,53.47,18.67,67.85,216.15,168.68,0.39,25.29,0.6,33.63,9.75,44.13,41.12,4.06,0.83,2.2,18-Sep-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
18-Sep-2019 - 00:00,5.65,3.38,2.46,15.02,66.85,22.58,67.22,236.97,161.24,0.41,25.09,0.86,46.43,15.59,41.39,47.66,1.48,0.97,6.31,19-Sep-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
19-Sep-2019 - 00:00,2.26,0.74,2.72,7.33,49.42,14.94,66.61,215.95,160.24,0.42,25.12,0.6,60.12,11.75,36.78,31.51,1.31,0.81,3.41,20-Sep-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
20-Sep-2019 - 00:00,2.7,3.0,2.89,9.25,39.97,19.24,68.7,197.25,171.78,0.42,26.29,0.89,82.99,16.92,41.24,34.66,1.57,0.82,6.54,21-Sep-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
21-Sep-2019 - 00:00,2.82,1.9,2.77,8.94,39.95,18.29,63.78,269.02,176.69,0.41,26.19,0.79,44.04,12.08,40.7,30.41,2.13,1.58,3.15,22-Sep-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
22-Sep-2019 - 00:00,2.96,1.15,1.08,7.88,43.07,15.0,57.77,177.58,168.78,0.33,26.66,0.81,14.31,16.65,37.06,31.82,0.78,2.57,4.23,23-Sep-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
23-Sep-2019 - 00:00,3.17,1.52,1.52,10.08,42.25,16.88,58.3,168.85,159.32,0.31,27.48,0.67,15.98,9.85,38.18,26.74,0.92,2.6,2.55,24-Sep-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
24-Sep-2019 - 00:00,1.67,0.03,0.49,3.26,32.46,15.19,55.29,170.33,159.95,0.34,26.69,0.6,25.58,4.37,32.86,20.12,0.17,2.02,3.4,25-Sep-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
25-Sep-2019 - 00:00,2.47,0.25,1.32,5.1,26.04,12.02,50.81,74.04,155.41,0.39,24.15,0.71,17.33,11.42,36.08,27.54,0.58,3.35,2.43,26-Sep-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
26-Sep-2019 - 00:00,2.54,1.19,2.21,8.03,27.95,13.7,54.46,164.33,176.76,0.66,25.07,0.76,14.28,15.57,35.43,30.68,1.18,2.78,2.42,27-Sep-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
27-Sep-2019 - 00:00,1.43,0.11,0.95,3.53,27.49,13.78,57.04,225.39,179.4,0.71,26.59,0.63,14.09,9.94,39.48,28.17,0.35,2.45,3.52,28-Sep-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
28-Sep-2019 - 00:00,1.8,0.26,0.78,5.4,30.12,13.85,55.24,239.48,184.71,0.44,26.07,0.68,12.04,13.28,34.42,28.27,0.33,3.62,2.76,29-Sep-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
29-Sep-2019 - 00:00,2.28,0.34,1.37,5.75,28.7,12.76,55.46,229.89,171.18,0.48,25.98,0.66,11.43,13.02,33.39,27.57,0.92,3.14,3.04,30-Sep-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
30-Sep-2019 - 00:00,7.73,9.65,2.44,25.77,42.66,16.54,54.78,192.63,189.4,0.46,25.75,1.6,10.44,40.45,40.53,52.09,1.27,3.5,3.64,01-Oct-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
01-Oct-2019 - 00:00,2.96,0.97,2.61,10.26,51.61,15.76,58.06,270.88,172.94,0.39,27.05,0.79,11.35,13.91,42.27,32.96,1.85,2.51,2.35,02-Oct-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
02-Oct-2019 - 00:00,1.72,0.18,0.9,5.99,44.57,13.65,56.66,305.04,213.8,0.31,27.03,0.63,10.53,7.61,33.89,22.69,0.36,2.75,4.51,03-Oct-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
03-Oct-2019 - 00:00,2.48,0.7,1.52,7.26,54.96,18.71,58.08,265.14,176.54,0.33,27.32,0.77,10.31,11.03,46.89,32.99,1.15,3.36,5.29,04-Oct-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
04-Oct-2019 - 00:00,4.15,1.29,3.02,10.22,60.37,20.71,58.01,252.61,185.39,0.3,27.53,1.09,16.25,21.73,68.28,53.42,2.09,3.52,2.21,05-Oct-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
05-Oct-2019 - 00:00,4.31,2.16,3.99,10.7,66.11,22.7,57.73,247.31,171.53,0.34,27.52,0.94,19.24,19.06,60.44,46.9,2.92,3.73,5.29,06-Oct-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
06-Oct-2019 - 00:00,3.03,1.88,2.36,10.86,161.52,17.96,56.36,160.92,197.4,0.26,27.23,0.88,18.51,12.27,62.09,42.56,1.06,3.4,5.38,07-Oct-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
07-Oct-2019 - 00:00,3.56,0.91,1.46,7.51,56.39,41.76,57.12,183.63,197.65,0.36,27.7,0.84,18.66,14.34,60.11,43.22,0.82,3.28,5.05,08-Oct-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
08-Oct-2019 - 00:00,3.72,0.72,3.33,7.04,59.39,21.06,55.9,191.84,182.68,0.36,27.21,0.93,19.43,15.68,62.87,45.43,1.61,3.42,8.27,09-Oct-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
09-Oct-2019 - 00:00,4.79,1.53,2.31,10.26,70.9,27.54,55.02,192.01,188.44,0.37,27.19,1.24,18.96,23.88,67.21,54.17,1.5,3.75,9.77,10-Oct-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
10-Oct-2019 - 00:00,6.51,5.82,2.16,15.54,83.45,29.92,52.75,150.58,222.47,0.34,26.53,1.65,17.62,37.13,69.87,66.37,0.95,6.05,7.98,11-Oct-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
11-Oct-2019 - 00:00,3.95,2.63,0.8,8.52,75.54,25.31,56.53,172.58,197.89,0.34,27.51,0.95,12.03,15.86,53.77,40.68,0.27,3.09,9.82,12-Oct-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
12-Oct-2019 - 00:00,4.78,4.47,0.09,10.15,75.76,25.07,55.85,192.81,185.39,0.35,27.48,1.01,8.24,13.67,44.17,33.51,0.01,2.82,12.38,13-Oct-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
13-Oct-2019 - 00:00,4.22,3.25,0.12,7.57,82.73,25.9,56.28,176.2,202.39,0.29,27.6,0.97,9.78,14.88,46.34,34.76,0.43,3.38,4.24,14-Oct-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
14-Oct-2019 - 00:00,3.98,5.17,0.01,8.56,54.88,17.74,54.05,288.89,205.44,0.36,27.11,0.94,10.99,24.74,49.38,44.44,0.2,3.64,7.87,15-Oct-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
15-Oct-2019 - 00:00,5.9,5.95,0.29,13.2,75.33,24.93,53.03,223.24,189.24,0.42,26.91,1.46,13.5,25.0,61.0,51.62,0.08,3.52,11.77,16-Oct-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
16-Oct-2019 - 00:00,7.17,7.69,0.58,16.11,104.64,32.33,52.31,226.2,204.96,0.38,26.79,1.36,9.02,23.96,58.61,50.06,0.36,3.3,12.74,17-Oct-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
17-Oct-2019 - 00:00,7.66,8.0,0.27,16.98,100.84,32.15,52.91,233.23,206.04,0.43,26.97,1.58,7.19,32.99,55.61,54.05,0.1,3.52,15.71,18-Oct-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
18-Oct-2019 - 00:00,5.81,2.91,1.12,11.81,80.44,25.62,52.2,116.39,183.23,0.33,26.2,0.96,7.57,10.5,46.4,32.3,0.46,2.68,9.06,19-Oct-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
19-Oct-2019 - 00:00,2.21,0.22,0.15,3.08,49.53,20.44,54.97,146.23,167.25,0.32,25.81,0.68,10.47,5.5,36.39,22.64,0.04,2.61,0.65,20-Oct-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
20-Oct-2019 - 00:00,0.51,0.0,0.0,0.55,31.46,19.35,71.91,161.08,123.05,0.35,25.65,0.46,10.04,3.96,29.5,17.99,0.0,2.68,7.77,21-Oct-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
21-Oct-2019 - 00:00,1.76,2.76,0.02,5.42,42.08,17.82,72.6,112.29,143.92,0.29,25.99,0.56,14.96,8.33,36.8,24.89,0.0,2.75,3.15,22-Oct-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
22-Oct-2019 - 00:00,2.24,1.25,0.38,5.19,59.54,41.71,73.36,131.36,156.59,0.3,26.15,0.58,11.23,3.36,36.35,20.72,0.0,2.58,1.14,23-Oct-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
23-Oct-2019 - 00:00,1.72,0.09,0.21,3.12,72.16,50.58,74.07,139.74,142.99,0.42,26.57,0.58,13.89,13.98,37.29,29.22,0.08,2.74,11.9,24-Oct-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
24-Oct-2019 - 00:00,1.78,0.3,0.38,4.49,53.11,34.37,71.84,122.75,105.49,0.44,26.34,1.13,17.34,6.67,53.63,32.85,0.08,4.42,8.17,25-Oct-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
25-Oct-2019 - 00:00,3.98,2.65,0.18,7.75,64.97,46.08,71.43,99.33,198.02,0.24,25.96,0.88,13.55,13.93,43.65,33.48,0.04,3.24,10.94,26-Oct-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
26-Oct-2019 - 00:00,2.56,0.76,0.45,4.13,51.64,33.4,71.32,90.53,120.13,0.4,25.48,0.67,14.12,5.84,41.01,25.15,0.19,2.8,6.6,27-Oct-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
27-Oct-2019 - 00:00,2.14,0.8,0.2,3.71,62.63,46.08,72.7,112.7,169.76,0.34,25.41,0.59,13.43,4.73,31.87,19.57,0.02,2.28,3.81,28-Oct-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
28-Oct-2019 - 00:00,3.17,4.26,0.0,7.69,69.8,46.74,72.67,172.49,189.28,0.41,25.18,0.91,10.45,19.68,28.72,30.1,0.0,2.11,7.55,29-Oct-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
29-Oct-2019 - 00:00,2.74,2.81,0.41,6.6,95.25,62.26,75.2,115.3,174.35,0.38,25.95,0.62,11.36,8.48,36.98,25.63,0.13,3.31,6.74,30-Oct-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
30-Oct-2019 - 00:00,4.59,9.26,0.23,10.78,62.74,38.07,74.79,86.69,195.63,0.34,26.26,1.24,13.64,31.88,36.8,44.31,0.08,2.93,4.14,31-Oct-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
31-Oct-2019 - 00:00,3.8,4.0,0.34,8.36,85.57,58.57,75.0,118.31,155.0,0.31,26.47,0.5,11.12,11.36,46.73,33.48,0.01,3.33,7.04,01-Nov-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
01-Nov-2019 - 00:00,3.1,2.64,0.2,7.63,68.15,45.44,74.48,115.11,178.41,0.29,26.49,0.66,10.92,12.44,38.1,29.36,0.05,3.04,3.62,02-Nov-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
02-Nov-2019 - 00:00,5.31,8.05,0.0,8.94,116.71,81.9,74.52,108.2,186.65,0.38,26.36,0.97,10.74,19.16,43.54,37.94,0.0,3.76,9.95,03-Nov-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
03-Nov-2019 - 00:00,4.94,5.43,0.05,9.65,124.66,85.99,73.02,77.69,212.65,0.33,26.23,0.85,16.33,21.13,49.81,42.57,0.01,2.88,8.27,04-Nov-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
04-Nov-2019 - 00:00,5.64,9.01,0.23,12.01,109.05,75.65,74.27,67.32,179.44,0.29,26.82,1.03,14.13,31.18,46.93,49.34,0.02,3.2,12.05,05-Nov-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
05-Nov-2019 - 00:00,6.59,13.17,0.05,11.82,90.88,55.1,73.29,83.44,212.82,0.35,26.67,1.36,12.33,47.96,45.77,62.1,0.0,3.28,9.0,06-Nov-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
06-Nov-2019 - 00:00,8.05,13.86,0.0,19.05,109.97,68.21,73.75,85.52,202.42,0.32,26.84,1.16,9.71,26.05,51.24,47.54,0.0,3.84,9.26,07-Nov-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
07-Nov-2019 - 00:00,7.09,12.43,0.05,17.09,113.57,74.67,74.15,96.69,190.28,0.31,27.05,0.94,12.03,18.53,52.87,41.92,0.0,2.76,13.0,08-Nov-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
08-Nov-2019 - 00:00,7.08,10.69,0.03,13.95,139.97,95.92,73.36,89.0,211.93,0.29,26.9,0.8,12.08,14.57,67.2,46.25,0.02,2.64,11.56,09-Nov-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
09-Nov-2019 - 00:00,1.63,0.01,0.03,1.57,123.12,89.17,69.89,72.92,203.19,0.38,25.99,1.02,10.74,21.21,60.22,48.24,0.01,3.41,13.63,10-Nov-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
10-Nov-2019 - 00:00,1.37,0.0,0.0,0.72,112.06,84.7,69.04,84.34,198.64,0.4,25.7,0.67,10.28,12.29,47.8,34.42,0.0,3.12,15.09,11-Nov-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
11-Nov-2019 - 00:00,1.37,0.0,0.0,0.72,92.79,66.29,67.89,78.11,179.81,0.42,25.48,1.1,10.21,40.6,45.27,57.08,0.0,2.96,17.04,12-Nov-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
12-Nov-2019 - 00:00,1.37,0.0,0.0,0.72,89.07,64.48,67.02,71.87,200.84,0.43,25.31,0.84,10.39,30.03,58.77,55.15,0.0,3.76,13.73,13-Nov-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
13-Nov-2019 - 00:00,9.59,18.87,0.07,16.27,116.72,79.89,54.22,77.84,200.28,0.4,24.15,1.45,11.94,53.18,67.46,78.16,0.03,4.62,20.37,14-Nov-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
14-Nov-2019 - 00:00,8.47,12.2,0.07,17.76,121.98,63.5,48.46,82.44,192.88,0.44,23.86,1.15,10.61,33.27,68.29,61.79,0.0,8.88,24.38,15-Nov-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
15-Nov-2019 - 00:00,6.35,9.22,0.04,12.48,118.93,69.42,70.96,87.2,185.86,0.44,23.92,0.95,11.61,33.0,64.96,60.08,0.0,8.33,26.45,16-Nov-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
16-Nov-2019 - 00:00,7.56,10.29,0.08,10.58,122.37,76.58,72.56,86.07,204.55,0.34,23.29,1.09,12.18,37.4,67.16,66.12,0.12,6.36,23.47,17-Nov-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
17-Nov-2019 - 00:00,6.33,7.35,0.0,8.25,130.36,80.49,62.49,91.31,189.07,0.41,23.07,0.97,11.94,21.98,63.44,50.2,0.07,5.78,29.98,18-Nov-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
18-Nov-2019 - 00:00,7.29,9.12,0.07,5.19,106.51,69.15,54.97,63.56,201.15,0.48,21.36,1.29,21.7,40.48,49.98,59.81,0.34,3.76,22.82,19-Nov-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
19-Nov-2019 - 00:00,8.99,17.1,4.6,16.52,86.87,55.14,56.56,77.07,192.65,0.37,22.6,1.29,25.8,37.96,66.28,64.63,7.96,24.76,21.35,20-Nov-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
20-Nov-2019 - 00:00,7.77,11.43,2.56,15.09,99.21,64.87,60.2,89.44,200.82,0.37,24.38,1.05,22.78,36.69,59.69,60.31,4.97,14.83,29.61,21-Nov-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
21-Nov-2019 - 00:00,8.73,11.25,2.59,15.06,109.84,76.14,60.19,88.45,204.32,0.46,24.45,1.48,21.01,40.45,57.47,62.66,4.89,6.11,28.27,22-Nov-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
