from date,NO2,NOx,NO,NH3,SO2,CO,Ozone,PM2.5,PM10,Benzene,Toluene,Xylene,Eth-Benzene,MP-Xylene,RH,WS,WD,SR,RF,to date,station
01-Jan-2019 - 00:00,,,,,,,,,,,,,,,,,,,,02-Jan-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
02-Jan-2019 - 00:00,,,,,,,,,,,,,,,,,,,,03-Jan-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
03-Jan-2019 - 00:00,,,,,,,,,,,,,,,,,,,,04-Jan-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
04-Jan-2019 - 00:00,,,,,,,,,,,,,,,,,,,,05-Jan-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
05-Jan-2019 - 00:00,,,,,,,,,,,,,,,,,,,,06-Jan-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
06-Jan-2019 - 00:00,,,,,,,,,,,,,,,,,,,,07-Jan-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
07-Jan-2019 - 00:00,,,,,,,,,,,,,,,,,,,,08-Jan-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
08-Jan-2019 - 00:00,,,,,,,,,,,,,,,,,,,,09-Jan-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
09-Jan-2019 - 00:00,34.38,53.75,19.36,25.02,9.88,0.53,6.25,48.33,93.76,2.69,29.04,1.0,1.0,0.31,63.67,1.16,284.75,750.0,0.0,10-Jan-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
10-Jan-2019 - 00:00,39.44,81.77,42.29,24.94,8.57,0.96,14.22,66.28,117.35,3.69,32.72,1.0,0.71,0.15,60.66,0.96,230.09,749.65,0.0,11-Jan-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
11-Jan-2019 - 00:00,44.39,99.0,54.59,17.35,8.38,1.53,40.43,128.13,210.09,2.0,2.72,,0.05,0.01,72.41,0.62,179.39,750.0,0.0,12-Jan-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
12-Jan-2019 - 00:00,59.05,183.43,124.38,5.5,8.98,1.65,18.97,147.38,233.44,,,,0.0,0.0,77.73,0.48,175.56,750.0,0.0,13-Jan-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
13-Jan-2019 - 00:00,65.44,207.15,141.71,2.03,10.89,1.68,20.06,158.85,224.84,,,,0.0,0.0,74.35,0.52,250.34,750.0,0.0,14-Jan-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
14-Jan-2019 - 00:00,33.34,93.38,60.03,17.68,8.84,0.79,29.72,49.31,87.74,2.02,37.84,1.14,1.14,0.32,58.66,1.81,306.19,750.0,0.0,15-Jan-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
15-Jan-2019 - 00:00,34.3,53.42,19.11,23.97,8.02,0.94,34.28,42.91,86.13,2.84,37.66,1.0,0.91,0.25,56.78,0.88,226.98,750.0,0.0,16-Jan-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
16-Jan-2019 - 00:00,38.77,83.15,44.48,19.63,8.97,1.45,34.12,109.43,177.29,7.63,32.89,1.0,2.15,0.38,76.95,0.61,192.91,750.0,0.0,17-Jan-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
17-Jan-2019 - 00:00,43.49,84.58,41.09,19.59,9.13,1.57,37.54,142.34,202.15,5.63,30.75,1.0,0.85,0.22,74.12,0.66,227.19,749.3,0.0,18-Jan-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
18-Jan-2019 - 00:00,50.4,85.85,35.45,19.7,10.51,1.24,39.78,142.26,197.11,3.77,28.05,1.0,0.76,0.19,71.97,0.64,207.66,750.0,0.0,19-Jan-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
19-Jan-2019 - 00:00,42.32,100.66,58.34,17.15,13.88,1.02,37.25,108.55,184.17,3.77,33.06,1.0,0.63,0.16,69.16,0.54,183.57,750.0,0.0,20-Jan-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
20-Jan-2019 - 00:00,57.19,205.81,148.62,6.27,11.51,1.57,16.24,130.19,208.86,,,,0.0,0.0,79.78,0.47,179.39,750.0,0.0,21-Jan-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
21-Jan-2019 - 00:00,50.73,206.35,155.62,2.99,12.17,1.08,13.13,105.0,162.63,7.86,,3.9,5.2,1.65,87.7,0.4,209.32,748.29,0.0,22-Jan-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
22-Jan-2019 - 00:00,31.94,106.91,74.97,15.66,9.11,0.79,22.31,57.21,73.88,5.69,31.26,2.93,6.95,2.21,92.21,0.71,190.38,750.0,0.0,23-Jan-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
23-Jan-2019 - 00:00,45.23,143.55,98.32,11.6,10.06,1.09,14.09,91.0,126.97,8.74,,2.96,12.52,3.06,90.55,0.3,237.64,750.0,0.0,24-Jan-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
24-Jan-2019 - 00:00,33.84,101.41,67.58,16.85,9.02,0.96,20.37,71.37,125.15,8.06,49.19,2.21,10.23,1.95,88.14,0.99,226.11,750.0,0.0,25-Jan-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
25-Jan-2019 - 00:00,26.78,44.38,17.6,25.23,7.0,0.61,13.66,42.31,64.42,3.35,,1.0,6.47,1.24,86.89,1.26,298.08,750.0,0.0,26-Jan-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
26-Jan-2019 - 00:00,25.34,32.87,7.53,26.72,8.38,0.55,18.5,56.93,90.27,3.67,63.96,1.0,5.12,1.09,71.94,0.99,288.8,750.0,0.0,27-Jan-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
27-Jan-2019 - 00:00,24.58,29.53,4.95,27.27,9.02,0.57,26.19,58.88,95.77,3.72,65.23,0.79,3.75,0.82,70.88,1.16,290.92,750.0,0.0,28-Jan-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
28-Jan-2019 - 00:00,26.62,31.26,4.65,26.96,7.43,0.6,24.7,53.44,88.14,4.24,,0.98,5.38,0.98,62.26,0.94,251.63,750.0,0.0,29-Jan-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
29-Jan-2019 - 00:00,24.3,28.56,4.26,27.27,7.97,0.54,25.96,42.58,75.81,3.45,,1.38,9.11,1.38,55.91,0.82,287.61,750.0,0.0,30-Jan-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
30-Jan-2019 - 00:00,30.87,39.5,8.78,26.04,7.64,0.65,24.64,63.04,105.23,3.52,0.92,0.65,6.12,0.65,59.82,0.32,206.86,750.0,0.0,31-Jan-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
31-Jan-2019 - 00:00,32.78,46.28,13.49,25.27,7.96,0.95,28.71,86.33,134.7,1.94,1.66,0.12,0.8,0.12,77.46,0.4,192.72,750.0,0.0,01-Feb-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
01-Feb-2019 - 00:00,32.12,45.8,13.68,25.27,8.34,1.03,20.69,112.6,159.18,2.57,,0.21,1.12,0.21,83.73,0.65,241.73,750.0,0.0,02-Feb-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
02-Feb-2019 - 00:00,29.7,43.77,14.07,25.46,6.3,0.85,19.31,95.93,136.18,1.79,,0.2,1.1,0.2,92.5,1.04,292.96,750.0,0.0,03-Feb-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
03-Feb-2019 - 00:00,30.62,49.36,18.74,24.67,7.01,0.95,18.38,87.28,118.1,2.02,,0.19,1.2,0.19,90.15,0.67,262.32,750.0,0.0,04-Feb-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
04-Feb-2019 - 00:00,31.79,63.24,31.45,22.32,6.76,0.89,20.09,90.06,127.63,1.97,1.74,0.12,0.81,0.12,80.0,0.4,206.99,750.0,0.0,05-Feb-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
05-Feb-2019 - 00:00,27.89,48.38,20.49,24.07,7.27,1.13,23.28,119.38,159.09,2.56,2.66,0.14,0.94,0.14,81.91,0.29,198.28,750.0,0.0,06-Feb-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
06-Feb-2019 - 00:00,24.87,42.2,17.33,24.86,7.55,1.0,27.8,92.83,138.02,2.42,1.56,0.16,0.8,0.16,42.89,0.67,163.23,750.0,0.0,07-Feb-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
07-Feb-2019 - 00:00,21.23,40.52,19.29,24.9,7.16,0.75,21.09,57.2,91.56,1.84,2.37,0.16,0.68,0.16,,1.08,153.24,749.3,0.0,08-Feb-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
08-Feb-2019 - 00:00,17.86,27.14,9.29,26.77,6.65,0.32,30.45,43.56,128.13,0.93,2.33,0.12,0.63,0.12,,1.01,283.78,750.0,0.0,09-Feb-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
09-Feb-2019 - 00:00,22.21,28.85,6.64,26.81,7.41,0.48,25.14,33.39,70.6,0.87,2.73,0.13,0.67,0.13,,1.19,270.64,750.0,0.0,10-Feb-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
10-Feb-2019 - 00:00,31.3,59.5,28.2,22.6,7.57,0.78,18.43,58.83,105.75,1.61,,0.15,0.98,0.15,,0.39,222.01,750.0,0.0,11-Feb-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
11-Feb-2019 - 00:00,29.0,64.15,35.15,21.71,7.95,0.81,27.76,80.26,137.47,1.62,1.46,0.12,0.73,0.12,,0.31,211.66,750.0,0.0,12-Feb-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
12-Feb-2019 - 00:00,31.78,54.27,22.5,23.31,9.26,0.94,42.05,100.46,155.32,1.99,1.71,0.14,0.86,0.14,,0.26,177.61,750.0,0.0,13-Feb-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
13-Feb-2019 - 00:00,35.38,67.45,32.08,21.57,7.18,1.08,31.5,117.71,179.72,2.39,2.04,0.12,0.85,0.12,,0.21,156.73,750.0,0.0,14-Feb-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
14-Feb-2019 - 00:00,28.37,64.91,36.55,21.64,6.96,0.95,27.95,103.11,154.82,2.55,1.62,0.12,0.78,0.12,70.99,0.39,189.71,750.0,0.0,15-Feb-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
15-Feb-2019 - 00:00,23.91,42.03,18.12,24.86,9.15,0.75,20.99,83.67,116.85,1.87,1.58,0.1,0.7,0.1,85.2,0.95,288.19,750.0,0.0,16-Feb-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
16-Feb-2019 - 00:00,25.76,41.66,15.9,25.04,7.82,0.59,20.58,65.94,97.41,1.32,,0.17,0.8,0.17,83.89,1.24,311.07,750.0,0.0,17-Feb-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
17-Feb-2019 - 00:00,26.8,44.28,17.49,24.65,7.78,0.58,24.59,50.95,81.5,1.22,2.27,0.17,0.86,0.17,75.91,0.97,293.64,750.0,0.0,18-Feb-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
18-Feb-2019 - 00:00,29.18,53.92,24.76,23.28,7.51,0.69,31.86,62.1,113.9,1.47,1.74,0.14,0.76,0.14,70.77,0.69,173.09,750.0,0.0,19-Feb-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
19-Feb-2019 - 00:00,27.92,79.32,51.39,19.36,8.58,0.6,31.24,61.27,128.68,1.35,1.57,0.17,1.12,0.17,72.63,0.44,191.6,750.0,0.0,20-Feb-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
20-Feb-2019 - 00:00,24.36,64.74,40.39,21.47,7.79,0.8,16.74,75.31,121.03,1.78,2.09,0.12,0.84,0.12,84.83,0.32,199.17,750.0,0.0,21-Feb-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
21-Feb-2019 - 00:00,19.09,54.4,35.31,22.79,8.76,0.78,28.49,67.13,117.81,1.98,1.67,0.24,0.7,0.24,79.47,0.3,200.41,749.24,0.0,22-Feb-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
22-Feb-2019 - 00:00,18.74,47.74,32.93,23.16,7.51,0.36,27.4,46.18,83.63,1.04,1.35,0.42,0.7,0.42,74.13,1.52,314.58,750.0,0.0,23-Feb-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
23-Feb-2019 - 00:00,6.64,15.88,14.78,22.81,7.76,0.31,35.81,29.73,58.78,0.77,1.55,0.12,0.57,0.12,63.74,1.12,304.07,750.0,0.0,24-Feb-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
24-Feb-2019 - 00:00,7.27,11.88,6.77,23.47,8.27,0.54,23.78,45.41,79.54,1.15,,0.21,1.04,0.21,62.53,0.62,264.22,750.0,0.0,25-Feb-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
25-Feb-2019 - 00:00,7.4,11.81,6.6,23.44,7.17,0.57,36.79,69.84,113.82,1.39,1.83,0.13,0.61,0.12,71.63,0.33,200.15,750.0,0.0,26-Feb-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
26-Feb-2019 - 00:00,8.3,11.86,6.07,23.44,6.8,0.51,29.76,47.22,66.88,1.24,1.46,0.09,0.52,0.09,76.88,0.3,197.99,750.0,0.0,27-Feb-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
27-Feb-2019 - 00:00,8.51,12.7,6.97,23.28,6.47,0.47,20.22,34.43,62.92,0.82,,0.17,0.76,0.17,78.86,0.54,287.69,750.0,0.0,28-Feb-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
28-Feb-2019 - 00:00,9.36,15.22,9.56,22.81,6.7,0.48,20.45,46.03,73.94,1.09,1.49,0.15,0.96,0.15,67.4,0.79,261.43,750.0,0.0,01-Mar-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
01-Mar-2019 - 00:00,10.06,13.44,7.2,23.16,9.06,0.49,33.36,50.08,86.19,1.02,1.35,0.12,0.72,0.12,56.86,0.77,294.66,750.0,0.0,02-Mar-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
02-Mar-2019 - 00:00,13.61,19.11,11.65,22.04,8.37,0.98,15.39,79.9,122.81,2.22,,0.21,1.47,0.21,78.5,0.55,162.43,750.0,0.0,03-Mar-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
03-Mar-2019 - 00:00,9.85,16.65,11.02,22.55,6.6,0.61,15.17,40.43,58.57,1.26,,0.21,0.94,0.21,87.65,0.64,228.77,750.0,0.0,04-Mar-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
04-Mar-2019 - 00:00,9.11,18.34,13.62,22.22,7.67,0.73,16.47,45.26,63.59,1.63,,0.23,1.01,0.23,80.48,0.41,250.27,750.0,0.0,05-Mar-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
05-Mar-2019 - 00:00,8.03,13.32,8.66,23.18,6.62,0.43,32.8,33.47,54.81,0.79,0.9,0.14,0.59,0.14,67.53,0.93,304.36,750.0,0.0,06-Mar-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
06-Mar-2019 - 00:00,8.16,14.37,9.29,22.98,6.49,0.42,16.97,42.19,72.1,0.89,0.16,0.17,0.75,0.09,56.75,1.25,306.61,750.0,0.0,07-Mar-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
07-Mar-2019 - 00:00,8.67,18.05,13.55,22.29,6.38,0.56,23.2,52.77,99.64,1.04,0.03,,0.71,0.0,56.86,1.02,224.91,696.65,0.0,08-Mar-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
08-Mar-2019 - 00:00,11.99,19.18,12.8,22.03,7.51,0.76,7.57,64.6,126.75,1.53,0.08,,1.14,0.0,56.84,0.78,198.07,362.35,0.0,09-Mar-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
09-Mar-2019 - 00:00,9.69,16.46,10.89,22.45,7.45,0.66,13.6,55.92,106.61,1.27,0.06,,0.96,0.0,58.39,1.75,247.52,395.11,0.0,10-Mar-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
10-Mar-2019 - 00:00,10.25,15.29,9.07,22.74,7.15,0.54,14.52,44.01,85.49,1.1,0.07,,0.89,0.0,54.69,1.56,239.01,442.99,0.0,11-Mar-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
11-Mar-2019 - 00:00,9.6,13.43,7.18,23.27,7.09,0.67,16.53,66.78,154.54,1.46,0.03,,0.66,0.0,54.77,1.32,199.01,363.0,0.0,12-Mar-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
12-Mar-2019 - 00:00,8.95,14.54,8.98,23.2,9.3,0.49,16.25,54.2,100.17,1.13,0.04,,0.84,0.0,57.88,0.98,274.2,350.8,0.0,13-Mar-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
13-Mar-2019 - 00:00,12.28,17.0,9.89,22.65,7.31,0.61,15.91,69.02,150.56,1.5,0.02,,1.01,0.0,57.3,0.43,215.57,144.82,0.0,14-Mar-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
14-Mar-2019 - 00:00,11.42,20.66,15.0,22.05,11.44,0.75,14.19,83.49,158.65,2.02,0.02,,1.15,0.0,69.3,0.8,257.21,205.0,0.0,15-Mar-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
15-Mar-2019 - 00:00,8.93,17.56,12.77,22.83,4.23,0.4,15.59,38.0,67.48,0.87,0.01,,0.68,0.0,62.67,0.98,296.07,456.99,0.0,16-Mar-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
16-Mar-2019 - 00:00,13.38,22.6,16.14,21.99,5.26,0.54,12.03,45.42,79.07,1.13,0.02,,0.95,0.0,56.59,0.85,268.02,368.91,0.0,17-Mar-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
17-Mar-2019 - 00:00,14.09,25.57,19.38,21.51,5.03,0.73,10.78,54.72,100.43,1.53,0.04,,1.11,0.0,50.86,0.59,246.26,458.34,0.0,18-Mar-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
18-Mar-2019 - 00:00,10.38,20.32,15.3,22.12,7.13,0.52,19.75,49.79,103.16,1.03,0.02,,0.65,0.0,51.4,0.57,233.3,454.09,0.0,19-Mar-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
19-Mar-2019 - 00:00,10.09,20.94,16.23,22.14,6.35,0.49,23.36,58.29,122.41,1.09,0.02,,0.71,0.0,49.08,0.34,200.46,431.54,0.0,20-Mar-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
20-Mar-2019 - 00:00,10.71,23.69,19.25,21.78,5.4,0.52,18.46,55.93,140.33,1.2,0.05,,0.76,0.0,47.83,0.39,216.66,338.09,0.0,21-Mar-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
21-Mar-2019 - 00:00,13.38,26.35,20.83,21.51,7.54,0.73,18.39,63.37,117.5,1.62,0.07,,1.14,0.0,51.89,0.28,246.41,363.1,0.0,22-Mar-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
22-Mar-2019 - 00:00,9.76,18.72,13.68,22.58,6.98,0.33,28.57,37.49,84.82,0.78,0.03,,0.63,0.0,39.72,1.29,278.87,456.3,0.0,23-Mar-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
23-Mar-2019 - 00:00,10.36,18.22,12.66,22.67,7.45,0.27,33.16,33.28,82.96,1.52,0.1,3.2,1.36,1.53,40.4,1.19,275.26,442.62,0.0,24-Mar-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
24-Mar-2019 - 00:00,12.15,21.2,15.21,22.29,6.33,0.47,20.0,37.79,91.05,3.35,0.37,6.17,4.04,6.17,42.68,0.71,274.45,395.04,0.0,25-Mar-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
25-Mar-2019 - 00:00,9.14,19.9,15.55,22.49,7.07,0.96,28.52,41.26,87.11,2.89,0.17,4.3,3.19,4.3,51.36,1.06,274.77,369.04,0.0,26-Mar-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
26-Mar-2019 - 00:00,10.91,20.69,15.38,22.27,6.37,1.49,21.7,41.47,93.41,3.47,0.19,5.07,3.91,5.07,47.99,1.2,280.54,458.16,0.0,27-Mar-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
27-Mar-2019 - 00:00,16.88,24.16,20.39,20.55,7.67,1.58,25.18,54.16,116.97,4.21,0.2,4.7,4.01,4.7,41.71,0.77,214.83,507.52,0.0,28-Mar-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
28-Mar-2019 - 00:00,26.28,37.16,29.9,19.37,6.59,1.31,28.09,53.78,131.38,4.59,4.5,4.22,4.06,4.22,40.03,1.16,199.53,424.25,0.0,29-Mar-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
29-Mar-2019 - 00:00,60.11,53.83,32.61,21.13,8.62,1.13,10.43,75.02,172.44,6.29,11.6,3.53,4.46,3.53,44.97,1.75,197.92,410.2,0.0,30-Mar-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
30-Mar-2019 - 00:00,52.67,53.91,35.37,20.36,7.8,1.02,14.33,82.61,172.11,5.47,6.28,2.72,3.04,2.72,48.41,1.62,187.5,340.09,0.0,31-Mar-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
31-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,,01-Apr-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
01-Apr-2019 - 00:00,28.21,19.55,8.47,26.52,5.58,0.61,20.37,36.61,94.58,1.75,3.97,1.37,1.59,1.22,25.05,2.62,267.91,227.87,0.0,02-Apr-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
02-Apr-2019 - 00:00,38.05,30.08,15.66,25.5,14.39,0.94,23.19,42.46,118.13,4.15,8.68,7.62,7.64,7.58,34.83,1.67,229.13,478.7,0.0,03-Apr-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
03-Apr-2019 - 00:00,40.93,32.39,17.05,24.8,14.19,1.23,33.84,46.63,144.32,2.13,6.01,1.27,1.51,1.27,32.6,1.64,223.08,458.86,0.0,04-Apr-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
04-Apr-2019 - 00:00,41.1,33.13,17.74,23.69,20.1,1.01,42.66,52.78,182.35,5.69,5.87,2.31,2.55,2.31,31.8,1.49,210.92,419.29,0.0,05-Apr-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
05-Apr-2019 - 00:00,50.34,32.58,10.59,43.34,33.02,0.7,59.61,65.53,213.13,6.03,4.21,2.31,2.36,2.31,30.41,1.68,215.87,355.86,0.0,06-Apr-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
06-Apr-2019 - 00:00,47.64,29.9,6.24,47.63,24.94,0.7,82.36,49.66,199.08,3.14,1.42,1.01,0.87,1.01,25.22,1.23,215.11,394.87,0.0,07-Apr-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
07-Apr-2019 - 00:00,52.72,32.97,6.77,68.47,38.54,0.46,87.36,89.03,251.82,6.51,1.48,1.52,1.1,1.36,44.09,1.4,184.23,270.94,0.0,08-Apr-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
08-Apr-2019 - 00:00,30.21,22.26,8.07,55.44,11.05,0.88,83.75,56.38,175.38,2.08,0.58,0.55,0.25,0.32,48.53,1.55,182.71,418.92,0.0,09-Apr-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
09-Apr-2019 - 00:00,45.08,29.5,7.43,51.83,11.0,1.05,94.39,55.24,169.68,4.1,0.72,1.17,1.05,1.17,43.97,1.51,214.97,388.24,0.0,10-Apr-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
10-Apr-2019 - 00:00,93.77,66.35,21.65,71.39,18.99,1.37,98.15,71.04,195.39,6.48,1.02,2.09,2.06,2.09,36.6,1.29,193.47,367.99,0.0,11-Apr-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
11-Apr-2019 - 00:00,38.41,25.92,6.45,51.3,17.93,1.08,88.77,63.72,182.6,4.73,0.89,2.03,1.62,1.95,28.87,1.52,233.35,402.18,0.0,12-Apr-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
12-Apr-2019 - 00:00,38.08,31.53,13.99,35.37,14.25,1.13,93.86,73.06,231.04,2.86,0.75,1.32,1.19,1.32,30.8,1.77,239.19,341.04,0.0,13-Apr-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
13-Apr-2019 - 00:00,19.95,19.3,10.44,22.46,15.44,1.0,77.27,56.05,173.93,4.23,1.05,2.38,1.87,2.38,33.04,2.01,255.25,407.65,0.0,14-Apr-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
14-Apr-2019 - 00:00,13.67,13.28,9.63,17.49,12.23,0.99,79.92,51.11,159.01,2.06,1.12,1.11,0.92,1.11,29.19,2.15,283.22,409.85,0.0,15-Apr-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
15-Apr-2019 - 00:00,18.51,16.83,10.9,17.54,12.2,1.04,77.62,59.24,202.93,2.32,0.78,1.23,0.75,1.23,27.25,1.8,255.6,328.18,0.0,16-Apr-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
16-Apr-2019 - 00:00,7.72,10.21,9.68,26.82,1.09,0.92,86.12,148.84,379.48,0.91,0.51,0.39,0.13,0.17,43.2,4.5,298.39,0.01,0.0,17-Apr-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
17-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,,18-Apr-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
18-Apr-2019 - 00:00,24.93,18.0,8.38,21.65,,1.99,71.12,73.89,171.56,,,,0.0,0.0,,1.62,206.34,,0.0,19-Apr-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
19-Apr-2019 - 00:00,18.39,17.21,11.44,17.68,9.42,0.9,102.21,34.64,66.14,,0.36,,0.0,0.0,41.51,1.63,239.86,52.03,0.0,20-Apr-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
20-Apr-2019 - 00:00,25.89,21.67,12.13,22.25,7.01,0.99,76.21,42.18,86.56,,0.55,,0.0,0.0,42.59,1.4,199.52,419.36,0.0,21-Apr-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
21-Apr-2019 - 00:00,28.4,23.29,12.52,26.99,5.52,1.12,45.49,46.43,110.75,,1.33,,0.0,0.0,37.12,1.51,217.37,424.61,0.0,22-Apr-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
22-Apr-2019 - 00:00,28.74,25.01,14.44,25.45,11.1,0.89,46.37,56.97,156.95,,1.71,,0.0,0.0,33.45,1.84,233.15,410.86,0.0,23-Apr-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
23-Apr-2019 - 00:00,28.16,24.23,13.84,23.03,11.79,1.11,40.91,63.13,166.32,,1.48,,0.0,0.0,29.36,1.77,230.43,419.83,0.0,24-Apr-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
24-Apr-2019 - 00:00,24.5,20.75,11.89,23.16,10.68,0.99,35.1,79.96,212.87,,1.03,,0.0,0.0,28.9,1.59,235.0,361.23,0.0,25-Apr-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
25-Apr-2019 - 00:00,14.49,14.46,9.23,24.91,9.62,1.06,39.83,75.09,232.05,,29.9,,0.0,0.0,33.68,1.06,235.99,350.22,0.0,26-Apr-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
