from date,PM2.5,PM10,SO2,NO2,NO,NOx,NH3,CO,Ozone,Benzene,Eth-Benzene,Xylene,WS,WD,RH,SR,RF,Temp,to date,station
19-Dec-2019 - 00:00,139.81,251.38,72.41,31.86,52.67,81.95,3.26,1.83,5.21,3.69,2.18,2.51,0.45,184.23,64.23,122.52,0.0,24.96,20-Dec-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
20-Dec-2019 - 00:00,161.28,241.56,53.95,25.92,50.62,74.28,0.62,1.75,5.24,4.51,1.84,2.79,0.4,209.39,66.45,117.88,0.0,24.83,21-Dec-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
21-Dec-2019 - 00:00,163.13,231.94,39.92,31.65,69.56,86.75,2.12,1.99,5.24,5.8,2.02,3.38,0.41,211.56,67.48,104.84,0.0,25.17,22-Dec-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
22-Dec-2019 - 00:00,148.09,220.98,53.43,16.68,54.45,71.08,1.01,1.67,5.25,6.9,1.1,1.9,0.47,213.29,60.83,110.96,0.0,26.24,23-Dec-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
23-Dec-2019 - 00:00,152.66,223.19,29.32,15.21,65.61,68.29,2.66,1.57,5.28,4.03,1.08,1.86,0.3,243.48,65.92,105.41,0.01,26.01,24-Dec-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
24-Dec-2019 - 00:00,173.39,240.54,29.83,24.6,95.05,106.08,5.98,1.91,5.28,3.94,2.12,3.25,0.41,191.85,70.32,96.43,0.0,25.4,25-Dec-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
25-Dec-2019 - 00:00,128.8,185.43,50.11,22.36,63.95,86.36,7.59,1.97,5.28,5.2,2.17,3.7,0.67,159.01,66.38,53.67,0.0,24.76,26-Dec-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
26-Dec-2019 - 00:00,118.26,165.32,105.0,37.13,46.74,83.93,6.42,1.71,5.27,3.55,1.68,2.59,0.73,150.78,58.54,118.34,0.0,23.63,27-Dec-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
27-Dec-2019 - 00:00,99.28,143.68,98.83,23.11,55.33,77.64,5.56,1.54,5.22,3.06,1.4,2.17,0.69,195.35,56.67,124.38,0.0,23.11,28-Dec-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
28-Dec-2019 - 00:00,91.55,142.51,106.21,36.29,56.63,92.97,6.21,1.5,5.26,3.61,1.61,2.82,0.78,199.06,50.84,125.73,0.0,23.65,29-Dec-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
29-Dec-2019 - 00:00,107.85,165.35,109.91,32.07,59.05,91.17,6.84,1.6,5.26,4.29,1.25,2.61,0.5,203.95,50.73,75.21,0.0,23.18,30-Dec-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
30-Dec-2019 - 00:00,114.39,174.51,90.81,39.14,54.74,93.93,7.42,1.74,5.3,3.82,1.45,2.31,0.51,178.18,56.46,113.67,0.11,22.36,31-Dec-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
31-Dec-2019 - 00:00,133.0,190.0,101.0,35.3,70.05,105.4,7.9,1.5,5.15,3.35,1.4,2.8,0.15,142.95,59.9,18.65,0.25,20.3,01-Jan-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
