from date,Temp,CO,Ozone,NO,NO2,NOx,SO2,PM2.5,Benzene,Toluene,Xylene,AT,RH,WS,WD,SR,BP,VWS,to date,station
24-Nov-2019 - 00:00,32.34,1.7,41.07,32.14,64.38,58.91,17.0,235.62,1.87,4.39,3.4,18.84,72.86,0.32,188.64,51.71,754.55,-0.1,25-Nov-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
25-Nov-2019 - 00:00,32.49,2.37,13.59,48.76,50.26,65.39,14.17,263.48,2.61,7.66,7.36,19.08,78.84,0.3,152.5,31.97,754.97,-0.12,26-Nov-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
26-Nov-2019 - 00:00,32.42,1.61,22.64,35.68,42.36,50.08,12.73,301.55,2.68,7.38,7.05,20.16,76.85,0.3,151.94,42.01,754.96,-0.12,27-Nov-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
27-Nov-2019 - 00:00,32.44,1.69,18.73,46.01,37.03,57.09,16.45,289.07,2.7,7.72,8.01,19.89,79.57,0.31,162.11,40.67,755.15,-0.11,28-Nov-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
28-Nov-2019 - 00:00,32.16,2.24,17.73,102.31,58.82,114.52,19.37,211.48,2.73,8.53,9.61,20.16,78.18,0.31,141.95,48.98,755.16,-0.12,29-Nov-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
29-Nov-2019 - 00:00,30.34,1.86,39.01,90.24,71.03,108.64,15.07,236.11,5.46,18.17,15.96,19.83,77.88,0.3,177.95,49.67,754.95,-0.11,30-Nov-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
30-Nov-2019 - 00:00,30.67,1.29,18.23,25.65,66.93,56.45,13.48,140.6,2.05,6.74,5.29,19.47,70.52,0.37,203.09,50.04,754.91,-0.15,01-Dec-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
01-Dec-2019 - 00:00,30.58,1.32,18.89,32.52,65.16,61.1,11.17,143.45,1.9,5.59,3.98,18.5,68.71,0.38,206.49,47.34,755.12,-0.13,02-Dec-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
02-Dec-2019 - 00:00,30.49,1.97,28.96,60.36,77.91,90.52,13.7,202.0,2.45,7.12,6.28,17.91,71.89,0.3,183.8,43.52,755.3,-0.12,03-Dec-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
03-Dec-2019 - 00:00,30.59,2.22,32.68,60.17,79.89,91.42,13.63,217.25,2.57,7.3,7.08,16.79,69.81,0.32,208.64,45.0,755.48,-0.14,04-Dec-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
04-Dec-2019 - 00:00,32.02,2.98,23.39,94.76,77.2,118.1,13.29,241.66,3.1,9.33,10.1,15.36,71.2,0.3,181.84,45.92,756.53,-0.12,05-Dec-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
05-Dec-2019 - 00:00,31.43,3.29,23.15,68.4,50.29,82.36,17.19,273.97,3.51,10.71,12.01,15.98,71.12,0.3,177.08,42.25,757.02,-0.12,06-Dec-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
06-Dec-2019 - 00:00,31.39,3.13,17.69,30.98,17.15,34.31,13.43,234.71,3.26,10.22,11.78,17.61,70.52,0.31,139.47,42.07,756.7,-0.11,07-Dec-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
07-Dec-2019 - 00:00,31.49,1.7,13.01,42.96,28.9,49.96,12.23,150.54,2.6,7.83,8.64,16.9,72.16,0.33,161.31,30.38,756.02,-0.12,08-Dec-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
08-Dec-2019 - 00:00,31.78,0.9,21.67,41.54,44.59,57.48,13.24,153.46,2.2,6.74,6.82,17.91,68.97,0.31,158.09,39.92,755.96,-0.12,09-Dec-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
09-Dec-2019 - 00:00,31.69,2.63,20.43,39.37,23.21,44.35,12.17,213.04,2.91,8.8,9.31,16.93,70.73,0.31,172.73,35.96,755.89,-0.12,10-Dec-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
10-Dec-2019 - 00:00,31.85,2.32,20.7,32.88,26.49,40.81,12.89,225.86,2.69,8.43,8.79,15.98,72.05,0.32,190.26,33.45,754.77,-0.11,11-Dec-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
11-Dec-2019 - 00:00,31.84,2.95,19.54,49.19,37.33,59.84,12.4,264.01,2.92,9.0,9.69,15.52,76.12,0.3,170.79,29.45,754.42,-0.12,12-Dec-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
12-Dec-2019 - 00:00,32.11,1.96,24.6,19.7,23.76,28.65,10.74,237.67,2.47,7.14,7.04,16.24,75.07,0.51,118.01,26.45,754.88,-0.14,13-Dec-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
13-Dec-2019 - 00:00,32.17,1.05,20.56,8.74,13.81,14.45,14.03,148.98,1.73,4.68,4.08,13.98,88.6,0.63,127.09,17.32,755.8,-0.11,14-Dec-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
14-Dec-2019 - 00:00,31.21,1.58,24.53,11.22,10.57,14.74,7.85,127.02,1.91,6.5,6.59,18.36,82.76,0.47,146.15,91.17,756.13,-0.12,15-Dec-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
15-Dec-2019 - 00:00,31.2,1.7,14.63,15.45,10.86,18.34,6.51,168.75,2.04,6.24,5.43,17.28,91.94,0.3,162.68,20.38,756.09,-0.1,16-Dec-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
16-Dec-2019 - 00:00,31.23,1.69,14.91,11.05,9.42,13.99,8.47,167.65,1.82,4.89,4.56,17.28,90.19,0.32,200.91,45.53,755.84,-0.11,17-Dec-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
17-Dec-2019 - 00:00,31.39,1.12,42.0,8.06,8.96,11.32,9.15,143.58,1.77,4.87,4.21,14.5,86.17,0.47,225.33,56.25,756.56,-0.17,18-Dec-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
18-Dec-2019 - 00:00,32.04,0.98,16.21,8.97,9.12,12.15,12.26,125.29,2.62,7.88,7.31,12.28,79.62,0.34,223.9,27.08,757.24,-0.14,19-Dec-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
19-Dec-2019 - 00:00,32.65,1.52,11.34,13.56,22.16,22.78,11.31,172.75,3.14,7.03,4.79,10.41,84.26,0.31,187.64,21.98,756.05,-0.1,20-Dec-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
20-Dec-2019 - 00:00,31.79,1.97,15.42,,,,8.96,235.99,3.34,7.75,6.43,13.71,83.04,0.32,208.53,58.19,755.14,-0.14,21-Dec-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
21-Dec-2019 - 00:00,31.5,2.33,18.44,,,,8.71,269.05,3.92,7.93,6.88,14.33,86.13,0.31,189.12,54.44,755.33,-0.11,22-Dec-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
22-Dec-2019 - 00:00,30.98,3.41,16.95,,,,9.73,353.24,4.26,10.19,9.7,15.42,88.48,0.31,183.73,47.98,755.29,-0.11,23-Dec-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
23-Dec-2019 - 00:00,30.94,3.33,31.1,,,,13.06,288.02,3.86,9.08,8.9,16.57,83.61,0.31,197.32,48.6,755.85,-0.13,24-Dec-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
24-Dec-2019 - 00:00,30.83,2.87,40.63,,,,13.32,285.63,3.68,9.39,7.89,16.03,80.31,0.31,176.49,65.12,756.09,-0.12,25-Dec-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
25-Dec-2019 - 00:00,30.99,,22.13,20.39,45.65,37.78,11.36,237.14,1.37,3.05,2.61,14.31,84.98,0.31,218.52,46.67,755.64,-0.14,26-Dec-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
26-Dec-2019 - 00:00,31.06,,37.39,11.08,17.24,18.19,11.46,187.39,1.09,2.61,2.24,12.54,85.99,0.33,215.03,44.93,755.7,-0.15,27-Dec-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
27-Dec-2019 - 00:00,30.96,,18.71,9.96,30.5,24.31,8.38,189.52,0.82,1.8,1.22,11.36,77.86,0.4,243.69,52.36,756.32,-0.19,28-Dec-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
28-Dec-2019 - 00:00,31.01,,14.39,6.01,19.58,15.3,11.57,253.57,0.96,1.72,1.01,9.66,85.35,0.31,227.03,53.51,756.86,-0.15,29-Dec-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
29-Dec-2019 - 00:00,30.9,,18.23,5.42,13.2,11.43,12.93,251.0,0.89,1.48,0.77,10.03,84.26,0.32,235.47,48.32,756.95,-0.13,30-Dec-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
30-Dec-2019 - 00:00,31.01,,23.77,10.5,7.01,12.25,11.45,306.01,1.17,2.86,2.38,10.74,83.78,0.3,202.31,49.24,756.87,-0.14,31-Dec-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
31-Dec-2019 - 00:00,30.35,,15.7,14.65,2.25,13.1,8.6,387.0,1.7,4.05,3.05,8.5,92.0,0.3,198.5,8.0,757.0,-0.1,01-Jan-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
