from date,AT,BP,PM10,PM2.5,RH,SR,WD,WS,Benzene,Toluene,NH3,NO,NOx,NO2,CO,Ozone,SO2,to date,station
14-Feb-2019 - 00:00,17.42,993.18,253.21,191.27,37.67,76.44,243.57,1.84,8.55,63.25,54.96,32.4,62.56,67.96,1.66,35.87,13.98,15-Feb-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
15-Feb-2019 - 00:00,16.69,993.18,191.25,141.38,47.5,180.36,126.61,1.5,5.3,55.59,45.03,8.62,30.71,44.54,1.15,32.33,12.64,16-Feb-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
16-Feb-2019 - 00:00,15.4,994.74,161.58,121.3,71.83,138.4,70.74,1.72,2.66,40.79,32.77,5.08,25.4,39.97,0.81,19.99,7.51,17-Feb-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
17-Feb-2019 - 00:00,15.88,991.54,160.99,97.47,51.56,209.03,85.4,1.58,2.64,42.1,29.14,14.28,38.68,50.83,0.91,31.82,9.83,18-Feb-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
18-Feb-2019 - 00:00,18.48,986.76,216.31,109.68,19.94,203.95,235.67,1.72,5.15,54.08,33.28,26.47,58.26,68.97,1.28,41.88,15.76,19-Feb-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
19-Feb-2019 - 00:00,18.48,989.99,251.53,154.93,44.21,186.02,192.91,1.22,6.22,60.94,48.59,28.11,60.11,69.92,1.55,45.11,15.59,20-Feb-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
20-Feb-2019 - 00:00,18.72,994.86,201.76,118.34,32.65,99.48,216.12,1.27,6.38,56.66,45.0,16.54,43.48,56.39,1.37,19.99,16.76,21-Feb-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
21-Feb-2019 - 00:00,21.15,993.65,259.0,104.1,18.83,206.73,230.49,1.27,7.46,65.25,45.14,48.81,70.5,57.73,1.89,66.88,23.61,22-Feb-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
22-Feb-2019 - 00:00,18.69,994.26,136.14,73.97,40.98,213.06,79.0,2.39,3.05,45.74,38.68,16.48,29.99,31.12,0.78,36.31,7.17,23-Feb-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
23-Feb-2019 - 00:00,16.42,992.66,96.31,51.71,12.22,213.51,78.02,2.44,1.22,27.7,23.35,2.55,18.46,30.79,0.49,35.21,9.69,24-Feb-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
24-Feb-2019 - 00:00,17.07,989.37,137.76,82.31,3.28,214.66,85.59,1.47,1.74,35.13,25.65,5.27,23.64,36.38,0.62,44.94,12.36,25-Feb-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
25-Feb-2019 - 00:00,16.56,988.63,191.36,94.38,37.26,172.74,161.03,1.28,2.97,41.39,29.4,16.31,37.71,45.9,0.91,60.64,15.44,26-Feb-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
26-Feb-2019 - 00:00,15.46,988.78,148.39,68.4,22.7,182.52,209.03,1.46,3.81,40.86,33.19,16.39,35.31,41.27,0.76,35.89,13.1,27-Feb-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
27-Feb-2019 - 00:00,12.11,989.21,88.55,56.13,69.55,99.94,105.24,1.49,1.95,30.86,29.01,6.27,21.13,30.12,0.55,16.6,9.94,28-Feb-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
28-Feb-2019 - 00:00,14.24,992.77,152.75,87.21,39.16,216.66,95.9,1.54,1.77,32.67,25.26,25.71,39.55,34.94,0.76,33.24,9.48,01-Mar-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
01-Mar-2019 - 00:00,15.72,993.07,187.92,104.62,32.25,217.52,112.34,1.53,2.04,37.39,27.02,28.03,45.56,42.69,0.82,33.27,11.49,02-Mar-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
02-Mar-2019 - 00:00,15.38,993.31,204.54,119.46,34.69,76.05,209.2,0.98,4.21,49.88,36.12,40.3,63.56,57.72,1.19,18.13,17.01,03-Mar-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
03-Mar-2019 - 00:00,17.06,990.02,127.92,80.04,47.52,193.07,223.91,1.26,3.25,39.64,32.64,15.17,33.22,39.2,1.04,29.35,15.36,04-Mar-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
04-Mar-2019 - 00:00,17.97,987.26,149.21,91.79,46.38,223.29,100.19,1.46,2.35,36.05,33.7,29.19,40.34,31.12,0.82,31.35,8.66,05-Mar-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
05-Mar-2019 - 00:00,17.49,988.42,117.17,67.29,37.96,216.06,72.5,1.65,1.2,31.72,27.92,7.74,24.93,35.02,0.64,34.61,10.93,06-Mar-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
06-Mar-2019 - 00:00,18.02,989.37,133.12,73.03,26.5,228.37,90.4,1.42,1.38,32.81,26.38,12.01,29.29,36.67,0.65,37.28,10.91,07-Mar-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
07-Mar-2019 - 00:00,18.35,989.7,220.83,102.17,34.92,234.56,149.58,1.23,2.06,38.73,29.09,58.9,69.72,40.79,1.02,41.68,12.21,08-Mar-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
08-Mar-2019 - 00:00,18.85,991.46,183.21,96.71,28.01,238.66,122.27,1.64,1.76,31.2,31.42,22.21,39.0,39.28,0.73,35.51,12.83,09-Mar-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
09-Mar-2019 - 00:00,19.35,991.45,142.0,66.3,14.77,240.12,97.58,2.31,1.23,26.03,29.44,4.11,19.4,30.15,0.58,36.15,12.72,10-Mar-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
10-Mar-2019 - 00:00,19.84,991.61,161.51,73.96,6.88,251.25,104.28,1.57,1.25,27.61,27.66,4.11,21.32,33.78,0.66,48.59,12.88,11-Mar-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
11-Mar-2019 - 00:00,22.39,990.93,276.74,95.96,3.67,222.72,231.28,2.19,3.76,32.24,34.95,4.35,28.65,47.2,0.93,42.34,16.18,12-Mar-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
12-Mar-2019 - 00:00,19.86,993.33,108.38,50.5,31.0,225.63,100.07,2.17,1.31,22.73,30.35,2.31,13.37,21.59,0.51,37.78,9.03,13-Mar-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
13-Mar-2019 - 00:00,18.93,993.51,232.75,94.54,1.04,207.95,111.0,1.39,2.23,30.51,33.66,8.56,28.42,40.3,0.74,29.03,19.12,14-Mar-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
14-Mar-2019 - 00:00,17.05,994.4,201.44,114.52,40.93,182.82,120.47,2.14,2.56,27.98,23.13,15.41,30.22,33.19,0.6,24.32,12.2,15-Mar-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
15-Mar-2019 - 00:00,18.26,995.59,121.58,72.67,34.45,239.7,100.63,1.89,1.4,31.13,28.53,15.36,27.89,28.9,0.55,36.18,12.69,16-Mar-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
16-Mar-2019 - 00:00,19.64,994.0,128.73,76.24,6.59,235.68,85.11,1.76,1.07,25.52,26.79,2.72,16.15,26.19,0.49,49.66,10.62,17-Mar-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
17-Mar-2019 - 00:00,20.59,992.13,171.16,93.21,8.64,243.33,93.59,1.59,1.75,29.75,28.97,10.27,28.5,37.83,0.67,40.59,15.49,18-Mar-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
18-Mar-2019 - 00:00,20.48,991.64,205.03,111.8,28.95,237.64,100.54,1.17,1.89,27.05,29.52,18.01,36.59,41.17,0.79,43.8,16.52,19-Mar-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
19-Mar-2019 - 00:00,22.33,988.04,241.24,100.43,20.72,245.88,156.47,1.3,2.15,34.81,30.25,49.41,66.44,49.18,1.26,36.62,16.16,20-Mar-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
20-Mar-2019 - 00:00,25.53,986.28,283.68,102.41,0.5,225.22,229.2,1.81,3.42,31.34,36.87,24.29,46.5,50.19,1.14,41.52,23.76,21-Mar-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
21-Mar-2019 - 00:00,23.59,989.86,190.26,104.62,10.18,243.17,104.45,1.84,2.4,22.26,38.14,4.1,15.1,22.1,0.92,32.35,15.24,22-Mar-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
22-Mar-2019 - 00:00,22.73,991.93,109.77,31.48,0.51,247.92,88.71,2.36,0.76,18.66,27.56,1.96,12.64,20.76,0.34,43.97,13.77,23-Mar-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
23-Mar-2019 - 00:00,23.27,991.17,139.93,54.7,0.51,249.65,73.23,2.38,0.93,20.82,26.23,1.84,15.7,26.68,0.45,47.98,11.94,24-Mar-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
24-Mar-2019 - 00:00,23.65,989.54,123.81,46.88,0.78,248.18,78.79,2.06,0.91,21.44,27.25,3.75,16.7,25.64,0.44,34.24,17.3,25-Mar-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
25-Mar-2019 - 00:00,22.23,990.07,146.67,66.78,0.82,234.2,87.4,2.26,1.13,19.3,30.73,3.68,17.25,26.79,0.64,27.89,13.25,26-Mar-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
26-Mar-2019 - 00:00,22.56,991.26,158.11,73.19,20.67,251.12,81.27,1.77,1.28,24.96,29.98,5.84,20.74,30.04,0.65,34.23,14.6,27-Mar-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
27-Mar-2019 - 00:00,23.59,991.86,168.25,72.66,3.38,250.66,97.14,1.51,1.43,26.92,29.26,17.61,33.59,36.16,0.72,40.27,15.26,28-Mar-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
28-Mar-2019 - 00:00,25.12,989.65,281.21,131.49,24.49,250.76,158.68,1.08,2.37,34.93,34.97,72.19,84.89,48.95,1.34,42.7,17.93,29-Mar-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
29-Mar-2019 - 00:00,27.04,986.62,202.45,85.12,29.12,247.17,125.83,1.27,1.88,30.47,37.41,28.23,47.76,46.54,0.96,35.67,13.97,30-Mar-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
30-Mar-2019 - 00:00,28.73,985.6,242.65,99.68,27.75,238.52,168.63,1.21,2.01,23.0,38.66,28.45,47.86,46.38,1.08,36.8,17.47,31-Mar-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
31-Mar-2019 - 00:00,28.76,986.47,168.54,48.29,0.51,312.39,95.23,2.6,0.77,18.68,29.17,5.66,16.31,21.97,0.48,51.61,13.45,01-Apr-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
01-Apr-2019 - 00:00,26.02,986.7,155.1,44.33,0.5,255.48,77.68,2.09,0.78,18.95,26.81,2.18,16.52,27.71,0.49,51.38,13.26,02-Apr-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
02-Apr-2019 - 00:00,25.7,987.46,235.38,97.22,8.18,255.37,127.44,1.31,1.56,26.39,30.75,31.24,49.69,45.54,0.84,51.47,18.4,03-Apr-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
03-Apr-2019 - 00:00,26.72,986.43,216.35,85.84,0.54,251.14,125.15,1.41,1.43,22.29,32.56,32.26,49.11,42.86,0.89,51.2,13.5,04-Apr-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
04-Apr-2019 - 00:00,28.12,986.85,271.67,118.5,13.98,250.77,162.98,1.01,2.62,25.27,36.32,23.7,46.86,51.78,1.3,58.89,22.18,05-Apr-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
05-Apr-2019 - 00:00,29.29,985.87,247.32,128.21,0.58,252.17,187.65,1.12,2.29,23.24,37.47,33.92,55.14,51.69,1.37,50.35,27.11,06-Apr-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
06-Apr-2019 - 00:00,30.75,984.68,341.45,116.17,0.51,247.89,147.77,1.31,2.39,26.02,38.49,12.51,32.12,41.22,1.27,53.57,24.4,07-Apr-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
07-Apr-2019 - 00:00,29.15,983.86,353.85,162.54,8.86,235.65,225.93,1.68,3.4,24.79,55.21,9.05,26.05,35.09,1.3,50.33,19.61,08-Apr-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
08-Apr-2019 - 00:00,28.01,985.01,302.37,93.42,0.53,247.98,199.65,1.4,1.93,21.02,43.67,6.8,28.27,42.72,0.83,58.83,19.37,09-Apr-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
09-Apr-2019 - 00:00,28.8,984.65,272.94,106.11,0.51,251.14,203.91,1.14,2.81,25.55,41.19,18.88,39.01,44.39,1.34,62.05,22.17,10-Apr-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
10-Apr-2019 - 00:00,30.09,985.89,225.0,91.01,12.63,253.94,108.37,1.54,1.89,23.81,39.25,13.26,29.61,35.33,1.65,44.21,15.49,11-Apr-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
11-Apr-2019 - 00:00,30.62,985.56,194.06,64.85,0.5,254.29,111.54,1.53,0.99,19.9,34.71,8.47,24.17,32.46,1.88,48.52,16.39,12-Apr-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
12-Apr-2019 - 00:00,29.44,986.24,241.47,63.78,0.51,229.23,118.6,2.16,0.93,16.54,21.72,5.28,17.72,25.23,0.58,49.17,14.23,13-Apr-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
13-Apr-2019 - 00:00,29.8,986.76,194.06,57.93,0.51,257.35,103.72,2.59,0.88,17.42,28.24,5.8,17.43,23.89,0.72,43.42,13.83,14-Apr-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
14-Apr-2019 - 00:00,30.56,986.54,187.92,47.82,0.52,257.63,92.4,2.11,0.76,18.12,28.93,2.43,14.69,23.9,0.55,42.39,15.44,15-Apr-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
15-Apr-2019 - 00:00,31.66,984.46,176.14,40.16,0.52,261.66,95.38,1.79,0.8,17.42,30.51,24.4,35.54,29.39,1.17,41.28,12.8,16-Apr-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
16-Apr-2019 - 00:00,25.66,987.92,160.11,46.34,0.51,207.75,208.32,2.77,1.31,16.64,30.4,4.02,15.92,23.78,1.25,47.89,10.16,17-Apr-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
17-Apr-2019 - 00:00,23.53,988.86,77.43,27.72,0.5,225.36,272.19,2.58,1.22,14.2,28.44,2.51,15.97,26.18,0.84,46.56,10.29,18-Apr-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
18-Apr-2019 - 00:00,24.28,989.65,94.31,41.83,14.6,258.89,119.97,1.39,0.98,17.37,27.86,2.57,15.59,25.36,0.77,59.16,12.26,19-Apr-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
19-Apr-2019 - 00:00,26.29,987.16,143.26,63.38,0.51,256.74,112.76,1.26,2.3,31.25,30.54,13.53,30.69,36.94,1.06,52.64,15.2,20-Apr-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
20-Apr-2019 - 00:00,27.91,984.69,206.58,99.26,0.52,260.72,142.5,0.89,5.26,60.02,32.15,31.86,54.6,53.82,2.5,59.76,41.15,21-Apr-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
21-Apr-2019 - 00:00,29.44,982.97,242.01,102.18,0.53,256.26,102.98,1.09,6.12,69.15,35.97,41.01,59.69,49.37,1.65,52.12,15.25,22-Apr-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
22-Apr-2019 - 00:00,30.56,982.97,240.97,103.16,5.57,257.13,114.54,1.11,6.29,59.34,36.15,16.9,36.63,42.98,1.93,57.81,19.85,23-Apr-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
23-Apr-2019 - 00:00,32.9,983.87,286.67,102.77,0.53,258.96,237.72,1.27,7.53,76.15,36.93,46.74,66.41,53.2,2.45,62.59,19.49,24-Apr-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
24-Apr-2019 - 00:00,35.24,984.9,275.86,87.04,0.52,249.91,221.37,1.55,7.76,66.09,44.72,1.64,21.0,36.97,1.69,88.36,17.57,25-Apr-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
25-Apr-2019 - 00:00,33.74,984.81,274.0,81.46,0.51,248.63,223.66,1.97,7.21,54.44,45.08,2.04,17.59,29.94,1.39,79.29,17.07,26-Apr-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
26-Apr-2019 - 00:00,32.45,984.6,227.67,80.42,0.52,260.48,85.42,1.57,4.08,52.84,34.94,3.4,18.79,30.11,1.04,50.75,16.38,27-Apr-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
