from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,Xylene,MP-Xylene,O Xylene,Eth-Benzene,AT,RH,WS,WD,VWS,BP,SR,to date,station
25-Jun-2019 - 00:00,21.31,46.29,5.49,2.91,8.41,11.08,2.4,0.27,16.13,70.9,,,14.19,15.72,,,74.32,0.7,117.95,-0.04,,271.26,26-Jun-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
26-Jun-2019 - 00:00,18.27,39.1,4.82,2.42,7.24,9.86,1.97,0.24,18.16,51.74,,,9.63,11.12,,,73.76,0.91,113.26,-0.05,,304.89,27-Jun-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
27-Jun-2019 - 00:00,19.31,41.28,5.63,2.99,8.63,14.28,1.94,0.25,18.89,42.35,,,8.22,9.71,,,75.34,0.82,111.15,-0.04,997.84,239.3,28-Jun-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
28-Jun-2019 - 00:00,26.38,50.01,8.72,2.21,10.93,16.12,2.29,0.35,24.15,57.59,,,11.36,14.21,,,79.41,0.74,131.83,-0.03,996.54,68.03,29-Jun-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
29-Jun-2019 - 00:00,45.15,65.64,14.27,3.56,17.83,15.24,2.37,0.5,19.32,68.31,,,13.9,18.01,,,86.63,0.43,144.86,-0.01,995.72,70.71,30-Jun-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
30-Jun-2019 - 00:00,41.56,44.26,16.67,8.78,25.45,15.06,2.25,0.6,10.73,74.85,,,15.55,20.1,,,84.36,0.27,140.03,-0.01,995.76,110.55,01-Jul-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
01-Jul-2019 - 00:00,20.04,30.7,13.34,7.21,20.56,20.75,1.64,0.43,13.11,42.85,,,10.44,13.93,,,87.81,0.41,132.83,-0.03,993.68,92.46,02-Jul-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
02-Jul-2019 - 00:00,12.84,23.05,12.14,3.03,15.16,29.36,1.63,0.37,15.42,51.57,,,10.3,15.0,,,89.3,0.74,94.65,-0.07,994.74,98.95,03-Jul-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
03-Jul-2019 - 00:00,14.51,22.88,7.98,2.71,10.69,24.24,1.93,0.39,23.76,54.27,,,10.17,14.3,,,85.37,0.64,112.74,-0.02,996.95,121.87,04-Jul-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
04-Jul-2019 - 00:00,23.31,39.16,9.26,2.51,11.77,31.4,5.03,0.38,27.98,49.64,,,8.82,9.6,,,78.01,0.66,134.35,-0.03,995.97,170.44,05-Jul-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
05-Jul-2019 - 00:00,22.94,33.84,14.56,3.47,18.03,37.67,4.32,0.39,15.8,41.86,,,8.76,2.55,,,82.87,0.43,122.41,-0.02,993.27,94.91,06-Jul-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
06-Jul-2019 - 00:00,20.55,31.3,11.41,4.12,15.53,34.84,5.98,0.41,15.4,48.37,,,10.14,2.93,,,85.79,0.65,162.86,-0.02,991.63,84.64,07-Jul-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
07-Jul-2019 - 00:00,14.57,28.35,8.86,3.61,12.49,23.75,5.84,0.34,13.15,56.56,,,12.02,3.58,,,81.24,0.45,124.32,-0.01,994.38,68.42,08-Jul-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
08-Jul-2019 - 00:00,21.74,42.27,6.7,2.11,8.82,18.64,5.64,0.28,20.56,40.04,,,8.8,2.64,,,78.01,0.83,113.73,-0.04,996.67,119.51,09-Jul-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
09-Jul-2019 - 00:00,21.32,39.29,7.11,2.15,9.26,19.46,6.9,0.27,20.86,36.96,,,7.81,2.37,,,79.94,0.93,113.89,-0.04,997.17,132.69,10-Jul-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
10-Jul-2019 - 00:00,19.09,34.02,8.93,2.49,11.41,19.76,6.11,0.31,20.06,35.84,,,7.49,2.23,,,80.66,0.71,120.65,-0.02,997.32,101.54,11-Jul-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
11-Jul-2019 - 00:00,19.86,37.09,8.12,2.22,10.35,20.16,5.45,0.29,18.64,41.93,,,8.84,2.83,,,81.68,0.73,117.56,-0.02,999.53,60.6,12-Jul-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
12-Jul-2019 - 00:00,22.27,38.51,8.53,2.31,10.85,19.81,8.39,0.29,21.26,36.4,,,7.54,2.23,,,81.06,0.75,135.28,-0.02,,108.83,13-Jul-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
13-Jul-2019 - 00:00,26.45,46.68,8.16,2.08,10.24,18.29,8.0,0.33,24.07,42.88,,,8.89,2.64,,,80.3,0.62,130.43,-0.02,,119.72,14-Jul-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
14-Jul-2019 - 00:00,39.77,47.68,7.39,2.46,9.85,15.16,7.49,0.34,26.26,45.49,,,9.04,2.68,,,76.75,0.57,147.84,-0.01,998.47,79.07,15-Jul-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
15-Jul-2019 - 00:00,28.06,60.07,17.23,2.06,19.29,19.55,8.13,0.39,36.77,29.81,,,6.27,1.86,,,73.9,0.61,165.51,-0.01,997.67,117.21,16-Jul-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
16-Jul-2019 - 00:00,33.97,55.12,28.38,18.84,47.22,32.94,5.27,0.57,23.28,31.05,,,7.3,2.17,,,82.61,0.45,152.82,-0.0,999.25,91.2,17-Jul-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
17-Jul-2019 - 00:00,42.64,65.41,26.28,24.63,50.9,38.46,4.17,0.62,16.06,40.6,,,10.09,3.03,,,75.25,0.37,115.66,-0.01,999.04,158.04,18-Jul-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
18-Jul-2019 - 00:00,32.67,50.6,16.31,4.97,21.28,27.51,3.19,0.35,14.75,28.06,,,5.76,1.71,,,73.99,0.61,131.74,-0.04,998.96,152.71,19-Jul-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
19-Jul-2019 - 00:00,9.48,22.59,12.34,5.7,18.04,28.65,2.6,0.29,11.09,37.76,,,7.28,2.15,,,72.5,0.84,101.89,-0.07,999.95,165.34,20-Jul-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
20-Jul-2019 - 00:00,18.71,30.97,8.18,3.19,11.36,19.92,2.79,0.27,13.78,41.07,,,7.91,2.33,,,75.16,0.85,107.99,-0.04,,139.25,21-Jul-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
21-Jul-2019 - 00:00,20.04,31.35,5.46,2.32,7.79,15.68,5.44,0.27,15.78,40.73,,,7.73,2.29,,,74.51,0.75,125.37,-0.03,,165.21,22-Jul-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
22-Jul-2019 - 00:00,13.6,25.43,5.27,2.8,8.07,14.76,3.33,0.23,12.03,31.84,,,6.06,1.79,,,74.74,0.76,121.96,-0.03,,157.75,23-Jul-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
23-Jul-2019 - 00:00,9.49,23.09,5.31,3.3,8.61,17.24,3.72,0.23,8.81,38.63,,,7.08,2.07,,,73.16,0.8,110.64,-0.03,,149.03,24-Jul-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
24-Jul-2019 - 00:00,9.78,20.21,10.14,3.38,13.51,15.52,5.94,0.29,11.69,43.42,,,8.2,2.43,,,73.71,0.57,146.5,-0.01,999.65,137.29,25-Jul-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
25-Jul-2019 - 00:00,27.18,36.44,12.49,2.4,14.89,15.1,5.14,0.41,17.97,47.44,,,9.37,2.79,,,78.67,0.41,171.46,0.01,999.28,92.35,26-Jul-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
26-Jul-2019 - 00:00,23.74,29.92,16.03,6.6,22.63,16.3,3.56,0.39,11.04,50.56,,,9.61,2.87,,,86.97,0.34,182.62,0.0,996.93,64.98,27-Jul-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
27-Jul-2019 - 00:00,19.97,29.34,16.41,11.07,27.48,14.8,3.37,0.43,9.19,50.37,,,9.81,2.92,,,85.31,0.51,101.89,-0.02,996.26,105.0,28-Jul-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
28-Jul-2019 - 00:00,9.34,16.45,7.78,4.79,12.57,11.87,2.82,0.27,9.16,46.58,,,8.52,2.54,,,88.8,0.69,89.53,-0.08,996.78,108.2,29-Jul-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
29-Jul-2019 - 00:00,5.71,14.07,13.35,7.26,20.61,9.74,2.69,0.35,7.94,48.75,,,8.99,2.68,,,92.3,0.92,104.43,-0.07,997.92,88.31,30-Jul-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
30-Jul-2019 - 00:00,16.41,29.85,11.48,6.26,17.74,11.16,3.18,0.33,9.35,46.74,,,8.81,2.62,,,87.86,0.69,108.25,-0.02,,93.17,31-Jul-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
31-Jul-2019 - 00:00,17.2,29.13,11.45,4.62,16.06,12.6,3.86,0.34,11.26,47.78,,,8.94,2.65,,,81.17,0.6,125.69,-0.01,999.18,101.86,01-Aug-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
01-Aug-2019 - 00:00,15.8,27.07,13.45,6.47,19.92,12.94,3.38,0.36,11.64,47.39,,,8.84,2.62,,,77.14,0.6,143.04,-0.02,998.04,112.68,02-Aug-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
02-Aug-2019 - 00:00,18.21,37.46,13.72,8.76,22.48,15.06,2.41,0.33,8.34,36.66,,,6.86,2.05,,,84.67,0.5,99.44,-0.03,996.64,105.83,03-Aug-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
03-Aug-2019 - 00:00,20.04,34.93,11.17,5.26,16.43,23.01,2.88,0.36,10.18,44.35,,,8.35,2.7,,,85.96,0.41,102.27,-0.0,995.92,92.98,04-Aug-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
04-Aug-2019 - 00:00,30.18,40.33,13.82,2.76,16.58,22.2,3.54,0.51,9.95,48.64,,,9.0,2.74,,,89.27,0.39,222.57,0.01,994.81,58.89,05-Aug-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
05-Aug-2019 - 00:00,27.53,40.06,16.79,6.67,23.46,19.99,4.1,0.48,12.15,44.75,,,8.29,2.49,,,80.44,0.36,208.88,-0.0,992.76,134.26,06-Aug-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
06-Aug-2019 - 00:00,20.05,33.76,18.38,15.32,33.7,23.17,4.49,0.41,7.77,37.54,,,7.41,2.23,,,84.24,0.4,116.86,-0.04,990.78,74.51,07-Aug-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
07-Aug-2019 - 00:00,6.13,13.41,8.71,4.92,13.63,19.42,2.14,0.26,8.97,40.47,,,7.44,2.28,,,93.54,0.87,79.78,-0.11,988.84,75.15,08-Aug-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
08-Aug-2019 - 00:00,7.53,17.26,10.72,7.16,17.88,13.33,2.65,0.32,6.59,48.14,,,8.22,2.45,,,93.54,0.78,106.91,-0.03,993.67,47.63,09-Aug-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
09-Aug-2019 - 00:00,19.37,36.5,11.54,9.02,20.56,10.21,3.3,0.37,9.73,46.05,,,8.4,2.5,,,84.53,0.52,101.8,0.01,998.37,98.31,10-Aug-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
10-Aug-2019 - 00:00,28.75,39.67,22.8,24.32,47.12,8.73,3.72,0.64,11.49,48.65,,,9.82,3.0,,,87.71,0.33,187.39,0.01,997.83,112.83,11-Aug-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
11-Aug-2019 - 00:00,41.92,56.28,24.69,34.03,58.73,11.55,3.42,0.73,12.44,46.88,,,10.71,3.3,,,83.8,0.35,202.4,0.0,996.51,138.86,12-Aug-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
12-Aug-2019 - 00:00,24.46,40.01,19.04,10.62,29.66,13.57,2.85,0.57,6.45,39.18,,,7.74,2.35,,,93.53,0.29,190.78,0.01,995.33,61.84,13-Aug-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
13-Aug-2019 - 00:00,11.09,18.24,13.6,5.7,19.3,14.55,2.11,0.4,10.59,50.99,,,7.77,2.91,,,92.79,0.69,106.23,-0.03,996.91,65.36,14-Aug-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
14-Aug-2019 - 00:00,26.28,44.05,9.18,3.67,12.85,16.67,2.52,0.29,11.86,81.5,,,6.05,2.56,,,88.36,0.85,105.8,-0.04,,79.05,15-Aug-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
15-Aug-2019 - 00:00,20.27,29.65,8.52,2.89,11.41,14.85,2.6,0.36,8.77,112.21,,,8.1,3.41,,,96.05,0.84,92.62,-0.0,,40.58,16-Aug-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
16-Aug-2019 - 00:00,27.59,40.78,13.37,8.7,22.07,12.36,3.58,0.4,9.42,106.03,,,8.25,3.51,,,91.35,0.47,127.16,0.0,,127.9,17-Aug-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
17-Aug-2019 - 00:00,16.9,21.01,12.16,6.75,18.91,10.16,2.7,0.47,5.51,137.13,,,9.76,4.13,,,98.79,0.49,222.11,0.01,,15.15,18-Aug-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
18-Aug-2019 - 00:00,15.48,19.19,10.13,5.09,15.27,9.5,3.04,0.38,8.53,119.14,,,9.04,3.82,,,93.81,0.6,121.65,-0.01,,81.48,19-Aug-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
19-Aug-2019 - 00:00,10.0,37.65,9.39,4.78,14.18,9.42,2.23,0.33,8.63,89.79,,,6.63,2.86,,,83.78,0.73,107.69,-0.02,,292.82,20-Aug-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
20-Aug-2019 - 00:00,19.95,34.91,8.5,2.91,11.41,11.17,4.59,0.35,10.96,96.52,,,7.17,3.08,,,82.57,0.66,108.34,-0.01,,177.56,21-Aug-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
21-Aug-2019 - 00:00,25.28,38.0,11.55,4.1,15.67,9.91,2.36,0.35,9.17,88.24,,,6.9,2.97,,,81.11,0.52,99.38,-0.01,,190.97,22-Aug-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
22-Aug-2019 - 00:00,27.97,40.62,19.65,17.68,37.32,11.34,2.61,0.46,6.59,89.29,,,7.97,3.39,,,85.93,0.41,127.72,-0.01,999.47,,23-Aug-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
23-Aug-2019 - 00:00,16.68,25.77,21.14,29.5,50.64,15.12,1.79,0.52,5.42,75.53,,,8.28,3.53,,,87.83,0.43,119.03,-0.01,,,24-Aug-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
24-Aug-2019 - 00:00,16.24,25.11,20.99,18.9,39.89,21.95,2.25,0.48,3.21,110.77,,,9.25,3.92,,,92.35,0.3,133.85,0.01,,,25-Aug-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
25-Aug-2019 - 00:00,11.29,18.43,15.06,12.36,27.53,14.55,2.37,0.41,5.61,112.96,,,8.64,3.68,,,94.55,0.21,100.81,-0.02,,,26-Aug-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
26-Aug-2019 - 00:00,11.29,15.95,17.21,9.22,26.39,12.84,2.22,0.42,7.41,102.05,,,7.98,3.41,,,90.31,0.58,114.41,-0.03,999.78,590.47,27-Aug-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
27-Aug-2019 - 00:00,11.12,28.21,13.56,4.29,17.97,15.59,2.02,0.36,9.33,81.32,,,6.44,2.74,,,87.51,0.45,111.63,-0.01,999.65,565.53,28-Aug-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
28-Aug-2019 - 00:00,21.36,31.59,19.28,16.47,35.75,19.55,2.78,0.49,6.67,103.58,,,8.11,3.44,,,86.25,0.29,108.88,-0.01,,549.6,29-Aug-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
29-Aug-2019 - 00:00,11.48,23.43,17.12,13.2,30.33,16.79,2.13,0.38,6.59,97.47,,,7.9,3.52,,,88.68,0.37,89.64,-0.01,,419.11,30-Aug-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
30-Aug-2019 - 00:00,17.06,27.3,13.79,11.12,24.91,19.62,2.44,0.35,7.31,83.62,,,6.32,2.73,,,82.46,0.43,97.87,-0.02,999.87,588.45,31-Aug-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
31-Aug-2019 - 00:00,15.22,25.54,12.06,6.2,18.26,21.09,3.24,0.34,6.5,93.1,,,6.45,2.77,,,79.3,0.4,103.4,-0.01,999.0,,01-Sep-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
01-Sep-2019 - 00:00,26.83,38.56,11.93,4.49,16.01,15.55,4.11,0.48,9.33,103.01,,,7.28,3.14,,,86.94,0.3,199.46,0.0,999.43,703.42,02-Sep-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
02-Sep-2019 - 00:00,16.65,24.55,10.98,10.6,21.58,13.9,3.46,0.44,5.57,106.41,,,7.77,3.42,,,88.21,0.32,109.45,0.01,998.73,790.49,03-Sep-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
03-Sep-2019 - 00:00,8.59,14.37,9.44,6.27,15.71,14.31,2.84,0.36,6.92,93.39,,,6.72,2.92,,,91.53,0.26,111.55,-0.0,997.86,,04-Sep-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
04-Sep-2019 - 00:00,10.08,18.67,10.31,4.48,15.19,14.1,2.77,0.33,13.02,50.71,,,3.86,1.69,,,82.03,0.53,95.95,-0.04,997.43,,05-Sep-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
05-Sep-2019 - 00:00,4.72,17.21,8.08,4.33,12.4,15.28,2.61,0.33,11.36,80.0,,,5.14,2.22,,,87.48,0.47,88.96,-0.03,997.41,,06-Sep-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
06-Sep-2019 - 00:00,5.38,14.64,8.12,3.93,12.05,15.78,2.92,0.32,12.05,91.95,,,5.75,2.47,,,88.42,0.48,87.18,-0.04,996.47,,07-Sep-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
07-Sep-2019 - 00:00,8.44,15.33,8.09,4.28,12.37,11.52,3.03,0.35,10.21,100.4,,,6.34,2.74,,,93.62,0.48,91.84,-0.03,997.19,,08-Sep-2019 - 00:00,"Jadavpur, Kolkata - WBPCB"
