from date,AT,BP,PM10,PM2.5,RH,SR,WD,WS,Benzene,Toluene,NH3,NO2,NO,NOx,SO2,Ozone,CO,to date,station
15-Aug-2019 - 00:00,30.78,975.81,71.09,31.27,76.45,170.74,105.4,1.12,2.6,18.19,30.99,19.03,5.76,14.8,13.45,32.48,1.09,16-Aug-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
16-Aug-2019 - 00:00,29.67,974.23,48.28,16.31,76.93,126.85,82.94,1.56,2.01,11.44,22.81,14.01,5.51,11.95,15.23,26.4,0.93,17-Aug-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
17-Aug-2019 - 00:00,27.94,973.51,15.62,8.01,88.18,63.07,122.76,1.57,1.25,9.03,21.17,9.89,5.87,10.05,13.4,11.84,0.7,18-Aug-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
18-Aug-2019 - 00:00,28.57,976.76,59.26,13.93,84.33,96.61,228.58,0.97,2.44,15.78,18.76,16.69,13.21,19.62,17.19,19.13,1.13,19-Aug-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
19-Aug-2019 - 00:00,30.62,978.83,170.55,41.15,74.72,195.37,240.35,0.7,4.31,27.71,20.62,26.26,16.35,27.34,15.44,29.15,1.49,20-Aug-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
20-Aug-2019 - 00:00,30.88,978.15,194.97,43.68,73.55,183.21,300.2,1.04,3.61,25.46,32.99,20.31,13.05,21.46,15.0,32.25,1.27,21-Aug-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
21-Aug-2019 - 00:00,31.37,976.75,209.79,48.29,71.43,186.95,273.46,0.98,2.95,19.43,34.52,21.36,11.04,20.39,16.8,36.3,1.21,22-Aug-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
22-Aug-2019 - 00:00,30.33,977.35,220.6,38.72,70.54,177.12,215.06,0.93,3.42,26.1,31.76,34.18,17.86,32.7,18.89,23.88,1.1,23-Aug-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
23-Aug-2019 - 00:00,31.89,976.85,266.72,55.4,67.57,203.83,227.39,0.74,4.44,35.83,33.02,33.98,25.33,38.72,17.19,30.35,1.65,24-Aug-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
24-Aug-2019 - 00:00,30.83,977.26,235.69,59.85,73.18,101.19,193.15,0.91,4.6,36.6,38.71,35.23,16.5,32.22,14.02,31.2,1.39,25-Aug-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
25-Aug-2019 - 00:00,29.41,978.08,114.19,32.15,77.95,104.52,103.22,1.02,2.89,21.97,33.61,23.46,5.3,16.81,15.17,29.34,1.0,26-Aug-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
26-Aug-2019 - 00:00,30.87,977.74,162.32,26.67,71.05,154.6,86.06,1.23,4.16,23.99,25.11,26.18,13.19,24.69,18.08,18.4,1.25,27-Aug-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
27-Aug-2019 - 00:00,32.2,976.65,210.1,38.71,66.4,171.33,87.68,0.79,3.58,27.97,29.54,34.83,19.86,34.72,15.43,41.85,1.46,28-Aug-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
28-Aug-2019 - 00:00,32.73,977.61,172.7,36.73,65.25,169.29,102.69,0.96,3.24,23.96,30.07,32.36,10.83,26.04,14.4,35.88,1.21,29-Aug-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
29-Aug-2019 - 00:00,32.25,978.54,169.48,35.57,67.25,163.99,131.0,1.04,2.37,17.29,28.33,26.56,6.67,19.55,14.47,37.35,1.04,30-Aug-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
30-Aug-2019 - 00:00,31.75,976.04,211.18,51.95,70.03,135.0,173.47,0.65,4.08,28.3,27.37,42.41,10.52,31.12,17.48,44.34,1.61,31-Aug-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
31-Aug-2019 - 00:00,31.27,973.94,239.15,64.0,74.63,102.03,201.55,0.67,5.9,41.86,31.69,43.79,16.92,37.03,19.38,34.16,2.35,01-Sep-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
01-Sep-2019 - 00:00,30.21,976.43,101.34,30.54,75.26,116.2,97.64,1.08,3.58,25.93,38.76,30.65,6.47,21.57,7.22,30.51,1.07,02-Sep-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
02-Sep-2019 - 00:00,31.43,976.43,181.11,48.4,71.6,162.06,148.86,0.66,3.77,26.95,27.81,33.43,6.28,22.89,8.36,52.4,1.53,03-Sep-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
03-Sep-2019 - 00:00,31.51,975.25,314.62,91.64,72.96,105.29,182.84,0.68,5.23,39.28,32.4,41.68,9.46,29.9,9.89,44.59,1.64,04-Sep-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
04-Sep-2019 - 00:00,31.05,974.92,221.3,83.2,75.7,94.29,134.06,0.91,4.04,31.97,32.95,33.61,7.31,23.84,8.74,45.84,1.47,05-Sep-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
05-Sep-2019 - 00:00,31.13,975.09,156.39,32.04,73.73,116.1,116.89,0.84,2.98,22.35,31.33,25.51,8.09,20.17,8.16,29.51,1.19,06-Sep-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
06-Sep-2019 - 00:00,31.24,974.06,164.64,34.05,73.09,115.83,148.15,0.85,3.4,23.54,27.9,31.54,10.98,25.72,7.58,24.88,1.23,07-Sep-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
07-Sep-2019 - 00:00,30.98,974.79,160.6,31.77,73.73,130.16,137.36,1.03,2.81,22.42,27.36,27.25,8.49,21.39,6.81,26.09,1.15,08-Sep-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
08-Sep-2019 - 00:00,31.57,976.35,124.47,32.03,70.96,148.95,101.22,0.82,3.02,25.23,26.83,22.71,5.66,16.7,8.2,37.41,0.99,09-Sep-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
09-Sep-2019 - 00:00,32.34,974.72,198.48,55.91,67.28,158.73,217.08,0.84,3.77,26.05,26.06,23.45,9.5,20.23,8.82,40.78,1.19,10-Sep-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
10-Sep-2019 - 00:00,32.58,974.29,253.24,70.04,65.48,151.89,193.94,0.66,4.84,34.05,29.92,36.08,15.47,31.73,10.89,44.5,1.35,11-Sep-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
11-Sep-2019 - 00:00,33.23,975.7,289.51,81.93,62.9,168.6,163.44,0.67,4.4,29.44,31.88,46.44,11.23,33.84,7.78,58.78,1.38,12-Sep-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
12-Sep-2019 - 00:00,32.07,977.17,229.19,65.76,69.57,120.87,138.96,1.04,3.45,26.78,31.96,33.56,7.38,23.86,7.64,36.27,1.29,13-Sep-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
13-Sep-2019 - 00:00,31.89,978.23,171.03,35.64,69.32,153.52,117.13,0.94,2.64,21.11,28.46,23.92,7.17,18.59,7.28,28.57,1.12,14-Sep-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
14-Sep-2019 - 00:00,31.34,978.75,141.21,28.86,68.89,168.73,91.04,1.06,2.03,18.46,25.1,15.16,2.85,10.39,6.14,46.34,0.76,15-Sep-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
15-Sep-2019 - 00:00,31.33,978.68,156.98,47.76,69.9,158.4,97.73,0.79,3.06,24.26,24.29,29.57,5.81,20.48,8.78,57.17,1.1,16-Sep-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
16-Sep-2019 - 00:00,31.86,977.27,211.6,53.44,68.18,159.04,221.42,0.8,3.64,26.67,25.17,27.36,9.85,22.59,8.18,42.25,1.16,17-Sep-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
17-Sep-2019 - 00:00,31.2,978.23,234.59,59.42,68.79,145.16,200.08,0.74,4.26,30.39,27.37,37.46,11.89,29.59,8.65,44.45,1.39,18-Sep-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
18-Sep-2019 - 00:00,30.68,982.41,162.47,35.81,66.51,177.27,118.43,1.1,2.44,17.98,26.94,25.62,4.25,17.11,5.49,49.92,0.95,19-Sep-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
19-Sep-2019 - 00:00,29.09,984.7,108.77,26.54,73.02,109.55,106.22,1.09,2.22,16.81,23.82,17.52,5.92,14.16,6.42,28.14,0.81,20-Sep-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
20-Sep-2019 - 00:00,30.16,982.88,223.21,40.42,69.61,146.25,139.91,0.84,3.95,25.32,23.25,29.5,12.64,25.99,7.75,17.32,1.03,21-Sep-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
21-Sep-2019 - 00:00,29.46,981.59,190.96,40.44,75.1,131.05,178.64,0.81,3.52,23.19,30.44,33.34,19.18,33.41,8.14,34.09,1.16,22-Sep-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
22-Sep-2019 - 00:00,27.74,983.65,85.15,25.18,79.79,92.83,114.16,0.99,2.93,20.47,30.57,26.85,11.54,23.7,7.43,16.7,0.89,23-Sep-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
23-Sep-2019 - 00:00,28.77,985.04,134.02,32.48,73.84,121.45,101.28,0.79,2.96,21.48,32.26,29.26,7.94,21.98,10.23,36.05,1.15,24-Sep-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
24-Sep-2019 - 00:00,28.91,985.07,180.53,37.9,73.07,117.49,127.24,0.9,2.8,23.49,24.79,32.34,13.46,28.18,7.54,31.3,1.01,25-Sep-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
25-Sep-2019 - 00:00,29.23,986.32,133.45,32.61,71.98,135.66,92.46,1.07,2.79,22.65,24.8,27.66,8.74,21.83,8.06,33.4,1.04,26-Sep-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
26-Sep-2019 - 00:00,29.38,986.62,107.07,21.74,71.96,109.76,81.48,1.16,2.48,22.33,24.34,21.38,10.73,20.13,8.03,17.58,0.92,27-Sep-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
27-Sep-2019 - 00:00,28.59,985.6,104.66,19.59,74.12,94.51,79.74,1.16,2.78,22.15,22.16,18.78,9.6,17.8,9.68,17.0,0.93,28-Sep-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
28-Sep-2019 - 00:00,28.48,983.8,106.51,20.53,73.87,113.54,75.7,1.18,2.66,17.97,20.36,19.91,9.47,18.31,7.55,15.54,0.8,29-Sep-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
29-Sep-2019 - 00:00,28.02,984.46,98.47,17.68,76.32,91.03,104.34,1.01,2.1,13.17,20.09,15.91,5.41,12.89,7.12,23.38,0.81,30-Sep-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
30-Sep-2019 - 00:00,28.21,983.19,192.23,31.99,75.82,81.34,136.28,0.96,3.06,18.18,19.51,27.35,10.35,23.01,8.56,26.54,1.11,01-Oct-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
01-Oct-2019 - 00:00,28.67,982.57,196.57,39.38,75.21,117.48,134.25,0.98,3.33,19.62,21.44,25.11,9.44,21.07,7.47,25.56,1.08,02-Oct-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
02-Oct-2019 - 00:00,29.17,983.73,219.21,51.98,70.52,116.34,103.63,0.64,6.11,32.19,23.08,32.05,20.9,34.09,9.92,44.44,1.4,03-Oct-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
03-Oct-2019 - 00:00,29.28,983.59,270.61,59.52,68.61,126.45,219.34,0.72,4.5,28.06,25.12,35.85,22.17,37.13,6.11,43.74,1.22,04-Oct-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
04-Oct-2019 - 00:00,27.69,984.63,140.61,45.11,73.81,142.26,279.09,1.08,3.71,23.97,26.24,26.21,15.48,26.55,7.93,37.91,1.11,05-Oct-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
05-Oct-2019 - 00:00,28.04,984.49,206.2,45.08,64.92,164.42,306.66,0.87,3.79,25.55,21.35,23.67,9.93,20.72,10.23,39.16,1.13,06-Oct-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
06-Oct-2019 - 00:00,28.19,985.09,212.19,64.6,66.98,142.48,312.88,0.89,3.68,19.12,24.4,21.04,8.1,17.8,7.5,47.86,1.04,07-Oct-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
07-Oct-2019 - 00:00,28.27,986.05,222.91,60.45,66.78,116.38,313.14,1.05,3.52,19.35,24.87,18.19,5.4,14.13,7.71,47.35,1.0,08-Oct-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
08-Oct-2019 - 00:00,27.75,985.5,224.32,62.89,64.13,145.01,267.7,0.91,2.76,13.35,21.88,13.31,4.06,10.37,12.69,44.47,1.35,09-Oct-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
09-Oct-2019 - 00:00,28.33,985.64,372.89,90.48,62.97,122.33,150.8,0.63,8.19,46.48,25.14,44.53,12.86,34.2,10.49,44.17,1.65,10-Oct-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
10-Oct-2019 - 00:00,28.67,984.93,333.03,99.61,61.1,122.94,191.34,0.63,8.3,50.83,28.82,56.51,46.95,68.74,9.36,49.77,1.67,11-Oct-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
11-Oct-2019 - 00:00,28.17,984.48,315.23,100.51,63.83,123.66,269.8,0.64,6.0,39.87,30.58,34.29,7.86,24.64,6.97,41.12,1.53,12-Oct-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
12-Oct-2019 - 00:00,28.33,985.4,300.58,122.14,65.49,110.42,249.31,0.64,6.25,35.84,33.14,40.31,27.39,43.79,8.9,40.35,2.23,13-Oct-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
13-Oct-2019 - 00:00,28.3,985.89,353.46,130.55,63.84,99.17,242.59,0.66,7.55,51.67,31.73,44.66,31.31,49.26,12.9,34.51,2.11,14-Oct-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
14-Oct-2019 - 00:00,28.19,986.76,441.73,138.08,64.68,101.41,212.47,0.62,6.52,43.78,31.46,48.97,60.62,75.47,16.53,30.05,2.7,15-Oct-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
15-Oct-2019 - 00:00,28.7,987.47,477.6,145.98,63.61,97.12,159.73,0.61,9.19,62.47,34.1,63.82,70.91,91.72,15.88,31.96,2.86,16-Oct-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
16-Oct-2019 - 00:00,29.15,987.89,430.86,155.49,63.95,92.24,125.57,0.61,8.08,46.49,35.33,64.71,37.39,64.85,11.4,39.36,2.08,17-Oct-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
17-Oct-2019 - 00:00,28.92,987.61,375.12,126.58,61.72,83.18,89.03,0.75,6.92,38.53,33.05,62.4,23.72,52.52,10.32,29.01,1.78,18-Oct-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
18-Oct-2019 - 00:00,28.63,987.62,339.1,91.2,59.9,85.43,134.8,1.14,4.62,23.8,32.7,43.58,9.31,30.77,9.58,29.99,1.14,19-Oct-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
19-Oct-2019 - 00:00,28.01,988.89,334.89,91.93,61.14,83.26,229.72,0.61,7.38,49.16,,59.98,23.21,50.8,17.55,51.22,1.5,20-Oct-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
20-Oct-2019 - 00:00,27.09,988.47,342.65,114.0,63.16,92.68,272.35,0.73,6.16,36.51,,47.98,35.18,54.23,15.77,26.01,1.78,21-Oct-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
21-Oct-2019 - 00:00,26.36,986.84,387.45,127.86,62.83,97.29,273.97,0.82,6.15,31.5,27.3,49.4,25.69,47.18,14.92,18.87,1.34,22-Oct-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
22-Oct-2019 - 00:00,25.56,984.15,322.4,103.0,63.56,82.23,269.34,0.82,6.03,31.77,,53.77,54.37,72.97,19.01,24.22,1.71,23-Oct-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
23-Oct-2019 - 00:00,25.83,983.45,346.33,140.57,63.8,94.21,227.27,0.69,6.36,34.28,,63.13,91.14,107.97,27.36,,2.22,24-Oct-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
24-Oct-2019 - 00:00,26.34,984.55,459.03,167.96,65.85,82.46,175.89,0.51,11.53,79.88,38.84,94.18,171.86,190.08,20.03,31.12,3.78,25-Oct-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
25-Oct-2019 - 00:00,26.59,986.09,398.39,131.29,62.56,83.76,100.15,0.64,6.81,39.62,34.43,53.74,5.37,32.69,19.83,39.8,2.64,26-Oct-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
26-Oct-2019 - 00:00,26.33,987.25,424.78,147.69,65.36,72.8,166.22,0.51,8.2,46.6,7.27,52.42,49.53,68.29,20.86,36.76,2.59,27-Oct-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
27-Oct-2019 - 00:00,25.75,986.51,427.44,206.12,65.96,75.32,268.2,0.77,6.89,32.24,5.78,30.41,15.55,28.86,11.51,33.48,1.74,28-Oct-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
28-Oct-2019 - 00:00,25.47,987.31,549.72,274.55,67.87,67.12,254.49,0.54,7.51,31.3,3.61,31.64,24.85,37.04,15.64,30.9,2.56,29-Oct-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
29-Oct-2019 - 00:00,25.13,987.89,558.52,299.38,73.77,50.76,233.11,0.47,8.62,36.49,4.27,40.07,42.45,55.89,17.04,9.52,3.29,30-Oct-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
30-Oct-2019 - 00:00,25.91,986.46,530.77,276.69,69.9,65.05,267.29,0.51,9.41,51.42,4.04,41.1,74.96,83.04,20.56,14.4,3.58,31-Oct-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
31-Oct-2019 - 00:00,25.48,985.87,532.8,327.48,70.4,71.76,251.93,0.49,8.85,52.86,4.07,46.06,83.21,92.46,17.48,11.69,4.01,01-Nov-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
01-Nov-2019 - 00:00,26.43,985.95,722.47,439.54,67.46,64.31,184.26,0.54,10.95,66.96,5.95,45.31,36.05,53.44,15.62,15.93,3.17,02-Nov-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
02-Nov-2019 - 00:00,25.21,987.5,491.88,343.5,75.38,49.72,260.15,0.67,7.83,35.48,5.06,30.99,19.73,32.56,13.11,11.55,2.4,03-Nov-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
03-Nov-2019 - 00:00,24.59,988.44,681.08,552.9,79.62,47.82,261.69,0.76,9.22,32.39,7.69,36.16,20.12,35.23,12.14,7.29,2.57,04-Nov-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
04-Nov-2019 - 00:00,25.16,988.02,367.35,228.69,71.76,64.75,272.07,0.72,6.48,26.49,4.92,50.46,34.24,52.27,15.08,21.52,1.63,05-Nov-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
05-Nov-2019 - 00:00,24.51,985.27,356.42,160.91,68.24,82.52,263.22,0.81,6.13,27.01,3.82,51.95,74.07,86.77,20.35,21.91,2.08,06-Nov-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
06-Nov-2019 - 00:00,25.56,983.24,281.34,120.85,61.52,85.8,192.36,0.73,6.71,40.34,4.24,67.7,62.95,87.24,7.65,18.26,1.73,07-Nov-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
07-Nov-2019 - 00:00,23.64,984.77,300.58,190.69,73.03,35.87,115.55,0.77,7.17,42.7,3.31,71.96,37.12,68.52,8.13,6.19,1.94,08-Nov-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
08-Nov-2019 - 00:00,24.83,987.31,304.22,165.53,69.85,79.03,189.34,0.58,8.17,55.34,3.76,65.25,49.75,75.21,9.48,26.01,2.26,09-Nov-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
09-Nov-2019 - 00:00,24.56,987.74,306.53,169.04,65.88,84.9,295.92,0.87,5.64,37.34,4.28,47.45,27.21,47.44,7.98,22.16,1.36,10-Nov-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
10-Nov-2019 - 00:00,23.68,987.83,397.91,191.85,62.9,78.55,256.61,0.66,6.04,36.46,2.99,61.44,52.91,74.79,12.59,23.45,1.83,11-Nov-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
11-Nov-2019 - 00:00,23.15,986.66,526.97,260.9,64.15,74.26,268.3,0.61,7.89,49.96,6.71,94.44,112.63,138.68,16.05,28.55,2.55,12-Nov-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
12-Nov-2019 - 00:00,22.47,987.65,593.62,423.16,68.16,74.72,229.02,0.6,9.21,51.83,16.54,46.51,83.89,93.26,16.84,37.07,3.11,13-Nov-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
13-Nov-2019 - 00:00,23.26,989.63,720.41,470.24,70.23,67.28,209.08,0.46,10.76,61.01,19.35,39.67,47.79,60.08,20.44,39.21,3.87,14-Nov-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
14-Nov-2019 - 00:00,23.33,990.36,688.09,455.48,74.4,54.38,226.14,0.47,11.27,66.02,20.77,36.41,32.23,45.64,24.78,27.11,3.73,15-Nov-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
15-Nov-2019 - 00:00,23.69,989.39,669.75,561.21,72.54,62.37,276.67,0.6,10.33,44.96,23.32,21.33,16.1,24.5,9.35,41.24,3.26,16-Nov-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
16-Nov-2019 - 00:00,24.31,989.1,346.16,202.7,67.14,66.29,316.06,1.05,5.36,26.25,9.92,26.58,11.49,23.51,20.19,42.8,1.52,17-Nov-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
17-Nov-2019 - 00:00,23.66,989.17,229.65,117.88,67.84,67.92,288.93,1.05,3.24,13.7,6.6,35.68,10.21,27.32,12.2,38.72,0.96,18-Nov-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
18-Nov-2019 - 00:00,22.42,988.58,281.34,104.73,72.34,68.44,259.61,0.85,4.75,23.58,5.69,49.24,63.72,78.31,16.82,36.84,1.85,19-Nov-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
19-Nov-2019 - 00:00,22.09,987.91,324.35,121.31,71.6,64.27,264.36,0.63,5.46,29.04,4.99,61.97,78.55,96.99,14.17,37.59,1.86,20-Nov-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
20-Nov-2019 - 00:00,21.85,988.93,372.14,189.13,72.69,67.02,228.78,0.49,7.48,43.98,6.55,76.89,179.36,186.98,26.78,34.57,2.64,21-Nov-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
21-Nov-2019 - 00:00,22.79,991.69,563.85,250.81,70.58,61.52,197.8,0.41,11.46,83.69,6.66,118.89,237.66,248.85,27.79,66.28,5.36,22-Nov-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
22-Nov-2019 - 00:00,23.19,991.76,492.12,219.17,68.74,61.66,230.41,0.56,10.61,71.67,11.72,95.04,137.53,162.69,14.84,47.24,3.44,23-Nov-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
23-Nov-2019 - 00:00,23.2,991.22,307.21,148.15,67.54,59.81,276.76,0.77,5.56,29.71,15.18,52.77,31.28,53.51,13.33,29.47,1.19,24-Nov-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
24-Nov-2019 - 00:00,23.2,990.57,273.46,135.61,70.47,63.09,273.93,0.71,4.36,21.63,14.15,49.97,21.7,44.25,13.28,34.38,1.21,25-Nov-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
25-Nov-2019 - 00:00,23.06,991.2,330.64,153.24,71.19,64.27,151.26,0.56,6.26,32.96,11.54,79.66,118.32,138.77,23.97,30.32,3.06,26-Nov-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
26-Nov-2019 - 00:00,24.92,990.85,335.36,106.61,60.59,59.01,98.14,0.94,8.23,46.22,11.79,74.19,51.72,81.67,17.36,35.64,1.51,27-Nov-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
27-Nov-2019 - 00:00,23.81,990.72,176.22,68.39,67.3,52.35,79.62,1.11,5.34,31.53,12.58,53.33,17.72,42.8,15.72,35.61,1.11,28-Nov-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
28-Nov-2019 - 00:00,22.15,991.8,73.43,33.49,73.26,58.28,74.66,1.49,2.44,15.67,10.3,36.33,7.23,25.21,12.84,36.69,0.66,29-Nov-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
29-Nov-2019 - 00:00,21.96,992.03,150.16,59.14,75.84,61.97,160.13,0.82,4.44,35.52,9.88,52.76,37.59,58.73,16.46,28.97,1.35,30-Nov-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
30-Nov-2019 - 00:00,20.38,992.16,190.6,103.49,85.25,59.56,276.28,0.69,4.36,27.5,16.33,44.76,38.24,54.93,12.88,23.64,1.34,01-Dec-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
01-Dec-2019 - 00:00,19.85,991.72,279.99,143.48,78.39,59.88,266.05,0.74,4.68,21.96,13.96,51.81,52.55,70.44,15.4,37.44,1.56,02-Dec-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
02-Dec-2019 - 00:00,19.63,992.27,312.3,152.7,73.36,56.31,278.2,0.82,5.07,27.23,15.21,59.69,58.41,79.46,16.26,35.19,1.66,03-Dec-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
03-Dec-2019 - 00:00,19.54,991.73,359.88,148.54,69.08,55.79,266.24,0.83,4.69,22.14,15.62,60.5,55.12,77.08,14.72,35.91,1.55,04-Dec-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
04-Dec-2019 - 00:00,19.41,993.84,380.7,175.72,69.77,55.12,247.08,0.56,5.36,31.49,13.54,70.6,139.8,151.34,22.27,35.35,2.86,05-Dec-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
05-Dec-2019 - 00:00,19.59,995.81,526.63,261.02,73.61,59.49,218.0,0.53,9.64,70.85,20.41,91.69,158.51,177.95,14.75,38.14,2.93,06-Dec-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
06-Dec-2019 - 00:00,19.99,995.11,473.38,289.69,79.23,57.65,259.56,0.67,8.21,48.8,33.82,70.48,83.53,105.58,17.27,28.68,2.35,07-Dec-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
