from date,PM2.5,PM10,NO2,NOx,NO,NH3,SO2,CO,Ozone,Benzene,Toluene,Xylene,Eth-Benzene,MP-Xylene,WS,WD,RH,SR,RF,to date,station
19-Oct-2019 - 00:00,132.66,247.15,32.86,69.46,65.22,28.31,15.93,0.97,54.8,6.68,0.92,3.5,3.96,6.28,1.59,219.57,65.05,349.98,0.0,20-Oct-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
20-Oct-2019 - 00:00,136.22,247.78,45.26,87.86,80.07,33.44,14.39,0.95,66.8,6.39,0.88,3.23,3.6,5.45,1.64,274.49,61.59,379.89,0.0,21-Oct-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
21-Oct-2019 - 00:00,137.68,245.03,55.51,99.93,88.45,33.18,12.34,1.05,66.38,6.95,0.87,2.76,3.3,4.7,2.02,276.56,62.06,378.64,0.0,22-Oct-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
22-Oct-2019 - 00:00,135.51,245.43,50.6,80.83,67.82,40.39,12.71,0.95,64.25,7.93,41.12,5.56,5.94,7.36,1.53,277.8,60.94,454.06,0.0,23-Oct-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
23-Oct-2019 - 00:00,168.93,328.15,46.82,80.46,69.83,69.24,14.52,1.31,45.61,9.83,7.74,4.54,4.83,7.91,1.54,283.13,62.08,349.88,0.0,24-Oct-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
24-Oct-2019 - 00:00,137.25,256.1,44.98,76.58,65.12,76.21,12.35,1.69,39.05,12.84,1.8,7.38,6.95,14.97,1.54,283.12,66.8,273.44,0.0,25-Oct-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
25-Oct-2019 - 00:00,147.76,274.47,37.35,69.62,62.48,63.76,7.78,1.55,54.39,12.93,1.77,7.42,7.08,15.18,1.54,283.13,66.96,285.41,0.0,26-Oct-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
26-Oct-2019 - 00:00,168.83,312.94,36.91,62.2,53.53,53.64,8.72,1.38,48.79,12.66,2.58,9.54,8.8,13.34,1.54,283.19,70.3,266.59,0.0,27-Oct-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
27-Oct-2019 - 00:00,259.14,369.44,48.89,98.84,91.4,50.2,10.4,2.21,67.78,15.59,2.47,8.41,8.67,16.08,3.16,198.76,75.53,255.63,0.0,28-Oct-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
28-Oct-2019 - 00:00,169.96,337.11,32.87,49.7,40.56,54.1,11.61,1.64,46.12,12.01,2.2,6.84,6.21,13.4,0.96,156.96,76.15,293.69,0.0,29-Oct-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
29-Oct-2019 - 00:00,151.75,332.97,35.62,62.69,54.96,54.49,15.05,1.86,55.01,12.76,2.3,6.87,6.45,14.38,1.08,137.95,78.21,245.97,0.0,30-Oct-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
30-Oct-2019 - 00:00,178.13,332.47,40.14,66.56,56.84,58.36,4.45,1.64,56.9,12.51,2.11,5.84,5.82,11.63,1.51,183.67,75.76,220.15,0.0,31-Oct-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
31-Oct-2019 - 00:00,168.45,335.62,45.41,79.09,69.04,52.88,4.42,1.46,81.67,11.3,2.23,4.68,4.69,8.31,1.68,191.85,73.14,271.02,0.0,01-Nov-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
01-Nov-2019 - 00:00,158.95,334.74,40.64,71.84,63.1,56.25,15.05,1.47,58.45,11.5,2.52,5.05,5.91,9.24,1.47,193.26,78.45,255.17,0.0,02-Nov-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
02-Nov-2019 - 00:00,194.16,366.85,51.02,114.61,109.68,55.12,27.92,1.58,65.01,12.95,2.67,5.75,6.68,9.85,1.24,230.84,78.91,211.68,0.0,03-Nov-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
03-Nov-2019 - 00:00,279.38,477.69,69.92,126.53,112.23,52.74,29.66,1.84,71.56,13.54,2.46,4.32,5.38,7.6,1.88,268.35,71.84,266.31,0.0,04-Nov-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
04-Nov-2019 - 00:00,164.13,290.1,71.9,107.16,86.79,48.83,31.74,1.2,64.54,8.68,1.84,2.65,3.21,4.67,2.33,269.8,71.68,303.47,0.0,05-Nov-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
05-Nov-2019 - 00:00,103.86,216.32,65.16,79.83,57.04,52.55,37.81,0.81,75.54,6.04,1.48,2.04,2.93,3.83,2.33,271.82,59.15,328.81,0.0,06-Nov-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
06-Nov-2019 - 00:00,135.91,324.3,53.42,91.83,79.22,56.28,27.12,1.48,55.61,11.48,2.18,5.44,6.83,10.49,1.29,142.06,60.45,289.47,0.0,07-Nov-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
07-Nov-2019 - 00:00,98.83,224.64,47.13,78.18,66.79,55.96,23.17,1.3,22.92,11.65,2.08,5.59,6.21,10.91,1.64,151.26,67.18,90.36,0.0,08-Nov-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
08-Nov-2019 - 00:00,64.15,157.94,45.51,71.82,59.92,49.87,25.65,0.82,61.78,7.35,1.82,4.03,4.23,7.86,1.5,248.52,62.96,296.05,0.0,09-Nov-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
09-Nov-2019 - 00:00,66.69,158.47,52.25,73.14,57.17,50.6,28.86,0.73,77.95,6.66,1.69,3.11,3.99,5.97,2.3,282.67,60.73,326.82,0.0,10-Nov-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
10-Nov-2019 - 00:00,120.76,278.26,60.44,66.19,43.16,44.52,33.47,1.05,71.17,7.05,1.81,2.84,3.47,5.2,1.62,263.77,54.1,325.58,0.0,11-Nov-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
11-Nov-2019 - 00:00,141.6,295.4,71.18,74.99,47.15,45.37,44.65,1.12,79.5,8.38,1.63,4.03,3.99,7.15,1.51,276.58,67.42,232.37,0.0,12-Nov-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
12-Nov-2019 - 00:00,150.46,289.44,80.42,87.11,56.23,45.56,43.46,1.19,59.51,8.53,1.84,3.31,4.06,6.36,1.56,274.68,71.21,321.1,0.0,13-Nov-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
13-Nov-2019 - 00:00,124.13,283.47,70.38,86.47,61.98,43.65,40.05,1.28,46.68,10.66,1.81,6.4,7.55,12.31,1.2,240.52,74.78,227.72,0.0,14-Nov-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
14-Nov-2019 - 00:00,122.8,286.04,66.6,81.67,58.5,32.76,16.73,1.52,18.44,12.09,1.23,10.67,8.05,15.67,1.08,180.64,76.28,172.82,0.0,15-Nov-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
15-Nov-2019 - 00:00,140.23,206.66,41.82,32.21,12.93,29.43,39.89,0.84,49.23,7.96,0.49,5.15,4.66,6.9,1.42,263.46,72.42,233.61,0.0,16-Nov-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
16-Nov-2019 - 00:00,85.25,168.51,25.67,19.11,8.04,17.85,47.3,0.6,28.29,3.84,0.33,1.58,1.85,2.46,2.53,278.28,77.54,341.85,0.0,17-Nov-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
17-Nov-2019 - 00:00,50.32,86.69,22.94,14.83,3.94,3.88,32.8,0.35,56.12,2.13,0.27,0.72,0.58,1.01,3.71,269.45,,586.98,0.0,18-Nov-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
18-Nov-2019 - 00:00,126.5,197.9,54.44,46.29,22.57,20.29,23.24,1.0,54.82,7.83,17.41,6.09,6.09,9.89,2.41,263.7,54.34,267.58,0.0,19-Nov-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
19-Nov-2019 - 00:00,148.01,240.38,77.93,70.03,37.27,38.66,20.11,1.3,45.66,11.0,38.01,7.83,7.89,12.65,1.17,250.42,69.24,285.65,0.0,20-Nov-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
20-Nov-2019 - 00:00,172.5,294.45,89.23,91.31,56.8,39.73,16.92,1.66,59.48,15.28,47.84,8.58,7.42,15.38,0.98,173.36,65.64,290.25,0.0,21-Nov-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
21-Nov-2019 - 00:00,155.02,268.78,89.96,92.72,58.89,41.85,24.29,1.13,72.35,12.5,33.74,6.39,6.2,11.89,1.23,186.56,62.3,220.51,0.0,22-Nov-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
22-Nov-2019 - 00:00,153.45,261.64,60.6,46.29,19.33,40.75,30.08,0.95,35.11,11.51,34.21,4.89,6.1,7.94,1.73,255.32,62.95,249.85,0.0,23-Nov-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
23-Nov-2019 - 00:00,98.76,147.56,31.84,20.85,6.3,35.9,15.46,0.59,45.18,5.36,27.13,2.14,2.12,3.53,2.57,267.43,75.56,229.7,0.0,24-Nov-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
24-Nov-2019 - 00:00,63.04,106.62,29.67,18.65,4.99,29.95,17.53,0.46,60.83,4.01,26.06,1.22,1.3,2.0,2.47,271.5,63.48,289.89,0.0,25-Nov-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
25-Nov-2019 - 00:00,99.45,168.78,54.88,40.42,15.49,29.48,25.43,0.82,32.39,6.74,27.27,2.88,2.35,4.0,0.97,236.55,62.48,333.59,0.0,26-Nov-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
26-Nov-2019 - 00:00,74.3,129.94,42.84,32.79,14.04,31.66,21.21,0.61,33.87,5.7,29.75,2.83,2.14,4.51,2.02,180.78,63.98,127.75,0.01,27-Nov-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
27-Nov-2019 - 00:00,64.54,123.63,55.07,45.96,22.49,29.64,12.54,0.87,28.16,7.53,34.11,3.52,3.55,7.05,2.04,133.56,66.58,129.64,0.0,28-Nov-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
28-Nov-2019 - 00:00,52.93,85.94,42.58,33.63,15.25,26.6,5.34,0.69,34.58,5.89,30.45,2.86,3.59,5.87,2.44,122.57,79.18,134.67,0.09,29-Nov-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
29-Nov-2019 - 00:00,74.79,108.57,41.22,34.44,18.98,28.06,16.77,0.77,5.98,9.55,30.31,3.46,3.07,5.44,1.32,229.46,78.21,277.64,0.0,30-Nov-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
30-Nov-2019 - 00:00,75.14,104.66,37.9,24.83,11.32,20.94,10.27,0.75,50.42,8.28,26.71,3.09,3.94,5.07,1.59,268.16,83.12,266.54,0.0,01-Dec-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
01-Dec-2019 - 00:00,89.31,118.06,33.39,20.71,9.23,33.61,8.74,0.65,44.38,5.85,23.31,2.51,2.1,3.21,1.91,270.51,83.25,265.09,0.0,02-Dec-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
02-Dec-2019 - 00:00,110.93,152.51,41.75,23.06,6.62,37.48,11.03,0.71,47.07,5.94,21.0,2.68,2.99,3.77,1.8,262.86,80.99,294.97,0.0,03-Dec-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
03-Dec-2019 - 00:00,128.98,179.53,49.89,34.15,15.14,41.69,14.45,0.84,40.39,7.7,21.57,3.86,5.59,6.55,1.58,260.89,76.4,288.84,0.0,04-Dec-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
04-Dec-2019 - 00:00,213.1,330.29,81.95,117.94,100.83,34.0,16.19,2.61,23.86,13.24,22.07,4.91,5.51,8.64,0.95,154.55,79.77,263.91,0.0,05-Dec-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
05-Dec-2019 - 00:00,166.72,258.57,50.39,49.74,34.18,31.44,14.13,1.44,28.65,15.12,26.36,6.32,6.14,10.29,0.96,182.08,76.39,247.95,0.0,06-Dec-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
06-Dec-2019 - 00:00,105.23,186.97,42.48,39.68,26.88,33.64,12.68,1.02,28.64,9.42,20.75,5.2,6.1,8.43,1.19,225.13,72.26,285.89,0.0,07-Dec-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
07-Dec-2019 - 00:00,116.94,197.63,47.62,53.3,40.98,30.78,23.61,1.26,28.87,9.96,23.85,4.31,4.28,7.14,1.03,178.5,72.37,330.72,0.0,08-Dec-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
08-Dec-2019 - 00:00,109.12,194.31,44.71,44.14,31.0,33.4,12.95,1.03,29.06,10.0,28.01,4.78,4.84,8.38,1.27,209.86,74.48,273.08,0.0,09-Dec-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
09-Dec-2019 - 00:00,121.36,218.35,47.26,38.84,22.05,40.13,10.24,0.99,34.78,7.13,17.12,2.92,3.56,5.39,1.19,217.34,75.55,253.72,0.0,10-Dec-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
10-Dec-2019 - 00:00,176.15,279.2,53.58,70.78,59.64,40.81,9.63,1.4,23.13,4.93,10.45,1.63,2.28,3.11,1.1,247.17,84.98,283.24,0.0,11-Dec-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
11-Dec-2019 - 00:00,195.54,340.04,59.78,74.84,59.26,34.23,11.58,1.79,18.67,15.37,29.38,6.48,7.22,12.36,1.04,151.02,79.96,230.47,0.0,12-Dec-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
12-Dec-2019 - 00:00,130.69,219.06,45.14,47.38,34.32,37.03,8.91,1.28,14.18,12.67,27.88,4.77,5.49,9.54,1.99,123.95,81.38,71.76,0.04,13-Dec-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
13-Dec-2019 - 00:00,34.34,55.93,18.52,17.71,12.37,20.35,4.05,0.56,32.27,3.81,15.42,1.6,1.64,3.23,3.35,123.22,87.82,109.34,0.1,14-Dec-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
14-Dec-2019 - 00:00,38.02,68.75,25.14,26.53,17.71,18.61,4.68,0.67,24.47,5.72,21.4,3.87,3.25,5.84,1.33,160.15,82.8,279.23,0.0,15-Dec-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
15-Dec-2019 - 00:00,60.17,87.36,19.12,14.73,6.91,19.19,15.54,0.49,28.06,3.97,16.79,1.59,1.75,2.39,1.98,272.0,83.6,252.44,0.0,16-Dec-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
16-Dec-2019 - 00:00,81.61,120.15,17.97,13.09,5.61,22.63,5.37,0.56,17.0,4.16,12.89,1.34,1.19,2.38,2.31,270.82,97.5,65.12,0.0,17-Dec-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
17-Dec-2019 - 00:00,91.03,143.79,23.81,21.52,12.33,19.43,7.27,0.64,21.17,5.0,15.42,2.0,1.95,3.66,1.98,270.79,93.46,173.07,0.0,18-Dec-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
18-Dec-2019 - 00:00,96.9,154.84,25.82,22.11,11.75,25.07,5.05,0.87,17.89,7.92,17.32,1.89,2.58,3.53,1.66,230.15,93.0,60.36,0.0,19-Dec-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
19-Dec-2019 - 00:00,113.81,191.2,26.23,36.92,21.18,35.94,4.23,1.14,8.5,9.68,19.7,2.7,3.38,5.49,0.97,163.13,85.96,83.03,0.0,20-Dec-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
20-Dec-2019 - 00:00,129.61,205.49,15.92,25.72,9.8,55.05,8.48,0.97,20.99,9.98,39.66,6.51,7.27,8.78,1.35,270.59,91.59,218.69,0.0,21-Dec-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
21-Dec-2019 - 00:00,108.55,171.35,12.52,17.87,5.35,65.02,3.36,0.91,13.68,9.2,64.15,3.01,4.33,5.02,2.05,274.9,98.38,113.51,0.0,22-Dec-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
22-Dec-2019 - 00:00,109.84,155.47,9.07,13.33,4.26,46.79,3.44,0.67,21.02,7.03,59.48,2.12,2.72,3.25,2.09,278.68,98.62,119.38,0.0,23-Dec-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
23-Dec-2019 - 00:00,80.9,116.68,10.51,16.52,6.01,48.17,2.77,0.69,15.1,5.71,47.97,1.66,2.01,2.58,1.9,243.75,97.56,198.89,0.0,24-Dec-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
24-Dec-2019 - 00:00,97.03,150.39,12.73,19.29,6.57,42.24,10.69,0.79,18.62,7.91,55.04,2.1,3.07,3.53,1.92,188.48,94.68,189.12,0.0,25-Dec-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
25-Dec-2019 - 00:00,63.44,102.89,8.95,13.26,4.31,43.16,2.44,0.55,9.8,5.68,49.69,1.93,2.35,2.73,2.36,277.74,99.13,47.35,0.0,26-Dec-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
26-Dec-2019 - 00:00,89.09,127.94,8.64,11.8,3.15,33.78,2.96,0.54,21.72,4.76,41.07,1.65,1.51,2.06,1.81,254.69,96.81,65.17,0.0,27-Dec-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
27-Dec-2019 - 00:00,116.69,194.39,12.86,19.22,6.68,27.68,11.18,0.89,17.03,4.44,35.74,1.24,1.53,1.81,1.47,232.68,92.28,188.62,0.0,28-Dec-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
28-Dec-2019 - 00:00,177.46,285.13,23.88,35.04,11.16,28.85,22.42,1.31,6.04,11.86,50.12,3.15,4.71,5.43,1.02,202.16,99.13,66.01,0.0,29-Dec-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
29-Dec-2019 - 00:00,84.8,133.54,11.94,17.55,5.61,35.0,6.02,0.8,12.48,8.47,51.41,2.43,2.99,3.73,1.29,266.05,97.95,185.91,0.0,30-Dec-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
30-Dec-2019 - 00:00,129.85,213.14,26.06,33.76,13.01,31.56,6.71,1.33,4.06,10.73,45.86,2.85,3.76,4.96,1.41,184.41,99.04,157.8,0.0,31-Dec-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
31-Dec-2019 - 00:00,179.8,234.1,27.93,19.46,6.07,25.21,5.37,0.93,5.67,16.03,52.89,4.08,5.13,7.23,2.23,97.31,99.13,,0.0,01-Jan-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
