from date,CO,RH,NO,NO2,NOx,NH3,Ozone,PM10,PM2.5,RF,SO2,SR,Temp,WD,WS,Benzene,Toluene,O Xylene,MP-Xylene,Eth-Benzene,to date,station
27-Nov-2019 - 00:00,2.03,81.73,92.49,90.99,165.01,25.66,37.5,209.64,110.19,,4.15,139.17,23.1,159.94,0.28,2.83,2.09,0.03,0.13,0.12,28-Nov-2019 - 00:00,"Victoria, Kolkata - WBPCB"
28-Nov-2019 - 00:00,1.68,79.62,87.0,86.64,166.29,25.59,34.24,136.51,68.82,,4.17,160.7,23.42,143.14,0.23,4.1,4.08,0.07,0.29,0.18,29-Nov-2019 - 00:00,"Victoria, Kolkata - WBPCB"
29-Nov-2019 - 00:00,2.71,80.04,133.96,97.19,204.95,32.76,33.51,175.29,89.66,,5.98,156.28,23.54,152.32,0.18,3.97,4.39,0.07,0.29,0.26,30-Nov-2019 - 00:00,"Victoria, Kolkata - WBPCB"
30-Nov-2019 - 00:00,2.68,79.87,169.01,82.35,168.3,30.56,32.94,227.56,117.72,,10.42,147.73,23.26,159.28,0.18,5.89,4.74,0.13,0.61,0.48,01-Dec-2019 - 00:00,"Victoria, Kolkata - WBPCB"
01-Dec-2019 - 00:00,1.97,79.14,122.23,45.88,170.05,25.42,38.87,202.02,96.55,,5.2,135.35,22.04,164.74,0.26,15.62,12.32,0.5,2.71,3.08,02-Dec-2019 - 00:00,"Victoria, Kolkata - WBPCB"
02-Dec-2019 - 00:00,1.6,72.39,96.63,51.62,148.25,22.4,34.91,181.33,88.77,,5.21,153.89,21.54,143.75,0.26,11.17,21.81,3.21,9.58,4.13,03-Dec-2019 - 00:00,"Victoria, Kolkata - WBPCB"
03-Dec-2019 - 00:00,1.98,76.02,145.0,63.04,184.88,29.46,35.21,208.59,96.05,,8.61,144.77,20.42,179.84,0.22,12.25,18.2,3.88,11.98,4.78,04-Dec-2019 - 00:00,"Victoria, Kolkata - WBPCB"
04-Dec-2019 - 00:00,1.61,68.56,38.3,65.04,106.6,28.01,40.1,211.27,105.08,,11.23,168.94,20.2,100.91,0.41,12.38,21.67,3.72,11.84,5.24,05-Dec-2019 - 00:00,"Victoria, Kolkata - WBPCB"
05-Dec-2019 - 00:00,1.47,72.91,61.46,59.83,118.56,26.97,38.19,169.39,80.41,,9.14,167.43,20.41,134.54,0.37,10.63,17.88,2.41,7.68,3.08,06-Dec-2019 - 00:00,"Victoria, Kolkata - WBPCB"
06-Dec-2019 - 00:00,1.58,75.44,99.45,54.07,153.52,31.24,35.2,134.9,70.55,,6.01,162.24,21.51,194.71,0.39,12.25,15.23,3.23,9.63,3.4,07-Dec-2019 - 00:00,"Victoria, Kolkata - WBPCB"
07-Dec-2019 - 00:00,1.88,75.3,145.91,57.26,197.79,35.5,34.89,144.29,65.6,,7.15,138.39,22.46,133.0,0.21,14.55,19.34,4.97,15.06,6.71,08-Dec-2019 - 00:00,"Victoria, Kolkata - WBPCB"
08-Dec-2019 - 00:00,1.64,71.66,101.04,50.89,143.54,31.13,30.97,167.23,73.2,,10.26,149.64,23.29,181.3,0.24,11.34,17.67,4.34,13.58,6.82,09-Dec-2019 - 00:00,"Victoria, Kolkata - WBPCB"
09-Dec-2019 - 00:00,1.37,71.43,55.9,56.52,112.42,26.75,37.65,128.19,56.11,,7.82,145.79,21.97,129.52,0.35,9.44,15.92,2.42,7.68,2.57,10-Dec-2019 - 00:00,"Victoria, Kolkata - WBPCB"
10-Dec-2019 - 00:00,1.13,61.27,50.74,71.87,122.59,21.52,37.08,129.8,56.66,,7.99,139.48,21.47,123.51,0.25,20.38,21.35,2.57,7.8,2.8,11-Dec-2019 - 00:00,"Victoria, Kolkata - WBPCB"
11-Dec-2019 - 00:00,1.4,70.77,27.16,44.36,71.51,17.59,54.24,131.39,63.38,,6.76,128.25,21.91,158.82,0.46,13.34,11.09,1.75,5.65,1.64,12-Dec-2019 - 00:00,"Victoria, Kolkata - WBPCB"
12-Dec-2019 - 00:00,1.66,77.0,17.03,47.09,64.12,16.98,45.42,111.47,58.32,,5.35,116.27,22.08,108.08,0.38,23.44,18.97,2.2,6.65,2.1,13-Dec-2019 - 00:00,"Victoria, Kolkata - WBPCB"
13-Dec-2019 - 00:00,1.61,73.83,26.27,50.7,76.97,19.95,52.33,181.42,94.18,,8.23,135.53,22.26,113.42,0.41,27.69,18.8,2.63,6.49,2.49,14-Dec-2019 - 00:00,"Victoria, Kolkata - WBPCB"
14-Dec-2019 - 00:00,2.28,78.04,82.91,55.67,138.58,20.8,50.13,223.46,113.42,,11.32,125.36,22.52,175.67,0.24,26.22,25.16,3.45,7.17,3.85,15-Dec-2019 - 00:00,"Victoria, Kolkata - WBPCB"
15-Dec-2019 - 00:00,1.36,81.02,38.27,42.99,81.23,18.03,43.3,175.19,90.33,,6.29,137.96,21.24,89.8,0.46,12.55,16.62,2.08,4.65,2.19,16-Dec-2019 - 00:00,"Victoria, Kolkata - WBPCB"
16-Dec-2019 - 00:00,1.33,74.51,18.17,45.65,63.83,16.42,35.13,113.14,57.22,,12.47,151.36,20.89,120.29,0.42,6.99,14.16,1.42,3.3,1.23,17-Dec-2019 - 00:00,"Victoria, Kolkata - WBPCB"
17-Dec-2019 - 00:00,1.46,74.78,18.56,41.79,60.36,16.85,52.12,138.5,68.55,,12.47,123.57,20.49,74.21,0.54,6.83,16.95,1.43,3.6,2.42,18-Dec-2019 - 00:00,"Victoria, Kolkata - WBPCB"
18-Dec-2019 - 00:00,1.41,71.98,8.59,32.46,41.22,15.02,72.24,156.45,67.17,,10.79,166.14,17.67,79.24,0.63,5.7,12.25,0.91,2.08,0.88,19-Dec-2019 - 00:00,"Victoria, Kolkata - WBPCB"
19-Dec-2019 - 00:00,0.98,69.28,7.13,40.14,47.26,15.89,57.4,153.65,69.59,,12.73,170.99,15.59,157.54,0.43,5.39,10.75,0.85,2.09,0.88,20-Dec-2019 - 00:00,"Victoria, Kolkata - WBPCB"
20-Dec-2019 - 00:00,2.19,74.51,54.48,45.9,100.51,20.41,47.49,192.1,87.53,,10.11,165.28,15.22,168.33,0.33,9.23,16.48,2.06,4.89,3.08,21-Dec-2019 - 00:00,"Victoria, Kolkata - WBPCB"
21-Dec-2019 - 00:00,2.57,79.43,69.14,51.88,121.59,25.19,41.39,265.51,136.9,,12.86,142.48,16.04,131.8,0.46,19.64,25.18,3.1,7.02,4.43,22-Dec-2019 - 00:00,"Victoria, Kolkata - WBPCB"
22-Dec-2019 - 00:00,2.69,85.76,21.75,49.03,70.77,19.45,34.04,250.48,123.82,,5.84,157.07,15.5,120.22,0.5,10.52,13.54,1.28,3.03,1.13,23-Dec-2019 - 00:00,"Victoria, Kolkata - WBPCB"
23-Dec-2019 - 00:00,2.12,79.33,8.49,48.9,57.22,21.11,46.7,253.77,134.41,,9.73,130.14,17.67,88.86,0.64,9.57,15.33,1.14,2.74,1.34,24-Dec-2019 - 00:00,"Victoria, Kolkata - WBPCB"
24-Dec-2019 - 00:00,3.73,78.61,57.2,56.29,70.97,34.99,39.76,259.9,137.04,,12.86,163.18,17.14,127.25,0.49,15.2,23.3,3.55,7.94,3.33,25-Dec-2019 - 00:00,"Victoria, Kolkata - WBPCB"
25-Dec-2019 - 00:00,4.01,74.16,103.06,69.54,146.14,42.74,40.72,258.14,127.07,,10.82,144.17,18.3,129.18,0.29,24.65,33.5,5.95,12.11,4.96,26-Dec-2019 - 00:00,"Victoria, Kolkata - WBPCB"
26-Dec-2019 - 00:00,3.68,79.01,39.74,52.59,92.31,27.12,27.37,219.42,124.01,0.34,9.72,70.34,16.52,84.33,0.59,15.8,21.42,2.96,6.28,2.98,27-Dec-2019 - 00:00,"Victoria, Kolkata - WBPCB"
27-Dec-2019 - 00:00,2.54,83.89,3.94,38.79,42.73,22.07,40.27,138.38,85.58,0.9,12.9,117.43,15.29,87.2,0.64,7.64,12.38,0.83,1.84,0.93,28-Dec-2019 - 00:00,"Victoria, Kolkata - WBPCB"
28-Dec-2019 - 00:00,3.48,82.0,9.15,45.33,54.48,21.18,33.85,221.22,128.11,,17.23,164.66,14.67,112.42,0.52,9.28,15.35,1.08,2.39,1.12,29-Dec-2019 - 00:00,"Victoria, Kolkata - WBPCB"
29-Dec-2019 - 00:00,3.28,70.49,18.61,47.31,65.8,21.72,43.71,178.19,99.58,,14.61,184.95,15.88,115.44,0.53,7.83,11.58,1.12,2.53,0.89,30-Dec-2019 - 00:00,"Victoria, Kolkata - WBPCB"
30-Dec-2019 - 00:00,3.26,75.95,54.91,50.58,65.31,36.3,30.55,227.96,122.22,,16.55,144.87,15.55,150.31,0.31,12.2,20.63,3.57,8.45,5.57,31-Dec-2019 - 00:00,"Victoria, Kolkata - WBPCB"
31-Dec-2019 - 00:00,4.21,98.95,,30.82,,86.96,3.55,,226.5,,9.79,27.4,12.65,70.48,0.11,39.83,78.41,18.57,45.88,44.26,01-Jan-2020 - 00:00,"Victoria, Kolkata - WBPCB"
