from date,AT,PM2.5,PM10,RF,RH,SR,Temp,WD,WS,Benzene,Eth-Benzene,Toluene,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
13-Nov-2019 - 00:00,25.31,61.07,275.44,0.0,69.79,41.76,30.84,146.85,0.46,0.51,3.4,6.37,1.55,25.78,20.79,37.4,36.89,25.21,30.76,14-Nov-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
14-Nov-2019 - 00:00,25.52,64.69,283.37,0.0,62.74,50.9,31.21,130.09,0.57,0.62,4.76,9.64,1.39,24.64,17.34,37.72,34.27,29.26,38.93,15-Nov-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
15-Nov-2019 - 00:00,24.76,75.33,323.11,0.0,65.28,46.56,31.28,133.4,0.5,0.65,4.58,8.02,1.81,28.12,34.53,39.31,49.08,27.99,38.86,16-Nov-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
16-Nov-2019 - 00:00,24.74,71.88,297.3,0.0,64.08,43.76,30.53,139.85,0.53,0.48,2.3,4.02,1.74,29.69,17.89,32.62,31.98,30.85,24.66,17-Nov-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
17-Nov-2019 - 00:00,24.51,78.54,345.73,0.0,66.65,44.08,30.46,122.11,0.65,0.49,2.33,4.54,1.69,30.0,21.39,40.85,39.21,27.48,32.62,18-Nov-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
18-Nov-2019 - 00:00,24.4,55.5,254.56,0.0,65.23,43.52,30.91,144.17,0.57,0.41,3.42,5.69,1.42,25.54,21.14,42.02,39.63,32.73,28.59,19-Nov-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
19-Nov-2019 - 00:00,24.62,59.41,269.08,0.0,64.07,43.96,30.49,161.71,0.55,0.5,3.34,5.54,1.61,28.0,21.09,40.21,38.63,29.09,18.13,20-Nov-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
20-Nov-2019 - 00:00,24.25,70.06,330.92,0.0,66.54,36.65,30.84,143.3,0.44,0.53,2.96,6.06,1.62,29.45,28.63,44.81,47.2,34.68,25.68,21-Nov-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
21-Nov-2019 - 00:00,24.21,78.99,325.05,0.0,73.07,39.41,30.75,152.2,0.48,0.53,2.68,6.61,1.95,34.74,24.17,41.02,41.55,37.69,34.31,22-Nov-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
22-Nov-2019 - 00:00,24.5,79.46,359.89,0.0,72.09,42.53,30.23,173.42,0.42,0.61,4.36,10.73,1.86,30.94,35.08,46.58,53.39,34.86,27.61,23-Nov-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
23-Nov-2019 - 00:00,24.98,73.44,336.26,0.0,68.59,40.1,30.2,137.53,0.52,0.49,4.01,6.46,1.99,33.52,23.43,39.03,39.9,37.43,21.69,24-Nov-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
24-Nov-2019 - 00:00,25.29,80.23,266.66,0.0,62.93,43.92,30.15,105.04,0.51,0.42,2.04,2.7,1.61,33.39,8.96,29.02,22.82,31.52,22.23,25-Nov-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
25-Nov-2019 - 00:00,25.73,78.61,247.41,0.0,61.72,44.0,29.41,131.63,0.53,0.41,4.3,5.26,1.75,32.47,10.54,33.43,26.46,24.85,40.97,26-Nov-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
26-Nov-2019 - 00:00,24.84,75.08,306.11,0.0,67.34,39.16,30.32,191.0,0.47,0.53,3.93,7.18,1.79,33.34,22.48,42.62,41.04,23.59,37.51,27-Nov-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
27-Nov-2019 - 00:00,24.96,84.8,340.91,0.0,68.97,38.64,29.89,139.12,0.44,0.47,3.36,5.62,1.74,32.64,22.07,43.93,41.31,24.1,30.17,28-Nov-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
28-Nov-2019 - 00:00,24.93,80.2,367.36,0.0,67.22,39.34,30.82,161.93,0.44,0.58,4.15,9.67,1.62,27.8,30.62,45.11,48.97,32.11,46.29,29-Nov-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
29-Nov-2019 - 00:00,25.03,68.01,302.88,0.0,67.0,38.51,30.06,159.6,0.49,0.43,4.89,5.4,1.6,26.43,23.81,38.66,40.01,25.74,25.0,30-Nov-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
30-Nov-2019 - 00:00,25.0,60.59,278.18,0.0,65.62,38.69,30.12,147.73,0.59,0.4,3.59,4.81,1.42,29.87,14.59,33.11,29.56,31.48,22.23,01-Dec-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
01-Dec-2019 - 00:00,25.92,51.57,226.07,0.0,59.77,43.9,29.46,186.41,0.5,0.31,1.97,2.16,1.11,27.72,11.82,31.99,26.76,32.76,29.5,02-Dec-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
02-Dec-2019 - 00:00,27.64,104.0,541.0,0.0,52.38,81.0,30.76,184.25,0.56,0.27,1.38,1.82,1.36,29.05,48.0,47.95,64.5,81.32,30.35,03-Dec-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
03-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,04-Dec-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
04-Dec-2019 - 00:00,25.37,49.48,231.62,0.0,50.9,53.98,30.11,115.71,0.72,0.32,4.75,4.11,1.29,25.25,19.44,36.01,34.96,62.01,22.14,05-Dec-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
05-Dec-2019 - 00:00,23.35,45.75,221.94,0.0,53.15,39.89,30.3,94.06,0.81,0.24,1.39,1.55,1.51,18.76,12.06,30.78,26.26,59.26,44.65,06-Dec-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
06-Dec-2019 - 00:00,23.13,43.86,161.81,0.0,52.82,36.28,30.74,89.41,0.78,0.23,1.45,1.76,0.76,19.09,5.65,24.46,17.62,74.93,44.92,07-Dec-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
07-Dec-2019 - 00:00,23.7,66.25,291.65,0.0,56.61,43.41,30.93,96.81,0.79,0.36,1.76,3.28,1.15,28.45,9.22,33.51,25.43,46.98,39.37,08-Dec-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
08-Dec-2019 - 00:00,22.89,77.05,295.4,0.0,68.07,36.1,31.16,131.2,0.57,0.37,0.95,1.98,1.28,30.17,14.85,36.55,31.61,36.36,28.6,09-Dec-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
09-Dec-2019 - 00:00,24.47,62.74,266.26,0.0,61.97,36.36,30.4,136.74,0.53,0.36,2.49,2.6,1.58,30.04,19.54,52.33,43.7,36.67,31.03,10-Dec-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
10-Dec-2019 - 00:00,23.34,63.44,267.51,0.0,71.7,35.4,30.19,135.52,0.5,0.4,2.56,2.54,1.33,29.45,19.46,42.31,38.41,31.63,21.63,11-Dec-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
11-Dec-2019 - 00:00,21.04,85.58,381.58,0.0,89.42,11.0,30.53,197.83,0.32,0.57,0.97,2.07,1.44,31.62,33.11,45.85,51.31,15.96,15.62,12-Dec-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
12-Dec-2019 - 00:00,24.63,32.22,156.33,0.43,77.17,16.08,31.75,166.47,0.65,,,,1.31,26.52,6.73,33.96,23.68,32.46,19.32,13-Dec-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
13-Dec-2019 - 00:00,24.35,37.19,184.6,0.01,81.44,42.1,30.23,191.12,0.49,,,,0.94,22.67,24.09,42.19,42.11,26.5,16.13,14-Dec-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
14-Dec-2019 - 00:00,23.66,34.92,153.08,0.0,81.52,43.57,30.06,77.92,1.01,,,,0.67,26.53,18.05,22.69,26.84,29.66,13.97,15-Dec-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
15-Dec-2019 - 00:00,22.57,32.25,128.25,0.0,85.06,26.18,29.01,67.47,1.23,,,,0.7,26.77,4.29,15.21,11.66,28.84,25.84,16-Dec-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
16-Dec-2019 - 00:00,21.39,34.3,136.12,0.0,86.05,27.6,30.11,78.61,0.91,0.27,0.52,1.49,0.76,22.85,7.52,23.12,18.51,27.59,17.59,17-Dec-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
17-Dec-2019 - 00:00,20.51,41.95,161.81,0.0,85.58,44.55,30.02,82.57,1.03,0.25,0.45,1.28,0.76,25.52,5.34,23.63,16.99,29.2,26.16,18-Dec-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
18-Dec-2019 - 00:00,21.64,32.93,125.3,0.0,75.84,44.73,29.73,100.59,0.72,0.2,1.05,1.25,0.69,20.45,5.99,21.59,16.45,31.81,23.13,19-Dec-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
19-Dec-2019 - 00:00,22.23,40.34,172.58,0.0,75.89,43.19,29.71,121.19,0.63,0.22,1.34,1.91,0.87,24.41,9.62,26.67,22.09,29.65,24.68,20-Dec-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
20-Dec-2019 - 00:00,23.08,38.31,148.58,0.0,73.72,52.08,30.05,123.23,0.55,0.25,0.95,2.52,0.9,26.54,10.42,28.78,23.89,30.75,17.75,21-Dec-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
21-Dec-2019 - 00:00,23.27,48.96,200.42,0.0,72.64,41.2,30.23,146.67,0.62,0.28,1.14,2.84,0.8,27.63,23.59,36.48,38.67,27.83,30.07,22-Dec-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
22-Dec-2019 - 00:00,22.74,35.8,129.1,0.0,68.61,42.6,29.55,75.84,0.85,0.23,0.85,2.14,0.79,25.55,5.49,22.56,16.56,32.68,22.71,23-Dec-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
23-Dec-2019 - 00:00,22.78,38.7,136.56,0.0,65.93,39.33,30.12,106.74,0.61,0.23,0.76,2.11,0.77,27.22,6.31,24.46,18.24,34.14,20.59,24-Dec-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
24-Dec-2019 - 00:00,23.16,37.93,133.19,0.0,72.69,36.02,30.66,114.34,0.8,0.23,1.11,2.12,0.89,28.14,6.38,23.51,17.78,30.55,29.97,25-Dec-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
25-Dec-2019 - 00:00,22.68,43.8,146.34,0.0,83.39,35.06,30.23,79.59,1.26,0.24,1.35,1.96,0.9,28.78,4.86,16.44,12.78,28.2,22.28,26-Dec-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
26-Dec-2019 - 00:00,22.09,34.93,121.05,0.0,61.57,46.24,30.57,79.12,1.13,0.19,1.34,1.78,0.7,22.52,5.36,22.15,16.24,31.09,26.38,27-Dec-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
27-Dec-2019 - 00:00,20.2,33.52,114.08,0.0,59.61,45.77,30.27,107.3,0.79,0.23,1.38,2.85,0.61,18.27,9.06,25.47,21.01,28.5,20.83,28-Dec-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
28-Dec-2019 - 00:00,20.29,33.01,112.97,0.0,58.15,45.02,30.26,108.54,0.62,0.22,1.73,3.91,0.69,20.25,6.88,22.75,17.78,27.12,17.13,29-Dec-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
29-Dec-2019 - 00:00,20.38,33.79,108.72,0.0,64.91,44.25,30.23,104.99,0.7,0.25,0.94,2.69,1.01,21.86,5.3,18.44,14.2,29.24,24.08,30-Dec-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
30-Dec-2019 - 00:00,21.21,39.22,130.98,0.0,64.93,41.46,30.38,109.44,0.76,0.27,1.12,2.38,0.9,22.93,5.26,21.88,16.01,28.81,35.39,31-Dec-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
31-Dec-2019 - 00:00,20.0,36.0,108.0,0.0,83.5,11.0,30.4,110.0,0.45,0.3,0.1,1.8,0.89,24.4,4.25,24.65,16.55,20.75,25.25,01-Jan-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
