from date,AT,PM2.5,PM10,RF,RH,SR,Temp,WD,WS,Benzene,Eth-Benzene,Toluene,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
15-Apr-2019 - 00:00,29.52,47.41,169.27,0.04,29.42,52.34,29.77,200.33,1.24,0.14,1.82,1.47,0.7,25.62,5.59,34.82,23.06,39.52,14.87,16-Apr-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
16-Apr-2019 - 00:00,27.59,44.61,114.64,0.09,47.24,69.44,29.71,145.5,1.38,0.24,2.85,4.63,0.74,37.61,5.69,32.85,22.1,39.08,37.75,17-Apr-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
17-Apr-2019 - 00:00,26.68,34.32,103.05,0.01,58.76,80.7,29.82,152.56,1.23,0.1,0.7,0.9,0.58,35.09,3.24,29.46,18.29,39.85,13.21,18-Apr-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
18-Apr-2019 - 00:00,27.14,44.05,136.33,0.0,42.28,85.98,29.83,194.08,0.91,0.15,2.18,1.34,0.61,22.82,12.22,43.17,32.89,38.76,18.65,19-Apr-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
19-Apr-2019 - 00:00,28.17,43.47,142.48,0.0,35.75,74.84,29.62,154.86,0.96,0.15,1.91,1.39,0.6,25.29,10.28,36.99,28.03,40.97,12.78,20-Apr-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
20-Apr-2019 - 00:00,28.71,38.4,138.73,0.0,29.27,86.34,30.0,153.35,0.97,0.22,1.19,3.28,0.58,24.97,4.76,33.64,21.76,41.4,31.5,21-Apr-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
21-Apr-2019 - 00:00,29.02,43.68,154.36,0.0,25.11,86.75,29.33,166.74,0.99,0.16,1.6,2.03,0.72,19.64,8.8,36.23,26.43,38.1,17.35,22-Apr-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
22-Apr-2019 - 00:00,29.57,88.88,235.25,0.0,23.6,82.89,29.73,187.3,0.89,0.33,1.83,2.41,1.57,27.34,24.1,63.57,53.4,34.56,21.18,23-Apr-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
23-Apr-2019 - 00:00,30.42,87.96,269.58,0.0,20.25,74.46,29.77,184.81,0.86,0.43,2.65,11.26,1.5,25.13,35.56,73.35,67.92,32.1,42.12,24-Apr-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
24-Apr-2019 - 00:00,30.97,83.6,291.15,0.0,19.47,81.24,29.7,185.31,0.93,0.41,2.01,8.55,1.39,26.7,31.16,67.26,61.11,31.36,32.13,25-Apr-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
25-Apr-2019 - 00:00,31.64,65.27,203.44,0.0,18.6,74.08,29.7,171.72,0.99,0.34,2.45,7.04,0.95,26.62,7.31,48.37,31.67,35.42,27.39,26-Apr-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
26-Apr-2019 - 00:00,31.86,70.64,208.58,0.0,17.82,86.51,29.62,203.16,1.14,0.21,1.55,1.78,1.19,26.53,10.84,47.29,33.96,31.85,20.51,27-Apr-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
27-Apr-2019 - 00:00,31.53,78.17,205.0,0.0,20.3,79.44,30.08,144.04,1.03,0.35,1.99,4.88,1.19,29.6,17.9,44.12,38.02,32.67,25.1,28-Apr-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
28-Apr-2019 - 00:00,31.47,89.72,249.59,0.0,17.08,77.34,30.26,190.19,0.86,0.39,1.02,6.17,1.33,25.93,16.12,56.0,42.9,38.3,31.3,29-Apr-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
29-Apr-2019 - 00:00,31.42,123.29,312.9,0.0,14.75,81.62,30.82,177.24,0.84,0.58,1.54,9.86,1.46,25.31,29.21,62.67,57.07,33.2,42.43,30-Apr-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
30-Apr-2019 - 00:00,31.77,47.66,219.42,0.0,13.51,85.0,30.23,246.61,1.1,0.16,0.94,1.59,0.76,19.31,11.93,45.54,33.92,21.88,17.39,01-May-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
01-May-2019 - 00:00,31.39,44.09,310.02,0.0,16.16,81.51,30.15,234.23,1.11,0.12,0.35,0.71,0.59,17.88,7.05,36.42,25.11,24.74,17.37,02-May-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
02-May-2019 - 00:00,32.99,51.03,294.54,0.0,17.16,79.69,30.03,237.29,1.21,0.12,0.6,0.84,0.62,16.06,7.13,29.68,21.58,64.83,19.23,03-May-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
03-May-2019 - 00:00,34.6,45.32,246.53,0.0,18.79,74.57,30.13,216.94,1.53,0.13,0.59,0.71,0.52,17.33,5.51,16.64,13.33,102.28,19.14,04-May-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
04-May-2019 - 00:00,33.73,49.23,199.32,0.0,26.19,75.79,30.19,197.25,1.69,0.12,0.81,0.97,0.45,18.2,2.26,14.63,9.62,115.14,19.23,05-May-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
05-May-2019 - 00:00,33.14,33.97,147.72,0.0,27.4,74.03,29.98,211.88,1.04,0.11,0.57,1.0,0.35,16.03,1.98,16.84,10.57,99.74,18.42,06-May-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
06-May-2019 - 00:00,34.25,37.38,179.83,0.0,22.57,75.86,30.13,241.68,1.16,0.1,0.21,0.47,0.39,14.79,2.52,20.83,13.12,90.59,16.09,07-May-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
07-May-2019 - 00:00,34.7,39.46,207.74,0.0,16.56,80.01,30.47,262.52,1.34,0.24,1.0,3.56,0.36,14.43,4.51,24.98,16.95,74.84,17.78,08-May-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
08-May-2019 - 00:00,34.86,30.17,231.99,0.0,14.69,87.27,30.87,279.18,2.03,0.1,0.12,0.29,0.26,12.51,3.19,15.84,11.03,90.18,15.0,09-May-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
09-May-2019 - 00:00,34.34,27.53,182.66,0.0,17.5,88.09,31.14,280.47,1.65,0.1,0.06,0.31,0.32,12.01,3.08,16.36,11.21,90.16,16.21,10-May-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
10-May-2019 - 00:00,33.95,21.77,127.89,0.0,22.28,81.81,31.13,235.57,1.31,0.1,0.14,0.39,0.35,12.75,2.51,15.21,10.13,78.36,15.58,11-May-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
11-May-2019 - 00:00,34.13,25.15,195.75,0.0,22.18,86.73,30.75,262.84,1.41,0.1,0.12,0.53,0.29,11.49,2.99,16.98,11.47,76.75,14.41,12-May-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
12-May-2019 - 00:00,33.3,52.49,235.86,0.04,30.09,72.56,30.11,207.74,1.2,0.1,0.14,0.32,0.35,14.26,1.89,12.15,7.99,83.23,17.2,13-May-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
13-May-2019 - 00:00,32.9,24.43,132.28,0.01,36.78,70.24,30.24,216.82,1.1,0.1,0.57,0.58,0.37,20.46,4.49,19.46,14.01,69.27,14.75,14-May-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
14-May-2019 - 00:00,33.33,36.9,205.28,0.0,32.05,85.34,30.19,206.66,0.96,0.16,1.44,2.82,0.5,16.92,7.74,27.42,20.87,48.74,19.31,15-May-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
15-May-2019 - 00:00,34.46,35.31,201.62,0.0,21.72,73.26,30.29,212.05,1.04,0.13,0.78,1.46,0.38,13.31,3.8,19.22,13.32,66.21,16.85,16-May-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
16-May-2019 - 00:00,34.48,37.34,217.3,0.0,24.28,86.55,30.15,238.7,1.25,0.12,0.74,0.9,0.4,12.9,3.54,19.54,13.27,68.31,16.58,17-May-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
17-May-2019 - 00:00,34.43,35.97,221.28,0.0,24.12,82.3,30.14,256.92,1.28,0.08,0.39,0.82,0.32,12.67,3.57,16.6,11.73,61.87,15.73,18-May-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
18-May-2019 - 00:00,33.52,39.5,198.58,0.0,27.25,77.39,30.14,237.85,1.2,0.1,1.74,1.47,0.4,11.94,3.37,18.92,12.81,61.63,15.33,19-May-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
19-May-2019 - 00:00,33.69,33.38,178.73,0.0,23.82,83.19,30.01,174.41,0.92,0.17,0.46,1.25,0.43,12.61,3.42,20.72,13.8,73.2,18.61,20-May-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
20-May-2019 - 00:00,34.32,53.83,225.89,0.0,23.53,75.6,30.25,147.27,0.62,0.43,4.25,6.28,0.73,14.19,18.02,36.99,34.32,69.61,28.51,21-May-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
21-May-2019 - 00:00,35.36,40.08,185.3,0.0,17.82,82.88,30.14,177.89,0.75,0.23,2.19,2.75,0.52,13.49,5.05,29.05,19.56,74.15,18.79,22-May-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
22-May-2019 - 00:00,35.99,22.59,169.22,0.0,17.47,89.48,30.71,266.35,1.27,0.08,0.18,0.34,0.29,11.9,4.04,17.51,12.59,63.09,15.17,23-May-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
23-May-2019 - 00:00,35.64,25.24,184.97,0.0,20.95,87.23,31.05,261.26,1.25,0.1,0.15,0.43,0.31,11.9,3.43,16.41,11.51,62.32,18.22,24-May-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
24-May-2019 - 00:00,35.55,32.65,235.83,0.0,21.81,87.24,30.97,264.99,1.41,0.07,0.11,0.26,0.3,11.78,3.83,15.89,11.57,64.51,15.05,25-May-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
25-May-2019 - 00:00,35.01,46.08,227.0,0.0,23.89,76.04,30.78,209.85,1.29,0.17,1.81,1.91,0.49,12.63,9.33,21.21,18.87,82.36,20.52,26-May-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
26-May-2019 - 00:00,35.26,63.11,301.46,0.0,21.25,76.85,30.93,189.25,0.78,0.27,2.15,5.59,0.59,13.53,9.89,29.12,23.53,72.53,22.61,27-May-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
27-May-2019 - 00:00,35.91,56.15,235.24,0.0,18.22,83.34,31.21,224.04,1.25,0.18,0.9,1.36,0.49,12.0,8.45,24.69,20.01,81.84,18.72,28-May-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
28-May-2019 - 00:00,35.94,47.82,232.23,0.0,16.54,79.23,31.12,222.83,1.26,0.29,1.89,4.19,0.43,11.39,7.15,24.53,18.87,81.13,21.18,29-May-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
29-May-2019 - 00:00,36.18,58.13,206.88,0.0,16.05,77.98,30.72,158.76,0.99,0.39,3.06,6.31,0.58,13.05,9.73,26.17,21.83,80.64,31.2,30-May-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
30-May-2019 - 00:00,36.88,54.09,235.4,0.0,18.31,69.47,30.91,195.86,0.88,0.49,3.64,10.58,0.5,15.17,7.47,24.62,19.16,80.69,35.3,31-May-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
31-May-2019 - 00:00,39.2,37.73,211.2,0.0,18.91,74.4,30.91,229.03,1.26,0.13,1.69,2.21,0.38,18.45,4.39,18.24,13.27,92.1,17.77,01-Jun-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
01-Jun-2019 - 00:00,39.07,37.41,219.64,0.0,21.64,81.78,30.81,244.41,1.15,0.14,0.41,0.72,0.43,18.36,5.41,16.17,12.99,71.99,15.37,02-Jun-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
02-Jun-2019 - 00:00,38.85,29.44,153.77,0.0,26.11,77.51,30.78,230.08,1.17,0.07,0.12,0.27,0.39,16.04,3.28,8.55,7.21,77.18,13.03,03-Jun-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
03-Jun-2019 - 00:00,39.45,36.47,208.4,0.0,22.75,72.28,30.71,234.67,1.4,0.12,0.44,0.64,0.46,12.04,5.64,17.05,13.65,69.56,12.04,04-Jun-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
04-Jun-2019 - 00:00,39.84,44.07,271.78,0.0,19.94,70.9,30.82,262.81,1.46,0.13,0.46,0.51,0.43,10.15,6.72,19.18,15.42,83.84,13.88,05-Jun-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
05-Jun-2019 - 00:00,40.06,41.07,213.96,0.0,18.09,81.25,30.73,247.55,1.61,0.11,0.87,0.81,0.38,8.61,4.67,14.49,11.5,62.35,13.16,06-Jun-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
06-Jun-2019 - 00:00,40.04,33.36,178.53,0.0,19.71,81.66,30.75,267.06,1.77,0.1,0.75,0.44,0.35,8.74,4.78,14.36,11.52,52.45,11.42,07-Jun-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
07-Jun-2019 - 00:00,38.27,48.62,204.67,0.0,27.54,17.52,31.01,230.13,1.65,0.26,3.67,5.42,0.79,10.87,3.31,12.28,9.23,66.51,35.68,08-Jun-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
08-Jun-2019 - 00:00,39.6,44.08,205.35,0.0,23.28,78.53,30.74,203.01,1.07,0.17,1.87,2.62,0.46,11.17,3.56,17.24,12.06,67.85,30.36,09-Jun-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
09-Jun-2019 - 00:00,39.53,38.53,166.19,0.0,21.99,75.38,30.92,204.85,1.08,0.16,1.11,1.54,0.48,9.94,2.88,11.67,8.54,70.31,33.08,10-Jun-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
10-Jun-2019 - 00:00,39.32,26.85,169.61,0.0,22.82,76.92,30.77,230.78,1.41,0.1,0.18,0.33,0.36,9.15,3.29,9.18,7.57,66.29,15.66,11-Jun-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
11-Jun-2019 - 00:00,39.66,24.7,135.01,0.0,22.07,78.25,30.66,218.65,1.24,0.09,0.36,0.49,0.33,8.83,3.44,11.11,8.7,63.41,14.42,12-Jun-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
12-Jun-2019 - 00:00,38.91,36.85,147.46,0.01,27.42,72.45,30.57,179.9,0.61,0.16,2.11,3.36,0.52,10.68,6.82,22.86,17.71,49.22,22.21,13-Jun-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
13-Jun-2019 - 00:00,37.84,22.4,162.22,0.06,40.01,70.69,30.9,207.41,1.18,0.09,0.48,0.44,0.38,23.71,4.42,14.18,11.13,47.15,13.12,14-Jun-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
14-Jun-2019 - 00:00,36.49,20.54,111.24,0.0,47.51,58.33,30.3,193.76,1.11,0.12,1.55,1.76,0.44,19.71,4.26,13.73,10.76,46.99,15.33,15-Jun-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
15-Jun-2019 - 00:00,35.84,22.27,123.94,0.0,54.06,56.98,30.19,227.52,1.39,0.09,0.48,0.5,0.41,20.15,4.5,15.04,11.66,41.4,12.75,16-Jun-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
16-Jun-2019 - 00:00,36.35,23.12,206.1,0.0,50.31,84.64,31.0,251.65,1.63,0.05,0.02,0.19,0.35,17.85,5.11,11.04,10.03,39.04,13.65,17-Jun-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
17-Jun-2019 - 00:00,36.82,29.92,220.81,0.0,44.22,80.24,31.06,256.35,1.68,0.08,0.03,0.2,0.3,11.56,5.35,12.27,10.88,41.97,11.98,18-Jun-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
18-Jun-2019 - 00:00,37.1,24.26,192.52,0.0,38.99,70.65,30.66,243.85,1.21,0.06,0.16,0.32,0.31,7.74,6.39,16.26,13.84,35.93,11.68,19-Jun-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
19-Jun-2019 - 00:00,34.8,15.66,112.51,0.06,62.32,39.15,30.94,252.09,1.24,0.07,0.4,0.99,0.4,9.28,5.76,15.95,13.16,32.46,13.47,20-Jun-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
20-Jun-2019 - 00:00,35.59,32.44,137.53,0.0,53.86,84.78,30.82,246.2,1.39,0.11,0.63,0.44,0.49,15.05,4.83,22.45,15.87,51.93,11.78,21-Jun-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
21-Jun-2019 - 00:00,36.81,34.3,178.82,0.01,43.7,79.92,30.77,208.72,1.52,0.11,0.87,0.63,0.38,12.24,4.87,16.75,12.87,58.7,13.76,22-Jun-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
22-Jun-2019 - 00:00,36.9,28.92,129.02,0.02,45.24,75.62,30.75,189.02,1.52,0.1,1.08,1.02,0.42,13.56,4.36,14.29,11.14,65.65,14.95,23-Jun-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
23-Jun-2019 - 00:00,36.72,22.08,92.39,0.0,46.85,66.45,31.04,193.92,1.38,0.1,0.76,0.24,0.38,14.64,3.09,8.96,7.28,64.95,16.61,24-Jun-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
24-Jun-2019 - 00:00,35.8,21.75,89.94,0.07,56.69,79.82,29.56,196.73,1.2,0.1,0.61,0.73,0.43,13.54,3.22,12.74,9.39,55.94,16.73,25-Jun-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
25-Jun-2019 - 00:00,36.63,22.38,90.5,0.0,52.69,72.86,30.12,238.78,1.13,0.08,0.07,0.25,0.51,18.69,4.67,15.97,12.02,48.17,17.01,26-Jun-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
26-Jun-2019 - 00:00,35.46,19.48,90.38,1.84,62.3,64.25,30.23,218.17,1.14,0.08,0.46,0.64,0.41,14.9,4.25,18.06,13.06,42.71,17.53,27-Jun-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
27-Jun-2019 - 00:00,34.31,17.58,56.05,0.12,74.23,65.91,30.31,221.23,0.9,0.08,0.71,0.93,0.46,20.72,3.96,16.56,12.02,38.43,14.65,28-Jun-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
28-Jun-2019 - 00:00,34.39,17.39,74.32,0.16,73.23,69.74,30.56,205.16,1.23,0.05,0.28,0.38,0.36,17.79,3.92,10.92,8.98,44.37,12.8,29-Jun-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
29-Jun-2019 - 00:00,33.99,17.21,75.03,0.0,74.57,56.93,31.87,221.85,0.97,0.06,0.63,0.71,0.45,18.94,4.4,12.44,10.19,43.78,16.64,30-Jun-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
30-Jun-2019 - 00:00,33.03,11.79,61.75,0.64,80.75,35.57,31.88,225.34,0.88,0.03,0.05,0.32,0.62,15.22,3.75,11.7,9.27,39.08,8.27,01-Jul-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
01-Jul-2019 - 00:00,33.74,13.56,73.28,0.01,73.81,45.02,31.23,207.98,0.8,0.1,0.6,1.24,0.6,13.98,4.45,17.12,12.82,44.51,14.23,02-Jul-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
02-Jul-2019 - 00:00,33.31,18.58,69.26,0.35,81.91,39.74,31.86,214.25,0.9,0.09,0.32,0.49,0.94,14.97,4.43,19.71,14.22,42.98,13.52,03-Jul-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
03-Jul-2019 - 00:00,32.53,10.07,44.76,0.07,87.73,14.11,30.56,252.69,0.8,1.09,0.12,0.34,1.45,8.05,4.83,24.57,16.99,35.74,16.76,04-Jul-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
04-Jul-2019 - 00:00,32.56,5.12,27.78,0.04,87.57,24.58,30.22,259.66,1.11,0.04,0.08,0.29,0.98,10.62,4.89,12.89,10.93,34.36,16.48,05-Jul-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
05-Jul-2019 - 00:00,30.39,10.31,33.01,0.44,89.03,21.09,31.38,261.31,1.11,0.04,0.01,0.21,0.83,7.83,5.81,11.92,11.17,39.86,10.35,06-Jul-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
06-Jul-2019 - 00:00,26.72,8.99,21.38,1.1,91.24,21.47,31.79,244.14,0.8,0.05,0.02,0.29,0.77,7.01,5.88,11.0,10.73,38.95,11.07,07-Jul-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
07-Jul-2019 - 00:00,27.76,11.75,45.56,0.14,82.91,47.23,34.59,235.4,0.92,0.06,0.06,0.25,0.96,5.8,4.86,6.54,7.68,41.48,12.2,08-Jul-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
08-Jul-2019 - 00:00,27.94,15.81,63.95,0.01,83.49,24.49,31.85,226.05,0.84,0.2,0.16,0.34,1.25,5.06,5.13,13.93,11.59,30.0,11.85,09-Jul-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
09-Jul-2019 - 00:00,28.92,16.39,89.19,0.0,74.67,54.57,31.11,229.32,1.1,0.14,0.29,0.39,0.95,3.79,6.02,9.56,10.1,29.65,10.02,10-Jul-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
10-Jul-2019 - 00:00,29.02,16.74,96.27,0.0,71.61,55.78,31.22,220.72,0.95,0.04,0.11,0.34,0.82,4.17,5.78,10.91,10.61,30.21,11.73,11-Jul-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
11-Jul-2019 - 00:00,29.56,21.34,114.42,0.0,64.9,63.97,31.39,228.53,0.99,0.03,0.09,0.3,0.94,7.04,5.74,10.34,10.27,29.24,11.71,12-Jul-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
12-Jul-2019 - 00:00,29.43,20.97,109.41,0.0,64.89,54.43,31.08,222.83,0.87,0.03,0.3,0.46,1.02,8.78,6.14,10.37,10.61,29.43,12.81,13-Jul-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
13-Jul-2019 - 00:00,29.54,16.16,109.48,0.0,63.11,57.54,31.18,225.22,0.96,0.02,0.06,0.26,0.94,8.47,6.66,10.72,11.21,29.67,11.95,14-Jul-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
14-Jul-2019 - 00:00,29.53,16.97,102.53,0.0,59.33,58.79,31.4,228.64,1.05,0.02,0.05,0.2,0.97,8.6,6.3,6.08,8.47,30.76,13.05,15-Jul-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
15-Jul-2019 - 00:00,30.73,24.13,153.73,0.0,48.11,89.77,30.01,231.05,1.13,0.08,0.21,0.41,1.45,5.01,6.9,12.24,12.18,53.73,13.83,16-Jul-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
16-Jul-2019 - 00:00,30.14,20.92,120.55,0.0,54.21,65.88,29.76,234.38,0.88,0.03,0.06,0.28,,7.32,7.14,12.75,12.57,37.15,13.25,17-Jul-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
17-Jul-2019 - 00:00,30.29,23.38,124.3,0.0,55.24,77.61,30.36,247.34,0.84,0.03,0.02,0.27,,9.49,7.48,12.25,12.6,32.82,11.4,18-Jul-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
18-Jul-2019 - 00:00,30.63,25.04,122.46,0.0,52.03,79.39,30.41,246.22,0.77,0.05,0.08,0.46,,9.44,7.4,15.67,14.27,32.94,15.39,19-Jul-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
19-Jul-2019 - 00:00,29.12,28.97,123.27,0.7,68.29,49.23,30.34,178.43,1.13,0.07,0.54,1.09,0.59,12.17,5.73,15.44,12.88,35.79,14.41,20-Jul-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
20-Jul-2019 - 00:00,29.04,32.96,130.86,0.0,74.3,68.46,29.74,163.7,0.85,0.09,0.4,0.86,0.85,17.45,1.92,19.94,12.04,22.72,7.48,21-Jul-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
21-Jul-2019 - 00:00,30.07,20.98,63.88,0.0,66.97,67.08,29.59,155.75,0.68,0.08,0.6,0.8,0.79,17.73,1.05,14.43,8.54,18.37,7.38,22-Jul-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
22-Jul-2019 - 00:00,30.88,21.35,67.49,0.0,58.17,87.16,29.77,175.58,0.8,0.06,0.13,0.49,0.64,12.14,2.25,15.99,10.31,18.77,11.63,23-Jul-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
23-Jul-2019 - 00:00,31.31,10.16,55.71,0.0,55.0,84.55,30.16,190.79,0.74,0.05,0.07,0.36,0.58,11.2,2.85,13.3,9.48,18.51,7.06,24-Jul-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
24-Jul-2019 - 00:00,30.74,10.98,66.33,0.02,60.3,64.44,30.03,191.43,0.79,0.05,0.35,0.54,0.82,13.65,3.44,17.83,12.37,17.76,8.79,25-Jul-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
25-Jul-2019 - 00:00,28.95,20.37,68.36,1.2,75.18,35.27,29.98,211.2,0.8,0.08,0.15,0.39,0.55,18.8,4.22,13.68,10.8,18.59,6.35,26-Jul-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
26-Jul-2019 - 00:00,27.91,16.1,48.2,0.4,82.89,41.54,30.27,231.24,0.85,0.02,0.16,0.27,0.54,13.48,4.22,9.13,8.37,18.27,12.42,27-Jul-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
27-Jul-2019 - 00:00,27.22,14.85,45.97,1.68,85.57,32.88,30.41,236.36,1.03,0.02,0.13,0.67,0.63,11.54,3.35,9.75,8.02,19.38,11.61,28-Jul-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
28-Jul-2019 - 00:00,26.76,6.47,15.54,0.77,89.71,29.54,30.37,257.98,1.12,0.01,0.0,0.2,0.53,10.79,3.03,8.08,6.88,20.74,12.26,29-Jul-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
29-Jul-2019 - 00:00,27.91,13.87,35.76,2.26,84.42,40.91,30.85,239.86,0.96,0.07,0.24,0.51,0.57,9.94,4.84,17.25,13.22,20.25,10.77,30-Jul-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
