from date,PM2.5,PM10,NO2,NOx,NO,NH3,SO2,CO,Ozone,Benzene,Eth-Benzene,MP-Xylene,Toluene,AT,SR,RH,RF,WS,WD,to date,station
01-Jun-2019 - 00:00,7.35,38.54,7.3,8.01,0.72,14.45,9.33,0.71,75.07,0.0,0.0,0.0,0.0,,482.32,47.68,5.27,23.37,95.52,02-Jun-2019 - 00:00,"Manali Village, Chennai - TNPCB"
02-Jun-2019 - 00:00,0.0,40.93,7.17,8.13,0.96,12.01,9.3,0.57,74.65,0.0,0.0,0.0,0.0,,449.84,48.74,5.72,22.46,106.17,03-Jun-2019 - 00:00,"Manali Village, Chennai - TNPCB"
03-Jun-2019 - 00:00,-0.84,39.97,7.18,8.23,1.05,16.6,9.24,0.56,69.51,0.0,0.0,0.0,0.0,,419.15,47.44,5.69,15.28,110.11,04-Jun-2019 - 00:00,"Manali Village, Chennai - TNPCB"
04-Jun-2019 - 00:00,18.49,47.06,6.09,7.66,1.57,21.64,9.04,0.61,72.7,0.0,0.0,0.0,0.0,,418.12,49.05,5.65,15.8,106.51,05-Jun-2019 - 00:00,"Manali Village, Chennai - TNPCB"
05-Jun-2019 - 00:00,19.1,39.23,6.9,8.11,1.21,16.02,9.13,0.6,70.49,0.0,0.0,0.0,0.0,,445.68,48.82,5.66,28.23,104.14,06-Jun-2019 - 00:00,"Manali Village, Chennai - TNPCB"
06-Jun-2019 - 00:00,17.84,37.93,6.55,7.67,1.12,13.21,9.24,0.57,62.89,0.0,0.0,0.0,0.0,,440.79,49.82,5.69,25.46,85.14,07-Jun-2019 - 00:00,"Manali Village, Chennai - TNPCB"
07-Jun-2019 - 00:00,19.34,41.0,7.25,8.21,0.97,10.9,9.54,0.68,55.45,0.0,0.0,0.0,0.0,,451.35,50.18,5.71,24.63,92.78,08-Jun-2019 - 00:00,"Manali Village, Chennai - TNPCB"
08-Jun-2019 - 00:00,20.2,40.17,7.5,8.43,0.94,10.96,9.52,0.7,59.55,0.0,0.0,0.0,0.0,,406.09,46.42,5.69,20.58,108.75,09-Jun-2019 - 00:00,"Manali Village, Chennai - TNPCB"
09-Jun-2019 - 00:00,15.55,42.18,7.17,8.13,0.96,8.31,9.64,0.68,57.62,0.0,0.0,0.0,0.0,,456.26,47.46,5.67,27.27,99.69,10-Jun-2019 - 00:00,"Manali Village, Chennai - TNPCB"
10-Jun-2019 - 00:00,17.07,42.88,7.63,8.85,1.23,9.7,9.5,0.67,55.67,0.0,0.0,0.0,0.0,,427.09,44.49,5.63,24.86,106.12,11-Jun-2019 - 00:00,"Manali Village, Chennai - TNPCB"
11-Jun-2019 - 00:00,17.29,42.41,7.87,9.33,1.46,10.65,9.4,0.75,57.73,0.0,0.0,0.0,0.0,,389.34,42.15,5.61,29.19,106.29,12-Jun-2019 - 00:00,"Manali Village, Chennai - TNPCB"
12-Jun-2019 - 00:00,20.22,49.47,8.22,10.32,2.1,14.05,9.42,0.87,61.74,0.0,0.0,0.0,0.0,,451.78,43.63,5.61,28.56,122.1,13-Jun-2019 - 00:00,"Manali Village, Chennai - TNPCB"
13-Jun-2019 - 00:00,16.39,38.3,10.15,12.04,2.08,21.39,9.25,0.66,50.03,0.0,0.0,0.0,0.0,,263.0,45.27,2.76,20.28,132.13,14-Jun-2019 - 00:00,"Manali Village, Chennai - TNPCB"
14-Jun-2019 - 00:00,14.86,37.99,10.77,13.16,2.39,22.44,9.33,0.73,55.65,0.0,0.0,0.0,0.0,,457.39,45.08,0.16,22.5,131.18,15-Jun-2019 - 00:00,"Manali Village, Chennai - TNPCB"
15-Jun-2019 - 00:00,15.46,39.87,10.12,12.49,2.36,23.57,9.28,0.74,60.24,0.0,0.0,0.0,0.0,,476.94,44.72,0.19,13.37,114.99,16-Jun-2019 - 00:00,"Manali Village, Chennai - TNPCB"
16-Jun-2019 - 00:00,17.78,42.93,9.31,11.89,2.58,22.35,9.15,0.75,56.1,0.0,0.0,0.0,0.0,,480.22,43.72,0.31,16.87,111.69,17-Jun-2019 - 00:00,"Manali Village, Chennai - TNPCB"
17-Jun-2019 - 00:00,7.61,27.46,7.99,25.37,17.38,28.64,9.04,0.83,55.37,0.0,0.0,0.0,0.0,,38.56,50.18,3.16,24.68,93.63,18-Jun-2019 - 00:00,"Manali Village, Chennai - TNPCB"
18-Jun-2019 - 00:00,5.04,45.29,7.77,8.71,2.87,29.32,8.93,0.56,64.37,0.0,0.0,0.0,0.0,,408.05,44.68,5.66,18.6,114.01,19-Jun-2019 - 00:00,"Manali Village, Chennai - TNPCB"
19-Jun-2019 - 00:00,21.81,47.85,9.41,12.2,2.79,26.29,9.16,0.6,58.16,0.0,0.0,0.0,0.0,,382.41,43.93,5.63,6.12,116.59,20-Jun-2019 - 00:00,"Manali Village, Chennai - TNPCB"
20-Jun-2019 - 00:00,16.29,55.18,8.7,11.42,2.72,22.96,9.23,0.61,55.8,0.0,0.0,0.0,0.0,,276.52,45.88,5.64,21.17,121.71,21-Jun-2019 - 00:00,"Manali Village, Chennai - TNPCB"
21-Jun-2019 - 00:00,14.65,52.54,8.05,12.22,4.17,25.39,9.22,0.71,62.44,0.0,0.0,0.0,0.0,,234.41,45.76,5.61,18.87,145.5,22-Jun-2019 - 00:00,"Manali Village, Chennai - TNPCB"
22-Jun-2019 - 00:00,14.29,36.8,8.47,16.74,8.27,44.12,8.63,0.49,24.61,0.0,0.0,0.0,0.0,,540.47,42.87,4.83,4.0,107.87,23-Jun-2019 - 00:00,"Manali Village, Chennai - TNPCB"
23-Jun-2019 - 00:00,79.44,44.81,4.52,30.15,25.63,65.54,7.94,0.43,,0.0,0.0,0.0,0.0,,,48.67,3.37,22.07,162.4,24-Jun-2019 - 00:00,"Manali Village, Chennai - TNPCB"
24-Jun-2019 - 00:00,-4.45,24.08,7.58,7.54,2.85,39.22,8.7,0.57,10.13,0.0,0.0,0.0,0.0,,215.27,47.58,5.68,3.1,98.98,25-Jun-2019 - 00:00,"Manali Village, Chennai - TNPCB"
25-Jun-2019 - 00:00,21.39,31.12,8.63,12.29,3.65,33.52,8.98,0.63,3.51,0.0,0.0,0.0,0.0,,116.03,50.03,5.62,0.01,141.65,26-Jun-2019 - 00:00,"Manali Village, Chennai - TNPCB"
26-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,,27-Jun-2019 - 00:00,"Manali Village, Chennai - TNPCB"
27-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,,28-Jun-2019 - 00:00,"Manali Village, Chennai - TNPCB"
28-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,,29-Jun-2019 - 00:00,"Manali Village, Chennai - TNPCB"
29-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,,30-Jun-2019 - 00:00,"Manali Village, Chennai - TNPCB"
30-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,,01-Jul-2019 - 00:00,"Manali Village, Chennai - TNPCB"
01-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,02-Jul-2019 - 00:00,"Manali Village, Chennai - TNPCB"
02-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,03-Jul-2019 - 00:00,"Manali Village, Chennai - TNPCB"
03-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,04-Jul-2019 - 00:00,"Manali Village, Chennai - TNPCB"
04-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,05-Jul-2019 - 00:00,"Manali Village, Chennai - TNPCB"
05-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,06-Jul-2019 - 00:00,"Manali Village, Chennai - TNPCB"
06-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,07-Jul-2019 - 00:00,"Manali Village, Chennai - TNPCB"
07-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,08-Jul-2019 - 00:00,"Manali Village, Chennai - TNPCB"
08-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,09-Jul-2019 - 00:00,"Manali Village, Chennai - TNPCB"
09-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,10-Jul-2019 - 00:00,"Manali Village, Chennai - TNPCB"
10-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,11-Jul-2019 - 00:00,"Manali Village, Chennai - TNPCB"
11-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,12-Jul-2019 - 00:00,"Manali Village, Chennai - TNPCB"
12-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,13-Jul-2019 - 00:00,"Manali Village, Chennai - TNPCB"
13-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,14-Jul-2019 - 00:00,"Manali Village, Chennai - TNPCB"
14-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,15-Jul-2019 - 00:00,"Manali Village, Chennai - TNPCB"
15-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,16-Jul-2019 - 00:00,"Manali Village, Chennai - TNPCB"
16-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,17-Jul-2019 - 00:00,"Manali Village, Chennai - TNPCB"
17-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,18-Jul-2019 - 00:00,"Manali Village, Chennai - TNPCB"
18-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,19-Jul-2019 - 00:00,"Manali Village, Chennai - TNPCB"
19-Jul-2019 - 00:00,28.1,34.15,9.33,11.14,1.81,25.65,9.48,0.71,32.66,0.0,0.0,0.0,0.0,,276.07,50.43,4.15,16.45,114.12,20-Jul-2019 - 00:00,"Manali Village, Chennai - TNPCB"
20-Jul-2019 - 00:00,22.9,25.83,10.07,12.38,2.31,28.25,9.49,0.67,18.17,0.0,0.0,0.0,0.0,,524.3,49.9,5.67,23.2,105.0,21-Jul-2019 - 00:00,"Manali Village, Chennai - TNPCB"
21-Jul-2019 - 00:00,22.83,33.24,9.61,16.42,6.82,22.38,9.51,0.75,26.75,0.0,0.0,0.0,0.0,,439.6,47.69,5.67,24.84,103.12,22-Jul-2019 - 00:00,"Manali Village, Chennai - TNPCB"
22-Jul-2019 - 00:00,19.91,26.32,8.36,13.71,5.36,25.88,9.4,0.72,43.83,0.0,0.0,0.0,0.0,,456.65,49.74,2.8,29.2,108.88,23-Jul-2019 - 00:00,"Manali Village, Chennai - TNPCB"
23-Jul-2019 - 00:00,21.13,30.23,8.43,12.48,4.05,28.5,9.23,0.54,25.1,0.0,0.0,0.0,0.0,,497.37,49.47,0.54,23.74,138.57,24-Jul-2019 - 00:00,"Manali Village, Chennai - TNPCB"
24-Jul-2019 - 00:00,-0.57,22.37,10.31,19.82,13.75,29.12,9.34,0.8,28.99,0.0,0.0,0.0,0.0,,846.73,49.33,3.18,20.45,111.24,25-Jul-2019 - 00:00,"Manali Village, Chennai - TNPCB"
25-Jul-2019 - 00:00,21.82,41.74,10.13,18.85,8.72,31.65,9.27,0.75,23.25,0.0,0.0,0.0,0.0,,829.9,50.17,5.66,21.8,114.81,26-Jul-2019 - 00:00,"Manali Village, Chennai - TNPCB"
26-Jul-2019 - 00:00,19.33,29.29,13.57,18.54,4.97,31.4,9.27,0.74,20.28,0.0,0.0,0.0,0.0,,797.22,50.09,5.63,26.1,135.48,27-Jul-2019 - 00:00,"Manali Village, Chennai - TNPCB"
27-Jul-2019 - 00:00,22.98,37.59,12.96,17.71,4.9,30.4,9.5,0.73,34.28,0.0,0.0,0.0,0.0,,,49.95,1.19,31.07,156.82,28-Jul-2019 - 00:00,"Manali Village, Chennai - TNPCB"
28-Jul-2019 - 00:00,29.76,49.84,13.63,15.1,2.05,21.79,9.58,0.8,76.87,0.0,0.0,0.0,0.0,,207.3,49.8,4.12,20.64,136.99,29-Jul-2019 - 00:00,"Manali Village, Chennai - TNPCB"
29-Jul-2019 - 00:00,17.16,28.86,16.06,18.58,4.71,20.66,9.53,0.74,73.52,0.0,0.0,0.0,0.0,,329.98,49.37,5.44,14.06,124.03,30-Jul-2019 - 00:00,"Manali Village, Chennai - TNPCB"
30-Jul-2019 - 00:00,34.39,54.73,13.9,17.36,3.46,22.08,9.7,0.85,86.17,0.0,0.0,0.0,0.0,,327.82,48.3,5.7,11.56,120.61,31-Jul-2019 - 00:00,"Manali Village, Chennai - TNPCB"
31-Jul-2019 - 00:00,22.54,32.32,11.54,14.29,2.76,16.25,9.71,0.73,118.42,0.0,0.0,0.0,0.0,,447.98,46.6,5.69,16.21,130.93,01-Aug-2019 - 00:00,"Manali Village, Chennai - TNPCB"
01-Aug-2019 - 00:00,23.88,39.81,11.64,14.36,2.72,15.1,9.76,0.74,124.42,0.0,0.0,0.0,0.0,,244.23,49.06,5.71,11.92,126.18,02-Aug-2019 - 00:00,"Manali Village, Chennai - TNPCB"
02-Aug-2019 - 00:00,12.24,33.26,11.54,15.87,4.33,16.69,9.71,0.89,122.94,0.0,0.0,0.0,0.0,,593.61,49.02,5.7,19.32,127.59,03-Aug-2019 - 00:00,"Manali Village, Chennai - TNPCB"
03-Aug-2019 - 00:00,18.07,28.35,12.12,15.94,3.82,16.99,9.84,0.87,117.1,0.0,0.0,0.0,0.0,,340.3,47.49,5.71,11.79,118.89,04-Aug-2019 - 00:00,"Manali Village, Chennai - TNPCB"
04-Aug-2019 - 00:00,20.04,32.5,11.02,13.09,7.29,,9.56,0.61,131.78,0.0,0.0,0.0,0.0,,389.92,46.25,5.43,23.95,138.37,05-Aug-2019 - 00:00,"Manali Village, Chennai - TNPCB"
05-Aug-2019 - 00:00,-20.34,15.0,10.7,10.04,3.24,16.72,9.16,0.6,91.19,0.0,0.0,0.0,0.0,,233.6,49.21,3.56,16.84,147.95,06-Aug-2019 - 00:00,"Manali Village, Chennai - TNPCB"
06-Aug-2019 - 00:00,13.14,24.71,11.24,14.57,3.33,18.42,9.43,0.55,97.75,0.0,0.0,0.0,0.0,,345.1,47.91,4.95,24.8,144.39,07-Aug-2019 - 00:00,"Manali Village, Chennai - TNPCB"
07-Aug-2019 - 00:00,16.47,33.84,11.27,14.09,2.82,23.23,9.29,0.42,80.44,0.0,0.0,0.0,0.0,,330.6,49.53,3.83,20.42,134.23,08-Aug-2019 - 00:00,"Manali Village, Chennai - TNPCB"
08-Aug-2019 - 00:00,12.91,25.35,11.57,15.66,6.81,23.06,9.1,0.42,89.63,0.0,0.0,0.0,0.0,,430.12,47.03,1.68,16.36,129.49,09-Aug-2019 - 00:00,"Manali Village, Chennai - TNPCB"
09-Aug-2019 - 00:00,17.73,33.1,11.69,19.59,8.83,26.38,8.94,0.39,67.37,0.0,0.0,0.0,0.0,,403.84,44.63,5.64,7.82,132.58,10-Aug-2019 - 00:00,"Manali Village, Chennai - TNPCB"
10-Aug-2019 - 00:00,18.04,43.63,11.76,16.77,4.84,16.84,9.63,0.45,92.04,0.0,0.0,0.0,0.0,,368.08,45.25,5.69,13.25,126.62,11-Aug-2019 - 00:00,"Manali Village, Chennai - TNPCB"
11-Aug-2019 - 00:00,17.0,32.75,10.46,12.81,2.35,15.1,10.16,0.48,123.36,0.0,0.0,0.0,0.0,,462.53,46.82,5.69,10.97,124.27,12-Aug-2019 - 00:00,"Manali Village, Chennai - TNPCB"
12-Aug-2019 - 00:00,21.77,43.18,10.55,13.4,2.85,14.46,9.97,0.51,132.52,0.0,0.0,0.0,0.0,,624.98,48.11,1.77,16.17,132.72,13-Aug-2019 - 00:00,"Manali Village, Chennai - TNPCB"
13-Aug-2019 - 00:00,30.91,78.25,11.62,15.99,4.38,15.5,9.48,0.67,129.35,0.0,0.0,0.0,0.0,,577.94,48.99,3.32,18.09,127.82,14-Aug-2019 - 00:00,"Manali Village, Chennai - TNPCB"
14-Aug-2019 - 00:00,22.05,44.61,10.79,14.76,3.97,15.94,9.34,0.59,128.27,0.0,0.0,0.0,0.0,,665.4,48.38,4.09,21.37,136.29,15-Aug-2019 - 00:00,"Manali Village, Chennai - TNPCB"
15-Aug-2019 - 00:00,20.01,33.93,9.11,13.18,4.06,19.78,9.11,0.55,110.85,0.0,0.0,0.0,0.0,,913.15,50.06,5.58,22.19,123.82,16-Aug-2019 - 00:00,"Manali Village, Chennai - TNPCB"
16-Aug-2019 - 00:00,25.08,49.62,10.88,13.72,2.83,21.32,9.09,0.59,70.41,0.0,0.0,0.0,0.0,,647.24,49.29,5.64,27.31,140.89,17-Aug-2019 - 00:00,"Manali Village, Chennai - TNPCB"
17-Aug-2019 - 00:00,14.07,30.44,12.64,24.93,12.19,29.07,8.89,0.59,70.26,0.0,0.0,0.0,0.0,,925.18,50.19,4.88,23.52,153.13,18-Aug-2019 - 00:00,"Manali Village, Chennai - TNPCB"
18-Aug-2019 - 00:00,17.14,26.07,11.7,19.09,7.39,28.08,8.89,0.66,75.61,0.0,0.0,0.0,0.0,,,50.2,5.63,25.25,146.3,19-Aug-2019 - 00:00,"Manali Village, Chennai - TNPCB"
19-Aug-2019 - 00:00,20.83,38.84,12.11,17.84,5.74,24.97,9.01,0.75,45.79,0.0,0.0,0.0,0.0,,692.28,50.22,5.68,18.22,111.86,20-Aug-2019 - 00:00,"Manali Village, Chennai - TNPCB"
20-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,21-Aug-2019 - 00:00,"Manali Village, Chennai - TNPCB"
21-Aug-2019 - 00:00,21.03,37.53,10.23,19.13,12.52,31.87,9.01,0.79,56.24,0.0,0.0,0.0,0.0,22.76,634.77,49.11,5.51,9.87,149.74,22-Aug-2019 - 00:00,"Manali Village, Chennai - TNPCB"
22-Aug-2019 - 00:00,13.08,26.69,9.52,15.09,6.2,25.55,9.09,0.84,79.7,0.0,0.0,0.0,0.0,20.91,742.21,49.87,4.11,18.06,158.02,23-Aug-2019 - 00:00,"Manali Village, Chennai - TNPCB"
23-Aug-2019 - 00:00,35.7,67.54,10.5,12.41,1.92,15.5,9.53,0.89,93.92,0.0,0.0,0.0,0.0,22.44,209.82,49.71,5.65,19.8,93.18,24-Aug-2019 - 00:00,"Manali Village, Chennai - TNPCB"
24-Aug-2019 - 00:00,8.29,23.75,9.51,20.61,11.09,16.78,9.23,0.71,63.54,0.0,0.0,0.0,0.0,21.18,598.16,48.87,5.51,24.77,155.39,25-Aug-2019 - 00:00,"Manali Village, Chennai - TNPCB"
25-Aug-2019 - 00:00,16.92,39.81,10.61,12.85,2.24,25.91,8.95,0.69,48.93,0.0,0.0,0.0,0.0,21.45,399.63,46.81,5.58,25.78,117.56,26-Aug-2019 - 00:00,"Manali Village, Chennai - TNPCB"
26-Aug-2019 - 00:00,15.79,32.39,10.62,13.0,2.37,21.21,9.1,0.62,63.29,0.0,0.0,0.0,0.0,21.21,429.49,46.46,5.58,28.23,135.7,27-Aug-2019 - 00:00,"Manali Village, Chennai - TNPCB"
27-Aug-2019 - 00:00,9.82,28.48,10.84,12.82,1.98,20.46,9.51,0.77,101.85,0.0,0.0,0.0,0.0,22.07,521.51,46.15,3.28,24.92,115.82,28-Aug-2019 - 00:00,"Manali Village, Chennai - TNPCB"
28-Aug-2019 - 00:00,16.86,37.72,10.82,15.64,4.77,16.64,9.69,0.71,157.21,0.0,0.0,0.0,0.0,21.97,305.7,48.24,5.05,22.55,143.08,29-Aug-2019 - 00:00,"Manali Village, Chennai - TNPCB"
29-Aug-2019 - 00:00,19.19,34.31,12.86,16.27,7.89,19.73,9.39,0.93,117.67,0.0,0.0,0.0,0.0,21.66,545.0,47.19,5.64,26.98,122.03,30-Aug-2019 - 00:00,"Manali Village, Chennai - TNPCB"
30-Aug-2019 - 00:00,21.04,39.88,13.58,21.26,7.68,21.08,9.65,0.89,144.96,0.0,0.0,0.0,0.0,20.86,774.47,48.93,5.65,20.03,125.17,31-Aug-2019 - 00:00,"Manali Village, Chennai - TNPCB"
31-Aug-2019 - 00:00,23.06,59.13,10.59,13.93,3.28,19.71,9.11,0.96,145.57,0.0,0.0,0.0,0.0,21.11,724.77,49.86,5.65,20.12,132.01,01-Sep-2019 - 00:00,"Manali Village, Chennai - TNPCB"
01-Sep-2019 - 00:00,22.26,44.21,10.02,14.23,4.2,20.04,9.12,1.04,126.43,0.0,0.0,0.0,0.0,21.22,686.72,49.82,5.63,20.25,139.3,02-Sep-2019 - 00:00,"Manali Village, Chennai - TNPCB"
02-Sep-2019 - 00:00,23.12,44.8,10.92,13.39,2.47,20.41,9.23,0.98,134.54,0.0,0.0,0.0,0.0,21.81,534.09,49.83,5.65,23.98,125.49,03-Sep-2019 - 00:00,"Manali Village, Chennai - TNPCB"
03-Sep-2019 - 00:00,14.0,27.55,11.03,16.36,6.56,22.13,9.29,0.88,134.58,0.0,0.0,0.0,0.0,21.45,544.88,49.3,5.64,19.07,135.39,04-Sep-2019 - 00:00,"Manali Village, Chennai - TNPCB"
04-Sep-2019 - 00:00,-2.8,35.88,11.3,18.92,7.83,22.57,9.38,0.85,139.94,0.0,0.0,0.0,0.0,20.32,870.21,49.11,5.63,23.09,129.49,05-Sep-2019 - 00:00,"Manali Village, Chennai - TNPCB"
05-Sep-2019 - 00:00,-1.53,24.29,10.39,17.74,8.71,22.47,9.14,0.64,105.57,0.0,0.0,0.0,0.0,21.37,741.52,48.56,5.62,24.39,133.38,06-Sep-2019 - 00:00,"Manali Village, Chennai - TNPCB"
06-Sep-2019 - 00:00,15.29,39.52,11.58,17.5,6.08,20.92,9.38,0.44,94.35,0.0,0.0,0.0,0.0,21.93,453.71,47.94,5.62,27.75,138.75,07-Sep-2019 - 00:00,"Manali Village, Chennai - TNPCB"
07-Sep-2019 - 00:00,18.66,53.47,11.95,15.91,6.12,15.15,9.53,0.45,104.43,0.0,0.0,0.0,0.0,20.84,583.78,46.51,5.57,25.04,140.67,08-Sep-2019 - 00:00,"Manali Village, Chennai - TNPCB"
08-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,09-Sep-2019 - 00:00,"Manali Village, Chennai - TNPCB"
09-Sep-2019 - 00:00,-8.84,75.97,10.03,14.64,5.17,22.15,9.35,0.66,119.88,0.0,0.0,0.0,0.0,21.49,488.69,47.1,5.51,19.29,116.77,10-Sep-2019 - 00:00,"Manali Village, Chennai - TNPCB"
10-Sep-2019 - 00:00,25.98,56.8,9.63,10.8,1.16,14.71,9.69,0.47,152.84,0.0,0.0,0.0,0.0,21.75,437.28,49.1,5.61,22.52,97.75,11-Sep-2019 - 00:00,"Manali Village, Chennai - TNPCB"
11-Sep-2019 - 00:00,20.97,54.63,10.36,12.96,2.59,12.37,9.47,0.57,137.87,0.0,0.0,0.0,0.0,22.28,208.24,49.44,5.61,26.03,108.47,12-Sep-2019 - 00:00,"Manali Village, Chennai - TNPCB"
12-Sep-2019 - 00:00,16.97,72.5,10.67,12.24,1.58,10.87,9.47,0.42,118.31,0.0,0.0,0.0,0.0,22.26,357.51,49.56,5.62,21.08,140.03,13-Sep-2019 - 00:00,"Manali Village, Chennai - TNPCB"
13-Sep-2019 - 00:00,24.27,47.3,11.91,13.7,1.79,12.0,9.8,0.53,119.31,0.0,0.0,0.0,0.0,22.13,253.57,49.55,5.62,19.09,124.27,14-Sep-2019 - 00:00,"Manali Village, Chennai - TNPCB"
14-Sep-2019 - 00:00,24.01,43.68,10.75,12.58,1.83,13.64,9.52,0.58,113.74,0.0,0.0,0.0,0.0,21.75,345.47,49.32,5.6,22.46,121.19,15-Sep-2019 - 00:00,"Manali Village, Chennai - TNPCB"
15-Sep-2019 - 00:00,20.26,42.05,8.84,10.42,1.58,15.03,9.34,0.55,123.37,0.0,0.0,0.0,0.0,21.9,311.26,49.37,5.61,20.56,123.74,16-Sep-2019 - 00:00,"Manali Village, Chennai - TNPCB"
16-Sep-2019 - 00:00,21.26,41.57,10.71,12.84,2.13,13.4,9.81,0.56,115.69,0.0,0.0,0.0,0.0,21.91,444.25,49.37,5.6,24.03,136.26,17-Sep-2019 - 00:00,"Manali Village, Chennai - TNPCB"
17-Sep-2019 - 00:00,15.2,31.71,9.88,12.31,2.43,13.95,9.55,0.59,116.57,0.0,0.0,0.0,0.0,22.31,224.44,49.58,5.61,21.73,135.12,18-Sep-2019 - 00:00,"Manali Village, Chennai - TNPCB"
18-Sep-2019 - 00:00,20.56,46.0,11.57,14.76,3.19,13.15,9.54,0.72,126.82,0.0,0.0,0.0,0.0,22.55,184.28,49.67,5.62,24.78,129.34,19-Sep-2019 - 00:00,"Manali Village, Chennai - TNPCB"
19-Sep-2019 - 00:00,12.57,25.8,11.97,17.9,5.94,16.75,9.36,0.87,113.16,0.0,0.0,0.0,0.0,22.5,175.36,49.5,5.34,20.37,134.85,20-Sep-2019 - 00:00,"Manali Village, Chennai - TNPCB"
20-Sep-2019 - 00:00,21.75,58.49,9.58,15.32,5.74,12.06,9.47,0.91,134.58,0.0,0.0,0.0,0.0,22.7,282.53,49.66,5.26,10.97,121.65,21-Sep-2019 - 00:00,"Manali Village, Chennai - TNPCB"
21-Sep-2019 - 00:00,34.33,74.13,12.26,19.03,6.77,11.88,9.47,0.82,122.06,0.0,0.0,0.0,0.0,22.32,333.74,49.51,5.52,23.43,129.37,22-Sep-2019 - 00:00,"Manali Village, Chennai - TNPCB"
22-Sep-2019 - 00:00,39.9,101.01,11.93,19.67,7.74,11.85,9.49,0.91,143.56,0.0,0.0,0.0,0.0,22.29,202.53,49.43,1.53,,158.84,23-Sep-2019 - 00:00,"Manali Village, Chennai - TNPCB"
23-Sep-2019 - 00:00,26.49,85.4,10.32,15.3,4.98,12.87,10.86,0.84,165.46,0.0,0.0,0.0,0.0,22.06,280.26,49.44,0.22,6.19,135.87,24-Sep-2019 - 00:00,"Manali Village, Chennai - TNPCB"
24-Sep-2019 - 00:00,33.32,61.66,9.89,13.55,3.66,12.08,9.53,0.79,127.9,0.0,0.0,0.0,0.0,22.26,210.95,49.44,4.98,24.02,113.59,25-Sep-2019 - 00:00,"Manali Village, Chennai - TNPCB"
25-Sep-2019 - 00:00,14.46,33.59,10.4,18.24,7.68,11.07,9.6,0.79,87.53,0.0,0.0,0.0,0.0,22.41,281.3,49.59,5.64,20.08,94.3,26-Sep-2019 - 00:00,"Manali Village, Chennai - TNPCB"
26-Sep-2019 - 00:00,10.58,33.19,9.72,14.2,4.48,13.03,9.53,0.69,116.05,0.0,0.0,0.0,0.0,22.16,411.81,49.59,5.36,22.95,91.22,27-Sep-2019 - 00:00,"Manali Village, Chennai - TNPCB"
27-Sep-2019 - 00:00,14.21,45.76,8.3,13.96,5.66,12.97,9.8,0.7,127.93,0.0,0.0,0.0,0.0,21.96,431.51,49.45,5.64,23.99,90.14,28-Sep-2019 - 00:00,"Manali Village, Chennai - TNPCB"
28-Sep-2019 - 00:00,17.04,52.72,8.22,14.6,6.37,15.87,9.76,0.78,122.6,0.0,0.0,0.0,0.0,21.94,381.64,49.42,5.63,19.01,99.67,29-Sep-2019 - 00:00,"Manali Village, Chennai - TNPCB"
29-Sep-2019 - 00:00,19.8,39.11,6.78,13.09,6.3,13.38,9.74,0.86,123.69,0.0,0.0,0.0,0.0,21.91,353.17,49.41,3.88,35.29,95.69,30-Sep-2019 - 00:00,"Manali Village, Chennai - TNPCB"
30-Sep-2019 - 00:00,18.06,47.22,8.4,12.5,4.09,11.23,9.76,0.83,121.89,0.0,0.0,0.0,0.0,22.48,322.85,49.8,5.45,15.37,89.11,01-Oct-2019 - 00:00,"Manali Village, Chennai - TNPCB"
01-Oct-2019 - 00:00,27.82,81.34,10.04,15.7,5.67,11.1,9.5,0.88,140.01,0.0,0.0,0.0,0.0,23.01,317.38,49.96,5.69,38.09,110.46,02-Oct-2019 - 00:00,"Manali Village, Chennai - TNPCB"
02-Oct-2019 - 00:00,24.62,46.58,9.17,13.43,4.26,12.74,9.58,0.81,148.19,0.0,0.0,0.0,0.0,21.88,294.99,49.47,5.64,20.36,100.16,03-Oct-2019 - 00:00,"Manali Village, Chennai - TNPCB"
