from date,AT,BP,PM10,PM2.5,RH,SR,Toluene,WD,WS,CO,Benzene,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
26-Jan-2019 - 00:00,14.31,982.57,186.53,94.48,48.79,190.95,36.76,279.47,0.88,3.23,4.82,49.08,84.44,82.99,113.0,14.88,8.23,27-Jan-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
27-Jan-2019 - 00:00,12.61,982.39,241.48,127.48,49.7,190.7,41.39,285.85,0.92,2.43,5.72,49.47,128.26,87.18,151.04,14.39,7.26,28-Jan-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
28-Jan-2019 - 00:00,13.51,983.16,237.83,122.43,44.71,192.06,36.99,285.58,1.15,3.05,7.42,49.0,142.54,94.5,166.57,14.72,7.24,29-Jan-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
29-Jan-2019 - 00:00,14.37,983.27,302.2,150.93,45.28,191.83,48.28,281.94,0.87,2.35,7.79,31.89,186.43,102.31,206.07,16.24,12.06,30-Jan-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
30-Jan-2019 - 00:00,15.09,983.59,466.81,239.03,44.95,186.72,71.29,248.45,0.46,2.49,11.24,18.33,230.25,118.05,250.33,22.44,32.73,31-Jan-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
31-Jan-2019 - 00:00,15.61,982.7,409.26,231.24,48.32,176.76,73.21,114.48,1.41,1.62,10.49,31.49,92.37,82.29,119.13,32.53,21.9,01-Feb-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
01-Feb-2019 - 00:00,16.09,982.81,311.17,202.11,57.82,182.06,63.12,184.85,1.01,1.84,7.68,27.69,71.44,72.87,96.96,38.64,22.55,02-Feb-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
02-Feb-2019 - 00:00,12.96,983.75,343.06,218.75,70.99,178.83,38.28,280.85,0.89,1.87,8.0,22.94,111.25,67.91,122.65,18.57,6.38,03-Feb-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
03-Feb-2019 - 00:00,14.16,983.35,286.77,161.82,69.96,174.8,40.18,273.0,0.52,3.09,7.2,24.43,96.25,58.2,109.44,19.41,8.11,04-Feb-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
04-Feb-2019 - 00:00,15.81,983.56,403.18,197.05,61.51,181.86,55.74,234.1,0.4,2.83,12.2,52.57,123.62,128.46,166.39,22.83,12.72,05-Feb-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
05-Feb-2019 - 00:00,15.72,983.56,712.24,429.5,65.68,132.38,138.77,146.01,0.54,4.19,22.87,83.6,301.46,135.44,329.2,61.06,31.98,06-Feb-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
06-Feb-2019 - 00:00,18.97,983.93,291.66,185.3,65.52,178.32,48.71,104.61,1.6,1.25,8.29,80.25,42.57,87.71,81.34,26.02,11.24,07-Feb-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
07-Feb-2019 - 00:00,16.27,982.77,,70.83,74.31,110.1,33.77,128.82,2.65,0.8,3.93,43.47,51.08,68.31,78.03,23.85,6.76,08-Feb-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
08-Feb-2019 - 00:00,15.38,982.6,,96.89,56.68,194.02,39.4,240.46,0.87,1.34,5.93,34.71,157.77,99.51,190.22,21.87,12.63,09-Feb-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
09-Feb-2019 - 00:00,15.09,983.16,,79.52,52.48,197.79,38.27,286.65,1.29,1.33,5.37,30.85,147.8,101.62,174.54,25.6,14.8,10-Feb-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
10-Feb-2019 - 00:00,15.78,982.84,,121.83,51.43,196.34,43.96,274.04,0.67,1.67,6.81,39.29,210.83,128.13,244.84,21.11,17.62,11-Feb-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
11-Feb-2019 - 00:00,16.58,983.41,,159.48,51.8,188.82,54.71,213.18,0.37,1.77,9.88,48.44,222.82,137.33,266.36,27.52,19.86,12-Feb-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
12-Feb-2019 - 00:00,18.18,983.07,,225.55,53.83,182.13,61.26,183.23,0.41,2.3,11.12,58.83,185.37,135.27,225.17,32.01,32.05,13-Feb-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
13-Feb-2019 - 00:00,19.3,982.77,,222.12,53.89,186.34,55.64,140.5,0.55,2.52,10.05,61.2,137.68,124.67,180.43,41.55,24.15,14-Feb-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
14-Feb-2019 - 00:00,17.72,982.69,,169.65,64.06,156.0,52.97,117.22,2.06,1.67,7.35,56.38,54.94,80.33,87.55,23.48,11.99,15-Feb-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
15-Feb-2019 - 00:00,17.65,983.29,247.19,131.03,63.81,188.07,49.68,201.13,0.82,1.4,6.26,40.17,107.29,78.3,129.15,31.68,27.19,16-Feb-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
16-Feb-2019 - 00:00,15.89,983.24,240.1,131.54,70.13,180.56,36.15,286.24,0.87,1.52,6.15,34.03,130.57,70.49,143.91,10.27,9.0,17-Feb-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
17-Feb-2019 - 00:00,16.99,983.2,272.69,116.31,61.54,195.98,35.32,273.75,0.85,1.8,6.29,33.01,159.85,94.05,180.4,14.14,9.55,18-Feb-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
18-Feb-2019 - 00:00,18.89,982.6,248.14,110.02,50.99,194.77,39.94,139.17,1.3,1.83,6.77,36.17,66.19,88.53,100.75,22.77,15.76,19-Feb-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
19-Feb-2019 - 00:00,19.49,983.0,300.69,138.92,60.46,193.43,50.75,140.67,0.6,3.02,4.93,46.23,101.77,101.04,136.73,28.3,20.71,20-Feb-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
20-Feb-2019 - 00:00,18.69,982.42,204.35,102.17,64.54,161.77,60.24,99.3,1.16,1.39,4.24,41.78,52.3,79.56,84.96,26.43,27.88,21-Feb-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
21-Feb-2019 - 00:00,21.43,982.94,252.04,81.47,53.52,199.1,46.43,112.04,1.27,2.18,4.25,33.72,93.66,77.46,117.79,24.48,24.76,22-Feb-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
22-Feb-2019 - 00:00,20.3,982.93,253.92,85.93,54.16,190.01,39.24,285.7,1.72,1.62,4.59,41.23,77.3,70.96,97.84,17.88,8.52,23-Feb-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
23-Feb-2019 - 00:00,17.43,982.37,169.1,55.89,47.69,194.43,25.69,286.41,1.84,1.84,2.78,23.15,36.34,77.79,63.88,20.33,11.44,24-Feb-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
24-Feb-2019 - 00:00,18.9,981.58,213.3,84.85,43.49,197.71,27.82,255.02,0.78,2.15,3.39,26.5,29.23,102.27,60.27,15.77,15.0,25-Feb-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
25-Feb-2019 - 00:00,17.71,981.96,229.35,116.28,51.32,186.58,37.35,128.08,0.82,1.58,4.55,31.59,14.15,103.97,57.7,21.6,26.1,26-Feb-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
26-Feb-2019 - 00:00,15.6,981.39,161.39,70.24,55.71,191.72,40.02,124.33,1.24,1.08,3.21,32.35,9.67,73.72,40.0,28.49,20.78,27-Feb-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
27-Feb-2019 - 00:00,13.41,982.24,165.37,94.97,64.72,129.06,40.95,203.56,0.59,1.06,3.12,25.79,18.81,70.26,39.85,12.98,15.42,28-Feb-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
28-Feb-2019 - 00:00,16.12,982.22,327.33,129.23,51.6,205.86,31.29,243.9,1.0,1.84,4.62,30.35,27.56,91.9,56.86,13.98,16.75,01-Mar-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
01-Mar-2019 - 00:00,18.12,981.96,277.17,99.01,45.26,203.26,33.38,259.27,0.68,1.45,4.35,31.49,32.47,102.33,62.89,12.58,16.55,02-Mar-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
02-Mar-2019 - 00:00,16.06,981.42,228.2,117.66,58.86,155.43,43.69,148.79,0.62,1.48,5.36,41.18,11.64,101.77,55.82,13.56,24.98,03-Mar-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
03-Mar-2019 - 00:00,16.89,982.56,153.04,71.49,68.03,190.95,38.39,120.45,0.92,1.44,3.01,33.55,6.98,67.83,37.23,22.01,16.02,04-Mar-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
04-Mar-2019 - 00:00,19.45,982.31,308.89,117.36,64.48,202.23,35.99,244.78,0.87,1.45,5.33,44.95,23.84,85.69,51.6,20.32,11.74,05-Mar-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
05-Mar-2019 - 00:00,18.96,983.27,245.83,71.04,55.37,202.99,27.78,286.85,1.03,2.33,3.5,31.19,27.96,81.45,53.37,11.56,11.02,06-Mar-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
06-Mar-2019 - 00:00,19.73,981.55,306.96,96.88,48.78,205.02,33.6,264.53,0.9,2.05,4.97,33.28,93.38,87.8,113.3,8.49,12.42,07-Mar-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
07-Mar-2019 - 00:00,20.75,981.98,399.85,119.33,46.14,201.98,39.91,237.12,0.53,1.72,6.54,39.12,185.07,108.4,215.78,9.04,14.71,08-Mar-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
08-Mar-2019 - 00:00,21.39,981.85,333.99,133.31,45.15,200.56,31.46,209.72,0.59,1.9,5.69,38.31,113.78,98.09,145.94,10.25,20.32,09-Mar-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
09-Mar-2019 - 00:00,21.54,982.03,221.22,80.83,43.03,199.68,27.3,266.47,1.13,1.33,3.76,32.08,91.26,76.35,115.06,12.15,16.05,10-Mar-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
10-Mar-2019 - 00:00,22.1,981.91,244.3,77.09,36.64,212.67,27.3,228.74,0.68,1.6,3.28,28.49,101.23,90.53,130.81,21.71,16.14,11-Mar-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
11-Mar-2019 - 00:00,22.75,982.36,246.5,89.49,39.71,200.41,45.29,116.03,1.88,2.4,4.06,32.16,33.38,74.32,66.73,30.66,24.68,12-Mar-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
12-Mar-2019 - 00:00,22.51,982.66,162.42,60.35,42.66,201.61,20.09,236.96,0.95,2.31,3.71,27.15,69.44,64.5,90.91,15.35,14.46,13-Mar-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
13-Mar-2019 - 00:00,20.83,982.44,296.41,112.45,42.94,194.12,32.46,184.41,0.43,3.67,4.75,25.98,85.22,79.23,111.66,17.01,24.77,14-Mar-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
14-Mar-2019 - 00:00,19.18,982.25,287.65,144.6,51.82,193.31,27.39,193.03,1.12,3.79,5.6,36.51,96.42,62.27,111.75,10.69,22.46,15-Mar-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
15-Mar-2019 - 00:00,20.67,983.28,174.43,74.93,47.99,209.12,30.81,265.04,0.99,1.0,3.58,28.99,105.88,71.7,124.47,15.99,19.25,16-Mar-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
16-Mar-2019 - 00:00,21.76,983.0,182.56,70.14,42.1,212.45,23.77,275.82,1.02,1.89,2.84,26.6,92.36,78.2,116.89,18.31,13.48,17-Mar-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
17-Mar-2019 - 00:00,23.05,982.28,237.29,96.2,39.79,204.4,27.52,259.85,0.74,3.45,3.57,31.57,116.17,91.18,143.2,17.05,15.81,18-Mar-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
18-Mar-2019 - 00:00,23.49,983.07,268.06,112.42,40.39,208.13,29.02,255.51,0.69,2.69,3.73,34.18,147.52,105.15,176.21,16.72,18.45,19-Mar-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
19-Mar-2019 - 00:00,25.6,982.61,295.15,159.31,37.04,202.97,35.18,222.92,0.66,1.63,4.41,38.37,133.99,103.66,165.43,12.14,20.81,20-Mar-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
20-Mar-2019 - 00:00,26.9,981.92,266.73,132.17,33.52,200.57,38.26,116.59,1.35,2.5,3.73,44.52,50.69,84.65,86.35,24.06,23.56,21-Mar-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
21-Mar-2019 - 00:00,26.35,982.56,211.46,329.25,35.79,203.28,21.22,196.81,0.62,2.21,4.99,46.26,28.85,51.2,50.76,38.68,23.03,22-Mar-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
22-Mar-2019 - 00:00,25.04,982.31,160.49,35.63,31.14,207.91,14.79,278.71,1.64,1.53,2.26,28.21,71.15,62.16,91.07,25.34,14.95,23-Mar-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
23-Mar-2019 - 00:00,24.98,982.44,202.84,69.23,34.12,210.07,13.92,286.05,1.99,2.16,2.06,28.11,80.11,62.47,98.54,31.94,15.41,24-Mar-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
24-Mar-2019 - 00:00,26.09,983.04,180.4,57.34,35.29,205.96,14.86,273.48,1.22,1.72,2.05,31.31,116.17,67.35,130.52,20.53,23.47,25-Mar-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
25-Mar-2019 - 00:00,24.54,981.56,206.28,73.02,43.76,199.18,14.78,271.03,1.2,1.15,2.5,41.48,98.85,66.6,116.06,12.19,20.6,26-Mar-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
26-Mar-2019 - 00:00,25.03,982.26,213.28,72.42,40.67,208.56,18.14,284.78,1.19,1.74,3.15,40.55,119.68,77.71,138.92,16.31,18.91,27-Mar-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
27-Mar-2019 - 00:00,26.4,981.44,285.21,80.28,36.81,206.99,22.39,266.39,0.84,2.07,4.28,43.88,179.81,90.8,196.96,18.12,17.66,28-Mar-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
28-Mar-2019 - 00:00,28.62,981.53,401.28,158.64,38.01,205.61,30.85,222.16,0.46,2.58,6.44,66.08,183.15,92.62,200.33,23.36,27.67,29-Mar-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
29-Mar-2019 - 00:00,30.73,982.27,421.46,187.6,40.96,201.51,34.29,196.37,0.49,1.93,6.59,72.61,140.3,105.13,172.7,19.81,21.77,30-Mar-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
30-Mar-2019 - 00:00,32.27,981.9,359.43,153.15,36.63,191.38,28.25,185.59,0.54,2.24,6.07,59.73,119.71,80.4,139.86,33.74,32.04,31-Mar-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
31-Mar-2019 - 00:00,30.02,981.67,235.09,59.08,29.55,203.5,16.31,265.44,1.77,1.83,2.19,41.89,86.07,56.85,100.51,24.66,20.63,01-Apr-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
01-Apr-2019 - 00:00,28.81,981.77,204.24,53.22,29.41,207.49,11.37,279.92,1.61,1.35,2.15,33.14,72.35,74.25,98.47,25.83,16.14,02-Apr-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
02-Apr-2019 - 00:00,29.5,981.44,289.34,104.16,29.82,204.12,28.47,227.59,0.68,1.94,4.27,42.84,103.82,92.16,130.4,28.54,22.0,03-Apr-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
03-Apr-2019 - 00:00,30.45,981.93,278.39,96.31,28.71,206.05,24.93,217.81,0.66,2.14,4.13,55.96,103.07,96.3,135.2,19.77,21.8,04-Apr-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
04-Apr-2019 - 00:00,31.84,981.61,374.47,155.54,31.45,202.02,38.02,168.66,0.68,2.6,6.57,67.89,95.64,118.42,140.94,42.12,38.27,05-Apr-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
05-Apr-2019 - 00:00,32.93,981.25,446.4,182.66,31.66,200.11,78.69,170.61,0.82,3.07,7.3,58.37,176.59,116.12,210.38,57.54,48.16,06-Apr-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
06-Apr-2019 - 00:00,33.28,982.89,398.56,126.6,30.66,201.21,28.41,156.36,1.01,1.83,5.52,60.5,78.04,87.36,110.07,30.8,31.63,07-Apr-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
07-Apr-2019 - 00:00,30.58,984.82,351.94,151.64,46.61,206.17,20.02,114.1,2.49,1.72,4.74,65.58,26.67,58.56,52.91,100.53,27.24,08-Apr-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
08-Apr-2019 - 00:00,29.21,983.39,355.31,91.15,39.96,209.03,32.0,137.11,1.17,2.19,3.37,62.64,56.24,81.03,88.94,33.41,26.95,09-Apr-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
09-Apr-2019 - 00:00,30.58,982.6,297.56,102.12,36.1,210.1,37.68,134.28,0.78,2.01,5.19,52.36,88.63,95.09,122.66,44.11,35.41,10-Apr-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
10-Apr-2019 - 00:00,33.28,985.05,407.53,149.35,32.75,206.99,59.43,222.15,0.65,2.69,9.0,64.32,127.46,101.96,173.62,30.55,31.36,11-Apr-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
11-Apr-2019 - 00:00,34.11,984.89,277.16,88.56,27.43,206.75,48.55,215.12,0.61,2.06,5.98,48.1,90.56,90.69,122.04,34.45,26.01,12-Apr-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
12-Apr-2019 - 00:00,31.87,984.48,294.5,83.48,32.51,204.62,23.12,227.52,0.95,1.81,4.52,45.57,76.73,85.73,107.81,22.71,25.84,13-Apr-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
13-Apr-2019 - 00:00,32.87,984.59,230.44,69.25,28.44,211.14,18.43,247.86,1.3,1.86,3.23,40.17,77.29,73.64,102.24,26.38,24.81,14-Apr-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
14-Apr-2019 - 00:00,33.3,984.52,202.18,51.41,27.28,211.67,18.6,277.1,1.39,1.8,2.76,36.53,80.99,73.74,105.22,24.75,20.38,15-Apr-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
15-Apr-2019 - 00:00,35.13,984.38,259.68,59.67,24.0,210.84,19.74,255.04,1.17,2.38,4.43,34.24,141.17,88.42,163.5,22.57,18.37,16-Apr-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
16-Apr-2019 - 00:00,26.33,984.29,196.43,57.91,45.36,191.14,24.96,181.69,2.56,2.28,3.14,42.37,39.59,51.56,59.7,32.09,12.06,17-Apr-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
17-Apr-2019 - 00:00,23.85,983.93,119.6,28.19,34.08,202.95,21.54,138.81,1.99,1.79,1.51,29.76,29.82,51.97,52.0,27.99,9.88,18-Apr-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
18-Apr-2019 - 00:00,26.15,984.28,151.07,56.27,2.5,222.96,21.56,189.95,0.73,1.97,3.73,29.74,57.34,75.18,86.74,40.25,17.75,19-Apr-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
19-Apr-2019 - 00:00,28.89,984.25,238.29,82.42,2.5,219.5,22.71,254.35,0.7,1.97,4.96,35.79,125.04,93.38,151.64,34.29,19.46,20-Apr-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
20-Apr-2019 - 00:00,30.86,983.88,284.74,106.17,2.5,216.78,20.16,250.16,0.55,2.08,5.13,39.99,161.8,128.15,199.26,45.3,22.16,21-Apr-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
21-Apr-2019 - 00:00,33.07,982.91,321.78,122.11,2.5,213.6,40.48,223.21,0.77,2.85,6.72,48.66,184.68,125.11,217.02,34.51,22.47,22-Apr-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
22-Apr-2019 - 00:00,33.89,981.4,349.79,143.57,2.5,211.46,47.82,179.74,0.73,3.1,9.72,55.19,136.93,114.37,172.26,60.07,53.0,23-Apr-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
23-Apr-2019 - 00:00,35.95,981.82,391.81,128.3,2.5,218.78,67.44,197.39,0.76,2.74,11.76,67.97,134.65,130.95,188.32,39.8,35.45,24-Apr-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
24-Apr-2019 - 00:00,35.07,981.24,343.43,112.82,2.5,175.78,38.48,120.3,1.28,1.84,4.51,57.88,27.79,91.99,70.86,32.76,18.61,25-Apr-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
25-Apr-2019 - 00:00,34.79,981.22,300.46,94.85,2.5,204.19,37.52,111.14,1.33,2.59,4.12,57.03,20.77,78.82,58.8,56.16,19.53,26-Apr-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
26-Apr-2019 - 00:00,35.75,981.01,308.84,110.46,2.5,212.84,41.38,246.07,0.82,2.19,7.66,44.7,146.28,118.4,181.66,38.67,34.89,27-Apr-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
27-Apr-2019 - 00:00,36.32,981.0,324.65,64.02,2.5,215.63,22.2,282.19,1.97,1.77,4.24,37.3,94.16,87.62,123.42,43.15,19.62,28-Apr-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
