from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,Xylene,MP-Xylene,Eth-Benzene,AT,RH,WS,WD,VWS,BP,SR,to date,station
12-Nov-2019 - 00:00,105.05,192.06,59.06,53.47,106.02,31.89,10.73,1.33,6.46,9.56,3.98,7.52,23.17,13.59,24.53,73.48,0.35,270.78,0.05,,107.82,13-Nov-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
13-Nov-2019 - 00:00,124.0,231.62,72.07,30.18,101.4,33.65,10.93,1.15,6.14,11.69,2.52,6.43,23.69,17.5,24.07,69.48,0.32,290.81,0.05,,110.13,14-Nov-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
14-Nov-2019 - 00:00,97.18,184.63,68.82,21.69,90.61,36.36,10.01,0.95,5.74,9.19,2.53,5.53,20.02,13.53,24.39,71.89,0.34,274.28,0.05,,107.46,15-Nov-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
15-Nov-2019 - 00:00,94.62,176.56,64.26,28.44,92.76,36.64,8.6,1.06,5.55,9.8,3.41,4.77,17.47,12.13,25.02,72.47,0.36,269.57,0.05,,102.19,16-Nov-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
16-Nov-2019 - 00:00,92.95,175.54,62.81,18.54,80.97,46.94,8.45,1.13,5.54,9.52,3.13,4.27,14.32,9.21,24.89,72.26,0.27,259.33,0.05,,97.84,17-Nov-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
17-Nov-2019 - 00:00,100.04,175.64,65.51,28.09,92.28,41.6,8.0,1.2,5.33,8.09,3.05,4.02,14.03,8.26,23.98,74.25,0.29,236.63,0.04,,93.24,18-Nov-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
18-Nov-2019 - 00:00,109.08,184.9,76.32,21.77,98.21,39.76,12.78,1.31,9.17,9.52,2.99,5.79,15.87,9.31,24.02,71.55,0.25,228.69,0.04,,93.4,19-Nov-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
19-Nov-2019 - 00:00,108.28,173.86,75.34,38.12,113.57,53.97,17.91,1.38,60.91,10.58,3.96,8.28,22.19,13.97,23.68,63.4,0.43,275.75,0.05,,95.64,20-Nov-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
20-Nov-2019 - 00:00,104.4,169.24,86.18,48.85,132.53,66.8,11.8,1.51,51.74,13.28,3.52,7.66,25.57,14.48,23.49,58.76,0.25,217.02,0.04,,102.12,21-Nov-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
21-Nov-2019 - 00:00,95.95,156.51,81.36,15.55,97.02,71.41,8.66,1.05,56.3,8.55,2.1,4.97,17.49,12.56,23.1,59.1,0.27,266.76,0.04,,100.81,22-Nov-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
22-Nov-2019 - 00:00,101.31,178.86,80.76,21.55,102.4,68.64,14.61,1.05,56.9,7.4,1.93,6.12,23.87,17.76,23.02,62.6,0.28,261.84,0.05,,86.05,23-Nov-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
23-Nov-2019 - 00:00,117.08,189.64,85.58,24.14,109.85,65.78,14.4,1.27,66.41,9.45,3.29,5.52,19.62,16.62,22.98,70.5,0.32,263.76,0.04,,83.77,24-Nov-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
24-Nov-2019 - 00:00,145.72,225.82,91.55,34.02,124.11,54.1,11.87,1.3,52.37,8.62,2.55,5.95,22.36,14.37,22.77,71.72,0.25,233.37,0.05,,81.46,25-Nov-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
25-Nov-2019 - 00:00,124.08,181.7,80.41,20.91,101.47,49.23,7.55,1.37,56.61,10.37,1.91,5.07,16.57,8.81,23.24,75.71,0.18,229.0,0.04,,76.16,26-Nov-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
26-Nov-2019 - 00:00,122.35,178.71,75.98,61.19,135.85,40.74,6.08,1.75,48.24,14.8,3.32,6.67,24.32,11.32,23.47,78.8,0.23,183.35,0.04,,77.67,27-Nov-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
27-Nov-2019 - 00:00,131.82,196.35,54.08,38.5,90.68,35.65,7.46,1.6,48.54,18.5,2.3,6.45,22.21,13.59,24.07,75.15,0.19,226.0,0.04,,79.03,28-Nov-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
28-Nov-2019 - 00:00,86.09,134.01,31.28,10.23,40.53,23.98,7.87,1.19,45.32,23.09,1.91,8.09,22.16,13.27,24.43,70.93,0.22,239.66,0.04,,78.24,29-Nov-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
29-Nov-2019 - 00:00,80.41,135.06,28.13,23.73,50.55,23.4,6.72,1.35,43.62,13.05,3.64,14.59,21.07,12.21,24.06,75.07,0.19,208.07,0.04,,78.24,30-Nov-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
30-Nov-2019 - 00:00,119.66,201.56,22.98,40.47,48.39,18.04,16.57,1.96,42.0,17.16,4.34,15.54,33.93,20.59,23.9,74.09,0.23,238.01,0.05,,74.61,01-Dec-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
01-Dec-2019 - 00:00,110.47,168.41,21.73,20.91,31.09,20.64,13.17,1.19,46.13,7.02,1.98,5.8,19.21,11.6,22.94,69.63,0.28,233.31,0.04,,74.76,02-Dec-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
02-Dec-2019 - 00:00,92.36,142.49,22.45,15.39,34.63,21.53,16.99,1.29,38.17,19.49,15.0,8.44,22.89,8.51,22.95,58.83,0.39,271.6,0.05,,77.52,03-Dec-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
03-Dec-2019 - 00:00,109.05,162.57,27.33,16.6,36.62,33.09,16.6,1.1,44.33,19.34,20.3,8.83,18.68,2.74,21.56,60.9,0.28,234.41,0.04,,76.52,04-Dec-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
04-Dec-2019 - 00:00,111.66,181.18,29.59,11.17,33.58,47.65,21.37,0.86,50.9,20.91,18.2,6.22,19.05,3.01,21.72,56.35,0.54,320.95,0.06,,83.38,05-Dec-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
05-Dec-2019 - 00:00,106.62,164.12,28.3,7.95,36.1,47.3,20.88,0.93,43.92,22.48,18.67,4.47,14.16,2.32,21.31,64.87,0.55,303.65,0.05,,83.22,06-Dec-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
06-Dec-2019 - 00:00,75.2,117.83,22.44,11.5,32.82,37.6,12.42,0.81,31.45,12.13,12.6,3.4,10.58,1.38,22.26,70.64,0.23,191.41,0.04,,80.69,07-Dec-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
07-Dec-2019 - 00:00,72.03,126.17,24.92,23.06,43.56,28.29,15.55,1.1,32.72,13.62,15.48,5.25,15.37,1.98,23.04,66.21,0.19,222.74,0.04,,70.91,08-Dec-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
08-Dec-2019 - 00:00,75.83,99.98,24.66,15.96,37.15,27.81,17.1,0.8,32.63,12.98,16.72,5.64,19.42,3.9,23.84,64.47,0.2,246.84,0.04,,78.77,09-Dec-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
09-Dec-2019 - 00:00,73.59,99.79,22.51,7.89,30.52,25.15,16.22,0.81,35.75,11.84,12.65,3.35,11.34,1.57,23.19,60.09,0.37,281.03,0.05,,68.96,10-Dec-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
10-Dec-2019 - 00:00,60.89,118.95,26.56,6.65,32.59,36.13,16.11,0.61,48.5,15.59,15.92,3.35,11.14,1.67,22.11,53.15,0.28,180.06,0.03,,69.76,11-Dec-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
11-Dec-2019 - 00:00,79.07,106.09,23.16,6.26,29.72,29.77,16.61,0.65,56.82,9.88,9.32,1.84,6.35,0.79,22.07,67.6,0.36,155.03,0.03,,67.87,12-Dec-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
12-Dec-2019 - 00:00,70.08,125.37,20.5,8.07,28.88,18.76,15.54,0.76,41.77,13.94,12.95,2.53,8.41,1.25,22.07,76.3,0.33,170.27,0.03,,64.36,13-Dec-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
13-Dec-2019 - 00:00,113.27,167.51,20.46,8.03,28.82,18.52,17.3,0.86,53.73,18.92,15.35,3.3,12.1,1.83,22.41,72.85,0.41,162.45,0.03,,71.78,14-Dec-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
14-Dec-2019 - 00:00,134.43,209.17,30.0,18.92,49.25,20.29,17.34,1.1,44.77,19.66,16.61,4.71,16.5,2.4,22.67,75.03,0.24,214.78,0.04,,67.13,15-Dec-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
15-Dec-2019 - 00:00,103.78,163.04,24.24,12.7,37.26,19.86,16.12,0.85,41.16,10.9,10.92,3.11,11.19,1.54,21.97,74.9,0.34,304.76,0.04,,71.81,16-Dec-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
16-Dec-2019 - 00:00,67.95,127.34,25.24,9.79,35.37,21.2,18.19,0.67,32.75,11.36,12.61,3.1,10.13,1.5,21.78,66.43,0.36,312.04,0.05,,74.27,17-Dec-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
17-Dec-2019 - 00:00,70.08,137.56,25.26,9.33,34.9,21.94,15.24,0.65,34.7,10.4,11.58,2.94,9.85,1.63,21.22,68.57,0.51,315.93,0.05,,72.25,18-Dec-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
18-Dec-2019 - 00:00,69.87,136.7,22.39,7.73,30.44,21.53,14.24,0.6,45.98,9.35,10.4,3.66,11.82,1.92,18.36,65.7,0.78,329.63,0.05,,73.13,19-Dec-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
19-Dec-2019 - 00:00,76.11,146.89,24.77,8.59,33.69,23.44,15.96,0.68,39.82,10.21,8.82,2.38,8.09,1.37,16.35,61.91,0.73,327.05,0.05,,70.53,20-Dec-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
20-Dec-2019 - 00:00,101.48,184.87,33.03,27.49,60.87,26.42,15.3,1.0,36.65,16.71,17.52,4.2,13.24,2.26,15.78,67.18,0.52,282.14,0.04,,65.73,21-Dec-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
21-Dec-2019 - 00:00,130.5,215.47,35.35,31.21,66.9,30.4,13.21,1.08,31.07,18.9,16.94,3.88,13.32,2.14,16.32,75.07,0.41,268.88,0.02,,62.77,22-Dec-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
22-Dec-2019 - 00:00,127.0,187.14,29.7,11.74,41.76,28.16,9.94,1.11,29.77,13.7,11.91,2.5,8.48,1.19,15.79,81.36,0.36,265.9,0.03,,63.2,23-Dec-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
23-Dec-2019 - 00:00,143.54,182.13,30.05,10.07,40.46,27.99,10.99,1.1,38.51,13.11,11.24,2.51,8.91,1.12,17.99,76.6,0.39,311.35,0.04,,63.22,24-Dec-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
24-Dec-2019 - 00:00,136.56,190.88,37.15,53.74,91.21,35.69,12.83,1.59,33.53,28.24,21.12,5.59,18.16,2.53,17.56,72.8,0.39,274.31,0.04,,62.47,25-Dec-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
25-Dec-2019 - 00:00,129.48,196.97,42.82,75.47,118.65,40.06,10.52,1.56,34.99,27.48,20.83,6.46,20.85,2.71,18.62,67.91,0.23,220.38,0.04,,61.26,26-Dec-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
26-Dec-2019 - 00:00,121.7,188.37,31.51,25.04,56.88,32.17,11.09,0.98,28.83,19.65,16.53,4.07,14.04,2.1,16.77,75.09,0.33,241.0,0.03,,48.56,27-Dec-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
27-Dec-2019 - 00:00,88.46,152.8,26.65,9.0,35.96,27.09,11.14,0.82,32.84,15.4,11.83,2.81,9.4,1.33,15.47,82.02,0.54,315.38,0.05,,62.79,28-Dec-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
28-Dec-2019 - 00:00,132.05,223.46,32.84,11.73,44.91,28.47,9.72,1.08,30.16,14.48,10.92,2.96,9.97,1.68,15.41,76.31,0.71,331.05,0.06,,67.57,29-Dec-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
29-Dec-2019 - 00:00,108.84,181.19,33.51,17.53,51.38,28.15,9.86,1.0,39.95,13.15,9.71,2.65,9.71,1.66,16.58,63.39,0.68,319.28,0.05,,68.88,30-Dec-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
30-Dec-2019 - 00:00,135.16,223.41,40.22,88.21,110.69,36.14,11.55,1.7,27.45,20.81,16.49,5.36,17.44,2.36,16.1,70.58,0.47,289.11,0.05,,64.39,31-Dec-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
31-Dec-2019 - 00:00,247.55,431.35,57.45,258.35,316.05,65.31,2.49,1.94,3.55,40.63,39.87,18.12,59.5,7.18,15.12,86.34,0.56,325.23,0.05,,31.48,01-Jan-2020 - 00:00,"Ballygunge, Kolkata - WBPCB"
