from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Xylene,Toluene,MP-Xylene,Eth-Benzene,AT,RH,WS,WD,VWS,BP,SR,RF,to date,station
21-May-2019 - 00:00,30.98,88.65,27.1,3.45,29.4,3.07,2.04,0.4,20.55,1.86,2.05,0.47,2.9,2.28,32.12,71.71,0.9,224.11,0.3,,290.11,0.0,22-May-2019 - 00:00,"Belur Math, Howrah - WBPCB"
22-May-2019 - 00:00,29.79,89.69,25.02,5.91,28.98,3.18,3.22,0.39,24.17,1.94,1.95,0.46,2.74,2.11,32.05,71.36,1.08,200.0,0.26,,275.87,0.0,23-May-2019 - 00:00,"Belur Math, Howrah - WBPCB"
23-May-2019 - 00:00,26.8,82.74,18.99,3.1,21.07,2.21,12.37,0.33,32.77,1.48,1.86,0.47,2.59,1.99,30.6,68.92,1.39,169.73,0.15,,290.87,0.0,24-May-2019 - 00:00,"Belur Math, Howrah - WBPCB"
24-May-2019 - 00:00,23.49,87.54,30.3,6.42,35.41,3.76,10.52,0.36,22.28,1.75,1.98,0.45,2.72,2.15,32.0,67.68,1.02,223.33,0.33,999.15,255.87,0.0,25-May-2019 - 00:00,"Belur Math, Howrah - WBPCB"
25-May-2019 - 00:00,23.54,75.32,27.9,5.78,32.16,3.45,7.53,0.41,24.71,2.97,1.94,0.44,2.61,2.04,29.33,76.76,1.03,204.05,0.26,998.14,112.45,0.04,26-May-2019 - 00:00,"Belur Math, Howrah - WBPCB"
26-May-2019 - 00:00,34.41,89.18,28.9,3.9,32.23,3.37,6.84,0.42,24.05,2.38,1.97,0.46,2.58,2.09,30.85,74.58,0.77,202.07,0.24,998.71,175.6,0.0,27-May-2019 - 00:00,"Belur Math, Howrah - WBPCB"
27-May-2019 - 00:00,40.07,105.05,25.48,4.62,29.03,3.17,4.17,0.42,24.4,1.8,1.76,0.4,2.37,1.85,32.18,72.23,0.96,220.37,0.3,998.8,184.5,0.0,28-May-2019 - 00:00,"Belur Math, Howrah - WBPCB"
28-May-2019 - 00:00,31.43,86.24,25.06,3.1,27.43,2.84,4.98,0.41,27.62,1.75,1.74,0.41,2.32,1.85,32.1,70.39,0.89,199.09,0.22,998.74,188.58,0.0,29-May-2019 - 00:00,"Belur Math, Howrah - WBPCB"
29-May-2019 - 00:00,35.07,90.33,27.19,3.15,29.22,3.01,9.69,0.43,35.82,2.58,1.71,0.43,2.26,1.77,32.32,68.61,0.83,189.24,0.2,997.98,175.16,0.0,30-May-2019 - 00:00,"Belur Math, Howrah - WBPCB"
30-May-2019 - 00:00,36.66,89.88,24.21,3.25,26.87,2.81,8.75,0.37,27.28,1.66,1.66,0.4,2.21,1.71,32.01,71.03,0.95,214.96,0.3,997.91,178.64,0.0,31-May-2019 - 00:00,"Belur Math, Howrah - WBPCB"
31-May-2019 - 00:00,25.52,76.69,22.24,4.23,25.05,2.68,10.63,0.35,24.88,1.45,1.61,0.36,2.05,1.59,31.03,69.65,1.2,171.88,0.19,998.97,146.87,0.0,01-Jun-2019 - 00:00,"Belur Math, Howrah - WBPCB"
01-Jun-2019 - 00:00,31.27,84.46,31.04,2.97,33.69,3.46,18.57,0.43,35.41,2.34,1.65,0.38,2.1,1.7,31.55,66.28,0.8,180.68,0.17,998.98,164.44,0.0,02-Jun-2019 - 00:00,"Belur Math, Howrah - WBPCB"
02-Jun-2019 - 00:00,21.54,64.46,20.46,3.21,21.95,2.27,6.38,0.35,30.14,1.17,1.43,0.35,1.86,1.42,28.9,77.98,1.32,187.85,0.16,999.75,121.3,0.24,03-Jun-2019 - 00:00,"Belur Math, Howrah - WBPCB"
03-Jun-2019 - 00:00,35.24,75.52,33.94,3.65,36.85,3.8,18.62,0.47,48.95,1.97,1.61,0.38,2.01,1.63,29.47,69.69,0.73,176.73,0.09,999.42,155.74,0.0,04-Jun-2019 - 00:00,"Belur Math, Howrah - WBPCB"
04-Jun-2019 - 00:00,33.4,82.82,31.79,4.56,35.53,3.73,12.98,0.41,24.44,1.63,1.5,0.31,1.92,1.52,30.77,72.33,0.87,224.48,0.27,997.36,129.71,0.0,05-Jun-2019 - 00:00,"Belur Math, Howrah - WBPCB"
05-Jun-2019 - 00:00,27.5,65.22,25.93,2.33,27.26,2.79,6.96,0.42,22.3,1.67,1.41,0.31,1.86,1.41,28.29,82.92,0.82,176.62,0.15,997.95,64.12,0.01,06-Jun-2019 - 00:00,"Belur Math, Howrah - WBPCB"
06-Jun-2019 - 00:00,17.84,38.35,12.28,0.37,11.84,1.16,3.47,0.33,35.22,1.23,1.45,0.38,1.77,1.42,28.51,82.55,1.28,83.92,-0.13,998.77,150.66,0.0,07-Jun-2019 - 00:00,"Belur Math, Howrah - WBPCB"
07-Jun-2019 - 00:00,15.84,33.15,12.51,1.86,12.99,1.73,3.75,0.35,41.21,1.25,1.34,0.37,1.65,1.3,28.56,81.2,1.17,87.83,-0.1,999.92,103.59,0.0,08-Jun-2019 - 00:00,"Belur Math, Howrah - WBPCB"
08-Jun-2019 - 00:00,12.87,28.1,10.66,2.08,11.83,1.97,3.63,0.29,39.67,1.07,1.36,0.37,1.64,1.35,30.04,75.29,1.2,86.38,-0.13,998.75,186.83,0.0,09-Jun-2019 - 00:00,"Belur Math, Howrah - WBPCB"
09-Jun-2019 - 00:00,32.31,69.57,24.63,5.28,29.23,3.84,9.17,0.36,33.92,1.8,1.35,0.33,1.69,1.39,31.93,72.48,0.58,188.49,0.1,996.92,144.79,0.0,10-Jun-2019 - 00:00,"Belur Math, Howrah - WBPCB"
10-Jun-2019 - 00:00,27.98,72.03,17.73,3.47,20.48,2.85,2.04,0.36,31.34,1.58,1.71,0.3,2.03,1.65,32.13,72.79,0.86,181.8,0.19,995.76,144.31,0.0,11-Jun-2019 - 00:00,"Belur Math, Howrah - WBPCB"
11-Jun-2019 - 00:00,27.86,66.02,15.52,2.59,17.49,2.54,3.31,0.38,36.17,0.98,1.3,0.35,1.63,1.47,32.09,71.58,0.85,162.1,0.11,995.65,170.74,0.0,12-Jun-2019 - 00:00,"Belur Math, Howrah - WBPCB"
12-Jun-2019 - 00:00,27.26,70.72,14.11,3.92,17.25,2.57,2.05,0.34,32.15,10.83,12.93,0.93,21.07,7.61,31.73,76.46,0.91,122.31,0.01,995.87,156.4,0.04,13-Jun-2019 - 00:00,"Belur Math, Howrah - WBPCB"
13-Jun-2019 - 00:00,41.78,86.21,43.3,5.93,48.05,5.68,16.11,0.53,68.04,0.56,4.09,0.42,4.82,2.72,30.63,72.11,0.46,188.64,0.09,995.05,172.98,0.0,14-Jun-2019 - 00:00,"Belur Math, Howrah - WBPCB"
14-Jun-2019 - 00:00,43.24,96.26,34.6,6.13,39.51,4.89,2.49,0.5,67.74,0.22,1.79,0.32,2.19,1.56,32.65,71.59,0.69,180.1,0.07,993.73,161.45,0.0,15-Jun-2019 - 00:00,"Belur Math, Howrah - WBPCB"
15-Jun-2019 - 00:00,32.83,79.96,30.0,4.06,33.23,4.14,6.23,0.42,45.63,0.16,1.68,0.3,2.01,2.04,30.46,77.37,0.87,187.11,0.26,994.25,84.72,0.0,16-Jun-2019 - 00:00,"Belur Math, Howrah - WBPCB"
16-Jun-2019 - 00:00,28.88,69.45,28.87,3.96,32.04,4.07,11.58,0.38,52.35,0.17,1.29,0.27,1.59,1.2,32.43,69.93,0.77,223.29,0.28,994.16,159.55,0.0,17-Jun-2019 - 00:00,"Belur Math, Howrah - WBPCB"
17-Jun-2019 - 00:00,42.26,112.02,42.06,3.09,42.06,4.85,10.32,0.56,42.2,0.18,1.51,0.27,1.84,1.65,32.22,71.94,0.6,226.48,0.23,994.45,90.14,0.0,18-Jun-2019 - 00:00,"Belur Math, Howrah - WBPCB"
18-Jun-2019 - 00:00,44.35,87.73,27.57,3.27,26.76,3.31,4.45,0.6,33.18,3.71,1.87,0.29,2.15,1.74,30.72,81.48,0.72,139.3,0.05,995.0,108.73,0.08,19-Jun-2019 - 00:00,"Belur Math, Howrah - WBPCB"
19-Jun-2019 - 00:00,43.11,90.58,31.1,19.62,28.51,3.8,1.59,0.52,46.84,4.27,1.35,0.3,1.6,1.26,31.21,78.78,0.73,120.87,-0.0,995.32,165.12,0.06,20-Jun-2019 - 00:00,"Belur Math, Howrah - WBPCB"
20-Jun-2019 - 00:00,38.0,81.36,29.17,7.52,34.84,4.42,8.34,0.45,31.34,4.79,1.39,0.28,1.73,1.44,30.85,76.02,0.66,130.68,0.01,996.55,134.08,0.01,21-Jun-2019 - 00:00,"Belur Math, Howrah - WBPCB"
21-Jun-2019 - 00:00,17.43,36.79,16.57,6.7,18.73,4.05,3.77,0.32,31.43,2.25,1.15,0.24,1.33,0.98,28.96,85.24,1.46,105.19,-0.18,996.38,79.15,0.03,22-Jun-2019 - 00:00,"Belur Math, Howrah - WBPCB"
22-Jun-2019 - 00:00,21.72,47.93,19.79,12.12,29.48,8.46,8.59,0.42,34.72,2.37,1.24,0.22,1.38,1.32,29.97,78.11,0.83,166.87,0.19,997.91,151.96,0.04,23-Jun-2019 - 00:00,"Belur Math, Howrah - WBPCB"
23-Jun-2019 - 00:00,16.28,40.44,15.11,12.17,24.85,7.92,5.85,0.29,30.06,2.01,1.01,0.2,1.19,0.88,30.78,73.9,0.65,171.25,0.17,999.06,140.67,0.0,24-Jun-2019 - 00:00,"Belur Math, Howrah - WBPCB"
24-Jun-2019 - 00:00,25.28,64.3,27.92,12.23,38.34,12.65,10.83,0.39,29.93,1.91,1.01,0.18,1.23,0.96,31.47,73.12,0.67,218.92,0.24,,125.16,0.02,25-Jun-2019 - 00:00,"Belur Math, Howrah - WBPCB"
25-Jun-2019 - 00:00,26.51,73.06,29.4,8.19,37.62,11.72,9.48,0.35,18.14,2.21,1.71,0.2,2.05,1.85,31.78,71.78,0.88,231.52,0.33,999.7,140.43,0.0,26-Jun-2019 - 00:00,"Belur Math, Howrah - WBPCB"
26-Jun-2019 - 00:00,23.33,63.1,26.98,8.11,34.97,14.93,16.85,0.33,22.42,1.63,1.04,0.17,1.25,1.12,31.83,70.68,1.05,231.35,0.38,997.84,160.89,0.0,27-Jun-2019 - 00:00,"Belur Math, Howrah - WBPCB"
27-Jun-2019 - 00:00,27.09,68.38,30.17,8.88,39.06,13.63,16.49,0.38,23.16,1.76,0.98,0.17,1.22,1.06,31.56,72.78,0.92,231.54,0.34,995.48,123.91,0.0,28-Jun-2019 - 00:00,"Belur Math, Howrah - WBPCB"
28-Jun-2019 - 00:00,35.36,72.33,38.07,3.93,41.76,15.1,17.87,0.5,43.66,2.84,1.09,0.19,1.3,1.17,30.42,74.63,0.75,229.89,0.27,994.23,78.17,0.0,29-Jun-2019 - 00:00,"Belur Math, Howrah - WBPCB"
29-Jun-2019 - 00:00,44.65,79.82,36.58,10.09,45.04,13.85,3.29,0.58,41.17,4.13,1.28,0.22,1.45,1.19,29.75,82.67,0.7,160.3,0.04,993.61,97.52,0.14,30-Jun-2019 - 00:00,"Belur Math, Howrah - WBPCB"
30-Jun-2019 - 00:00,35.39,73.02,43.39,17.4,62.89,19.89,6.79,0.7,11.82,5.61,1.45,0.21,1.75,1.29,28.25,87.76,0.25,205.25,0.1,993.2,34.42,0.0,01-Jul-2019 - 00:00,"Belur Math, Howrah - WBPCB"
01-Jul-2019 - 00:00,19.87,39.54,14.42,2.31,16.01,13.37,2.91,0.29,34.14,1.75,0.92,0.18,1.03,0.78,28.82,83.85,2.06,91.91,-0.34,991.66,116.19,0.02,02-Jul-2019 - 00:00,"Belur Math, Howrah - WBPCB"
02-Jul-2019 - 00:00,16.59,28.92,14.44,0.59,14.96,15.13,3.92,0.35,40.62,1.81,1.06,0.16,1.16,0.85,28.49,86.81,1.33,96.22,-0.12,992.6,109.61,0.09,03-Jul-2019 - 00:00,"Belur Math, Howrah - WBPCB"
03-Jul-2019 - 00:00,28.62,54.2,33.69,3.16,36.62,13.38,12.13,0.44,41.43,2.68,0.94,0.18,1.12,0.86,29.3,80.39,0.57,182.46,0.15,994.64,117.63,0.01,04-Jul-2019 - 00:00,"Belur Math, Howrah - WBPCB"
04-Jul-2019 - 00:00,38.54,74.84,45.05,9.7,52.83,16.14,12.74,0.5,31.9,2.43,0.98,0.17,1.15,0.85,30.44,77.19,0.44,218.1,0.13,993.63,110.49,0.12,05-Jul-2019 - 00:00,"Belur Math, Howrah - WBPCB"
05-Jul-2019 - 00:00,28.82,54.93,19.49,1.72,21.94,10.4,5.65,0.33,35.78,1.83,0.81,0.17,0.91,0.67,29.58,80.33,1.08,104.45,-0.11,991.04,129.93,0.0,06-Jul-2019 - 00:00,"Belur Math, Howrah - WBPCB"
06-Jul-2019 - 00:00,51.98,93.85,52.81,21.93,74.75,21.28,11.41,0.96,19.38,3.74,1.65,0.21,1.98,1.66,28.3,87.42,0.57,235.15,0.26,989.13,57.87,0.2,07-Jul-2019 - 00:00,"Belur Math, Howrah - WBPCB"
07-Jul-2019 - 00:00,32.9,77.35,29.8,7.93,37.74,13.49,10.79,0.3,7.86,1.71,1.0,0.15,1.18,1.09,27.14,87.4,0.57,240.11,0.26,990.35,25.68,0.0,08-Jul-2019 - 00:00,"Belur Math, Howrah - WBPCB"
08-Jul-2019 - 00:00,44.9,75.79,35.24,11.2,40.25,20.03,7.05,0.39,20.76,2.02,1.56,0.2,1.8,1.34,30.44,79.03,0.9,231.12,0.35,994.08,126.1,0.12,09-Jul-2019 - 00:00,"Belur Math, Howrah - WBPCB"
09-Jul-2019 - 00:00,31.95,84.06,34.03,6.26,40.28,16.99,8.04,0.38,21.05,2.54,1.68,0.17,1.72,1.48,30.62,77.39,0.9,230.8,0.34,994.59,123.04,0.0,10-Jul-2019 - 00:00,"Belur Math, Howrah - WBPCB"
10-Jul-2019 - 00:00,34.91,80.27,40.89,11.28,52.1,17.82,13.12,0.5,16.8,2.44,1.07,0.15,1.26,1.05,29.71,80.72,0.71,235.78,0.27,994.79,98.22,0.04,11-Jul-2019 - 00:00,"Belur Math, Howrah - WBPCB"
11-Jul-2019 - 00:00,39.11,87.33,36.79,9.87,46.66,13.48,8.03,0.44,13.24,2.38,1.1,0.16,1.29,1.1,29.37,83.11,0.81,231.77,0.31,997.01,63.31,0.0,12-Jul-2019 - 00:00,"Belur Math, Howrah - WBPCB"
12-Jul-2019 - 00:00,36.97,83.03,38.73,9.12,47.85,12.18,6.7,0.46,16.11,2.05,0.93,0.13,1.1,0.9,29.97,79.83,0.77,231.21,0.28,998.44,83.38,0.0,13-Jul-2019 - 00:00,"Belur Math, Howrah - WBPCB"
13-Jul-2019 - 00:00,42.31,94.16,40.7,7.03,47.74,11.16,8.88,0.47,25.31,2.05,0.92,0.14,1.06,0.9,31.08,76.59,0.8,235.06,0.27,997.71,112.5,0.0,14-Jul-2019 - 00:00,"Belur Math, Howrah - WBPCB"
14-Jul-2019 - 00:00,38.95,86.56,36.29,6.0,42.28,9.56,13.76,0.39,36.88,1.83,0.84,0.14,0.95,0.7,32.11,70.5,0.69,235.08,0.23,995.9,138.56,0.0,15-Jul-2019 - 00:00,"Belur Math, Howrah - WBPCB"
15-Jul-2019 - 00:00,47.43,100.66,45.6,6.91,52.5,14.39,19.95,0.5,28.32,4.41,1.74,0.15,1.66,1.62,32.55,68.54,0.56,233.93,0.19,995.16,115.15,0.0,16-Jul-2019 - 00:00,"Belur Math, Howrah - WBPCB"
16-Jul-2019 - 00:00,49.49,107.05,49.22,17.52,66.76,16.39,18.83,0.73,25.58,5.95,1.3,0.21,1.47,1.27,30.59,74.29,0.48,190.88,0.11,996.76,104.85,0.02,17-Jul-2019 - 00:00,"Belur Math, Howrah - WBPCB"
17-Jul-2019 - 00:00,58.56,101.59,33.44,15.83,48.27,18.35,16.03,0.44,31.15,6.36,1.36,0.2,1.58,1.34,31.42,70.37,0.73,131.67,0.0,996.66,145.27,0.0,18-Jul-2019 - 00:00,"Belur Math, Howrah - WBPCB"
18-Jul-2019 - 00:00,35.84,68.34,23.76,7.38,31.11,15.64,12.07,0.32,24.88,2.42,0.85,0.15,0.93,0.68,31.56,71.42,0.78,154.26,0.02,996.46,103.62,0.0,19-Jul-2019 - 00:00,"Belur Math, Howrah - WBPCB"
19-Jul-2019 - 00:00,19.55,40.2,14.88,2.58,17.45,13.38,13.76,0.28,30.12,1.76,0.72,0.13,0.74,0.57,31.11,70.51,0.95,119.02,0.02,997.59,122.59,0.0,20-Jul-2019 - 00:00,"Belur Math, Howrah - WBPCB"
20-Jul-2019 - 00:00,28.31,57.33,22.16,5.96,28.11,13.35,13.84,0.33,23.8,1.78,0.71,0.11,0.79,0.58,31.26,70.89,0.75,170.51,0.19,999.1,127.28,0.0,21-Jul-2019 - 00:00,"Belur Math, Howrah - WBPCB"
21-Jul-2019 - 00:00,28.2,56.58,21.52,3.75,25.27,11.35,15.42,0.3,23.88,1.23,0.66,0.11,0.72,0.51,31.3,72.37,0.75,225.15,0.28,999.13,114.38,0.0,22-Jul-2019 - 00:00,"Belur Math, Howrah - WBPCB"
22-Jul-2019 - 00:00,21.9,58.11,24.85,9.82,34.68,13.06,15.79,0.31,13.09,1.37,0.68,0.1,0.75,0.56,31.6,70.73,0.85,229.54,0.29,998.54,129.42,0.0,23-Jul-2019 - 00:00,"Belur Math, Howrah - WBPCB"
23-Jul-2019 - 00:00,18.55,50.63,22.78,11.48,34.26,14.12,16.5,0.3,12.45,1.47,0.71,0.11,0.78,0.57,31.41,69.14,0.81,228.43,0.3,997.79,103.67,0.0,24-Jul-2019 - 00:00,"Belur Math, Howrah - WBPCB"
24-Jul-2019 - 00:00,21.1,55.65,28.98,10.1,39.09,14.37,20.08,0.35,18.15,1.43,0.79,0.12,0.87,0.77,30.84,71.93,0.58,204.05,0.16,997.34,130.29,0.0,25-Jul-2019 - 00:00,"Belur Math, Howrah - WBPCB"
25-Jul-2019 - 00:00,49.44,87.67,53.24,16.87,70.11,19.41,24.27,0.56,27.67,3.83,1.07,0.15,1.2,1.03,29.3,80.18,0.39,188.42,0.06,996.99,87.0,0.07,26-Jul-2019 - 00:00,"Belur Math, Howrah - WBPCB"
26-Jul-2019 - 00:00,37.48,63.69,37.81,16.33,54.14,15.62,9.88,0.42,18.59,2.63,0.86,0.12,0.96,0.76,27.77,88.26,0.67,158.83,-0.0,994.76,63.46,0.1,27-Jul-2019 - 00:00,"Belur Math, Howrah - WBPCB"
27-Jul-2019 - 00:00,27.56,52.51,31.93,5.47,37.4,13.17,12.57,0.4,17.64,2.85,0.78,0.11,0.88,0.67,28.63,82.54,0.64,126.25,0.02,994.07,103.2,0.01,28-Jul-2019 - 00:00,"Belur Math, Howrah - WBPCB"
28-Jul-2019 - 00:00,8.67,22.62,10.83,1.42,12.25,8.84,6.86,0.24,17.52,0.81,0.52,0.09,0.5,0.37,28.06,87.37,1.82,85.48,-0.24,994.77,101.07,0.14,29-Jul-2019 - 00:00,"Belur Math, Howrah - WBPCB"
29-Jul-2019 - 00:00,9.47,31.69,19.33,2.51,21.85,10.01,9.13,0.32,18.63,2.28,0.59,0.11,0.6,0.44,27.46,89.67,1.05,104.4,-0.03,996.15,79.32,0.23,30-Jul-2019 - 00:00,"Belur Math, Howrah - WBPCB"
30-Jul-2019 - 00:00,25.51,58.67,28.83,5.21,34.05,10.92,10.68,0.35,14.1,2.49,0.72,0.12,0.76,0.55,29.11,80.94,0.71,180.56,0.24,998.06,110.16,0.0,31-Jul-2019 - 00:00,"Belur Math, Howrah - WBPCB"
31-Jul-2019 - 00:00,29.81,71.0,39.14,7.96,47.11,15.24,16.18,0.42,16.15,2.8,0.81,0.13,0.88,0.69,29.81,76.27,0.57,216.38,0.21,996.86,95.97,0.0,01-Aug-2019 - 00:00,"Belur Math, Howrah - WBPCB"
01-Aug-2019 - 00:00,30.94,61.88,31.51,10.86,42.72,16.67,17.14,0.35,27.9,2.51,0.93,0.2,0.94,0.82,29.91,74.54,0.71,170.48,0.09,995.7,122.75,0.0,02-Aug-2019 - 00:00,"Belur Math, Howrah - WBPCB"
