from date,BP,PM2.5,PM10,RF,RH,SR,WD,WS,Benzene,Eth-Benzene,MP-Xylene,O Xylene,Ozone,Toluene,CO,NH3,NO,NO2,NOx,SO2,to date,station
12-Aug-2019 - 00:00,737.51,43.38,98.79,0.0,75.53,155.84,225.3,0.8,0.6,0.32,0.33,0.17,27.49,2.28,0.55,11.23,30.15,50.39,69.07,10.95,13-Aug-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
13-Aug-2019 - 00:00,737.64,49.28,104.2,0.0,78.42,149.24,231.11,1.14,1.92,0.67,0.66,0.31,28.47,2.31,0.55,6.36,11.52,30.22,40.27,11.42,14-Aug-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
14-Aug-2019 - 00:00,738.73,49.62,104.6,0.0,83.92,131.13,170.17,0.64,0.9,0.99,0.97,0.44,24.2,3.64,0.72,8.63,24.65,23.22,41.3,10.32,15-Aug-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
15-Aug-2019 - 00:00,738.81,48.59,107.23,0.18,80.15,136.84,85.24,0.78,0.79,1.25,1.14,0.47,25.12,2.65,0.59,7.58,16.43,11.79,28.17,9.37,16-Aug-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
16-Aug-2019 - 00:00,736.33,32.64,73.53,0.0,83.19,95.98,63.38,0.78,0.41,0.15,0.17,0.1,28.19,1.85,0.51,13.1,14.1,17.3,23.76,8.63,17-Aug-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
17-Aug-2019 - 00:00,736.25,40.25,108.49,0.12,96.41,73.15,127.75,0.99,0.35,0.59,0.47,0.18,23.13,1.97,0.45,15.06,12.17,22.27,32.05,10.29,18-Aug-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
18-Aug-2019 - 00:00,739.69,54.96,197.9,0.0,82.81,146.7,225.77,1.14,0.49,0.33,0.34,0.16,26.33,3.89,0.49,14.12,10.16,20.36,30.52,12.17,19-Aug-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
19-Aug-2019 - 00:00,741.85,78.3,150.6,0.0,74.24,173.43,234.8,0.77,0.79,0.48,0.55,0.28,15.57,3.14,0.64,17.27,11.27,20.42,31.24,13.13,20-Aug-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
20-Aug-2019 - 00:00,741.49,85.69,164.31,0.0,71.59,166.54,278.04,1.31,0.93,0.51,0.56,0.26,29.34,2.67,1.03,24.31,9.75,20.51,29.64,15.84,21-Aug-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
21-Aug-2019 - 00:00,739.74,108.63,193.45,0.0,66.31,152.91,243.11,1.0,0.91,1.24,1.27,0.4,30.71,2.28,0.47,24.39,9.85,20.64,28.85,11.58,22-Aug-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
22-Aug-2019 - 00:00,740.2,94.98,163.73,0.0,64.38,154.36,201.53,0.9,0.91,0.69,0.89,0.36,25.34,2.62,0.51,23.69,10.28,20.54,30.51,13.17,23-Aug-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
23-Aug-2019 - 00:00,739.86,94.9,167.85,0.0,63.66,172.91,215.64,1.0,0.92,1.32,1.18,0.61,26.2,3.62,0.56,23.81,10.22,20.45,29.59,10.55,24-Aug-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
24-Aug-2019 - 00:00,740.02,75.13,151.49,0.0,69.62,121.15,180.1,0.8,0.72,0.86,0.89,0.47,15.46,2.89,0.49,19.89,13.28,20.18,33.12,9.02,25-Aug-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
25-Aug-2019 - 00:00,740.52,47.29,93.76,0.0,82.14,105.58,108.07,0.66,0.59,0.33,0.31,0.2,25.47,3.1,1.11,19.6,10.04,18.99,27.27,7.52,26-Aug-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
26-Aug-2019 - 00:00,739.8,51.41,94.29,0.0,74.71,164.4,107.62,0.57,0.57,0.28,0.31,0.19,29.55,3.1,0.53,22.16,11.92,20.61,32.16,8.82,27-Aug-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
27-Aug-2019 - 00:00,739.38,62.77,135.7,0.0,79.76,50.07,123.93,0.41,0.89,0.3,0.52,0.26,11.46,2.49,1.02,26.5,7.8,20.59,25.8,4.52,28-Aug-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
28-Aug-2019 - 00:00,739.44,67.4,152.57,0.0,69.06,174.94,115.48,0.5,1.43,0.3,0.4,0.23,31.28,2.69,0.7,25.79,7.21,22.01,29.21,4.18,29-Aug-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
29-Aug-2019 - 00:00,740.06,66.73,158.63,0.0,72.54,160.38,117.02,0.62,0.99,0.36,0.39,0.23,31.42,2.23,0.67,25.61,7.42,23.82,29.54,5.39,30-Aug-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
30-Aug-2019 - 00:00,737.8,96.64,203.19,0.0,68.6,165.95,112.92,0.53,0.75,0.32,0.37,0.23,32.15,2.19,0.62,26.64,8.42,23.92,31.85,6.54,31-Aug-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
31-Aug-2019 - 00:00,735.76,55.64,187.26,0.0,67.84,118.61,154.17,0.52,0.9,0.88,0.9,0.38,36.09,2.39,0.58,24.07,8.45,23.07,31.52,4.42,01-Sep-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
01-Sep-2019 - 00:00,737.53,37.03,93.97,0.0,79.46,71.69,105.87,0.53,1.0,1.69,1.3,0.5,24.13,2.03,0.61,28.1,8.11,23.45,31.23,7.77,02-Sep-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
02-Sep-2019 - 00:00,737.9,51.07,94.51,0.0,76.33,135.41,118.2,0.5,0.94,0.53,0.63,0.4,31.99,2.52,0.6,26.4,6.86,23.46,30.14,7.36,03-Sep-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
03-Sep-2019 - 00:00,736.97,66.46,168.96,0.0,73.86,79.9,178.32,0.51,1.69,1.46,1.43,0.73,36.02,2.16,0.68,25.16,5.12,24.93,30.05,5.44,04-Sep-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
04-Sep-2019 - 00:00,736.69,57.89,166.63,0.0,76.36,80.03,123.37,0.48,1.17,0.91,0.85,0.37,32.38,1.26,0.7,27.24,6.6,25.07,31.68,6.12,05-Sep-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
05-Sep-2019 - 00:00,737.43,73.94,158.13,0.33,79.2,149.02,119.79,0.57,2.31,1.28,1.15,0.69,31.58,2.57,0.6,24.63,6.1,25.24,29.48,5.51,06-Sep-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
06-Sep-2019 - 00:00,736.68,35.16,110.63,0.0,76.6,179.9,122.92,0.6,1.16,1.24,1.0,0.57,33.81,2.47,0.55,27.37,6.25,28.96,35.02,5.74,07-Sep-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
07-Sep-2019 - 00:00,737.19,47.73,95.03,0.0,81.46,133.68,125.69,0.65,1.15,2.05,1.52,0.68,23.9,2.39,0.45,26.24,8.3,27.4,22.72,5.61,08-Sep-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
08-Sep-2019 - 00:00,738.88,53.04,86.47,0.0,75.23,160.71,91.48,0.53,1.34,0.92,0.83,0.51,33.26,2.78,0.5,,,,,5.71,09-Sep-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
09-Sep-2019 - 00:00,737.69,84.39,181.13,0.0,67.22,163.86,203.94,0.73,3.64,1.3,1.21,0.75,35.34,2.23,0.61,49.96,14.12,51.92,38.32,5.33,10-Sep-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
10-Sep-2019 - 00:00,737.23,86.38,245.71,0.0,62.01,163.87,180.12,0.67,8.86,3.06,3.3,2.51,31.9,6.4,0.7,32.21,13.31,40.7,53.93,5.05,11-Sep-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
11-Sep-2019 - 00:00,738.38,106.36,181.37,0.0,61.86,163.47,156.83,0.57,3.12,0.7,0.53,0.39,38.26,10.16,0.55,33.41,4.53,33.02,36.5,4.3,12-Sep-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
12-Sep-2019 - 00:00,739.66,74.05,122.25,0.0,71.54,125.17,127.39,0.59,1.46,0.57,0.34,0.17,31.58,3.47,0.61,30.64,5.3,27.93,33.24,5.1,13-Sep-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
13-Sep-2019 - 00:00,740.76,44.25,105.26,0.0,72.27,173.24,112.9,0.55,1.04,0.31,0.33,0.13,32.36,0.73,0.51,27.11,4.92,21.22,26.14,6.68,14-Sep-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
14-Sep-2019 - 00:00,741.33,40.41,99.63,0.0,74.92,129.68,104.87,0.5,0.85,0.11,0.05,0.03,34.3,0.73,0.45,27.89,6.61,19.99,24.7,6.31,15-Sep-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
15-Sep-2019 - 00:00,739.53,42.47,102.56,0.0,76.03,121.77,101.66,0.49,0.87,0.07,0.05,0.02,30.08,0.54,0.52,26.17,5.13,20.76,26.01,5.99,16-Sep-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
16-Sep-2019 - 00:00,738.26,75.75,127.99,0.0,66.22,151.57,193.26,0.64,2.39,2.01,1.86,0.62,32.66,4.56,0.6,28.05,18.33,38.4,56.69,6.27,17-Sep-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
17-Sep-2019 - 00:00,739.89,71.46,130.86,0.0,65.85,144.45,169.89,0.71,1.68,1.86,1.32,0.51,34.98,2.78,0.6,33.28,11.91,29.29,39.71,5.51,18-Sep-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
18-Sep-2019 - 00:00,744.59,49.11,113.5,0.0,70.83,168.07,114.33,0.55,0.69,0.4,0.27,0.1,40.17,1.06,0.53,33.57,9.96,17.18,27.09,9.31,19-Sep-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
19-Sep-2019 - 00:00,745.3,41.28,99.65,0.0,68.11,192.26,108.43,0.52,0.44,0.02,0.0,0.0,43.49,1.54,0.37,26.23,5.16,21.73,23.04,8.62,20-Sep-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
20-Sep-2019 - 00:00,740.9,46.92,93.61,0.0,72.73,143.32,126.06,0.56,1.02,0.64,0.52,0.19,26.92,0.84,0.5,26.26,7.33,26.0,33.3,4.6,21-Sep-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
21-Sep-2019 - 00:00,740.87,53.67,101.06,0.0,75.36,152.63,118.43,0.52,3.88,5.07,5.06,3.37,27.81,6.89,0.58,27.34,14.06,26.68,40.74,9.57,22-Sep-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
22-Sep-2019 - 00:00,741.42,33.65,84.28,0.0,85.75,59.25,116.32,0.59,0.84,0.58,0.62,0.31,22.92,8.68,0.43,27.33,18.31,21.61,36.59,6.29,23-Sep-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
23-Sep-2019 - 00:00,741.39,34.41,82.34,0.0,80.71,116.78,117.98,0.55,0.55,0.15,0.23,0.09,31.01,6.08,0.56,22.1,4.7,21.12,25.54,7.72,24-Sep-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
24-Sep-2019 - 00:00,740.41,50.97,106.72,0.0,79.74,89.01,106.52,0.57,1.03,0.86,1.34,1.02,25.01,4.91,0.55,21.93,5.41,19.21,24.52,11.48,25-Sep-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
25-Sep-2019 - 00:00,741.41,50.04,124.41,0.0,78.12,171.5,105.71,0.55,0.98,0.03,0.06,0.07,33.54,3.55,0.5,20.59,5.25,21.17,25.84,11.04,26-Sep-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
26-Sep-2019 - 00:00,741.68,49.56,112.16,0.0,76.62,107.34,88.36,0.45,1.41,0.05,0.11,0.06,25.21,3.22,0.67,21.6,9.82,22.14,26.27,10.79,27-Sep-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
27-Sep-2019 - 00:00,740.72,49.33,90.5,0.0,79.28,93.07,64.82,0.61,1.01,0.01,0.01,0.01,18.79,1.92,0.55,25.53,26.14,49.34,51.66,15.26,28-Sep-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
28-Sep-2019 - 00:00,738.98,46.1,91.92,0.0,78.27,122.95,74.62,0.61,0.55,0.0,0.01,0.0,25.91,0.61,0.49,32.19,2.07,39.22,41.28,5.08,29-Sep-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
29-Sep-2019 - 00:00,739.64,31.48,91.78,0.0,82.07,111.25,108.47,0.51,0.2,0.0,0.0,0.0,22.69,0.4,0.42,28.27,2.46,33.79,36.25,4.73,30-Sep-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
30-Sep-2019 - 00:00,738.63,41.55,98.21,0.0,80.13,100.25,137.4,0.65,0.49,0.02,0.05,0.02,26.99,0.99,0.42,26.1,3.18,32.48,35.66,4.85,01-Oct-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
01-Oct-2019 - 00:00,741.32,41.16,149.91,0.02,81.96,141.56,113.42,0.58,0.96,0.01,0.03,0.01,27.62,0.62,0.53,23.38,2.76,32.14,34.85,4.98,02-Oct-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
02-Oct-2019 - 00:00,742.95,53.82,123.18,0.05,73.58,126.42,144.77,0.59,0.63,0.04,0.08,0.03,26.62,1.53,0.39,21.68,5.84,29.9,32.61,4.8,03-Oct-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
03-Oct-2019 - 00:00,739.29,52.75,144.18,0.2,63.0,172.5,178.42,0.71,1.44,0.62,0.56,0.16,38.22,5.83,0.43,19.33,9.94,27.96,35.06,5.58,04-Oct-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
04-Oct-2019 - 00:00,740.69,56.78,193.61,0.0,70.93,177.3,279.96,1.27,1.66,1.78,1.64,0.46,23.89,13.48,0.38,42.55,45.42,87.66,133.08,31.84,05-Oct-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
05-Oct-2019 - 00:00,740.15,55.89,311.34,0.0,60.4,152.41,270.81,1.29,2.11,1.06,1.06,0.44,22.13,30.7,0.55,34.51,42.86,77.1,119.96,59.56,06-Oct-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
06-Oct-2019 - 00:00,740.63,63.78,170.44,0.0,60.84,141.46,234.65,1.1,2.85,1.04,1.12,0.47,26.81,23.9,0.59,54.33,50.54,78.12,122.28,40.33,07-Oct-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
07-Oct-2019 - 00:00,741.75,83.05,212.22,0.0,64.18,102.97,291.3,1.49,2.07,1.9,1.34,0.58,17.77,25.92,0.67,56.2,65.37,97.26,137.53,41.88,08-Oct-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
08-Oct-2019 - 00:00,741.12,50.0,135.47,0.0,58.49,150.31,243.71,1.06,2.03,0.56,0.61,0.2,31.09,11.2,0.68,51.45,20.94,65.29,86.21,24.25,09-Oct-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
09-Oct-2019 - 00:00,740.64,55.29,168.37,0.0,53.78,139.56,137.11,0.55,3.65,2.11,2.3,0.99,30.71,5.67,0.62,30.98,7.3,45.67,52.97,20.67,10-Oct-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
10-Oct-2019 - 00:00,740.42,77.59,233.6,0.0,50.23,129.69,149.64,0.77,5.64,7.95,7.1,3.08,33.01,7.77,0.85,43.94,39.47,62.61,100.95,34.7,11-Oct-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
11-Oct-2019 - 00:00,740.31,77.98,213.2,0.0,53.39,136.71,203.4,0.87,3.38,3.84,3.51,1.7,28.98,13.96,0.8,42.93,24.81,63.44,88.1,39.26,12-Oct-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
12-Oct-2019 - 00:00,740.93,102.12,230.79,0.0,55.66,126.04,173.6,0.87,5.18,9.91,7.46,3.08,35.13,10.38,1.09,42.13,16.39,71.15,87.53,47.7,13-Oct-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
13-Oct-2019 - 00:00,741.18,103.11,252.12,0.0,51.83,127.39,175.34,0.74,4.82,11.24,6.91,3.28,31.33,7.98,1.1,35.69,9.76,54.83,64.36,31.84,14-Oct-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
14-Oct-2019 - 00:00,742.1,117.83,275.98,0.0,51.79,121.82,199.85,0.77,4.79,8.29,7.36,2.97,22.75,18.46,1.33,43.01,20.71,68.53,89.19,36.72,15-Oct-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
15-Oct-2019 - 00:00,742.73,126.8,288.77,0.0,49.97,125.2,141.39,0.68,5.64,21.58,19.35,8.75,26.26,6.86,1.38,48.72,13.72,65.7,78.19,26.11,16-Oct-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
16-Oct-2019 - 00:00,742.86,105.82,246.35,0.0,55.8,120.98,116.49,0.48,4.19,3.21,3.77,1.94,30.28,15.23,1.09,44.92,10.21,59.9,70.08,21.87,17-Oct-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
17-Oct-2019 - 00:00,742.52,101.3,238.78,0.0,53.79,106.72,129.64,0.53,1.53,0.36,0.66,0.39,40.02,19.76,1.1,39.47,10.04,65.26,75.29,35.0,18-Oct-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
18-Oct-2019 - 00:00,741.87,86.98,201.2,0.0,53.52,110.4,130.27,0.96,1.41,0.53,0.64,0.23,40.8,8.67,0.91,39.75,11.22,69.79,81.02,34.5,19-Oct-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
19-Oct-2019 - 00:00,744.16,83.13,193.41,0.0,53.36,97.8,178.62,0.81,3.05,4.01,3.14,1.96,31.55,12.72,0.82,53.65,16.54,72.17,84.43,47.42,20-Oct-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
20-Oct-2019 - 00:00,744.11,90.8,226.07,0.0,51.55,125.07,229.46,0.95,4.33,4.86,4.21,1.86,27.24,15.18,0.94,50.57,23.41,97.88,121.23,38.21,21-Oct-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
21-Oct-2019 - 00:00,742.45,100.62,229.87,0.0,48.79,126.3,259.16,1.05,5.26,5.22,4.66,2.1,24.12,33.52,1.19,52.02,67.51,123.06,183.25,51.37,22-Oct-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
22-Oct-2019 - 00:00,739.82,117.22,286.52,0.0,46.42,112.37,219.89,1.03,6.15,6.75,4.53,1.79,21.24,19.8,1.25,79.79,55.04,116.5,171.54,61.79,23-Oct-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
23-Oct-2019 - 00:00,738.91,118.05,373.82,0.0,41.2,126.79,207.34,0.82,3.59,5.38,4.47,2.29,21.02,11.93,1.2,74.38,66.61,128.02,194.59,50.13,24-Oct-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
24-Oct-2019 - 00:00,740.84,146.47,370.47,0.0,44.48,111.52,168.55,0.71,3.81,8.97,5.51,3.04,28.96,8.75,1.42,66.46,21.07,104.45,125.49,54.95,25-Oct-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
25-Oct-2019 - 00:00,740.84,117.28,267.19,0.0,53.38,110.68,114.91,0.58,2.69,1.35,1.15,0.59,29.8,5.01,1.38,59.89,54.36,66.45,111.32,39.14,26-Oct-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
26-Oct-2019 - 00:00,742.38,107.43,247.04,0.0,51.98,108.49,138.4,0.63,4.15,2.08,1.58,1.25,24.8,4.58,1.33,50.83,25.11,67.74,88.66,21.18,27-Oct-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
27-Oct-2019 - 00:00,741.96,103.74,275.18,0.0,51.99,107.09,209.39,0.72,2.39,1.34,1.76,0.67,28.71,6.21,1.28,40.71,15.71,57.05,72.4,20.03,28-Oct-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
