from date,NO2,NOx,NO,NH3,SO2,CO,Ozone,PM2.5,PM10,Benzene,Toluene,Eth-Benzene,MP-Xylene,RH,WS,WD,SR,RF,to date,station
04-Dec-2019 - 00:00,68.45,48.92,16.4,32.3,15.37,1.38,36.03,164.47,253.83,12.28,29.38,8.69,18.56,68.67,1.71,177.68,199.75,0.0,05-Dec-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
05-Dec-2019 - 00:00,73.51,65.92,34.88,34.8,9.95,1.3,28.45,171.04,265.14,13.03,21.8,5.15,10.51,81.63,1.87,188.1,157.66,0.0,06-Dec-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
06-Dec-2019 - 00:00,50.27,37.29,13.76,35.33,13.82,1.2,24.01,116.99,179.18,10.97,28.57,5.76,11.65,76.38,2.16,270.73,202.35,0.0,07-Dec-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
07-Dec-2019 - 00:00,52.44,34.13,8.4,34.49,13.3,1.17,21.9,130.38,189.82,11.41,30.05,6.55,13.63,77.72,1.95,258.3,195.02,0.0,08-Dec-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
08-Dec-2019 - 00:00,61.48,48.19,19.87,31.48,15.09,1.16,21.89,127.93,192.38,11.69,25.22,4.98,10.75,76.17,2.37,238.88,190.64,0.0,09-Dec-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
09-Dec-2019 - 00:00,46.43,27.18,2.95,33.04,11.58,1.1,35.99,160.29,211.49,10.02,21.16,3.66,7.92,74.28,2.56,287.11,176.14,0.0,10-Dec-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
10-Dec-2019 - 00:00,51.75,39.28,15.27,39.99,16.05,1.69,32.33,196.29,283.31,13.53,31.22,7.78,15.42,78.07,1.89,271.19,183.5,0.0,11-Dec-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
11-Dec-2019 - 00:00,79.63,82.05,50.44,31.44,12.06,1.68,27.95,215.97,322.09,17.05,32.47,9.17,17.17,80.3,1.06,172.82,177.02,0.0,12-Dec-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
12-Dec-2019 - 00:00,43.12,27.81,6.58,19.48,13.57,1.19,23.74,176.19,236.98,12.91,22.97,4.2,6.86,85.45,2.64,116.28,71.04,0.0,13-Dec-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
13-Dec-2019 - 00:00,16.31,9.9,1.73,7.4,5.4,0.46,36.44,34.87,59.51,3.81,15.77,1.24,2.45,94.72,3.52,132.55,66.63,0.0,14-Dec-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
14-Dec-2019 - 00:00,21.66,13.61,2.86,7.02,6.63,0.41,24.44,23.71,42.21,4.49,15.31,1.95,3.47,88.59,2.09,160.0,164.58,0.0,15-Dec-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
15-Dec-2019 - 00:00,24.74,15.67,2.67,12.0,4.68,0.59,31.19,54.97,96.31,6.36,13.49,2.26,3.69,90.09,3.62,290.82,230.68,0.0,16-Dec-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
16-Dec-2019 - 00:00,19.04,11.52,2.0,14.91,4.57,0.58,20.93,76.88,103.03,7.06,16.69,2.33,4.6,98.92,3.62,298.71,55.12,0.0,17-Dec-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
17-Dec-2019 - 00:00,18.0,11.11,2.14,8.94,2.35,0.67,23.82,102.17,127.79,6.92,17.55,2.79,4.93,95.73,3.58,303.91,111.31,0.0,18-Dec-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
18-Dec-2019 - 00:00,22.72,13.8,2.31,16.62,4.07,0.65,24.75,84.11,121.22,6.76,15.74,2.44,3.92,95.24,2.96,228.25,106.59,0.0,19-Dec-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
19-Dec-2019 - 00:00,50.15,39.78,16.94,25.2,4.96,0.83,18.06,113.76,162.99,8.37,17.8,2.76,4.98,92.39,2.38,167.74,125.98,0.0,20-Dec-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
20-Dec-2019 - 00:00,52.46,34.3,8.7,39.54,9.53,1.03,16.92,160.92,220.17,10.41,21.17,4.36,7.1,94.74,3.0,290.07,119.27,0.0,21-Dec-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
21-Dec-2019 - 00:00,41.64,25.25,4.39,47.44,6.42,1.1,14.51,120.84,184.13,10.76,16.32,4.06,5.57,99.44,3.77,302.41,91.82,0.0,22-Dec-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
22-Dec-2019 - 00:00,28.65,17.02,2.56,27.81,4.48,1.01,16.03,115.52,152.35,11.31,15.73,2.83,5.14,99.54,3.22,298.37,65.57,0.0,23-Dec-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
23-Dec-2019 - 00:00,17.44,11.14,2.53,15.36,3.19,0.77,14.85,102.28,141.62,7.94,15.83,2.58,4.79,99.45,2.22,291.24,93.23,0.0,24-Dec-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
24-Dec-2019 - 00:00,23.97,15.38,3.13,15.02,7.32,0.89,15.97,98.55,146.95,8.39,11.53,2.29,3.81,99.22,3.46,245.32,138.96,0.0,25-Dec-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
25-Dec-2019 - 00:00,21.51,13.33,2.62,14.19,3.89,0.66,14.18,114.4,183.2,7.29,8.93,3.05,3.89,99.38,4.41,310.84,88.86,0.0,26-Dec-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
26-Dec-2019 - 00:00,21.43,12.73,1.91,14.41,5.52,0.77,21.94,135.42,195.76,9.29,18.95,16.13,17.21,99.13,3.59,273.6,77.53,0.0,27-Dec-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
27-Dec-2019 - 00:00,25.98,17.08,4.38,11.42,8.09,0.82,13.51,153.37,229.02,8.45,13.66,2.47,3.85,99.11,2.72,222.06,90.97,0.0,28-Dec-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
28-Dec-2019 - 00:00,22.09,13.89,2.94,11.1,6.21,0.76,17.93,121.25,187.92,7.13,12.63,2.25,3.24,98.87,3.04,179.99,149.32,0.0,29-Dec-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
29-Dec-2019 - 00:00,20.83,13.11,2.78,12.34,8.4,0.96,17.13,92.21,144.2,9.74,15.51,2.83,3.65,99.39,3.11,262.12,149.29,0.0,30-Dec-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
30-Dec-2019 - 00:00,25.14,18.61,6.84,16.22,6.05,1.04,12.37,103.89,162.44,9.81,15.48,3.42,5.16,94.63,2.95,183.48,140.49,0.0,31-Dec-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
31-Dec-2019 - 00:00,20.3,11.99,1.73,15.98,6.37,1.42,11.49,181.52,254.73,15.94,15.73,2.87,3.79,99.63,3.63,114.38,,0.0,01-Jan-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
