from date,NO2,NOx,NO,NH3,SO2,CO,Ozone,PM10,PM2.5,Benzene,Eth-Benzene,Toluene,MP-Xylene,Xylene,RH,WS,WD,SR,RF,to date,station
26-Nov-2019 - 00:00,31.38,78.73,47.48,315.57,2.97,0.57,14.2,182.99,115.55,7.54,3.98,0.9,7.24,3.56,55.64,1.24,128.29,174.74,0.0,27-Nov-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
27-Nov-2019 - 00:00,29.58,64.41,34.82,322.21,1.58,0.49,15.9,122.55,71.43,5.17,3.36,0.75,5.83,2.56,61.17,1.55,76.83,199.09,0.0,28-Nov-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
28-Nov-2019 - 00:00,20.58,43.75,23.17,244.35,1.63,0.37,12.65,85.9,50.35,3.04,2.22,1.36,3.79,1.9,74.41,2.19,71.33,146.31,0.0,29-Nov-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
29-Nov-2019 - 00:00,31.84,85.85,54.01,258.05,2.0,0.53,8.04,114.78,67.3,5.18,5.2,0.84,7.0,3.31,82.5,1.14,174.01,267.33,0.0,30-Nov-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
30-Nov-2019 - 00:00,27.46,68.52,41.07,252.97,1.3,0.48,10.62,99.72,71.92,5.42,6.64,0.64,7.59,3.37,83.83,1.78,284.68,245.75,0.0,01-Dec-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
01-Dec-2019 - 00:00,32.78,76.12,43.35,225.32,1.53,0.49,13.16,115.5,84.85,4.97,6.85,0.73,7.67,3.28,69.62,1.67,283.61,300.84,0.0,02-Dec-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
02-Dec-2019 - 00:00,35.33,81.3,45.97,214.51,1.9,0.47,13.17,130.94,93.26,4.89,4.15,0.74,6.05,2.79,60.48,1.63,271.28,302.74,0.0,03-Dec-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
03-Dec-2019 - 00:00,38.47,86.97,48.5,178.15,2.28,0.52,11.37,145.24,94.91,5.25,5.87,0.8,7.11,3.06,54.94,1.72,262.99,309.44,0.0,04-Dec-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
04-Dec-2019 - 00:00,51.0,112.01,61.02,109.9,2.96,0.79,10.14,237.09,160.61,9.95,7.71,0.86,11.23,5.22,53.71,1.0,173.96,271.06,0.0,05-Dec-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
05-Dec-2019 - 00:00,49.87,120.59,70.72,109.17,3.94,1.06,10.28,323.03,230.09,17.09,14.87,2.24,19.76,9.21,63.22,0.73,221.27,260.39,0.0,06-Dec-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
06-Dec-2019 - 00:00,41.05,85.25,44.2,81.14,3.0,0.84,8.12,258.68,187.05,17.81,17.57,3.74,18.25,9.48,70.6,1.06,241.44,236.97,0.0,07-Dec-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
07-Dec-2019 - 00:00,47.27,108.2,60.93,79.36,2.07,0.74,9.79,211.27,160.82,2.68,1.41,26.78,1.79,0.94,71.72,0.99,219.97,259.69,0.0,08-Dec-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
08-Dec-2019 - 00:00,52.04,132.23,80.19,76.69,2.73,0.88,8.54,227.31,172.31,,0.0,,0.0,,72.33,0.89,237.76,235.13,0.0,09-Dec-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
09-Dec-2019 - 00:00,46.49,117.06,70.57,62.55,2.34,0.7,11.54,190.27,145.91,5.11,1.33,17.61,2.41,3.05,68.61,1.0,251.44,254.42,0.0,10-Dec-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
10-Dec-2019 - 00:00,45.87,123.87,82.83,60.79,2.55,0.84,18.71,239.73,159.0,8.04,7.38,22.4,10.4,5.11,55.08,0.91,184.51,174.86,0.0,11-Dec-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
11-Dec-2019 - 00:00,51.41,153.06,101.71,67.48,2.84,1.04,11.16,314.84,223.61,16.55,5.21,30.21,7.39,8.06,72.18,1.04,126.81,206.22,0.0,12-Dec-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
12-Dec-2019 - 00:00,34.78,68.44,33.66,93.41,2.57,0.75,17.74,252.17,193.24,,0.0,,0.0,,75.49,2.09,100.4,94.8,0.0,13-Dec-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
13-Dec-2019 - 00:00,23.51,46.84,23.33,99.59,2.04,0.59,11.88,122.14,103.96,5.75,2.03,2.93,2.9,2.33,90.42,1.82,145.98,71.42,0.0,14-Dec-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
14-Dec-2019 - 00:00,34.54,75.76,39.74,66.01,1.85,0.49,7.47,79.57,58.03,4.27,3.49,0.8,5.33,2.36,80.15,1.17,162.12,200.86,0.0,15-Dec-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
15-Dec-2019 - 00:00,28.06,63.21,35.15,90.09,1.65,0.5,8.85,108.28,78.5,5.27,4.4,0.94,6.09,2.94,89.12,2.05,284.21,257.28,0.0,16-Dec-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
16-Dec-2019 - 00:00,15.41,30.42,15.0,95.46,1.27,0.45,10.32,88.2,66.36,3.96,2.16,0.55,3.75,1.8,89.14,2.75,289.34,123.42,0.0,17-Dec-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
17-Dec-2019 - 00:00,21.13,46.6,25.47,85.3,1.29,0.42,7.62,89.54,59.35,3.01,2.0,0.56,3.45,1.62,83.8,2.04,279.84,89.98,0.0,18-Dec-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
18-Dec-2019 - 00:00,30.84,67.78,36.95,77.89,1.95,0.6,6.9,142.44,105.01,4.85,2.79,0.8,4.2,1.93,83.9,1.65,268.79,251.39,0.0,19-Dec-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
19-Dec-2019 - 00:00,39.21,114.33,75.11,83.05,1.15,1.0,3.09,153.83,120.33,8.77,5.06,0.26,7.16,3.22,98.37,1.14,180.56,106.94,0.0,20-Dec-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
20-Dec-2019 - 00:00,45.86,125.73,79.87,87.92,1.48,1.36,2.17,209.28,166.23,13.28,12.51,0.46,12.53,5.96,99.13,0.97,213.93,73.24,0.0,21-Dec-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
21-Dec-2019 - 00:00,28.95,72.9,43.99,88.65,2.2,1.27,4.99,176.3,140.1,12.65,11.0,0.36,11.21,5.34,96.88,1.36,262.96,116.55,0.0,22-Dec-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
22-Dec-2019 - 00:00,5.82,27.68,23.43,124.46,1.71,0.95,7.69,140.64,104.69,6.91,3.94,0.17,5.11,2.43,95.54,2.08,288.94,215.54,0.0,23-Dec-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
23-Dec-2019 - 00:00,10.18,30.63,20.46,115.28,1.65,1.09,8.09,139.3,110.54,7.0,3.42,0.14,4.58,2.08,94.73,1.88,269.56,208.46,0.0,24-Dec-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
24-Dec-2019 - 00:00,11.36,32.07,20.71,103.44,1.58,1.29,4.48,193.51,147.39,8.68,3.51,0.19,5.77,2.78,96.01,1.24,158.14,151.21,0.0,25-Dec-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
25-Dec-2019 - 00:00,8.5,24.83,16.33,98.19,0.88,1.12,6.74,128.33,101.78,6.81,2.86,0.13,4.02,1.86,96.05,2.23,286.71,207.49,0.0,26-Dec-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
26-Dec-2019 - 00:00,9.5,26.49,17.22,91.84,1.28,1.18,5.77,192.04,156.91,6.52,2.82,0.14,4.08,1.83,94.5,1.67,250.47,192.02,0.0,27-Dec-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
27-Dec-2019 - 00:00,12.09,35.92,23.83,103.05,1.68,1.5,4.16,242.6,194.51,10.23,5.89,0.25,7.73,3.77,93.61,1.06,238.41,175.36,0.0,28-Dec-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
28-Dec-2019 - 00:00,11.94,33.8,21.86,96.99,1.88,1.64,3.66,224.97,193.41,12.32,4.37,0.23,6.41,3.13,96.56,1.07,223.8,157.68,0.0,29-Dec-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
29-Dec-2019 - 00:00,12.32,32.83,20.54,84.18,1.19,1.59,5.52,282.05,240.1,9.16,2.6,0.24,4.26,2.18,93.39,1.02,140.26,191.1,0.0,30-Dec-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
30-Dec-2019 - 00:00,12.0,34.33,22.33,88.12,2.31,1.87,2.62,200.18,170.79,13.17,3.33,0.71,5.38,2.69,99.13,1.47,165.84,46.1,0.0,31-Dec-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
31-Dec-2019 - 00:00,9.04,27.05,18.01,84.33,1.33,1.46,3.5,249.78,202.81,8.42,0.95,0.23,1.56,0.69,99.13,2.24,99.49,,0.0,01-Jan-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
