from date,PM2.5,PM10,Temp,SR,BP,RH,RF,WD,WS,VWS,AT,Benzene,Xylene,SO2,Ozone,NO,NO2,NOx,NH3,CO,Toluene,to date,station
23-Oct-2019 - 00:00,32.88,69.5,30.93,99.92,725.81,81.09,0.0,157.25,0.57,0.0,28.03,0.55,0.9,2.2,13.88,4.94,16.64,12.96,9.67,0.55,7.02,24-Oct-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
24-Oct-2019 - 00:00,16.82,30.05,34.85,71.77,726.72,84.2,0.0,213.8,0.58,0.0,27.42,0.25,0.23,1.25,13.95,3.16,10.68,8.34,9.14,0.33,2.69,25-Oct-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
25-Oct-2019 - 00:00,19.19,45.71,34.9,114.36,725.41,76.53,0.0,198.32,0.53,0.01,28.54,0.59,0.4,1.32,14.67,4.7,15.0,11.89,7.89,0.41,3.13,26-Oct-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
26-Oct-2019 - 00:00,15.25,34.32,34.87,115.86,725.25,74.29,0.0,165.77,0.57,0.02,28.57,0.14,0.33,1.12,17.02,1.63,10.03,6.73,7.23,0.34,1.86,27-Oct-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
27-Oct-2019 - 00:00,22.9,38.96,34.87,126.54,725.21,76.71,0.0,152.34,0.6,0.02,28.65,0.16,0.06,1.46,20.01,1.58,8.38,5.83,7.76,0.3,1.98,28-Oct-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
28-Oct-2019 - 00:00,56.83,104.75,34.92,119.6,725.35,77.41,0.0,120.7,0.64,0.01,28.82,0.77,0.4,2.21,26.97,2.76,15.49,10.56,10.27,0.45,5.59,29-Oct-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
29-Oct-2019 - 00:00,44.82,83.84,34.85,102.05,726.39,82.0,0.0,80.54,0.66,0.01,27.83,1.15,0.69,1.93,21.93,3.85,22.81,15.36,9.58,0.58,10.79,30-Oct-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
30-Oct-2019 - 00:00,42.78,79.53,32.42,100.99,726.27,80.57,0.0,73.83,0.7,0.01,27.72,0.92,1.21,1.59,23.04,9.58,20.23,18.63,8.24,0.59,10.69,31-Oct-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
31-Oct-2019 - 00:00,19.55,47.85,29.59,81.71,725.66,76.8,0.0,90.22,0.79,0.02,28.04,0.35,0.0,1.49,22.47,1.11,14.86,8.67,5.45,0.39,2.75,01-Nov-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
01-Nov-2019 - 00:00,23.94,52.0,29.9,101.83,725.2,75.29,0.0,88.72,0.88,0.02,28.61,0.33,0.0,3.42,21.8,5.82,17.33,11.68,7.33,0.49,2.59,02-Nov-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
02-Nov-2019 - 00:00,26.72,66.76,29.79,107.22,724.79,75.31,0.0,89.48,0.58,0.01,28.67,0.53,0.09,5.65,24.49,1.27,18.94,10.99,6.73,0.52,4.56,03-Nov-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
03-Nov-2019 - 00:00,36.84,87.54,29.68,107.78,724.96,75.36,0.0,70.53,0.55,0.0,28.51,0.81,0.56,6.71,24.31,1.17,17.79,10.28,9.64,0.46,8.2,04-Nov-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
04-Nov-2019 - 00:00,54.15,117.52,29.71,118.97,724.62,70.89,0.0,99.8,0.6,0.0,28.84,0.71,0.93,13.16,27.18,1.16,23.76,13.46,10.56,0.49,7.69,05-Nov-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
05-Nov-2019 - 00:00,79.8,146.79,28.75,100.15,725.97,74.06,0.0,65.65,0.48,-0.0,27.97,1.32,1.95,9.44,23.15,1.41,34.15,19.27,24.55,0.58,10.03,06-Nov-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
06-Nov-2019 - 00:00,60.67,152.53,28.51,109.85,725.85,73.43,0.0,126.23,0.55,0.0,28.36,0.95,1.06,6.99,27.8,1.21,25.49,14.42,18.69,0.59,11.78,07-Nov-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
07-Nov-2019 - 00:00,61.78,113.24,25.63,119.7,725.24,70.55,0.0,130.26,0.56,0.0,28.55,0.59,0.02,7.1,29.14,1.27,19.49,11.29,10.82,0.49,7.43,08-Nov-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
08-Nov-2019 - 00:00,53.02,132.8,25.66,102.44,725.35,72.14,0.0,115.23,0.59,0.0,28.53,0.85,0.16,11.4,27.9,1.24,27.88,15.67,14.69,0.55,13.97,09-Nov-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
09-Nov-2019 - 00:00,73.97,130.17,27.78,111.89,725.82,72.55,0.0,93.46,0.64,-0.0,28.27,1.68,0.07,8.69,31.81,1.28,21.83,12.49,14.05,0.52,11.76,10-Nov-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
10-Nov-2019 - 00:00,67.97,140.24,29.34,121.28,726.3,68.86,0.0,51.48,0.65,0.0,27.83,1.21,6.03,15.9,32.01,1.29,30.95,17.37,14.83,0.54,11.8,11-Nov-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
11-Nov-2019 - 00:00,57.64,105.02,29.02,101.28,726.77,71.42,0.0,62.85,0.67,0.0,27.65,0.79,0.31,11.09,26.33,1.16,31.61,17.6,11.47,0.58,9.91,12-Nov-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
12-Nov-2019 - 00:00,50.51,97.57,28.7,120.2,726.27,66.22,0.0,66.85,0.81,0.0,27.98,0.61,0.01,14.3,35.19,1.22,25.34,14.35,11.01,0.42,6.61,13-Nov-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
13-Nov-2019 - 00:00,59.02,108.3,28.66,114.22,726.8,67.35,0.0,71.04,0.71,0.0,27.15,0.7,0.39,11.98,34.97,1.15,31.05,17.29,10.83,0.54,8.51,14-Nov-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
14-Nov-2019 - 00:00,65.66,102.71,28.63,97.42,726.51,70.1,0.0,70.62,0.81,0.01,27.6,0.69,0.0,11.93,42.3,1.21,23.92,13.52,11.73,0.47,6.89,15-Nov-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
15-Nov-2019 - 00:00,67.18,116.46,28.55,79.29,726.26,69.72,0.0,76.29,0.6,0.0,27.69,0.94,0.2,12.1,33.49,1.17,32.57,18.02,11.62,0.65,10.48,16-Nov-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
16-Nov-2019 - 00:00,63.94,118.62,28.72,111.26,725.9,67.73,0.0,65.84,0.63,0.0,28.24,2.54,0.14,11.87,32.6,1.29,32.09,17.98,12.49,0.53,15.5,17-Nov-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
17-Nov-2019 - 00:00,69.7,126.89,28.69,115.53,726.16,66.33,0.0,77.46,0.73,0.0,28.05,2.17,0.23,22.94,33.65,1.24,33.31,18.55,13.97,0.56,15.47,18-Nov-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
18-Nov-2019 - 00:00,74.25,147.24,28.68,114.66,726.44,66.25,0.0,57.78,0.63,0.0,27.54,1.44,0.36,24.44,38.06,1.31,40.6,22.49,18.73,0.65,15.55,19-Nov-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
19-Nov-2019 - 00:00,78.79,143.71,28.68,103.14,725.98,68.81,0.0,102.55,0.53,0.0,27.91,1.35,1.9,13.55,39.94,1.2,36.0,19.96,15.03,0.65,10.16,20-Nov-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
20-Nov-2019 - 00:00,80.8,123.83,28.67,94.43,726.72,71.35,0.0,76.76,0.64,0.01,27.63,0.74,0.36,9.11,39.68,1.25,31.29,17.49,12.76,0.67,6.96,21-Nov-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
21-Nov-2019 - 00:00,76.65,115.56,28.68,97.59,726.8,71.6,0.0,81.64,0.74,0.01,27.43,0.77,0.41,8.65,36.07,1.25,32.52,18.13,11.32,0.73,6.01,22-Nov-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
22-Nov-2019 - 00:00,75.93,120.26,28.73,108.77,726.97,72.99,0.0,87.52,0.54,0.01,26.85,0.96,1.91,7.23,33.59,1.29,34.48,19.13,11.13,0.73,10.43,23-Nov-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
23-Nov-2019 - 00:00,72.5,144.98,28.71,112.71,727.39,71.04,0.0,73.04,0.59,0.0,26.41,1.08,4.02,10.09,25.13,1.4,39.99,22.18,11.08,0.7,14.0,24-Nov-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
24-Nov-2019 - 00:00,77.72,142.6,28.77,108.53,727.4,72.41,0.0,85.96,0.56,0.01,26.09,1.08,2.61,8.86,31.97,1.3,35.25,19.55,12.69,0.76,11.73,25-Nov-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
25-Nov-2019 - 00:00,73.22,137.28,29.05,110.96,727.56,73.98,0.0,82.19,0.73,0.01,26.48,0.85,0.56,10.42,35.15,1.23,31.8,17.75,12.47,0.74,7.24,26-Nov-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
26-Nov-2019 - 00:00,75.69,146.19,29.31,110.12,727.53,71.77,0.0,91.82,0.66,0.02,26.53,0.7,0.25,8.64,33.82,1.21,27.27,15.32,11.66,0.67,5.32,27-Nov-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
27-Nov-2019 - 00:00,67.6,142.45,29.31,108.88,727.67,72.15,0.0,105.3,0.67,0.01,26.17,0.98,0.84,6.86,25.73,1.12,32.43,17.99,10.85,0.75,9.07,28-Nov-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
28-Nov-2019 - 00:00,68.95,141.97,29.28,99.82,727.17,73.91,0.0,90.49,0.64,0.01,26.73,0.91,5.49,7.04,28.24,1.33,31.26,17.5,10.58,0.77,6.8,29-Nov-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
29-Nov-2019 - 00:00,55.98,111.47,29.28,100.76,726.61,73.42,0.0,84.2,0.61,0.01,27.55,0.74,0.31,7.69,30.69,1.19,28.28,15.78,10.52,0.7,5.62,30-Nov-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
30-Nov-2019 - 00:00,60.3,125.93,29.29,104.39,726.75,72.18,0.0,86.02,0.65,0.01,27.46,0.81,0.5,7.21,26.11,1.27,34.0,18.94,10.43,0.67,7.83,01-Dec-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
01-Dec-2019 - 00:00,55.47,114.31,29.24,75.53,726.82,73.95,0.0,100.35,0.64,0.0,27.29,0.82,0.65,7.24,25.64,1.19,25.26,14.22,11.19,0.65,10.63,02-Dec-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
02-Dec-2019 - 00:00,38.84,71.32,29.29,54.84,727.59,74.5,0.0,105.28,0.79,0.0,26.94,0.47,0.0,6.18,24.09,1.17,19.76,11.26,9.58,0.47,3.12,03-Dec-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
03-Dec-2019 - 00:00,45.73,80.64,29.08,77.75,727.46,77.12,0.0,99.24,0.66,0.01,26.75,0.57,0.15,6.82,20.88,1.16,27.99,15.6,10.07,0.64,4.82,04-Dec-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
04-Dec-2019 - 00:00,74.16,128.99,28.79,101.15,727.33,72.5,0.0,83.36,0.9,0.01,27.03,0.71,0.19,7.24,33.98,1.25,28.36,15.97,12.01,0.72,4.72,05-Dec-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
05-Dec-2019 - 00:00,76.9,152.9,28.9,99.68,727.38,72.82,0.0,71.79,0.59,0.01,26.39,1.14,0.78,10.77,24.76,1.39,39.74,22.01,14.9,0.82,15.16,06-Dec-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
06-Dec-2019 - 00:00,80.42,162.16,28.93,92.96,728.07,73.25,0.0,79.96,0.63,0.0,25.82,0.91,0.67,5.85,31.26,1.33,36.81,20.45,12.32,0.77,8.9,07-Dec-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
07-Dec-2019 - 00:00,76.42,153.47,28.97,103.43,727.84,71.51,0.0,84.52,0.66,0.01,25.84,0.79,0.34,6.85,36.18,1.24,37.14,20.54,11.7,0.72,6.88,08-Dec-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
08-Dec-2019 - 00:00,62.17,130.33,29.04,99.95,727.57,73.92,0.0,92.77,0.65,0.01,26.3,1.12,0.66,5.88,28.65,1.29,32.02,17.89,10.6,0.73,6.72,09-Dec-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
09-Dec-2019 - 00:00,52.4,109.16,29.0,94.24,727.4,73.08,0.0,96.95,0.64,0.01,26.56,0.73,0.25,6.26,25.7,1.19,33.36,18.54,10.22,0.75,5.6,10-Dec-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
10-Dec-2019 - 00:00,55.79,124.84,29.04,103.05,727.19,71.27,0.0,87.82,0.54,0.0,26.28,0.88,0.66,7.51,21.38,2.32,38.06,20.76,10.8,0.71,7.57,11-Dec-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
11-Dec-2019 - 00:00,61.43,135.56,28.71,93.47,727.6,71.69,0.0,105.49,0.51,0.01,25.28,0.89,0.47,6.16,22.28,16.93,34.64,45.11,10.21,0.82,8.54,12-Dec-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
12-Dec-2019 - 00:00,46.85,113.07,28.68,107.48,727.27,70.44,0.0,91.42,0.67,0.01,21.36,0.74,0.25,6.15,24.0,3.09,31.63,19.34,9.47,0.68,4.94,13-Dec-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
13-Dec-2019 - 00:00,25.75,69.11,28.67,103.83,726.84,66.67,0.0,107.58,0.68,0.01,20.43,0.27,0.02,6.83,29.27,1.18,16.91,9.96,8.69,0.51,3.22,14-Dec-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
14-Dec-2019 - 00:00,36.27,81.7,28.88,101.92,727.05,71.34,0.0,103.99,0.71,0.02,20.43,0.42,0.04,5.46,28.3,1.21,19.84,11.53,9.1,0.59,3.24,15-Dec-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
15-Dec-2019 - 00:00,37.2,74.38,28.98,104.54,727.07,69.72,0.0,102.54,0.71,0.02,20.41,0.36,0.01,4.83,30.16,1.11,14.68,8.7,9.26,0.52,2.21,16-Dec-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
16-Dec-2019 - 00:00,46.9,106.71,28.99,106.34,727.43,71.97,0.0,89.29,0.64,0.02,19.91,0.58,0.07,5.65,25.55,1.45,27.72,15.93,9.13,0.66,3.88,17-Dec-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
17-Dec-2019 - 00:00,64.43,126.54,31.73,101.75,728.16,72.38,0.0,103.82,0.69,0.02,19.7,0.71,0.36,5.93,24.17,4.83,30.21,20.0,13.16,0.7,5.99,18-Dec-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
18-Dec-2019 - 00:00,72.0,152.59,39.63,94.1,728.85,72.47,0.0,88.14,0.56,0.01,19.69,1.3,0.49,6.28,23.5,12.18,34.57,27.97,18.15,0.64,9.47,19-Dec-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
19-Dec-2019 - 00:00,74.11,138.36,33.43,91.1,728.29,70.64,0.0,86.52,0.57,0.01,19.99,0.84,0.39,4.31,27.79,1.77,29.28,17.0,12.84,0.67,6.88,20-Dec-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
20-Dec-2019 - 00:00,74.57,160.89,28.95,97.57,728.15,69.45,0.42,83.69,0.53,0.01,19.75,1.2,1.01,8.67,23.81,11.77,38.0,29.79,13.0,0.96,12.07,21-Dec-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
21-Dec-2019 - 00:00,76.81,159.96,29.57,97.44,727.94,70.01,0.0,159.58,0.61,0.01,19.86,1.02,1.49,8.15,29.45,11.11,32.23,26.18,14.7,0.78,10.79,22-Dec-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
22-Dec-2019 - 00:00,72.21,140.67,29.5,93.9,728.22,71.38,0.0,93.9,0.62,0.02,19.67,0.66,0.13,6.34,28.6,2.87,28.61,17.55,12.9,0.69,4.85,23-Dec-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
23-Dec-2019 - 00:00,68.0,126.24,29.66,91.35,728.41,69.99,0.0,89.78,0.73,0.03,19.67,0.63,0.0,6.16,33.45,1.42,25.68,14.82,12.61,0.63,3.22,24-Dec-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
24-Dec-2019 - 00:00,57.33,100.27,29.66,104.88,727.99,70.08,0.0,95.2,0.78,0.03,20.1,0.51,0.06,5.32,38.75,1.13,18.27,10.63,11.69,0.57,2.53,25-Dec-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
25-Dec-2019 - 00:00,66.02,112.17,29.63,101.07,727.51,69.45,0.0,98.04,0.71,0.02,20.59,0.59,0.0,4.91,39.19,1.14,16.39,9.65,11.81,0.62,2.45,26-Dec-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
26-Dec-2019 - 00:00,56.83,113.0,29.44,73.28,727.66,70.8,0.0,109.39,0.61,0.0,20.46,0.61,0.06,6.55,35.3,1.19,18.79,10.96,10.85,0.62,4.33,27-Dec-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
27-Dec-2019 - 00:00,59.24,119.12,29.61,75.05,727.59,71.35,0.0,79.52,0.74,0.01,20.48,0.8,0.0,10.03,32.99,1.81,24.04,14.26,12.82,0.65,6.04,28-Dec-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
28-Dec-2019 - 00:00,70.75,134.15,29.73,96.59,728.62,66.41,0.0,66.72,0.8,0.01,19.45,0.81,0.02,19.96,38.19,1.86,27.23,16.0,13.71,0.59,5.55,29-Dec-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
29-Dec-2019 - 00:00,74.0,141.27,29.64,96.64,728.67,64.78,0.0,102.73,0.72,0.01,19.33,0.7,0.01,11.62,39.63,1.6,30.91,17.74,11.63,0.64,6.61,30-Dec-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
30-Dec-2019 - 00:00,71.71,123.11,29.62,81.55,728.54,69.46,0.0,92.94,0.85,0.04,19.78,0.55,0.0,9.31,46.91,1.21,18.86,11.02,11.69,0.61,2.18,31-Dec-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
31-Dec-2019 - 00:00,55.0,78.0,28.55,21.0,729.0,79.5,0.0,98.0,0.75,0.05,19.35,0.5,0.0,4.65,37.6,0.8,11.65,6.85,11.25,0.48,1.8,01-Jan-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
