from date,Benzene,Eth-Benzene,MP-Xylene,O Xylene,BP,PM10,PM2.5,RF,RH,Temp,WD,WS,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
01-Jan-2019 - 00:00,1.95,0.0,0.27,0.56,762.42,162.7,84.88,0.0,50.73,18.93,142.06,0.86,0.81,20.99,24.12,33.73,57.35,18.9,11.03,02-Jan-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
02-Jan-2019 - 00:00,2.16,0.3,0.39,1.4,761.45,157.1,76.67,0.0,52.87,19.74,166.68,0.7,0.8,18.6,35.46,28.94,64.4,14.76,9.64,03-Jan-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
03-Jan-2019 - 00:00,1.65,0.0,0.13,0.65,762.62,156.82,76.46,0.0,49.33,20.1,153.01,0.74,1.1,21.9,23.84,29.57,52.66,18.74,7.31,04-Jan-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
04-Jan-2019 - 00:00,1.3,0.0,0.2,0.31,763.19,210.9,152.73,0.0,53.4,19.35,151.01,0.97,0.92,25.39,15.99,37.01,47.17,21.95,9.1,05-Jan-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
05-Jan-2019 - 00:00,1.87,0.0,0.1,0.64,767.97,181.85,95.13,0.0,64.43,19.16,172.86,0.91,1.01,27.71,24.88,40.47,65.27,17.18,10.92,06-Jan-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
06-Jan-2019 - 00:00,1.45,0.0,0.08,0.15,767.47,189.82,100.69,0.0,65.37,18.11,292.05,1.18,0.44,25.71,15.59,42.24,57.16,21.84,6.45,07-Jan-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
07-Jan-2019 - 00:00,1.6,0.0,0.0,0.31,766.31,155.73,95.67,0.0,67.26,17.04,194.99,1.14,0.59,25.2,18.0,42.75,59.46,22.98,6.61,08-Jan-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
08-Jan-2019 - 00:00,1.86,0.0,0.02,0.5,764.4,174.36,93.29,0.0,64.38,16.96,159.36,0.82,0.66,28.54,25.36,50.31,75.06,15.17,7.43,09-Jan-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
09-Jan-2019 - 00:00,1.58,0.0,0.01,0.64,760.64,152.78,84.62,0.0,56.17,17.49,174.32,0.82,0.58,26.44,32.65,48.52,73.86,21.09,13.41,10-Jan-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
10-Jan-2019 - 00:00,1.25,0.0,0.03,0.2,753.88,150.15,68.6,0.0,47.87,18.01,139.65,0.83,0.54,25.35,19.19,48.06,67.25,20.57,9.6,11-Jan-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
11-Jan-2019 - 00:00,4.04,2.95,4.29,4.66,758.05,159.25,75.55,0.0,51.83,17.37,145.66,0.87,0.76,26.49,33.94,46.76,79.83,17.23,7.53,12-Jan-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
12-Jan-2019 - 00:00,2.38,0.66,2.14,1.3,757.75,158.34,88.13,0.0,58.39,15.44,166.66,0.89,0.71,28.19,46.11,44.0,87.46,20.04,7.74,13-Jan-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
13-Jan-2019 - 00:00,1.77,0.35,1.46,0.76,762.06,144.67,83.22,0.0,61.6,15.65,183.67,0.75,0.48,25.36,27.78,43.13,70.91,17.47,6.03,14-Jan-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
14-Jan-2019 - 00:00,1.53,0.19,0.67,0.29,763.46,133.37,84.84,0.0,60.63,15.81,182.69,0.84,0.58,22.2,15.71,41.52,56.04,22.45,9.17,15-Jan-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
15-Jan-2019 - 00:00,1.07,0.15,0.58,0.22,762.51,112.4,57.88,0.0,42.41,15.67,167.13,0.86,0.49,19.2,23.03,49.52,72.55,20.46,17.87,16-Jan-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
16-Jan-2019 - 00:00,1.85,0.29,1.01,0.42,760.82,134.6,67.99,0.0,50.67,15.98,146.98,1.09,0.65,22.97,21.94,50.2,71.74,19.41,7.18,17-Jan-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
17-Jan-2019 - 00:00,1.9,0.67,1.78,1.0,759.86,144.59,70.67,0.0,56.33,16.22,179.89,0.83,0.73,23.17,26.15,45.76,71.9,20.57,7.8,18-Jan-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
18-Jan-2019 - 00:00,1.9,0.37,1.47,0.65,760.94,182.81,83.67,0.0,55.77,16.9,134.72,0.88,0.68,29.43,24.32,54.92,78.72,21.24,11.59,19-Jan-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
19-Jan-2019 - 00:00,1.75,0.35,1.3,0.61,760.78,161.81,69.37,0.0,46.6,18.54,150.17,0.92,0.72,25.14,22.9,52.64,75.54,21.46,12.12,20-Jan-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
20-Jan-2019 - 00:00,2.13,0.42,1.59,0.74,759.68,140.46,71.24,0.0,51.08,19.75,147.12,0.86,0.81,24.95,22.53,47.24,69.76,18.52,8.38,21-Jan-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
21-Jan-2019 - 00:00,1.21,0.18,0.88,0.36,755.43,149.37,70.79,0.0,47.79,21.13,220.49,1.38,0.53,25.2,17.44,39.95,56.91,22.58,8.03,22-Jan-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
22-Jan-2019 - 00:00,0.74,0.09,0.36,0.14,757.08,133.56,56.5,0.0,58.02,17.96,165.04,1.29,0.6,19.43,16.33,40.04,55.19,21.63,12.4,23-Jan-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
23-Jan-2019 - 00:00,1.05,0.1,0.42,0.12,759.52,121.28,59.16,0.0,65.49,17.4,120.27,1.09,0.64,19.76,15.6,42.39,57.97,21.05,8.28,24-Jan-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
24-Jan-2019 - 00:00,0.9,0.01,0.07,0.0,761.61,117.95,75.72,0.0,75.62,15.98,121.79,1.52,0.57,21.33,12.84,32.6,44.98,25.05,8.04,25-Jan-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
25-Jan-2019 - 00:00,0.5,0.01,0.04,0.01,762.29,54.68,29.57,0.0,71.02,14.54,154.71,1.59,0.51,17.56,12.15,31.58,43.51,21.2,4.7,26-Jan-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
26-Jan-2019 - 00:00,0.49,0.0,0.02,0.0,765.39,76.72,41.66,0.0,59.93,13.79,141.03,1.23,0.46,15.58,9.97,31.53,41.47,19.71,8.14,27-Jan-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
27-Jan-2019 - 00:00,0.97,0.06,0.23,0.07,766.31,112.13,54.69,0.0,49.41,13.17,118.84,0.95,0.52,14.2,12.24,42.65,54.05,19.22,12.28,28-Jan-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
28-Jan-2019 - 00:00,1.01,0.12,0.39,0.14,766.5,111.44,54.14,0.0,46.74,13.58,159.01,0.96,0.53,13.85,14.3,39.48,52.9,23.04,9.54,29-Jan-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
29-Jan-2019 - 00:00,0.98,0.12,0.41,0.14,765.03,105.9,48.94,0.0,40.78,13.73,156.36,0.91,0.5,13.89,14.63,38.6,52.42,25.43,7.04,30-Jan-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
30-Jan-2019 - 00:00,1.4,0.15,0.53,0.17,762.7,142.6,64.75,0.0,42.03,14.88,141.36,1.04,0.77,10.04,13.38,45.4,58.77,22.82,7.7,31-Jan-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
31-Jan-2019 - 00:00,1.68,0.26,0.89,0.39,759.78,155.72,73.21,0.0,50.95,17.07,132.34,1.12,0.97,13.12,16.37,47.43,62.94,22.31,8.86,01-Feb-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
01-Feb-2019 - 00:00,0.61,0.03,0.18,0.07,760.82,128.29,51.57,0.0,55.66,16.53,312.3,1.5,0.8,13.42,11.01,37.35,48.36,28.32,8.01,02-Feb-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
02-Feb-2019 - 00:00,1.78,0.4,1.54,1.01,761.63,116.54,62.91,0.0,57.58,15.29,207.46,1.3,0.96,11.7,13.24,43.65,56.89,24.9,16.33,03-Feb-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
03-Feb-2019 - 00:00,3.58,0.17,0.79,0.48,762.68,135.35,77.43,0.0,63.52,15.73,151.56,0.95,0.96,15.32,18.28,43.66,57.04,24.61,8.59,04-Feb-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
04-Feb-2019 - 00:00,1.85,0.0,0.0,0.0,763.07,145.13,83.98,0.0,64.66,17.65,90.55,1.08,0.99,12.77,14.35,45.29,57.45,26.83,11.54,05-Feb-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
05-Feb-2019 - 00:00,3.11,0.09,0.15,0.02,760.1,213.83,115.57,0.0,69.73,20.32,151.91,0.73,1.18,26.92,18.78,54.25,73.03,22.58,10.45,06-Feb-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
06-Feb-2019 - 00:00,1.71,0.08,0.16,0.02,755.65,164.78,79.54,0.0,56.55,21.33,161.47,0.99,0.87,24.33,15.8,47.6,63.31,22.57,7.67,07-Feb-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
07-Feb-2019 - 00:00,2.39,2.78,2.88,2.93,754.77,125.15,31.23,0.0,36.16,19.84,226.81,1.87,0.57,16.29,10.75,31.36,41.29,26.09,6.18,08-Feb-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
08-Feb-2019 - 00:00,0.42,0.0,0.0,0.0,760.3,207.1,61.09,0.0,29.82,15.66,228.74,1.2,0.65,14.06,15.04,30.51,41.19,24.23,11.14,09-Feb-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
09-Feb-2019 - 00:00,0.82,0.0,0.0,0.0,763.52,86.31,35.61,0.0,32.58,15.23,174.56,1.17,0.67,17.02,13.38,39.82,42.23,24.52,8.64,10-Feb-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
10-Feb-2019 - 00:00,1.35,0.02,0.04,0.0,763.48,119.77,51.42,0.0,41.82,15.25,144.14,1.07,0.84,55.66,13.12,53.36,66.39,17.8,12.12,11-Feb-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
11-Feb-2019 - 00:00,2.06,0.3,0.62,0.21,763.29,129.82,71.07,0.0,51.2,15.69,158.65,1.2,0.75,33.89,15.9,57.02,72.22,19.59,6.36,12-Feb-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
12-Feb-2019 - 00:00,1.95,0.3,0.79,0.18,763.07,138.51,61.93,0.0,51.54,17.68,114.7,1.18,0.69,34.62,13.87,62.22,73.31,22.99,10.98,13-Feb-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
13-Feb-2019 - 00:00,1.43,0.05,0.1,0.0,762.28,109.37,53.14,0.03,62.84,19.32,130.27,1.09,0.7,40.63,10.89,55.98,66.5,24.3,9.22,14-Feb-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
14-Feb-2019 - 00:00,1.03,0.12,0.31,0.09,757.42,74.55,37.31,0.0,68.46,22.44,175.92,1.45,0.82,52.62,13.87,42.02,55.89,19.52,7.02,15-Feb-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
15-Feb-2019 - 00:00,0.8,0.0,0.0,0.0,758.54,98.57,45.42,0.0,58.74,19.67,270.2,1.67,0.61,37.66,15.43,41.68,54.46,16.24,8.54,16-Feb-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
16-Feb-2019 - 00:00,1.11,0.1,0.25,0.05,761.16,66.12,30.63,0.0,42.83,17.49,237.19,0.96,0.76,27.59,18.7,42.9,61.6,19.7,6.59,17-Feb-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
17-Feb-2019 - 00:00,0.55,0.01,0.03,0.0,758.7,62.22,24.27,0.0,41.22,18.37,227.11,1.08,0.58,25.99,14.36,40.11,54.02,21.24,9.61,18-Feb-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
18-Feb-2019 - 00:00,0.79,0.01,0.01,0.0,754.23,87.08,38.16,0.0,37.42,21.56,193.63,1.01,0.64,27.08,16.34,40.76,55.95,21.72,10.77,19-Feb-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
19-Feb-2019 - 00:00,0.65,0.03,0.05,0.0,755.99,106.35,41.48,0.0,41.42,22.21,171.0,1.29,0.62,27.85,16.42,45.27,60.48,20.17,8.81,20-Feb-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
20-Feb-2019 - 00:00,0.83,0.01,0.01,0.0,759.34,134.49,41.41,0.0,54.02,23.29,125.47,1.56,0.61,27.49,26.61,45.23,69.0,12.76,6.37,21-Feb-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
21-Feb-2019 - 00:00,1.38,0.23,0.55,0.16,758.72,134.49,63.31,0.0,49.95,24.8,144.83,1.07,0.72,12.29,9.03,36.97,45.18,22.12,11.17,22-Feb-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
22-Feb-2019 - 00:00,0.39,0.0,0.0,0.0,759.87,86.89,38.06,0.0,53.55,22.44,276.9,1.7,0.6,7.98,9.08,24.35,33.28,21.67,6.61,23-Feb-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
23-Feb-2019 - 00:00,0.76,0.0,0.0,0.0,759.47,104.86,36.79,0.0,47.92,18.78,160.61,1.09,0.66,13.75,10.44,41.3,48.4,17.32,6.38,24-Feb-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
24-Feb-2019 - 00:00,1.41,0.03,0.05,0.0,755.13,136.87,65.14,0.0,50.5,20.59,129.4,1.01,0.67,22.11,15.24,66.84,82.07,22.72,11.98,25-Feb-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
25-Feb-2019 - 00:00,0.71,0.0,0.0,0.0,754.1,100.02,46.42,0.0,37.69,21.65,189.16,1.03,0.65,15.21,16.04,52.79,67.4,21.86,9.7,26-Feb-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
26-Feb-2019 - 00:00,0.59,0.19,0.2,0.2,753.19,90.94,33.22,0.0,40.32,20.12,142.34,1.9,0.56,17.45,11.99,38.16,49.71,15.92,6.02,27-Feb-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
27-Feb-2019 - 00:00,0.42,0.0,0.0,0.0,754.37,69.47,36.56,0.0,57.09,17.57,81.06,1.38,0.61,17.11,12.6,43.52,56.06,24.31,12.0,28-Feb-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
28-Feb-2019 - 00:00,1.04,0.13,0.32,0.09,758.86,85.93,39.1,0.0,48.32,17.31,112.58,1.27,0.72,13.49,15.02,46.53,59.76,24.57,8.86,01-Mar-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
01-Mar-2019 - 00:00,1.15,0.1,0.25,0.03,758.77,121.23,51.63,0.0,37.59,18.33,113.41,1.4,0.58,17.7,13.05,58.77,68.02,25.19,9.49,02-Mar-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
02-Mar-2019 - 00:00,0.72,0.01,0.01,0.0,756.94,112.65,42.25,0.0,44.6,19.01,96.22,2.13,0.58,20.8,13.49,58.0,70.66,20.7,11.05,03-Mar-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
03-Mar-2019 - 00:00,1.08,0.01,0.0,0.0,754.36,90.54,55.33,0.0,62.97,19.06,91.32,1.44,0.65,22.13,14.62,60.43,73.76,23.21,14.67,04-Mar-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
04-Mar-2019 - 00:00,0.78,0.0,0.0,0.0,752.99,117.61,55.9,0.0,54.06,21.02,293.67,1.35,0.55,21.76,12.29,51.1,59.66,20.55,6.94,05-Mar-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
05-Mar-2019 - 00:00,0.78,0.03,0.03,0.0,754.61,87.9,45.61,0.0,48.47,20.56,169.51,1.33,0.64,16.63,15.54,46.14,59.81,24.95,12.01,06-Mar-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
06-Mar-2019 - 00:00,0.58,0.01,0.0,0.0,755.92,83.02,38.98,0.0,40.01,20.78,133.27,1.26,0.56,32.53,12.41,38.68,45.99,20.98,13.64,07-Mar-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
07-Mar-2019 - 00:00,4.0,3.87,4.37,4.36,755.38,120.46,50.87,0.0,36.36,21.59,126.62,1.05,0.66,49.62,12.79,32.03,41.95,20.29,12.34,08-Mar-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
08-Mar-2019 - 00:00,3.48,2.68,3.32,3.1,756.02,121.38,50.23,0.0,33.16,23.73,147.96,1.28,0.64,61.95,13.74,30.45,43.0,24.78,13.67,09-Mar-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
09-Mar-2019 - 00:00,1.5,0.33,0.76,0.27,756.4,128.57,53.94,0.0,39.0,22.9,225.47,1.4,0.73,51.71,13.67,31.36,44.74,24.21,7.67,10-Mar-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
10-Mar-2019 - 00:00,1.02,0.06,0.18,0.04,757.33,120.7,52.23,0.0,45.6,22.26,85.85,1.59,0.54,50.33,12.31,27.11,39.42,26.76,5.94,11-Mar-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
11-Mar-2019 - 00:00,1.38,0.09,0.23,0.03,756.48,164.84,67.62,0.0,47.5,23.37,215.6,1.2,0.56,61.06,15.11,33.73,48.68,20.78,9.67,12-Mar-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
12-Mar-2019 - 00:00,1.02,0.14,0.31,0.07,758.79,140.26,55.15,0.0,26.36,23.21,179.31,1.39,0.69,48.39,20.28,32.9,52.94,19.82,11.75,13-Mar-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
13-Mar-2019 - 00:00,1.28,0.01,0.04,0.0,758.57,144.79,66.71,0.0,44.06,21.79,126.94,1.22,0.52,55.62,18.41,33.75,52.11,25.21,15.86,14-Mar-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
14-Mar-2019 - 00:00,1.02,0.0,0.0,0.0,758.39,149.0,55.39,0.0,42.62,23.14,96.33,1.36,0.67,46.09,15.29,26.4,41.53,24.09,10.21,15-Mar-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
15-Mar-2019 - 00:00,1.78,0.13,0.66,0.11,761.07,88.48,42.88,0.0,44.81,21.28,124.13,1.29,0.52,30.31,12.46,23.62,35.58,23.53,5.83,16-Mar-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
16-Mar-2019 - 00:00,3.93,0.57,1.79,0.33,760.24,104.75,46.25,0.0,41.27,21.61,107.56,1.34,0.58,31.34,12.52,29.77,42.29,23.64,8.72,17-Mar-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
17-Mar-2019 - 00:00,7.47,1.67,4.01,1.12,757.86,148.88,67.04,0.0,40.02,22.83,156.77,0.8,0.66,35.2,15.94,44.09,54.24,19.33,10.87,18-Mar-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
18-Mar-2019 - 00:00,4.78,0.63,1.64,0.32,757.74,126.46,64.97,0.0,33.94,23.9,153.57,1.0,0.55,36.7,15.01,39.8,52.14,26.32,15.9,19-Mar-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
19-Mar-2019 - 00:00,4.09,0.26,0.57,0.03,754.44,166.54,70.88,0.0,28.76,25.74,135.51,1.4,0.58,37.93,13.25,37.05,48.96,21.33,11.25,20-Mar-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
20-Mar-2019 - 00:00,2.97,0.15,0.33,0.04,752.53,129.45,56.62,0.0,26.06,27.45,169.17,1.09,0.59,37.35,12.98,29.6,42.04,24.84,9.91,21-Mar-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
21-Mar-2019 - 00:00,3.02,0.24,0.55,0.04,755.18,110.12,44.96,0.0,22.66,26.67,207.16,1.32,0.67,33.7,12.63,27.63,37.46,24.11,9.28,22-Mar-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
22-Mar-2019 - 00:00,5.58,1.25,2.68,0.91,758.01,128.1,61.36,0.0,35.48,25.4,154.56,1.12,0.74,45.17,13.7,33.09,45.6,22.69,9.23,23-Mar-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
23-Mar-2019 - 00:00,5.33,0.68,1.83,0.36,758.04,123.82,61.85,0.0,30.77,25.83,154.65,0.96,0.65,48.82,13.66,39.85,53.51,25.28,10.14,24-Mar-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
24-Mar-2019 - 00:00,4.06,0.22,0.46,0.0,755.95,135.32,67.4,0.0,27.35,27.82,182.6,0.92,0.65,47.47,12.82,34.36,46.48,26.41,9.33,25-Mar-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
25-Mar-2019 - 00:00,2.19,0.0,0.0,0.0,755.58,126.51,60.78,0.0,27.55,28.21,220.81,1.32,0.56,41.56,12.69,28.16,40.49,24.7,10.8,26-Mar-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
26-Mar-2019 - 00:00,3.41,0.15,0.21,0.0,757.72,133.89,55.67,0.0,34.77,26.64,151.06,1.13,0.67,42.71,12.67,31.81,42.97,24.09,10.17,27-Mar-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
27-Mar-2019 - 00:00,7.19,1.39,2.78,1.08,758.45,146.9,71.98,0.0,29.36,27.18,145.61,0.95,0.79,45.29,17.86,40.28,56.25,24.66,10.05,28-Mar-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
28-Mar-2019 - 00:00,5.58,0.89,2.14,0.31,756.2,149.07,71.73,0.0,22.9,29.95,143.95,1.06,0.62,51.14,13.91,39.6,52.5,27.15,9.73,29-Mar-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
29-Mar-2019 - 00:00,3.65,1.08,2.37,0.71,752.77,122.55,61.96,0.0,17.51,32.79,199.37,1.14,0.67,48.35,16.42,34.79,51.21,24.33,12.59,30-Mar-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
30-Mar-2019 - 00:00,2.99,0.66,1.56,0.38,751.8,129.9,61.98,0.0,15.66,32.97,213.37,1.22,0.57,38.88,13.61,32.05,43.8,25.78,10.18,31-Mar-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
31-Mar-2019 - 00:00,2.7,0.05,0.07,0.0,752.32,149.74,67.93,0.0,23.08,30.93,273.22,1.58,0.57,44.28,13.85,34.85,48.7,26.02,14.98,01-Apr-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
01-Apr-2019 - 00:00,6.39,1.39,2.84,0.96,753.66,146.28,76.82,0.0,17.62,30.07,167.73,0.84,0.83,45.05,20.15,40.71,60.85,25.55,10.96,02-Apr-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
