from date,NO2,NH3,NO,NOx,CO,Ozone,SO2,Benzene,Eth-Benzene,Toluene,PM2.5,PM10,AT,SR,RH,RF,WD,WS,Temp,to date,station
10-Nov-2019 - 00:00,14.45,19.53,2.58,9.78,,17.71,12.91,0.33,1.23,5.13,89.98,171.32,25.62,147.28,55.4,0.0,100.3,2.89,30.42,11-Nov-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
11-Nov-2019 - 00:00,14.11,18.17,2.6,9.61,,14.03,17.36,0.27,2.03,6.16,69.19,132.92,26.1,159.27,53.41,0.0,121.34,3.0,30.67,12-Nov-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
12-Nov-2019 - 00:00,13.18,17.11,2.58,9.11,0.84,12.22,30.4,0.24,3.12,7.87,62.04,135.65,26.55,158.43,53.88,0.0,142.5,3.11,30.94,13-Nov-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
13-Nov-2019 - 00:00,11.33,17.09,2.58,8.12,0.85,12.53,14.92,0.22,2.82,6.23,57.45,121.15,25.82,123.71,54.59,0.0,110.69,2.59,30.86,14-Nov-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
14-Nov-2019 - 00:00,22.37,17.69,2.63,14.03,0.69,12.4,27.71,0.35,2.56,6.55,71.35,145.42,24.76,176.27,50.11,0.0,122.04,3.22,30.82,15-Nov-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
15-Nov-2019 - 00:00,21.07,16.64,2.56,13.29,0.65,12.01,29.6,0.29,2.61,6.49,68.47,134.38,24.42,155.3,46.65,0.0,112.74,2.76,30.0,16-Nov-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
16-Nov-2019 - 00:00,20.53,18.16,2.61,13.04,0.73,15.23,23.8,0.32,2.24,5.98,80.18,151.15,25.25,147.91,43.5,0.0,102.4,2.32,30.0,17-Nov-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
17-Nov-2019 - 00:00,16.89,19.51,2.55,11.06,0.69,16.23,22.67,0.35,0.75,4.93,88.56,150.29,24.38,144.43,45.96,0.0,93.35,3.18,29.88,18-Nov-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
18-Nov-2019 - 00:00,15.57,17.6,2.52,10.32,0.56,14.35,10.27,0.27,1.35,4.26,54.86,110.55,24.22,154.18,44.76,0.0,113.62,2.6,30.34,19-Nov-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
19-Nov-2019 - 00:00,22.13,20.9,2.59,13.88,0.68,12.94,27.54,0.28,3.13,5.86,70.18,147.33,24.01,133.41,48.43,0.0,161.63,2.37,30.38,20-Nov-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
20-Nov-2019 - 00:00,23.39,20.84,2.52,14.43,0.75,11.05,27.02,0.34,4.12,6.57,83.85,164.86,21.49,88.43,54.54,0.0,106.72,2.71,30.89,21-Nov-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
21-Nov-2019 - 00:00,13.88,18.12,2.48,9.4,0.54,14.17,21.71,0.16,2.07,5.7,55.65,115.72,24.13,140.17,46.19,0.0,111.93,2.64,30.68,22-Nov-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
22-Nov-2019 - 00:00,17.97,19.33,2.5,11.56,0.6,13.06,24.81,0.26,2.37,5.29,70.57,140.78,24.66,151.83,51.57,0.0,156.88,2.39,31.02,23-Nov-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
23-Nov-2019 - 00:00,14.8,19.31,2.55,9.94,0.54,15.57,17.43,0.19,2.21,4.82,67.31,121.73,25.37,141.15,51.79,0.0,132.03,2.17,31.38,24-Nov-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
24-Nov-2019 - 00:00,16.62,20.21,2.57,10.93,0.69,14.46,16.23,0.27,1.65,5.11,85.09,156.45,24.44,138.78,53.2,0.0,98.89,2.6,31.15,25-Nov-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
25-Nov-2019 - 00:00,19.32,19.27,2.71,12.46,0.75,15.59,22.98,0.31,3.61,6.14,89.64,162.28,25.49,169.58,53.63,0.0,109.3,2.88,31.01,26-Nov-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
26-Nov-2019 - 00:00,12.71,16.32,2.59,8.87,0.6,16.65,20.28,0.21,2.1,4.42,78.03,138.59,23.44,144.12,58.76,0.0,118.71,2.89,30.86,27-Nov-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
27-Nov-2019 - 00:00,14.11,14.53,2.51,9.54,0.54,13.18,34.17,0.2,2.1,5.46,71.57,122.26,24.74,146.22,57.3,0.0,151.16,3.04,31.23,28-Nov-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
28-Nov-2019 - 00:00,13.9,10.97,2.56,9.47,0.5,13.19,27.91,0.18,1.85,5.93,64.18,123.51,24.98,147.48,51.62,0.0,142.6,2.7,31.58,29-Nov-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
29-Nov-2019 - 00:00,16.24,10.68,2.56,10.72,0.57,12.02,30.26,0.26,1.82,4.86,61.17,120.97,25.91,141.68,47.68,0.0,149.95,2.2,31.78,30-Nov-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
30-Nov-2019 - 00:00,18.62,15.94,2.55,11.97,0.61,10.8,21.11,0.3,1.85,6.0,70.88,131.85,23.48,144.17,58.17,0.0,98.46,3.53,31.2,01-Dec-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
01-Dec-2019 - 00:00,15.23,18.16,2.62,10.23,0.67,13.8,18.31,0.22,1.01,3.49,82.38,136.2,24.26,155.06,62.39,0.0,134.36,4.51,31.57,02-Dec-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
02-Dec-2019 - 00:00,15.56,25.44,2.64,10.42,0.68,9.98,10.84,0.31,0.65,3.86,101.26,158.64,21.38,90.93,74.55,0.0,65.96,3.57,31.56,03-Dec-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
03-Dec-2019 - 00:00,13.93,25.59,2.63,9.54,0.64,13.15,9.99,0.32,0.3,3.35,99.28,151.7,20.52,122.92,69.93,0.0,64.1,4.09,31.7,04-Dec-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
04-Dec-2019 - 00:00,16.35,16.6,2.57,10.78,0.43,12.45,10.78,0.29,1.09,3.68,55.26,116.81,21.37,136.34,52.47,0.0,83.39,3.7,31.1,05-Dec-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
05-Dec-2019 - 00:00,17.48,17.42,2.6,11.4,0.45,11.73,9.96,0.2,1.23,4.05,48.28,112.67,20.85,105.19,50.94,0.0,76.62,3.3,30.83,06-Dec-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
06-Dec-2019 - 00:00,19.97,20.27,2.6,12.73,0.57,12.44,12.95,0.38,1.15,4.2,58.8,126.55,17.98,130.95,46.88,0.0,62.56,3.68,30.59,07-Dec-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
07-Dec-2019 - 00:00,20.32,28.73,2.62,12.94,0.59,15.15,17.54,0.29,0.77,4.29,95.46,163.3,18.85,155.21,52.8,0.0,76.12,3.66,30.62,08-Dec-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
08-Dec-2019 - 00:00,25.13,26.76,2.59,15.47,0.68,15.11,20.15,0.3,1.14,4.74,116.04,187.03,18.02,134.86,56.64,0.0,72.78,3.19,30.83,09-Dec-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
09-Dec-2019 - 00:00,21.32,25.84,2.66,13.5,0.68,16.83,15.52,0.32,1.06,3.79,112.29,178.04,19.33,130.69,59.82,0.0,104.69,3.18,30.77,10-Dec-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
10-Dec-2019 - 00:00,22.68,30.07,2.66,14.23,0.69,16.28,15.96,0.29,2.22,4.88,104.25,182.45,21.07,132.5,59.69,0.0,107.41,2.78,30.86,11-Dec-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
11-Dec-2019 - 00:00,19.42,27.12,2.75,12.55,0.63,15.79,16.96,0.25,2.32,4.73,93.07,159.76,22.51,128.56,60.59,0.0,170.64,2.65,31.18,12-Dec-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
12-Dec-2019 - 00:00,21.86,25.5,2.82,13.92,0.59,13.57,29.75,0.26,1.76,4.17,92.53,172.48,21.71,104.54,60.21,0.0,240.68,2.68,31.03,13-Dec-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
13-Dec-2019 - 00:00,16.1,20.28,2.84,10.88,0.32,11.51,17.31,0.17,0.83,2.55,45.15,116.45,20.18,131.0,55.45,0.0,261.76,3.07,31.04,14-Dec-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
14-Dec-2019 - 00:00,12.62,25.74,3.04,9.18,0.46,10.33,8.24,0.17,0.26,3.05,49.96,91.83,16.88,133.86,69.63,0.0,144.5,3.77,31.05,15-Dec-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
15-Dec-2019 - 00:00,10.98,27.97,2.95,8.23,0.35,8.0,6.12,0.16,0.16,3.69,67.03,95.42,11.56,110.01,81.25,0.0,47.5,5.07,31.21,16-Dec-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
16-Dec-2019 - 00:00,15.52,24.47,3.13,10.79,0.49,8.73,8.19,0.26,0.26,3.69,73.16,112.2,11.79,117.82,77.28,0.0,54.86,4.36,31.25,17-Dec-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
17-Dec-2019 - 00:00,17.33,25.69,3.23,11.83,0.58,10.95,7.57,0.33,0.33,3.92,79.3,118.72,11.66,130.89,73.9,0.0,56.68,4.41,31.0,18-Dec-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
18-Dec-2019 - 00:00,19.29,29.31,3.15,12.82,0.56,9.32,8.17,0.32,0.77,3.43,89.57,138.47,13.88,125.7,77.06,0.0,108.8,3.75,31.5,19-Dec-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
19-Dec-2019 - 00:00,19.39,27.41,2.91,12.67,0.6,9.92,10.62,0.26,1.81,4.3,79.65,132.29,18.5,125.7,70.16,0.0,144.25,2.98,31.15,20-Dec-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
20-Dec-2019 - 00:00,18.57,28.38,2.83,12.17,0.54,10.89,10.69,0.22,1.65,4.04,78.37,137.56,20.88,132.27,69.48,0.0,146.29,2.65,31.46,21-Dec-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
21-Dec-2019 - 00:00,17.17,25.81,2.76,11.36,0.49,12.43,14.31,0.16,1.75,3.66,78.51,135.23,21.05,108.89,70.02,0.0,111.16,2.77,31.71,22-Dec-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
22-Dec-2019 - 00:00,16.69,22.15,2.79,11.14,0.52,9.91,8.99,0.2,0.95,3.81,67.12,111.0,18.32,114.47,68.89,0.0,62.82,4.07,31.32,23-Dec-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
23-Dec-2019 - 00:00,17.98,22.03,2.96,11.97,0.56,11.78,14.02,0.22,1.4,3.05,79.2,132.81,18.34,108.34,63.44,0.0,83.23,3.77,31.05,24-Dec-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
24-Dec-2019 - 00:00,16.27,19.88,2.88,10.98,0.48,11.62,17.72,0.22,0.92,3.2,72.28,124.62,20.32,101.67,67.52,0.0,148.99,4.26,30.85,25-Dec-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
25-Dec-2019 - 00:00,15.84,24.05,3.85,11.55,0.68,7.12,9.77,0.39,0.29,4.34,112.86,182.64,16.63,105.12,81.61,0.0,70.76,4.01,29.15,26-Dec-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
26-Dec-2019 - 00:00,12.42,17.75,3.03,9.07,0.59,10.82,8.5,0.32,0.17,3.59,91.45,136.93,13.91,129.39,69.29,0.0,72.46,4.11,29.11,27-Dec-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
27-Dec-2019 - 00:00,18.0,11.63,3.15,12.13,0.39,10.97,13.17,0.24,0.53,3.45,47.22,116.74,10.86,150.83,43.55,0.0,68.09,4.31,28.91,28-Dec-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
28-Dec-2019 - 00:00,19.84,25.16,2.98,12.98,0.42,10.1,12.67,0.22,2.38,3.26,43.74,100.51,11.3,147.6,41.51,0.0,81.55,3.66,30.3,29-Dec-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
29-Dec-2019 - 00:00,15.2,23.33,2.81,10.38,0.43,9.84,14.48,0.18,2.11,2.78,40.79,90.27,13.19,128.27,44.79,0.0,90.58,3.38,30.98,30-Dec-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
30-Dec-2019 - 00:00,21.62,21.76,2.97,13.9,0.57,10.6,24.0,0.22,2.32,3.18,61.03,119.19,14.71,120.2,49.5,0.0,102.04,4.03,31.06,31-Dec-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
31-Dec-2019 - 00:00,18.6,27.05,2.6,12.05,0.8,11.5,36.05,0.25,3.3,3.9,66.0,127.0,13.25,11.0,58.0,0.0,86.0,3.25,33.3,01-Jan-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
