from date,Benzene,MP-Xylene,O Xylene,Toluene,CO,NO2,NO,NOx,NH3,Ozone,PM10,PM2.5,SR,Temp,WD,WS,SO2,to date,station
21-Aug-2019 - 00:00,,,,,0.87,18.24,31.49,28.37,19.05,6.11,37.59,,,30.99,167.28,0.35,10.21,22-Aug-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
22-Aug-2019 - 00:00,6.75,,0.96,10.26,1.01,17.04,29.18,26.36,17.63,5.92,23.68,,,31.42,180.65,0.4,10.05,23-Aug-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
23-Aug-2019 - 00:00,8.23,,0.64,14.53,0.79,18.51,37.8,32.3,20.2,3.01,26.67,,,31.04,173.4,0.33,9.79,24-Aug-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
24-Aug-2019 - 00:00,8.44,,0.32,39.32,1.02,19.37,23.94,24.45,17.34,7.76,25.98,,,32.37,190.13,0.37,18.05,25-Aug-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
25-Aug-2019 - 00:00,7.53,,0.52,11.89,0.75,18.33,23.17,23.45,16.43,7.63,18.53,,,31.6,182.48,0.37,12.31,26-Aug-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
26-Aug-2019 - 00:00,9.61,,1.67,12.87,0.95,20.96,33.0,30.69,19.53,6.18,24.93,,,31.74,179.45,0.38,17.77,27-Aug-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
27-Aug-2019 - 00:00,11.67,,0.52,4.87,0.63,21.98,37.27,33.79,20.43,5.44,29.69,,,31.81,151.25,0.35,19.43,28-Aug-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
28-Aug-2019 - 00:00,11.63,,0.81,5.28,0.69,19.35,31.91,29.2,17.68,6.04,24.79,,,32.43,155.08,0.34,18.35,29-Aug-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
29-Aug-2019 - 00:00,10.71,,0.69,2.81,0.69,20.17,30.03,28.51,16.56,8.2,26.27,,,33.28,176.14,0.44,22.28,30-Aug-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
30-Aug-2019 - 00:00,6.57,,0.36,0.87,0.64,13.97,24.69,22.06,14.72,7.59,12.66,,,32.07,176.83,0.37,11.33,31-Aug-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
31-Aug-2019 - 00:00,13.81,,0.05,3.41,0.76,21.2,36.04,32.64,19.9,2.32,14.77,,,30.35,145.84,0.31,12.38,01-Sep-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
01-Sep-2019 - 00:00,7.77,,0.07,4.99,0.68,19.39,25.28,25.26,17.06,4.37,13.06,,,29.83,167.91,0.31,14.16,02-Sep-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
02-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,03-Sep-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
03-Sep-2019 - 00:00,6.99,,0.29,0.47,0.75,24.02,30.6,30.86,20.2,3.36,9.67,,,29.82,163.64,0.27,15.25,04-Sep-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
04-Sep-2019 - 00:00,5.89,,0.46,0.81,0.76,21.54,23.13,25.1,16.99,3.6,9.59,,,29.26,162.38,0.25,12.67,05-Sep-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
05-Sep-2019 - 00:00,7.49,,0.15,1.75,0.77,23.55,19.99,24.27,17.1,4.67,9.97,,,30.51,166.82,0.3,16.6,06-Sep-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
06-Sep-2019 - 00:00,4.26,,0.17,2.54,0.73,23.01,19.39,20.91,19.69,11.65,7.2,,,30.88,174.68,0.3,10.01,07-Sep-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
07-Sep-2019 - 00:00,6.18,,0.47,2.69,0.75,22.01,13.65,19.67,20.59,14.98,11.07,,,30.54,159.09,0.27,13.07,08-Sep-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
08-Sep-2019 - 00:00,6.99,,0.94,8.23,0.89,24.95,13.08,20.85,21.81,18.02,12.72,,,30.08,180.33,0.25,18.78,09-Sep-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
09-Sep-2019 - 00:00,5.04,,0.8,18.74,0.95,22.65,16.22,21.53,21.3,6.34,14.65,,,30.6,192.15,0.33,20.73,10-Sep-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
10-Sep-2019 - 00:00,5.64,,2.32,15.25,0.9,24.14,17.44,23.05,21.96,8.63,17.85,,,31.49,184.02,0.37,25.59,11-Sep-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
11-Sep-2019 - 00:00,7.34,,1.53,19.95,1.03,24.11,23.38,26.59,24.01,10.29,19.27,,,31.02,185.92,0.36,25.78,12-Sep-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
12-Sep-2019 - 00:00,7.4,,1.71,9.54,0.9,19.7,19.98,22.25,21.15,13.03,20.61,,,30.76,188.15,0.31,18.97,13-Sep-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
13-Sep-2019 - 00:00,5.54,,0.92,4.61,1.16,22.49,18.95,23.09,21.54,7.96,11.49,,,29.98,173.06,0.3,14.31,14-Sep-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
14-Sep-2019 - 00:00,5.26,,1.2,9.56,0.95,22.52,14.78,20.61,19.98,6.48,20.85,,,31.37,172.8,0.38,11.54,15-Sep-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
15-Sep-2019 - 00:00,5.66,,0.67,12.73,0.95,21.55,11.84,18.34,18.95,14.53,13.45,,,29.66,200.21,0.33,9.51,16-Sep-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
16-Sep-2019 - 00:00,7.57,,0.87,7.5,1.04,19.15,14.78,18.85,16.56,3.93,17.9,,,30.73,200.83,0.31,9.13,17-Sep-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
17-Sep-2019 - 00:00,6.32,,0.74,5.06,1.12,17.92,13.46,17.42,13.34,3.43,16.41,,,29.45,133.27,0.26,21.61,18-Sep-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
18-Sep-2019 - 00:00,8.21,,1.23,1.01,1.11,17.03,10.75,15.33,11.83,13.18,31.15,,,31.09,200.47,0.34,13.86,19-Sep-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
19-Sep-2019 - 00:00,8.72,,0.46,0.07,1.13,18.5,8.37,14.68,11.93,18.43,25.89,,,30.85,156.51,0.33,24.49,20-Sep-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
20-Sep-2019 - 00:00,6.66,,0.19,3.82,1.05,14.23,9.07,12.87,9.95,9.26,22.6,,,31.57,150.56,0.39,7.55,21-Sep-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
21-Sep-2019 - 00:00,8.36,,0.09,5.03,0.7,13.33,10.95,13.52,9.96,6.93,23.31,,,30.99,139.08,0.42,11.82,22-Sep-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
22-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,23-Sep-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
23-Sep-2019 - 00:00,5.45,,0.74,18.88,0.72,11.04,5.92,9.31,7.83,44.47,27.94,,,36.21,159.66,0.56,18.69,24-Sep-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
24-Sep-2019 - 00:00,3.78,,4.4,2.86,0.42,5.45,3.34,4.83,5.71,31.95,33.45,,,35.41,224.84,0.58,5.18,25-Sep-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
25-Sep-2019 - 00:00,8.48,,1.81,5.49,1.0,11.71,14.73,14.93,10.22,27.19,34.56,,,33.09,141.74,0.41,46.54,26-Sep-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
26-Sep-2019 - 00:00,11.79,,1.02,7.86,1.0,10.8,12.99,13.41,8.73,20.05,26.35,,,32.2,183.05,0.38,23.41,27-Sep-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
27-Sep-2019 - 00:00,8.47,,0.4,7.45,0.78,8.9,9.79,10.51,7.61,13.23,8.5,,,31.73,157.93,0.35,10.95,28-Sep-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
28-Sep-2019 - 00:00,10.65,,0.39,38.37,0.88,10.7,12.2,12.88,8.47,8.37,16.25,,,32.32,168.27,0.38,19.63,29-Sep-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
29-Sep-2019 - 00:00,12.43,,0.35,73.05,0.95,11.69,13.12,13.96,8.8,8.19,,,,32.62,179.31,0.41,17.15,30-Sep-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
30-Sep-2019 - 00:00,9.14,,0.41,21.39,1.0,11.87,12.81,13.87,8.74,7.56,13.83,,,32.41,179.81,0.43,18.24,01-Oct-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
01-Oct-2019 - 00:00,9.9,,0.8,7.51,0.96,11.58,13.46,14.1,9.56,15.57,24.43,,,32.86,192.01,0.47,14.8,02-Oct-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
02-Oct-2019 - 00:00,12.36,,0.4,3.75,0.94,13.14,13.61,15.01,9.92,30.43,36.51,,,32.8,206.56,0.47,12.76,03-Oct-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
03-Oct-2019 - 00:00,8.4,,0.78,1.6,0.99,12.99,12.97,14.55,9.76,23.19,42.61,,,33.32,195.24,0.41,34.3,04-Oct-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
04-Oct-2019 - 00:00,7.79,,0.48,1.04,1.02,11.69,18.0,17.42,13.83,19.1,32.52,,,32.08,164.32,0.35,19.39,05-Oct-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
05-Oct-2019 - 00:00,6.59,,0.65,3.22,0.68,7.86,20.09,18.03,17.35,25.54,30.12,,,31.81,160.57,0.31,35.25,06-Oct-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
06-Oct-2019 - 00:00,10.21,,1.8,8.74,0.82,10.28,16.12,17.42,17.27,39.84,35.57,,,32.63,172.43,0.41,23.06,07-Oct-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
07-Oct-2019 - 00:00,8.79,,1.3,3.82,0.9,12.54,31.95,27.96,23.08,30.97,52.04,,,33.78,184.23,0.41,30.89,08-Oct-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
08-Oct-2019 - 00:00,8.09,,0.74,4.88,1.04,,,,,33.39,45.91,,,33.79,184.97,0.45,13.27,09-Oct-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
09-Oct-2019 - 00:00,9.6,,7.1,11.13,0.85,52.48,268.33,188.0,146.54,28.62,25.71,,,31.82,159.9,0.38,18.69,10-Oct-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
10-Oct-2019 - 00:00,8.22,,2.84,16.09,1.1,5.52,455.23,347.12,280.05,30.02,39.29,,,32.8,146.89,0.34,38.61,11-Oct-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
11-Oct-2019 - 00:00,12.21,,0.96,6.74,1.06,,,,,29.13,42.53,,,33.21,170.0,0.45,22.42,12-Oct-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
12-Oct-2019 - 00:00,8.74,,0.61,9.74,1.06,17.98,144.46,90.94,130.22,32.12,44.62,,,32.82,156.3,0.41,31.28,13-Oct-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
13-Oct-2019 - 00:00,12.81,,0.38,6.7,1.08,19.5,109.98,68.97,99.56,27.14,44.22,,,33.52,178.76,0.42,41.53,14-Oct-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
14-Oct-2019 - 00:00,9.76,,0.3,11.6,1.21,7.5,125.82,76.18,110.29,21.94,58.8,,,34.97,168.25,0.46,60.68,15-Oct-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
15-Oct-2019 - 00:00,14.67,,0.88,12.21,1.31,19.41,141.29,91.08,82.78,25.21,78.2,,422.97,34.92,150.92,0.44,93.84,16-Oct-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
16-Oct-2019 - 00:00,11.05,,1.46,9.96,1.34,19.48,196.37,129.02,82.75,25.53,73.37,,409.81,34.41,122.78,0.49,68.82,17-Oct-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
17-Oct-2019 - 00:00,11.59,,2.26,49.17,1.2,,,,,19.61,76.17,,365.68,34.58,130.36,0.44,60.95,18-Oct-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
18-Oct-2019 - 00:00,10.0,,2.88,18.15,1.08,24.72,38.37,35.17,18.09,17.4,56.98,,67.85,31.47,120.82,0.32,32.1,19-Oct-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
19-Oct-2019 - 00:00,10.12,,0.5,1.26,1.22,14.11,132.66,86.77,20.02,10.93,28.5,,44.07,29.88,103.46,0.24,44.76,20-Oct-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
20-Oct-2019 - 00:00,8.24,,1.7,4.61,1.19,12.79,141.04,91.08,20.41,14.19,9.65,,103.57,29.81,122.04,0.26,57.8,21-Oct-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
21-Oct-2019 - 00:00,6.73,,0.78,4.63,0.95,16.13,71.39,51.15,20.52,25.32,16.85,,304.62,32.2,114.77,0.37,23.01,22-Oct-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
22-Oct-2019 - 00:00,5.03,,0.29,8.48,1.0,24.19,60.85,49.05,19.76,30.07,11.53,,264.88,31.58,151.18,0.33,39.07,23-Oct-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
23-Oct-2019 - 00:00,4.49,,0.48,18.06,0.96,19.45,82.01,59.24,19.24,11.38,23.4,,160.31,31.1,163.33,0.34,20.9,24-Oct-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
24-Oct-2019 - 00:00,4.83,,1.18,8.92,1.15,20.35,61.33,47.34,19.38,11.02,25.57,,158.46,31.45,143.67,0.31,53.03,25-Oct-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
25-Oct-2019 - 00:00,3.21,,0.71,3.3,1.05,20.64,73.47,54.75,19.37,8.28,26.61,,97.71,30.75,96.99,0.28,79.61,26-Oct-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
26-Oct-2019 - 00:00,3.68,,0.81,5.34,1.77,16.24,62.18,45.67,19.73,14.99,45.66,,91.84,31.53,144.66,0.33,48.23,27-Oct-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
27-Oct-2019 - 00:00,4.99,,0.46,4.72,0.95,12.52,85.01,57.41,18.23,20.02,63.66,,276.76,32.24,170.32,0.43,18.05,28-Oct-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
28-Oct-2019 - 00:00,4.17,,0.43,1.68,0.96,18.1,56.57,43.31,18.85,39.92,88.6,,369.12,33.53,168.85,0.44,5.78,29-Oct-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
29-Oct-2019 - 00:00,3.22,,0.25,2.83,0.88,19.83,38.52,33.41,17.86,47.36,39.42,,349.52,34.06,156.6,0.45,6.28,30-Oct-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
30-Oct-2019 - 00:00,3.22,,0.49,29.27,0.98,21.68,51.25,42.0,18.2,20.3,38.83,,333.9,34.2,102.01,0.43,67.33,31-Oct-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
31-Oct-2019 - 00:00,4.24,,0.58,16.8,1.03,20.78,80.08,58.78,18.78,17.5,34.53,,211.25,33.84,111.92,0.43,90.74,01-Nov-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
01-Nov-2019 - 00:00,4.82,,0.28,8.22,0.72,17.34,43.38,35.02,17.88,19.13,16.36,,280.82,33.95,136.0,0.5,53.16,02-Nov-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
02-Nov-2019 - 00:00,3.71,,0.21,12.48,0.87,18.19,68.19,50.31,18.78,19.36,14.12,,328.93,32.23,150.7,0.37,31.9,03-Nov-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
03-Nov-2019 - 00:00,5.67,,0.24,14.33,0.92,18.11,56.28,43.14,19.3,34.7,27.09,,345.79,32.97,188.2,0.47,18.35,04-Nov-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
04-Nov-2019 - 00:00,4.23,,0.35,9.1,0.89,23.04,57.58,46.49,18.92,30.78,24.59,,280.8,32.93,199.1,0.38,26.7,05-Nov-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
05-Nov-2019 - 00:00,3.77,,0.19,2.91,1.27,26.34,40.34,37.91,19.05,37.19,35.33,,306.86,33.83,157.12,0.34,38.25,06-Nov-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
06-Nov-2019 - 00:00,,,,,1.31,26.86,44.66,40.76,18.39,14.58,44.04,,281.02,32.9,202.69,0.48,13.19,07-Nov-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
07-Nov-2019 - 00:00,,,,,1.04,21.26,65.25,50.15,18.37,7.05,21.76,,251.73,32.41,165.72,0.4,11.96,08-Nov-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
08-Nov-2019 - 00:00,,,,,1.2,19.07,81.2,58.56,18.52,7.27,6.04,,122.68,30.26,165.19,0.35,7.47,09-Nov-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
09-Nov-2019 - 00:00,0.0,,0.0,0.0,1.16,31.15,80.87,64.67,19.27,12.68,21.51,,234.66,31.54,196.08,0.43,8.51,10-Nov-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
10-Nov-2019 - 00:00,,,,,1.36,25.64,99.07,72.68,20.66,36.28,47.47,,245.2,32.33,204.4,0.35,34.63,11-Nov-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
11-Nov-2019 - 00:00,,,,,1.27,26.09,82.56,63.04,19.89,37.07,44.27,,264.56,32.84,168.41,0.4,30.53,12-Nov-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
12-Nov-2019 - 00:00,,,,,1.28,26.55,102.19,75.03,20.26,40.74,81.68,,198.47,33.12,184.45,0.41,37.45,13-Nov-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
13-Nov-2019 - 00:00,,,,,1.53,29.11,108.09,79.9,20.89,32.84,91.03,,164.37,33.41,135.97,0.44,48.37,14-Nov-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
14-Nov-2019 - 00:00,,,,,1.25,29.64,101.13,76.01,20.04,41.08,60.96,,174.76,32.29,179.44,0.42,46.77,15-Nov-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
15-Nov-2019 - 00:00,,,,,1.18,29.44,80.01,63.26,20.38,52.08,70.56,,181.71,32.5,187.7,0.4,21.72,16-Nov-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
16-Nov-2019 - 00:00,,,,,1.32,38.82,48.03,49.02,20.77,33.88,98.93,,272.67,33.65,155.01,0.41,45.6,17-Nov-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
17-Nov-2019 - 00:00,,,,,1.2,43.09,49.56,52.17,20.32,30.06,101.54,,267.19,34.15,126.93,0.37,89.95,18-Nov-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
18-Nov-2019 - 00:00,30.7,,27.9,111.09,1.35,43.9,52.79,54.53,18.93,41.3,107.59,,279.59,33.28,189.18,0.36,73.95,19-Nov-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
19-Nov-2019 - 00:00,25.38,,21.6,117.67,1.54,51.12,54.87,59.55,18.83,36.35,112.66,,280.76,32.32,144.33,0.32,64.32,20-Nov-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
20-Nov-2019 - 00:00,18.89,,12.6,85.48,1.4,44.6,44.72,50.06,18.47,39.35,102.55,,257.4,32.64,172.99,0.37,56.43,21-Nov-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
21-Nov-2019 - 00:00,17.29,,10.26,81.06,1.33,45.14,46.3,51.29,18.4,38.11,96.51,,224.17,32.98,164.05,0.38,67.84,22-Nov-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
22-Nov-2019 - 00:00,17.14,,10.2,56.94,1.37,36.29,42.93,44.64,18.1,46.79,86.0,,257.29,33.11,162.41,0.42,12.89,23-Nov-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
23-Nov-2019 - 00:00,19.48,,10.57,68.53,1.44,43.42,49.19,52.12,18.72,33.2,102.52,,262.7,33.03,145.81,0.4,47.79,24-Nov-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
24-Nov-2019 - 00:00,18.74,,9.82,109.47,1.46,41.26,41.65,46.48,19.52,41.55,95.98,,256.96,32.84,158.75,0.43,59.64,25-Nov-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
25-Nov-2019 - 00:00,20.96,,10.8,138.75,1.6,43.15,53.4,54.5,19.69,35.8,103.98,,266.19,32.45,171.2,0.38,55.62,26-Nov-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
26-Nov-2019 - 00:00,22.5,,12.72,101.07,1.62,43.48,64.65,61.41,19.72,30.47,104.38,,237.19,32.17,160.83,0.35,64.83,27-Nov-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
27-Nov-2019 - 00:00,21.59,,10.86,69.84,1.4,38.57,58.11,54.92,19.88,38.9,86.27,,249.58,32.21,171.43,0.37,47.46,28-Nov-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
28-Nov-2019 - 00:00,18.27,,10.66,81.1,1.29,51.48,36.18,48.54,19.46,35.05,96.77,,250.8,33.22,123.07,0.38,80.01,29-Nov-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
29-Nov-2019 - 00:00,14.99,,9.82,77.78,0.99,38.15,29.1,37.34,19.2,50.24,88.3,,238.54,33.36,145.68,0.35,42.52,30-Nov-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
30-Nov-2019 - 00:00,19.49,,8.79,99.58,1.25,43.16,33.14,42.38,20.04,46.0,92.6,,191.17,33.13,154.35,0.43,41.75,01-Dec-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
01-Dec-2019 - 00:00,24.69,,9.62,98.43,1.39,42.67,40.23,46.37,19.6,36.9,89.86,,184.29,33.32,153.8,0.39,50.24,02-Dec-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
02-Dec-2019 - 00:00,19.82,,9.23,100.32,1.33,40.21,48.63,50.11,19.71,26.74,82.99,,244.29,33.53,115.16,0.44,51.32,03-Dec-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
03-Dec-2019 - 00:00,25.63,,12.13,116.05,1.27,35.91,34.96,39.68,18.66,24.62,63.62,,252.36,33.12,146.26,0.5,33.34,04-Dec-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
04-Dec-2019 - 00:00,17.12,,10.7,218.7,1.28,37.81,50.01,49.69,20.38,33.53,65.96,,233.97,33.7,122.24,0.45,47.5,05-Dec-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
05-Dec-2019 - 00:00,23.13,,12.49,178.97,1.7,45.84,56.65,57.85,20.96,52.59,94.84,,155.22,33.13,140.05,0.38,61.49,06-Dec-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
06-Dec-2019 - 00:00,15.1,,9.33,60.71,1.18,41.35,38.05,44.38,18.7,62.06,88.15,,224.43,33.36,111.3,0.35,59.37,07-Dec-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
07-Dec-2019 - 00:00,18.86,,10.57,70.11,1.44,47.47,61.0,61.3,19.64,52.24,100.48,,243.19,31.91,129.99,0.34,65.17,08-Dec-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
08-Dec-2019 - 00:00,17.54,,9.13,109.26,1.4,43.0,58.96,57.75,19.67,54.6,95.61,,209.85,31.81,145.93,0.35,78.92,09-Dec-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
09-Dec-2019 - 00:00,21.07,,9.38,96.85,1.47,40.42,64.07,59.46,20.18,53.24,91.55,,247.41,32.42,166.03,0.37,53.27,10-Dec-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
10-Dec-2019 - 00:00,26.84,,10.52,82.94,1.46,37.44,67.73,60.09,20.6,56.06,85.0,,228.07,32.46,173.78,0.39,32.84,11-Dec-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
11-Dec-2019 - 00:00,27.31,,11.98,82.46,1.54,38.59,79.01,67.44,21.2,54.32,87.52,,218.42,31.83,209.79,0.42,25.53,12-Dec-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
12-Dec-2019 - 00:00,43.25,,12.48,156.43,1.59,37.78,83.12,69.48,19.48,59.54,94.66,,219.59,30.72,206.46,0.38,29.4,13-Dec-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
13-Dec-2019 - 00:00,36.09,,15.07,100.54,1.33,28.78,90.22,69.03,19.19,49.26,75.09,,182.31,29.19,185.7,0.82,12.76,14-Dec-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
14-Dec-2019 - 00:00,23.76,,13.11,51.3,1.17,33.55,62.15,55.08,18.93,40.72,59.37,,256.66,29.59,157.37,1.12,33.17,15-Dec-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
15-Dec-2019 - 00:00,17.02,,8.99,49.28,1.13,42.38,44.86,48.98,17.4,39.67,71.91,,232.97,30.16,135.69,1.81,52.03,16-Dec-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
16-Dec-2019 - 00:00,16.29,,9.62,44.4,1.18,39.34,54.95,53.43,17.82,40.92,74.04,,209.1,30.69,156.74,1.39,55.97,17-Dec-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
17-Dec-2019 - 00:00,21.23,,10.37,87.53,1.56,41.81,100.26,81.84,19.16,25.43,97.19,,243.74,31.38,80.68,0.95,91.19,18-Dec-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
18-Dec-2019 - 00:00,18.96,,8.97,72.61,1.54,45.09,78.82,70.73,18.27,24.73,95.18,,249.44,31.76,109.19,0.91,87.36,19-Dec-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
19-Dec-2019 - 00:00,16.98,,7.34,66.73,1.37,53.09,83.59,77.76,19.71,27.3,101.47,,245.26,31.56,129.33,0.83,76.81,20-Dec-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
20-Dec-2019 - 00:00,16.23,,6.25,25.99,1.35,50.42,61.12,62.91,18.98,39.79,81.38,,212.52,31.39,186.46,0.43,38.25,21-Dec-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
21-Dec-2019 - 00:00,32.65,,7.85,70.65,1.9,52.72,93.92,83.75,20.1,24.51,101.02,,146.74,31.08,153.9,0.41,55.95,22-Dec-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
