from date,Temp,RH,VWS,WD,WS,SR,PM2.5,CO,CH4,NO2,NO,NOx,NH3,SO2,NMHC,to date,BP,THC,station
08-Jun-2019 - 00:00,35.75,45.34,0.19,141.25,0.48,79.85,93.11,0.95,900.26,28.2,6.28,20.0,28.02,5.4,551.49,09-Jun-2019 - 00:00,990.99,,"Talkatora District Industries Center, Lucknow - CPCB"
09-Jun-2019 - 00:00,36.66,43.38,0.22,138.51,0.45,113.29,121.79,0.97,899.36,28.19,6.26,19.99,28.01,4.41,549.56,10-Jun-2019 - 00:00,988.66,,"Talkatora District Industries Center, Lucknow - CPCB"
10-Jun-2019 - 00:00,37.37,42.23,0.67,176.84,0.56,101.13,123.71,1.0,899.96,28.17,6.27,22.69,29.09,3.07,551.55,11-Jun-2019 - 00:00,985.44,,"Talkatora District Industries Center, Lucknow - CPCB"
11-Jun-2019 - 00:00,36.44,48.96,1.3,97.69,0.85,165.75,123.93,0.98,897.27,28.16,6.22,24.98,29.95,1.94,550.01,12-Jun-2019 - 00:00,986.31,,"Talkatora District Industries Center, Lucknow - CPCB"
12-Jun-2019 - 00:00,32.44,59.19,0.71,64.96,0.84,83.52,105.87,0.95,899.2,28.23,6.23,25.03,30.03,1.89,548.4,13-Jun-2019 - 00:00,989.62,,"Talkatora District Industries Center, Lucknow - CPCB"
13-Jun-2019 - 00:00,33.39,53.28,0.13,105.81,0.67,49.53,134.94,0.99,901.32,28.21,6.27,25.01,30.02,1.84,548.8,14-Jun-2019 - 00:00,989.32,,"Talkatora District Industries Center, Lucknow - CPCB"
14-Jun-2019 - 00:00,36.71,37.55,1.56,199.64,1.17,120.94,94.03,0.98,898.75,28.16,6.27,25.01,29.99,1.87,550.97,15-Jun-2019 - 00:00,987.43,,"Talkatora District Industries Center, Lucknow - CPCB"
15-Jun-2019 - 00:00,38.42,21.05,1.41,203.08,1.05,124.0,124.64,0.97,901.41,28.2,6.28,25.01,29.98,1.72,550.33,16-Jun-2019 - 00:00,985.95,,"Talkatora District Industries Center, Lucknow - CPCB"
16-Jun-2019 - 00:00,35.67,37.77,2.2,296.94,1.6,108.79,93.19,0.99,899.88,28.2,6.25,25.0,30.0,1.5,548.54,17-Jun-2019 - 00:00,987.65,,"Talkatora District Industries Center, Lucknow - CPCB"
17-Jun-2019 - 00:00,33.12,57.53,2.49,290.67,1.71,117.26,64.29,0.99,899.0,28.24,6.25,24.99,30.01,1.73,549.32,18-Jun-2019 - 00:00,988.54,,"Talkatora District Industries Center, Lucknow - CPCB"
18-Jun-2019 - 00:00,32.67,47.5,1.76,304.74,1.3,98.67,114.34,1.04,899.99,28.16,6.27,24.99,30.02,1.83,551.17,19-Jun-2019 - 00:00,989.89,,"Talkatora District Industries Center, Lucknow - CPCB"
19-Jun-2019 - 00:00,28.13,69.04,0.2,242.97,0.53,44.2,126.97,0.97,761.88,28.2,6.28,25.01,30.01,1.79,566.58,20-Jun-2019 - 00:00,991.02,,"Talkatora District Industries Center, Lucknow - CPCB"
20-Jun-2019 - 00:00,30.62,66.39,0.51,98.71,0.32,107.11,103.06,1.02,648.68,28.2,6.25,24.97,30.0,1.51,554.78,21-Jun-2019 - 00:00,990.87,,"Talkatora District Industries Center, Lucknow - CPCB"
21-Jun-2019 - 00:00,33.53,56.82,0.09,99.77,0.33,97.14,121.73,0.97,650.74,28.23,6.28,24.99,30.02,1.56,553.84,22-Jun-2019 - 00:00,990.7,,"Talkatora District Industries Center, Lucknow - CPCB"
22-Jun-2019 - 00:00,31.7,66.73,0.55,104.29,0.54,73.11,111.42,0.96,648.06,38.73,7.72,29.85,26.78,1.42,553.78,23-Jun-2019 - 00:00,991.19,,"Talkatora District Industries Center, Lucknow - CPCB"
23-Jun-2019 - 00:00,28.79,81.36,0.35,79.12,0.56,76.39,59.06,1.0,652.23,58.51,10.02,39.25,46.7,1.63,553.01,24-Jun-2019 - 00:00,991.71,,"Talkatora District Industries Center, Lucknow - CPCB"
24-Jun-2019 - 00:00,32.03,72.42,0.47,118.82,0.62,102.6,115.81,0.99,649.97,65.14,8.95,41.65,34.99,1.5,553.96,25-Jun-2019 - 00:00,992.07,,"Talkatora District Industries Center, Lucknow - CPCB"
25-Jun-2019 - 00:00,32.55,69.54,0.26,112.52,0.47,103.53,107.7,1.02,649.68,54.07,9.7,36.36,30.81,1.46,552.29,26-Jun-2019 - 00:00,991.44,,"Talkatora District Industries Center, Lucknow - CPCB"
26-Jun-2019 - 00:00,32.58,67.15,0.69,276.61,0.79,102.55,122.8,0.97,650.66,52.74,9.51,35.65,41.93,1.66,553.77,27-Jun-2019 - 00:00,988.75,,"Talkatora District Industries Center, Lucknow - CPCB"
27-Jun-2019 - 00:00,35.64,53.32,0.48,244.04,0.57,108.5,101.31,0.91,648.73,47.72,10.84,34.04,25.77,2.46,555.23,28-Jun-2019 - 00:00,985.18,,"Talkatora District Industries Center, Lucknow - CPCB"
28-Jun-2019 - 00:00,36.55,43.92,0.93,272.15,0.78,107.31,124.89,0.99,650.23,33.2,21.16,34.54,10.09,2.23,553.2,29-Jun-2019 - 00:00,984.07,,"Talkatora District Industries Center, Lucknow - CPCB"
29-Jun-2019 - 00:00,37.02,44.39,0.75,204.27,0.61,110.66,133.42,0.97,651.2,26.54,26.2,35.08,14.01,2.5,552.69,30-Jun-2019 - 00:00,983.87,,"Talkatora District Industries Center, Lucknow - CPCB"
30-Jun-2019 - 00:00,32.09,72.37,0.14,114.14,0.56,67.43,92.71,0.97,652.92,28.81,24.56,34.89,13.79,2.66,554.81,01-Jul-2019 - 00:00,985.24,,"Talkatora District Industries Center, Lucknow - CPCB"
01-Jul-2019 - 00:00,33.11,70.16,0.16,119.46,2.25,148.07,78.87,0.97,589.85,23.66,24.66,30.19,16.99,3.0,501.8,02-Jul-2019 - 00:00,978.26,,"Talkatora District Industries Center, Lucknow - CPCB"
02-Jul-2019 - 00:00,31.53,77.41,0.23,157.1,0.53,96.85,77.83,1.5,652.24,24.67,26.08,33.99,16.6,2.64,554.88,03-Jul-2019 - 00:00,986.77,,"Talkatora District Industries Center, Lucknow - CPCB"
03-Jul-2019 - 00:00,32.28,70.72,0.15,80.28,0.63,123.24,59.01,1.21,650.56,23.62,25.89,33.27,7.73,2.28,552.34,04-Jul-2019 - 00:00,986.74,,"Talkatora District Industries Center, Lucknow - CPCB"
04-Jul-2019 - 00:00,33.74,64.78,0.69,103.46,0.58,127.85,62.54,0.97,478.18,26.83,16.02,26.7,16.58,2.81,408.65,05-Jul-2019 - 00:00,985.42,886.83,"Talkatora District Industries Center, Lucknow - CPCB"
05-Jul-2019 - 00:00,33.02,69.86,0.67,131.47,0.75,113.79,62.76,0.97,651.67,41.31,10.49,30.37,12.6,3.32,553.17,06-Jul-2019 - 00:00,982.76,,"Talkatora District Industries Center, Lucknow - CPCB"
06-Jul-2019 - 00:00,27.55,93.62,-0.03,81.24,0.45,52.76,63.63,0.98,650.52,42.34,10.8,31.16,10.47,3.48,553.98,07-Jul-2019 - 00:00,982.71,,"Talkatora District Industries Center, Lucknow - CPCB"
07-Jul-2019 - 00:00,28.26,90.22,-1.04,200.68,0.35,70.31,28.19,1.02,651.63,37.76,8.07,29.48,17.4,3.11,557.03,08-Jul-2019 - 00:00,983.83,,"Talkatora District Industries Center, Lucknow - CPCB"
08-Jul-2019 - 00:00,29.11,85.98,-1.15,182.52,0.43,90.01,36.46,0.97,649.91,27.28,7.02,23.79,24.32,3.41,555.03,09-Jul-2019 - 00:00,984.94,,"Talkatora District Industries Center, Lucknow - CPCB"
09-Jul-2019 - 00:00,27.43,93.31,-2.55,119.73,0.38,61.09,39.73,1.0,648.94,28.17,11.11,23.88,20.1,3.3,552.09,10-Jul-2019 - 00:00,984.53,,"Talkatora District Industries Center, Lucknow - CPCB"
10-Jul-2019 - 00:00,27.05,94.78,-1.79,236.52,0.81,54.11,51.04,0.99,651.47,29.77,10.21,24.01,24.33,3.52,551.95,11-Jul-2019 - 00:00,984.0,,"Talkatora District Industries Center, Lucknow - CPCB"
11-Jul-2019 - 00:00,27.15,92.7,-1.32,206.73,0.63,74.71,50.31,0.98,650.83,28.66,10.36,23.53,21.14,3.36,553.65,12-Jul-2019 - 00:00,985.62,,"Talkatora District Industries Center, Lucknow - CPCB"
12-Jul-2019 - 00:00,29.4,86.69,0.15,265.2,0.95,99.08,51.34,1.01,650.11,27.63,11.92,24.23,24.52,3.62,553.6,13-Jul-2019 - 00:00,987.68,,"Talkatora District Industries Center, Lucknow - CPCB"
13-Jul-2019 - 00:00,31.75,73.77,1.73,275.42,1.68,98.51,40.85,0.98,650.69,23.54,14.1,23.8,14.02,3.52,555.48,14-Jul-2019 - 00:00,987.67,,"Talkatora District Industries Center, Lucknow - CPCB"
14-Jul-2019 - 00:00,31.37,72.95,1.39,285.28,1.38,124.22,49.24,0.99,651.4,24.12,11.38,21.79,12.29,3.6,553.05,15-Jul-2019 - 00:00,986.34,,"Talkatora District Industries Center, Lucknow - CPCB"
15-Jul-2019 - 00:00,29.65,78.04,0.6,224.53,0.88,109.28,48.35,1.0,650.91,24.32,10.33,21.02,11.5,3.39,554.73,16-Jul-2019 - 00:00,986.44,,"Talkatora District Industries Center, Lucknow - CPCB"
16-Jul-2019 - 00:00,28.78,80.12,-0.35,156.39,0.36,103.85,51.66,1.01,649.75,23.89,10.13,20.82,11.11,3.65,554.79,17-Jul-2019 - 00:00,990.55,,"Talkatora District Industries Center, Lucknow - CPCB"
17-Jul-2019 - 00:00,31.03,75.06,0.03,218.03,0.45,139.49,76.25,1.02,650.39,23.94,9.86,20.63,10.91,3.4,553.79,18-Jul-2019 - 00:00,990.74,,"Talkatora District Industries Center, Lucknow - CPCB"
18-Jul-2019 - 00:00,32.06,71.77,0.19,216.31,0.54,135.76,56.01,1.0,649.32,23.39,9.88,20.35,10.55,3.14,554.97,19-Jul-2019 - 00:00,990.27,,"Talkatora District Industries Center, Lucknow - CPCB"
19-Jul-2019 - 00:00,32.04,76.3,-0.18,120.09,0.35,104.45,82.68,0.98,650.52,23.3,9.83,20.26,10.42,3.57,551.54,20-Jul-2019 - 00:00,990.69,,"Talkatora District Industries Center, Lucknow - CPCB"
20-Jul-2019 - 00:00,32.82,74.52,-0.18,116.22,0.45,123.92,66.14,0.98,650.24,23.42,10.24,20.65,10.84,3.69,556.21,21-Jul-2019 - 00:00,991.35,,"Talkatora District Industries Center, Lucknow - CPCB"
21-Jul-2019 - 00:00,31.14,79.85,0.09,121.06,0.47,99.26,51.43,0.98,650.5,23.42,12.34,22.22,12.36,3.39,552.49,22-Jul-2019 - 00:00,991.16,,"Talkatora District Industries Center, Lucknow - CPCB"
22-Jul-2019 - 00:00,32.37,72.87,0.2,194.44,0.5,141.31,51.51,0.99,646.91,23.04,10.5,20.65,10.76,3.6,556.06,23-Jul-2019 - 00:00,989.92,,"Talkatora District Industries Center, Lucknow - CPCB"
23-Jul-2019 - 00:00,32.68,75.65,0.43,207.02,0.7,104.55,53.85,0.97,651.64,23.45,9.91,20.4,10.57,3.32,552.13,24-Jul-2019 - 00:00,988.44,,"Talkatora District Industries Center, Lucknow - CPCB"
24-Jul-2019 - 00:00,26.68,92.76,-0.16,174.61,0.74,37.56,28.54,0.99,650.86,22.95,9.99,20.19,10.29,3.01,557.04,25-Jul-2019 - 00:00,988.53,,"Talkatora District Industries Center, Lucknow - CPCB"
25-Jul-2019 - 00:00,27.19,91.05,-1.43,174.36,0.45,57.96,27.51,0.96,653.64,22.83,7.91,17.64,9.91,3.37,554.07,26-Jul-2019 - 00:00,989.73,,"Talkatora District Industries Center, Lucknow - CPCB"
26-Jul-2019 - 00:00,28.07,91.12,-0.38,138.58,0.63,89.22,38.74,0.98,551.0,16.64,5.99,14.99,9.42,3.79,433.84,27-Jul-2019 - 00:00,986.35,983.03,"Talkatora District Industries Center, Lucknow - CPCB"
27-Jul-2019 - 00:00,28.91,89.25,-0.62,123.86,0.68,94.8,36.45,1.01,495.0,20.44,7.72,16.99,11.34,3.25,380.99,28-Jul-2019 - 00:00,986.94,875.99,"Talkatora District Industries Center, Lucknow - CPCB"
28-Jul-2019 - 00:00,29.04,88.65,-0.07,111.65,0.58,80.28,24.57,0.96,471.72,20.51,7.94,17.06,11.46,3.54,389.73,29-Jul-2019 - 00:00,988.48,861.43,"Talkatora District Industries Center, Lucknow - CPCB"
29-Jul-2019 - 00:00,30.69,77.95,0.41,103.26,0.62,125.12,28.07,1.0,428.06,20.29,7.67,16.75,11.11,3.04,389.99,30-Jul-2019 - 00:00,989.44,818.05,"Talkatora District Industries Center, Lucknow - CPCB"
30-Jul-2019 - 00:00,30.53,78.03,0.42,101.29,0.58,110.22,41.44,1.01,502.45,20.1,7.42,16.59,10.87,3.51,388.32,31-Jul-2019 - 00:00,988.64,890.76,"Talkatora District Industries Center, Lucknow - CPCB"
31-Jul-2019 - 00:00,30.89,77.54,0.26,108.39,0.55,134.68,43.46,1.03,520.27,20.06,7.9,16.98,11.23,3.14,389.5,01-Aug-2019 - 00:00,988.16,909.77,"Talkatora District Industries Center, Lucknow - CPCB"
01-Aug-2019 - 00:00,31.26,79.2,0.03,107.12,0.47,80.28,64.75,1.0,502.45,20.57,7.53,16.94,11.28,3.37,390.7,02-Aug-2019 - 00:00,987.94,893.15,"Talkatora District Industries Center, Lucknow - CPCB"
02-Aug-2019 - 00:00,30.66,82.61,-0.04,129.31,0.51,92.73,54.33,0.97,497.89,20.68,7.62,17.09,11.45,3.42,393.87,03-Aug-2019 - 00:00,986.67,891.76,"Talkatora District Industries Center, Lucknow - CPCB"
03-Aug-2019 - 00:00,31.53,81.13,-0.17,122.91,0.57,103.59,58.27,1.01,503.87,15.76,9.28,14.93,9.35,3.52,391.58,04-Aug-2019 - 00:00,986.24,895.45,"Talkatora District Industries Center, Lucknow - CPCB"
04-Aug-2019 - 00:00,31.74,82.33,-0.15,164.12,0.49,96.14,46.66,1.0,506.06,13.24,12.1,15.37,9.99,3.59,392.36,05-Aug-2019 - 00:00,985.23,898.43,"Talkatora District Industries Center, Lucknow - CPCB"
05-Aug-2019 - 00:00,29.98,89.07,-0.23,155.45,0.42,53.67,49.37,1.01,502.71,20.66,7.37,16.88,11.23,3.31,393.77,06-Aug-2019 - 00:00,984.41,896.48,"Talkatora District Industries Center, Lucknow - CPCB"
06-Aug-2019 - 00:00,30.2,86.04,0.01,181.05,0.58,81.47,36.25,1.0,520.59,9.8,10.84,12.58,7.32,3.4,385.58,07-Aug-2019 - 00:00,983.83,906.17,"Talkatora District Industries Center, Lucknow - CPCB"
07-Aug-2019 - 00:00,27.98,90.55,-0.39,88.63,0.36,75.63,50.27,1.02,503.97,11.14,10.9,13.53,7.85,3.53,391.07,08-Aug-2019 - 00:00,983.35,895.05,"Talkatora District Industries Center, Lucknow - CPCB"
08-Aug-2019 - 00:00,30.87,77.25,0.31,89.39,0.59,105.79,48.3,0.99,499.75,20.37,7.62,16.88,11.26,3.0,389.25,09-Aug-2019 - 00:00,982.19,888.99,"Talkatora District Industries Center, Lucknow - CPCB"
09-Aug-2019 - 00:00,29.45,84.82,0.64,110.94,0.74,83.92,38.22,0.97,502.43,6.24,15.4,13.01,7.92,3.63,387.91,10-Aug-2019 - 00:00,985.96,890.33,"Talkatora District Industries Center, Lucknow - CPCB"
10-Aug-2019 - 00:00,31.13,77.6,0.41,192.96,0.72,132.87,37.69,1.0,502.25,8.08,15.18,11.67,6.7,3.43,390.5,11-Aug-2019 - 00:00,988.78,892.75,"Talkatora District Industries Center, Lucknow - CPCB"
11-Aug-2019 - 00:00,30.32,84.49,-0.34,248.18,0.37,74.95,28.36,0.99,499.33,9.71,14.69,13.65,8.47,3.8,392.26,12-Aug-2019 - 00:00,989.81,891.58,"Talkatora District Industries Center, Lucknow - CPCB"
12-Aug-2019 - 00:00,31.61,80.24,0.48,301.46,0.82,180.34,25.74,1.01,497.65,15.03,9.91,14.4,9.32,3.46,390.04,13-Aug-2019 - 00:00,988.38,887.69,"Talkatora District Industries Center, Lucknow - CPCB"
13-Aug-2019 - 00:00,31.12,82.16,0.04,144.35,0.52,152.53,40.58,1.0,490.78,17.77,17.93,18.55,14.37,3.46,390.04,14-Aug-2019 - 00:00,989.1,880.82,"Talkatora District Industries Center, Lucknow - CPCB"
14-Aug-2019 - 00:00,30.6,82.14,0.31,87.82,0.53,148.98,45.62,1.02,499.29,20.72,7.25,16.82,11.17,3.88,390.23,15-Aug-2019 - 00:00,989.74,889.51,"Talkatora District Industries Center, Lucknow - CPCB"
15-Aug-2019 - 00:00,29.41,85.25,0.82,123.7,1.0,136.71,34.83,0.99,495.65,20.83,7.29,16.91,11.28,3.79,387.57,16-Aug-2019 - 00:00,990.29,883.23,"Talkatora District Industries Center, Lucknow - CPCB"
16-Aug-2019 - 00:00,29.23,81.69,0.67,164.87,0.88,151.42,11.91,1.0,499.95,18.86,6.43,15.14,9.66,3.55,388.45,17-Aug-2019 - 00:00,991.01,888.38,"Talkatora District Industries Center, Lucknow - CPCB"
17-Aug-2019 - 00:00,29.58,80.22,0.31,203.43,0.76,176.16,28.89,0.99,500.28,16.51,6.43,13.81,8.45,3.42,391.37,18-Aug-2019 - 00:00,992.15,891.66,"Talkatora District Industries Center, Lucknow - CPCB"
18-Aug-2019 - 00:00,30.75,77.33,0.58,243.72,0.87,213.62,21.59,0.99,503.78,17.76,6.63,14.47,9.32,3.6,390.18,19-Aug-2019 - 00:00,993.68,893.97,"Talkatora District Industries Center, Lucknow - CPCB"
19-Aug-2019 - 00:00,28.99,91.01,-0.14,176.57,0.47,81.04,46.97,1.02,495.85,18.22,6.62,14.53,9.49,3.66,391.09,20-Aug-2019 - 00:00,994.48,886.93,"Talkatora District Industries Center, Lucknow - CPCB"
20-Aug-2019 - 00:00,28.81,88.06,-0.15,187.7,0.44,111.67,48.48,1.0,500.52,15.92,6.21,13.28,7.74,3.53,393.4,21-Aug-2019 - 00:00,993.48,893.95,"Talkatora District Industries Center, Lucknow - CPCB"
21-Aug-2019 - 00:00,26.62,94.88,-0.71,96.44,0.41,47.39,55.63,0.99,497.88,54.16,36.62,39.73,29.67,3.54,391.46,22-Aug-2019 - 00:00,992.38,889.33,"Talkatora District Industries Center, Lucknow - CPCB"
22-Aug-2019 - 00:00,27.75,92.59,-0.76,100.48,0.41,93.34,42.01,0.99,497.1,17.15,10.15,14.51,9.4,3.79,341.1,23-Aug-2019 - 00:00,992.07,567.37,"Talkatora District Industries Center, Lucknow - CPCB"
23-Aug-2019 - 00:00,29.78,84.58,-0.39,236.22,0.37,143.67,46.69,1.01,498.63,14.74,6.44,12.99,7.24,3.95,300.83,24-Aug-2019 - 00:00,992.31,299.1,"Talkatora District Industries Center, Lucknow - CPCB"
24-Aug-2019 - 00:00,27.8,92.04,-0.19,103.84,0.45,99.99,42.06,0.98,500.01,7.25,9.88,10.11,5.11,9.86,299.82,25-Aug-2019 - 00:00,993.27,299.67,"Talkatora District Industries Center, Lucknow - CPCB"
25-Aug-2019 - 00:00,29.61,84.21,0.07,101.24,0.51,173.56,37.58,0.98,500.76,1.5,13.4,8.71,4.22,6.99,300.79,26-Aug-2019 - 00:00,992.56,299.95,"Talkatora District Industries Center, Lucknow - CPCB"
26-Aug-2019 - 00:00,30.03,83.0,-0.27,91.7,0.35,158.63,50.0,1.02,499.5,14.96,11.82,15.26,6.13,7.39,300.05,27-Aug-2019 - 00:00,992.11,300.76,"Talkatora District Industries Center, Lucknow - CPCB"
27-Aug-2019 - 00:00,31.93,78.46,-0.08,91.26,0.39,169.6,54.41,0.98,498.97,37.29,6.54,24.69,12.03,5.24,300.13,28-Aug-2019 - 00:00,991.2,300.39,"Talkatora District Industries Center, Lucknow - CPCB"
28-Aug-2019 - 00:00,32.42,75.56,0.13,115.19,0.49,198.03,52.26,0.99,499.69,35.87,11.23,26.74,14.44,5.17,300.31,29-Aug-2019 - 00:00,992.98,300.53,"Talkatora District Industries Center, Lucknow - CPCB"
29-Aug-2019 - 00:00,31.79,80.26,-0.03,114.32,0.42,167.08,47.77,1.0,500.57,40.03,5.98,20.73,13.8,4.26,300.19,30-Aug-2019 - 00:00,994.3,299.12,"Talkatora District Industries Center, Lucknow - CPCB"
30-Aug-2019 - 00:00,32.15,77.32,0.05,184.55,0.49,192.82,54.64,1.0,498.91,26.77,2.79,12.82,29.46,4.01,300.09,31-Aug-2019 - 00:00,991.2,300.92,"Talkatora District Industries Center, Lucknow - CPCB"
31-Aug-2019 - 00:00,31.98,80.75,-0.09,113.23,0.4,171.36,64.84,0.99,500.31,27.53,7.25,20.44,30.66,4.87,301.2,01-Sep-2019 - 00:00,989.32,300.69,"Talkatora District Industries Center, Lucknow - CPCB"
01-Sep-2019 - 00:00,30.64,86.32,0.0,100.52,0.43,134.16,55.25,0.99,500.13,26.36,7.31,19.87,29.88,4.24,299.59,02-Sep-2019 - 00:00,991.62,298.6,"Talkatora District Industries Center, Lucknow - CPCB"
02-Sep-2019 - 00:00,32.1,74.44,-0.2,141.02,0.33,191.73,46.64,1.02,499.5,26.32,7.28,19.82,29.84,2.56,300.6,03-Sep-2019 - 00:00,991.28,299.8,"Talkatora District Industries Center, Lucknow - CPCB"
03-Sep-2019 - 00:00,32.6,75.17,-0.21,127.25,0.35,156.43,57.73,0.98,500.16,26.14,7.22,19.68,29.64,1.99,300.35,04-Sep-2019 - 00:00,990.33,299.26,"Talkatora District Industries Center, Lucknow - CPCB"
04-Sep-2019 - 00:00,31.92,76.53,0.23,122.91,0.54,180.65,46.66,0.98,501.65,26.08,7.28,19.69,29.65,3.5,300.07,05-Sep-2019 - 00:00,990.09,300.41,"Talkatora District Industries Center, Lucknow - CPCB"
05-Sep-2019 - 00:00,31.38,79.95,0.1,114.13,0.47,128.56,47.34,1.0,499.3,26.07,7.29,19.7,29.66,3.37,301.45,06-Sep-2019 - 00:00,989.74,300.86,"Talkatora District Industries Center, Lucknow - CPCB"
06-Sep-2019 - 00:00,31.82,78.81,0.13,115.96,0.55,166.0,58.57,1.01,499.72,26.06,7.23,19.64,29.6,3.32,299.45,07-Sep-2019 - 00:00,988.91,298.66,"Talkatora District Industries Center, Lucknow - CPCB"
07-Sep-2019 - 00:00,30.78,82.65,0.02,101.9,0.44,171.76,30.7,0.98,499.71,26.05,7.24,19.65,29.59,2.62,300.41,08-Sep-2019 - 00:00,989.74,300.69,"Talkatora District Industries Center, Lucknow - CPCB"
08-Sep-2019 - 00:00,31.62,78.02,0.01,89.72,0.4,206.21,21.12,0.99,499.97,26.01,7.27,19.65,29.6,2.4,299.98,09-Sep-2019 - 00:00,990.26,298.97,"Talkatora District Industries Center, Lucknow - CPCB"
09-Sep-2019 - 00:00,31.43,78.89,-0.09,91.16,0.39,154.42,27.86,0.99,499.45,26.02,7.28,19.67,29.61,2.6,300.37,10-Sep-2019 - 00:00,989.22,299.44,"Talkatora District Industries Center, Lucknow - CPCB"
10-Sep-2019 - 00:00,32.26,76.92,-0.16,111.63,0.39,177.29,35.66,0.99,500.65,26.01,7.27,19.65,29.6,2.61,299.79,11-Sep-2019 - 00:00,989.24,300.15,"Talkatora District Industries Center, Lucknow - CPCB"
11-Sep-2019 - 00:00,31.72,80.6,-0.19,106.36,0.35,132.16,55.63,0.99,500.55,26.03,7.31,19.7,29.64,3.19,300.07,12-Sep-2019 - 00:00,991.24,301.61,"Talkatora District Industries Center, Lucknow - CPCB"
12-Sep-2019 - 00:00,30.12,85.42,0.01,131.7,0.48,121.55,75.15,1.0,499.99,26.83,7.48,20.14,30.23,2.68,299.42,13-Sep-2019 - 00:00,993.05,299.62,"Talkatora District Industries Center, Lucknow - CPCB"
13-Sep-2019 - 00:00,27.14,94.29,-0.49,91.4,0.41,68.11,48.06,0.98,499.7,26.72,8.22,20.79,29.59,6.26,299.75,14-Sep-2019 - 00:00,993.32,299.17,"Talkatora District Industries Center, Lucknow - CPCB"
14-Sep-2019 - 00:00,28.9,87.97,-0.07,111.55,0.43,129.15,54.19,1.0,500.73,27.87,9.76,22.63,29.58,4.7,300.81,15-Sep-2019 - 00:00,994.5,299.91,"Talkatora District Industries Center, Lucknow - CPCB"
15-Sep-2019 - 00:00,29.32,88.07,-0.32,125.64,0.34,115.51,51.16,0.97,499.0,27.86,9.81,22.67,29.61,4.79,299.56,16-Sep-2019 - 00:00,994.65,301.09,"Talkatora District Industries Center, Lucknow - CPCB"
16-Sep-2019 - 00:00,28.62,90.51,-0.25,128.97,0.4,91.62,45.63,0.99,500.12,26.66,9.99,22.17,21.81,4.3,299.75,17-Sep-2019 - 00:00,993.34,299.51,"Talkatora District Industries Center, Lucknow - CPCB"
17-Sep-2019 - 00:00,28.71,87.73,-0.07,119.42,0.48,120.93,37.75,0.99,500.02,25.2,9.4,20.92,11.38,3.48,300.22,18-Sep-2019 - 00:00,995.31,299.73,"Talkatora District Industries Center, Lucknow - CPCB"
18-Sep-2019 - 00:00,25.66,93.51,-0.13,117.81,0.4,40.9,42.05,1.0,499.26,25.23,9.58,21.09,11.59,3.64,300.75,19-Sep-2019 - 00:00,998.78,300.86,"Talkatora District Industries Center, Lucknow - CPCB"
19-Sep-2019 - 00:00,23.66,95.0,-0.66,62.4,0.26,25.06,56.72,1.0,501.26,25.2,9.7,21.17,11.68,3.68,299.71,20-Sep-2019 - 00:00,999.75,299.3,"Talkatora District Industries Center, Lucknow - CPCB"
20-Sep-2019 - 00:00,27.76,88.56,-0.99,72.54,0.23,107.54,54.73,0.98,500.12,24.83,9.52,20.79,11.22,3.45,299.01,21-Sep-2019 - 00:00,998.38,300.18,"Talkatora District Industries Center, Lucknow - CPCB"
21-Sep-2019 - 00:00,26.84,91.45,-0.51,114.84,0.29,87.22,60.16,0.95,500.01,24.65,10.02,21.11,11.51,3.52,300.0,22-Sep-2019 - 00:00,998.11,300.45,"Talkatora District Industries Center, Lucknow - CPCB"
22-Sep-2019 - 00:00,25.2,94.73,-0.63,93.41,0.27,54.03,37.18,0.96,498.39,24.53,9.96,20.94,11.34,3.53,299.44,23-Sep-2019 - 00:00,999.3,299.72,"Talkatora District Industries Center, Lucknow - CPCB"
23-Sep-2019 - 00:00,26.22,94.62,-0.87,63.72,0.22,50.49,51.76,0.99,500.66,25.91,10.09,21.87,9.98,3.62,299.97,24-Sep-2019 - 00:00,999.41,299.12,"Talkatora District Industries Center, Lucknow - CPCB"
24-Sep-2019 - 00:00,26.03,92.38,-0.5,103.08,0.33,76.09,59.35,1.02,500.23,28.48,12.06,24.69,2.98,3.53,298.64,25-Sep-2019 - 00:00,999.58,299.42,"Talkatora District Industries Center, Lucknow - CPCB"
25-Sep-2019 - 00:00,27.78,87.45,-0.08,96.39,0.36,117.67,59.43,1.01,499.41,27.35,11.78,23.87,2.06,3.64,299.92,26-Sep-2019 - 00:00,,299.54,"Talkatora District Industries Center, Lucknow - CPCB"
26-Sep-2019 - 00:00,24.35,95.0,0.07,111.46,0.59,31.02,42.54,1.05,500.28,27.73,11.17,23.51,1.96,3.54,300.66,27-Sep-2019 - 00:00,,300.33,"Talkatora District Industries Center, Lucknow - CPCB"
27-Sep-2019 - 00:00,23.64,95.0,-1.22,120.97,0.6,26.87,18.73,1.01,500.38,27.32,11.54,23.61,5.1,3.57,300.65,28-Sep-2019 - 00:00,999.32,299.41,"Talkatora District Industries Center, Lucknow - CPCB"
28-Sep-2019 - 00:00,24.29,94.36,-0.66,107.84,0.41,44.2,30.07,1.12,499.87,28.93,12.42,25.39,24.48,3.02,299.54,29-Sep-2019 - 00:00,998.78,299.87,"Talkatora District Industries Center, Lucknow - CPCB"
29-Sep-2019 - 00:00,23.67,94.44,-0.66,95.57,0.24,37.3,38.48,1.01,500.27,30.24,11.23,25.06,40.11,2.6,300.91,30-Sep-2019 - 00:00,999.59,299.92,"Talkatora District Industries Center, Lucknow - CPCB"
