from date,AT,BP,PM10,PM2.5,RH,SR,WD,WS,Benzene,Toluene,NH3,NO2,NO,NOx,Ozone,SO2,CO,to date,station
08-Aug-2019 - 00:00,32.69,974.48,64.49,15.52,96.39,208.28,97.96,1.71,0.47,11.63,28.97,53.09,15.26,40.7,16.11,12.99,1.88,09-Aug-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
09-Aug-2019 - 00:00,32.3,974.59,47.9,6.47,96.36,139.7,98.91,4.08,0.38,5.5,26.83,31.1,10.21,24.87,17.7,11.86,1.65,10-Aug-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
10-Aug-2019 - 00:00,32.3,974.61,37.56,9.66,96.36,140.51,113.17,3.36,0.31,5.12,21.83,31.88,11.79,26.57,16.95,11.82,1.74,11-Aug-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
11-Aug-2019 - 00:00,32.3,974.45,54.16,16.45,96.36,167.2,155.74,1.44,0.34,8.09,24.19,37.53,11.2,29.11,17.7,11.06,1.75,12-Aug-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
12-Aug-2019 - 00:00,32.23,974.16,42.0,10.67,90.82,89.17,262.49,1.31,0.23,5.59,24.25,39.92,14.96,33.45,15.9,11.48,1.72,13-Aug-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
13-Aug-2019 - 00:00,30.94,974.53,46.43,11.19,80.44,121.49,244.85,1.82,0.56,10.51,31.92,43.77,24.42,43.13,15.68,12.22,1.58,14-Aug-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
14-Aug-2019 - 00:00,29.49,974.22,58.61,32.71,84.53,128.83,213.07,0.9,0.82,14.37,35.84,74.06,28.5,62.62,34.41,13.25,1.1,15-Aug-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
15-Aug-2019 - 00:00,30.18,974.38,51.3,20.73,79.14,157.84,133.23,2.01,0.6,12.27,35.63,38.65,20.66,37.41,18.26,11.87,0.73,16-Aug-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
16-Aug-2019 - 00:00,29.01,974.52,31.75,8.07,79.93,123.85,101.68,2.77,0.5,6.16,28.09,30.92,12.51,26.64,16.86,12.88,0.55,17-Aug-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
17-Aug-2019 - 00:00,27.33,974.45,14.6,3.64,89.81,60.57,121.94,2.97,0.37,5.71,23.02,22.75,15.0,24.34,8.19,11.12,0.55,18-Aug-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
18-Aug-2019 - 00:00,27.57,974.27,29.94,9.77,88.02,42.32,216.94,1.48,0.66,10.1,23.67,33.69,21.0,35.04,17.65,12.25,0.76,19-Aug-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
19-Aug-2019 - 00:00,29.55,974.21,77.42,31.29,79.34,174.18,233.61,1.04,1.02,17.81,23.68,46.9,36.09,54.37,32.03,13.12,1.14,20-Aug-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
20-Aug-2019 - 00:00,30.02,974.1,83.54,34.64,76.7,165.33,304.22,1.76,0.95,16.47,27.57,43.77,26.7,45.04,28.26,11.87,0.99,21-Aug-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
21-Aug-2019 - 00:00,30.55,974.16,120.07,34.04,74.5,199.48,276.68,1.57,0.93,11.57,33.18,48.64,18.39,40.86,32.72,10.43,0.84,22-Aug-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
22-Aug-2019 - 00:00,29.5,974.25,115.66,32.06,73.87,127.99,231.62,1.14,1.3,17.99,31.03,63.0,31.09,58.86,28.15,11.46,1.05,23-Aug-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
23-Aug-2019 - 00:00,30.11,974.28,114.99,37.24,75.72,171.42,253.51,1.04,1.09,17.1,31.36,51.77,63.56,79.36,31.7,13.04,1.3,24-Aug-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
24-Aug-2019 - 00:00,29.77,974.34,127.28,52.68,78.83,89.78,187.52,0.97,1.08,21.93,35.34,64.44,56.27,80.15,22.74,11.86,1.32,25-Aug-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
25-Aug-2019 - 00:00,28.34,974.51,53.67,22.42,83.66,100.29,105.51,1.23,0.6,11.29,39.54,47.12,13.05,35.69,13.19,12.51,0.78,26-Aug-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
26-Aug-2019 - 00:00,30.02,974.47,53.69,14.79,75.86,185.43,98.3,1.83,0.64,13.49,34.24,47.84,26.3,46.89,12.76,12.44,0.88,27-Aug-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
27-Aug-2019 - 00:00,31.42,974.44,74.99,23.82,71.24,188.86,102.95,1.37,2.64,21.79,32.79,54.18,31.61,54.59,23.77,12.58,0.96,28-Aug-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
28-Aug-2019 - 00:00,32.12,974.49,83.08,28.39,68.85,188.73,106.53,1.72,1.99,30.04,33.8,57.24,21.19,47.71,20.21,13.91,0.88,29-Aug-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
29-Aug-2019 - 00:00,31.69,974.53,71.75,24.18,70.47,187.93,113.77,1.93,1.52,27.06,33.38,46.39,11.0,33.64,22.65,12.09,0.74,30-Aug-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
30-Aug-2019 - 00:00,31.68,974.48,71.67,23.54,69.67,166.59,135.21,1.07,1.49,26.6,31.09,52.44,13.9,39.21,25.7,12.43,0.81,31-Aug-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
31-Aug-2019 - 00:00,31.45,974.2,94.75,40.18,73.64,133.22,215.29,0.94,1.82,24.7,28.59,70.75,15.42,50.2,34.75,12.95,1.1,01-Sep-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
01-Sep-2019 - 00:00,29.61,974.28,58.96,19.22,77.79,100.98,108.19,1.63,1.27,16.32,25.98,48.77,10.76,34.71,28.12,12.54,0.71,02-Sep-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
02-Sep-2019 - 00:00,31.09,974.28,89.21,39.55,73.23,155.24,133.42,0.94,1.6,18.49,30.75,57.66,7.24,36.57,45.48,11.43,1.02,03-Sep-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
03-Sep-2019 - 00:00,31.31,974.14,112.19,55.06,73.57,133.51,247.79,0.86,1.83,18.26,29.61,60.68,11.93,42.0,35.3,12.13,0.9,04-Sep-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
04-Sep-2019 - 00:00,30.76,974.23,133.42,65.43,77.1,114.38,152.51,1.62,1.75,24.7,29.76,62.92,9.92,41.54,31.64,12.88,1.11,05-Sep-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
05-Sep-2019 - 00:00,30.78,974.29,71.83,22.41,75.26,137.75,108.51,1.82,1.45,18.01,27.08,43.8,14.59,35.19,17.93,12.49,0.79,06-Sep-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
06-Sep-2019 - 00:00,31.09,974.29,68.45,24.39,74.3,147.06,128.12,1.53,1.55,17.79,29.62,44.41,14.9,35.76,16.51,14.07,0.82,07-Sep-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
07-Sep-2019 - 00:00,30.08,974.31,61.04,24.14,79.21,127.56,128.62,1.5,1.51,18.35,29.67,44.21,16.22,36.74,17.48,13.18,0.83,08-Sep-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
08-Sep-2019 - 00:00,30.92,974.26,62.93,27.85,75.38,155.26,127.33,0.79,1.28,16.05,29.84,36.14,10.1,27.46,48.52,12.7,0.71,09-Sep-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
09-Sep-2019 - 00:00,31.3,974.1,111.26,51.02,74.22,156.13,246.72,0.61,1.82,17.09,32.11,46.56,28.98,48.4,40.39,12.4,1.0,10-Sep-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
10-Sep-2019 - 00:00,31.63,974.16,122.75,58.73,70.72,164.6,231.99,0.59,2.25,19.09,30.1,53.8,24.24,48.37,62.03,13.15,1.03,11-Sep-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
11-Sep-2019 - 00:00,32.29,974.31,157.71,71.42,68.46,158.31,155.74,0.99,2.33,22.43,30.41,70.96,17.85,52.29,43.29,13.81,1.16,12-Sep-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
12-Sep-2019 - 00:00,31.52,974.26,107.7,49.18,72.59,130.79,120.26,1.9,1.81,16.97,32.1,48.63,8.95,33.16,25.05,9.36,0.82,13-Sep-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
13-Sep-2019 - 00:00,31.28,974.17,64.37,25.2,72.11,148.14,113.06,1.8,1.69,13.94,32.59,40.14,11.41,30.65,20.0,5.59,0.69,14-Sep-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
14-Sep-2019 - 00:00,30.61,974.21,52.41,21.52,73.26,139.79,102.99,2.18,1.4,13.77,28.2,29.3,6.94,21.26,23.96,6.32,0.58,15-Sep-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
15-Sep-2019 - 00:00,29.9,974.21,61.38,30.51,77.18,111.75,128.14,1.55,2.16,24.74,27.71,38.58,10.89,29.39,24.79,8.03,0.69,16-Sep-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
16-Sep-2019 - 00:00,30.92,974.16,107.58,52.28,72.93,141.9,213.15,0.72,2.05,25.19,25.4,51.27,17.31,41.38,48.54,5.19,0.9,17-Sep-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
17-Sep-2019 - 00:00,31.19,974.22,112.82,49.8,67.4,152.34,190.32,1.0,2.56,23.69,24.35,55.34,10.86,38.28,42.03,7.47,0.87,18-Sep-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
18-Sep-2019 - 00:00,30.15,974.34,86.16,29.45,68.78,169.85,112.45,2.17,2.15,17.88,26.69,45.17,9.17,31.5,31.46,7.21,0.67,19-Sep-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
19-Sep-2019 - 00:00,28.64,974.38,53.5,18.21,74.9,109.67,109.4,2.42,3.01,21.82,26.05,34.68,11.15,27.54,20.52,5.97,0.65,20-Sep-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
20-Sep-2019 - 00:00,29.57,974.38,79.21,30.49,71.89,147.04,115.58,1.43,2.38,23.71,25.64,46.07,19.52,40.42,14.03,6.62,0.76,21-Sep-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
21-Sep-2019 - 00:00,28.97,974.28,70.11,29.99,77.52,132.88,173.65,0.9,2.46,21.6,26.19,41.56,24.62,42.19,22.53,7.49,0.8,22-Sep-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
22-Sep-2019 - 00:00,27.1,974.33,55.67,18.79,82.41,90.08,125.52,1.59,2.19,19.35,25.24,39.72,22.02,39.07,10.23,4.24,0.69,23-Sep-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
23-Sep-2019 - 00:00,28.28,974.35,71.48,27.29,76.63,117.44,135.16,1.2,2.33,20.51,28.19,42.0,17.1,36.28,26.19,5.71,0.72,24-Sep-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
24-Sep-2019 - 00:00,28.47,974.28,84.88,31.12,75.61,120.68,163.37,1.21,1.61,19.91,27.1,48.74,22.24,44.05,28.13,5.37,0.81,25-Sep-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
25-Sep-2019 - 00:00,28.82,974.35,68.98,25.25,75.09,151.6,105.21,1.61,1.87,21.14,25.67,42.56,15.2,35.03,26.64,4.21,0.7,26-Sep-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
26-Sep-2019 - 00:00,28.9,974.38,48.38,12.59,74.94,115.83,104.02,2.31,1.83,18.13,25.98,30.95,16.59,29.99,11.29,5.11,0.65,27-Sep-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
27-Sep-2019 - 00:00,27.95,974.57,39.1,8.2,77.16,96.47,99.71,2.19,1.62,15.23,23.26,29.68,13.94,27.14,9.36,8.42,0.56,28-Sep-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
28-Sep-2019 - 00:00,27.8,974.41,46.42,13.43,77.72,118.16,107.04,2.03,2.42,20.89,21.82,30.2,13.58,27.14,10.32,6.69,0.56,29-Sep-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
29-Sep-2019 - 00:00,27.3,974.43,38.02,10.0,80.23,104.48,109.79,1.98,1.51,14.79,21.21,27.4,10.37,23.03,13.55,5.97,0.54,30-Sep-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
30-Sep-2019 - 00:00,27.5,974.33,77.23,27.86,79.55,78.51,122.07,1.54,2.74,22.5,23.05,45.02,24.44,43.88,17.65,5.27,0.88,01-Oct-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
01-Oct-2019 - 00:00,27.97,974.32,75.55,27.36,78.32,119.24,121.5,1.69,2.58,19.58,24.24,42.0,21.08,39.52,15.6,5.98,0.82,02-Oct-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
02-Oct-2019 - 00:00,28.41,974.34,84.99,33.92,74.13,133.57,150.87,0.96,2.89,19.5,26.27,43.3,25.96,44.2,35.85,7.44,0.8,03-Oct-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
03-Oct-2019 - 00:00,28.55,974.21,127.31,48.1,74.1,128.17,215.08,0.98,4.74,35.81,27.43,59.52,63.96,83.8,51.05,4.26,1.28,04-Oct-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
04-Oct-2019 - 00:00,27.27,974.06,96.45,40.86,76.91,142.28,288.0,1.48,3.85,31.11,28.36,55.25,21.58,46.98,37.12,7.02,0.82,05-Oct-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
05-Oct-2019 - 00:00,27.02,974.09,97.17,33.27,70.01,164.89,310.83,1.81,4.51,29.23,24.03,49.36,33.19,53.3,39.03,6.97,0.86,06-Oct-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
06-Oct-2019 - 00:00,27.2,974.18,137.47,52.5,71.63,148.86,309.62,1.48,5.65,29.21,25.75,56.78,21.18,47.47,45.82,6.8,0.86,07-Oct-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
07-Oct-2019 - 00:00,27.29,974.07,133.96,49.26,71.17,118.37,307.34,1.99,4.8,24.6,25.73,49.8,7.27,32.42,36.9,5.22,0.7,08-Oct-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
08-Oct-2019 - 00:00,26.67,974.06,111.44,37.23,69.43,158.0,296.79,1.51,4.8,24.6,24.08,48.08,33.09,52.55,45.29,6.69,0.79,09-Oct-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
09-Oct-2019 - 00:00,27.33,974.23,169.09,71.12,69.61,138.72,212.72,0.72,4.34,25.79,25.29,69.32,103.13,120.96,51.64,9.28,1.65,10-Oct-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
10-Oct-2019 - 00:00,27.61,974.17,185.24,82.81,67.56,120.05,232.84,0.65,5.92,44.73,29.22,83.48,77.46,107.54,57.96,11.14,1.51,11-Oct-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
11-Oct-2019 - 00:00,27.24,974.14,208.17,95.93,69.07,132.17,280.34,0.73,6.56,52.68,33.11,86.87,81.34,112.53,42.43,8.23,1.57,12-Oct-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
12-Oct-2019 - 00:00,27.49,974.12,222.02,99.77,71.17,120.58,299.65,0.7,7.29,54.09,35.17,87.79,89.38,119.59,44.5,7.22,1.7,13-Oct-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
13-Oct-2019 - 00:00,27.47,974.11,290.67,124.05,70.29,109.24,298.92,0.83,6.98,56.66,35.9,83.77,109.44,133.78,45.38,9.01,1.9,14-Oct-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
14-Oct-2019 - 00:00,27.12,974.18,234.16,109.84,72.6,110.65,292.34,0.72,6.99,54.37,35.02,82.52,149.77,172.28,46.01,12.29,2.31,15-Oct-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
15-Oct-2019 - 00:00,27.68,974.32,264.25,125.3,71.46,107.26,206.12,0.56,8.26,61.2,37.85,93.22,158.66,178.94,45.87,15.31,2.63,16-Oct-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
16-Oct-2019 - 00:00,27.92,974.33,278.8,140.53,70.92,96.34,142.54,0.71,5.81,43.1,42.61,90.8,75.04,109.48,53.64,15.22,1.94,17-Oct-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
17-Oct-2019 - 00:00,27.91,974.31,262.08,121.92,67.92,95.29,99.56,1.25,6.21,40.32,43.01,86.67,33.78,73.63,30.07,13.88,1.43,18-Oct-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
18-Oct-2019 - 00:00,28.26,974.04,210.04,84.75,62.86,91.87,141.94,1.58,4.47,25.8,45.06,69.6,15.25,49.46,28.49,13.27,0.99,19-Oct-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
19-Oct-2019 - 00:00,27.29,973.87,185.04,73.46,65.31,100.57,231.93,0.69,5.08,40.53,35.41,88.21,63.4,98.61,41.22,16.73,1.39,20-Oct-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
20-Oct-2019 - 00:00,26.29,973.76,199.88,96.67,67.77,116.35,313.57,1.29,7.7,67.4,35.87,73.99,61.29,89.31,36.05,15.38,1.36,21-Oct-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
21-Oct-2019 - 00:00,25.58,973.79,226.14,109.62,65.93,113.5,294.46,1.68,7.16,47.86,32.2,84.0,70.81,102.42,37.7,14.46,1.53,22-Oct-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
22-Oct-2019 - 00:00,25.39,973.75,212.24,89.35,64.51,106.53,293.04,2.68,6.19,38.83,28.11,81.22,72.69,102.46,35.75,12.92,1.48,23-Oct-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
23-Oct-2019 - 00:00,25.54,973.75,249.96,106.91,66.69,114.59,298.83,1.91,6.14,39.66,28.19,98.01,76.88,108.38,40.9,14.83,2.31,24-Oct-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
24-Oct-2019 - 00:00,25.98,973.98,308.08,150.07,71.62,96.78,185.93,0.6,9.08,59.46,35.35,119.56,170.28,228.92,67.51,14.24,3.63,25-Oct-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
25-Oct-2019 - 00:00,25.69,974.02,252.04,119.17,68.17,97.28,155.89,0.91,6.31,41.59,37.14,96.4,64.22,88.78,50.19,15.13,2.11,26-Oct-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
26-Oct-2019 - 00:00,25.69,973.93,277.47,147.14,72.98,86.72,227.27,0.59,7.89,53.61,40.59,106.04,118.48,159.17,43.28,13.93,2.7,27-Oct-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
27-Oct-2019 - 00:00,25.31,973.85,286.86,211.36,70.57,93.83,297.74,1.62,7.08,43.41,39.35,84.17,98.58,124.72,36.98,15.18,2.17,28-Oct-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
28-Oct-2019 - 00:00,25.37,973.84,429.8,297.72,71.08,81.17,289.32,1.2,7.04,33.49,42.06,93.26,84.36,118.37,35.05,18.92,2.12,29-Oct-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
29-Oct-2019 - 00:00,25.12,973.87,449.36,284.9,76.87,52.44,283.2,0.67,9.93,62.02,48.3,137.11,180.11,222.03,12.95,12.9,3.01,30-Oct-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
30-Oct-2019 - 00:00,25.81,973.9,474.96,292.62,74.35,65.16,300.45,0.81,9.47,58.66,51.88,106.19,153.31,194.4,16.89,13.8,3.66,31-Oct-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
31-Oct-2019 - 00:00,24.85,973.94,496.79,316.04,78.21,72.55,291.47,0.91,9.5,65.8,53.15,127.56,182.7,223.43,24.44,13.64,4.11,01-Nov-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
01-Nov-2019 - 00:00,26.01,973.99,588.83,403.17,73.09,70.59,245.14,0.59,10.42,72.92,62.08,143.26,163.92,209.84,35.05,12.19,3.52,02-Nov-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
02-Nov-2019 - 00:00,25.63,973.89,479.25,324.62,73.46,56.88,298.85,1.28,7.96,45.68,56.8,93.1,50.97,91.07,20.32,12.6,2.2,03-Nov-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
03-Nov-2019 - 00:00,24.94,973.96,625.3,502.54,77.32,48.72,285.58,1.81,8.35,37.12,65.76,85.22,39.96,77.89,16.0,10.09,2.85,04-Nov-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
04-Nov-2019 - 00:00,25.2,974.1,342.69,239.08,71.72,71.3,294.04,2.04,6.42,35.01,44.33,72.05,41.83,72.43,32.13,12.46,1.67,05-Nov-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
05-Nov-2019 - 00:00,24.6,974.21,296.09,195.5,68.08,81.81,282.93,2.82,5.69,31.88,34.82,75.19,72.59,99.19,37.86,13.41,1.69,06-Nov-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
06-Nov-2019 - 00:00,25.08,974.33,209.21,96.31,65.23,66.15,195.51,0.77,6.88,49.1,28.42,87.76,106.35,133.38,20.76,11.66,1.83,07-Nov-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
07-Nov-2019 - 00:00,23.29,974.33,341.5,212.76,77.35,31.73,155.77,1.54,6.99,48.04,41.11,104.2,71.42,113.64,8.7,13.87,2.05,08-Nov-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
08-Nov-2019 - 00:00,24.36,974.31,266.38,153.71,74.17,71.4,279.49,0.77,7.04,53.92,45.41,102.5,131.52,161.75,20.92,16.18,2.21,09-Nov-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
09-Nov-2019 - 00:00,24.14,974.17,230.75,136.54,68.35,73.79,299.26,2.02,6.14,42.99,39.1,72.99,58.3,86.36,24.27,12.56,1.44,10-Nov-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
10-Nov-2019 - 00:00,23.55,974.2,296.65,199.21,62.2,72.67,286.36,1.61,5.51,34.09,30.97,87.5,51.82,88.79,32.72,14.64,1.56,11-Nov-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
11-Nov-2019 - 00:00,22.6,974.11,374.15,253.45,66.16,70.04,300.43,1.19,6.45,44.16,31.42,112.11,98.23,139.71,35.07,14.82,2.23,12-Nov-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
12-Nov-2019 - 00:00,23.69,991.0,451.2,306.26,66.0,82.74,290.72,1.11,7.28,49.41,42.28,121.46,142.13,180.43,48.58,15.74,2.84,13-Nov-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
13-Nov-2019 - 00:00,22.72,994.0,608.99,431.61,74.19,64.17,293.26,0.94,9.82,64.55,42.14,157.27,161.94,214.17,27.12,16.19,3.57,14-Nov-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
14-Nov-2019 - 00:00,22.87,994.74,647.69,445.31,79.59,48.94,244.99,0.7,11.67,81.85,36.96,202.06,211.05,265.66,9.03,15.49,4.69,15-Nov-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
15-Nov-2019 - 00:00,23.68,993.69,632.84,469.98,74.14,64.97,289.64,1.3,12.6,92.42,43.12,118.28,89.24,135.67,29.75,12.6,2.85,16-Nov-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
16-Nov-2019 - 00:00,24.17,993.41,358.69,188.69,68.57,66.5,299.1,2.84,5.48,36.21,52.34,67.04,28.34,58.76,22.62,14.61,1.3,17-Nov-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
17-Nov-2019 - 00:00,23.9,993.31,222.01,106.27,65.38,69.57,288.52,4.07,2.99,19.66,40.04,50.22,12.91,37.23,20.2,13.55,0.68,18-Nov-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
18-Nov-2019 - 00:00,22.37,992.9,206.25,111.04,73.0,66.21,290.11,1.9,4.17,33.18,37.24,73.91,80.35,104.82,20.2,15.04,1.42,19-Nov-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
19-Nov-2019 - 00:00,21.75,992.31,248.33,131.98,74.38,63.54,289.13,1.44,5.03,39.56,37.36,96.91,139.95,165.64,20.63,16.07,2.0,20-Nov-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
20-Nov-2019 - 00:00,21.8,992.8,305.88,166.17,75.48,67.6,295.59,1.1,6.86,48.67,38.78,128.84,157.57,188.32,21.8,15.99,3.06,21-Nov-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
21-Nov-2019 - 00:00,22.06,994.74,374.25,207.78,77.04,59.15,276.6,0.82,9.91,78.53,43.45,160.08,102.11,156.22,30.64,16.17,4.51,22-Nov-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
22-Nov-2019 - 00:00,22.44,994.79,364.69,205.84,75.55,64.65,297.98,1.09,9.4,67.42,49.19,135.63,274.73,305.39,25.11,17.05,3.5,23-Nov-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
23-Nov-2019 - 00:00,22.93,994.17,277.16,151.1,69.86,56.27,276.74,2.93,5.81,47.97,45.45,83.81,58.64,92.37,13.65,11.07,1.42,24-Nov-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
24-Nov-2019 - 00:00,23.46,993.46,213.27,115.38,69.03,65.69,289.46,2.52,4.42,27.22,41.08,68.61,21.42,53.96,19.3,11.52,1.06,25-Nov-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
25-Nov-2019 - 00:00,22.81,994.24,254.03,127.39,72.55,64.08,225.76,0.83,6.02,35.86,39.69,96.35,112.01,143.06,24.11,13.64,1.86,26-Nov-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
