from date,AT,BP,PM10,PM2.5,RH,SR,WD,WS,Benzene,Toluene,NH3,NO,NOx,NO2,CO,Ozone,SO2,to date,station
12-Jan-2019 - 00:00,14.02,994.95,576.55,399.02,74.84,76.45,118.78,1.93,15.93,76.05,56.46,161.32,181.07,81.08,,37.35,17.39,13-Jan-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
13-Jan-2019 - 00:00,16.55,996.82,429.2,302.96,67.64,77.81,208.78,2.35,9.07,42.21,54.82,45.12,67.87,58.42,,43.95,27.4,14-Jan-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
14-Jan-2019 - 00:00,14.61,996.41,175.56,83.62,51.26,121.96,243.91,4.04,3.44,14.71,29.69,3.27,22.11,36.56,,45.28,18.16,15-Jan-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
15-Jan-2019 - 00:00,12.79,995.52,267.31,192.48,57.48,82.84,217.21,3.51,7.03,19.65,32.06,25.11,47.74,51.26,,31.55,19.36,16-Jan-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
16-Jan-2019 - 00:00,12.5,995.6,544.19,311.69,71.01,81.25,111.7,1.86,12.55,53.52,43.9,130.07,143.53,70.38,,23.63,29.82,17-Jan-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
17-Jan-2019 - 00:00,14.05,994.4,532.48,390.21,68.97,88.07,206.43,2.17,11.93,40.09,52.81,63.4,87.62,67.62,,37.23,24.65,18-Jan-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
18-Jan-2019 - 00:00,14.31,994.68,368.85,249.6,70.22,103.7,222.94,2.63,8.73,29.7,43.68,26.93,56.57,65.15,,30.8,17.95,19-Jan-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
19-Jan-2019 - 00:00,15.28,994.5,390.59,292.27,68.36,101.04,173.22,2.36,13.84,61.62,45.21,94.94,151.71,70.85,,34.4,20.21,20-Jan-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
20-Jan-2019 - 00:00,17.6,993.58,596.24,335.3,71.14,88.27,125.51,1.88,16.61,104.26,52.67,192.67,206.11,92.21,,45.66,23.72,21-Jan-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
21-Jan-2019 - 00:00,16.74,991.06,313.65,178.12,78.88,40.92,92.0,2.84,7.05,32.25,46.13,44.83,62.52,48.8,,51.1,37.34,22-Jan-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
22-Jan-2019 - 00:00,15.24,991.37,89.5,46.95,91.54,69.48,87.74,2.85,1.9,9.5,23.19,5.17,23.28,35.84,,35.24,17.27,23-Jan-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
23-Jan-2019 - 00:00,16.8,995.59,259.11,152.64,77.94,174.47,243.78,2.09,12.36,170.66,42.85,30.14,49.87,46.92,,19.2,18.95,24-Jan-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
24-Jan-2019 - 00:00,15.93,996.94,227.17,127.31,74.45,96.29,180.22,2.48,5.71,72.8,30.44,16.07,32.46,36.33,,22.43,14.69,25-Jan-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
25-Jan-2019 - 00:00,14.74,997.06,132.67,76.1,74.09,125.73,271.14,2.58,2.85,42.74,24.12,4.36,21.19,33.19,,32.96,16.75,26-Jan-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
26-Jan-2019 - 00:00,13.78,999.54,157.23,91.54,60.84,136.02,259.6,3.06,2.73,38.26,25.11,2.69,18.43,30.55,,45.01,18.68,27-Jan-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
27-Jan-2019 - 00:00,12.71,999.55,197.14,117.8,59.96,98.76,248.66,3.37,3.25,43.24,26.18,4.13,23.66,38.14,,35.01,15.98,28-Jan-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
28-Jan-2019 - 00:00,13.49,999.21,198.04,111.97,53.43,136.05,247.82,3.63,3.2,48.24,25.62,5.23,25.92,40.74,,38.63,17.65,29-Jan-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
29-Jan-2019 - 00:00,14.06,997.72,232.08,135.21,55.03,134.93,247.01,3.18,3.95,67.37,28.01,10.94,33.47,46.17,,44.38,19.84,30-Jan-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
30-Jan-2019 - 00:00,14.27,996.5,368.16,216.03,57.19,105.38,214.95,2.42,6.55,89.39,34.5,48.53,71.67,60.39,0.3,26.42,25.84,31-Jan-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
31-Jan-2019 - 00:00,15.52,995.5,394.07,212.74,60.4,85.8,106.56,2.33,9.35,102.27,37.58,44.38,64.18,52.34,1.54,46.71,40.53,01-Feb-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
01-Feb-2019 - 00:00,16.1,995.95,295.52,190.92,71.91,92.53,155.16,2.84,5.97,76.45,40.53,9.04,29.95,42.48,1.62,42.54,36.42,02-Feb-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
02-Feb-2019 - 00:00,13.07,996.05,299.98,198.71,88.54,83.71,242.49,3.52,4.78,51.4,35.2,6.98,24.72,35.78,1.12,16.22,11.68,03-Feb-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
03-Feb-2019 - 00:00,13.99,997.11,231.6,136.29,86.98,102.26,228.2,2.83,4.22,51.68,29.27,13.04,27.61,31.95,0.98,18.53,10.69,04-Feb-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
04-Feb-2019 - 00:00,14.95,997.58,346.58,178.46,78.78,123.86,203.34,2.21,7.11,87.69,29.86,68.18,82.68,50.9,2.53,26.67,15.92,05-Feb-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
05-Feb-2019 - 00:00,16.58,995.04,541.67,289.83,77.48,96.91,109.14,1.94,12.12,206.69,36.76,134.53,142.57,60.49,3.91,39.21,42.55,06-Feb-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
06-Feb-2019 - 00:00,18.64,990.1,279.42,171.58,81.95,96.45,98.26,2.46,6.03,116.11,36.24,24.37,42.31,42.17,1.73,43.79,25.63,07-Feb-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
07-Feb-2019 - 00:00,16.54,988.35,99.42,58.4,90.22,19.41,127.01,3.17,2.31,35.0,23.25,4.51,18.19,27.56,0.84,22.54,11.34,08-Feb-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
08-Feb-2019 - 00:00,14.91,993.9,181.1,85.38,70.92,137.59,229.27,2.71,2.78,46.26,19.58,9.65,26.0,34.12,1.04,24.2,14.93,09-Feb-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
09-Feb-2019 - 00:00,14.99,996.15,178.29,76.15,64.02,147.66,246.94,3.65,2.68,47.33,19.62,5.99,21.58,31.38,0.82,30.66,14.67,10-Feb-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
10-Feb-2019 - 00:00,15.46,997.59,235.17,114.06,62.95,114.65,236.28,2.85,3.17,52.73,23.74,10.28,30.73,41.88,0.97,29.77,18.43,11-Feb-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
11-Feb-2019 - 00:00,15.58,998.07,289.19,136.73,67.11,122.08,202.57,1.82,4.26,60.22,25.99,18.78,39.92,46.31,1.24,33.88,20.64,12-Feb-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
12-Feb-2019 - 00:00,17.21,998.19,366.9,202.69,68.94,98.06,164.7,1.68,5.11,71.29,30.3,18.94,44.56,54.78,1.93,43.55,30.72,13-Feb-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
13-Feb-2019 - 00:00,18.12,997.19,371.1,193.04,70.86,95.16,123.73,1.91,5.23,74.16,25.23,47.44,66.52,55.38,2.14,43.58,21.89,14-Feb-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
14-Feb-2019 - 00:00,17.51,992.97,244.33,156.33,80.45,67.55,119.54,2.58,4.07,91.54,41.97,12.19,30.82,39.24,1.24,32.62,16.89,15-Feb-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
15-Feb-2019 - 00:00,17.21,993.24,194.48,117.62,80.12,86.56,159.85,2.54,3.36,55.81,35.57,9.15,25.14,33.25,1.04,31.98,17.88,16-Feb-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
16-Feb-2019 - 00:00,15.98,994.68,188.96,114.15,86.65,64.57,243.71,3.42,3.13,41.11,39.65,5.65,21.36,31.52,0.26,14.35,12.28,17-Feb-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
17-Feb-2019 - 00:00,16.78,991.51,186.48,99.98,74.73,137.79,235.71,3.39,3.17,39.95,33.46,10.47,30.23,40.82,0.51,26.65,14.57,18-Feb-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
18-Feb-2019 - 00:00,18.61,987.1,202.0,96.98,61.41,107.14,150.33,2.45,2.78,45.59,31.74,15.37,40.49,52.61,0.69,39.72,23.09,19-Feb-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
19-Feb-2019 - 00:00,18.68,990.4,253.29,129.08,76.84,111.87,118.39,2.0,3.7,50.13,40.16,23.03,46.34,52.58,0.81,49.05,19.86,20-Feb-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
20-Feb-2019 - 00:00,18.44,995.19,187.54,85.77,80.14,43.72,79.88,2.32,4.06,58.95,36.59,18.7,39.83,46.25,0.77,35.16,23.02,21-Feb-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
21-Feb-2019 - 00:00,20.71,993.91,241.52,77.26,69.18,131.44,100.59,2.3,3.09,58.79,30.85,49.31,62.17,41.39,0.75,52.19,33.81,22-Feb-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
22-Feb-2019 - 00:00,19.54,994.19,162.15,69.0,69.76,148.77,248.47,4.02,3.26,60.87,34.17,17.7,28.92,27.61,0.53,15.59,11.73,23-Feb-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
23-Feb-2019 - 00:00,17.35,992.56,116.06,44.69,56.51,162.95,249.65,4.12,1.98,34.89,23.84,1.86,17.24,29.63,0.2,32.3,13.94,24-Feb-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
24-Feb-2019 - 00:00,18.25,989.41,162.93,83.26,52.84,156.32,248.4,2.82,2.32,34.07,27.69,7.22,29.16,44.01,0.29,42.66,20.33,25-Feb-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
25-Feb-2019 - 00:00,16.72,988.8,223.97,121.72,66.12,111.08,132.1,2.05,3.27,42.9,30.89,12.14,38.59,53.93,0.47,54.46,28.13,26-Feb-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
26-Feb-2019 - 00:00,15.53,988.97,143.96,65.84,68.33,93.07,108.65,2.32,2.27,40.66,28.35,11.44,31.62,41.93,0.63,35.27,19.3,27-Feb-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
27-Feb-2019 - 00:00,13.42,989.38,163.45,96.08,80.14,50.44,281.21,2.29,3.39,25.14,27.12,11.49,30.61,39.96,0.53,13.0,18.03,28-Feb-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
28-Feb-2019 - 00:00,15.34,992.79,205.49,112.58,65.86,165.2,221.76,2.82,3.18,33.85,28.0,17.68,36.74,42.05,1.46,24.88,16.85,01-Mar-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
01-Mar-2019 - 00:00,17.25,993.12,186.08,84.05,56.64,167.66,251.03,2.67,2.52,36.17,28.62,15.12,37.73,47.77,1.03,27.94,20.9,02-Mar-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
02-Mar-2019 - 00:00,15.73,993.59,191.25,104.35,75.63,34.53,124.71,1.96,3.17,47.58,33.44,12.96,38.61,52.56,1.44,18.21,24.96,03-Mar-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
03-Mar-2019 - 00:00,16.77,990.32,136.02,63.56,84.26,122.06,111.16,2.26,1.99,34.74,29.97,25.68,39.64,35.18,1.73,26.64,14.99,04-Mar-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
04-Mar-2019 - 00:00,18.8,987.26,202.0,106.42,79.9,138.58,207.79,2.77,2.88,40.94,35.48,26.12,39.77,34.79,1.7,19.71,14.85,05-Mar-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
05-Mar-2019 - 00:00,18.57,988.38,131.12,60.19,67.54,155.67,247.02,3.43,1.93,30.42,27.39,4.26,20.17,31.52,1.14,29.15,14.55,06-Mar-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
06-Mar-2019 - 00:00,18.98,989.41,173.06,73.08,60.35,172.24,238.8,3.12,2.56,39.39,31.03,10.4,30.42,40.7,2.5,26.79,15.81,07-Mar-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
07-Mar-2019 - 00:00,19.5,989.85,219.92,102.35,58.87,172.25,224.16,2.27,3.43,45.67,27.72,21.47,45.03,51.73,1.46,32.54,20.91,08-Mar-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
08-Mar-2019 - 00:00,20.34,991.58,253.29,132.48,56.23,146.69,239.35,2.14,3.54,36.64,29.52,13.31,37.22,49.56,1.46,28.65,25.4,09-Mar-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
09-Mar-2019 - 00:00,20.76,991.49,181.0,73.31,53.04,168.11,266.08,3.08,2.2,22.06,34.76,8.19,25.3,35.27,1.52,29.28,20.9,10-Mar-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
10-Mar-2019 - 00:00,20.86,991.74,169.04,65.98,46.89,186.98,215.21,2.52,1.91,26.27,33.82,3.95,23.78,38.09,1.12,47.93,19.64,11-Mar-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
11-Mar-2019 - 00:00,22.18,991.28,221.98,73.17,49.86,133.74,121.16,2.82,3.65,34.12,30.7,6.31,28.22,43.45,1.21,41.81,32.03,12-Mar-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
12-Mar-2019 - 00:00,21.66,993.35,142.58,57.27,53.02,137.29,262.82,2.72,3.25,21.21,29.89,4.99,20.45,30.8,1.1,35.67,19.61,13-Mar-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
13-Mar-2019 - 00:00,20.28,993.67,283.62,110.42,52.98,74.63,216.8,2.04,5.74,45.8,23.66,10.17,34.58,49.47,1.69,28.63,28.58,14-Mar-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
14-Mar-2019 - 00:00,18.3,994.42,248.58,127.6,67.17,111.22,201.14,2.72,5.89,35.69,27.57,16.58,34.29,38.99,1.6,17.22,23.18,15-Mar-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
15-Mar-2019 - 00:00,19.77,995.65,131.71,56.35,61.33,176.84,257.58,2.95,2.99,38.71,29.53,7.57,24.5,34.49,1.07,29.66,19.64,16-Mar-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
16-Mar-2019 - 00:00,20.92,994.02,147.04,61.11,52.58,170.36,256.17,3.26,2.78,37.05,30.79,3.26,19.64,31.92,1.14,49.52,16.04,17-Mar-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
17-Mar-2019 - 00:00,22.21,992.21,176.08,76.85,48.86,175.37,252.02,2.74,3.43,38.11,27.87,5.36,26.04,40.73,1.59,47.6,17.64,18-Mar-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
18-Mar-2019 - 00:00,22.06,991.75,205.17,92.17,52.3,163.61,230.27,2.52,3.84,42.57,26.32,10.4,33.31,46.63,1.34,51.7,20.23,19-Mar-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
19-Mar-2019 - 00:00,23.71,988.22,225.81,83.0,48.97,169.22,206.61,2.6,4.16,59.92,25.77,21.36,43.11,48.31,1.76,47.1,24.57,20-Mar-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
20-Mar-2019 - 00:00,25.66,986.7,250.45,85.23,44.11,137.17,110.49,2.54,4.85,71.59,26.72,16.64,38.7,47.26,1.49,47.3,25.59,21-Mar-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
21-Mar-2019 - 00:00,25.29,990.04,204.98,110.74,43.86,161.19,213.72,2.15,5.96,18.97,34.13,5.23,18.52,26.83,1.54,46.99,22.78,22-Mar-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
22-Mar-2019 - 00:00,24.24,991.96,121.05,29.49,38.19,184.36,254.57,3.87,2.23,14.19,34.76,2.33,14.07,22.85,0.95,58.73,15.97,23-Mar-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
23-Mar-2019 - 00:00,24.48,991.15,147.69,55.44,40.82,178.55,245.08,4.51,2.67,24.14,34.59,2.14,15.78,26.39,0.91,66.41,14.94,24-Mar-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
24-Mar-2019 - 00:00,25.17,989.6,140.12,49.99,43.49,169.62,252.1,3.55,2.14,20.0,33.48,4.65,19.93,30.35,1.07,48.92,25.23,25-Mar-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
25-Mar-2019 - 00:00,23.85,990.0,160.1,65.15,53.64,155.61,262.76,3.39,2.85,20.61,33.69,4.15,19.73,30.76,1.19,40.09,23.7,26-Mar-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
26-Mar-2019 - 00:00,24.3,991.28,159.08,63.62,50.19,175.69,247.89,3.76,3.15,35.87,33.44,3.77,19.81,31.46,1.14,55.0,20.3,27-Mar-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
27-Mar-2019 - 00:00,25.29,991.89,181.92,68.15,45.82,156.05,239.11,3.12,3.54,48.6,29.62,9.3,30.42,42.92,1.74,55.29,20.57,28-Mar-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
28-Mar-2019 - 00:00,26.71,989.86,288.6,135.65,50.32,155.6,192.83,2.07,6.02,76.16,36.28,35.33,60.45,58.34,1.99,41.45,29.67,29-Mar-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
29-Mar-2019 - 00:00,28.66,986.82,334.74,180.07,54.24,151.91,206.24,2.16,8.1,48.18,42.55,22.38,49.83,59.4,1.93,51.33,33.75,30-Mar-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
30-Mar-2019 - 00:00,30.32,985.85,278.93,134.21,47.22,148.53,131.71,2.21,8.16,37.49,39.47,7.14,31.72,48.83,2.21,51.72,40.9,31-Mar-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
31-Mar-2019 - 00:00,29.02,986.49,181.39,47.92,36.22,181.25,249.91,3.91,2.39,23.28,27.27,2.42,16.46,27.23,1.03,64.01,19.95,01-Apr-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
01-Apr-2019 - 00:00,27.81,986.78,173.39,42.24,34.92,181.1,245.43,4.11,2.22,21.47,24.83,2.83,19.73,32.76,1.07,69.12,19.32,02-Apr-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
02-Apr-2019 - 00:00,27.77,987.64,225.79,88.43,37.52,162.17,203.05,2.38,4.32,35.89,27.86,9.77,33.48,47.91,1.33,52.33,32.61,03-Apr-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
03-Apr-2019 - 00:00,28.73,986.59,214.85,85.22,36.41,171.59,201.37,2.59,4.45,33.98,28.41,9.19,33.26,48.5,1.7,65.22,31.43,04-Apr-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
04-Apr-2019 - 00:00,29.83,987.09,283.44,140.73,41.27,150.55,172.83,2.11,8.5,52.16,34.24,8.94,37.21,56.24,1.84,61.6,44.31,05-Apr-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
05-Apr-2019 - 00:00,30.74,986.06,301.17,148.94,42.41,144.65,166.81,2.23,7.94,57.36,33.39,23.85,48.3,54.04,2.32,46.25,34.54,06-Apr-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
06-Apr-2019 - 00:00,31.9,984.91,328.46,105.31,38.51,135.79,158.67,2.22,5.68,50.54,32.05,11.5,34.3,46.82,1.77,47.82,31.45,07-Apr-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
07-Apr-2019 - 00:00,29.78,984.27,333.73,128.12,55.54,120.02,118.77,2.77,5.47,35.05,46.44,6.61,23.57,34.19,1.58,55.64,30.91,08-Apr-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
08-Apr-2019 - 00:00,28.21,985.26,305.39,75.66,48.29,146.99,116.08,2.42,3.58,30.74,34.49,7.56,27.78,40.63,1.47,57.55,25.23,09-Apr-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
09-Apr-2019 - 00:00,29.24,984.96,226.96,92.74,44.68,157.39,108.69,2.14,6.18,43.21,32.72,10.8,34.0,47.33,1.59,63.3,33.91,10-Apr-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
10-Apr-2019 - 00:00,31.58,986.09,299.03,151.8,39.74,161.2,222.36,2.33,7.15,45.28,37.22,18.54,40.65,47.99,1.79,60.35,33.64,11-Apr-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
11-Apr-2019 - 00:00,32.5,985.77,234.65,85.42,34.35,153.43,250.09,2.31,3.83,25.3,37.6,5.28,26.41,41.54,1.35,58.59,33.33,12-Apr-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
12-Apr-2019 - 00:00,30.75,986.45,248.32,80.75,39.2,155.13,244.45,2.83,4.03,26.19,30.7,3.78,22.79,37.06,1.17,52.75,30.84,13-Apr-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
13-Apr-2019 - 00:00,31.9,986.83,210.98,72.41,33.33,178.8,285.38,3.22,2.88,19.27,26.3,3.69,20.75,33.38,1.26,49.65,36.79,14-Apr-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
14-Apr-2019 - 00:00,32.27,986.54,184.15,44.27,32.76,177.64,264.14,3.43,1.85,19.58,24.61,4.96,21.37,32.58,0.96,47.51,33.76,15-Apr-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
15-Apr-2019 - 00:00,33.73,984.53,192.83,46.79,29.4,183.65,234.67,3.3,3.82,35.56,23.29,17.92,33.41,35.31,1.49,54.32,22.44,16-Apr-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
16-Apr-2019 - 00:00,26.02,988.15,146.59,37.0,53.45,85.42,154.44,4.01,1.91,20.56,24.54,3.26,15.32,23.75,1.07,53.47,13.41,17-Apr-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
17-Apr-2019 - 00:00,23.67,989.25,71.5,14.92,58.85,137.01,117.35,3.28,0.87,13.44,20.9,2.11,13.56,22.22,0.95,62.13,13.1,18-Apr-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
18-Apr-2019 - 00:00,25.05,989.77,120.27,51.29,55.06,197.26,174.2,2.46,2.82,19.35,21.92,4.98,22.25,34.2,1.2,73.5,20.84,19-Apr-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
19-Apr-2019 - 00:00,27.48,987.2,162.96,76.08,41.96,195.85,227.04,2.87,3.83,31.06,25.13,7.08,27.6,41.05,1.35,70.79,21.84,20-Apr-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
20-Apr-2019 - 00:00,28.94,984.75,192.77,83.69,37.27,194.87,199.61,2.37,4.49,29.95,24.64,7.74,29.56,43.71,1.77,66.34,24.47,21-Apr-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
21-Apr-2019 - 00:00,30.97,983.03,248.92,101.44,35.38,196.14,182.69,2.7,4.6,43.79,26.41,7.81,31.18,46.66,1.93,61.9,26.25,22-Apr-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
22-Apr-2019 - 00:00,31.92,983.08,280.0,117.21,37.25,183.13,162.39,2.13,6.31,36.56,29.97,11.79,38.58,54.89,2.09,71.2,40.92,23-Apr-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
23-Apr-2019 - 00:00,33.93,984.05,285.92,96.35,36.1,186.03,161.96,2.3,6.96,82.79,23.6,45.12,72.58,63.19,2.12,92.85,48.55,24-Apr-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
24-Apr-2019 - 00:00,35.19,985.2,276.33,73.08,36.5,167.31,117.91,2.54,2.67,32.41,23.53,1.96,24.58,43.21,1.37,101.84,27.16,25-Apr-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
25-Apr-2019 - 00:00,33.87,985.13,259.35,69.27,39.99,158.86,91.83,2.83,2.47,22.19,24.82,2.03,20.06,34.6,1.41,92.25,23.65,26-Apr-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
26-Apr-2019 - 00:00,34.33,984.61,285.56,90.85,28.93,183.42,256.51,2.88,3.94,36.59,20.29,9.91,33.74,48.35,1.57,65.73,38.36,27-Apr-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
27-Apr-2019 - 00:00,35.6,983.73,317.0,53.88,20.45,196.82,255.57,4.32,2.38,24.95,16.01,3.51,22.85,37.57,1.08,65.53,22.61,28-Apr-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
