from date,NO,NO2,NOx,Ozone,CO,NH3,PM10,PM2.5,SO2,to date,station
11-Dec-2019 - 00:00,152.77,114.08,184.89,13.49,4.5,30.71,337.86,264.06,8.56,12-Dec-2019 - 00:00,"ITO, Delhi - CPCB"
12-Dec-2019 - 00:00,68.44,74.39,95.21,17.5,2.11,18.5,304.67,258.75,8.14,13-Dec-2019 - 00:00,"ITO, Delhi - CPCB"
13-Dec-2019 - 00:00,42.59,48.73,60.55,15.07,0.8,11.71,96.89,85.48,2.21,14-Dec-2019 - 00:00,"ITO, Delhi - CPCB"
14-Dec-2019 - 00:00,50.57,51.91,68.81,13.48,0.96,12.05,101.89,83.44,3.6,15-Dec-2019 - 00:00,"ITO, Delhi - CPCB"
15-Dec-2019 - 00:00,40.39,44.38,56.45,16.81,0.52,10.61,110.0,92.39,3.03,16-Dec-2019 - 00:00,"ITO, Delhi - CPCB"
16-Dec-2019 - 00:00,30.46,34.8,43.27,15.29,0.3,8.78,97.32,79.33,1.63,17-Dec-2019 - 00:00,"ITO, Delhi - CPCB"
17-Dec-2019 - 00:00,37.73,36.3,49.94,15.19,0.54,10.06,114.24,92.2,1.88,18-Dec-2019 - 00:00,"ITO, Delhi - CPCB"
18-Dec-2019 - 00:00,38.15,41.05,52.85,23.92,0.78,10.52,177.15,149.0,2.43,19-Dec-2019 - 00:00,"ITO, Delhi - CPCB"
19-Dec-2019 - 00:00,64.63,53.85,81.19,7.84,1.48,14.0,318.04,244.16,4.07,20-Dec-2019 - 00:00,"ITO, Delhi - CPCB"
20-Dec-2019 - 00:00,47.38,50.28,65.27,13.39,0.97,12.65,373.53,305.06,3.56,21-Dec-2019 - 00:00,"ITO, Delhi - CPCB"
21-Dec-2019 - 00:00,39.74,44.12,55.78,10.48,,11.94,299.49,258.22,3.31,22-Dec-2019 - 00:00,"ITO, Delhi - CPCB"
22-Dec-2019 - 00:00,29.81,34.53,42.6,12.68,,9.85,198.9,170.2,2.18,23-Dec-2019 - 00:00,"ITO, Delhi - CPCB"
23-Dec-2019 - 00:00,33.81,34.21,45.68,13.37,,12.52,232.82,198.09,2.45,24-Dec-2019 - 00:00,"ITO, Delhi - CPCB"
24-Dec-2019 - 00:00,38.2,40.69,52.7,10.93,1.98,12.85,329.72,260.79,3.77,25-Dec-2019 - 00:00,"ITO, Delhi - CPCB"
25-Dec-2019 - 00:00,27.25,32.0,39.17,11.53,0.89,8.72,204.15,151.52,2.72,26-Dec-2019 - 00:00,"ITO, Delhi - CPCB"
26-Dec-2019 - 00:00,27.1,34.28,40.27,15.14,1.01,8.65,246.97,189.05,2.45,27-Dec-2019 - 00:00,"ITO, Delhi - CPCB"
27-Dec-2019 - 00:00,32.72,39.86,47.8,12.78,1.26,9.52,304.88,234.39,3.09,28-Dec-2019 - 00:00,"ITO, Delhi - CPCB"
28-Dec-2019 - 00:00,56.89,45.65,70.53,9.78,2.12,12.64,373.24,271.84,5.82,29-Dec-2019 - 00:00,"ITO, Delhi - CPCB"
29-Dec-2019 - 00:00,39.45,46.79,56.97,13.74,2.02,10.99,435.83,321.26,8.42,30-Dec-2019 - 00:00,"ITO, Delhi - CPCB"
30-Dec-2019 - 00:00,57.68,44.82,70.73,6.6,2.43,13.58,396.99,303.08,7.58,31-Dec-2019 - 00:00,"ITO, Delhi - CPCB"
31-Dec-2019 - 00:00,23.63,26.82,33.48,6.82,1.17,7.74,214.0,172.5,4.28,01-Jan-2020 - 00:00,"ITO, Delhi - CPCB"
