from date,NO2,NO,NOx,NH3,SO2,CO,Ozone,PM2.5,PM10,Benzene,Toluene,AT,WS,WD,RH,BP,RF,SR,to date,station
07-Aug-2019 - 00:00,35.76,5.16,22.76,37.91,13.23,1.43,16.37,25.67,105.81,0.24,4.71,31.7,1.76,90.22,63.57,740.0,0.0,90.5,08-Aug-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
08-Aug-2019 - 00:00,28.54,3.21,16.7,31.54,9.97,1.08,21.37,18.42,110.8,0.16,1.31,34.36,2.08,103.64,57.55,740.0,0.0,110.84,09-Aug-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
09-Aug-2019 - 00:00,16.87,2.29,10.55,30.67,12.39,1.18,27.99,8.67,73.21,0.09,0.53,32.95,4.45,111.08,56.33,740.18,0.0,83.86,10-Aug-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
10-Aug-2019 - 00:00,16.31,1.6,9.68,29.87,11.86,1.16,27.27,13.33,43.08,0.11,0.88,31.93,4.59,126.64,60.92,740.28,0.0,82.79,11-Aug-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
11-Aug-2019 - 00:00,12.74,0.78,6.96,32.86,12.87,1.03,28.69,15.46,44.32,0.08,0.66,34.2,2.64,124.91,57.24,740.69,0.0,126.38,12-Aug-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
12-Aug-2019 - 00:00,23.8,1.45,13.27,34.68,13.43,1.03,31.91,19.92,66.19,0.16,1.47,33.4,1.81,78.94,59.38,740.61,0.0,76.74,13-Aug-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
13-Aug-2019 - 00:00,25.98,1.9,14.87,36.52,13.78,1.13,25.21,16.04,38.28,0.15,1.96,31.53,2.56,74.71,63.06,740.56,0.16,63.61,14-Aug-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
14-Aug-2019 - 00:00,30.66,2.72,17.5,33.29,12.72,1.33,32.69,32.0,83.71,0.23,3.81,32.32,1.47,66.94,63.05,740.97,0.05,98.49,15-Aug-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
15-Aug-2019 - 00:00,22.06,1.11,11.84,32.4,11.81,1.22,25.49,21.0,57.72,0.14,1.83,32.74,2.9,89.05,61.68,740.94,0.15,100.33,16-Aug-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
16-Aug-2019 - 00:00,18.12,3.75,12.38,28.33,13.43,1.16,27.03,9.58,36.75,0.08,0.62,30.64,4.07,116.22,62.83,740.43,0.02,73.18,17-Aug-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
17-Aug-2019 - 00:00,12.95,2.69,8.43,21.96,12.95,0.94,16.53,3.61,10.44,0.06,0.53,28.16,5.64,132.7,71.41,740.27,0.04,39.46,18-Aug-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
18-Aug-2019 - 00:00,30.06,9.06,20.16,22.39,12.95,1.28,19.85,14.48,42.67,0.15,1.38,28.71,2.08,90.3,69.23,741.0,0.16,41.17,19-Aug-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
19-Aug-2019 - 00:00,42.7,5.17,24.39,23.52,13.1,1.54,41.77,41.88,121.81,0.34,3.28,31.9,1.25,75.61,62.98,741.0,0.0,92.14,20-Aug-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
20-Aug-2019 - 00:00,30.56,2.83,16.98,26.82,13.69,1.3,34.46,30.96,115.86,0.25,2.9,32.56,2.26,66.81,59.82,741.0,0.0,93.88,21-Aug-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
21-Aug-2019 - 00:00,47.33,5.71,28.27,34.41,13.41,1.63,35.65,45.46,180.89,0.34,4.56,33.51,2.2,46.04,57.33,741.0,0.0,105.96,22-Aug-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
22-Aug-2019 - 00:00,36.52,8.27,22.01,35.57,13.07,1.58,27.48,42.08,133.77,0.29,3.96,30.82,1.47,85.12,60.9,741.0,0.04,55.98,23-Aug-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
23-Aug-2019 - 00:00,37.23,4.85,20.74,37.65,16.57,1.52,34.98,48.71,163.66,0.22,2.46,32.66,1.22,96.46,59.28,741.0,0.0,88.54,24-Aug-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
24-Aug-2019 - 00:00,32.5,2.02,15.66,37.33,17.43,1.71,18.49,53.93,123.83,0.26,2.97,31.45,1.26,106.5,63.73,741.0,0.02,54.75,25-Aug-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
25-Aug-2019 - 00:00,20.83,1.78,11.09,39.48,13.5,1.17,13.66,21.32,47.1,0.19,1.43,29.57,1.45,105.91,67.64,741.0,0.03,57.81,26-Aug-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
26-Aug-2019 - 00:00,28.8,2.25,16.44,27.45,14.27,0.83,15.19,14.95,80.37,0.15,1.13,32.2,2.2,104.84,61.16,741.0,0.0,99.31,27-Aug-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
27-Aug-2019 - 00:00,34.06,3.37,19.29,23.79,16.71,1.36,14.09,28.85,155.34,0.21,2.06,34.45,1.41,88.5,57.12,741.0,0.0,98.16,28-Aug-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
28-Aug-2019 - 00:00,30.82,2.34,17.24,27.79,15.96,1.71,24.91,32.51,131.28,0.23,2.14,35.55,2.25,123.05,54.64,741.0,0.0,102.05,29-Aug-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
29-Aug-2019 - 00:00,21.52,2.36,11.82,28.33,16.03,1.65,28.08,28.46,83.83,0.17,1.56,34.12,2.67,127.28,57.9,741.0,0.0,80.56,30-Aug-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
30-Aug-2019 - 00:00,19.79,1.26,10.74,29.38,13.63,2.2,27.14,27.88,87.64,0.18,1.79,34.3,1.47,96.26,58.51,740.94,0.0,103.27,31-Aug-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
31-Aug-2019 - 00:00,27.44,2.07,14.78,30.49,16.61,3.1,29.69,38.4,113.22,0.22,1.9,35.8,1.69,109.22,55.51,740.69,0.0,112.7,01-Sep-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
01-Sep-2019 - 00:00,20.0,1.41,11.34,30.17,14.85,1.18,24.41,17.12,49.17,0.14,1.14,31.11,2.63,102.12,64.06,740.95,0.0,46.15,02-Sep-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
02-Sep-2019 - 00:00,25.97,2.09,14.66,27.87,16.64,1.2,34.32,32.82,88.01,0.19,1.76,33.98,1.46,88.6,58.52,741.0,0.0,96.83,03-Sep-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
03-Sep-2019 - 00:00,35.18,2.78,19.46,26.88,17.21,1.47,31.88,56.78,143.78,0.3,3.35,34.19,1.19,79.08,59.9,740.89,0.04,71.3,04-Sep-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
04-Sep-2019 - 00:00,31.07,3.65,18.52,34.31,14.23,1.54,19.14,52.43,143.14,0.3,3.41,33.16,2.03,117.58,63.43,740.84,0.0,73.79,05-Sep-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
05-Sep-2019 - 00:00,25.52,3.52,15.76,35.3,15.19,1.36,16.08,25.15,90.26,0.23,1.55,32.81,2.08,112.67,62.22,740.81,0.0,86.85,06-Sep-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
06-Sep-2019 - 00:00,16.39,1.93,9.63,27.62,15.01,1.19,19.2,27.48,75.41,0.2,1.2,33.21,2.39,114.25,62.29,740.64,0.0,82.24,07-Sep-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
07-Sep-2019 - 00:00,20.81,3.41,13.53,25.69,13.19,0.65,15.61,24.01,70.92,0.2,2.29,31.85,2.23,117.89,65.48,740.61,0.11,78.73,08-Sep-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
08-Sep-2019 - 00:00,28.54,5.15,18.74,26.38,18.94,1.26,17.85,24.04,80.46,0.18,0.99,33.47,1.47,94.45,61.01,741.0,0.0,95.98,09-Sep-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
09-Sep-2019 - 00:00,41.79,8.53,28.8,27.59,20.27,1.78,29.81,53.96,193.83,4.99,2.54,34.92,1.36,49.99,57.18,740.86,0.0,95.9,10-Sep-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
10-Sep-2019 - 00:00,44.65,5.08,25.85,32.18,23.31,1.82,44.11,78.5,226.08,0.29,4.3,35.1,1.21,86.74,55.44,740.73,0.0,89.75,11-Sep-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
11-Sep-2019 - 00:00,35.45,8.93,21.65,28.26,16.96,1.55,37.49,58.33,166.67,0.24,4.06,35.78,1.55,125.73,55.34,741.0,0.0,96.73,12-Sep-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
12-Sep-2019 - 00:00,19.82,1.9,10.58,24.62,12.04,1.32,26.58,57.0,102.58,0.14,1.62,33.92,3.19,126.0,59.76,741.0,0.0,75.96,13-Sep-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
13-Sep-2019 - 00:00,22.27,2.91,13.53,29.04,12.88,1.35,23.7,,74.92,0.13,1.86,33.9,2.58,119.4,58.12,741.0,0.0,93.45,14-Sep-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
14-Sep-2019 - 00:00,15.21,1.82,9.19,24.96,13.09,1.14,24.75,19.92,57.33,0.11,0.99,32.44,2.76,113.32,60.48,741.0,0.0,72.8,15-Sep-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
15-Sep-2019 - 00:00,19.71,1.88,11.53,21.73,15.9,1.25,20.95,23.5,57.67,0.12,1.05,32.25,1.81,108.68,61.69,741.0,0.0,68.83,16-Sep-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
16-Sep-2019 - 00:00,34.03,5.21,19.53,23.43,17.68,1.56,42.4,58.33,147.29,0.25,3.14,34.0,1.24,88.28,57.7,741.0,0.0,81.89,17-Sep-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
17-Sep-2019 - 00:00,25.88,1.55,13.33,25.72,15.29,1.42,41.87,59.17,130.42,0.19,1.85,34.09,1.93,113.21,57.66,741.0,0.0,69.23,18-Sep-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
18-Sep-2019 - 00:00,22.12,2.32,12.65,24.96,11.66,1.27,39.57,26.21,78.96,0.13,1.91,31.65,3.13,122.64,56.29,741.46,0.0,99.5,19-Sep-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
19-Sep-2019 - 00:00,19.49,2.94,12.44,21.61,15.74,1.36,24.59,14.67,48.88,0.11,1.35,29.97,3.25,121.32,60.43,741.75,0.0,80.45,20-Sep-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
20-Sep-2019 - 00:00,25.92,3.76,15.57,20.79,18.38,1.62,22.79,32.58,87.12,0.18,2.25,31.47,1.87,117.15,58.27,741.31,0.0,89.99,21-Sep-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
21-Sep-2019 - 00:00,18.27,2.33,10.54,21.88,15.44,1.84,25.49,27.33,89.5,0.12,1.6,31.26,1.93,119.64,58.89,741.22,0.0,76.25,22-Sep-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
22-Sep-2019 - 00:00,19.6,1.48,10.9,22.27,15.31,1.13,18.61,18.0,46.79,0.14,1.74,27.43,2.42,119.44,65.59,741.41,0.05,42.16,23-Sep-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
23-Sep-2019 - 00:00,20.41,8.78,15.78,22.46,13.87,1.14,27.44,19.75,51.52,0.14,2.28,29.05,2.25,116.03,62.64,741.85,0.0,73.86,24-Sep-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
24-Sep-2019 - 00:00,29.31,9.49,23.31,21.76,15.51,1.17,19.3,26.79,77.5,0.16,2.33,29.35,1.79,102.01,62.14,741.85,0.0,65.2,25-Sep-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
25-Sep-2019 - 00:00,24.73,6.98,18.81,21.96,14.56,1.16,21.08,24.42,65.88,0.17,1.89,29.63,2.02,95.47,62.61,742.0,0.0,81.79,26-Sep-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
26-Sep-2019 - 00:00,16.74,6.42,14.12,21.37,14.35,1.05,17.17,17.42,55.08,0.13,1.12,30.37,3.18,113.01,59.9,742.0,0.0,77.14,27-Sep-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
27-Sep-2019 - 00:00,15.44,5.77,12.91,17.63,15.16,1.03,14.76,9.29,38.62,0.1,0.92,28.44,2.69,102.14,63.35,741.84,0.0,50.49,28-Sep-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
28-Sep-2019 - 00:00,13.12,3.81,10.06,15.94,14.08,1.1,16.97,13.17,39.75,0.12,1.16,28.18,2.84,103.47,63.61,741.41,0.0,67.28,29-Sep-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
29-Sep-2019 - 00:00,9.68,2.62,7.28,14.33,13.89,1.17,20.99,8.79,25.12,0.1,0.66,27.84,2.73,118.66,63.68,741.59,0.0,56.65,30-Sep-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
30-Sep-2019 - 00:00,19.73,3.59,12.79,16.73,11.97,1.21,21.32,17.38,52.12,0.16,1.62,28.44,2.35,125.54,62.59,741.3,0.0,66.27,01-Oct-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
01-Oct-2019 - 00:00,20.78,4.3,13.34,20.35,14.6,1.18,20.11,23.79,62.58,0.17,2.16,28.53,2.8,132.36,63.58,741.24,0.0,76.91,02-Oct-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
02-Oct-2019 - 00:00,31.31,21.92,31.38,21.04,14.45,1.27,25.63,32.25,101.04,0.26,3.37,29.81,1.17,107.4,59.56,741.4,0.0,79.68,03-Oct-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
03-Oct-2019 - 00:00,36.36,16.41,31.16,23.92,14.63,1.25,39.44,44.62,131.17,0.29,3.03,30.23,1.74,114.71,58.28,741.5,0.04,82.67,04-Oct-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
04-Oct-2019 - 00:00,35.85,10.77,27.82,23.36,12.72,1.06,45.36,42.92,99.67,0.21,3.14,28.64,2.78,51.54,57.98,741.43,0.0,89.1,05-Oct-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
05-Oct-2019 - 00:00,39.5,18.77,36.27,19.2,14.13,1.23,47.21,39.46,131.17,0.27,4.4,28.72,2.55,43.93,51.9,741.48,0.0,93.55,06-Oct-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
06-Oct-2019 - 00:00,39.65,19.66,37.08,19.19,14.54,1.49,44.22,61.1,144.33,0.4,6.54,25.85,1.5,36.62,61.36,741.45,0.0,56.19,07-Oct-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
07-Oct-2019 - 00:00,26.94,2.57,16.59,35.38,19.79,0.89,63.91,34.15,149.98,0.28,3.66,31.12,0.44,43.61,46.07,742.0,0.0,95.54,08-Oct-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
08-Oct-2019 - 00:00,36.05,3.2,21.43,31.19,16.44,3.49,58.37,40.22,134.89,0.25,2.74,28.66,0.3,56.98,49.6,741.93,0.0,92.92,09-Oct-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
09-Oct-2019 - 00:00,57.89,3.44,33.49,36.41,22.11,1.06,41.46,74.74,200.32,0.39,3.5,28.78,0.3,93.83,50.62,741.99,0.0,88.02,10-Oct-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
10-Oct-2019 - 00:00,61.45,3.24,34.88,39.51,33.15,1.84,37.1,94.9,236.93,0.47,7.61,29.39,0.3,69.66,48.53,741.68,0.0,81.36,11-Oct-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
11-Oct-2019 - 00:00,82.49,3.55,46.33,44.56,22.98,2.26,60.52,114.94,276.19,0.52,5.49,28.85,0.3,54.43,50.17,741.46,0.0,79.85,12-Oct-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
12-Oct-2019 - 00:00,77.9,3.42,43.51,49.39,19.17,2.22,1.42,110.62,271.09,0.53,6.33,29.02,0.3,60.03,52.11,741.76,0.0,76.51,13-Oct-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
13-Oct-2019 - 00:00,81.88,3.0,45.79,53.22,27.98,2.54,1.56,134.46,306.6,0.64,7.46,29.0,0.3,50.15,51.46,742.0,0.0,67.48,14-Oct-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
14-Oct-2019 - 00:00,76.99,3.37,43.56,52.62,27.03,2.58,19.01,121.21,284.84,0.53,5.23,29.1,0.3,57.38,51.02,742.0,0.0,71.14,15-Oct-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
15-Oct-2019 - 00:00,85.32,3.8,48.22,58.67,19.46,2.51,44.39,140.53,302.69,0.6,4.63,29.6,0.3,79.88,52.7,742.0,0.0,70.22,16-Oct-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
16-Oct-2019 - 00:00,66.36,3.94,38.05,60.42,14.05,2.14,39.66,135.3,279.4,0.57,3.21,29.24,0.3,113.76,54.18,742.0,0.0,66.01,17-Oct-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
17-Oct-2019 - 00:00,50.25,3.12,29.14,56.8,13.81,2.3,46.66,113.19,235.43,0.45,2.46,29.04,0.3,114.24,51.19,742.0,0.0,68.45,18-Oct-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
18-Oct-2019 - 00:00,44.73,3.33,26.33,48.52,13.8,1.79,50.96,77.31,208.68,0.42,2.76,29.52,0.3,116.09,47.39,742.0,0.0,69.22,19-Oct-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
19-Oct-2019 - 00:00,81.7,3.82,45.75,49.86,27.07,2.11,49.31,92.74,254.9,0.51,5.71,27.85,0.3,67.25,49.65,742.0,0.0,59.05,20-Oct-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
20-Oct-2019 - 00:00,79.58,3.5,44.5,47.1,20.85,2.67,64.44,94.21,245.18,0.59,5.15,27.8,0.3,39.96,45.8,742.0,0.0,72.25,21-Oct-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
21-Oct-2019 - 00:00,152.0,6.49,89.56,76.2,20.64,2.22,58.6,109.61,252.97,0.53,4.89,26.87,1.29,43.18,45.19,741.95,0.0,69.17,22-Oct-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
22-Oct-2019 - 00:00,199.79,7.0,110.02,132.24,13.78,1.54,59.54,84.94,206.51,0.41,3.36,26.71,2.23,36.67,44.63,741.34,0.0,71.42,23-Oct-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
23-Oct-2019 - 00:00,193.81,9.39,212.82,155.99,19.97,3.19,72.04,109.22,324.96,0.6,7.61,28.62,1.79,52.61,42.35,741.15,0.0,64.67,24-Oct-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
24-Oct-2019 - 00:00,255.1,9.91,148.73,203.45,18.71,2.8,53.92,165.12,317.49,0.68,6.45,26.67,1.07,63.69,49.22,741.47,0.0,80.78,25-Oct-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
25-Oct-2019 - 00:00,369.24,12.59,248.46,128.03,14.88,2.24,19.28,95.75,249.25,0.51,3.25,25.93,0.45,99.06,45.91,742.0,0.0,10.56,26-Oct-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
26-Oct-2019 - 00:00,149.52,6.58,112.82,144.44,8.82,1.15,48.39,109.75,213.42,0.4,3.62,25.59,1.26,101.95,51.69,742.0,0.02,62.42,27-Oct-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
27-Oct-2019 - 00:00,178.46,6.19,98.28,157.27,10.15,2.25,57.73,155.7,288.83,0.53,3.19,25.4,1.61,55.5,51.09,742.0,0.0,65.11,28-Oct-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
28-Oct-2019 - 00:00,215.17,6.82,118.76,166.23,16.46,1.48,58.66,292.3,453.71,0.6,2.6,25.06,0.81,46.67,52.12,742.0,0.0,53.32,29-Oct-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
29-Oct-2019 - 00:00,291.45,9.52,187.07,232.49,12.81,2.53,28.61,306.76,504.74,0.83,4.35,24.63,0.65,49.85,57.2,742.0,0.0,36.09,30-Oct-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
30-Oct-2019 - 00:00,313.64,9.37,215.39,256.43,14.39,2.46,31.64,326.12,549.21,0.84,5.45,25.92,0.94,89.06,54.69,742.0,0.0,41.65,31-Oct-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
31-Oct-2019 - 00:00,354.1,10.16,263.41,255.52,15.34,2.73,45.56,371.58,620.46,1.01,9.15,25.11,1.03,71.85,53.68,741.85,0.0,48.52,01-Nov-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
01-Nov-2019 - 00:00,305.27,11.0,234.68,249.61,23.73,2.7,48.28,432.82,682.42,1.0,8.68,26.53,0.76,78.43,52.04,741.97,0.0,47.64,02-Nov-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
02-Nov-2019 - 00:00,314.56,7.63,175.45,246.91,17.66,2.14,37.77,314.59,498.92,0.85,6.63,25.88,1.62,56.72,54.84,742.0,0.0,40.9,03-Nov-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
03-Nov-2019 - 00:00,261.08,7.91,143.22,238.29,12.03,3.39,34.79,550.41,594.12,0.82,4.04,24.62,1.46,54.11,57.03,742.0,0.0,33.1,04-Nov-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
04-Nov-2019 - 00:00,260.13,6.64,142.44,189.38,13.2,1.46,47.14,260.56,388.42,0.57,2.96,25.52,2.11,42.46,52.42,742.0,0.0,53.58,05-Nov-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
05-Nov-2019 - 00:00,236.71,7.6,140.7,152.4,16.56,1.25,46.53,197.81,319.92,0.46,2.94,24.98,1.99,51.7,48.54,741.62,0.0,63.33,06-Nov-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
06-Nov-2019 - 00:00,219.09,6.8,119.86,132.28,12.49,1.19,40.86,113.65,220.71,0.42,3.38,24.15,1.66,126.84,48.59,741.29,0.0,53.95,07-Nov-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
07-Nov-2019 - 00:00,217.78,6.52,119.79,161.18,14.31,1.38,27.19,200.98,323.79,0.54,3.0,22.77,1.58,94.97,53.77,741.53,0.0,31.41,08-Nov-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
08-Nov-2019 - 00:00,243.12,10.43,192.47,157.05,25.58,1.69,44.77,194.15,353.83,0.69,7.21,24.43,1.29,59.62,52.35,741.85,0.0,52.07,09-Nov-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
09-Nov-2019 - 00:00,241.73,7.53,136.86,148.99,20.17,1.11,43.57,126.41,246.62,0.48,5.48,24.81,2.72,43.16,46.74,742.0,0.0,62.24,10-Nov-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
10-Nov-2019 - 00:00,188.46,6.95,137.02,142.62,22.3,1.41,58.11,217.06,356.04,0.49,6.22,23.61,2.08,41.62,42.6,742.0,0.0,54.72,11-Nov-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
11-Nov-2019 - 00:00,274.99,8.04,194.6,158.54,29.66,2.07,60.24,300.7,481.04,0.72,7.3,22.31,1.58,39.42,43.61,741.99,0.0,49.77,12-Nov-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
12-Nov-2019 - 00:00,283.57,9.32,223.47,171.9,23.06,2.41,64.44,373.84,548.54,0.79,6.97,21.2,1.28,44.76,47.47,741.95,0.0,52.89,13-Nov-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
13-Nov-2019 - 00:00,297.82,11.6,202.5,184.46,21.99,3.2,76.0,413.54,593.55,0.92,8.73,22.31,1.09,44.1,48.62,742.0,0.0,51.76,14-Nov-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
14-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,15-Nov-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
15-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,16-Nov-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
16-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,17-Nov-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
17-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,18-Nov-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
18-Nov-2019 - 00:00,220.05,57.79,121.96,96.85,15.36,1.34,31.31,72.47,192.82,0.44,3.84,21.85,1.24,64.0,47.41,742.0,0.0,18.82,19-Nov-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
19-Nov-2019 - 00:00,284.82,9.16,177.89,176.28,11.65,1.62,39.16,157.42,279.62,0.61,4.19,20.37,1.2,62.54,52.95,742.0,0.0,48.81,20-Nov-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
20-Nov-2019 - 00:00,323.23,7.85,201.15,200.68,22.73,2.34,40.33,199.5,350.88,0.78,7.29,20.38,0.77,83.81,52.24,742.0,0.0,48.32,21-Nov-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
21-Nov-2019 - 00:00,202.5,15.48,113.47,85.58,30.96,2.43,43.61,274.09,437.55,0.9,10.76,20.85,0.72,57.6,50.29,742.0,0.0,43.75,22-Nov-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
22-Nov-2019 - 00:00,170.69,4.61,93.02,79.58,34.36,2.62,57.23,257.33,447.52,0.9,11.21,20.9,1.03,59.52,52.27,742.04,0.0,42.83,23-Nov-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
23-Nov-2019 - 00:00,123.16,2.49,67.4,63.67,19.79,1.18,25.86,143.71,257.78,0.51,4.28,22.23,1.66,39.9,49.47,742.0,0.0,40.07,24-Nov-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
24-Nov-2019 - 00:00,89.89,2.17,49.44,50.93,19.22,0.91,,96.68,188.27,0.34,3.23,23.26,2.39,40.17,48.88,742.0,0.0,39.44,25-Nov-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
25-Nov-2019 - 00:00,116.24,3.84,63.73,52.44,32.82,1.24,17.55,120.83,241.24,0.54,5.23,22.77,1.16,59.8,48.08,742.0,0.0,42.26,26-Nov-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
