from date,PM10,SO2,NOx,CO,WD,Temp,RH,SR,to date,station
21-Jun-2019 - 00:00,94.61,47.64,59.92,2.73,223.7,32.78,58.8,28.03,22-Jun-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
22-Jun-2019 - 00:00,42.95,47.57,59.91,2.78,231.9,32.66,58.69,28.01,23-Jun-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
23-Jun-2019 - 00:00,35.3,47.7,59.93,2.67,220.99,32.87,58.89,28.04,24-Jun-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
24-Jun-2019 - 00:00,35.3,43.87,59.2,2.69,218.74,26.84,52.86,27.3,25-Jun-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
25-Jun-2019 - 00:00,35.3,45.49,59.51,2.76,250.64,29.38,55.41,27.61,26-Jun-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
26-Jun-2019 - 00:00,35.3,45.86,59.58,2.74,247.7,29.97,55.99,27.68,27-Jun-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
27-Jun-2019 - 00:00,35.3,44.64,59.35,2.91,257.17,28.03,54.06,27.44,28-Jun-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
28-Jun-2019 - 00:00,33.08,36.14,57.74,2.78,205.59,16.35,40.6,25.8,29-Jun-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
29-Jun-2019 - 00:00,28.0,33.16,57.17,2.63,187.58,13.82,35.89,25.22,30-Jun-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
30-Jun-2019 - 00:00,28.0,31.73,56.9,2.67,167.85,10.64,33.62,24.94,01-Jul-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
01-Jul-2019 - 00:00,28.0,31.59,56.87,2.6,123.56,10.31,33.39,24.91,02-Jul-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
02-Jul-2019 - 00:00,28.0,32.56,57.06,2.52,133.96,12.47,34.93,25.1,03-Jul-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
03-Jul-2019 - 00:00,28.0,35.86,57.68,2.49,208.3,19.81,40.17,25.74,04-Jul-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
04-Jul-2019 - 00:00,28.0,36.34,57.78,2.49,231.33,20.85,40.92,25.83,05-Jul-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
05-Jul-2019 - 00:00,28.0,36.08,57.73,2.62,210.6,20.29,40.52,25.79,06-Jul-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
06-Jul-2019 - 00:00,28.0,36.09,57.73,2.67,232.58,20.3,40.53,25.79,07-Jul-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
07-Jul-2019 - 00:00,28.0,35.15,57.55,2.97,233.55,18.23,39.04,25.6,08-Jul-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
08-Jul-2019 - 00:00,28.0,38.35,58.16,2.59,227.12,23.98,44.11,26.23,09-Jul-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
09-Jul-2019 - 00:00,28.0,37.27,57.95,2.69,246.91,22.34,42.4,26.02,10-Jul-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
10-Jul-2019 - 00:00,28.0,40.98,58.66,2.49,242.0,31.83,48.29,26.74,11-Jul-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
11-Jul-2019 - 00:00,28.0,39.17,58.31,2.7,238.32,26.88,45.4,26.38,12-Jul-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
12-Jul-2019 - 00:00,28.0,43.43,59.12,2.66,235.89,39.2,52.16,27.21,13-Jul-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
13-Jul-2019 - 00:00,28.0,38.93,58.27,2.55,228.57,28.5,45.03,26.34,14-Jul-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
14-Jul-2019 - 00:00,28.0,39.97,58.46,2.56,223.0,30.97,46.67,26.54,15-Jul-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
15-Jul-2019 - 00:00,28.0,44.9,59.4,2.64,240.04,42.67,54.47,27.49,16-Jul-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
16-Jul-2019 - 00:00,28.0,41.5,58.76,2.53,231.0,34.62,49.1,26.84,17-Jul-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
17-Jul-2019 - 00:00,48.04,40.5,58.56,2.53,247.0,32.17,47.51,26.64,18-Jul-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
18-Jul-2019 - 00:00,37.49,43.59,59.15,2.6,212.67,39.56,52.4,27.24,19-Jul-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
19-Jul-2019 - 00:00,28.0,46.97,59.79,2.49,151.15,47.59,57.75,27.9,20-Jul-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
20-Jul-2019 - 00:00,28.0,45.92,59.59,2.6,192.48,45.09,56.09,27.69,21-Jul-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
21-Jul-2019 - 00:00,28.0,43.84,59.2,2.48,,40.16,52.8,27.29,22-Jul-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
22-Jul-2019 - 00:00,28.0,45.71,59.55,2.59,204.33,44.54,55.72,27.65,23-Jul-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
23-Jul-2019 - 00:00,28.0,46.49,59.7,2.68,236.67,46.45,56.99,27.8,24-Jul-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
24-Jul-2019 - 00:00,28.0,43.62,59.16,2.52,235.0,39.6,52.42,27.24,25-Jul-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
25-Jul-2019 - 00:00,28.0,43.95,59.22,2.55,253.0,40.42,52.97,27.31,26-Jul-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
26-Jul-2019 - 00:00,28.0,40.28,58.52,2.68,230.0,31.67,47.14,26.6,27-Jul-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
27-Jul-2019 - 00:00,28.0,43.52,59.14,2.51,241.0,39.4,52.29,27.23,28-Jul-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
28-Jul-2019 - 00:00,28.0,37.36,57.97,2.6,224.0,25.45,42.61,26.04,29-Jul-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
29-Jul-2019 - 00:00,28.0,42.53,58.95,2.49,230.0,37.05,50.72,27.04,30-Jul-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
30-Jul-2019 - 00:00,28.0,43.83,59.2,2.48,,40.13,52.78,27.29,31-Jul-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
31-Jul-2019 - 00:00,27.41,41.03,56.35,2.39,227.7,28.37,63.67,28.78,01-Aug-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
01-Aug-2019 - 00:00,34.47,39.83,53.44,1.86,235.55,15.87,79.38,30.89,02-Aug-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
02-Aug-2019 - 00:00,35.32,43.29,54.1,1.85,237.85,25.99,84.95,31.57,03-Aug-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
03-Aug-2019 - 00:00,6.93,43.83,54.19,2.44,239.59,27.2,85.76,31.67,04-Aug-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
04-Aug-2019 - 00:00,8.68,41.53,53.76,1.99,201.27,23.33,82.11,31.23,05-Aug-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
05-Aug-2019 - 00:00,42.98,38.18,53.12,1.85,217.96,17.56,76.83,30.58,06-Aug-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
06-Aug-2019 - 00:00,18.59,35.73,52.66,1.52,222.0,31.47,72.97,30.11,07-Aug-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
07-Aug-2019 - 00:00,,,,,,,,,08-Aug-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
08-Aug-2019 - 00:00,,,,,,,,,09-Aug-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
09-Aug-2019 - 00:00,18.68,43.36,40.61,1.84,249.3,28.9,85.04,31.59,10-Aug-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
10-Aug-2019 - 00:00,183.12,38.45,32.42,1.85,242.62,11.53,77.26,30.63,11-Aug-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
11-Aug-2019 - 00:00,200.0,37.54,32.24,1.68,230.23,11.36,75.89,30.47,12-Aug-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
12-Aug-2019 - 00:00,151.35,39.42,32.6,1.5,234.34,22.07,78.83,30.83,13-Aug-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
13-Aug-2019 - 00:00,30.0,41.77,33.05,1.54,217.53,38.27,82.61,31.29,14-Aug-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
14-Aug-2019 - 00:00,30.0,41.07,32.92,1.59,220.57,33.6,81.47,31.15,15-Aug-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
15-Aug-2019 - 00:00,30.0,42.4,33.17,1.6,230.42,35.02,83.54,31.4,16-Aug-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
16-Aug-2019 - 00:00,30.0,38.46,32.42,1.78,236.6,30.6,77.35,30.64,17-Aug-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
17-Aug-2019 - 00:00,30.0,42.6,33.21,1.92,237.06,33.77,83.83,31.44,18-Aug-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
18-Aug-2019 - 00:00,30.0,43.95,33.46,1.52,228.99,21.94,85.97,31.7,19-Aug-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
19-Aug-2019 - 00:00,30.0,45.67,33.79,1.54,186.14,28.65,88.72,32.04,20-Aug-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
20-Aug-2019 - 00:00,30.0,45.98,33.85,1.6,133.25,28.82,89.17,32.09,21-Aug-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
21-Aug-2019 - 00:00,30.0,44.24,33.52,1.52,207.81,25.82,86.42,31.76,22-Aug-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
22-Aug-2019 - 00:00,30.0,43.36,33.35,1.55,164.21,26.05,85.07,31.59,23-Aug-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
23-Aug-2019 - 00:00,30.0,43.86,33.45,1.57,226.1,28.61,85.82,31.68,24-Aug-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
24-Aug-2019 - 00:00,30.0,45.79,33.81,1.66,226.81,31.74,88.88,32.06,25-Aug-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
25-Aug-2019 - 00:00,30.0,45.41,33.74,1.81,228.7,25.68,88.26,31.98,26-Aug-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
26-Aug-2019 - 00:00,30.0,45.17,33.7,1.76,238.37,25.32,87.9,31.94,27-Aug-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
27-Aug-2019 - 00:00,30.0,45.63,33.78,1.8,233.68,25.9,88.62,32.02,28-Aug-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
28-Aug-2019 - 00:00,30.0,45.87,33.83,1.76,234.81,25.77,88.99,32.07,29-Aug-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
29-Aug-2019 - 00:00,30.0,46.37,33.92,1.75,234.46,26.57,89.79,32.17,30-Aug-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
30-Aug-2019 - 00:00,30.0,45.64,33.78,1.62,234.56,25.88,88.63,32.03,31-Aug-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
31-Aug-2019 - 00:00,30.0,44.75,33.61,1.48,225.76,25.0,87.23,31.85,01-Sep-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
01-Sep-2019 - 00:00,30.0,42.98,33.28,1.49,229.93,22.21,84.44,31.51,02-Sep-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
02-Sep-2019 - 00:00,30.0,43.3,33.34,1.54,234.67,22.71,84.93,31.57,03-Sep-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
03-Sep-2019 - 00:00,30.0,44.2,33.51,1.5,230.77,25.99,86.37,31.75,04-Sep-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
04-Sep-2019 - 00:00,30.0,43.0,33.28,1.54,208.14,26.37,84.46,31.51,05-Sep-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
05-Sep-2019 - 00:00,30.0,44.0,33.47,1.53,232.66,27.02,86.04,31.71,06-Sep-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
06-Sep-2019 - 00:00,30.0,43.84,33.44,1.57,234.8,26.76,85.79,31.68,07-Sep-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
07-Sep-2019 - 00:00,30.0,43.44,33.37,1.52,242.94,26.14,85.16,31.6,08-Sep-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
08-Sep-2019 - 00:00,30.0,44.01,33.47,1.48,232.52,27.04,86.06,31.71,09-Sep-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
09-Sep-2019 - 00:00,30.0,44.05,33.48,1.51,237.23,27.1,86.13,31.72,10-Sep-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
10-Sep-2019 - 00:00,30.0,42.2,33.13,1.48,238.72,25.09,83.2,31.36,11-Sep-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
11-Sep-2019 - 00:00,30.0,40.76,32.86,1.48,239.07,24.89,80.91,31.08,12-Sep-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
12-Sep-2019 - 00:00,30.0,42.25,33.14,1.5,231.82,27.25,83.27,31.37,13-Sep-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
13-Sep-2019 - 00:00,30.0,43.61,33.4,1.48,233.43,29.41,85.43,31.63,14-Sep-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
14-Sep-2019 - 00:00,30.0,41.35,32.97,1.52,190.96,25.85,81.87,31.2,15-Sep-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
15-Sep-2019 - 00:00,30.0,43.04,33.29,1.56,95.62,28.52,84.54,31.52,16-Sep-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
16-Sep-2019 - 00:00,30.0,44.18,33.51,1.48,100.58,30.3,86.33,31.74,17-Sep-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
17-Sep-2019 - 00:00,30.09,44.29,33.53,1.48,108.67,29.61,86.51,31.77,18-Sep-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
18-Sep-2019 - 00:00,30.23,42.55,33.2,1.53,112.67,24.97,83.73,31.43,19-Sep-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
19-Sep-2019 - 00:00,30.23,42.45,33.18,1.48,171.04,23.57,83.59,31.41,20-Sep-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
20-Sep-2019 - 00:00,30.23,43.51,33.38,1.49,228.23,27.63,85.26,31.61,21-Sep-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
21-Sep-2019 - 00:00,30.23,45.42,33.74,1.64,232.3,29.23,88.28,31.98,22-Sep-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
22-Sep-2019 - 00:00,30.23,46.03,33.86,1.63,232.86,26.23,89.25,32.1,23-Sep-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
23-Sep-2019 - 00:00,30.23,46.07,33.87,1.54,228.79,25.97,89.33,32.11,24-Sep-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
24-Sep-2019 - 00:00,30.23,45.83,33.82,1.55,157.32,24.83,88.85,32.05,25-Sep-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
25-Sep-2019 - 00:00,30.23,42.75,33.23,1.52,103.07,24.97,84.18,31.48,26-Sep-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
26-Sep-2019 - 00:00,30.23,46.03,33.86,1.64,161.14,32.27,89.26,32.1,27-Sep-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
27-Sep-2019 - 00:00,30.23,44.82,33.63,1.52,235.02,24.88,87.33,31.87,28-Sep-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
28-Sep-2019 - 00:00,30.23,45.67,33.79,1.81,232.5,24.66,88.69,32.03,29-Sep-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
29-Sep-2019 - 00:00,30.23,45.56,33.77,1.87,229.54,24.5,88.52,32.01,30-Sep-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
30-Sep-2019 - 00:00,30.23,44.72,33.61,1.6,213.38,23.16,87.19,31.85,01-Oct-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
01-Oct-2019 - 00:00,30.23,45.02,33.67,1.48,225.34,23.62,87.64,31.9,02-Oct-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
02-Oct-2019 - 00:00,30.23,46.01,33.85,1.48,208.12,25.2,89.22,32.1,03-Oct-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
03-Oct-2019 - 00:00,30.23,45.16,33.69,1.56,146.7,23.85,87.88,31.93,04-Oct-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
04-Oct-2019 - 00:00,30.23,46.0,33.85,1.58,110.87,25.19,89.21,32.1,05-Oct-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
05-Oct-2019 - 00:00,30.23,45.82,33.82,1.69,107.61,24.9,88.93,32.06,06-Oct-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
06-Oct-2019 - 00:00,30.23,45.98,33.85,1.64,157.56,25.15,89.17,32.09,07-Oct-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
07-Oct-2019 - 00:00,30.23,46.59,33.96,1.55,121.06,26.45,90.15,32.21,08-Oct-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
08-Oct-2019 - 00:00,30.23,46.45,33.94,1.55,114.91,26.89,89.91,32.18,09-Oct-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
09-Oct-2019 - 00:00,30.23,43.99,33.47,1.53,137.14,23.0,86.03,31.71,10-Oct-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
10-Oct-2019 - 00:00,30.23,44.95,33.65,1.52,85.06,24.52,87.54,31.89,11-Oct-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
11-Oct-2019 - 00:00,30.23,46.63,33.97,1.49,93.43,27.38,90.21,32.22,12-Oct-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
12-Oct-2019 - 00:00,39.7,43.81,33.44,1.52,122.95,32.16,85.74,31.67,13-Oct-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
13-Oct-2019 - 00:00,52.23,46.23,33.9,1.56,179.67,56.02,89.58,32.14,14-Oct-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
14-Oct-2019 - 00:00,52.23,47.43,34.12,1.54,185.61,42.82,91.47,32.37,15-Oct-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
15-Oct-2019 - 00:00,47.02,47.55,34.15,1.72,171.77,27.63,91.66,32.4,16-Oct-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
16-Oct-2019 - 00:00,40.56,47.29,34.1,1.74,155.97,27.37,91.24,32.35,17-Oct-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
17-Oct-2019 - 00:00,40.56,46.89,34.02,1.74,160.29,27.04,90.63,32.27,18-Oct-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
18-Oct-2019 - 00:00,40.56,41.92,33.08,1.78,138.1,19.17,82.75,31.31,19-Oct-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
19-Oct-2019 - 00:00,40.56,40.13,32.74,1.48,140.8,24.27,79.93,30.96,20-Oct-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
20-Oct-2019 - 00:00,40.56,39.48,32.61,1.7,154.34,28.1,78.89,30.83,21-Oct-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
21-Oct-2019 - 00:00,40.56,44.18,33.51,1.63,154.88,31.25,86.33,31.74,22-Oct-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
22-Oct-2019 - 00:00,40.56,42.66,33.22,1.53,197.85,23.01,83.92,31.45,23-Oct-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
23-Oct-2019 - 00:00,40.56,42.3,33.15,1.51,262.96,25.74,83.36,31.38,24-Oct-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
24-Oct-2019 - 00:00,40.56,44.49,33.57,1.52,154.77,30.85,86.82,31.8,25-Oct-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
25-Oct-2019 - 00:00,40.56,43.18,33.32,1.94,162.08,24.76,84.75,31.55,26-Oct-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
26-Oct-2019 - 00:00,40.56,45.52,33.76,1.87,200.36,29.6,88.49,32.01,27-Oct-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
27-Oct-2019 - 00:00,40.56,45.73,33.8,1.48,225.04,28.75,88.78,32.04,28-Oct-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
28-Oct-2019 - 00:00,40.56,46.32,33.91,1.54,222.71,28.24,88.1,32.16,29-Oct-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
29-Oct-2019 - 00:00,40.56,47.04,34.05,1.54,160.36,27.83,87.83,32.3,30-Oct-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
30-Oct-2019 - 00:00,40.56,47.13,34.07,1.64,170.16,27.93,87.93,32.31,31-Oct-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
31-Oct-2019 - 00:00,40.56,46.88,34.02,1.68,158.09,28.18,87.57,32.27,01-Nov-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
01-Nov-2019 - 00:00,40.56,47.41,34.12,1.62,197.13,29.55,88.42,32.37,02-Nov-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
02-Nov-2019 - 00:00,,,,,,,,,03-Nov-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
03-Nov-2019 - 00:00,,,,,,,,,04-Nov-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
04-Nov-2019 - 00:00,,,,,,,,,05-Nov-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
05-Nov-2019 - 00:00,,,,,,,,,06-Nov-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
06-Nov-2019 - 00:00,,,,,,,,,07-Nov-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
07-Nov-2019 - 00:00,,,,,,,,,08-Nov-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
08-Nov-2019 - 00:00,,,,,,,,,09-Nov-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
09-Nov-2019 - 00:00,,,,,,,,,10-Nov-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
10-Nov-2019 - 00:00,,,,,,,,,11-Nov-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
11-Nov-2019 - 00:00,,,,,,,,,12-Nov-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
12-Nov-2019 - 00:00,,,,,,,,,13-Nov-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
13-Nov-2019 - 00:00,,,,,,,,,14-Nov-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
14-Nov-2019 - 00:00,,,,,,,,,15-Nov-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
15-Nov-2019 - 00:00,,,,,,,,,16-Nov-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
16-Nov-2019 - 00:00,,,,,,,,,17-Nov-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
17-Nov-2019 - 00:00,,,,,,,,,18-Nov-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
18-Nov-2019 - 00:00,,,,,,,,,19-Nov-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
19-Nov-2019 - 00:00,,,,,,,,,20-Nov-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
20-Nov-2019 - 00:00,,,,,,,,,21-Nov-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
21-Nov-2019 - 00:00,,,,,,,,,22-Nov-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
22-Nov-2019 - 00:00,,,,,,,,,23-Nov-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
23-Nov-2019 - 00:00,,,,,,,,,24-Nov-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
24-Nov-2019 - 00:00,,,,,,,,,25-Nov-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
25-Nov-2019 - 00:00,,,,,,,,,26-Nov-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
26-Nov-2019 - 00:00,,,,,,,,,27-Nov-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
27-Nov-2019 - 00:00,,,,,,,,,28-Nov-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
28-Nov-2019 - 00:00,,,,,,,,,29-Nov-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
29-Nov-2019 - 00:00,40.56,47.26,34.09,1.56,145.2,29.3,88.17,32.34,30-Nov-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
30-Nov-2019 - 00:00,40.56,46.45,33.94,1.66,151.52,28.02,86.89,32.18,01-Dec-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
01-Dec-2019 - 00:00,40.56,47.34,34.11,1.55,138.43,29.43,88.3,32.36,02-Dec-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
02-Dec-2019 - 00:00,40.56,47.94,34.22,1.63,183.33,30.39,89.26,32.47,03-Dec-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
03-Dec-2019 - 00:00,40.56,46.39,33.93,1.61,174.85,27.93,86.8,32.17,04-Dec-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
04-Dec-2019 - 00:00,40.56,46.49,33.95,1.59,184.45,28.1,86.97,32.19,05-Dec-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
05-Dec-2019 - 00:00,40.56,46.24,33.9,1.61,146.5,27.7,86.57,32.14,06-Dec-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
06-Dec-2019 - 00:00,40.56,46.26,33.9,1.8,153.69,27.73,86.6,32.15,07-Dec-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
07-Dec-2019 - 00:00,40.56,45.97,33.85,1.7,157.62,27.27,86.14,32.09,08-Dec-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
08-Dec-2019 - 00:00,40.56,45.21,33.7,1.57,135.15,26.1,84.97,31.95,09-Dec-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
09-Dec-2019 - 00:00,40.56,45.74,33.8,1.69,175.6,26.9,85.77,32.05,10-Dec-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
10-Dec-2019 - 00:00,40.56,45.68,33.79,1.55,183.67,26.81,85.68,32.04,11-Dec-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
11-Dec-2019 - 00:00,40.56,45.34,33.73,1.62,136.46,26.62,85.14,31.97,12-Dec-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
12-Dec-2019 - 00:00,40.56,45.99,33.85,1.64,130.21,27.3,86.17,32.09,13-Dec-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
13-Dec-2019 - 00:00,40.56,43.34,33.35,1.48,17.9,23.1,81.97,31.58,14-Dec-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
