from date,O Xylene,WD,RH,SR,NO,NO2,NOx,Ozone,Temp,CO,WS,RF,PM10,PM2.5,NH3,SO2,Benzene,Toluene,Eth-Benzene,MP-Xylene,to date,station
15-Aug-2019 - 00:00,,101.54,70.84,90.96,17.5,36.99,33.67,58.58,30.59,0.57,1.06,0.08,59.62,36.11,28.15,1.71,2.0,,,11.3,16-Aug-2019 - 00:00,"DTU, Delhi - CPCB"
16-Aug-2019 - 00:00,,110.3,69.58,75.9,13.22,38.26,30.13,45.76,29.8,0.45,1.13,0.04,45.64,21.05,29.08,2.01,1.71,,,12.47,17-Aug-2019 - 00:00,"DTU, Delhi - CPCB"
17-Aug-2019 - 00:00,,151.06,79.05,43.96,11.64,39.33,30.23,22.7,28.12,0.36,0.95,0.05,25.29,18.05,41.74,1.36,1.49,,,10.95,18-Aug-2019 - 00:00,"DTU, Delhi - CPCB"
18-Aug-2019 - 00:00,,203.48,79.36,44.28,12.06,41.39,31.67,27.27,28.17,0.51,0.59,0.22,40.27,20.46,45.88,1.24,1.38,,,8.39,19-Aug-2019 - 00:00,"DTU, Delhi - CPCB"
19-Aug-2019 - 00:00,,187.07,70.77,98.62,18.87,43.84,38.19,31.2,30.55,1.07,0.58,0.0,91.62,52.99,43.28,1.6,3.56,,,8.83,20-Aug-2019 - 00:00,"DTU, Delhi - CPCB"
20-Aug-2019 - 00:00,,239.85,68.14,87.93,10.17,32.21,25.27,28.87,31.03,0.56,0.53,0.0,92.75,47.38,37.67,0.92,3.12,,,8.47,21-Aug-2019 - 00:00,"DTU, Delhi - CPCB"
21-Aug-2019 - 00:00,,232.06,66.43,100.06,9.93,32.37,25.16,32.4,31.53,0.57,0.57,0.0,150.36,61.39,36.39,0.89,3.13,,,10.52,22-Aug-2019 - 00:00,"DTU, Delhi - CPCB"
22-Aug-2019 - 00:00,,221.99,65.69,89.43,12.4,38.77,30.54,28.12,30.5,0.88,0.61,0.0,127.04,52.76,34.37,0.99,3.79,,,14.14,23-Aug-2019 - 00:00,"DTU, Delhi - CPCB"
23-Aug-2019 - 00:00,,169.08,64.1,97.64,11.91,37.19,29.31,29.05,31.72,0.77,0.58,0.0,149.08,57.24,37.28,2.42,4.51,,,13.61,24-Aug-2019 - 00:00,"DTU, Delhi - CPCB"
24-Aug-2019 - 00:00,,136.52,69.85,63.12,11.62,40.59,30.89,35.24,30.64,0.83,0.66,0.0,150.54,68.88,40.14,5.24,4.83,,,12.66,25-Aug-2019 - 00:00,"DTU, Delhi - CPCB"
25-Aug-2019 - 00:00,,122.65,73.76,53.02,11.13,39.8,30.07,25.18,29.17,0.64,0.58,0.17,73.35,41.32,38.79,5.35,5.1,,,9.84,26-Aug-2019 - 00:00,"DTU, Delhi - CPCB"
26-Aug-2019 - 00:00,,127.86,69.86,83.32,10.58,48.68,33.64,17.56,30.43,0.64,0.63,0.01,71.3,37.91,37.04,2.87,3.4,,,11.36,27-Aug-2019 - 00:00,"DTU, Delhi - CPCB"
27-Aug-2019 - 00:00,,125.13,67.13,79.21,14.65,59.74,43.51,23.52,31.3,0.88,0.72,0.0,130.42,58.68,34.12,2.18,3.71,,,11.05,28-Aug-2019 - 00:00,"DTU, Delhi - CPCB"
28-Aug-2019 - 00:00,,105.63,65.3,81.8,12.16,49.5,36.06,36.86,32.06,0.78,0.75,0.0,125.83,57.32,32.39,3.37,3.65,,,7.82,29-Aug-2019 - 00:00,"DTU, Delhi - CPCB"
29-Aug-2019 - 00:00,,140.44,62.11,81.07,9.31,47.56,32.75,33.81,32.3,0.58,0.75,0.0,102.25,44.53,31.63,3.27,2.88,,,7.47,30-Aug-2019 - 00:00,"DTU, Delhi - CPCB"
30-Aug-2019 - 00:00,,106.89,66.61,69.01,9.49,48.24,33.25,38.48,31.83,0.77,0.59,0.0,144.33,72.08,31.92,3.21,3.39,,,7.84,31-Aug-2019 - 00:00,"DTU, Delhi - CPCB"
31-Aug-2019 - 00:00,,169.16,72.88,72.08,9.35,47.66,32.83,30.32,31.28,1.08,0.6,0.12,131.54,76.27,31.84,3.24,4.09,,,7.67,01-Sep-2019 - 00:00,"DTU, Delhi - CPCB"
01-Sep-2019 - 00:00,,134.26,71.16,59.45,9.31,45.24,31.52,29.03,30.09,0.74,0.7,0.01,77.67,44.04,31.5,3.03,4.22,,,7.42,02-Sep-2019 - 00:00,"DTU, Delhi - CPCB"
02-Sep-2019 - 00:00,,97.5,67.72,78.45,9.15,45.78,31.32,34.14,31.55,0.61,0.61,0.0,113.83,63.85,31.54,3.19,3.5,,,6.39,03-Sep-2019 - 00:00,"DTU, Delhi - CPCB"
03-Sep-2019 - 00:00,,146.8,69.35,68.07,9.26,45.09,31.39,33.22,31.54,0.76,0.62,0.0,181.29,87.98,31.59,3.17,2.86,,,6.37,04-Sep-2019 - 00:00,"DTU, Delhi - CPCB"
04-Sep-2019 - 00:00,,130.57,70.06,62.12,8.43,41.77,28.97,28.25,31.03,0.63,0.79,0.0,169.07,92.76,36.25,3.76,3.54,,,5.5,05-Sep-2019 - 00:00,"DTU, Delhi - CPCB"
05-Sep-2019 - 00:00,,149.02,67.76,65.59,11.63,55.12,38.62,33.14,31.18,0.32,0.71,0.0,122.03,45.23,58.32,3.19,3.45,,,3.38,06-Sep-2019 - 00:00,"DTU, Delhi - CPCB"
06-Sep-2019 - 00:00,,152.52,66.25,76.21,9.41,56.98,37.83,37.71,31.5,0.42,0.63,0.0,112.92,52.1,71.02,2.51,4.82,,,3.94,07-Sep-2019 - 00:00,"DTU, Delhi - CPCB"
07-Sep-2019 - 00:00,,155.59,70.93,70.35,12.56,59.97,41.95,33.45,30.75,0.49,0.55,0.11,101.83,47.31,71.33,2.45,5.35,,,4.87,08-Sep-2019 - 00:00,"DTU, Delhi - CPCB"
08-Sep-2019 - 00:00,,103.53,69.88,82.71,9.02,60.05,39.17,38.11,30.89,0.3,0.64,0.0,92.12,41.28,67.67,2.23,3.83,,,4.25,09-Sep-2019 - 00:00,"DTU, Delhi - CPCB"
09-Sep-2019 - 00:00,,136.32,65.62,91.32,8.63,62.02,39.89,39.11,31.84,0.3,0.61,0.0,145.75,63.55,66.33,2.2,3.39,,,4.12,10-Sep-2019 - 00:00,"DTU, Delhi - CPCB"
10-Sep-2019 - 00:00,,126.47,63.95,93.66,8.44,56.59,36.85,45.55,31.73,0.36,0.65,0.0,166.92,71.96,71.35,2.41,3.59,,,4.14,11-Sep-2019 - 00:00,"DTU, Delhi - CPCB"
11-Sep-2019 - 00:00,,90.39,61.88,82.45,16.1,65.82,47.89,66.2,32.58,0.55,0.65,0.0,218.79,98.59,67.46,2.33,4.53,,,4.19,12-Sep-2019 - 00:00,"DTU, Delhi - CPCB"
12-Sep-2019 - 00:00,,160.57,62.52,71.84,8.92,67.87,43.23,52.33,32.36,0.35,0.69,0.0,144.17,67.44,65.14,2.17,4.48,,,4.36,13-Sep-2019 - 00:00,"DTU, Delhi - CPCB"
13-Sep-2019 - 00:00,,140.13,62.5,78.31,8.83,62.17,40.13,42.77,31.92,0.27,0.65,0.0,94.12,42.02,67.76,2.31,3.23,,,3.75,14-Sep-2019 - 00:00,"DTU, Delhi - CPCB"
14-Sep-2019 - 00:00,,108.82,63.77,74.62,9.29,75.52,47.6,46.23,31.08,0.56,0.9,0.0,72.38,34.89,59.56,2.36,2.66,,,2.97,15-Sep-2019 - 00:00,"DTU, Delhi - CPCB"
15-Sep-2019 - 00:00,,118.56,68.84,66.33,8.0,59.21,37.9,38.25,30.26,0.59,0.82,0.0,72.17,39.7,70.13,2.22,2.07,,,2.61,16-Sep-2019 - 00:00,"DTU, Delhi - CPCB"
16-Sep-2019 - 00:00,,110.8,65.64,72.71,16.11,65.85,47.91,36.8,31.28,0.48,0.63,0.0,148.55,67.32,64.33,2.52,2.69,,,2.59,17-Sep-2019 - 00:00,"DTU, Delhi - CPCB"
17-Sep-2019 - 00:00,,154.41,60.1,75.39,7.97,93.93,56.29,14.63,31.4,0.73,0.65,0.0,142.83,63.8,53.6,3.44,2.19,,,3.25,18-Sep-2019 - 00:00,"DTU, Delhi - CPCB"
18-Sep-2019 - 00:00,,143.75,57.17,84.82,4.23,59.09,34.81,26.94,30.81,0.53,0.78,0.0,105.18,41.33,42.22,3.23,1.53,,,2.58,19-Sep-2019 - 00:00,"DTU, Delhi - CPCB"
19-Sep-2019 - 00:00,,135.94,64.31,50.69,4.54,55.7,32.56,20.38,29.08,0.54,0.68,0.0,75.99,30.39,43.84,6.63,1.85,,,2.43,20-Sep-2019 - 00:00,"DTU, Delhi - CPCB"
20-Sep-2019 - 00:00,,110.79,65.04,69.75,14.71,84.42,56.67,40.37,29.67,0.47,0.64,0.0,137.68,62.94,81.42,9.5,4.21,,,2.37,21-Sep-2019 - 00:00,"DTU, Delhi - CPCB"
21-Sep-2019 - 00:00,,125.12,66.67,70.76,9.31,70.17,41.32,48.66,29.52,0.22,0.75,0.0,94.71,43.31,75.57,3.96,5.09,,,2.14,22-Sep-2019 - 00:00,"DTU, Delhi - CPCB"
22-Sep-2019 - 00:00,,139.32,69.91,56.06,21.36,95.31,67.78,31.07,27.75,0.36,0.75,0.0,70.91,33.88,113.86,3.13,4.64,,,2.16,23-Sep-2019 - 00:00,"DTU, Delhi - CPCB"
23-Sep-2019 - 00:00,,116.05,66.49,63.14,15.1,73.87,51.37,42.34,28.66,0.66,0.65,0.0,90.31,45.59,91.09,4.49,3.29,,,2.1,24-Sep-2019 - 00:00,"DTU, Delhi - CPCB"
24-Sep-2019 - 00:00,,151.07,63.42,69.4,16.19,82.75,56.97,41.6,29.19,0.74,0.7,0.0,85.64,36.28,95.6,9.06,3.18,,,1.91,25-Sep-2019 - 00:00,"DTU, Delhi - CPCB"
25-Sep-2019 - 00:00,,122.2,65.27,76.32,15.64,76.01,52.96,48.51,29.15,0.81,0.82,0.0,79.09,35.5,89.41,5.74,3.46,,,1.98,26-Sep-2019 - 00:00,"DTU, Delhi - CPCB"
26-Sep-2019 - 00:00,,105.92,63.97,60.31,13.88,67.66,47.09,29.35,29.54,0.56,0.67,0.0,84.89,37.73,90.79,14.23,3.32,,,1.96,27-Sep-2019 - 00:00,"DTU, Delhi - CPCB"
27-Sep-2019 - 00:00,,100.27,66.3,54.25,9.36,59.45,39.11,32.75,28.59,0.36,0.89,0.0,54.59,22.46,84.9,9.19,1.93,,,1.83,28-Sep-2019 - 00:00,"DTU, Delhi - CPCB"
28-Sep-2019 - 00:00,,85.93,69.1,66.95,11.47,60.67,41.42,31.33,28.0,0.45,1.02,0.0,73.07,35.1,83.9,10.1,2.52,,,1.86,29-Sep-2019 - 00:00,"DTU, Delhi - CPCB"
29-Sep-2019 - 00:00,,124.22,68.94,52.38,10.21,61.09,40.66,35.66,27.83,0.38,0.67,0.0,58.21,26.18,83.3,9.98,1.97,,,1.71,30-Sep-2019 - 00:00,"DTU, Delhi - CPCB"
30-Sep-2019 - 00:00,,149.47,68.09,54.99,8.84,47.28,32.17,46.15,28.1,0.67,0.71,0.0,90.82,37.09,83.46,6.24,2.15,,,1.67,01-Oct-2019 - 00:00,"DTU, Delhi - CPCB"
01-Oct-2019 - 00:00,,154.84,66.39,65.67,2.81,14.48,9.97,41.71,28.72,0.57,0.63,0.0,85.21,36.89,86.34,5.36,3.01,,,1.78,02-Oct-2019 - 00:00,"DTU, Delhi - CPCB"
02-Oct-2019 - 00:00,,143.98,65.53,73.12,8.52,28.87,22.18,39.48,28.68,0.5,0.6,0.0,102.53,43.45,63.95,5.27,3.39,,,1.56,03-Oct-2019 - 00:00,"DTU, Delhi - CPCB"
03-Oct-2019 - 00:00,,125.6,62.41,67.39,8.03,35.68,25.42,58.39,29.05,0.42,0.63,0.0,165.38,71.84,50.1,9.98,3.69,,,1.61,04-Oct-2019 - 00:00,"DTU, Delhi - CPCB"
04-Oct-2019 - 00:00,,204.15,68.86,73.53,4.65,30.74,20.07,44.74,27.35,0.19,0.44,0.06,99.07,46.49,43.41,2.46,2.6,,,1.51,05-Oct-2019 - 00:00,"DTU, Delhi - CPCB"
05-Oct-2019 - 00:00,,211.73,61.73,80.71,5.96,32.74,22.18,40.23,27.33,0.33,0.49,0.0,129.12,47.47,44.0,3.82,1.98,,,1.66,06-Oct-2019 - 00:00,"DTU, Delhi - CPCB"
06-Oct-2019 - 00:00,,198.74,62.95,79.45,3.08,23.97,15.22,54.01,27.44,0.56,0.52,0.0,123.0,62.0,39.53,4.43,2.47,,,1.66,07-Oct-2019 - 00:00,"DTU, Delhi - CPCB"
07-Oct-2019 - 00:00,,268.17,60.92,74.86,2.91,26.09,16.08,53.51,27.92,0.48,0.48,0.0,166.33,57.32,40.31,4.31,2.04,,,1.44,08-Oct-2019 - 00:00,"DTU, Delhi - CPCB"
08-Oct-2019 - 00:00,,235.08,58.81,75.67,4.15,31.37,20.0,53.6,27.11,0.74,0.53,0.0,134.44,47.52,45.44,4.73,1.77,,,1.55,09-Oct-2019 - 00:00,"DTU, Delhi - CPCB"
09-Oct-2019 - 00:00,,137.44,59.15,69.4,9.26,42.73,30.14,56.76,27.4,1.2,0.62,0.0,204.52,85.08,43.62,8.99,3.7,,,1.78,10-Oct-2019 - 00:00,"DTU, Delhi - CPCB"
10-Oct-2019 - 00:00,,142.66,61.52,61.1,6.44,44.24,28.68,62.44,26.92,1.39,0.64,0.0,283.79,126.63,41.79,10.92,4.81,,,1.88,11-Oct-2019 - 00:00,"DTU, Delhi - CPCB"
11-Oct-2019 - 00:00,,172.28,60.34,68.58,6.43,35.62,24.1,48.49,27.2,1.15,0.64,0.0,229.26,109.29,39.63,7.96,5.04,,,2.01,12-Oct-2019 - 00:00,"DTU, Delhi - CPCB"
12-Oct-2019 - 00:00,,161.2,60.38,69.78,5.88,30.71,21.04,60.59,27.72,1.15,0.61,0.0,233.35,115.57,35.2,9.28,4.99,,,1.8,13-Oct-2019 - 00:00,"DTU, Delhi - CPCB"
13-Oct-2019 - 00:00,,166.39,60.27,62.51,8.95,35.93,26.27,47.37,27.28,1.53,0.61,0.0,308.17,156.59,34.29,13.43,5.8,,,2.29,14-Oct-2019 - 00:00,"DTU, Delhi - CPCB"
14-Oct-2019 - 00:00,,147.36,60.77,62.52,11.44,36.2,28.41,52.31,27.46,1.76,0.65,0.0,318.86,131.68,31.88,8.94,5.15,,,1.95,15-Oct-2019 - 00:00,"DTU, Delhi - CPCB"
15-Oct-2019 - 00:00,,153.1,60.35,62.53,23.87,48.6,44.95,72.39,27.91,2.48,0.63,0.0,434.81,154.2,34.55,10.63,6.86,,,2.43,16-Oct-2019 - 00:00,"DTU, Delhi - CPCB"
16-Oct-2019 - 00:00,,152.26,62.04,57.0,12.45,40.4,31.46,70.21,28.15,2.13,0.66,0.0,339.96,157.48,34.12,7.7,6.94,,,2.09,17-Oct-2019 - 00:00,"DTU, Delhi - CPCB"
17-Oct-2019 - 00:00,,114.34,60.22,55.63,9.63,36.72,27.24,61.89,28.01,2.0,0.65,0.0,336.21,161.66,33.6,13.66,6.36,,,2.14,18-Oct-2019 - 00:00,"DTU, Delhi - CPCB"
18-Oct-2019 - 00:00,,137.18,60.24,54.16,10.94,34.0,26.84,76.12,27.42,1.24,0.69,0.05,219.39,107.92,41.04,12.16,5.48,,,2.1,19-Oct-2019 - 00:00,"DTU, Delhi - CPCB"
19-Oct-2019 - 00:00,,158.12,63.41,64.97,8.9,36.88,26.75,55.97,26.58,1.04,0.57,0.0,166.64,84.99,41.67,10.02,3.28,,,2.34,20-Oct-2019 - 00:00,"DTU, Delhi - CPCB"
20-Oct-2019 - 00:00,,202.53,58.93,63.83,9.84,38.55,28.38,54.64,26.2,1.11,0.59,0.0,226.68,111.13,44.13,9.32,3.66,,,2.46,21-Oct-2019 - 00:00,"DTU, Delhi - CPCB"
21-Oct-2019 - 00:00,,227.08,56.77,62.98,6.11,36.15,24.12,57.24,25.55,1.13,0.64,0.0,301.45,131.4,40.97,9.37,3.17,,,2.35,22-Oct-2019 - 00:00,"DTU, Delhi - CPCB"
22-Oct-2019 - 00:00,,265.52,53.76,62.84,17.07,39.85,34.85,53.07,25.59,1.35,0.66,0.0,318.2,128.84,41.11,15.14,3.57,,,2.62,23-Oct-2019 - 00:00,"DTU, Delhi - CPCB"
23-Oct-2019 - 00:00,,266.64,56.85,63.03,17.36,29.4,29.54,57.82,25.8,1.74,0.61,0.0,371.73,155.57,34.24,13.81,4.47,,,2.55,24-Oct-2019 - 00:00,"DTU, Delhi - CPCB"
24-Oct-2019 - 00:00,,121.13,62.99,52.92,25.66,48.2,46.16,65.48,25.28,2.37,0.69,0.0,343.68,190.16,37.47,14.05,6.62,,,6.89,25-Oct-2019 - 00:00,"DTU, Delhi - CPCB"
25-Oct-2019 - 00:00,,142.82,59.05,55.75,36.26,64.88,63.51,52.08,25.57,1.83,0.64,0.0,281.95,154.07,36.87,12.58,5.97,,,4.83,26-Oct-2019 - 00:00,"DTU, Delhi - CPCB"
26-Oct-2019 - 00:00,,170.14,61.74,53.12,42.66,62.23,67.23,53.42,25.59,2.04,0.64,0.0,304.19,174.96,36.24,11.57,6.35,,,8.21,27-Oct-2019 - 00:00,"DTU, Delhi - CPCB"
27-Oct-2019 - 00:00,,213.68,58.69,53.67,24.94,50.31,46.71,61.66,25.5,1.75,0.62,0.0,371.21,233.84,48.77,12.75,5.14,,,6.97,28-Oct-2019 - 00:00,"DTU, Delhi - CPCB"
28-Oct-2019 - 00:00,,264.92,60.01,48.77,17.38,39.59,34.96,48.21,25.45,1.69,0.63,0.0,375.51,246.03,45.52,13.34,4.48,,,5.59,29-Oct-2019 - 00:00,"DTU, Delhi - CPCB"
29-Oct-2019 - 00:00,,215.73,66.32,36.6,18.78,43.05,37.92,32.72,25.31,2.47,0.65,0.0,415.17,296.06,35.99,9.08,5.93,,,5.02,30-Oct-2019 - 00:00,"DTU, Delhi - CPCB"
30-Oct-2019 - 00:00,,216.78,63.74,38.6,47.52,57.98,68.86,34.2,25.82,3.5,0.65,0.0,481.7,312.47,27.52,10.64,8.77,,,7.57,31-Oct-2019 - 00:00,"DTU, Delhi - CPCB"
31-Oct-2019 - 00:00,,142.37,63.32,42.36,35.38,57.44,58.85,33.23,25.15,3.11,0.64,0.0,538.22,349.66,27.66,11.1,9.83,,,6.93,01-Nov-2019 - 00:00,"DTU, Delhi - CPCB"
01-Nov-2019 - 00:00,,183.55,61.41,45.15,18.57,47.52,40.14,50.41,25.96,2.6,0.66,0.0,546.97,389.23,31.69,11.44,8.19,,,4.99,02-Nov-2019 - 00:00,"DTU, Delhi - CPCB"
02-Nov-2019 - 00:00,,239.17,67.48,36.21,17.27,36.76,33.37,40.12,25.14,2.22,0.62,0.0,461.6,343.9,34.81,9.9,6.17,,,4.14,03-Nov-2019 - 00:00,"DTU, Delhi - CPCB"
03-Nov-2019 - 00:00,,262.93,73.63,32.59,15.64,36.86,32.12,27.28,24.19,3.56,0.65,0.0,713.52,629.58,34.26,5.8,8.35,,,3.94,04-Nov-2019 - 00:00,"DTU, Delhi - CPCB"
04-Nov-2019 - 00:00,,295.98,60.77,49.05,13.09,30.96,26.93,50.66,25.13,1.68,0.63,0.0,420.94,311.0,35.79,8.27,6.45,,,4.01,05-Nov-2019 - 00:00,"DTU, Delhi - CPCB"
05-Nov-2019 - 00:00,,274.61,57.0,56.87,13.69,35.31,29.74,58.61,24.74,1.58,0.75,0.0,317.25,226.57,29.16,9.97,4.76,,,4.11,06-Nov-2019 - 00:00,"DTU, Delhi - CPCB"
06-Nov-2019 - 00:00,,216.55,53.11,46.19,23.21,51.13,45.28,36.89,25.2,1.57,0.63,0.0,220.67,120.3,20.36,10.63,5.86,,,4.86,07-Nov-2019 - 00:00,"DTU, Delhi - CPCB"
07-Nov-2019 - 00:00,,99.16,64.5,27.67,13.07,40.31,31.89,47.6,22.98,1.52,0.71,0.01,271.46,185.18,26.34,10.85,5.77,,,4.01,08-Nov-2019 - 00:00,"DTU, Delhi - CPCB"
08-Nov-2019 - 00:00,,118.06,63.62,49.91,16.68,35.5,32.22,43.17,24.16,1.19,0.58,0.0,230.75,147.38,25.52,9.77,5.5,,,3.96,09-Nov-2019 - 00:00,"DTU, Delhi - CPCB"
09-Nov-2019 - 00:00,,234.35,57.55,55.71,9.78,26.32,21.82,51.36,23.95,0.84,0.56,0.0,222.54,154.46,32.64,9.26,3.77,,,4.13,10-Nov-2019 - 00:00,"DTU, Delhi - CPCB"
10-Nov-2019 - 00:00,,191.4,59.79,21.49,9.31,28.5,22.6,31.39,19.98,1.46,0.46,0.0,373.39,302.65,32.08,15.09,3.59,,,4.37,11-Nov-2019 - 00:00,"DTU, Delhi - CPCB"
11-Nov-2019 - 00:00,,178.92,48.8,42.77,7.56,53.7,31.14,74.52,24.07,1.14,0.58,0.0,276.5,179.11,22.2,11.77,2.41,,,1.51,12-Nov-2019 - 00:00,"DTU, Delhi - CPCB"
12-Nov-2019 - 00:00,,192.21,56.88,48.52,6.87,42.75,28.22,66.06,21.77,2.24,0.67,0.0,560.03,442.82,14.48,13.42,6.04,,,2.07,13-Nov-2019 - 00:00,"DTU, Delhi - CPCB"
13-Nov-2019 - 00:00,,174.7,60.65,45.83,8.29,44.09,30.07,46.84,22.61,2.55,0.64,0.0,563.46,424.89,11.67,12.77,8.31,,,2.31,14-Nov-2019 - 00:00,"DTU, Delhi - CPCB"
14-Nov-2019 - 00:00,,148.88,62.96,40.77,14.42,41.49,33.61,49.88,22.98,2.68,0.69,0.0,545.0,396.71,10.95,12.04,10.35,,,2.76,15-Nov-2019 - 00:00,"DTU, Delhi - CPCB"
15-Nov-2019 - 00:00,,204.53,62.63,42.06,18.67,51.45,42.3,41.79,23.49,2.81,0.56,0.0,635.15,503.3,20.19,9.53,10.72,,,3.28,16-Nov-2019 - 00:00,"DTU, Delhi - CPCB"
16-Nov-2019 - 00:00,,232.38,58.71,51.24,14.78,45.23,35.88,46.91,23.76,1.44,0.52,0.0,287.73,192.02,36.76,8.95,8.57,,,3.03,17-Nov-2019 - 00:00,"DTU, Delhi - CPCB"
17-Nov-2019 - 00:00,,291.77,55.49,54.96,8.74,39.84,28.18,48.26,23.48,0.56,0.66,0.0,181.29,114.58,35.89,10.05,3.88,,,1.8,18-Nov-2019 - 00:00,"DTU, Delhi - CPCB"
18-Nov-2019 - 00:00,,260.41,61.52,50.14,13.86,48.21,36.72,47.1,22.17,1.04,0.62,0.0,236.18,154.88,30.86,10.3,4.26,,,2.74,19-Nov-2019 - 00:00,"DTU, Delhi - CPCB"
19-Nov-2019 - 00:00,,224.29,59.91,49.61,26.29,55.73,49.66,40.54,22.09,1.27,0.6,0.0,243.82,162.79,23.47,9.94,5.58,,,2.43,20-Nov-2019 - 00:00,"DTU, Delhi - CPCB"
20-Nov-2019 - 00:00,,188.65,60.54,46.98,42.41,75.44,74.06,40.34,21.86,2.2,0.54,0.0,363.06,234.24,19.2,13.1,8.88,,,3.22,21-Nov-2019 - 00:00,"DTU, Delhi - CPCB"
21-Nov-2019 - 00:00,,148.16,61.25,44.26,96.19,82.26,120.72,37.77,21.9,2.64,0.57,0.0,365.61,237.84,26.88,15.43,9.68,,,3.72,22-Nov-2019 - 00:00,"DTU, Delhi - CPCB"
22-Nov-2019 - 00:00,,202.71,59.11,46.04,57.97,77.42,87.55,48.07,22.49,2.14,0.57,0.0,330.91,216.1,26.7,13.28,10.45,,,3.73,23-Nov-2019 - 00:00,"DTU, Delhi - CPCB"
23-Nov-2019 - 00:00,,269.55,57.09,39.4,10.34,50.95,35.39,37.53,22.86,0.71,0.55,0.0,215.18,133.29,33.13,9.53,5.68,,,2.49,24-Nov-2019 - 00:00,"DTU, Delhi - CPCB"
24-Nov-2019 - 00:00,,291.61,56.59,49.23,9.96,50.75,34.95,44.71,23.47,0.76,0.45,0.0,196.9,122.1,37.29,12.1,3.93,,,2.41,25-Nov-2019 - 00:00,"DTU, Delhi - CPCB"
25-Nov-2019 - 00:00,,155.8,58.36,45.01,16.5,57.4,43.73,34.7,22.73,1.22,0.51,0.0,233.08,154.33,28.86,15.42,4.3,,,4.81,26-Nov-2019 - 00:00,"DTU, Delhi - CPCB"
26-Nov-2019 - 00:00,,102.64,54.61,38.78,20.74,66.29,51.84,47.64,23.68,1.24,0.66,0.0,238.88,131.52,30.05,19.36,5.37,,,6.2,27-Nov-2019 - 00:00,"DTU, Delhi - CPCB"
27-Nov-2019 - 00:00,,115.91,63.33,39.32,8.92,53.4,35.53,52.64,22.4,0.85,0.8,0.02,112.64,61.53,34.63,9.28,3.01,,,3.94,28-Nov-2019 - 00:00,"DTU, Delhi - CPCB"
28-Nov-2019 - 00:00,,105.64,69.52,38.94,7.32,39.46,26.83,60.7,20.83,0.42,1.35,0.03,48.37,34.52,31.71,5.65,1.9,,,2.52,29-Nov-2019 - 00:00,"DTU, Delhi - CPCB"
29-Nov-2019 - 00:00,,113.51,72.62,51.31,17.87,47.39,39.5,39.43,20.54,0.76,0.57,0.0,103.44,64.17,30.19,5.66,2.47,,,3.6,30-Nov-2019 - 00:00,"DTU, Delhi - CPCB"
30-Nov-2019 - 00:00,,269.45,77.2,42.13,18.73,47.35,40.0,29.94,19.75,1.11,0.61,0.0,170.91,121.08,30.38,4.52,4.2,,,4.36,01-Dec-2019 - 00:00,"DTU, Delhi - CPCB"
01-Dec-2019 - 00:00,,256.23,69.25,51.47,10.68,51.66,36.02,43.35,19.28,1.11,0.57,0.0,234.58,168.76,29.48,6.04,5.63,,,4.22,02-Dec-2019 - 00:00,"DTU, Delhi - CPCB"
02-Dec-2019 - 00:00,,258.4,65.56,51.62,18.52,62.43,47.73,43.06,18.91,1.42,0.57,0.0,311.62,210.98,23.38,7.15,5.95,,,4.08,03-Dec-2019 - 00:00,"DTU, Delhi - CPCB"
03-Dec-2019 - 00:00,,257.99,59.61,53.18,27.79,65.4,57.01,41.97,19.09,1.74,0.64,0.0,320.74,209.31,23.47,9.42,6.51,,,4.52,04-Dec-2019 - 00:00,"DTU, Delhi - CPCB"
04-Dec-2019 - 00:00,,180.06,62.04,50.04,39.9,70.53,69.41,45.44,18.61,1.89,0.62,0.0,301.76,195.69,30.47,9.83,7.25,,,4.71,05-Dec-2019 - 00:00,"DTU, Delhi - CPCB"
05-Dec-2019 - 00:00,,173.41,67.93,47.09,72.14,80.44,100.5,41.67,18.5,2.96,0.61,0.0,485.0,350.97,22.95,7.28,11.55,,,4.53,06-Dec-2019 - 00:00,"DTU, Delhi - CPCB"
06-Dec-2019 - 00:00,,181.73,71.68,49.75,27.87,59.84,54.12,30.9,19.49,1.86,0.53,0.0,406.7,294.37,21.4,9.18,10.04,,,4.47,07-Dec-2019 - 00:00,"DTU, Delhi - CPCB"
07-Dec-2019 - 00:00,,206.4,72.27,45.31,40.38,53.8,60.91,28.72,19.58,2.2,0.6,0.0,381.22,285.29,20.82,6.89,9.42,,,4.22,08-Dec-2019 - 00:00,"DTU, Delhi - CPCB"
08-Dec-2019 - 00:00,,214.98,69.89,44.04,69.83,53.88,84.49,31.46,19.41,2.36,0.57,0.0,388.99,295.9,26.04,8.44,12.63,,,5.34,09-Dec-2019 - 00:00,"DTU, Delhi - CPCB"
09-Dec-2019 - 00:00,,192.91,67.38,46.55,56.0,82.75,88.76,40.71,18.85,2.35,0.58,0.0,383.08,269.0,28.46,6.62,9.62,,,6.3,10-Dec-2019 - 00:00,"DTU, Delhi - CPCB"
10-Dec-2019 - 00:00,,210.02,68.02,44.06,42.12,103.6,88.81,32.58,18.65,2.66,0.56,0.0,418.21,289.71,10.49,5.32,10.94,,,8.92,11-Dec-2019 - 00:00,"DTU, Delhi - CPCB"
