from date,NO2,NOx,NH3,NO,SO2,CO,PM2.5,PM10,Benzene,O Xylene,MP-Xylene,Toluene,Ozone,Temp,VWS,SR,RH,RF,WD,WS,to date,BP,station
01-Jan-2019 - 00:00,48.6,85.36,36.32,36.9,3.86,0.97,109.49,269.94,8.3,2.61,5.44,15.05,24.86,17.67,0.01,168.38,67.32,0.0,209.16,0.34,02-Jan-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
02-Jan-2019 - 00:00,45.57,72.59,33.38,30.44,4.45,0.98,74.3,197.02,6.7,2.1,4.04,13.0,28.17,17.89,0.01,175.47,65.48,0.0,241.2,0.3,03-Jan-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
03-Jan-2019 - 00:00,52.69,90.55,41.44,42.28,29.22,1.05,102.14,230.1,7.61,2.44,4.2,13.21,19.4,16.3,0.01,117.89,73.71,0.0,232.88,0.25,04-Jan-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
04-Jan-2019 - 00:00,61.81,121.39,57.94,59.58,4.32,0.98,150.64,393.49,9.99,3.78,6.58,22.89,21.74,16.95,0.01,142.63,72.66,0.02,186.73,0.32,05-Jan-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
05-Jan-2019 - 00:00,46.86,74.25,43.34,24.09,4.07,0.82,84.96,216.59,7.25,3.42,5.43,15.08,30.61,18.37,0.01,177.45,67.0,0.0,210.38,0.41,06-Jan-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
06-Jan-2019 - 00:00,47.67,71.95,37.42,24.09,3.74,0.85,84.44,278.0,4.61,1.72,3.54,10.67,29.19,19.01,0.01,186.42,59.54,0.0,160.13,0.55,07-Jan-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
07-Jan-2019 - 00:00,51.17,98.95,41.45,52.61,5.32,1.06,105.17,330.65,7.28,2.84,5.8,15.71,28.0,18.72,-0.01,173.32,62.82,0.0,218.78,0.3,08-Jan-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
08-Jan-2019 - 00:00,57.09,87.69,53.7,42.23,5.1,0.86,116.68,302.31,9.88,4.6,8.18,16.07,21.68,17.26,0.0,86.54,74.03,0.0,227.61,0.25,09-Jan-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
09-Jan-2019 - 00:00,43.6,69.98,41.18,26.38,4.77,1.01,131.87,280.78,9.95,2.37,4.64,13.38,32.96,17.77,0.01,155.77,76.71,0.0,183.59,0.46,10-Jan-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
10-Jan-2019 - 00:00,53.24,106.21,46.4,52.96,3.99,1.13,169.25,361.2,11.81,3.6,6.48,16.13,24.03,17.39,0.01,117.37,79.27,0.0,204.19,0.33,11-Jan-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
11-Jan-2019 - 00:00,51.32,86.46,43.39,34.92,3.86,1.09,112.83,254.61,7.74,2.4,4.32,12.53,30.74,18.43,0.01,141.32,72.19,0.0,213.89,0.34,12-Jan-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
12-Jan-2019 - 00:00,50.19,88.91,44.03,38.72,4.13,0.98,110.03,288.85,8.03,3.1,5.31,14.92,28.56,18.15,0.01,162.32,71.13,0.0,205.54,0.41,13-Jan-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
13-Jan-2019 - 00:00,60.35,88.27,43.63,43.61,24.62,1.16,83.02,248.78,6.92,2.4,3.93,13.79,17.62,17.3,0.01,61.54,72.19,0.0,257.02,0.22,14-Jan-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
14-Jan-2019 - 00:00,42.71,66.56,54.86,23.85,4.46,0.66,103.94,202.59,6.44,1.73,3.09,10.77,36.13,18.01,0.01,152.22,71.89,0.0,216.42,0.3,15-Jan-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
15-Jan-2019 - 00:00,50.49,87.91,51.37,37.73,4.75,1.08,159.75,312.72,10.91,3.53,6.11,12.72,28.14,16.91,0.01,131.83,80.32,0.0,210.5,0.32,16-Jan-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
16-Jan-2019 - 00:00,55.76,100.17,60.48,49.61,3.6,0.85,173.08,351.84,10.71,3.23,6.25,14.28,26.99,18.01,0.01,159.57,72.71,0.0,176.29,0.38,17-Jan-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
17-Jan-2019 - 00:00,56.8,98.79,54.07,47.54,3.86,0.87,103.19,290.69,8.21,3.25,6.06,14.4,25.56,18.69,0.01,164.54,66.56,0.0,201.72,0.4,18-Jan-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
18-Jan-2019 - 00:00,56.43,103.45,53.3,49.09,12.51,1.06,96.77,259.9,7.88,3.1,6.21,14.93,25.01,18.57,0.01,159.42,68.71,0.0,210.63,0.36,19-Jan-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
19-Jan-2019 - 00:00,43.41,69.54,53.53,26.13,4.45,0.84,99.41,211.8,6.89,2.02,3.79,12.2,31.27,18.51,0.01,147.68,72.1,0.0,204.64,0.29,20-Jan-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
20-Jan-2019 - 00:00,48.95,88.37,44.59,39.42,4.37,0.97,126.0,261.85,9.05,3.3,6.06,14.56,29.69,19.02,0.01,149.93,72.67,0.0,208.0,0.29,21-Jan-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
21-Jan-2019 - 00:00,52.9,93.45,62.53,40.83,4.46,0.97,106.34,238.68,8.07,3.44,6.29,14.65,31.91,19.16,0.01,148.76,71.06,0.0,210.17,0.25,22-Jan-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
22-Jan-2019 - 00:00,60.63,113.0,164.97,52.37,4.56,0.75,107.7,277.06,13.88,5.47,9.2,18.95,25.52,18.95,0.01,128.34,70.59,0.0,199.91,0.29,23-Jan-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
23-Jan-2019 - 00:00,48.37,72.8,120.76,24.43,4.36,0.72,78.45,175.95,6.47,2.14,4.4,13.26,28.79,19.86,-0.01,127.06,62.83,0.0,123.27,0.56,24-Jan-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
24-Jan-2019 - 00:00,46.16,80.37,87.89,34.22,5.31,1.04,77.01,190.51,5.97,2.45,5.24,14.25,32.96,19.73,0.0,130.7,67.13,0.0,204.59,0.38,25-Jan-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
25-Jan-2019 - 00:00,57.86,91.44,115.47,34.54,4.69,1.09,89.44,203.35,7.58,3.22,6.45,14.05,20.15,19.47,0.01,76.81,70.84,0.0,143.4,0.49,26-Jan-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
26-Jan-2019 - 00:00,39.92,61.42,111.22,20.54,4.39,0.66,81.84,170.65,5.42,2.42,4.05,10.55,28.34,20.57,0.0,107.07,65.87,0.0,141.33,0.43,27-Jan-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
27-Jan-2019 - 00:00,36.7,42.61,57.61,9.13,28.97,0.88,80.58,150.38,4.46,1.0,2.09,9.0,22.96,19.65,0.01,110.36,74.62,0.0,208.57,0.32,28-Jan-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
28-Jan-2019 - 00:00,31.68,40.21,63.13,8.53,3.8,0.9,92.31,159.22,4.95,0.78,1.75,7.64,27.41,18.13,0.01,170.51,80.93,0.0,212.42,0.41,29-Jan-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
29-Jan-2019 - 00:00,22.8,26.18,44.3,3.24,5.63,0.82,83.53,158.73,4.53,0.88,1.36,6.49,40.16,17.55,0.01,139.27,75.39,0.0,215.63,0.42,30-Jan-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
30-Jan-2019 - 00:00,46.14,67.77,56.61,23.48,4.29,1.12,105.74,218.01,6.04,1.64,3.71,9.15,30.88,17.0,0.01,162.26,74.05,0.0,192.07,0.42,31-Jan-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
31-Jan-2019 - 00:00,53.5,77.24,100.0,23.74,4.22,0.69,100.08,228.74,6.31,1.96,4.11,11.0,32.31,18.79,0.01,168.2,65.17,0.0,194.25,0.47,01-Feb-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
01-Feb-2019 - 00:00,51.3,79.31,75.75,33.87,5.58,0.72,82.01,192.67,5.87,2.23,4.88,13.49,28.51,19.85,0.01,149.95,62.18,0.0,175.12,0.41,02-Feb-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
02-Feb-2019 - 00:00,44.72,69.14,67.11,24.42,4.82,0.84,71.74,154.42,4.6,1.34,2.8,8.77,33.96,19.35,0.01,177.95,66.08,0.0,207.02,0.32,03-Feb-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
03-Feb-2019 - 00:00,48.91,78.62,58.24,31.08,4.37,1.22,107.28,253.6,7.38,1.89,3.76,9.93,37.33,19.1,0.01,150.5,70.72,0.0,200.4,0.44,04-Feb-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
04-Feb-2019 - 00:00,47.12,77.04,61.91,28.88,4.57,0.92,137.7,240.01,6.75,1.4,3.02,9.28,36.16,19.04,0.01,135.84,72.26,0.02,197.64,0.26,05-Feb-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
05-Feb-2019 - 00:00,43.16,60.09,82.09,22.17,4.03,0.85,132.54,271.99,7.85,1.46,3.1,9.59,39.02,19.49,0.01,105.31,73.49,0.0,222.42,0.3,06-Feb-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
06-Feb-2019 - 00:00,51.23,90.6,52.42,41.39,5.44,1.38,140.05,281.38,10.98,4.0,7.71,16.63,37.65,19.33,0.01,130.07,74.85,0.0,211.67,0.3,07-Feb-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
07-Feb-2019 - 00:00,59.57,106.48,113.23,47.37,5.04,0.83,152.76,306.8,10.34,3.83,7.83,19.67,33.95,19.96,0.01,156.86,71.79,0.0,200.96,0.33,08-Feb-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
08-Feb-2019 - 00:00,39.04,50.38,92.57,13.15,3.86,0.63,87.75,148.63,4.83,1.48,3.15,9.24,26.01,19.21,-0.0,98.76,84.17,0.02,147.81,0.5,09-Feb-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
09-Feb-2019 - 00:00,33.99,29.7,46.27,11.87,2.3,0.95,45.73,87.36,2.82,0.65,1.47,8.31,12.65,17.24,0.01,25.33,96.86,0.04,152.61,0.4,10-Feb-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
10-Feb-2019 - 00:00,26.19,37.26,42.77,11.11,3.61,1.01,39.22,66.48,3.41,0.92,1.89,7.8,29.99,17.06,0.01,222.5,85.34,0.0,210.05,0.42,11-Feb-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
11-Feb-2019 - 00:00,35.41,57.6,49.68,22.43,3.83,1.02,58.57,125.59,4.78,2.33,3.78,10.07,36.12,18.96,0.01,213.56,72.07,0.0,213.07,0.33,12-Feb-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
12-Feb-2019 - 00:00,41.29,69.84,69.44,28.59,4.31,1.08,72.49,189.23,4.8,1.73,3.51,9.31,35.72,19.88,0.01,206.72,69.23,0.0,197.38,0.4,13-Feb-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
13-Feb-2019 - 00:00,44.39,69.71,58.38,28.38,4.4,1.11,82.75,169.56,5.24,2.1,3.87,9.1,37.45,20.75,0.01,209.65,69.09,0.0,204.53,0.36,14-Feb-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
14-Feb-2019 - 00:00,39.64,57.09,75.2,21.86,4.12,0.88,66.23,153.39,4.15,1.33,2.69,8.23,36.91,20.86,-0.06,166.86,68.75,0.0,221.64,0.37,15-Feb-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
15-Feb-2019 - 00:00,38.14,53.8,51.57,17.11,6.12,0.94,108.67,195.75,5.73,1.23,2.66,8.19,32.85,20.66,-0.01,142.19,75.78,0.0,212.56,0.34,16-Feb-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
16-Feb-2019 - 00:00,27.24,32.56,45.33,8.15,4.23,0.84,87.67,155.2,4.82,1.4,2.26,7.82,30.09,19.73,0.01,132.43,79.85,0.0,161.29,0.64,17-Feb-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
17-Feb-2019 - 00:00,20.06,25.22,42.08,4.96,4.13,0.92,38.53,72.19,2.09,0.36,0.82,6.3,39.86,19.08,0.01,209.41,78.27,0.0,151.24,0.7,18-Feb-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
18-Feb-2019 - 00:00,34.25,42.37,49.63,9.16,60.28,1.01,88.55,166.02,4.53,0.99,2.31,8.87,20.26,17.98,0.01,48.37,87.12,0.0,124.33,0.54,19-Feb-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
19-Feb-2019 - 00:00,37.47,52.42,53.15,14.95,4.28,0.91,67.72,137.49,4.62,1.6,3.49,9.62,29.75,18.83,0.01,123.69,80.08,0.0,76.11,0.74,20-Feb-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
20-Feb-2019 - 00:00,35.61,41.51,45.64,10.19,3.92,0.89,63.14,139.72,4.85,2.47,3.85,10.64,37.56,20.24,0.01,146.77,74.93,0.0,71.96,0.7,21-Feb-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
21-Feb-2019 - 00:00,37.15,43.21,37.23,10.69,3.71,1.12,56.23,127.76,3.66,1.3,2.88,10.05,44.32,21.34,0.01,170.49,69.46,0.0,95.26,0.72,22-Feb-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
22-Feb-2019 - 00:00,43.81,62.04,67.09,18.57,14.85,0.99,72.83,156.03,4.82,1.87,3.95,10.54,34.68,21.75,0.01,162.94,69.85,0.0,165.17,0.41,23-Feb-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
23-Feb-2019 - 00:00,42.5,58.78,73.47,15.7,4.48,0.88,81.08,166.91,4.82,1.65,3.74,10.96,34.31,21.82,-0.0,181.28,75.04,0.0,161.2,0.46,24-Feb-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
24-Feb-2019 - 00:00,30.41,31.82,51.27,3.88,21.58,0.76,65.74,148.83,3.36,0.71,1.62,8.91,25.97,19.2,0.01,110.48,83.86,0.0,202.21,0.28,25-Feb-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
25-Feb-2019 - 00:00,48.05,59.84,42.82,17.09,5.49,1.22,81.56,176.01,5.17,1.58,3.62,10.98,46.62,21.43,0.01,192.54,71.49,0.0,170.22,0.51,26-Feb-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
26-Feb-2019 - 00:00,36.68,44.71,55.57,8.03,4.86,0.85,74.7,148.26,6.68,3.04,4.77,10.26,49.19,20.99,0.01,184.03,74.21,0.0,91.5,0.84,27-Feb-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
27-Feb-2019 - 00:00,34.01,39.54,46.94,6.63,29.24,0.83,50.7,95.42,3.06,0.77,1.82,7.48,37.58,19.39,0.0,91.28,79.51,0.02,56.18,0.95,28-Feb-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
28-Feb-2019 - 00:00,36.46,45.7,48.0,9.91,51.89,0.94,32.0,68.14,2.61,1.04,2.27,7.85,26.8,16.47,0.01,107.36,84.62,0.13,122.94,0.45,01-Mar-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
01-Mar-2019 - 00:00,28.76,41.92,44.08,13.16,3.23,1.01,37.27,76.89,2.4,0.9,2.1,6.91,39.16,15.89,0.01,239.31,73.49,0.0,162.23,0.45,02-Mar-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
02-Mar-2019 - 00:00,38.0,62.47,68.13,24.47,3.6,1.11,69.43,138.19,5.13,2.18,4.59,10.55,40.03,17.87,0.01,235.99,68.91,0.02,187.62,0.43,03-Mar-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
03-Mar-2019 - 00:00,33.66,46.31,87.72,13.28,556.57,0.81,67.14,110.34,3.36,1.07,2.29,8.03,38.74,19.02,0.01,182.71,64.6,0.0,230.19,0.31,04-Mar-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
04-Mar-2019 - 00:00,28.66,37.47,58.79,12.22,464.03,1.03,81.44,143.06,3.68,0.71,1.61,7.02,43.42,19.25,0.01,240.18,68.32,0.0,210.92,0.42,05-Mar-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
05-Mar-2019 - 00:00,38.42,49.16,69.94,13.89,0.0,1.11,74.73,137.58,5.25,2.13,3.84,10.88,32.09,18.7,0.01,173.64,76.27,0.01,119.42,0.57,06-Mar-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
06-Mar-2019 - 00:00,22.4,26.11,50.66,4.72,0.0,0.83,49.72,102.03,3.35,1.32,2.08,6.39,51.71,19.8,0.01,196.36,63.47,0.0,135.82,0.77,07-Mar-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
07-Mar-2019 - 00:00,32.9,42.45,49.03,9.55,2.96,1.02,63.9,134.02,3.14,0.78,1.8,6.02,47.6,18.7,0.01,243.47,59.54,0.0,213.89,0.41,08-Mar-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
08-Mar-2019 - 00:00,40.95,57.49,46.97,17.61,32.69,1.13,74.71,151.33,4.14,1.32,3.03,7.26,48.73,18.86,0.01,211.48,58.36,0.0,196.35,0.46,09-Mar-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
09-Mar-2019 - 00:00,47.62,62.05,57.58,17.77,7.54,1.24,87.35,178.58,5.34,1.8,4.04,9.54,46.23,19.21,0.01,204.75,59.63,0.0,131.37,0.52,10-Mar-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
10-Mar-2019 - 00:00,40.44,47.28,39.17,9.16,34.73,1.05,86.05,157.85,4.88,1.48,3.43,9.18,53.36,21.86,0.01,223.09,53.52,0.0,99.39,0.66,11-Mar-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
11-Mar-2019 - 00:00,43.77,54.09,41.01,10.32,6.76,1.01,90.35,173.55,4.91,1.49,3.32,10.24,48.49,22.22,0.01,170.41,58.17,0.0,107.53,0.57,12-Mar-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
12-Mar-2019 - 00:00,40.34,46.73,53.3,6.61,28.03,0.86,91.52,177.87,4.17,1.14,2.65,7.9,52.65,22.98,0.01,218.11,55.78,0.0,96.58,0.7,13-Mar-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
13-Mar-2019 - 00:00,33.8,32.69,54.61,8.05,5.77,0.94,80.8,177.85,4.71,1.61,3.64,9.67,51.69,23.51,0.0,219.13,59.72,0.0,99.18,0.77,14-Mar-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
14-Mar-2019 - 00:00,26.36,29.19,22.29,4.03,29.11,1.08,97.87,203.45,4.99,1.37,3.25,9.66,47.48,24.57,0.01,181.34,66.22,0.0,137.74,0.55,15-Mar-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
15-Mar-2019 - 00:00,29.51,33.72,32.44,6.3,7.88,0.94,93.3,206.0,4.68,1.58,2.7,6.72,51.86,25.22,-0.0,194.36,64.7,0.0,166.47,0.62,16-Mar-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
16-Mar-2019 - 00:00,24.9,28.92,21.97,4.22,9.93,1.0,78.48,162.46,2.67,0.39,0.97,4.56,59.17,24.35,0.01,236.37,62.21,0.0,236.45,0.61,17-Mar-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
17-Mar-2019 - 00:00,41.55,51.48,19.4,11.68,22.61,1.07,76.96,183.74,3.21,0.6,1.44,6.7,50.26,22.7,0.01,177.29,59.69,0.0,202.96,0.48,18-Mar-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
18-Mar-2019 - 00:00,39.41,48.38,17.21,11.34,10.42,1.05,88.14,207.19,4.71,0.92,2.17,8.13,64.83,23.44,-0.01,207.83,57.0,0.01,113.12,1.01,19-Mar-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
19-Mar-2019 - 00:00,38.67,51.66,17.76,12.63,16.75,1.24,54.6,119.46,3.83,1.49,3.33,8.77,53.01,22.9,0.01,235.28,61.63,0.0,171.44,0.47,20-Mar-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
20-Mar-2019 - 00:00,31.25,33.42,19.01,5.42,43.78,0.95,72.95,132.86,3.37,0.88,2.13,6.83,65.81,23.43,0.0,221.19,63.71,0.0,92.18,1.02,21-Mar-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
21-Mar-2019 - 00:00,38.2,45.76,18.39,7.59,7.74,1.11,98.73,171.73,5.28,0.98,2.2,7.9,65.12,23.64,0.0,217.51,63.37,0.0,84.24,1.02,22-Mar-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
22-Mar-2019 - 00:00,24.84,28.69,18.62,3.86,6.33,0.99,103.91,172.12,4.7,0.76,1.69,6.57,69.13,24.57,0.01,228.73,63.74,0.0,95.7,0.88,23-Mar-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
23-Mar-2019 - 00:00,30.3,36.27,19.71,5.98,5.83,1.12,88.4,139.86,4.76,1.2,2.69,8.53,55.86,23.77,-0.0,199.53,70.36,0.0,96.31,0.94,24-Mar-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
24-Mar-2019 - 00:00,44.03,55.18,19.41,11.15,8.12,1.15,122.56,232.87,7.83,1.75,4.05,10.19,50.2,24.12,-0.0,213.64,67.26,0.0,81.81,0.75,25-Mar-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
25-Mar-2019 - 00:00,45.01,56.82,19.15,11.81,9.04,1.03,118.19,257.09,6.88,2.25,4.4,9.52,56.0,25.18,0.01,196.95,61.01,0.0,124.89,0.65,26-Mar-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
26-Mar-2019 - 00:00,49.68,63.86,22.53,14.32,5.33,1.16,124.75,199.47,7.14,2.62,4.58,14.0,28.84,21.74,0.01,105.7,77.16,0.1,101.85,0.66,27-Mar-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
27-Mar-2019 - 00:00,40.22,62.7,22.88,23.81,5.03,1.05,57.73,130.04,5.04,2.2,4.66,11.0,38.23,22.72,0.01,232.52,71.81,0.0,181.5,0.52,28-Mar-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
28-Mar-2019 - 00:00,48.07,62.68,24.19,12.05,6.73,1.23,68.59,125.47,4.47,1.64,2.96,13.1,40.36,24.15,0.01,215.92,66.22,0.0,131.16,0.68,29-Mar-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
29-Mar-2019 - 00:00,39.91,52.42,23.85,12.51,5.91,0.91,86.46,147.11,4.06,1.51,3.19,8.67,50.23,25.02,0.01,276.49,68.03,0.0,140.87,0.56,30-Mar-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
30-Mar-2019 - 00:00,39.79,44.21,23.16,4.92,7.19,1.11,76.18,144.47,3.66,1.14,2.85,6.98,66.61,27.02,-0.0,285.72,61.37,0.0,63.4,1.03,31-Mar-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
31-Mar-2019 - 00:00,24.45,28.98,18.61,4.54,5.15,0.82,43.1,80.04,2.2,0.69,1.6,7.19,50.06,22.68,-0.02,138.69,77.31,0.01,81.47,1.24,01-Apr-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
01-Apr-2019 - 00:00,27.81,33.13,17.13,5.34,4.99,0.97,17.59,41.29,1.59,0.69,1.14,6.23,54.81,22.68,-0.01,249.46,75.4,0.0,85.61,1.21,02-Apr-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
02-Apr-2019 - 00:00,32.76,40.79,24.67,8.28,5.49,1.04,35.43,80.53,2.88,1.44,3.02,8.23,44.29,23.96,0.01,219.94,68.03,0.0,109.67,0.67,03-Apr-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
03-Apr-2019 - 00:00,18.22,22.36,10.42,4.09,6.14,0.94,32.53,73.01,1.79,0.93,1.62,6.33,63.11,23.78,-0.02,243.79,65.05,0.0,81.2,1.32,04-Apr-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
04-Apr-2019 - 00:00,20.18,24.83,7.68,4.46,6.03,1.02,31.4,64.35,1.76,0.82,1.71,6.26,49.29,23.71,0.0,177.6,68.44,0.0,82.69,0.9,05-Apr-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
05-Apr-2019 - 00:00,33.97,39.59,19.73,5.73,13.7,0.83,21.28,64.37,1.75,1.13,1.68,6.19,36.36,23.5,-0.0,221.27,75.55,0.01,65.27,1.03,06-Apr-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
06-Apr-2019 - 00:00,37.99,45.01,21.11,7.06,3.97,0.87,34.98,54.42,1.97,0.9,2.06,8.21,35.32,21.47,-0.05,23.11,84.92,0.3,105.8,1.24,07-Apr-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
07-Apr-2019 - 00:00,27.92,33.26,17.84,5.39,4.03,0.86,16.2,31.02,1.16,0.69,1.28,6.53,49.93,22.89,-0.02,220.68,75.21,0.0,91.66,1.35,08-Apr-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
08-Apr-2019 - 00:00,43.16,51.21,18.69,8.05,4.52,0.98,26.65,55.11,1.99,0.91,2.04,7.01,44.08,24.1,0.01,269.57,71.03,0.0,106.34,0.81,09-Apr-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
09-Apr-2019 - 00:00,28.32,34.48,17.64,6.17,4.14,0.97,24.64,46.11,1.3,0.74,1.44,6.32,52.23,22.67,-0.04,221.4,79.16,0.06,54.13,1.71,10-Apr-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
10-Apr-2019 - 00:00,42.08,50.31,18.15,8.23,5.21,1.13,24.05,51.82,2.26,1.57,2.04,7.8,47.9,24.31,0.0,305.11,70.44,0.0,122.76,0.73,11-Apr-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
11-Apr-2019 - 00:00,43.42,51.61,17.52,8.18,5.5,1.11,36.56,81.81,2.66,1.82,2.31,8.13,46.56,25.71,0.01,297.22,68.91,0.0,124.44,0.65,12-Apr-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
