from date,PM2.5,SR,RH,Temp,WS,WD,RF,PM10,CO,Ozone,Benzene,Toluene,O Xylene,NO,NO2,NH3,NOx,SO2,to date,station
01-Jan-2019 - 00:00,46.78,175.07,60.91,19.33,0.47,171.56,0.0,116.51,0.14,,6.24,19.08,3.03,2.39,36.88,7.67,20.79,8.1,02-Jan-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
02-Jan-2019 - 00:00,41.6,176.06,61.58,20.32,0.59,142.27,0.0,100.59,0.13,,5.89,19.14,3.44,1.93,45.4,9.16,25.09,11.99,03-Jan-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
03-Jan-2019 - 00:00,45.98,174.35,65.21,20.86,0.61,137.59,0.0,115.85,0.13,,4.71,19.19,3.56,2.03,41.79,8.94,23.28,6.11,04-Jan-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
04-Jan-2019 - 00:00,49.03,166.14,61.8,21.95,0.76,143.98,0.0,102.07,0.13,,5.62,20.28,4.22,2.63,48.3,9.53,27.26,7.33,05-Jan-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
05-Jan-2019 - 00:00,46.59,166.23,65.44,21.82,0.8,127.78,0.0,99.33,0.11,,4.99,18.55,3.37,4.56,54.48,10.78,31.92,7.03,06-Jan-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
06-Jan-2019 - 00:00,43.7,161.73,72.01,22.28,0.87,133.85,0.0,85.84,0.09,,4.56,16.78,3.03,7.24,53.0,11.75,33.46,5.36,07-Jan-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
07-Jan-2019 - 00:00,51.55,162.39,75.44,22.02,1.23,184.6,0.0,117.27,0.09,,3.7,12.55,2.63,8.38,52.04,11.87,33.86,5.56,08-Jan-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
08-Jan-2019 - 00:00,44.51,175.77,62.2,19.49,0.67,206.33,0.0,99.35,0.09,,4.05,12.42,2.27,9.38,45.39,10.53,31.21,4.92,09-Jan-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
09-Jan-2019 - 00:00,43.9,178.36,61.86,19.79,0.59,153.34,0.0,86.07,0.09,,4.52,15.94,2.66,12.61,40.55,10.81,31.28,5.96,10-Jan-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
10-Jan-2019 - 00:00,38.54,173.52,60.72,20.53,1.05,135.17,0.0,94.05,0.11,,4.62,16.27,3.13,10.72,37.43,10.27,27.9,8.08,11-Jan-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
11-Jan-2019 - 00:00,38.97,167.83,68.11,21.34,1.0,130.21,0.0,89.66,0.11,,4.09,15.29,2.61,8.74,30.19,8.32,22.55,6.18,12-Jan-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
12-Jan-2019 - 00:00,37.85,163.22,76.51,22.81,1.07,112.6,0.0,88.3,0.15,62.82,3.34,14.22,2.75,17.34,33.18,10.09,30.46,3.85,13-Jan-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
13-Jan-2019 - 00:00,34.57,164.92,76.28,23.64,0.97,129.75,0.0,85.4,0.32,70.48,3.33,13.84,2.81,16.36,36.71,11.51,31.78,4.77,14-Jan-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
14-Jan-2019 - 00:00,44.52,163.35,76.37,23.41,1.06,108.03,0.0,105.04,0.35,54.16,4.58,14.84,2.64,14.53,35.06,11.61,29.65,6.12,15-Jan-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
15-Jan-2019 - 00:00,39.4,174.98,58.97,21.63,0.75,165.33,0.0,103.89,0.34,40.23,4.25,14.29,2.73,14.55,33.87,12.47,29.07,8.23,16-Jan-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
16-Jan-2019 - 00:00,34.14,179.29,60.26,21.29,0.76,170.2,0.0,97.31,0.34,49.61,4.07,13.7,2.39,13.43,26.0,11.12,23.74,6.43,17-Jan-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
17-Jan-2019 - 00:00,33.04,186.49,60.07,21.62,0.69,151.98,0.0,97.03,0.36,52.18,3.6,13.68,2.04,12.56,19.7,9.12,19.88,6.7,18-Jan-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
18-Jan-2019 - 00:00,37.85,184.93,56.81,22.13,0.66,141.11,0.0,109.07,0.36,48.07,4.32,17.81,3.03,12.43,25.04,12.28,22.93,6.81,19-Jan-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
19-Jan-2019 - 00:00,32.28,188.62,53.24,22.04,0.79,136.62,0.0,93.54,0.35,53.71,4.83,16.21,3.02,10.11,23.02,12.03,20.14,7.39,20-Jan-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
20-Jan-2019 - 00:00,32.16,196.37,55.51,21.89,0.63,155.66,0.0,100.36,0.37,1.25,5.7,16.31,3.01,12.37,19.07,12.77,19.86,10.19,21-Jan-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
21-Jan-2019 - 00:00,24.33,199.82,53.79,22.35,1.08,145.93,0.0,70.2,0.33,72.64,3.94,11.8,2.29,8.48,12.77,9.77,13.32,6.19,22-Jan-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
22-Jan-2019 - 00:00,27.14,182.78,59.19,23.89,1.11,136.18,0.0,70.15,0.31,74.02,2.65,11.13,1.8,6.24,12.33,8.98,11.21,5.07,23-Jan-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
23-Jan-2019 - 00:00,30.86,178.05,68.13,24.07,0.97,122.48,0.0,73.03,0.32,67.32,2.61,12.61,2.17,7.52,9.99,9.62,11.13,4.55,24-Jan-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
24-Jan-2019 - 00:00,28.1,177.79,71.8,23.82,1.14,146.51,0.0,64.18,0.32,53.74,3.24,13.78,2.38,9.41,5.76,10.69,9.89,4.92,25-Jan-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
25-Jan-2019 - 00:00,24.35,110.58,74.71,22.45,1.51,99.76,0.0,162.87,0.31,39.78,3.03,10.88,1.95,10.02,4.35,9.97,9.05,5.6,26-Jan-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
26-Jan-2019 - 00:00,28.95,59.01,90.81,20.43,1.19,73.31,0.0,37.76,0.32,13.23,3.34,10.58,1.82,11.69,2.24,10.37,8.08,4.46,27-Jan-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
27-Jan-2019 - 00:00,32.86,122.83,84.29,20.78,1.07,79.94,0.0,53.18,0.31,35.57,2.49,10.48,1.77,4.69,1.94,12.66,3.72,3.9,28-Jan-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
28-Jan-2019 - 00:00,38.24,215.75,72.62,20.06,0.96,204.97,0.0,64.57,0.31,49.96,2.55,9.58,1.63,4.8,10.82,246.51,7.48,5.22,29-Jan-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
29-Jan-2019 - 00:00,28.58,225.86,57.17,18.63,0.93,161.41,0.0,55.64,0.3,51.73,2.94,9.68,1.55,2.75,1.58,100.31,1.76,4.15,30-Jan-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
30-Jan-2019 - 00:00,36.61,230.52,57.96,18.7,0.67,161.65,0.0,67.19,0.31,8.4,3.02,11.43,1.81,2.62,1.48,30.17,1.64,6.07,31-Jan-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
31-Jan-2019 - 00:00,39.55,224.57,62.76,20.24,0.89,141.89,0.0,64.64,0.33,7.95,3.01,11.64,2.32,2.56,1.0,8.93,1.57,4.65,01-Feb-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
01-Feb-2019 - 00:00,48.67,215.39,69.77,22.36,1.01,107.64,0.0,75.82,0.37,7.95,3.8,15.04,2.65,1.96,0.39,1.53,1.14,4.73,02-Feb-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
02-Feb-2019 - 00:00,47.29,214.21,66.95,23.34,0.9,113.3,0.0,74.43,0.34,7.95,3.45,15.02,2.93,1.63,0.2,1.22,0.75,4.68,03-Feb-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
03-Feb-2019 - 00:00,47.23,226.67,59.38,23.4,0.96,116.85,0.0,76.81,0.33,7.95,3.5,15.63,2.62,2.31,0.37,1.52,0.82,4.77,04-Feb-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
04-Feb-2019 - 00:00,50.33,211.47,57.67,23.21,0.9,119.47,0.0,83.4,0.33,7.95,2.89,13.4,1.87,1.62,0.43,1.16,0.71,5.44,05-Feb-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
05-Feb-2019 - 00:00,54.98,229.62,60.99,23.24,0.78,148.71,0.0,88.41,0.34,8.05,3.51,14.58,2.42,4.35,1.05,1.36,2.67,6.7,06-Feb-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
06-Feb-2019 - 00:00,48.67,230.33,62.07,24.07,1.92,137.7,0.0,68.44,0.33,77.2,3.17,11.53,1.83,3.47,2.72,1.08,5.69,4.18,07-Feb-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
07-Feb-2019 - 00:00,40.68,219.64,57.63,26.0,3.1,146.03,0.0,62.52,0.3,101.7,2.24,11.1,1.73,6.24,0.95,1.48,3.96,5.36,08-Feb-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
08-Feb-2019 - 00:00,36.74,180.43,47.43,24.41,1.6,212.78,0.0,77.46,0.3,60.61,3.03,11.98,2.1,2.41,1.89,1.01,1.43,7.55,09-Feb-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
09-Feb-2019 - 00:00,39.84,265.45,37.7,20.87,1.67,146.99,0.0,85.09,0.29,,2.7,10.68,1.36,1.29,3.34,0.97,0.62,5.14,10-Feb-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
10-Feb-2019 - 00:00,36.03,271.55,42.52,20.91,1.23,111.81,0.0,71.62,0.31,,2.97,11.3,1.73,0.4,3.87,0.82,0.21,6.11,11-Feb-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
11-Feb-2019 - 00:00,45.77,256.99,49.75,22.93,0.95,122.02,0.0,90.46,0.33,,3.04,11.12,1.87,2.9,3.77,0.86,0.75,10.02,12-Feb-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
12-Feb-2019 - 00:00,52.2,238.61,57.82,24.64,0.85,124.9,0.0,84.74,0.33,,3.47,14.51,2.33,0.87,3.4,0.97,0.42,3.17,13-Feb-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
13-Feb-2019 - 00:00,50.8,272.08,56.64,25.23,1.01,110.55,0.0,80.94,0.34,,3.64,14.5,2.54,1.72,6.07,4.2,3.83,3.21,14-Feb-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
14-Feb-2019 - 00:00,42.76,276.18,58.07,25.23,1.2,133.96,0.0,70.05,0.32,,3.39,13.35,2.37,0.91,9.36,8.73,8.02,2.28,15-Feb-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
15-Feb-2019 - 00:00,37.08,227.38,62.65,26.57,1.62,137.81,0.0,63.15,0.3,,2.34,10.4,1.85,0.69,9.5,8.82,7.83,2.34,16-Feb-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
16-Feb-2019 - 00:00,35.52,254.72,74.8,25.51,1.02,113.41,0.0,57.11,0.31,,4.11,12.65,2.21,0.7,9.5,8.74,8.05,4.29,17-Feb-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
17-Feb-2019 - 00:00,43.86,239.89,64.4,24.47,0.83,182.4,0.0,72.59,0.31,,3.07,12.53,2.02,1.0,9.33,8.57,8.42,3.29,18-Feb-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
18-Feb-2019 - 00:00,53.1,292.63,53.38,24.33,0.85,151.77,0.0,87.23,0.34,42.27,3.19,14.22,2.38,1.1,9.45,8.57,8.34,7.87,19-Feb-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
19-Feb-2019 - 00:00,51.16,270.47,54.95,26.55,1.6,124.51,0.0,80.64,0.35,29.93,3.87,14.54,2.28,2.34,8.93,8.84,8.05,9.9,20-Feb-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
20-Feb-2019 - 00:00,39.95,256.79,65.33,27.93,2.25,117.02,0.0,59.98,0.3,,2.55,12.39,1.95,1.16,9.6,8.74,8.61,4.27,21-Feb-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
21-Feb-2019 - 00:00,32.56,241.26,59.67,28.44,1.3,125.42,0.0,60.34,0.31,,2.37,11.79,2.02,1.06,9.64,8.81,8.06,3.88,22-Feb-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
22-Feb-2019 - 00:00,38.7,173.61,56.48,29.12,0.85,175.17,0.0,68.74,0.32,,2.76,11.96,1.89,1.07,8.76,4.48,9.17,3.92,23-Feb-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
23-Feb-2019 - 00:00,42.2,233.05,55.95,28.94,1.13,206.36,0.0,79.84,0.33,31.45,3.07,13.32,2.38,3.66,8.85,2.87,10.16,5.32,24-Feb-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
24-Feb-2019 - 00:00,41.56,,50.06,29.43,2.02,203.75,0.0,67.49,0.32,77.9,3.26,15.08,2.5,0.78,7.94,1.12,9.6,2.3,25-Feb-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
25-Feb-2019 - 00:00,37.37,,41.78,28.07,2.28,257.93,0.0,71.88,0.32,21.1,2.76,12.99,2.23,1.73,8.17,1.45,9.44,2.2,26-Feb-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
26-Feb-2019 - 00:00,42.82,886.38,41.92,26.74,1.85,216.61,0.0,86.69,0.33,21.73,3.52,14.81,2.28,1.77,7.77,1.36,9.08,3.4,27-Feb-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
27-Feb-2019 - 00:00,40.56,850.38,40.6,26.48,2.3,222.74,0.0,79.19,0.3,45.1,2.89,12.17,2.05,1.3,7.88,1.25,9.25,2.85,28-Feb-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
28-Feb-2019 - 00:00,37.07,,47.77,25.33,1.87,158.1,0.0,69.65,0.3,54.4,2.43,10.13,1.71,1.15,8.19,1.49,9.71,1.99,01-Mar-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
01-Mar-2019 - 00:00,34.79,941.75,46.57,25.88,1.4,112.74,0.0,60.56,0.29,61.17,2.12,9.41,1.55,0.74,7.66,1.02,9.46,3.11,02-Mar-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
02-Mar-2019 - 00:00,41.17,929.38,61.53,26.88,2.51,163.37,0.0,64.91,0.3,59.77,2.44,10.18,1.67,0.86,7.92,1.18,9.5,3.23,03-Mar-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
03-Mar-2019 - 00:00,26.43,441.7,63.69,29.44,3.39,162.8,0.0,40.65,0.29,59.77,1.68,8.81,1.4,1.62,8.09,1.62,9.21,2.88,04-Mar-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
04-Mar-2019 - 00:00,31.36,425.8,55.77,29.07,1.27,191.29,0.0,56.6,0.31,59.77,2.56,10.43,1.62,0.93,7.89,1.22,9.46,4.32,05-Mar-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
05-Mar-2019 - 00:00,40.43,545.6,42.31,27.92,2.27,288.93,0.0,81.16,0.3,59.77,2.21,9.72,1.63,1.15,7.93,1.31,9.89,2.56,06-Mar-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
06-Mar-2019 - 00:00,34.5,438.65,41.37,26.43,1.22,215.15,0.0,64.61,0.3,59.77,2.61,8.04,1.18,4.1,9.18,3.21,8.85,2.81,07-Mar-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
07-Mar-2019 - 00:00,43.09,526.77,45.33,26.38,0.9,142.78,0.0,70.74,0.31,59.77,3.25,11.52,1.83,5.57,9.68,3.76,8.12,4.62,08-Mar-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
08-Mar-2019 - 00:00,43.33,244.93,43.42,27.02,0.8,157.76,0.0,73.26,0.32,59.77,3.07,12.09,1.91,4.61,9.48,3.23,8.59,4.89,09-Mar-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
09-Mar-2019 - 00:00,53.2,172.65,44.26,28.37,1.01,205.71,0.0,116.5,0.33,59.77,3.66,15.12,2.47,2.66,8.35,2.21,9.85,3.23,10-Mar-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
10-Mar-2019 - 00:00,59.05,669.67,45.03,29.21,0.85,183.29,0.0,98.34,0.33,59.77,3.21,13.86,2.24,8.15,10.67,5.07,9.23,3.71,11-Mar-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
11-Mar-2019 - 00:00,42.35,159.77,54.14,30.3,0.95,171.16,0.0,72.19,0.32,59.77,2.82,13.45,2.25,8.09,11.24,5.23,8.68,3.71,12-Mar-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
12-Mar-2019 - 00:00,45.31,240.81,51.01,30.43,0.76,171.24,0.0,82.74,0.32,59.77,2.72,11.5,1.87,7.65,10.48,4.73,8.0,6.55,13-Mar-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
13-Mar-2019 - 00:00,39.89,250.04,47.74,30.92,2.27,147.01,0.0,71.77,0.3,59.77,1.9,8.34,1.47,11.12,12.97,6.37,8.56,4.57,14-Mar-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
14-Mar-2019 - 00:00,38.61,120.15,45.08,30.09,1.55,159.6,0.0,71.12,0.31,71.76,3.08,8.95,1.45,12.92,12.25,8.1,10.96,5.3,15-Mar-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
15-Mar-2019 - 00:00,51.38,72.63,39.5,30.61,1.12,205.46,0.0,88.28,0.33,4.94,10.75,10.47,1.57,8.8,8.92,9.61,11.35,4.72,16-Mar-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
16-Mar-2019 - 00:00,44.38,80.12,39.0,30.23,1.48,145.44,0.0,73.73,0.31,98.23,11.42,8.8,1.39,15.38,11.01,11.31,17.18,3.22,17-Mar-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
17-Mar-2019 - 00:00,32.76,87.05,42.92,30.99,2.58,141.3,0.0,59.74,0.29,44.61,1.61,7.36,1.25,15.67,8.47,9.46,16.26,1.66,18-Mar-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
18-Mar-2019 - 00:00,34.99,86.11,43.1,29.94,2.09,129.89,0.0,65.3,0.3,71.94,1.94,7.22,1.22,4.33,8.17,8.58,9.23,3.92,19-Mar-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
19-Mar-2019 - 00:00,28.66,93.22,49.27,29.8,1.41,114.13,0.0,52.13,0.31,43.22,2.13,9.95,1.67,2.93,8.52,8.6,8.41,11.39,20-Mar-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
20-Mar-2019 - 00:00,39.66,75.62,56.31,29.89,2.44,116.85,0.0,64.28,0.31,,2.49,9.67,1.54,1.52,9.59,8.49,8.57,6.13,21-Mar-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
21-Mar-2019 - 00:00,29.83,74.83,64.5,28.59,1.49,126.67,0.0,46.08,0.31,,1.76,8.35,1.4,0.81,9.36,8.69,8.06,2.0,22-Mar-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
22-Mar-2019 - 00:00,30.29,96.7,56.74,29.83,1.02,159.98,0.0,58.26,0.31,0.01,2.44,10.82,1.77,1.65,8.71,8.95,7.97,8.43,23-Mar-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
23-Mar-2019 - 00:00,36.99,90.08,45.17,30.92,0.92,137.23,0.0,62.58,0.31,0.01,3.66,12.33,2.27,3.11,8.04,8.52,8.85,6.39,24-Mar-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
24-Mar-2019 - 00:00,41.06,97.03,34.37,30.58,0.93,152.69,0.0,78.82,0.32,29.39,3.27,12.78,2.39,3.29,9.07,9.64,8.86,5.39,25-Mar-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
25-Mar-2019 - 00:00,58.05,95.08,35.75,30.89,0.88,125.56,0.0,107.59,0.36,39.98,3.52,13.07,2.61,5.32,9.12,9.08,10.39,6.09,26-Mar-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
26-Mar-2019 - 00:00,56.17,79.74,36.46,32.07,0.86,168.69,0.0,105.28,0.35,,3.95,13.45,2.71,1.07,9.49,8.69,8.12,7.3,27-Mar-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
27-Mar-2019 - 00:00,46.81,96.09,42.65,31.62,0.85,150.28,0.0,87.37,0.33,114.42,3.41,12.15,2.12,1.78,8.59,8.7,8.07,8.68,28-Mar-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
28-Mar-2019 - 00:00,52.74,78.07,31.71,31.18,0.98,116.53,0.0,89.88,0.35,90.26,3.88,14.3,2.66,4.18,7.79,8.78,9.03,4.9,29-Mar-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
29-Mar-2019 - 00:00,58.06,76.09,28.61,30.56,0.77,147.48,0.0,102.16,0.38,64.65,4.86,18.38,3.15,5.67,8.93,13.01,9.27,4.84,30-Mar-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
30-Mar-2019 - 00:00,62.17,76.48,33.89,32.14,0.95,172.3,0.0,102.12,0.37,90.63,5.21,16.53,3.1,5.88,9.96,9.75,11.14,3.58,31-Mar-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
31-Mar-2019 - 00:00,47.4,82.07,33.6,33.34,0.79,171.86,0.0,80.72,0.34,73.03,3.56,13.58,2.94,5.86,9.39,9.6,10.09,5.59,01-Apr-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
01-Apr-2019 - 00:00,41.27,76.53,25.71,33.53,0.95,202.3,0.0,80.91,0.33,72.55,2.94,12.63,2.38,1.21,9.63,9.11,8.02,6.55,02-Apr-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
02-Apr-2019 - 00:00,36.73,89.99,34.06,35.38,1.26,123.52,0.0,67.12,0.32,126.12,2.06,8.76,1.87,1.47,9.42,9.37,8.67,7.75,03-Apr-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
03-Apr-2019 - 00:00,41.4,90.15,43.08,31.39,1.56,125.31,0.0,77.53,0.33,0.01,3.19,10.28,2.16,1.21,9.91,8.73,8.58,5.14,04-Apr-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
04-Apr-2019 - 00:00,25.19,67.27,32.16,35.83,2.21,156.73,0.0,51.16,0.29,103.24,1.9,8.77,1.56,0.89,9.94,8.53,8.34,1.49,05-Apr-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
05-Apr-2019 - 00:00,23.16,50.98,27.96,34.82,1.0,185.13,0.0,41.3,0.31,100.82,1.73,7.3,1.78,1.36,9.26,8.71,8.3,3.61,06-Apr-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
06-Apr-2019 - 00:00,38.13,,38.07,30.27,1.5,148.03,0.0,72.68,0.32,57.77,2.95,8.18,1.51,1.27,10.75,9.3,8.24,7.28,07-Apr-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
07-Apr-2019 - 00:00,25.59,58.56,26.45,35.64,1.46,183.71,0.0,117.06,0.3,96.3,1.51,6.69,1.23,6.51,8.27,,11.08,2.17,08-Apr-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
08-Apr-2019 - 00:00,29.77,77.63,36.17,32.89,1.31,137.18,0.0,60.72,0.31,99.82,1.96,8.14,1.59,3.87,8.27,,8.94,4.83,09-Apr-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
09-Apr-2019 - 00:00,25.65,72.09,39.06,33.37,1.58,145.4,0.0,49.98,0.31,75.63,1.75,8.04,1.71,9.69,7.64,,12.26,3.1,10-Apr-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
10-Apr-2019 - 00:00,27.16,103.15,35.65,33.95,0.92,155.68,0.0,58.11,0.31,91.07,1.98,8.82,1.9,9.36,6.52,,11.55,2.79,11-Apr-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
11-Apr-2019 - 00:00,28.78,64.0,31.27,35.21,1.32,163.87,0.0,60.29,0.31,72.8,2.08,8.8,2.3,10.36,6.93,,12.71,6.92,12-Apr-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
12-Apr-2019 - 00:00,35.6,64.48,37.46,32.01,2.5,140.38,0.0,69.83,0.3,96.84,3.05,7.04,1.22,12.01,6.84,,13.91,0.6,13-Apr-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
13-Apr-2019 - 00:00,26.29,127.3,24.29,36.4,0.8,136.27,0.0,81.97,0.4,106.71,2.36,5.11,1.96,2.45,8.87,,8.58,12.35,14-Apr-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
14-Apr-2019 - 00:00,62.07,2.3,40.31,29.27,0.86,145.73,0.0,109.87,0.49,40.41,1.55,1.17,1.07,4.38,8.31,,8.79,8.75,15-Apr-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
15-Apr-2019 - 00:00,32.73,65.62,27.54,35.29,2.25,184.38,0.0,77.57,0.42,116.18,0.34,0.57,0.45,0.67,9.78,,7.88,1.94,16-Apr-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
16-Apr-2019 - 00:00,25.33,44.48,37.87,32.26,1.51,200.21,0.0,53.23,0.42,109.29,1.34,1.44,0.68,3.52,23.66,18.92,21.42,3.48,17-Apr-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
17-Apr-2019 - 00:00,25.01,55.31,43.86,31.15,1.09,196.37,0.0,60.7,0.42,78.85,2.47,2.72,1.62,3.82,62.5,19.69,53.79,6.92,18-Apr-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
18-Apr-2019 - 00:00,29.67,40.02,37.11,32.81,0.99,175.12,0.0,96.84,0.46,98.13,3.48,3.47,2.21,4.84,66.44,22.17,55.84,11.1,19-Apr-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
19-Apr-2019 - 00:00,23.81,49.81,40.35,32.84,1.38,169.04,0.0,57.69,0.42,89.77,1.88,2.87,1.67,6.11,64.23,21.16,53.92,3.26,20-Apr-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
20-Apr-2019 - 00:00,15.95,47.44,46.0,31.88,1.93,121.96,0.0,37.69,0.42,77.91,1.42,2.71,1.24,3.97,65.96,20.88,54.24,1.8,21-Apr-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
21-Apr-2019 - 00:00,14.62,53.95,45.13,32.16,1.87,124.33,0.0,41.21,0.41,81.42,1.09,2.78,1.25,3.91,64.23,19.78,51.34,2.92,22-Apr-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
22-Apr-2019 - 00:00,14.18,47.96,44.18,31.7,1.63,148.35,0.0,46.5,0.41,83.53,1.22,2.49,1.26,3.75,62.03,18.44,49.15,3.79,23-Apr-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
