from date,NOx,NO2,NO,NH3,SO2,CO,Ozone,Benzene,Toluene,Xylene,MP-Xylene,Eth-Benzene,PM2.5,PM10,RH,WD,WS,SR,RF,to date,station
29-Jul-2019 - 00:00,4.42,5.88,3.91,25.37,8.5,0.26,23.92,1.54,1.13,0.34,0.73,0.09,0.0,30.36,80.22,160.95,,434.61,0.0,30-Jul-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
30-Jul-2019 - 00:00,3.22,8.23,3.05,15.87,5.95,0.33,24.64,4.6,1.13,0.46,1.06,0.12,0.0,39.38,76.25,161.49,,400.87,0.0,31-Jul-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
31-Jul-2019 - 00:00,4.39,8.02,2.92,34.2,6.35,0.24,25.82,3.69,1.09,0.19,0.72,0.06,0.0,48.45,84.16,162.57,,266.81,0.03,01-Aug-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
01-Aug-2019 - 00:00,7.26,13.46,3.72,32.46,13.41,0.32,16.0,2.08,1.01,0.29,1.17,0.08,0.0,62.83,76.55,161.49,,401.7,0.0,02-Aug-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
02-Aug-2019 - 00:00,8.27,14.22,4.47,37.24,18.17,0.37,11.73,0.57,1.01,0.01,0.88,0.01,0.0,39.44,80.84,162.66,,358.71,0.0,03-Aug-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
03-Aug-2019 - 00:00,8.04,14.71,3.75,31.94,15.6,0.31,10.3,,0.99,0.02,1.07,0.01,0.0,40.19,76.86,161.78,,418.5,0.01,04-Aug-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
04-Aug-2019 - 00:00,7.23,13.56,3.61,30.11,11.52,0.39,13.23,0.01,1.01,,1.12,0.03,0.0,64.4,70.75,160.62,,448.18,0.0,05-Aug-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
05-Aug-2019 - 00:00,8.44,15.44,3.88,29.09,18.39,0.24,13.72,0.03,1.05,,1.35,0.06,0.0,51.39,79.0,160.79,,304.62,0.07,06-Aug-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
06-Aug-2019 - 00:00,7.77,14.01,3.99,20.49,24.41,0.43,14.71,0.02,1.0,0.01,0.8,0.01,0.0,55.85,82.61,161.91,,426.64,0.0,07-Aug-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
07-Aug-2019 - 00:00,8.63,14.88,3.5,27.67,20.76,0.36,17.06,0.06,1.02,,1.63,0.04,0.0,52.31,82.83,161.75,,394.38,0.0,08-Aug-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
08-Aug-2019 - 00:00,7.69,12.07,3.84,30.45,8.44,0.37,11.91,0.03,7.76,,0.83,0.02,5.57,56.81,79.47,160.72,,360.27,0.0,09-Aug-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
09-Aug-2019 - 00:00,7.38,11.73,3.68,26.9,14.13,0.29,12.43,0.41,10.48,0.08,0.1,0.19,31.19,60.76,75.96,161.6,,358.25,0.0,10-Aug-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
10-Aug-2019 - 00:00,6.57,10.46,3.52,18.22,22.64,0.3,16.8,1.62,1.43,1.18,3.2,0.74,5.74,41.59,80.16,162.74,,343.92,0.0,11-Aug-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
11-Aug-2019 - 00:00,8.33,13.46,3.72,17.72,27.98,0.39,16.73,1.27,1.02,0.44,1.5,1.48,22.09,50.45,79.17,161.42,,365.21,0.0,12-Aug-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
12-Aug-2019 - 00:00,8.11,12.7,3.94,16.43,32.7,0.45,11.49,1.13,7.3,0.51,1.24,1.3,19.45,49.11,76.59,161.13,,470.85,0.0,13-Aug-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
13-Aug-2019 - 00:00,7.2,11.19,3.81,12.59,25.61,0.35,15.0,0.8,0.37,0.34,1.05,1.17,18.74,64.55,76.4,169.84,9.89,376.74,0.0,14-Aug-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
14-Aug-2019 - 00:00,8.91,13.86,4.18,12.44,7.93,0.35,13.15,0.35,23.12,1.32,0.76,1.74,18.9,52.65,81.39,187.29,9.89,302.91,0.04,15-Aug-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
15-Aug-2019 - 00:00,7.3,11.65,3.63,19.44,12.87,0.34,13.26,0.2,86.41,0.86,0.77,1.62,20.74,47.58,84.29,186.99,9.87,370.7,0.0,16-Aug-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
16-Aug-2019 - 00:00,6.36,9.96,3.61,15.8,19.07,0.32,15.98,0.28,35.42,2.0,1.29,1.74,17.55,41.26,82.24,187.35,9.97,332.1,0.0,17-Aug-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
17-Aug-2019 - 00:00,6.4,9.85,3.74,8.56,17.19,0.29,10.73,1.52,0.34,1.07,0.06,1.22,5.63,27.86,96.16,189.34,12.07,43.69,0.34,18-Aug-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
18-Aug-2019 - 00:00,6.66,10.39,3.67,5.61,9.89,0.28,16.03,0.17,0.41,0.84,0.08,1.47,5.49,19.02,87.55,187.85,10.83,290.78,0.0,19-Aug-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
19-Aug-2019 - 00:00,8.85,13.69,3.34,24.37,8.67,0.39,17.96,0.18,0.36,1.0,0.11,1.31,9.74,44.67,81.11,187.17,10.46,426.1,0.0,20-Aug-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
20-Aug-2019 - 00:00,10.68,15.56,3.01,24.3,15.42,0.46,19.85,3.71,1.13,1.53,0.19,6.0,11.8,63.4,80.0,186.45,10.08,450.64,0.0,21-Aug-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
21-Aug-2019 - 00:00,11.37,16.6,3.2,22.87,15.05,0.41,18.87,0.28,0.71,0.41,0.15,1.67,14.8,103.12,74.79,185.68,9.82,455.17,0.0,22-Aug-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
22-Aug-2019 - 00:00,10.19,14.26,3.26,15.28,4.72,0.37,17.73,0.23,1.08,0.3,1.45,0.6,16.05,90.96,71.74,186.06,10.0,502.53,0.0,23-Aug-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
23-Aug-2019 - 00:00,9.4,13.62,2.7,16.59,10.77,0.31,21.02,0.28,1.03,0.48,1.5,0.61,17.64,80.29,69.15,185.59,9.89,506.22,0.0,24-Aug-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
24-Aug-2019 - 00:00,9.35,13.7,2.58,18.78,18.44,0.42,26.4,0.25,1.35,0.31,1.88,0.53,18.02,101.47,73.05,185.37,9.99,459.84,0.0,25-Aug-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
25-Aug-2019 - 00:00,8.63,12.55,2.45,17.15,23.12,0.43,24.88,0.23,1.38,0.35,0.75,0.76,17.76,73.32,82.09,187.24,10.62,370.48,0.0,26-Aug-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
26-Aug-2019 - 00:00,8.29,11.58,2.66,12.99,27.44,0.38,15.34,1.24,1.81,0.99,0.37,0.44,9.94,42.57,80.42,186.08,10.66,442.72,0.0,27-Aug-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
27-Aug-2019 - 00:00,9.25,13.84,2.72,20.22,25.67,0.44,15.23,2.92,0.74,1.54,1.36,31.68,8.79,49.26,77.32,185.66,9.87,471.39,0.0,28-Aug-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
28-Aug-2019 - 00:00,9.0,14.95,2.66,15.19,13.23,0.3,13.97,0.22,0.26,1.01,1.4,0.24,11.09,53.47,75.48,185.19,9.87,433.93,0.0,29-Aug-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
29-Aug-2019 - 00:00,8.25,13.46,2.7,16.22,19.62,0.39,13.36,0.25,0.2,0.99,1.32,0.22,12.94,64.92,77.07,185.28,9.87,430.34,0.0,30-Aug-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
30-Aug-2019 - 00:00,8.74,14.26,2.78,23.35,26.79,0.43,18.06,0.24,0.24,1.01,1.34,0.12,10.66,53.68,72.16,163.27,38.17,393.04,0.0,31-Aug-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
31-Aug-2019 - 00:00,8.63,14.85,2.48,20.69,11.77,0.53,21.84,0.22,0.31,0.81,1.55,0.17,13.11,88.75,74.62,159.85,43.42,403.81,0.0,01-Sep-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
01-Sep-2019 - 00:00,8.43,14.13,2.48,17.92,4.69,0.45,19.46,0.46,0.26,1.23,1.64,0.22,12.75,78.4,79.34,161.49,43.67,298.44,0.23,02-Sep-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
02-Sep-2019 - 00:00,9.43,15.81,2.65,16.39,3.66,0.42,27.02,0.25,0.4,1.33,1.81,0.18,8.36,57.59,77.51,160.26,43.48,597.63,0.0,03-Sep-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
03-Sep-2019 - 00:00,8.7,14.21,2.79,14.74,7.06,0.54,17.23,0.22,0.22,1.13,2.12,0.19,20.27,78.52,80.45,160.6,43.44,476.45,0.0,04-Sep-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
04-Sep-2019 - 00:00,9.99,16.11,2.71,48.07,9.9,0.47,16.57,0.23,0.28,1.08,1.78,0.26,23.35,90.66,79.69,160.12,43.42,465.2,0.0,05-Sep-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
05-Sep-2019 - 00:00,11.21,15.8,3.76,72.11,3.87,0.58,36.3,0.34,0.65,1.34,1.78,0.32,8.64,70.14,83.06,161.57,43.4,443.96,0.0,06-Sep-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
06-Sep-2019 - 00:00,10.5,13.14,3.41,51.72,4.75,0.64,37.4,0.38,0.55,1.4,1.94,0.26,12.16,52.07,82.27,160.52,43.69,468.14,0.0,07-Sep-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
07-Sep-2019 - 00:00,16.16,11.83,3.8,95.66,4.0,0.37,31.95,2.04,0.34,8.87,3.88,0.36,501.56,80.78,81.65,160.54,43.4,421.8,0.0,08-Sep-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
08-Sep-2019 - 00:00,11.99,7.56,1.49,62.53,3.13,0.49,48.48,0.42,0.97,1.44,1.19,0.98,17.5,64.89,90.68,63.32,0.98,215.15,0.05,09-Sep-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
09-Sep-2019 - 00:00,12.63,8.8,2.61,59.54,3.92,0.52,47.28,1.4,3.18,6.77,3.65,5.6,15.64,106.39,78.16,148.19,0.84,334.46,0.0,10-Sep-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
10-Sep-2019 - 00:00,10.32,7.37,2.35,51.34,2.94,0.52,51.82,1.61,2.21,4.85,3.78,4.02,19.8,136.68,73.74,137.7,1.23,450.21,0.0,11-Sep-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
11-Sep-2019 - 00:00,14.09,9.52,2.55,60.79,5.11,0.45,57.66,2.05,1.12,2.55,5.14,2.86,19.83,114.75,69.3,,,378.93,0.0,12-Sep-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
12-Sep-2019 - 00:00,12.68,8.81,2.59,53.07,2.91,0.55,50.49,1.82,0.71,1.7,3.37,2.17,21.44,121.09,77.12,,,353.97,0.0,13-Sep-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
13-Sep-2019 - 00:00,10.33,7.37,2.4,53.5,3.18,0.51,40.88,2.0,0.8,1.95,3.77,2.56,17.71,81.72,84.13,,,326.93,0.0,14-Sep-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
14-Sep-2019 - 00:00,8.4,6.25,2.23,49.95,3.71,0.38,47.55,1.39,0.62,1.83,2.38,1.6,14.37,72.63,83.5,,,324.1,0.0,15-Sep-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
15-Sep-2019 - 00:00,12.11,9.24,3.58,71.11,3.66,0.36,45.03,2.19,1.6,2.81,2.84,1.71,13.07,59.95,81.48,,,500.61,0.0,16-Sep-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
16-Sep-2019 - 00:00,17.44,15.37,7.6,59.09,8.26,0.61,30.93,2.19,16.55,2.89,3.4,1.73,12.34,73.02,78.77,,,557.05,0.0,17-Sep-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
17-Sep-2019 - 00:00,10.1,7.49,2.59,50.87,4.64,0.43,39.07,2.08,24.36,1.73,3.72,1.86,13.76,119.83,80.69,122.8,41.69,267.9,0.0,18-Sep-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
18-Sep-2019 - 00:00,11.44,12.79,5.33,30.04,4.04,0.51,42.3,0.93,1.27,1.46,2.41,1.28,17.3,104.38,77.19,84.95,6.64,432.46,0.04,19-Sep-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
19-Sep-2019 - 00:00,4.56,7.54,2.5,13.65,3.94,0.34,37.26,1.3,0.16,1.31,2.68,2.19,9.4,57.14,78.56,96.43,7.28,457.38,0.0,20-Sep-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
20-Sep-2019 - 00:00,6.54,8.47,2.54,17.79,6.84,0.37,34.44,1.41,0.16,1.6,2.5,1.45,10.93,55.69,79.36,66.85,5.91,392.47,0.0,21-Sep-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
21-Sep-2019 - 00:00,7.1,9.7,2.44,15.62,7.89,0.42,37.92,1.57,0.18,2.96,4.86,2.52,13.26,67.56,79.62,50.27,5.46,419.97,0.0,22-Sep-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
22-Sep-2019 - 00:00,6.95,9.47,2.4,15.29,8.12,0.36,44.56,1.42,0.18,2.24,3.92,3.23,15.76,76.16,77.66,96.48,6.37,406.11,0.0,23-Sep-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
23-Sep-2019 - 00:00,6.42,8.41,2.44,15.33,7.47,0.38,34.97,1.2,0.14,1.74,2.92,1.91,9.2,45.83,78.72,62.27,6.04,511.3,0.0,24-Sep-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
24-Sep-2019 - 00:00,6.53,8.4,2.58,11.42,6.93,0.34,36.58,1.15,0.15,1.83,2.95,1.56,9.29,56.9,74.86,79.84,6.16,418.42,0.0,25-Sep-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
25-Sep-2019 - 00:00,6.33,8.43,2.33,10.84,7.73,0.39,44.55,1.24,0.14,1.5,2.56,1.56,12.18,59.73,76.23,80.94,6.3,457.45,0.0,26-Sep-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
26-Sep-2019 - 00:00,5.93,7.45,2.47,14.94,10.41,0.34,29.95,1.15,0.12,1.47,2.28,1.26,8.83,57.56,74.55,66.66,6.09,506.55,0.0,27-Sep-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
27-Sep-2019 - 00:00,6.19,7.93,2.47,15.63,3.7,0.37,31.13,1.32,0.12,1.5,2.59,1.51,10.01,60.63,79.39,77.14,6.12,447.52,0.0,28-Sep-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
28-Sep-2019 - 00:00,6.99,11.29,2.82,18.56,5.26,0.41,34.38,1.56,1.22,2.32,3.32,2.01,8.78,59.71,80.69,89.81,6.03,326.11,0.0,29-Sep-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
29-Sep-2019 - 00:00,2.66,8.91,0.38,8.48,10.57,0.37,21.68,1.44,0.17,2.25,3.58,1.99,9.24,42.48,86.47,63.12,6.47,295.9,0.0,30-Sep-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
30-Sep-2019 - 00:00,3.51,5.66,0.73,7.65,7.64,0.46,17.51,1.07,0.15,1.56,1.77,0.97,12.0,53.26,84.36,202.34,5.39,414.59,0.0,01-Oct-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
01-Oct-2019 - 00:00,3.38,5.33,1.08,11.62,15.22,0.49,37.49,1.63,0.17,1.75,2.12,1.29,14.2,71.21,82.8,60.37,5.45,446.82,0.0,02-Oct-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
02-Oct-2019 - 00:00,3.16,6.17,0.81,9.62,19.11,0.46,39.57,1.68,0.15,1.61,2.86,2.09,12.62,73.12,79.71,63.3,5.52,408.8,0.0,03-Oct-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
03-Oct-2019 - 00:00,8.97,13.64,2.94,19.01,10.71,0.42,46.02,4.23,0.89,2.16,11.71,15.01,13.12,87.99,76.43,118.7,5.54,318.13,0.0,04-Oct-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
04-Oct-2019 - 00:00,5.64,9.39,1.79,12.19,12.64,0.32,32.1,2.18,6.12,2.17,2.16,3.22,8.47,48.74,83.28,197.03,6.37,244.15,0.01,05-Oct-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
05-Oct-2019 - 00:00,6.03,11.32,1.07,13.69,6.17,0.44,46.49,1.05,39.81,1.61,2.05,4.13,12.03,68.11,78.01,277.58,6.13,446.31,0.0,06-Oct-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
06-Oct-2019 - 00:00,6.7,12.56,1.06,19.46,7.37,0.52,53.7,3.2,84.39,3.45,3.72,5.84,17.25,110.04,76.15,303.56,6.15,319.41,0.0,07-Oct-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
07-Oct-2019 - 00:00,4.54,8.46,1.06,11.49,16.7,0.33,52.06,3.03,16.53,0.77,0.69,1.35,18.04,156.42,66.39,313.83,7.32,459.82,0.0,08-Oct-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
08-Oct-2019 - 00:00,13.61,15.8,1.54,14.21,18.04,0.43,67.12,3.05,0.79,0.51,0.68,1.08,13.55,91.52,60.47,281.66,5.99,489.66,0.0,09-Oct-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
09-Oct-2019 - 00:00,16.05,17.48,1.87,19.4,26.55,0.52,58.16,4.59,4.93,2.38,2.17,2.38,19.51,101.81,65.23,238.82,5.3,399.17,0.0,10-Oct-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
10-Oct-2019 - 00:00,9.73,15.5,1.88,17.1,31.95,0.61,53.9,2.18,0.28,0.48,0.39,0.57,21.03,106.53,68.51,213.48,5.23,441.81,0.0,11-Oct-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
11-Oct-2019 - 00:00,9.95,16.18,1.73,21.98,32.45,0.62,64.66,4.78,0.21,0.52,0.56,0.87,19.39,114.62,63.24,152.6,5.21,448.72,0.0,12-Oct-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
12-Oct-2019 - 00:00,8.71,14.18,1.48,17.11,10.79,0.76,52.2,3.54,0.05,0.43,0.65,0.64,26.87,144.68,64.93,107.74,5.78,421.38,0.0,13-Oct-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
13-Oct-2019 - 00:00,10.49,17.03,1.81,20.1,21.48,0.65,72.38,7.83,0.03,0.1,0.19,0.27,28.44,145.13,60.86,92.61,5.0,446.52,0.0,14-Oct-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
14-Oct-2019 - 00:00,11.23,18.52,1.75,19.67,24.0,0.78,71.1,7.84,0.04,0.12,0.26,0.36,28.08,155.7,59.44,144.52,5.73,408.89,0.0,15-Oct-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
15-Oct-2019 - 00:00,11.56,19.57,1.49,20.66,15.19,0.73,75.64,4.11,1.49,0.18,0.44,0.47,27.8,168.42,59.31,99.84,5.88,375.98,0.0,16-Oct-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
16-Oct-2019 - 00:00,13.41,22.6,1.77,23.26,6.94,0.87,77.08,1.89,7.42,0.38,0.65,0.83,37.94,205.05,55.12,88.05,5.55,445.88,0.0,17-Oct-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
17-Oct-2019 - 00:00,12.24,20.66,1.58,23.19,7.11,0.96,66.36,3.03,0.26,0.73,0.99,1.24,36.4,209.43,66.96,84.01,6.15,382.04,0.0,18-Oct-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
18-Oct-2019 - 00:00,9.27,14.98,1.65,21.79,6.65,0.66,51.85,0.06,0.16,0.06,0.24,0.04,27.99,184.49,73.99,114.68,7.54,293.66,0.04,19-Oct-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
19-Oct-2019 - 00:00,9.82,15.6,1.77,16.39,3.74,0.62,50.76,0.42,0.97,0.1,0.17,0.17,21.22,153.9,66.75,203.12,6.51,416.73,0.0,20-Oct-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
20-Oct-2019 - 00:00,11.81,19.83,1.65,19.55,10.71,0.65,71.14,1.34,4.19,0.18,0.36,0.54,20.28,123.45,58.78,291.55,6.59,441.81,0.0,21-Oct-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
21-Oct-2019 - 00:00,12.12,20.13,1.79,24.51,15.12,0.81,73.27,1.71,7.31,0.28,0.32,0.73,24.76,157.59,53.83,293.97,6.51,445.09,0.0,22-Oct-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
22-Oct-2019 - 00:00,16.52,27.94,2.18,22.03,14.77,0.8,68.41,1.73,6.65,1.18,1.46,3.01,24.48,160.27,51.12,291.09,6.17,446.72,0.0,23-Oct-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
23-Oct-2019 - 00:00,15.92,26.64,2.21,24.01,15.0,1.0,70.19,1.24,0.11,0.84,0.97,1.99,32.21,189.87,49.89,195.3,5.89,385.93,0.0,24-Oct-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
24-Oct-2019 - 00:00,13.93,23.28,1.96,22.84,20.89,0.99,71.46,0.08,0.08,0.46,0.59,1.04,36.96,199.78,52.15,100.25,5.66,378.3,0.0,25-Oct-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
25-Oct-2019 - 00:00,16.88,28.5,2.19,25.96,20.74,1.15,75.92,3.29,2.92,2.61,2.88,3.67,40.01,203.03,57.48,77.22,5.23,349.93,0.0,26-Oct-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
26-Oct-2019 - 00:00,17.59,29.74,2.25,29.4,19.42,1.32,70.95,8.61,0.27,3.86,2.08,4.73,49.21,215.12,57.74,212.34,5.4,334.42,0.0,27-Oct-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
27-Oct-2019 - 00:00,17.86,30.15,2.33,31.22,24.47,1.39,75.73,12.33,0.3,1.63,1.82,4.15,56.0,269.69,52.93,296.38,6.18,337.4,0.0,28-Oct-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
28-Oct-2019 - 00:00,16.15,27.69,1.82,34.59,20.86,1.39,76.55,8.65,0.29,1.0,1.44,3.29,51.97,237.49,54.92,283.12,5.24,374.6,0.0,29-Oct-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
29-Oct-2019 - 00:00,22.18,35.08,4.46,30.01,7.97,1.42,68.58,25.55,0.38,0.38,0.92,32.23,44.68,275.97,51.36,192.28,5.13,229.89,0.0,30-Oct-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
30-Oct-2019 - 00:00,16.68,27.36,2.71,35.06,9.17,1.32,65.03,6.23,2.9,5.77,6.33,30.78,54.0,321.58,45.67,259.51,5.19,332.16,0.0,31-Oct-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
31-Oct-2019 - 00:00,13.91,23.81,1.68,31.79,19.55,1.65,67.52,9.73,0.33,4.07,6.63,7.39,66.24,374.55,49.13,173.17,5.78,292.31,0.0,01-Nov-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
01-Nov-2019 - 00:00,16.63,28.7,1.82,39.52,18.8,2.61,59.32,13.04,0.34,2.66,3.38,4.43,125.97,548.11,55.86,210.91,5.73,239.75,0.0,02-Nov-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
02-Nov-2019 - 00:00,13.37,22.65,1.68,31.31,24.82,3.22,25.06,20.6,0.36,2.91,3.77,5.81,244.03,808.6,77.9,242.52,5.35,73.61,0.0,03-Nov-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
03-Nov-2019 - 00:00,11.44,19.07,1.65,22.23,8.21,2.24,31.63,17.12,0.24,1.77,2.48,4.49,145.53,543.71,69.5,280.65,5.35,165.89,0.0,04-Nov-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
04-Nov-2019 - 00:00,12.03,20.26,1.61,19.38,16.7,1.57,56.12,10.78,0.24,1.39,2.14,3.85,95.49,365.12,57.14,307.66,6.39,364.76,0.0,05-Nov-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
05-Nov-2019 - 00:00,11.37,17.73,3.15,20.25,21.83,1.02,61.97,9.78,5.35,1.63,2.23,3.57,35.62,211.82,60.73,270.94,5.89,531.6,0.0,06-Nov-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
06-Nov-2019 - 00:00,9.0,12.41,4.27,23.73,15.61,0.56,60.75,3.83,11.93,0.91,1.79,2.19,29.66,151.07,49.54,153.47,6.78,275.7,0.01,07-Nov-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
07-Nov-2019 - 00:00,6.73,10.49,1.54,21.08,17.39,0.34,50.83,1.42,7.5,0.52,0.76,0.83,12.62,58.35,70.3,152.96,7.91,204.01,0.1,08-Nov-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
08-Nov-2019 - 00:00,6.59,10.02,1.68,17.82,14.55,0.45,51.21,2.29,3.84,0.8,0.84,1.44,17.72,92.94,75.51,217.16,7.24,576.22,0.0,09-Nov-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
09-Nov-2019 - 00:00,6.41,9.29,1.98,17.05,13.4,0.61,57.86,3.56,0.21,0.9,1.01,2.01,19.59,134.73,54.35,310.44,6.84,579.99,0.0,10-Nov-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
10-Nov-2019 - 00:00,6.13,8.96,1.96,14.47,11.91,0.95,72.29,6.11,0.19,0.84,1.27,2.48,35.45,210.11,45.39,290.17,5.78,395.29,0.0,11-Nov-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
11-Nov-2019 - 00:00,6.58,10.01,1.78,12.46,18.74,1.54,80.78,10.62,3.06,1.55,2.19,3.93,54.89,301.17,45.15,279.17,5.93,340.21,0.0,12-Nov-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
12-Nov-2019 - 00:00,8.62,13.47,2.0,13.6,16.27,2.96,59.01,21.41,0.37,4.18,5.58,9.01,120.41,682.89,59.31,240.56,5.29,211.63,0.0,13-Nov-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
13-Nov-2019 - 00:00,9.76,15.64,2.27,16.39,16.79,2.17,49.64,16.05,16.62,5.89,3.89,7.87,97.7,554.27,61.49,177.05,6.07,211.35,0.0,14-Nov-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
14-Nov-2019 - 00:00,6.71,10.23,1.89,11.71,8.8,2.14,34.32,15.13,22.15,1.96,2.41,4.87,102.91,545.39,63.57,241.11,5.72,194.09,0.0,15-Nov-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
