from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,WS,WD,AT,RH,BP,to date,station
20-Nov-2019 - 00:00,201.46,324.29,167.62,90.31,162.58,107.37,11.22,3.75,35.46,13.51,74.69,0.84,145.3,21.57,53.94,743.0,21-Nov-2019 - 00:00,"Sector-116, Noida - UPPCB"
21-Nov-2019 - 00:00,259.48,395.0,162.41,67.37,141.14,118.43,19.45,3.71,24.03,13.7,89.66,0.84,124.54,21.9,50.7,743.0,22-Nov-2019 - 00:00,"Sector-116, Noida - UPPCB"
22-Nov-2019 - 00:00,217.1,332.06,157.62,35.12,112.39,105.19,19.37,3.18,37.78,12.11,102.36,0.89,138.94,22.32,51.55,743.0,23-Nov-2019 - 00:00,"Sector-116, Noida - UPPCB"
23-Nov-2019 - 00:00,130.19,207.9,121.85,14.47,76.58,61.76,13.98,2.46,25.46,10.49,59.0,1.4,174.96,22.59,53.03,743.0,24-Nov-2019 - 00:00,"Sector-116, Noida - UPPCB"
24-Nov-2019 - 00:00,99.25,163.42,90.96,7.28,54.29,35.38,10.89,2.07,12.92,7.58,44.16,1.65,168.58,23.05,53.12,743.0,25-Nov-2019 - 00:00,"Sector-116, Noida - UPPCB"
25-Nov-2019 - 00:00,118.58,215.99,98.75,25.72,73.44,34.81,14.1,2.56,34.83,8.82,51.78,1.13,119.26,22.8,50.07,743.0,26-Nov-2019 - 00:00,"Sector-116, Noida - UPPCB"
26-Nov-2019 - 00:00,100.21,188.62,75.36,5.23,44.34,37.94,19.32,2.19,14.8,7.91,37.42,1.86,110.77,23.4,49.39,743.0,27-Nov-2019 - 00:00,"Sector-116, Noida - UPPCB"
27-Nov-2019 - 00:00,68.55,114.45,54.39,2.36,30.85,31.11,11.52,1.47,17.33,5.69,33.19,2.35,90.05,21.76,60.11,743.0,28-Nov-2019 - 00:00,"Sector-116, Noida - UPPCB"
28-Nov-2019 - 00:00,28.29,47.53,42.77,1.15,23.69,26.38,4.49,1.55,15.2,3.83,27.83,3.37,84.45,18.79,73.67,743.0,29-Nov-2019 - 00:00,"Sector-116, Noida - UPPCB"
29-Nov-2019 - 00:00,57.08,93.66,83.24,8.97,51.57,38.06,5.13,2.06,16.33,7.28,56.04,1.77,97.91,19.24,72.6,743.0,30-Nov-2019 - 00:00,"Sector-116, Noida - UPPCB"
30-Nov-2019 - 00:00,101.46,145.47,89.88,9.31,55.37,42.9,4.75,2.14,27.29,9.31,62.71,1.66,146.48,19.66,70.46,743.0,01-Dec-2019 - 00:00,"Sector-116, Noida - UPPCB"
01-Dec-2019 - 00:00,122.56,169.08,93.96,13.71,61.13,37.52,3.88,2.17,16.76,8.62,48.8,1.57,170.51,18.71,60.68,743.0,02-Dec-2019 - 00:00,"Sector-116, Noida - UPPCB"
02-Dec-2019 - 00:00,135.73,206.08,104.91,22.12,73.78,37.98,4.41,2.46,13.0,9.55,48.55,1.66,174.82,18.26,55.31,743.0,03-Dec-2019 - 00:00,"Sector-116, Noida - UPPCB"
03-Dec-2019 - 00:00,138.25,210.93,107.07,37.5,87.44,39.49,6.01,2.68,13.04,,,1.69,180.81,18.43,49.39,743.0,04-Dec-2019 - 00:00,"Sector-116, Noida - UPPCB"
04-Dec-2019 - 00:00,170.93,269.5,123.13,69.18,121.74,46.91,8.03,3.32,25.68,,,1.09,152.54,18.19,50.08,742.98,05-Dec-2019 - 00:00,"Sector-116, Noida - UPPCB"
05-Dec-2019 - 00:00,331.68,444.94,135.37,58.75,119.76,78.94,15.12,3.84,38.88,,,1.09,138.44,17.83,59.61,742.86,06-Dec-2019 - 00:00,"Sector-116, Noida - UPPCB"
06-Dec-2019 - 00:00,250.68,334.44,111.07,30.39,83.79,70.53,13.04,3.02,72.19,,,1.28,155.6,19.01,67.14,743.0,07-Dec-2019 - 00:00,"Sector-116, Noida - UPPCB"
07-Dec-2019 - 00:00,244.84,336.41,105.65,73.34,115.82,69.56,14.82,3.53,52.12,,,1.02,134.82,19.06,65.17,743.0,08-Dec-2019 - 00:00,"Sector-116, Noida - UPPCB"
08-Dec-2019 - 00:00,306.78,415.15,129.82,129.05,173.97,81.63,7.15,5.02,61.66,,,0.75,148.57,18.72,64.12,743.0,09-Dec-2019 - 00:00,"Sector-116, Noida - UPPCB"
09-Dec-2019 - 00:00,247.09,343.6,120.39,75.78,125.65,68.17,13.03,3.69,72.65,23.46,207.98,0.95,148.1,18.44,57.81,742.93,10-Dec-2019 - 00:00,"Sector-116, Noida - UPPCB"
10-Dec-2019 - 00:00,306.99,424.77,131.46,83.16,137.53,76.69,9.54,4.36,30.07,30.75,173.38,0.89,154.57,17.81,60.05,742.95,11-Dec-2019 - 00:00,"Sector-116, Noida - UPPCB"
11-Dec-2019 - 00:00,369.82,495.3,110.92,45.08,95.65,91.66,6.03,3.81,16.39,19.78,191.15,1.01,144.91,17.49,63.22,742.86,12-Dec-2019 - 00:00,"Sector-116, Noida - UPPCB"
12-Dec-2019 - 00:00,284.49,261.1,65.4,3.52,37.65,81.44,3.23,2.61,20.11,7.4,111.4,2.02,129.98,17.51,68.58,743.0,13-Dec-2019 - 00:00,"Sector-116, Noida - UPPCB"
13-Dec-2019 - 00:00,91.26,104.02,45.72,1.54,25.57,58.45,2.25,1.96,18.72,7.01,104.5,2.15,124.15,16.23,86.9,743.0,14-Dec-2019 - 00:00,"Sector-116, Noida - UPPCB"
14-Dec-2019 - 00:00,84.83,118.95,58.18,13.02,41.53,37.59,2.98,1.97,34.37,4.56,16.52,1.55,107.35,15.94,76.79,743.0,15-Dec-2019 - 00:00,"Sector-116, Noida - UPPCB"
15-Dec-2019 - 00:00,111.17,149.45,66.32,10.02,43.42,39.79,2.49,2.09,27.5,2.61,10.47,1.6,157.82,15.97,75.69,742.99,16-Dec-2019 - 00:00,"Sector-116, Noida - UPPCB"
16-Dec-2019 - 00:00,108.3,134.05,51.67,3.55,30.37,39.09,1.16,2.1,7.3,1.66,7.26,2.14,135.24,12.72,84.75,742.69,17-Dec-2019 - 00:00,"Sector-116, Noida - UPPCB"
17-Dec-2019 - 00:00,90.72,112.71,41.48,3.84,25.18,38.88,1.47,1.88,12.49,3.41,6.45,2.61,113.86,12.13,79.91,742.34,18-Dec-2019 - 00:00,"Sector-116, Noida - UPPCB"
18-Dec-2019 - 00:00,206.02,278.69,97.4,8.65,58.84,46.56,3.48,1.91,16.74,3.04,34.86,1.49,95.96,14.17,69.39,742.7,19-Dec-2019 - 00:00,"Sector-116, Noida - UPPCB"
19-Dec-2019 - 00:00,259.46,322.88,79.38,16.22,55.41,48.38,3.4,1.36,8.5,2.6,11.24,1.31,142.08,9.91,92.6,742.12,20-Dec-2019 - 00:00,"Sector-116, Noida - UPPCB"
20-Dec-2019 - 00:00,411.63,533.35,118.94,56.99,109.6,67.42,4.7,2.69,17.62,2.55,17.98,0.95,155.98,11.95,89.12,742.36,21-Dec-2019 - 00:00,"Sector-116, Noida - UPPCB"
21-Dec-2019 - 00:00,352.52,459.52,112.87,48.03,99.08,80.37,1.6,1.9,22.43,1.4,27.7,1.44,135.43,13.86,85.74,742.66,22-Dec-2019 - 00:00,"Sector-116, Noida - UPPCB"
22-Dec-2019 - 00:00,186.08,237.45,76.96,4.26,44.4,61.66,1.31,1.39,,,,2.61,128.27,12.35,86.14,742.49,23-Dec-2019 - 00:00,"Sector-116, Noida - UPPCB"
23-Dec-2019 - 00:00,223.02,291.43,81.4,12.78,53.7,51.44,2.78,1.63,9.42,,,1.79,101.98,10.97,84.66,742.27,24-Dec-2019 - 00:00,"Sector-116, Noida - UPPCB"
24-Dec-2019 - 00:00,258.65,337.67,71.26,5.6,42.45,53.51,1.95,1.49,6.36,,,1.5,130.37,10.56,84.07,742.37,25-Dec-2019 - 00:00,"Sector-116, Noida - UPPCB"
25-Dec-2019 - 00:00,223.69,302.98,82.06,9.37,51.27,48.0,1.69,1.71,,,,2.27,111.07,10.75,78.14,742.38,26-Dec-2019 - 00:00,"Sector-116, Noida - UPPCB"
26-Dec-2019 - 00:00,228.57,310.22,75.86,4.81,44.25,53.13,4.11,2.03,,,,2.09,88.34,9.54,79.96,742.23,27-Dec-2019 - 00:00,"Sector-116, Noida - UPPCB"
27-Dec-2019 - 00:00,295.94,403.86,77.48,9.52,48.95,48.04,3.49,1.83,,,,1.69,91.08,9.47,77.24,742.3,28-Dec-2019 - 00:00,"Sector-116, Noida - UPPCB"
28-Dec-2019 - 00:00,361.26,492.91,86.61,30.67,71.0,52.81,5.16,1.51,5.59,,,1.32,113.29,8.69,84.58,742.22,29-Dec-2019 - 00:00,"Sector-116, Noida - UPPCB"
29-Dec-2019 - 00:00,376.46,517.66,86.1,19.44,61.61,54.0,8.29,1.81,31.67,11.9,58.7,1.3,114.95,9.75,80.42,742.31,30-Dec-2019 - 00:00,"Sector-116, Noida - UPPCB"
30-Dec-2019 - 00:00,315.85,413.3,64.81,23.74,53.78,54.34,7.29,2.2,11.33,11.9,58.7,1.3,134.96,6.96,95.84,742.0,31-Dec-2019 - 00:00,"Sector-116, Noida - UPPCB"
31-Dec-2019 - 00:00,200.0,260.0,51.9,0.7,28.2,48.1,6.15,2.04,2.1,11.9,58.7,2.0,146.0,6.4,90.0,742.0,01-Jan-2020 - 00:00,"Sector-116, Noida - UPPCB"
