from date,Benzene,Eth-Benzene,MP-Xylene,BP,O Xylene,PM10,PM2.5,RF,RH,SR,Temp,WD,WS,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
11-Nov-2019 - 00:00,1.35,0.0,0.0,728.07,4.56,125.82,55.09,0.0,56.29,122.58,,159.11,0.85,0.68,18.0,4.95,22.41,27.29,39.8,5.68,12-Nov-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
12-Nov-2019 - 00:00,2.26,0.02,0.0,728.04,7.17,136.12,61.69,0.0,56.08,117.43,,151.85,1.32,0.81,19.67,6.47,21.22,27.54,35.22,6.4,13-Nov-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
13-Nov-2019 - 00:00,0.74,0.0,0.0,727.99,17.03,68.05,34.21,0.0,55.79,120.54,,126.68,1.33,0.57,20.73,6.5,22.92,29.33,33.36,5.57,14-Nov-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
14-Nov-2019 - 00:00,0.81,0.14,0.05,729.21,5.82,86.19,51.45,0.01,63.33,129.14,,130.59,2.02,0.51,17.82,5.77,22.15,27.86,42.45,5.1,15-Nov-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
15-Nov-2019 - 00:00,1.17,0.0,0.0,730.57,7.41,83.1,50.28,0.0,71.71,118.13,,138.14,1.62,0.72,21.26,8.06,19.21,27.21,49.37,6.03,16-Nov-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
16-Nov-2019 - 00:00,1.71,0.0,0.0,729.96,8.16,83.67,48.03,0.0,67.95,112.14,,139.7,1.26,0.73,19.78,6.05,19.93,25.84,48.67,7.01,17-Nov-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
17-Nov-2019 - 00:00,1.29,0.0,0.0,729.95,3.45,72.58,43.07,0.0,67.88,110.46,,120.17,1.17,0.58,22.69,7.15,23.16,30.23,42.69,6.78,18-Nov-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
18-Nov-2019 - 00:00,1.45,0.0,0.0,729.67,6.71,93.19,55.88,0.0,66.2,115.11,,139.44,0.95,0.61,21.54,6.33,22.74,28.99,40.13,6.54,19-Nov-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
19-Nov-2019 - 00:00,2.31,0.0,0.0,729.05,10.38,89.01,51.7,0.0,62.34,111.85,,158.64,0.89,0.77,19.58,7.0,20.41,27.34,28.53,6.43,20-Nov-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
20-Nov-2019 - 00:00,1.36,0.0,0.0,729.04,4.87,75.89,46.44,0.0,62.26,115.3,,153.64,1.03,0.66,25.4,8.24,24.01,32.24,41.15,6.52,21-Nov-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
21-Nov-2019 - 00:00,1.19,0.0,0.0,728.11,4.11,100.74,55.81,0.0,56.51,105.91,,131.1,1.3,0.62,17.1,5.01,21.02,25.93,47.01,6.83,22-Nov-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
22-Nov-2019 - 00:00,1.96,0.0,0.0,728.34,6.06,116.39,58.98,0.0,57.93,115.44,,171.03,1.04,0.71,15.97,4.23,22.26,26.38,43.06,6.43,23-Nov-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
23-Nov-2019 - 00:00,2.42,0.0,0.0,729.13,6.92,97.05,43.69,0.0,62.81,107.82,,217.09,0.85,0.83,19.04,5.36,22.78,27.64,36.83,6.17,24-Nov-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
24-Nov-2019 - 00:00,1.32,0.0,0.0,729.45,7.67,117.82,73.24,0.0,64.81,116.08,,146.46,1.08,0.65,17.4,8.77,20.11,28.8,49.51,6.24,25-Nov-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
25-Nov-2019 - 00:00,1.34,0.0,0.0,729.17,3.55,131.81,88.88,0.0,63.09,108.79,,214.58,1.3,0.63,18.98,8.01,22.21,30.15,46.82,6.7,26-Nov-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
26-Nov-2019 - 00:00,1.09,0.0,0.0,728.82,6.97,111.68,61.55,0.0,60.95,111.72,,216.46,1.41,0.52,24.96,11.36,24.77,36.12,41.52,7.15,27-Nov-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
27-Nov-2019 - 00:00,1.77,0.0,0.0,728.96,8.29,111.85,66.33,0.0,61.81,104.29,,276.58,1.26,0.59,21.49,7.58,23.84,31.35,32.07,7.92,28-Nov-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
28-Nov-2019 - 00:00,1.55,0.08,0.03,729.9,4.75,99.36,69.38,0.0,67.61,104.49,,164.07,1.22,0.53,21.19,8.26,22.46,30.7,39.98,5.14,29-Nov-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
29-Nov-2019 - 00:00,1.0,0.0,0.0,731.4,2.76,102.62,65.33,0.0,76.9,104.77,,35.59,1.49,0.47,25.01,8.42,23.5,32.6,41.28,5.07,30-Nov-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
30-Nov-2019 - 00:00,1.03,0.0,0.0,730.19,2.39,101.84,59.36,0.0,75.94,123.89,,39.6,1.75,0.48,21.88,9.31,20.72,30.03,39.51,5.32,01-Dec-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
01-Dec-2019 - 00:00,0.81,0.0,0.0,727.2,2.02,86.36,54.08,0.0,69.47,111.84,,82.06,1.41,0.45,21.14,7.89,20.7,28.58,42.47,5.98,02-Dec-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
02-Dec-2019 - 00:00,0.7,0.0,0.0,724.51,1.92,96.5,51.03,0.0,52.82,102.44,,62.44,1.59,0.44,21.37,7.94,19.85,27.77,38.84,5.92,03-Dec-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
03-Dec-2019 - 00:00,0.66,0.0,0.0,723.41,2.19,82.87,47.74,0.0,40.57,104.76,,61.28,1.39,0.42,22.7,8.9,22.14,31.02,35.57,5.94,04-Dec-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
04-Dec-2019 - 00:00,0.66,0.0,0.0,724.96,2.24,82.39,45.46,0.0,40.7,96.9,,93.62,1.51,0.5,23.17,8.47,21.88,30.28,35.47,7.28,05-Dec-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
05-Dec-2019 - 00:00,1.17,0.13,0.03,725.86,2.56,95.55,52.15,0.0,42.65,76.6,,71.72,1.47,0.54,18.06,8.31,17.02,24.85,29.92,7.81,06-Dec-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
06-Dec-2019 - 00:00,0.96,0.0,0.0,726.53,1.93,107.23,59.2,0.0,46.76,97.74,,77.46,1.6,0.7,21.49,10.05,20.09,30.12,45.91,7.57,07-Dec-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
07-Dec-2019 - 00:00,1.04,0.0,0.0,726.87,2.14,109.91,67.55,0.0,48.89,99.21,,78.6,1.17,0.6,19.59,8.71,20.0,28.63,60.11,6.76,08-Dec-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
08-Dec-2019 - 00:00,1.26,0.0,0.0,727.14,2.9,100.54,66.27,0.0,53.85,97.51,,91.28,1.38,0.64,23.26,8.83,20.85,29.65,60.72,6.2,09-Dec-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
09-Dec-2019 - 00:00,1.66,0.0,0.0,727.61,3.81,101.28,62.58,0.0,58.08,99.9,,141.99,1.06,0.71,23.77,9.58,26.26,35.82,51.72,6.17,10-Dec-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
10-Dec-2019 - 00:00,4.27,0.11,0.01,727.91,10.4,150.95,82.82,0.0,59.93,98.82,,175.27,0.79,1.14,22.64,9.79,22.39,32.18,39.01,8.17,11-Dec-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
11-Dec-2019 - 00:00,2.27,0.0,0.0,726.88,7.07,101.91,50.25,0.0,53.59,101.9,,144.82,0.89,0.91,20.88,7.41,20.66,27.99,40.83,5.67,12-Dec-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
12-Dec-2019 - 00:00,1.59,0.0,0.0,728.11,4.73,75.04,45.73,0.0,61.18,108.55,,200.99,1.53,0.65,20.77,6.44,25.2,31.48,36.76,8.8,13-Dec-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
13-Dec-2019 - 00:00,2.09,0.0,0.0,731.58,4.45,131.49,96.21,0.0,84.24,92.99,,250.7,1.32,0.62,24.45,10.67,25.36,36.01,31.17,8.66,14-Dec-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
14-Dec-2019 - 00:00,1.41,0.0,0.0,727.95,3.52,71.67,45.43,0.0,57.21,106.33,,78.31,1.39,0.56,20.11,9.33,17.89,27.17,32.04,6.74,15-Dec-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
15-Dec-2019 - 00:00,0.73,0.0,0.0,726.28,1.93,70.15,46.47,0.0,59.13,100.83,,104.06,1.35,0.38,22.42,8.7,23.29,31.96,33.11,5.88,16-Dec-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
16-Dec-2019 - 00:00,1.39,0.04,0.02,727.76,2.22,85.86,51.42,0.0,66.89,110.09,,63.25,1.5,0.42,19.85,8.5,21.57,30.02,31.45,5.45,17-Dec-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
17-Dec-2019 - 00:00,0.5,0.0,0.0,726.29,1.19,64.44,37.35,0.0,59.19,100.1,,61.67,1.59,0.4,22.2,8.72,23.16,31.89,39.27,6.03,18-Dec-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
18-Dec-2019 - 00:00,1.9,0.02,0.0,726.35,5.23,94.91,50.82,0.0,59.58,91.8,,123.51,0.93,0.74,21.07,6.26,23.22,28.84,28.57,6.89,19-Dec-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
19-Dec-2019 - 00:00,1.88,0.0,0.0,725.19,6.75,95.78,42.96,0.0,52.37,100.53,,127.96,0.95,0.74,18.56,7.0,21.31,27.5,39.53,9.72,20-Dec-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
20-Dec-2019 - 00:00,3.29,0.01,0.0,725.75,7.89,120.58,57.54,0.0,55.85,106.72,,142.59,0.88,1.08,22.1,7.7,24.97,32.94,36.93,7.46,21-Dec-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
21-Dec-2019 - 00:00,1.2,0.0,0.0,725.68,5.62,96.28,44.55,0.0,55.43,110.2,,69.87,1.14,0.59,20.11,9.04,22.84,31.86,37.04,4.85,22-Dec-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
22-Dec-2019 - 00:00,0.77,0.0,0.0,723.93,1.8,86.99,52.58,0.0,44.62,103.49,,44.81,1.97,0.42,18.37,6.78,22.94,29.68,48.41,6.98,23-Dec-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
23-Dec-2019 - 00:00,0.75,0.0,0.0,724.3,4.55,77.11,42.05,0.0,46.87,115.18,,44.24,1.58,0.35,20.17,6.69,22.71,29.22,39.09,6.23,24-Dec-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
24-Dec-2019 - 00:00,0.98,0.0,0.0,726.13,2.62,117.07,64.27,0.0,58.2,109.01,,107.53,1.52,0.46,23.04,5.45,26.12,31.24,44.83,6.35,25-Dec-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
25-Dec-2019 - 00:00,1.26,0.0,0.0,726.49,4.33,126.23,67.54,0.0,60.42,102.6,,53.36,1.39,0.6,22.22,5.18,25.58,30.24,45.89,4.89,26-Dec-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
26-Dec-2019 - 00:00,0.99,0.0,0.0,723.53,2.51,120.95,40.9,0.0,42.16,101.38,,132.82,1.04,0.55,22.97,4.92,27.55,32.42,29.03,5.42,27-Dec-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
27-Dec-2019 - 00:00,0.96,0.0,0.0,722.88,2.61,94.73,31.79,0.0,38.09,99.12,,83.15,1.24,0.53,28.03,9.17,29.55,38.57,31.16,5.25,28-Dec-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
28-Dec-2019 - 00:00,0.7,0.0,0.0,723.13,1.93,97.3,37.51,0.0,36.41,97.46,,88.69,1.79,0.46,20.36,4.39,24.06,28.23,36.35,7.72,29-Dec-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
29-Dec-2019 - 00:00,0.75,0.0,0.0,725.64,1.61,107.1,59.52,0.0,45.9,90.19,,80.82,1.66,0.45,22.6,6.83,25.73,32.4,36.65,7.78,30-Dec-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
30-Dec-2019 - 00:00,1.08,0.0,0.0,726.01,2.43,104.37,56.59,0.0,48.16,116.38,,184.43,1.12,0.54,21.55,9.82,21.08,30.9,38.57,7.11,31-Dec-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
31-Dec-2019 - 00:00,1.16,0.0,0.0,727.48,2.54,119.5,63.57,0.0,57.27,44.28,,73.62,1.54,0.61,14.08,8.32,14.44,22.77,5.29,3.16,01-Jan-2020 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
