from date,NO2,NH3,NOx,NO,SO2,CO,Ozone,PM2.5,PM10,Benzene,Temp,RH,BP,Toluene,WD,to date,station
05-Sep-2019 - 00:00,7.59,5.19,4.58,0.67,8.59,0.43,26.11,5.44,21.62,0.11,27.44,66.22,710.72,0.86,251.89,06-Sep-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
06-Sep-2019 - 00:00,7.86,4.7,4.77,0.71,11.97,0.65,25.72,4.9,23.32,0.12,25.99,71.7,710.57,0.94,253.59,07-Sep-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
07-Sep-2019 - 00:00,6.44,4.94,4.02,0.72,12.47,0.4,26.08,4.0,24.9,0.1,25.8,73.93,711.33,0.72,247.38,08-Sep-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
08-Sep-2019 - 00:00,5.95,4.73,3.71,0.66,10.4,0.29,27.02,4.82,26.28,0.1,25.62,69.83,712.48,0.51,255.98,09-Sep-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
09-Sep-2019 - 00:00,7.43,4.74,4.5,0.66,10.8,0.36,28.99,6.67,27.76,0.11,25.57,67.19,712.11,0.78,251.45,10-Sep-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
10-Sep-2019 - 00:00,7.77,4.8,4.69,0.7,10.16,0.5,29.42,8.7,36.27,0.12,25.6,71.74,712.02,0.72,245.11,11-Sep-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
11-Sep-2019 - 00:00,8.57,4.95,5.32,0.75,10.46,0.37,26.87,8.7,37.56,0.13,25.56,70.7,713.03,0.84,243.97,12-Sep-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
12-Sep-2019 - 00:00,5.93,5.33,3.68,0.65,10.63,0.35,24.04,10.05,36.45,0.1,25.18,79.95,715.0,0.52,247.45,13-Sep-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
13-Sep-2019 - 00:00,10.51,5.18,6.22,0.79,10.12,0.8,32.1,10.62,41.8,0.14,25.56,54.59,714.15,1.34,271.59,14-Sep-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
14-Sep-2019 - 00:00,6.84,5.35,4.22,0.72,10.1,0.38,30.83,9.75,34.19,0.1,25.43,61.29,713.94,0.73,260.41,15-Sep-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
15-Sep-2019 - 00:00,6.47,5.41,4.03,0.74,10.68,0.73,29.23,11.0,38.06,0.12,25.45,61.66,713.49,0.64,267.0,16-Sep-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
16-Sep-2019 - 00:00,8.0,5.58,4.9,0.78,11.03,0.48,26.57,8.38,26.35,0.11,25.61,61.85,712.45,0.93,264.76,17-Sep-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
17-Sep-2019 - 00:00,9.53,5.41,5.65,0.72,10.5,0.69,25.6,8.23,27.17,0.15,25.56,60.98,711.6,1.36,266.95,18-Sep-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
18-Sep-2019 - 00:00,11.16,5.07,6.57,0.78,10.46,0.77,27.34,8.25,30.93,0.15,25.4,58.28,711.34,1.41,254.2,19-Sep-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
19-Sep-2019 - 00:00,7.88,6.01,4.78,0.73,10.69,0.74,30.14,12.62,42.35,0.11,25.68,54.12,711.98,0.78,239.89,20-Sep-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
20-Sep-2019 - 00:00,8.73,6.63,5.23,0.73,10.14,0.63,29.76,8.45,32.5,0.12,25.66,59.15,712.51,0.9,242.08,21-Sep-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
21-Sep-2019 - 00:00,11.56,6.31,6.71,0.73,9.98,0.81,33.6,10.53,37.35,0.13,25.55,55.01,711.92,1.03,213.48,22-Sep-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
22-Sep-2019 - 00:00,13.98,6.83,8.03,0.8,10.07,0.99,30.98,10.31,29.84,0.18,25.55,60.29,712.49,1.6,225.94,23-Sep-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
23-Sep-2019 - 00:00,22.81,9.32,12.68,0.72,10.15,1.32,34.63,15.5,34.24,0.27,25.6,70.59,712.62,2.51,203.97,24-Sep-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
24-Sep-2019 - 00:00,13.13,9.59,7.54,0.72,9.67,0.91,42.61,7.46,20.67,0.16,25.78,67.68,712.16,1.43,218.67,25-Sep-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
25-Sep-2019 - 00:00,8.95,7.69,5.33,0.68,9.87,0.87,36.9,6.71,23.64,0.11,25.5,60.22,711.99,1.07,206.3,26-Sep-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
26-Sep-2019 - 00:00,11.89,6.17,6.88,0.67,10.28,1.07,30.72,8.93,32.5,0.17,25.34,54.87,716.17,1.61,176.65,27-Sep-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
27-Sep-2019 - 00:00,17.23,6.43,9.95,0.78,10.62,1.23,32.7,21.79,57.33,0.22,25.72,61.74,717.89,2.55,177.95,28-Sep-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
28-Sep-2019 - 00:00,14.55,6.32,8.09,0.7,11.71,0.72,44.72,17.36,56.67,0.15,25.82,54.88,716.15,1.93,142.71,29-Sep-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
29-Sep-2019 - 00:00,12.64,6.55,7.29,0.71,10.58,0.91,36.64,31.24,64.14,0.14,25.76,52.34,716.83,1.4,133.59,30-Sep-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
30-Sep-2019 - 00:00,13.0,5.77,7.43,0.67,10.73,1.03,33.63,14.72,48.9,0.14,25.88,54.83,716.1,1.26,127.39,01-Oct-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
01-Oct-2019 - 00:00,16.5,5.77,9.37,0.89,10.9,1.18,39.12,18.42,43.88,0.19,25.9,56.29,716.22,2.24,208.86,02-Oct-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
02-Oct-2019 - 00:00,16.89,5.94,9.57,0.75,10.98,0.96,43.58,7.44,22.92,0.15,25.82,50.97,716.02,1.47,178.4,03-Oct-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
03-Oct-2019 - 00:00,23.93,6.73,13.26,0.76,9.88,1.7,36.57,17.28,40.95,0.3,26.99,56.39,714.89,3.31,228.94,04-Oct-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
04-Oct-2019 - 00:00,8.68,6.6,5.14,0.65,10.66,0.39,29.21,22.5,26.64,0.14,,,,1.49,,05-Oct-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
05-Oct-2019 - 00:00,,,,,,,,,,,,,,,,06-Oct-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
06-Oct-2019 - 00:00,,,,,,,,,,,,,,,,07-Oct-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
07-Oct-2019 - 00:00,,,,,,,,,,,,,,,,08-Oct-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
08-Oct-2019 - 00:00,,,,,,,,,,,,,,,,09-Oct-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
09-Oct-2019 - 00:00,,,,,,,,,,,,,,,,10-Oct-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
10-Oct-2019 - 00:00,,,,,,,,,,,,,,,,11-Oct-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
11-Oct-2019 - 00:00,,,,,,,,,,,,,,,,12-Oct-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
12-Oct-2019 - 00:00,,,,,,,,,,,,,,,,13-Oct-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
13-Oct-2019 - 00:00,,,,,,,,,,,,,,,,14-Oct-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
14-Oct-2019 - 00:00,,,,,,,,,,,,,,,,15-Oct-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
15-Oct-2019 - 00:00,,,,,,,,,,,,,,,,16-Oct-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
16-Oct-2019 - 00:00,,,,,,,,,,,,,,,,17-Oct-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
17-Oct-2019 - 00:00,23.16,8.61,12.92,0.75,10.5,1.46,24.58,8.97,25.64,0.72,27.22,68.02,712.61,1.32,133.86,18-Oct-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
18-Oct-2019 - 00:00,17.31,10.88,9.81,0.73,10.78,0.87,30.18,11.27,36.06,0.74,27.67,66.31,713.26,1.34,138.02,19-Oct-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
19-Oct-2019 - 00:00,15.98,11.38,9.06,0.7,9.92,1.45,29.28,6.66,23.52,0.74,27.66,65.56,713.83,1.34,136.38,20-Oct-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
20-Oct-2019 - 00:00,13.54,12.38,7.75,0.67,10.99,0.51,33.36,7.62,23.55,0.73,27.82,64.54,715.68,1.33,129.73,21-Oct-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
21-Oct-2019 - 00:00,21.2,9.47,11.8,0.66,10.59,0.55,30.63,8.44,21.64,0.7,27.59,67.31,712.54,1.3,143.65,22-Oct-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
22-Oct-2019 - 00:00,15.74,11.43,8.92,0.69,10.75,0.63,28.49,6.09,14.64,0.75,27.4,68.45,712.0,1.35,273.7,23-Oct-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
23-Oct-2019 - 00:00,11.78,12.88,6.85,0.72,10.68,0.57,25.41,4.89,13.66,1.3,27.51,67.11,711.82,1.99,278.9,24-Oct-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
24-Oct-2019 - 00:00,9.88,13.66,5.81,0.69,10.5,0.92,28.21,4.0,15.64,0.79,27.33,64.54,712.18,1.39,266.93,25-Oct-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
25-Oct-2019 - 00:00,10.65,13.33,6.16,0.62,10.34,0.63,27.04,3.56,14.38,0.76,27.5,65.18,712.28,1.36,237.62,26-Oct-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
26-Oct-2019 - 00:00,10.84,13.27,6.32,0.69,9.89,0.47,26.6,10.07,22.32,0.74,27.41,62.85,717.56,1.34,227.7,27-Oct-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
27-Oct-2019 - 00:00,7.59,14.54,4.58,0.69,11.0,1.53,33.38,26.21,48.86,0.95,25.92,61.54,713.6,1.37,252.91,28-Oct-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
28-Oct-2019 - 00:00,17.03,11.02,9.56,0.61,11.65,1.09,36.3,,,0.2,27.45,71.39,712.98,2.06,128.64,29-Oct-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
29-Oct-2019 - 00:00,12.19,28.38,7.08,1.02,13.38,0.79,36.21,32.7,117.85,0.14,26.92,73.54,713.52,1.76,117.77,30-Oct-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
30-Oct-2019 - 00:00,14.6,21.95,8.39,0.76,11.21,0.19,41.94,12.46,28.47,0.15,27.01,70.3,712.9,1.63,127.64,31-Oct-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
31-Oct-2019 - 00:00,14.22,20.11,8.21,0.79,9.76,0.06,46.92,18.0,41.14,0.19,26.92,68.12,712.73,1.76,164.53,01-Nov-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
01-Nov-2019 - 00:00,12.59,20.35,7.27,0.71,10.17,0.2,60.86,25.07,65.5,0.23,26.67,62.78,713.25,1.81,180.79,02-Nov-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
02-Nov-2019 - 00:00,14.9,20.31,8.57,0.86,10.86,1.23,45.01,25.99,56.78,0.29,26.59,63.69,714.19,2.24,146.59,03-Nov-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
03-Nov-2019 - 00:00,14.99,20.91,8.56,0.73,11.27,1.32,53.54,35.73,54.7,0.2,26.47,59.78,715.27,1.51,124.48,04-Nov-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
04-Nov-2019 - 00:00,23.77,22.28,13.21,0.84,11.81,1.44,55.47,56.22,102.93,0.35,27.14,50.89,715.86,2.65,134.38,05-Nov-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
05-Nov-2019 - 00:00,25.65,22.48,14.2,0.76,11.14,1.3,51.84,57.19,113.71,0.43,26.69,57.16,714.04,3.27,133.91,06-Nov-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
06-Nov-2019 - 00:00,29.15,23.38,16.15,0.81,10.95,1.26,72.78,67.46,129.8,0.4,26.68,60.97,712.49,3.07,154.03,07-Nov-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
07-Nov-2019 - 00:00,28.47,23.81,15.75,0.93,10.94,1.25,67.74,68.55,133.56,0.47,26.85,65.85,712.15,4.93,175.49,08-Nov-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
08-Nov-2019 - 00:00,24.41,23.51,13.67,0.85,10.84,1.22,58.99,67.4,111.46,0.44,26.66,70.49,712.96,3.57,214.9,09-Nov-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
09-Nov-2019 - 00:00,19.23,22.34,10.77,0.75,10.72,1.2,64.44,47.19,87.6,0.32,26.63,66.75,713.36,3.0,183.28,10-Nov-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
10-Nov-2019 - 00:00,18.74,23.5,10.59,0.76,10.08,1.06,63.69,59.44,97.38,0.28,26.66,64.92,713.4,2.07,135.02,11-Nov-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
11-Nov-2019 - 00:00,19.68,23.86,11.06,0.74,10.22,1.09,76.83,70.6,111.52,0.25,26.97,64.97,713.22,1.67,126.7,12-Nov-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
12-Nov-2019 - 00:00,18.06,20.71,10.26,0.8,10.46,1.14,59.52,24.14,56.09,0.19,27.27,65.8,714.15,1.41,128.74,13-Nov-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
13-Nov-2019 - 00:00,17.99,20.86,10.15,0.73,11.75,1.42,60.46,27.96,59.38,0.19,27.18,65.69,714.66,1.4,122.58,14-Nov-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
14-Nov-2019 - 00:00,16.32,20.08,9.25,0.7,11.27,1.32,52.8,15.88,41.99,0.19,27.3,68.67,714.65,1.35,108.22,15-Nov-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
15-Nov-2019 - 00:00,18.41,20.22,10.37,0.75,10.53,1.16,34.36,20.17,39.89,0.21,27.06,70.96,714.49,1.9,81.43,16-Nov-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
16-Nov-2019 - 00:00,17.21,19.83,9.77,0.75,11.33,1.33,39.09,14.23,39.56,0.19,26.59,67.12,714.52,1.72,99.72,17-Nov-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
17-Nov-2019 - 00:00,14.96,20.71,8.51,0.69,9.84,1.01,59.36,27.41,57.35,0.17,26.77,59.92,714.78,1.32,45.43,18-Nov-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
18-Nov-2019 - 00:00,18.25,20.38,10.33,0.76,10.41,1.13,48.04,22.3,50.65,0.18,26.85,64.82,714.65,1.59,98.36,19-Nov-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
19-Nov-2019 - 00:00,16.24,19.77,9.28,0.84,10.96,1.25,40.93,12.66,41.48,0.22,26.71,68.75,714.41,1.63,207.36,20-Nov-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
20-Nov-2019 - 00:00,16.86,19.86,9.53,0.72,10.29,1.1,41.03,12.85,31.34,0.18,26.99,77.75,713.82,1.39,167.52,21-Nov-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
21-Nov-2019 - 00:00,20.55,21.84,11.52,0.74,10.56,1.16,52.7,41.14,73.82,0.25,27.24,81.73,714.8,1.83,127.14,22-Nov-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
22-Nov-2019 - 00:00,17.9,21.57,10.13,0.76,11.11,1.28,56.07,36.69,72.53,0.21,26.84,80.52,715.75,1.44,134.81,23-Nov-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
23-Nov-2019 - 00:00,18.2,21.23,10.27,0.73,11.22,1.31,61.11,30.48,65.66,0.18,26.52,77.6,715.59,1.45,161.65,24-Nov-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
24-Nov-2019 - 00:00,14.08,22.26,8.1,0.75,11.28,1.32,68.83,42.69,75.0,0.17,26.57,75.71,714.86,1.03,147.27,25-Nov-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
25-Nov-2019 - 00:00,20.47,21.69,11.49,0.75,11.81,1.44,56.23,38.02,73.35,0.2,26.55,78.51,714.54,1.45,135.26,26-Nov-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
26-Nov-2019 - 00:00,17.71,21.43,10.01,0.74,12.11,1.5,62.07,34.74,69.7,0.17,26.68,71.38,713.64,1.11,166.14,27-Nov-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
27-Nov-2019 - 00:00,19.09,20.91,10.72,0.74,11.31,1.33,53.06,31.94,59.91,0.22,26.53,79.48,713.65,1.55,129.69,28-Nov-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
28-Nov-2019 - 00:00,18.34,19.86,10.33,0.71,11.03,1.27,46.11,16.17,41.47,0.17,26.41,79.17,714.27,1.3,140.61,29-Nov-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
29-Nov-2019 - 00:00,17.13,19.62,9.76,0.8,10.76,1.21,43.73,12.75,41.06,0.16,26.41,76.6,714.33,1.29,134.56,30-Nov-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
30-Nov-2019 - 00:00,16.23,19.66,9.23,0.73,10.72,1.2,39.55,12.01,33.73,0.16,26.53,79.53,714.26,1.21,135.22,01-Dec-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
01-Dec-2019 - 00:00,13.69,19.27,7.81,0.66,10.99,1.26,37.08,4.61,11.32,0.12,26.54,76.82,714.07,0.88,100.91,02-Dec-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
02-Dec-2019 - 00:00,16.04,19.41,9.08,0.68,11.1,1.28,37.05,5.96,20.73,0.16,26.72,82.16,714.51,1.03,112.64,03-Dec-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
03-Dec-2019 - 00:00,18.33,20.35,10.31,0.7,11.78,1.43,42.35,22.41,47.61,0.21,26.67,78.14,714.83,1.36,67.95,04-Dec-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
04-Dec-2019 - 00:00,14.69,21.28,8.38,0.7,10.59,1.17,61.6,32.22,63.59,0.17,26.57,77.54,715.59,1.05,70.47,05-Dec-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
05-Dec-2019 - 00:00,16.87,23.1,9.53,0.69,11.2,1.3,73.51,53.24,91.57,0.18,26.69,73.54,716.93,1.38,41.71,06-Dec-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
06-Dec-2019 - 00:00,17.32,23.3,9.82,0.74,11.14,1.29,72.94,57.25,97.21,0.21,26.67,75.95,716.15,1.26,57.93,07-Dec-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
07-Dec-2019 - 00:00,20.7,21.36,11.6,0.73,11.14,1.29,53.36,34.3,64.68,0.25,26.55,77.1,715.64,1.48,50.3,08-Dec-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
08-Dec-2019 - 00:00,14.43,20.32,8.23,0.69,11.41,1.35,52.68,19.9,42.73,0.17,26.55,84.21,716.16,1.12,58.25,09-Dec-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
09-Dec-2019 - 00:00,17.56,19.88,9.94,0.75,11.29,1.32,51.24,14.82,43.34,0.17,26.54,75.74,715.7,1.09,60.45,10-Dec-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
10-Dec-2019 - 00:00,17.11,19.74,9.67,0.7,11.49,1.37,54.12,14.52,42.23,0.16,26.48,67.92,714.7,0.99,57.3,11-Dec-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
11-Dec-2019 - 00:00,21.09,20.27,11.85,0.78,11.44,1.36,54.96,23.21,60.31,0.24,26.58,74.0,713.78,1.51,58.3,12-Dec-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
12-Dec-2019 - 00:00,19.53,20.66,11.0,0.76,9.81,1.0,59.01,23.1,58.54,0.19,26.63,72.86,713.97,1.29,75.12,13-Dec-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
13-Dec-2019 - 00:00,18.58,20.95,10.51,0.76,11.11,1.28,55.98,26.89,60.81,0.17,26.68,70.48,714.79,1.14,99.77,14-Dec-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
14-Dec-2019 - 00:00,16.77,20.1,9.52,0.75,10.29,1.1,47.22,15.92,36.69,0.17,26.82,80.59,716.32,1.0,90.09,15-Dec-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
15-Dec-2019 - 00:00,14.65,20.81,8.36,0.72,9.54,0.94,54.03,23.48,46.34,0.16,26.78,70.61,715.69,0.84,99.65,16-Dec-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
16-Dec-2019 - 00:00,16.54,20.34,9.38,0.72,10.8,1.21,50.72,16.46,42.92,0.15,26.84,70.2,715.21,1.06,62.21,17-Dec-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
17-Dec-2019 - 00:00,17.12,20.67,9.69,0.72,10.01,1.04,52.16,22.11,48.18,0.18,26.94,66.65,715.82,1.19,67.78,18-Dec-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
18-Dec-2019 - 00:00,20.25,21.75,11.34,0.71,9.73,0.98,52.95,38.34,74.17,0.24,26.93,70.32,716.22,1.45,121.28,19-Dec-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
19-Dec-2019 - 00:00,18.88,21.38,10.57,0.67,10.3,1.11,46.34,30.57,66.98,0.21,26.97,65.55,715.54,1.36,118.45,20-Dec-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
20-Dec-2019 - 00:00,21.28,22.14,11.88,0.72,10.38,1.12,44.8,41.4,89.29,0.27,26.92,67.57,714.85,1.71,153.41,21-Dec-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
21-Dec-2019 - 00:00,14.9,22.76,8.57,0.79,9.96,1.03,60.9,46.24,84.45,0.19,26.83,67.24,714.67,0.97,93.99,22-Dec-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
22-Dec-2019 - 00:00,12.6,22.54,7.34,0.79,10.47,1.14,67.97,45.8,80.93,0.15,26.82,62.86,714.78,0.78,118.79,23-Dec-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
23-Dec-2019 - 00:00,17.69,22.43,9.89,0.63,9.57,0.95,66.53,45.27,87.35,0.21,26.92,64.03,714.89,1.3,76.3,24-Dec-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
24-Dec-2019 - 00:00,17.93,21.41,10.15,0.75,10.34,1.12,54.37,31.91,70.65,0.19,26.78,65.97,715.65,1.23,95.73,25-Dec-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
25-Dec-2019 - 00:00,16.2,21.4,9.2,0.72,9.46,0.92,52.36,34.24,67.58,0.22,26.94,73.06,715.7,1.34,147.31,26-Dec-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
26-Dec-2019 - 00:00,17.97,21.91,10.14,0.71,10.65,1.18,69.12,43.27,87.3,0.25,27.07,70.0,715.09,1.42,106.07,27-Dec-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
27-Dec-2019 - 00:00,18.82,22.18,10.63,0.77,11.1,1.28,66.25,41.55,85.46,0.22,26.99,71.82,713.94,1.27,72.9,28-Dec-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
28-Dec-2019 - 00:00,14.7,21.71,8.4,0.71,10.05,1.05,61.04,30.19,69.66,0.13,26.88,67.3,714.31,0.83,110.8,29-Dec-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
29-Dec-2019 - 00:00,13.57,21.91,7.82,0.75,10.87,1.24,67.93,35.28,56.62,0.15,26.82,67.99,714.76,0.81,209.55,30-Dec-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
30-Dec-2019 - 00:00,16.26,21.91,9.22,0.71,10.91,1.24,67.75,36.49,85.88,0.19,26.56,68.46,714.9,0.97,215.29,31-Dec-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
31-Dec-2019 - 00:00,14.65,22.65,8.1,0.4,9.8,0.99,67.22,40.0,84.0,0.2,28.95,80.5,716.0,0.55,257.5,01-Jan-2020 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
