from date,CO,Ozone,NO2,NO,NOx,SO2,RH,VWS,WS,WD,PM2.5,SR,Benzene,MP-Xylene,Toluene,O Xylene,Eth-Benzene,to date,BP,station
15-Aug-2019 - 00:00,0.7,31.32,15.31,5.85,21.02,3.14,74.72,-0.48,1.38,188.88,15.72,165.16,0.0,,4.04,0.0,0.0,16-Aug-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
16-Aug-2019 - 00:00,0.75,32.09,17.24,8.25,25.26,5.16,69.28,-0.48,1.16,211.01,19.09,285.69,2.72,,6.55,0.0,0.43,17-Aug-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
17-Aug-2019 - 00:00,0.76,18.26,20.89,19.57,40.4,9.01,51.26,-0.47,1.59,252.02,12.65,138.57,9.72,,16.7,0.14,0.39,18-Aug-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
18-Aug-2019 - 00:00,0.72,22.49,14.92,6.92,21.68,4.51,55.94,-0.47,1.84,248.55,11.02,132.73,6.77,,10.5,0.0,0.93,19-Aug-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
19-Aug-2019 - 00:00,0.78,30.07,18.03,5.95,23.91,4.36,38.49,-0.48,1.62,217.12,11.28,331.77,5.98,,10.86,0.0,0.33,20-Aug-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
20-Aug-2019 - 00:00,0.72,29.33,15.49,5.58,21.02,3.29,47.58,-0.48,1.36,219.01,18.8,295.25,4.2,,7.88,0.0,1.09,21-Aug-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
21-Aug-2019 - 00:00,0.75,19.62,19.63,9.7,29.25,4.52,56.95,-0.48,1.49,258.08,16.22,217.19,3.15,,10.96,0.45,2.04,22-Aug-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
22-Aug-2019 - 00:00,0.77,17.24,18.67,7.67,26.24,3.68,75.24,-0.47,1.71,240.58,15.94,172.53,8.99,,12.04,0.27,1.29,23-Aug-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
23-Aug-2019 - 00:00,0.73,19.55,16.74,6.27,22.91,3.3,67.82,-0.47,1.56,230.67,18.11,238.9,2.82,,2.4,3.17,1.59,24-Aug-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
24-Aug-2019 - 00:00,0.75,22.44,16.79,6.44,23.02,4.33,60.86,-0.47,1.57,234.1,13.29,243.02,0.0,,0.0,0.0,0.0,25-Aug-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
25-Aug-2019 - 00:00,0.71,26.88,14.62,5.68,20.14,3.88,63.8,-0.47,2.03,213.04,12.07,243.25,0.0,,0.0,0.0,0.0,26-Aug-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
26-Aug-2019 - 00:00,0.7,29.26,16.91,5.52,22.24,4.66,61.0,-0.46,2.45,215.14,10.81,346.95,0.0,,0.0,0.0,0.0,27-Aug-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
27-Aug-2019 - 00:00,0.7,32.57,17.0,5.65,22.46,4.44,58.82,-0.46,2.4,213.23,12.8,304.82,0.77,,1.23,0.0,0.0,28-Aug-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
28-Aug-2019 - 00:00,0.69,31.62,19.38,6.32,25.61,2.81,62.35,-0.47,1.77,215.55,11.32,243.0,0.0,,1.68,0.0,0.0,29-Aug-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
29-Aug-2019 - 00:00,0.72,26.47,19.27,6.98,26.09,4.21,53.52,-0.47,1.66,226.93,21.68,324.28,0.74,,3.86,0.0,0.0,30-Aug-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
30-Aug-2019 - 00:00,0.68,31.11,16.03,5.45,21.45,3.1,37.09,-0.48,1.44,234.4,13.09,301.31,5.85,,3.05,0.0,0.0,31-Aug-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
31-Aug-2019 - 00:00,0.71,25.25,18.22,7.22,25.4,4.03,41.5,-0.47,1.65,224.5,20.94,165.36,3.6,,10.02,0.0,0.0,01-Sep-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
01-Sep-2019 - 00:00,0.75,17.13,17.51,9.12,26.59,4.38,54.61,-0.48,1.37,196.31,21.81,108.91,2.6,,11.67,0.0,0.0,02-Sep-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
02-Sep-2019 - 00:00,0.75,18.33,13.62,6.55,20.09,3.59,49.2,-0.47,2.06,209.56,16.54,126.77,7.99,,6.06,0.0,0.0,03-Sep-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
03-Sep-2019 - 00:00,0.74,14.79,17.35,10.33,27.65,4.73,53.94,-0.47,1.72,214.1,13.77,162.72,2.63,,11.9,0.16,0.27,04-Sep-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
04-Sep-2019 - 00:00,0.75,18.83,23.71,9.51,33.19,4.91,53.13,-0.46,2.28,201.42,12.7,181.8,7.54,,11.71,0.26,0.21,05-Sep-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
05-Sep-2019 - 00:00,0.74,16.88,19.54,8.74,28.25,2.8,35.05,-0.46,2.36,218.34,9.74,242.91,0.93,,7.24,0.0,0.0,06-Sep-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
06-Sep-2019 - 00:00,0.74,19.16,21.26,9.14,30.31,4.98,30.47,-0.48,1.47,207.23,16.36,174.67,3.18,,7.45,0.0,0.0,07-Sep-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
07-Sep-2019 - 00:00,0.71,23.23,19.06,7.59,26.62,3.62,30.31,-0.47,1.66,219.3,16.19,246.45,2.42,,6.18,0.0,0.0,08-Sep-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
08-Sep-2019 - 00:00,0.68,28.49,13.72,5.79,19.44,3.55,30.8,-0.45,2.53,207.5,15.26,273.6,2.35,,3.4,0.0,0.0,09-Sep-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
09-Sep-2019 - 00:00,0.7,30.54,19.91,6.96,26.78,3.84,30.8,-0.46,2.25,212.01,14.5,224.22,2.78,,7.12,0.0,0.0,10-Sep-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
10-Sep-2019 - 00:00,0.69,32.61,24.24,7.37,31.57,3.57,38.91,-0.45,2.85,187.96,16.21,278.38,0.5,,3.36,0.0,0.0,11-Sep-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
11-Sep-2019 - 00:00,0.68,27.75,19.81,6.84,26.58,3.44,50.83,-0.46,2.42,195.87,12.71,124.86,0.7,,7.44,0.0,0.0,12-Sep-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
12-Sep-2019 - 00:00,0.68,33.61,20.64,7.2,27.77,3.53,53.5,-0.45,2.6,238.33,14.81,295.68,0.87,,5.29,0.0,0.0,13-Sep-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
13-Sep-2019 - 00:00,0.71,34.94,19.27,6.06,25.24,4.5,46.89,-0.46,2.38,212.85,18.32,217.86,0.27,,4.73,0.0,0.0,14-Sep-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
14-Sep-2019 - 00:00,0.72,37.48,15.82,6.09,21.86,3.22,48.39,-0.46,2.4,197.1,15.01,312.23,0.15,,4.25,0.0,0.0,15-Sep-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
15-Sep-2019 - 00:00,0.67,36.05,14.4,5.95,20.3,3.93,49.15,-0.46,1.89,228.07,17.7,260.04,0.0,,2.21,0.0,0.0,16-Sep-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
16-Sep-2019 - 00:00,0.69,29.52,15.02,6.69,21.66,3.9,43.0,-0.46,2.17,247.67,9.77,298.98,0.46,,5.97,0.0,0.0,17-Sep-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
17-Sep-2019 - 00:00,0.71,28.83,19.73,7.17,26.83,2.97,56.93,-0.47,1.83,227.61,10.94,146.23,1.72,,7.96,0.0,0.0,18-Sep-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
18-Sep-2019 - 00:00,0.73,26.11,20.55,7.47,27.99,3.46,56.19,-0.48,1.63,217.18,13.09,120.48,0.0,,9.0,0.04,0.0,19-Sep-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
19-Sep-2019 - 00:00,0.76,24.22,20.37,8.5,28.83,4.13,69.34,-0.48,1.25,203.22,10.91,67.75,0.37,,14.01,0.08,0.06,20-Sep-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
20-Sep-2019 - 00:00,0.78,23.05,17.25,8.19,25.4,3.14,64.7,-0.49,0.89,162.92,16.92,114.77,46.23,,121.15,0.0,0.35,21-Sep-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
21-Sep-2019 - 00:00,0.79,25.79,17.74,12.33,30.02,4.48,55.95,-0.49,1.25,175.59,23.24,162.99,0.84,,21.88,0.67,0.36,22-Sep-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
22-Sep-2019 - 00:00,0.85,20.07,23.67,21.57,45.17,4.89,71.19,-0.49,0.85,198.88,27.8,133.18,0.9,,25.41,1.4,0.61,23-Sep-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
23-Sep-2019 - 00:00,0.76,37.99,17.29,10.17,27.35,4.14,61.47,-0.49,1.01,134.64,32.39,180.91,0.36,,13.27,0.23,0.0,24-Sep-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
24-Sep-2019 - 00:00,0.72,33.74,16.06,7.43,23.45,3.83,60.21,-0.49,1.16,211.44,17.74,156.58,0.0,,6.14,0.0,0.0,25-Sep-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
25-Sep-2019 - 00:00,0.68,20.54,13.59,7.84,21.4,3.52,63.74,-0.47,1.99,187.7,9.42,195.37,0.0,,1.24,0.0,0.0,26-Sep-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
26-Sep-2019 - 00:00,0.73,17.61,14.18,7.73,21.9,3.79,64.23,-0.48,1.63,185.43,6.03,229.8,0.0,,5.46,0.0,0.0,27-Sep-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
27-Sep-2019 - 00:00,0.68,18.13,9.1,6.3,15.3,3.55,55.18,-0.49,1.08,170.73,7.8,280.12,0.0,,2.87,0.0,0.0,28-Sep-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
28-Sep-2019 - 00:00,0.68,18.04,11.46,8.02,19.42,4.07,49.97,-0.49,0.85,164.77,15.65,268.18,0.0,,3.33,0.0,0.07,29-Sep-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
29-Sep-2019 - 00:00,0.71,19.64,8.37,6.55,14.81,3.56,50.8,-0.49,0.73,137.17,24.15,287.91,0.0,,3.05,0.0,0.0,30-Sep-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
30-Sep-2019 - 00:00,0.7,20.08,11.93,10.38,22.26,2.51,47.95,-0.49,1.02,145.61,19.96,296.73,0.0,,1.64,0.0,0.0,01-Oct-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
01-Oct-2019 - 00:00,0.72,34.38,14.03,6.05,20.04,3.32,45.93,-0.49,0.99,186.32,21.16,221.13,0.0,,3.07,0.0,0.0,02-Oct-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
02-Oct-2019 - 00:00,0.7,32.55,13.09,5.6,18.62,3.66,49.66,-0.49,1.16,181.23,20.52,218.57,0.0,,1.33,0.0,0.0,03-Oct-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
03-Oct-2019 - 00:00,0.68,21.63,13.14,7.54,20.65,4.49,48.34,-0.49,1.17,186.07,12.98,239.34,0.0,,1.89,0.0,0.0,04-Oct-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
04-Oct-2019 - 00:00,0.71,19.63,14.79,7.67,22.43,3.22,48.25,-0.49,1.11,189.9,14.08,214.84,0.0,,3.77,0.0,0.0,05-Oct-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
05-Oct-2019 - 00:00,0.69,22.62,14.63,6.34,20.8,3.71,45.27,-0.49,1.1,212.27,15.66,275.53,0.0,,1.35,0.0,0.08,06-Oct-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
06-Oct-2019 - 00:00,0.66,23.24,11.05,5.93,16.83,3.74,48.0,-0.48,1.36,184.24,10.75,197.46,0.0,,0.31,0.0,0.0,07-Oct-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
07-Oct-2019 - 00:00,0.68,34.51,14.65,6.09,20.61,4.5,46.59,-0.49,0.99,187.92,20.51,237.34,0.0,,0.24,0.0,0.0,08-Oct-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
08-Oct-2019 - 00:00,0.69,32.17,14.5,5.83,20.25,4.64,46.7,-0.49,1.1,191.09,18.32,219.97,0.0,,0.0,0.0,0.0,09-Oct-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
09-Oct-2019 - 00:00,0.68,22.98,14.32,7.05,21.27,3.31,47.59,-0.48,1.27,178.35,11.18,253.05,0.0,,1.28,0.0,0.0,10-Oct-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
10-Oct-2019 - 00:00,0.69,16.46,14.31,8.86,23.14,3.74,47.68,-0.48,1.34,182.23,10.74,186.82,0.0,,2.19,0.0,0.0,11-Oct-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
11-Oct-2019 - 00:00,0.66,17.13,12.7,9.45,21.99,5.16,47.77,-0.48,1.39,171.41,12.52,258.74,0.0,,1.68,0.0,0.37,12-Oct-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
12-Oct-2019 - 00:00,0.66,17.74,10.88,7.98,18.68,3.81,49.38,-0.49,0.95,154.79,10.28,283.54,0.0,,1.48,0.0,0.13,13-Oct-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
13-Oct-2019 - 00:00,0.65,18.15,11.95,7.61,19.37,3.2,51.42,-0.49,0.86,144.83,10.07,267.64,0.0,,1.66,0.0,0.0,14-Oct-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
14-Oct-2019 - 00:00,0.69,16.13,11.34,8.79,20.05,2.93,51.87,-0.49,1.03,117.69,12.92,241.02,0.0,,0.85,0.0,0.0,15-Oct-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
15-Oct-2019 - 00:00,0.66,18.47,13.63,11.4,25.03,2.89,64.13,-0.49,1.02,94.26,12.87,209.84,0.0,,0.99,0.0,0.0,16-Oct-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
16-Oct-2019 - 00:00,0.66,18.44,16.9,12.33,29.23,4.85,69.34,-0.49,1.05,102.57,8.77,114.37,0.0,,0.0,0.0,0.0,17-Oct-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
17-Oct-2019 - 00:00,0.78,15.14,24.66,20.0,44.66,4.23,88.27,-0.49,0.82,154.52,22.24,41.97,0.0,,0.0,0.0,0.0,18-Oct-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
18-Oct-2019 - 00:00,0.69,14.26,17.05,14.76,31.81,2.57,71.14,-0.49,0.77,96.7,17.89,227.87,0.0,,2.82,0.0,0.0,19-Oct-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
19-Oct-2019 - 00:00,0.69,19.44,17.64,13.21,30.85,3.81,71.5,-0.49,0.94,71.07,18.35,166.82,0.41,,0.23,0.0,1.39,20-Oct-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
20-Oct-2019 - 00:00,0.73,17.72,15.56,15.59,31.15,4.21,86.51,-0.5,0.75,103.02,19.94,85.28,0.0,,0.17,0.0,0.0,21-Oct-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
21-Oct-2019 - 00:00,0.76,19.26,19.0,17.32,36.32,4.18,69.32,-0.49,0.83,169.33,16.39,58.02,0.0,,1.12,2.1,0.0,22-Oct-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
22-Oct-2019 - 00:00,0.8,13.69,23.41,20.97,44.38,3.37,28.94,-0.49,1.07,294.83,22.33,54.92,0.0,,0.39,6.22,0.0,23-Oct-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
23-Oct-2019 - 00:00,0.72,26.63,16.98,13.44,30.42,3.83,16.76,-0.49,1.11,214.04,22.72,182.65,0.0,,0.0,3.25,0.0,24-Oct-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
24-Oct-2019 - 00:00,0.76,17.39,23.55,15.83,39.37,3.57,20.53,-0.48,1.43,216.01,31.14,120.73,0.0,,2.61,3.87,0.0,25-Oct-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
25-Oct-2019 - 00:00,0.7,21.76,16.75,12.74,29.48,2.66,83.56,-0.49,1.14,148.61,52.34,129.36,0.0,,0.0,4.06,0.0,26-Oct-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
26-Oct-2019 - 00:00,0.93,18.2,18.06,21.66,39.71,5.7,89.07,-0.49,1.26,157.07,86.65,86.52,0.0,,2.37,4.9,0.0,27-Oct-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
27-Oct-2019 - 00:00,1.66,20.38,19.42,22.41,41.83,13.27,76.09,-0.49,0.78,129.94,152.55,209.76,0.0,,10.76,0.23,0.0,28-Oct-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
28-Oct-2019 - 00:00,2.36,15.8,18.38,16.7,35.08,9.39,77.94,-0.49,0.91,139.25,51.19,142.0,0.0,,1.29,0.0,0.0,29-Oct-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
29-Oct-2019 - 00:00,0.57,26.3,49.36,71.75,106.74,10.83,73.29,-0.48,1.11,65.13,19.56,215.32,0.0,,2.04,0.0,0.0,30-Oct-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
30-Oct-2019 - 00:00,0.63,16.79,27.42,17.38,44.79,5.35,89.75,-0.46,0.86,146.63,37.69,39.07,0.0,,9.96,0.09,0.0,31-Oct-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
31-Oct-2019 - 00:00,0.68,17.57,23.38,25.51,48.88,5.21,88.82,-0.49,0.97,182.4,25.24,84.46,0.2,,17.41,1.23,0.0,01-Nov-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
01-Nov-2019 - 00:00,0.65,15.44,15.99,19.51,35.47,5.58,83.84,-0.49,0.79,140.77,27.71,221.46,0.0,,10.08,0.27,0.47,02-Nov-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
02-Nov-2019 - 00:00,0.61,18.89,16.71,20.78,37.47,4.61,85.83,-0.49,0.8,142.53,34.34,183.02,0.0,,7.47,0.16,0.22,03-Nov-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
03-Nov-2019 - 00:00,0.58,23.36,16.18,15.54,31.72,4.67,84.49,-0.49,0.92,128.77,70.98,194.85,0.0,,5.66,0.0,0.0,04-Nov-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
04-Nov-2019 - 00:00,0.63,28.76,16.1,12.12,28.2,7.07,84.73,-0.49,0.88,162.41,113.51,181.88,0.0,,4.51,0.49,0.0,05-Nov-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
05-Nov-2019 - 00:00,0.65,37.24,17.21,12.88,30.08,7.51,82.19,-0.49,0.97,138.15,101.21,185.97,0.0,,8.65,0.0,0.14,06-Nov-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
06-Nov-2019 - 00:00,0.66,34.61,19.17,11.53,30.69,4.17,81.67,-0.49,0.92,183.87,107.54,180.69,0.0,,8.18,0.1,0.77,07-Nov-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
07-Nov-2019 - 00:00,0.67,38.88,22.18,11.66,33.84,0.86,80.74,-0.49,0.77,168.15,123.31,141.34,0.0,,6.98,0.0,1.03,08-Nov-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
08-Nov-2019 - 00:00,0.65,44.95,23.49,10.95,34.42,3.95,78.24,-0.49,0.9,195.47,157.1,166.15,0.0,,8.6,0.13,1.54,09-Nov-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
09-Nov-2019 - 00:00,0.62,44.14,16.9,10.2,27.08,1.8,84.86,-0.49,0.93,155.3,113.39,115.75,0.0,,7.27,0.0,0.35,10-Nov-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
10-Nov-2019 - 00:00,0.65,49.51,18.0,12.55,30.55,1.85,83.63,-0.49,0.82,175.18,103.72,156.25,0.0,,6.84,0.0,2.02,11-Nov-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
11-Nov-2019 - 00:00,0.63,27.01,17.2,11.67,28.86,7.33,78.78,-0.49,1.05,156.34,62.66,200.76,1.19,,10.74,0.0,0.24,12-Nov-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
12-Nov-2019 - 00:00,0.67,13.29,13.1,13.32,26.41,13.44,77.23,-0.49,1.04,81.31,28.27,204.32,6.14,,20.62,0.0,0.1,13-Nov-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
13-Nov-2019 - 00:00,0.58,41.52,15.69,10.92,18.66,6.84,74.76,-0.49,1.22,79.5,26.16,193.01,0.39,,7.99,0.0,0.0,14-Nov-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
14-Nov-2019 - 00:00,0.48,35.15,18.22,7.93,10.32,5.3,80.89,-0.49,1.01,52.83,6.05,200.64,0.0,,2.19,0.0,0.18,15-Nov-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
15-Nov-2019 - 00:00,0.53,17.53,25.86,8.84,17.37,3.99,90.4,-0.49,1.01,134.28,19.95,122.81,0.0,,7.96,0.0,0.0,16-Nov-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
16-Nov-2019 - 00:00,0.52,26.08,23.5,5.55,18.03,3.92,85.21,-0.49,1.04,89.67,44.42,160.13,0.0,,4.37,0.0,0.36,17-Nov-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
17-Nov-2019 - 00:00,0.51,29.77,22.35,4.94,17.56,3.0,86.22,-0.49,1.13,190.82,49.7,138.65,0.0,,3.33,0.0,0.0,18-Nov-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
18-Nov-2019 - 00:00,0.53,18.42,17.54,6.19,13.62,3.56,90.66,-0.49,0.87,101.38,26.13,171.08,0.0,,4.69,0.0,0.0,19-Nov-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
19-Nov-2019 - 00:00,0.55,22.89,17.13,8.54,25.56,3.3,87.5,-0.49,0.86,152.93,24.66,159.34,0.0,,9.08,0.0,0.0,20-Nov-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
20-Nov-2019 - 00:00,0.5,27.45,14.09,5.7,19.69,2.95,91.34,-0.49,0.92,97.16,16.08,202.5,0.0,,2.17,0.0,0.0,21-Nov-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
21-Nov-2019 - 00:00,0.49,40.26,13.44,5.38,18.68,5.07,86.29,-0.49,1.23,59.04,32.32,145.02,0.0,,2.2,0.36,0.21,22-Nov-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
22-Nov-2019 - 00:00,0.53,35.7,14.36,5.26,19.41,4.39,84.29,-0.48,1.27,81.47,34.27,122.61,0.0,,2.72,0.0,0.0,23-Nov-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
23-Nov-2019 - 00:00,0.52,33.49,16.57,4.93,21.3,4.18,91.09,-0.49,0.94,75.37,37.25,49.91,0.0,,4.39,0.0,0.0,24-Nov-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
24-Nov-2019 - 00:00,0.53,39.32,18.11,7.15,25.16,5.03,79.75,-0.49,1.14,89.95,51.47,179.75,0.0,,0.04,0.0,0.18,25-Nov-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
25-Nov-2019 - 00:00,0.51,43.23,16.63,5.09,21.53,4.06,79.53,-0.49,1.21,111.54,41.17,150.68,0.0,,0.41,0.0,0.0,26-Nov-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
26-Nov-2019 - 00:00,0.51,48.91,30.36,6.83,37.07,3.4,78.66,-0.49,1.2,93.74,47.93,130.64,0.0,,1.25,0.0,0.0,27-Nov-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
27-Nov-2019 - 00:00,0.52,53.5,11.05,4.81,15.71,2.37,80.38,-0.48,1.29,38.03,27.19,121.45,0.0,,0.7,0.0,0.0,28-Nov-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
28-Nov-2019 - 00:00,0.53,36.24,12.55,5.11,17.47,3.77,89.31,-0.49,1.18,77.21,19.01,139.44,0.0,,0.79,0.0,0.0,29-Nov-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
29-Nov-2019 - 00:00,0.5,35.88,11.14,4.66,15.6,3.29,86.3,-0.48,1.44,38.2,17.84,143.95,0.0,,0.0,0.0,0.0,30-Nov-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
30-Nov-2019 - 00:00,0.47,33.1,13.14,5.1,18.04,4.01,92.07,-0.49,1.22,58.52,15.19,100.57,0.0,,0.0,0.0,0.0,01-Dec-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
01-Dec-2019 - 00:00,0.45,25.81,16.46,6.41,22.71,2.95,96.84,-0.49,0.78,99.54,15.14,52.52,0.0,,0.0,0.0,0.0,02-Dec-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
02-Dec-2019 - 00:00,0.47,22.98,14.66,5.48,19.98,5.17,92.87,-0.49,0.82,50.31,18.8,78.93,0.0,,0.0,0.0,0.0,03-Dec-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
03-Dec-2019 - 00:00,0.45,43.46,14.01,4.84,18.64,4.1,83.83,-0.49,1.19,36.15,31.45,103.55,0.0,,0.0,0.0,0.0,04-Dec-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
04-Dec-2019 - 00:00,0.51,59.24,10.92,5.42,15.96,14.39,78.64,-0.48,1.57,35.33,37.2,178.85,0.0,,0.0,0.0,0.0,05-Dec-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
05-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,06-Dec-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
06-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,07-Dec-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
07-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,08-Dec-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
08-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,09-Dec-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
09-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,10-Dec-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
10-Dec-2019 - 00:00,0.58,45.71,16.6,5.26,21.37,4.26,69.36,-0.49,1.3,31.95,30.26,29.64,0.0,0.0,0.0,0.0,0.0,11-Dec-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
