from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,Eth-Benzene,MP-Xylene,to date,station
06-Oct-2019 - 00:00,64.24,128.18,36.95,9.57,24.59,31.99,20.21,0.69,42.68,1.1,,,2.01,07-Oct-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
07-Oct-2019 - 00:00,57.04,120.35,35.54,7.94,22.53,25.09,18.63,0.73,37.58,1.11,,,2.02,08-Oct-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
08-Oct-2019 - 00:00,42.57,109.7,39.66,25.84,39.05,23.33,15.88,0.79,36.88,1.1,,,2.01,09-Oct-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
09-Oct-2019 - 00:00,67.56,165.9,56.51,41.97,60.77,33.01,21.62,1.14,35.62,1.11,,,2.03,10-Oct-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
10-Oct-2019 - 00:00,85.78,192.55,61.63,61.83,79.4,42.97,11.89,1.39,41.43,1.1,,,2.02,11-Oct-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
11-Oct-2019 - 00:00,84.56,155.91,54.15,37.22,55.74,34.83,9.53,1.15,28.61,1.1,,,2.02,12-Oct-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
12-Oct-2019 - 00:00,91.0,179.12,60.98,44.0,79.36,45.47,4.93,1.22,19.8,1.1,,,2.02,13-Oct-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
13-Oct-2019 - 00:00,104.51,188.57,57.39,34.11,88.88,42.08,6.38,1.38,24.94,1.1,,,2.02,14-Oct-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
14-Oct-2019 - 00:00,98.51,163.51,65.79,50.61,93.6,39.39,8.12,1.62,21.02,1.11,,,2.04,15-Oct-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
15-Oct-2019 - 00:00,105.87,220.83,75.18,59.0,84.19,49.59,12.5,1.51,37.18,1.08,,,1.99,16-Oct-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
16-Oct-2019 - 00:00,116.85,224.77,65.26,15.83,44.39,72.23,14.77,1.06,45.63,1.06,,,1.93,17-Oct-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
17-Oct-2019 - 00:00,100.04,204.0,42.62,7.54,27.39,49.5,4.78,1.16,52.64,1.1,,,2.03,18-Oct-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
18-Oct-2019 - 00:00,83.43,186.32,36.88,5.74,23.87,49.58,3.58,0.97,46.39,1.11,,,2.02,19-Oct-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
19-Oct-2019 - 00:00,54.35,133.4,58.22,16.63,44.39,50.92,3.91,0.98,41.49,1.1,,,2.02,20-Oct-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
20-Oct-2019 - 00:00,75.12,172.32,61.21,27.16,53.97,72.27,6.91,1.22,41.64,1.1,,,2.02,21-Oct-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
21-Oct-2019 - 00:00,84.15,173.23,43.9,4.79,26.78,69.73,10.66,0.93,50.83,1.11,,,2.03,22-Oct-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
22-Oct-2019 - 00:00,63.63,208.11,68.62,42.19,69.69,59.54,13.49,1.44,38.74,1.1,,,2.02,23-Oct-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
23-Oct-2019 - 00:00,113.65,247.69,81.22,61.15,91.47,87.71,13.42,1.77,36.2,1.1,,,2.02,24-Oct-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
24-Oct-2019 - 00:00,128.99,318.44,102.95,93.68,128.94,145.46,14.12,2.25,51.57,1.09,,,2.01,25-Oct-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
25-Oct-2019 - 00:00,102.73,243.89,71.93,15.96,50.39,89.84,13.99,1.35,50.16,1.09,,,2.02,26-Oct-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
26-Oct-2019 - 00:00,95.25,220.75,69.54,29.53,59.95,101.67,12.99,1.32,44.49,1.1,,,2.02,27-Oct-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
27-Oct-2019 - 00:00,136.78,252.59,54.75,15.99,41.43,93.86,21.74,1.46,50.91,1.1,,,2.02,28-Oct-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
28-Oct-2019 - 00:00,208.37,341.43,48.83,12.3,35.38,77.21,23.55,1.79,51.96,1.11,,,2.02,29-Oct-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
29-Oct-2019 - 00:00,175.25,302.4,62.17,27.49,54.53,89.85,12.2,1.96,31.51,1.09,,,2.02,30-Oct-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
30-Oct-2019 - 00:00,147.62,335.1,71.63,56.98,83.12,115.36,12.12,2.02,29.02,1.1,,,2.0,31-Oct-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
31-Oct-2019 - 00:00,195.16,368.39,78.82,48.87,80.37,118.1,11.09,2.23,36.65,1.1,,,2.03,01-Nov-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
01-Nov-2019 - 00:00,280.26,455.29,76.29,36.65,69.24,124.3,12.61,2.28,41.57,1.1,,,2.02,02-Nov-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
02-Nov-2019 - 00:00,256.21,373.45,54.93,8.56,35.56,89.58,12.45,2.25,25.5,1.1,,,2.03,03-Nov-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
03-Nov-2019 - 00:00,339.16,451.05,50.15,10.81,34.87,81.69,10.82,2.13,19.53,1.1,,,2.03,04-Nov-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
04-Nov-2019 - 00:00,180.79,263.16,61.18,15.61,44.26,83.68,18.92,1.63,19.17,1.06,,,1.95,05-Nov-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
05-Nov-2019 - 00:00,116.65,196.13,56.95,21.0,46.52,91.65,9.93,1.29,32.83,1.1,,,2.03,06-Nov-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
06-Nov-2019 - 00:00,137.49,198.61,46.19,51.37,65.4,112.6,11.07,1.11,34.66,1.1,,,2.01,07-Nov-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
07-Nov-2019 - 00:00,143.45,221.35,70.44,20.93,53.66,94.37,10.97,1.5,12.59,1.1,,,2.02,08-Nov-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
08-Nov-2019 - 00:00,121.07,236.74,73.82,38.41,69.37,106.35,9.94,1.83,27.37,1.1,,,2.02,09-Nov-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
09-Nov-2019 - 00:00,123.14,220.9,55.74,13.35,39.83,93.39,10.22,1.23,20.7,1.1,,,2.02,10-Nov-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
10-Nov-2019 - 00:00,121.03,297.73,59.04,16.5,44.04,76.89,10.9,1.25,21.69,1.03,,,1.9,11-Nov-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
11-Nov-2019 - 00:00,146.37,407.46,75.86,50.63,80.23,98.9,28.19,2.14,25.64,1.1,,,2.02,12-Nov-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
12-Nov-2019 - 00:00,267.84,605.31,91.52,85.59,116.45,139.5,7.2,2.97,43.51,1.09,,,2.03,13-Nov-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
13-Nov-2019 - 00:00,292.4,626.32,106.78,60.61,104.39,138.84,19.19,3.04,42.89,1.1,,,2.02,14-Nov-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
14-Nov-2019 - 00:00,266.41,409.15,101.21,61.05,101.84,148.23,17.45,2.7,29.41,1.1,,,2.03,15-Nov-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
15-Nov-2019 - 00:00,243.84,331.19,67.78,8.36,42.11,93.89,23.47,2.35,41.56,1.1,,,2.02,16-Nov-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
16-Nov-2019 - 00:00,132.45,227.48,48.4,9.44,32.86,86.2,9.79,1.45,37.13,1.11,,,2.03,17-Nov-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
17-Nov-2019 - 00:00,50.98,94.03,39.27,11.58,29.81,79.36,17.27,0.74,36.13,1.1,,,2.02,18-Nov-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
18-Nov-2019 - 00:00,57.06,135.71,59.31,46.8,68.52,90.89,17.96,1.43,32.21,1.11,,,2.01,19-Nov-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
19-Nov-2019 - 00:00,76.97,148.77,70.32,61.01,85.67,111.55,25.14,1.42,31.05,1.1,,,2.02,20-Nov-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
20-Nov-2019 - 00:00,98.69,193.76,82.51,89.55,114.92,148.76,14.07,1.78,37.25,1.09,,,2.03,21-Nov-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
21-Nov-2019 - 00:00,122.48,248.97,92.7,129.14,152.0,172.25,17.16,2.22,40.71,1.1,,,2.02,22-Nov-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
22-Nov-2019 - 00:00,149.55,262.86,96.45,106.77,136.02,186.88,24.02,2.34,44.36,1.1,,,2.02,23-Nov-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
23-Nov-2019 - 00:00,104.2,146.45,55.8,9.57,36.83,109.45,13.55,1.08,33.66,1.09,,,2.02,24-Nov-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
24-Nov-2019 - 00:00,95.15,129.04,42.43,5.56,26.63,92.7,13.52,1.14,48.19,1.1,,,2.03,25-Nov-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
25-Nov-2019 - 00:00,91.62,177.18,82.58,43.63,78.25,105.23,14.7,1.86,37.09,1.11,,,2.02,26-Nov-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
26-Nov-2019 - 00:00,84.71,164.99,71.06,32.58,63.27,116.9,18.6,1.2,25.69,1.1,,,2.03,27-Nov-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
27-Nov-2019 - 00:00,56.2,109.77,64.3,27.46,55.61,109.07,7.96,1.07,24.23,1.1,,,2.02,28-Nov-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
28-Nov-2019 - 00:00,34.75,77.28,43.3,8.44,29.39,88.19,27.65,0.64,32.26,1.09,,,2.02,29-Nov-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
29-Nov-2019 - 00:00,43.3,76.5,59.82,19.87,47.14,90.06,13.52,1.04,27.56,1.1,,,2.03,30-Nov-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
30-Nov-2019 - 00:00,66.24,90.04,54.05,15.28,40.49,89.95,23.74,1.02,16.45,1.1,,,2.02,01-Dec-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
01-Dec-2019 - 00:00,82.14,109.33,56.17,8.11,35.85,76.43,37.42,1.01,37.78,1.11,,,2.03,02-Dec-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
02-Dec-2019 - 00:00,81.3,120.32,63.82,8.54,40.2,72.5,20.96,1.05,38.81,1.1,,,2.0,03-Dec-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
03-Dec-2019 - 00:00,80.09,135.81,69.77,26.79,57.93,82.87,17.72,1.42,38.54,1.1,,,2.02,04-Dec-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
04-Dec-2019 - 00:00,115.24,198.38,84.7,82.71,110.6,138.2,25.2,1.95,34.55,1.1,,,2.02,05-Dec-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
05-Dec-2019 - 00:00,145.75,215.39,83.52,104.95,127.8,154.56,19.71,1.78,37.37,1.1,,,2.01,06-Dec-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
06-Dec-2019 - 00:00,182.75,235.16,78.74,62.11,90.94,146.17,23.46,1.74,26.19,1.1,,,2.01,07-Dec-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
07-Dec-2019 - 00:00,174.8,224.77,79.36,57.37,87.47,123.86,25.13,2.19,28.92,1.11,,,2.02,08-Dec-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
08-Dec-2019 - 00:00,146.03,222.99,70.66,73.66,95.98,143.37,19.75,1.82,24.36,1.1,,,2.02,09-Dec-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
09-Dec-2019 - 00:00,120.05,226.6,76.35,100.44,120.44,137.44,33.13,1.99,27.07,1.1,,,2.02,10-Dec-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
10-Dec-2019 - 00:00,135.24,222.58,73.04,91.57,111.59,142.96,30.69,1.92,32.49,1.1,,,2.03,11-Dec-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
11-Dec-2019 - 00:00,128.29,235.39,82.87,82.66,109.58,150.9,20.72,1.84,31.16,1.1,,,2.02,12-Dec-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
12-Dec-2019 - 00:00,124.27,196.88,56.75,9.82,37.53,90.84,16.92,1.19,43.04,1.1,,,2.03,13-Dec-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
13-Dec-2019 - 00:00,70.32,94.41,36.27,7.64,25.08,88.52,26.36,0.83,16.82,1.07,,,1.98,14-Dec-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
14-Dec-2019 - 00:00,57.6,99.88,56.24,43.61,64.36,101.32,11.94,1.08,11.19,1.1,,,2.02,15-Dec-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
15-Dec-2019 - 00:00,55.49,83.18,37.2,11.56,28.7,74.47,30.68,0.79,12.31,1.1,,,2.01,16-Dec-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
16-Dec-2019 - 00:00,49.36,70.07,33.05,8.69,24.24,64.62,15.42,0.75,12.7,1.1,,,2.02,17-Dec-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
17-Dec-2019 - 00:00,46.73,72.51,34.67,13.99,29.33,66.83,23.82,0.82,17.72,1.1,,,2.03,18-Dec-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
18-Dec-2019 - 00:00,76.6,104.11,47.6,40.69,57.45,86.1,26.75,1.34,16.08,1.1,,,2.01,19-Dec-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
19-Dec-2019 - 00:00,107.76,148.45,50.64,85.67,95.16,141.2,21.87,1.8,10.57,1.1,,,2.02,20-Dec-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
20-Dec-2019 - 00:00,120.71,171.08,57.87,39.46,61.88,109.23,25.95,1.92,6.06,1.11,,,2.02,21-Dec-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
21-Dec-2019 - 00:00,92.98,130.58,50.06,19.7,41.96,85.83,36.19,1.48,8.87,1.1,,,2.03,22-Dec-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
22-Dec-2019 - 00:00,75.22,103.67,35.94,7.38,24.69,65.2,13.7,1.01,9.79,0.99,,,1.81,23-Dec-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
23-Dec-2019 - 00:00,84.42,118.34,38.07,36.37,49.06,73.88,11.85,1.37,15.37,1.09,,,2.02,24-Dec-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
24-Dec-2019 - 00:00,134.31,199.54,60.33,52.0,73.21,114.53,28.39,1.78,11.71,1.1,,,2.01,25-Dec-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
25-Dec-2019 - 00:00,72.07,106.18,38.27,16.18,32.97,72.32,28.26,1.01,8.76,1.1,,,2.02,26-Dec-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
26-Dec-2019 - 00:00,108.16,151.74,44.95,51.42,64.61,93.57,22.67,1.59,12.95,1.1,,,2.02,27-Dec-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
27-Dec-2019 - 00:00,132.27,184.44,48.42,74.22,85.6,140.81,23.99,1.96,14.39,1.1,,,2.03,28-Dec-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
28-Dec-2019 - 00:00,123.09,161.71,45.55,92.3,97.81,125.78,15.96,2.0,6.43,1.1,,,2.02,29-Dec-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
29-Dec-2019 - 00:00,160.98,208.9,66.46,50.01,75.82,119.31,29.98,1.95,8.01,1.02,,,1.88,30-Dec-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
30-Dec-2019 - 00:00,133.69,172.24,43.27,12.89,32.93,71.3,24.38,1.66,8.44,1.04,,,1.92,31-Dec-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
31-Dec-2019 - 00:00,123.9,191.5,34.25,10.57,26.37,64.9,5.68,1.32,5.79,1.06,,,2.02,01-Jan-2020 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
