from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,Xylene,Eth-Benzene,MP-Xylene,RH,SR,WS,WD,RF,to date,station
08-Aug-2019 - 00:00,-21.59,29.01,0.06,9.78,3.83,2.21,,0.79,8.13,1.57,0.63,0.14,0.6,0.63,74.63,351.75,2.16,111.29,0.0,09-Aug-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
09-Aug-2019 - 00:00,-46.15,26.45,17.16,38.3,40.53,10.81,,0.69,16.53,1.43,0.7,0.18,0.64,0.85,76.46,314.13,4.32,72.55,0.0,10-Aug-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
10-Aug-2019 - 00:00,,16.65,30.72,61.75,66.65,13.85,,0.68,4.27,1.29,0.83,0.23,0.66,0.59,83.18,261.08,3.66,118.59,0.0,11-Aug-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
11-Aug-2019 - 00:00,,22.74,30.11,57.42,62.84,13.82,,0.69,1.2,1.66,1.42,0.29,1.15,0.98,75.39,380.35,3.1,196.09,0.0,12-Aug-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
12-Aug-2019 - 00:00,0.0,31.19,32.97,65.91,71.68,11.09,,0.45,0.87,2.37,1.55,0.35,1.32,1.08,75.37,368.21,3.45,247.25,0.0,13-Aug-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
13-Aug-2019 - 00:00,0.0,59.75,24.6,45.41,50.68,26.25,3.77,0.17,4.99,1.59,1.3,0.82,1.22,1.54,75.42,283.93,4.03,245.53,0.0,14-Aug-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
14-Aug-2019 - 00:00,,32.7,13.54,17.63,22.1,38.29,5.72,0.31,5.77,2.17,2.06,2.42,1.8,5.77,89.16,180.92,3.19,232.73,0.0,15-Aug-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
15-Aug-2019 - 00:00,,29.88,14.71,21.34,25.69,21.5,5.75,0.3,10.63,2.02,2.04,2.0,1.63,5.38,86.45,306.26,3.33,108.15,0.0,16-Aug-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
16-Aug-2019 - 00:00,,20.77,14.17,23.72,27.28,12.26,5.76,0.23,12.86,1.59,1.53,1.5,1.27,3.75,86.54,221.42,4.3,55.74,0.0,17-Aug-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
17-Aug-2019 - 00:00,,11.41,13.02,20.11,23.63,8.53,5.31,0.13,7.58,1.35,1.32,1.44,1.17,3.55,93.26,68.94,3.97,143.62,0.0,18-Aug-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
18-Aug-2019 - 00:00,,23.75,14.21,25.32,28.57,11.1,6.02,0.23,4.75,1.46,1.74,1.85,1.29,4.04,84.02,453.64,4.58,265.39,0.0,19-Aug-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
19-Aug-2019 - 00:00,0.0,47.04,11.95,15.17,19.14,11.21,6.67,0.73,6.21,1.56,2.02,1.86,1.28,4.06,73.11,458.35,2.76,262.97,0.0,20-Aug-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
20-Aug-2019 - 00:00,,44.24,11.59,13.66,17.71,10.15,5.96,0.17,7.35,1.65,1.89,1.92,1.53,4.79,72.08,430.71,2.59,282.13,0.0,21-Aug-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
21-Aug-2019 - 00:00,,47.79,10.53,11.19,15.11,10.06,5.51,0.2,5.89,1.56,1.75,1.67,1.29,4.2,70.28,459.87,3.51,258.53,0.0,22-Aug-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
22-Aug-2019 - 00:00,,53.43,13.82,19.85,23.97,12.52,6.02,0.2,5.02,1.77,2.16,1.87,1.49,4.68,69.88,430.07,3.21,248.26,0.0,23-Aug-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
23-Aug-2019 - 00:00,,69.29,22.2,36.3,42.03,9.46,6.12,0.26,4.77,2.34,2.75,2.58,2.29,6.89,57.82,507.12,3.34,256.48,0.0,24-Aug-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
24-Aug-2019 - 00:00,,66.76,20.41,31.53,37.03,8.68,5.99,0.27,6.7,2.24,2.72,2.42,2.12,6.2,65.78,375.66,2.82,228.11,0.0,25-Aug-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
25-Aug-2019 - 00:00,,56.11,21.78,34.6,40.19,8.79,6.73,0.31,7.73,2.57,2.31,2.4,1.68,4.78,81.98,210.76,1.66,155.4,0.0,26-Aug-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
26-Aug-2019 - 00:00,,26.17,17.19,26.09,30.85,7.1,6.52,0.23,13.5,2.3,25.93,1.6,0.76,2.14,82.41,314.55,1.63,92.68,0.0,27-Aug-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
27-Aug-2019 - 00:00,,41.32,16.58,24.87,29.59,7.72,6.53,0.25,13.66,2.43,1.75,1.83,1.77,4.87,76.24,363.7,1.73,94.95,0.0,28-Aug-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
28-Aug-2019 - 00:00,,47.81,15.04,23.13,27.24,24.45,6.16,0.3,15.67,2.3,1.59,1.65,1.85,4.44,73.07,345.86,1.96,107.91,0.0,29-Aug-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
29-Aug-2019 - 00:00,,49.25,14.8,21.92,26.19,28.05,6.24,0.3,9.08,2.35,1.54,1.7,1.62,4.68,76.58,276.85,1.9,131.67,0.0,30-Aug-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
30-Aug-2019 - 00:00,,42.29,14.35,22.24,26.2,27.18,6.64,0.31,12.5,2.82,1.58,1.87,1.77,5.13,75.41,337.51,1.18,115.48,0.0,31-Aug-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
31-Aug-2019 - 00:00,,38.47,14.05,21.02,25.03,28.57,6.55,0.3,10.89,2.28,1.62,1.89,1.74,5.15,75.46,301.12,1.91,190.55,0.04,01-Sep-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
01-Sep-2019 - 00:00,,35.41,14.82,22.21,26.19,27.45,6.43,0.32,9.45,2.17,1.39,1.81,1.39,3.94,84.56,306.3,1.87,134.22,0.0,02-Sep-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
02-Sep-2019 - 00:00,,46.94,13.81,21.55,25.33,28.62,6.65,0.34,11.1,2.53,1.55,1.85,1.05,3.03,79.51,286.73,1.55,123.03,0.0,03-Sep-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
03-Sep-2019 - 00:00,,61.68,15.15,22.46,26.21,28.51,6.46,0.34,9.42,2.15,1.64,1.91,1.68,4.88,76.53,316.78,1.92,220.68,0.0,04-Sep-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
04-Sep-2019 - 00:00,,69.71,13.49,20.31,24.08,13.45,6.81,0.37,15.79,2.33,1.45,1.77,1.74,4.61,76.82,307.6,1.72,170.7,0.0,05-Sep-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
05-Sep-2019 - 00:00,,59.26,11.11,15.51,18.92,11.24,5.88,0.37,14.2,2.31,1.33,1.49,1.42,3.67,77.71,311.62,2.01,117.38,0.0,06-Sep-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
06-Sep-2019 - 00:00,,49.3,10.54,14.13,17.46,14.13,5.79,0.32,10.78,2.16,1.25,1.46,1.36,3.87,78.4,224.29,1.67,158.87,0.0,07-Sep-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
07-Sep-2019 - 00:00,,43.99,11.06,17.07,19.94,11.36,6.7,0.32,9.57,2.13,1.01,1.24,1.2,3.22,80.86,232.87,1.75,166.24,0.0,08-Sep-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
08-Sep-2019 - 00:00,,42.22,10.76,16.44,19.4,10.41,3.93,0.34,15.07,2.34,1.16,1.3,1.2,3.25,76.6,301.92,1.84,94.82,0.0,09-Sep-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
09-Sep-2019 - 00:00,,82.22,12.2,16.69,20.47,10.12,6.14,0.42,17.95,2.7,1.28,1.4,1.32,3.66,69.94,316.46,1.58,170.89,0.0,10-Sep-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
10-Sep-2019 - 00:00,,114.86,14.22,18.54,23.16,9.95,4.58,0.47,22.72,2.97,1.23,1.41,1.42,3.82,63.28,301.8,1.53,149.9,0.0,11-Sep-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
11-Sep-2019 - 00:00,,118.15,14.43,17.8,22.68,9.99,2.03,0.41,14.93,2.9,1.28,1.49,1.66,4.07,59.49,320.12,1.8,207.97,0.0,12-Sep-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
12-Sep-2019 - 00:00,,105.71,13.77,16.35,20.82,17.27,2.65,0.42,16.89,2.66,1.16,1.29,1.33,3.39,60.71,279.53,2.28,189.22,0.0,13-Sep-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
13-Sep-2019 - 00:00,,43.99,11.48,14.75,17.83,27.38,4.16,0.34,13.76,2.11,1.25,1.2,0.35,0.93,61.69,304.5,2.21,137.49,0.0,14-Sep-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
14-Sep-2019 - 00:00,,32.15,11.96,14.74,18.07,25.8,3.95,0.33,19.76,,,,0.0,0.0,67.92,317.91,2.3,87.82,0.0,15-Sep-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
15-Sep-2019 - 00:00,0.0,23.88,11.02,14.01,16.99,31.43,4.23,0.29,8.88,1.65,1.24,1.36,1.1,2.71,73.68,296.76,2.44,101.88,0.0,16-Sep-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
16-Sep-2019 - 00:00,0.0,33.52,7.8,5.32,8.34,87.19,8.0,0.72,19.94,2.8,1.32,1.71,1.37,3.71,57.1,302.94,1.73,155.58,0.0,17-Sep-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
17-Sep-2019 - 00:00,0.0,48.87,10.88,8.83,12.76,60.4,4.04,0.32,12.21,2.25,1.04,1.43,1.45,3.57,59.71,310.83,2.63,212.97,0.0,18-Sep-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
18-Sep-2019 - 00:00,0.0,33.84,9.11,9.25,12.16,20.66,3.66,0.32,16.51,2.74,0.97,1.97,1.86,3.59,61.31,276.69,2.36,147.58,0.0,19-Sep-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
19-Sep-2019 - 00:00,0.0,17.51,9.82,10.73,13.74,32.03,3.62,0.28,17.7,1.68,0.05,1.05,0.98,2.39,71.04,288.19,2.97,109.15,0.0,20-Sep-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
20-Sep-2019 - 00:00,0.0,19.02,11.76,12.05,15.7,38.9,3.78,0.29,13.46,1.91,1.5,1.04,0.98,2.47,71.59,304.43,2.34,122.73,0.0,21-Sep-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
21-Sep-2019 - 00:00,0.0,17.36,11.4,12.2,15.69,44.16,3.69,0.31,10.62,1.96,0.74,1.11,1.02,2.53,71.99,299.7,2.72,155.59,0.0,22-Sep-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
22-Sep-2019 - 00:00,0.0,12.22,11.61,13.61,16.81,38.37,3.49,0.3,9.87,1.74,0.74,1.26,1.16,2.57,72.0,289.5,3.91,151.06,0.0,23-Sep-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
23-Sep-2019 - 00:00,0.0,30.03,11.64,14.81,17.79,35.69,3.67,0.29,12.63,1.67,0.79,1.01,0.93,2.13,72.97,290.37,3.58,102.63,0.0,24-Sep-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
24-Sep-2019 - 00:00,0.0,37.04,11.55,15.36,18.32,37.88,3.58,0.27,6.7,1.85,0.83,1.26,1.12,2.86,75.05,226.31,5.9,141.61,0.0,25-Sep-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
25-Sep-2019 - 00:00,3.5,32.33,12.64,15.96,19.18,43.96,3.08,0.28,9.62,1.82,0.76,1.16,1.05,2.6,76.0,269.83,4.78,115.88,0.0,26-Sep-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
26-Sep-2019 - 00:00,21.84,41.41,12.87,17.18,20.24,43.58,3.64,0.32,6.18,1.93,0.86,1.33,1.41,3.08,78.24,202.85,4.28,91.62,0.0,27-Sep-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
27-Sep-2019 - 00:00,28.61,40.62,15.09,27.52,29.87,61.27,3.8,0.37,7.69,2.25,0.78,1.45,1.79,3.53,77.3,249.63,5.75,74.72,0.0,28-Sep-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
28-Sep-2019 - 00:00,20.48,35.01,13.99,17.35,21.07,42.94,3.7,0.3,7.53,2.13,0.83,1.41,1.51,3.38,76.39,287.22,5.02,82.35,0.0,29-Sep-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
29-Sep-2019 - 00:00,21.5,35.03,13.52,17.62,21.06,42.92,3.88,0.3,5.27,1.95,0.88,1.43,1.3,3.36,80.42,221.88,4.45,143.12,0.06,30-Sep-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
30-Sep-2019 - 00:00,27.3,37.11,14.71,17.48,21.51,44.36,3.39,0.35,6.35,2.07,0.83,1.28,1.08,3.0,79.1,283.59,5.46,230.91,0.0,01-Oct-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
01-Oct-2019 - 00:00,46.05,69.47,17.03,20.32,25.1,50.57,2.97,0.48,12.75,2.86,0.8,1.36,1.24,3.22,71.28,269.68,3.72,163.25,0.0,02-Oct-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
02-Oct-2019 - 00:00,43.17,79.34,18.52,22.56,26.87,44.35,3.26,0.46,11.14,2.5,0.86,1.46,1.37,3.61,58.13,270.26,2.59,187.44,0.0,03-Oct-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
03-Oct-2019 - 00:00,37.1,85.64,22.28,38.14,50.59,51.13,3.14,0.44,9.92,3.56,3.2,4.09,3.82,6.27,69.97,219.5,3.09,216.96,0.01,04-Oct-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
04-Oct-2019 - 00:00,41.7,61.53,14.18,16.31,18.9,28.38,2.54,1.23,9.11,2.24,1.15,4.12,0.59,0.96,74.24,5.68,2.87,158.15,0.0,05-Oct-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
05-Oct-2019 - 00:00,42.45,74.04,14.8,17.47,20.08,28.08,1.99,0.21,7.12,2.26,0.99,4.72,0.77,1.13,53.42,286.58,4.77,280.63,0.0,06-Oct-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
06-Oct-2019 - 00:00,57.99,113.51,20.36,23.52,27.88,34.92,2.56,0.42,9.18,2.98,1.11,5.78,0.86,1.4,60.65,284.95,5.22,236.8,0.0,07-Oct-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
07-Oct-2019 - 00:00,56.31,91.35,18.9,25.74,28.67,34.11,2.3,0.41,16.22,2.69,0.92,4.08,0.75,0.97,62.75,198.79,5.68,312.25,0.0,08-Oct-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
08-Oct-2019 - 00:00,36.02,77.21,16.73,20.11,23.12,25.91,3.45,0.35,6.9,2.41,1.07,4.56,0.82,1.18,53.05,285.09,4.71,280.14,0.0,09-Oct-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
09-Oct-2019 - 00:00,62.79,131.4,21.97,26.32,30.83,32.97,3.52,0.52,8.89,3.93,1.11,5.57,0.83,1.61,49.06,288.17,4.92,199.74,0.0,10-Oct-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
10-Oct-2019 - 00:00,63.78,106.01,21.5,24.95,29.58,31.29,3.4,0.48,10.4,3.5,1.22,4.79,0.74,1.33,39.7,281.83,3.84,285.12,0.0,11-Oct-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
11-Oct-2019 - 00:00,62.1,111.83,23.37,26.01,31.47,33.75,3.67,0.45,11.92,3.28,1.28,5.07,0.76,1.31,49.43,260.16,3.4,168.91,0.0,12-Oct-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
12-Oct-2019 - 00:00,77.5,148.78,26.34,27.22,33.99,36.54,4.16,0.58,12.63,4.44,1.36,5.82,0.79,1.6,53.11,250.48,3.84,164.35,0.0,13-Oct-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
13-Oct-2019 - 00:00,83.67,161.96,26.51,26.29,33.3,35.33,4.99,0.54,8.37,4.09,1.29,6.17,0.81,1.83,51.55,253.24,3.57,188.99,0.0,14-Oct-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
14-Oct-2019 - 00:00,101.48,165.6,26.72,25.29,32.64,34.0,5.04,0.63,9.54,5.02,3.25,7.59,0.89,4.3,49.36,253.8,3.77,204.94,0.0,15-Oct-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
15-Oct-2019 - 00:00,93.12,196.17,28.66,28.8,36.49,38.53,5.12,0.66,12.35,4.97,1.28,2.13,0.75,5.28,42.81,232.21,3.53,156.54,0.0,16-Oct-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
16-Oct-2019 - 00:00,89.61,189.14,28.06,28.98,36.04,38.49,5.27,0.54,18.3,4.5,1.23,1.97,0.69,4.77,41.96,236.98,2.99,133.19,0.0,17-Oct-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
17-Oct-2019 - 00:00,85.32,161.49,26.7,19.91,29.16,44.86,4.79,0.55,13.07,4.38,1.16,1.75,0.63,4.1,43.73,202.24,2.45,161.6,0.0,18-Oct-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
18-Oct-2019 - 00:00,61.81,122.03,23.34,19.48,27.71,55.06,4.48,0.43,12.06,2.95,1.05,1.36,0.57,3.11,51.55,202.33,3.81,155.7,0.01,19-Oct-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
19-Oct-2019 - 00:00,46.39,87.13,19.5,18.85,25.17,49.41,4.57,0.41,11.9,2.66,1.25,1.17,0.59,2.54,60.62,203.15,3.01,136.53,0.0,20-Oct-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
20-Oct-2019 - 00:00,87.99,142.77,21.05,19.37,26.5,51.16,4.79,0.57,8.25,4.34,1.48,1.86,0.7,4.35,51.05,231.01,2.94,255.62,0.0,21-Oct-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
21-Oct-2019 - 00:00,80.46,180.21,26.04,20.87,30.22,58.74,4.87,0.59,6.85,4.77,1.39,1.97,0.7,4.58,43.47,230.91,4.2,249.55,0.0,22-Oct-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
22-Oct-2019 - 00:00,86.84,216.72,27.08,25.96,34.93,68.16,4.45,0.59,9.16,4.53,1.29,2.1,0.66,4.79,42.75,220.16,5.36,253.43,0.0,23-Oct-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
23-Oct-2019 - 00:00,81.27,173.97,27.14,27.16,36.45,65.35,5.11,0.56,13.34,4.82,1.18,2.13,0.63,5.0,36.54,223.87,3.6,189.54,0.0,24-Oct-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
24-Oct-2019 - 00:00,93.81,195.17,30.15,28.73,38.76,51.58,3.92,0.66,7.77,5.61,1.34,1.91,0.65,4.6,40.16,216.28,2.44,144.84,0.0,25-Oct-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
25-Oct-2019 - 00:00,123.31,177.22,29.34,21.91,32.91,39.65,3.79,0.72,11.76,5.36,1.48,1.7,0.6,4.0,47.74,215.98,1.73,113.51,0.0,26-Oct-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
26-Oct-2019 - 00:00,118.67,174.07,29.6,29.02,38.75,37.61,3.93,0.68,7.35,5.74,1.63,2.94,2.2,5.42,48.94,232.99,1.99,135.04,0.0,27-Oct-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
27-Oct-2019 - 00:00,152.92,196.17,29.24,24.27,34.75,35.74,3.74,0.78,9.67,5.45,1.54,1.65,1.63,3.94,44.93,215.97,2.7,212.39,0.0,28-Oct-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
28-Oct-2019 - 00:00,180.46,219.99,27.83,23.45,33.36,35.78,3.76,1.0,9.18,7.42,1.5,1.8,1.56,4.26,43.35,221.06,2.99,179.56,0.0,29-Oct-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
29-Oct-2019 - 00:00,121.45,193.52,33.05,25.14,37.44,32.61,4.08,0.95,5.68,7.39,1.7,3.09,2.91,7.65,45.24,153.62,2.16,222.14,0.0,30-Oct-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
30-Oct-2019 - 00:00,100.87,174.35,33.62,25.3,37.85,30.31,3.89,0.82,6.17,6.44,1.51,2.6,2.34,6.32,40.74,199.74,2.57,229.85,0.0,31-Oct-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
31-Oct-2019 - 00:00,90.96,167.29,33.32,24.43,37.03,29.33,3.92,0.7,6.45,5.7,1.49,2.15,1.88,5.26,37.0,178.4,2.62,217.52,0.0,01-Nov-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
01-Nov-2019 - 00:00,105.46,192.45,34.14,27.04,39.53,33.44,3.83,0.69,6.0,5.07,1.42,1.81,1.92,4.45,52.05,156.69,2.05,204.58,0.0,02-Nov-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
02-Nov-2019 - 00:00,157.34,191.05,27.35,24.78,34.18,36.64,3.6,0.78,5.76,4.97,1.27,1.43,1.41,3.49,70.2,178.42,2.78,241.76,0.0,03-Nov-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
03-Nov-2019 - 00:00,111.53,123.63,26.95,24.91,34.07,32.91,3.86,0.73,5.54,5.03,1.42,1.78,1.7,4.46,69.53,134.79,2.3,231.85,0.0,04-Nov-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
04-Nov-2019 - 00:00,141.97,181.41,25.26,22.3,31.09,36.33,3.0,0.72,7.08,4.68,1.35,1.65,1.41,3.81,58.94,290.1,2.96,295.79,0.0,05-Nov-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
05-Nov-2019 - 00:00,76.84,120.59,24.92,21.9,30.59,40.78,2.28,0.55,8.44,4.08,1.24,1.57,1.29,3.67,46.96,328.06,3.05,269.38,0.0,06-Nov-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
06-Nov-2019 - 00:00,51.59,120.57,35.14,22.96,36.79,35.34,2.25,0.49,6.46,4.53,1.1,2.01,1.71,4.76,42.77,282.78,4.12,208.61,0.0,07-Nov-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
07-Nov-2019 - 00:00,52.39,81.39,28.1,26.77,36.08,31.55,2.28,0.49,6.58,3.19,0.95,1.42,1.18,2.82,69.48,157.65,4.68,156.98,0.01,08-Nov-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
08-Nov-2019 - 00:00,128.76,157.89,30.58,29.36,39.53,29.09,2.16,0.73,22.11,5.5,1.11,1.8,1.99,3.98,75.38,247.0,5.65,196.34,0.0,09-Nov-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
09-Nov-2019 - 00:00,82.49,111.94,21.49,24.41,30.78,30.42,3.12,0.55,9.74,3.65,1.22,0.97,0.82,2.14,67.94,298.68,4.98,321.29,0.0,10-Nov-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
10-Nov-2019 - 00:00,75.43,120.62,25.1,24.5,32.77,25.17,3.31,0.65,7.12,4.51,1.13,1.48,1.24,3.31,50.41,282.57,3.13,262.94,0.0,11-Nov-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
11-Nov-2019 - 00:00,101.98,181.02,34.19,25.34,38.24,30.01,3.5,0.8,7.25,6.32,1.21,1.96,1.7,4.6,52.4,278.97,2.65,222.98,0.0,12-Nov-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
12-Nov-2019 - 00:00,217.37,314.97,39.13,24.91,40.44,29.23,3.21,1.18,7.97,8.05,1.26,1.91,1.73,4.43,51.79,236.14,3.21,189.34,0.0,13-Nov-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
13-Nov-2019 - 00:00,197.21,308.78,42.62,31.4,47.48,37.04,3.16,1.25,10.99,8.4,1.51,2.01,1.9,4.56,52.25,220.88,3.27,177.5,0.0,14-Nov-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
14-Nov-2019 - 00:00,221.55,305.29,37.62,41.45,56.74,45.02,3.61,1.26,10.57,8.95,1.3,1.95,1.89,4.08,58.04,204.38,3.61,246.46,0.0,15-Nov-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
15-Nov-2019 - 00:00,107.88,139.35,19.35,11.13,19.04,36.75,3.27,0.66,8.04,4.74,0.99,0.94,0.86,1.98,48.44,283.52,3.15,268.35,0.0,16-Nov-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
16-Nov-2019 - 00:00,82.21,124.01,18.67,11.18,18.73,34.38,2.46,0.55,9.47,3.94,0.8,0.73,0.66,1.48,63.38,264.92,3.47,294.38,0.0,17-Nov-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
17-Nov-2019 - 00:00,40.28,67.55,15.88,11.45,17.48,32.12,1.99,0.42,8.82,2.97,0.84,0.58,0.53,1.13,61.63,300.3,3.64,318.0,0.0,18-Nov-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
18-Nov-2019 - 00:00,47.69,82.6,17.75,10.97,18.05,32.21,2.15,0.44,12.4,3.1,0.99,0.73,0.64,1.48,58.48,309.69,2.76,279.31,0.0,19-Nov-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
19-Nov-2019 - 00:00,42.42,99.17,22.87,14.86,23.77,34.36,2.17,0.51,9.91,3.45,1.04,1.11,0.88,2.4,48.72,315.61,3.56,248.87,0.0,20-Nov-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
20-Nov-2019 - 00:00,62.43,141.21,16.85,18.5,23.67,26.38,2.43,0.69,7.54,5.48,1.19,1.77,1.55,3.96,50.88,302.82,2.27,152.97,0.0,21-Nov-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
21-Nov-2019 - 00:00,78.84,144.79,8.11,14.61,15.94,27.75,2.47,0.69,8.28,5.51,1.39,1.6,1.93,3.5,52.98,272.37,1.67,144.5,0.0,22-Nov-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
22-Nov-2019 - 00:00,86.95,174.28,7.37,16.79,17.31,27.15,3.11,0.82,7.68,6.47,1.48,1.82,2.46,4.12,54.15,263.87,1.64,174.89,0.0,23-Nov-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
23-Nov-2019 - 00:00,102.76,147.85,7.42,13.61,14.66,24.41,3.42,0.64,14.75,4.75,24.47,1.02,0.98,1.94,54.28,198.3,2.19,263.95,0.0,24-Nov-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
