from date,BP,PM10,PM2.5,WD,WS,Benzene,Eth-Benzene,MP-Xylene,O Xylene,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
24-Nov-2019 - 00:00,735.8,136.07,49.71,124.32,1.44,3.79,0.87,3.31,1.47,0.89,37.54,8.18,60.92,68.47,49.08,12.3,25-Nov-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
25-Nov-2019 - 00:00,735.72,122.74,44.46,95.09,1.49,2.21,0.24,1.05,0.48,0.68,20.28,4.15,27.67,31.82,67.59,12.89,26-Nov-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
26-Nov-2019 - 00:00,735.18,84.99,33.2,96.38,1.31,2.89,0.36,1.43,0.94,0.98,24.28,6.19,34.24,40.43,65.11,10.91,27-Nov-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
27-Nov-2019 - 00:00,734.68,97.89,37.81,98.92,1.57,2.01,0.25,0.84,0.36,0.74,16.65,2.89,22.27,25.16,82.24,14.24,28-Nov-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
28-Nov-2019 - 00:00,735.09,165.13,60.55,82.61,1.45,4.32,0.57,1.85,0.81,1.09,24.27,3.56,34.0,37.59,71.56,11.85,29-Nov-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
29-Nov-2019 - 00:00,736.34,107.75,40.8,88.38,1.85,3.36,0.62,2.63,1.1,0.7,29.05,7.0,40.64,47.64,40.58,9.27,30-Nov-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
30-Nov-2019 - 00:00,736.46,119.82,41.95,61.74,1.85,2.45,0.62,2.3,0.95,0.65,27.59,5.14,40.52,45.66,55.84,11.88,01-Dec-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
01-Dec-2019 - 00:00,736.28,107.52,40.43,106.56,1.56,3.31,0.84,3.57,1.56,0.96,31.67,6.36,49.56,55.93,57.97,11.75,02-Dec-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
02-Dec-2019 - 00:00,737.2,105.64,41.69,93.72,1.47,5.94,1.37,5.63,2.63,1.16,40.39,17.75,60.76,78.51,51.61,10.3,03-Dec-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
03-Dec-2019 - 00:00,736.94,127.39,45.97,124.95,1.17,6.78,1.72,6.54,3.26,1.23,61.43,26.91,81.1,108.01,34.33,11.98,04-Dec-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
04-Dec-2019 - 00:00,737.99,122.17,44.19,105.47,1.2,7.45,1.9,7.26,3.69,1.1,51.01,38.64,62.8,100.81,43.82,12.49,05-Dec-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
05-Dec-2019 - 00:00,739.34,99.61,38.47,71.41,1.36,2.59,0.37,1.59,0.74,0.62,24.96,3.95,40.34,44.29,86.02,14.52,06-Dec-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
06-Dec-2019 - 00:00,739.02,163.61,57.24,124.24,1.1,6.25,1.47,4.13,1.82,1.21,47.35,12.28,77.4,89.68,67.88,15.11,07-Dec-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
07-Dec-2019 - 00:00,738.1,156.63,57.61,71.55,1.47,4.85,1.0,3.6,1.53,0.9,33.0,6.69,51.26,57.94,69.71,12.94,08-Dec-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
08-Dec-2019 - 00:00,737.89,141.47,51.99,100.11,1.36,7.29,1.42,5.05,2.49,1.27,40.58,16.68,57.99,74.66,59.84,11.18,09-Dec-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
09-Dec-2019 - 00:00,737.25,182.95,51.28,108.29,1.19,6.35,1.48,4.89,2.47,0.81,34.23,10.89,49.01,59.89,73.62,11.58,10-Dec-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
10-Dec-2019 - 00:00,735.07,148.21,51.23,149.52,1.28,8.24,2.47,8.0,4.01,1.47,50.96,22.42,70.87,93.3,56.82,10.78,11-Dec-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
11-Dec-2019 - 00:00,733.56,144.96,52.78,108.63,1.14,5.88,1.05,4.34,2.13,1.01,35.64,13.76,47.9,61.66,71.41,9.87,12-Dec-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
12-Dec-2019 - 00:00,731.66,135.48,50.83,94.91,1.6,2.71,0.21,0.56,0.27,0.84,18.57,2.81,21.32,24.13,97.52,9.22,13-Dec-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
13-Dec-2019 - 00:00,733.09,89.54,38.76,225.08,1.34,2.81,0.57,2.39,1.06,0.73,27.46,7.45,35.38,42.83,38.77,11.04,14-Dec-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
14-Dec-2019 - 00:00,738.16,53.81,26.1,67.94,1.67,1.99,0.32,1.58,0.76,0.65,24.23,6.1,34.01,40.11,48.21,11.36,15-Dec-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
15-Dec-2019 - 00:00,738.28,68.74,30.26,83.04,1.73,2.2,0.4,1.65,0.71,0.73,25.93,5.82,37.76,43.58,50.51,10.45,16-Dec-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
16-Dec-2019 - 00:00,738.48,72.63,30.36,187.78,1.62,2.61,0.58,2.64,1.11,0.89,25.52,7.9,35.38,43.28,39.72,11.08,17-Dec-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
17-Dec-2019 - 00:00,739.37,87.57,37.27,127.91,1.65,4.02,1.09,4.34,2.08,1.08,30.36,14.26,40.48,54.75,30.14,10.14,18-Dec-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
18-Dec-2019 - 00:00,738.46,128.27,52.83,170.73,1.23,6.25,1.55,5.99,2.93,1.08,37.45,17.43,50.61,68.03,35.29,10.37,19-Dec-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
19-Dec-2019 - 00:00,736.88,93.72,38.89,136.12,1.16,4.3,0.81,2.85,1.42,0.85,30.46,7.77,45.43,53.2,42.95,11.94,20-Dec-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
20-Dec-2019 - 00:00,735.21,118.06,47.71,143.88,1.18,5.53,1.2,4.73,2.15,1.22,35.83,13.49,48.82,62.31,43.79,9.59,21-Dec-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
21-Dec-2019 - 00:00,735.87,97.46,40.94,87.37,1.42,4.1,0.93,3.98,1.73,0.71,33.76,10.5,48.65,59.14,47.99,10.79,22-Dec-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
22-Dec-2019 - 00:00,737.02,71.29,30.8,107.12,1.65,2.88,0.6,2.54,1.16,0.79,26.84,8.78,38.52,47.3,50.24,11.99,23-Dec-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
23-Dec-2019 - 00:00,736.1,99.83,35.79,138.58,1.23,4.53,1.34,5.28,2.64,0.94,41.73,28.93,50.54,79.46,45.03,11.98,24-Dec-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
24-Dec-2019 - 00:00,736.93,90.86,34.64,72.45,1.6,3.08,0.36,1.15,0.53,0.87,19.97,3.83,27.8,31.63,65.32,10.77,25-Dec-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
25-Dec-2019 - 00:00,736.67,100.42,39.17,126.47,1.29,4.87,1.67,5.34,2.65,1.13,39.66,18.17,56.09,74.27,35.8,11.54,26-Dec-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
26-Dec-2019 - 00:00,736.35,114.64,44.0,173.22,1.23,7.41,2.09,8.59,4.38,1.28,56.79,47.99,63.88,111.87,28.84,12.15,27-Dec-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
27-Dec-2019 - 00:00,736.79,129.96,47.68,150.43,1.19,6.92,1.39,6.09,3.46,1.02,47.36,29.36,60.98,90.07,36.44,12.56,28-Dec-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
28-Dec-2019 - 00:00,737.27,135.53,49.94,136.25,1.19,6.61,1.09,4.24,2.14,1.0,37.49,15.1,52.75,67.86,47.61,11.72,29-Dec-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
29-Dec-2019 - 00:00,737.38,129.27,47.88,119.27,1.28,6.89,0.77,2.71,1.45,1.12,32.59,8.19,49.44,57.63,37.12,11.63,30-Dec-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
30-Dec-2019 - 00:00,736.45,156.43,57.85,78.13,1.5,5.52,0.58,1.41,0.65,1.05,30.72,4.81,33.77,38.58,48.63,9.63,31-Dec-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
31-Dec-2019 - 00:00,736.42,162.59,70.03,64.44,1.77,4.64,0.17,0.28,0.15,0.99,28.32,2.71,14.11,16.82,38.15,11.53,01-Jan-2020 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
