from date,AT,Benzene,BP,CO,NH3,NO,NO2,NOx,Ozone,PM10,PM2.5,RH,SO2,SR,WD,WS,VWS,Toluene,to date,station
03-Sep-2019 - 00:00,29.75,,972.15,1.74,23.65,13.44,55.8,40.65,39.43,166.29,77.58,66.32,15.27,96.07,197.09,0.46,0.0,,04-Sep-2019 - 00:00,"R K Puram, Delhi - DPCC"
04-Sep-2019 - 00:00,29.06,,972.14,1.76,26.3,8.05,54.04,35.19,36.45,165.85,69.61,69.73,6.45,89.37,153.56,0.99,0.1,,05-Sep-2019 - 00:00,"R K Puram, Delhi - DPCC"
05-Sep-2019 - 00:00,28.97,,972.14,1.62,23.0,1.43,35.46,19.94,30.35,84.26,33.19,67.95,4.71,103.11,146.41,1.0,0.09,,06-Sep-2019 - 00:00,"R K Puram, Delhi - DPCC"
06-Sep-2019 - 00:00,29.25,,972.12,1.61,26.9,1.54,34.35,19.39,30.05,87.64,42.55,67.19,6.01,112.84,156.86,1.06,0.1,,07-Sep-2019 - 00:00,"R K Puram, Delhi - DPCC"
07-Sep-2019 - 00:00,28.07,,972.8,1.57,28.24,1.39,32.03,18.12,31.72,76.67,34.47,72.36,5.84,112.21,149.54,0.92,0.07,,08-Sep-2019 - 00:00,"R K Puram, Delhi - DPCC"
08-Sep-2019 - 00:00,28.94,,972.16,1.8,24.15,1.43,39.48,21.98,43.89,104.42,47.96,69.21,6.36,111.93,177.22,0.54,0.01,,09-Sep-2019 - 00:00,"R K Puram, Delhi - DPCC"
09-Sep-2019 - 00:00,30.11,,972.15,1.88,23.6,1.57,46.24,25.74,36.0,156.27,68.14,64.03,6.74,114.33,195.73,0.5,0.0,,10-Sep-2019 - 00:00,"R K Puram, Delhi - DPCC"
10-Sep-2019 - 00:00,30.49,,972.15,1.93,23.51,1.65,51.57,28.43,52.32,165.91,65.07,62.09,6.52,117.78,196.83,0.45,0.0,,11-Sep-2019 - 00:00,"R K Puram, Delhi - DPCC"
11-Sep-2019 - 00:00,30.56,,972.15,2.16,25.64,1.88,55.7,31.13,58.73,210.4,69.39,63.73,6.58,108.14,208.85,0.49,0.0,,12-Sep-2019 - 00:00,"R K Puram, Delhi - DPCC"
12-Sep-2019 - 00:00,29.94,,972.12,1.54,24.49,1.33,38.52,21.43,28.55,135.54,58.79,65.93,5.42,108.54,170.0,1.23,0.14,,13-Sep-2019 - 00:00,"R K Puram, Delhi - DPCC"
13-Sep-2019 - 00:00,29.72,,972.12,1.51,23.41,1.39,32.01,17.96,28.37,75.87,33.61,64.07,8.38,109.21,148.42,1.11,0.1,,14-Sep-2019 - 00:00,"R K Puram, Delhi - DPCC"
14-Sep-2019 - 00:00,28.79,,972.13,1.54,18.94,1.31,27.67,15.74,40.76,65.08,30.52,64.87,6.06,100.41,120.7,1.64,0.14,,15-Sep-2019 - 00:00,"R K Puram, Delhi - DPCC"
15-Sep-2019 - 00:00,26.82,,972.13,1.66,19.25,1.35,28.66,16.27,42.59,75.62,43.87,74.21,7.11,77.94,156.43,0.83,0.07,,16-Sep-2019 - 00:00,"R K Puram, Delhi - DPCC"
16-Sep-2019 - 00:00,29.3,,972.14,1.84,19.02,1.51,49.71,27.54,52.79,136.08,58.41,65.15,6.3,113.32,210.0,0.47,0.0,,17-Sep-2019 - 00:00,"R K Puram, Delhi - DPCC"
17-Sep-2019 - 00:00,28.59,,972.12,1.59,19.98,1.52,53.87,29.7,58.68,136.82,50.84,64.3,5.06,105.62,186.32,0.52,0.0,,18-Sep-2019 - 00:00,"R K Puram, Delhi - DPCC"
18-Sep-2019 - 00:00,28.02,,972.12,1.46,19.33,1.43,33.74,19.08,51.55,86.88,39.22,59.35,5.04,121.94,140.72,1.47,0.18,,19-Sep-2019 - 00:00,"R K Puram, Delhi - DPCC"
19-Sep-2019 - 00:00,25.62,,972.12,1.53,18.11,1.76,29.33,16.79,35.75,56.38,25.62,68.05,7.93,76.5,124.68,1.63,0.2,,20-Sep-2019 - 00:00,"R K Puram, Delhi - DPCC"
20-Sep-2019 - 00:00,26.95,,972.11,1.59,16.78,1.51,35.72,19.99,34.48,86.55,42.31,65.33,6.68,108.08,166.35,0.78,0.07,,21-Sep-2019 - 00:00,"R K Puram, Delhi - DPCC"
21-Sep-2019 - 00:00,26.22,,972.12,1.61,17.75,1.55,35.3,19.77,41.28,91.43,40.8,70.63,6.59,101.68,175.21,0.66,0.03,,22-Sep-2019 - 00:00,"R K Puram, Delhi - DPCC"
22-Sep-2019 - 00:00,23.38,,972.25,1.49,16.88,1.29,35.26,19.67,26.21,57.59,27.54,77.07,5.66,79.72,131.33,1.12,0.11,,23-Sep-2019 - 00:00,"R K Puram, Delhi - DPCC"
23-Sep-2019 - 00:00,25.16,,972.11,1.51,16.67,1.32,36.64,20.35,38.89,73.33,35.1,69.29,5.49,99.5,137.78,0.8,0.06,,24-Sep-2019 - 00:00,"R K Puram, Delhi - DPCC"
24-Sep-2019 - 00:00,25.3,,972.13,1.4,16.62,8.55,42.0,28.99,39.53,86.76,40.4,69.64,6.36,100.52,168.18,0.68,0.04,,25-Sep-2019 - 00:00,"R K Puram, Delhi - DPCC"
25-Sep-2019 - 00:00,26.27,,972.13,1.25,18.53,10.53,41.8,30.81,39.62,70.09,27.93,66.31,6.2,115.32,139.38,1.07,0.08,,26-Sep-2019 - 00:00,"R K Puram, Delhi - DPCC"
26-Sep-2019 - 00:00,26.45,,972.09,0.82,14.91,9.21,23.07,19.14,25.62,56.88,20.58,65.86,5.34,87.35,105.76,2.0,0.21,,27-Sep-2019 - 00:00,"R K Puram, Delhi - DPCC"
27-Sep-2019 - 00:00,25.08,,972.15,0.71,1.23,5.49,4.82,2.62,22.66,43.68,9.56,68.91,0.87,73.43,115.9,1.98,0.18,,28-Sep-2019 - 00:00,"R K Puram, Delhi - DPCC"
28-Sep-2019 - 00:00,24.91,,972.09,0.84,2.77,10.64,12.54,5.79,25.71,59.02,19.0,68.56,3.18,93.48,120.62,1.86,0.16,,29-Sep-2019 - 00:00,"R K Puram, Delhi - DPCC"
29-Sep-2019 - 00:00,24.26,1.95,972.25,0.73,5.61,,,0.43,29.49,40.28,12.78,71.33,3.25,96.17,123.22,1.52,0.15,11.59,30-Sep-2019 - 00:00,"R K Puram, Delhi - DPCC"
30-Sep-2019 - 00:00,24.57,1.85,972.1,1.61,5.31,4.65,0.4,17.2,36.09,61.72,21.9,70.52,3.38,89.74,157.89,0.96,0.05,7.55,01-Oct-2019 - 00:00,"R K Puram, Delhi - DPCC"
01-Oct-2019 - 00:00,24.99,,972.11,0.77,0.17,0.7,0.92,0.5,38.19,73.32,29.01,70.34,5.27,98.11,150.41,0.98,0.09,,02-Oct-2019 - 00:00,"R K Puram, Delhi - DPCC"
02-Oct-2019 - 00:00,25.58,,972.11,1.52,0.14,1.1,0.27,0.3,54.49,108.98,40.04,66.74,4.69,111.65,180.35,0.56,0.02,,03-Oct-2019 - 00:00,"R K Puram, Delhi - DPCC"
03-Oct-2019 - 00:00,25.4,,972.1,0.95,0.36,1.2,0.65,0.71,63.14,135.54,51.73,66.13,4.06,112.82,188.22,0.64,0.0,,04-Oct-2019 - 00:00,"R K Puram, Delhi - DPCC"
04-Oct-2019 - 00:00,23.26,,972.18,1.23,12.5,29.27,42.33,39.04,44.91,106.27,41.73,70.87,4.11,118.72,204.94,0.55,0.0,,05-Oct-2019 - 00:00,"R K Puram, Delhi - DPCC"
05-Oct-2019 - 00:00,23.91,,972.09,1.62,20.18,49.51,47.66,65.73,53.78,134.15,37.97,60.89,4.51,119.81,204.03,0.59,0.0,,06-Oct-2019 - 00:00,"R K Puram, Delhi - DPCC"
06-Oct-2019 - 00:00,24.03,,972.1,0.85,22.33,25.1,54.53,49.46,61.1,150.66,56.03,62.73,3.06,111.56,203.55,0.48,0.0,,07-Oct-2019 - 00:00,"R K Puram, Delhi - DPCC"
07-Oct-2019 - 00:00,24.24,,972.1,0.86,21.8,6.75,47.95,30.98,47.67,138.06,51.33,61.45,3.07,102.6,211.15,0.76,0.0,,08-Oct-2019 - 00:00,"R K Puram, Delhi - DPCC"
08-Oct-2019 - 00:00,23.45,,972.1,1.22,19.66,47.64,43.01,61.8,55.79,138.02,37.58,59.5,4.26,115.96,207.23,0.69,0.0,,09-Oct-2019 - 00:00,"R K Puram, Delhi - DPCC"
09-Oct-2019 - 00:00,23.94,,972.1,1.74,21.11,96.78,58.41,109.97,63.23,183.57,68.03,60.74,4.63,113.52,198.53,0.53,0.02,,10-Oct-2019 - 00:00,"R K Puram, Delhi - DPCC"
10-Oct-2019 - 00:00,24.56,,972.11,0.78,24.2,83.94,69.84,105.63,74.77,191.19,68.92,58.53,4.23,111.79,201.6,0.46,0.01,,11-Oct-2019 - 00:00,"R K Puram, Delhi - DPCC"
11-Oct-2019 - 00:00,24.08,,972.1,0.41,24.97,93.59,74.16,115.74,66.25,203.09,72.92,59.35,5.24,111.17,210.05,0.43,0.0,,12-Oct-2019 - 00:00,"R K Puram, Delhi - DPCC"
12-Oct-2019 - 00:00,24.4,,972.11,0.42,28.99,106.5,67.28,118.89,58.46,205.09,75.93,61.84,4.51,104.01,203.75,0.4,0.0,,13-Oct-2019 - 00:00,"R K Puram, Delhi - DPCC"
13-Oct-2019 - 00:00,24.01,,972.1,0.36,24.13,112.57,64.18,125.94,53.89,246.58,84.11,61.58,4.97,100.34,206.78,0.4,0.0,,14-Oct-2019 - 00:00,"R K Puram, Delhi - DPCC"
14-Oct-2019 - 00:00,23.93,,972.1,0.43,25.01,162.86,61.21,165.36,55.64,265.56,79.98,64.27,6.57,102.15,216.05,0.4,0.0,,15-Oct-2019 - 00:00,"R K Puram, Delhi - DPCC"
15-Oct-2019 - 00:00,24.38,,972.11,1.57,29.46,165.64,76.04,175.9,66.78,275.22,80.12,63.87,8.8,102.38,213.48,0.42,0.0,,16-Oct-2019 - 00:00,"R K Puram, Delhi - DPCC"
16-Oct-2019 - 00:00,24.52,,972.11,0.62,35.26,117.55,72.77,134.53,61.56,272.05,97.0,64.69,7.97,97.49,209.98,0.4,0.01,,17-Oct-2019 - 00:00,"R K Puram, Delhi - DPCC"
17-Oct-2019 - 00:00,24.31,,972.1,1.36,30.06,52.85,64.31,77.29,42.36,230.16,86.59,61.4,7.38,99.28,203.92,0.57,0.04,,18-Oct-2019 - 00:00,"R K Puram, Delhi - DPCC"
18-Oct-2019 - 00:00,24.82,,972.11,1.18,28.64,16.48,54.7,41.64,42.99,171.94,61.35,53.68,7.99,100.41,169.65,0.84,0.06,,19-Oct-2019 - 00:00,"R K Puram, Delhi - DPCC"
19-Oct-2019 - 00:00,23.76,,972.11,0.68,17.18,44.05,56.41,65.92,47.19,201.57,59.47,55.81,13.66,92.65,187.38,0.44,0.0,,20-Oct-2019 - 00:00,"R K Puram, Delhi - DPCC"
20-Oct-2019 - 00:00,23.0,,972.1,1.11,12.4,33.43,29.97,43.19,42.54,204.88,50.44,56.03,7.92,96.15,215.76,0.55,0.0,,21-Oct-2019 - 00:00,"R K Puram, Delhi - DPCC"
21-Oct-2019 - 00:00,21.87,,972.1,0.15,11.85,32.44,31.48,43.19,44.8,219.83,63.17,54.31,7.82,101.54,217.11,0.69,0.0,,22-Oct-2019 - 00:00,"R K Puram, Delhi - DPCC"
22-Oct-2019 - 00:00,21.09,,972.1,2.32,11.17,38.55,31.61,48.25,43.38,221.33,56.71,54.34,9.62,96.69,220.72,0.77,0.0,,23-Oct-2019 - 00:00,"R K Puram, Delhi - DPCC"
23-Oct-2019 - 00:00,21.65,,972.07,1.88,18.62,68.98,58.55,94.75,19.42,272.75,80.67,54.22,9.03,101.23,218.88,0.6,0.0,,24-Oct-2019 - 00:00,"R K Puram, Delhi - DPCC"
24-Oct-2019 - 00:00,21.67,,972.09,3.29,29.71,208.42,96.33,267.47,20.75,324.46,86.0,62.44,11.1,90.66,201.88,0.41,0.0,,25-Oct-2019 - 00:00,"R K Puram, Delhi - DPCC"
25-Oct-2019 - 00:00,21.34,,972.06,2.51,18.89,100.65,48.85,115.88,20.86,266.04,85.36,61.22,11.65,95.3,191.19,0.59,0.04,,26-Oct-2019 - 00:00,"R K Puram, Delhi - DPCC"
26-Oct-2019 - 00:00,21.16,,972.08,2.35,15.95,77.31,33.99,81.08,20.14,311.3,90.0,65.3,11.24,90.39,220.22,0.39,0.0,,27-Oct-2019 - 00:00,"R K Puram, Delhi - DPCC"
27-Oct-2019 - 00:00,21.31,,972.1,1.09,16.45,36.41,34.31,47.97,22.34,293.92,188.88,58.61,10.33,91.78,222.72,0.59,0.0,,28-Oct-2019 - 00:00,"R K Puram, Delhi - DPCC"
28-Oct-2019 - 00:00,21.08,,972.08,1.22,13.34,12.41,51.78,37.66,23.44,447.66,301.65,60.45,14.65,78.91,216.92,0.43,0.0,,29-Oct-2019 - 00:00,"R K Puram, Delhi - DPCC"
29-Oct-2019 - 00:00,20.42,,972.12,2.2,24.35,106.97,44.41,110.84,21.06,445.29,226.54,68.39,11.99,50.33,208.19,0.31,0.0,,30-Oct-2019 - 00:00,"R K Puram, Delhi - DPCC"
30-Oct-2019 - 00:00,21.53,,972.1,2.53,21.98,106.54,40.62,108.44,24.21,436.06,210.28,63.6,11.52,65.77,207.2,0.36,0.0,,31-Oct-2019 - 00:00,"R K Puram, Delhi - DPCC"
31-Oct-2019 - 00:00,20.63,,972.1,2.4,22.93,128.46,44.65,128.49,24.99,457.8,214.48,66.21,11.56,75.41,208.02,0.34,0.0,,01-Nov-2019 - 00:00,"R K Puram, Delhi - DPCC"
01-Nov-2019 - 00:00,21.68,,972.08,1.1,26.25,71.54,61.61,91.15,25.85,529.17,317.96,63.39,9.56,71.04,191.68,0.34,0.0,,02-Nov-2019 - 00:00,"R K Puram, Delhi - DPCC"
02-Nov-2019 - 00:00,21.08,,972.07,1.4,24.39,32.5,40.41,47.99,21.9,419.17,264.62,64.6,10.89,52.8,200.58,0.48,0.0,,03-Nov-2019 - 00:00,"R K Puram, Delhi - DPCC"
03-Nov-2019 - 00:00,19.84,,972.07,1.23,32.26,22.39,37.03,37.96,21.78,608.86,457.62,70.03,11.06,44.92,211.54,0.62,0.0,,04-Nov-2019 - 00:00,"R K Puram, Delhi - DPCC"
04-Nov-2019 - 00:00,20.69,,972.06,1.07,19.39,27.89,38.0,42.96,26.41,297.04,192.83,61.53,11.84,74.98,201.83,0.56,0.0,,05-Nov-2019 - 00:00,"R K Puram, Delhi - DPCC"
05-Nov-2019 - 00:00,20.01,,971.73,1.35,18.09,49.25,36.45,57.66,27.52,254.48,144.11,57.73,13.67,85.19,207.71,0.81,0.07,,06-Nov-2019 - 00:00,"R K Puram, Delhi - DPCC"
06-Nov-2019 - 00:00,19.92,,972.08,1.32,13.69,58.91,30.23,63.83,23.13,192.97,86.26,55.66,11.49,81.89,196.7,0.48,0.01,,07-Nov-2019 - 00:00,"R K Puram, Delhi - DPCC"
07-Nov-2019 - 00:00,17.61,,972.09,1.25,7.32,12.91,10.64,16.2,18.76,287.67,169.49,67.84,12.17,27.51,155.96,0.68,0.01,,08-Nov-2019 - 00:00,"R K Puram, Delhi - DPCC"
08-Nov-2019 - 00:00,19.57,,972.16,1.46,5.74,17.48,7.55,18.28,27.27,247.07,141.83,63.64,10.15,82.62,197.74,0.35,0.0,101.08,09-Nov-2019 - 00:00,"R K Puram, Delhi - DPCC"
09-Nov-2019 - 00:00,19.45,,972.07,0.88,15.12,22.45,21.47,29.73,26.44,217.38,124.73,57.08,10.84,94.73,201.85,0.59,0.0,102.9,10-Nov-2019 - 00:00,"R K Puram, Delhi - DPCC"
10-Nov-2019 - 00:00,18.56,,972.05,1.32,16.15,25.54,29.24,36.38,30.68,275.72,170.81,49.98,12.09,87.4,188.14,0.47,0.0,,11-Nov-2019 - 00:00,"R K Puram, Delhi - DPCC"
11-Nov-2019 - 00:00,17.53,,972.06,1.83,18.22,66.33,36.59,73.53,33.33,363.84,216.53,55.26,13.36,80.65,192.56,0.38,0.0,,12-Nov-2019 - 00:00,"R K Puram, Delhi - DPCC"
12-Nov-2019 - 00:00,16.55,,972.1,1.65,25.07,80.35,39.93,86.74,37.29,498.99,329.17,60.44,12.85,82.8,197.35,0.45,0.0,,13-Nov-2019 - 00:00,"R K Puram, Delhi - DPCC"
13-Nov-2019 - 00:00,17.22,,972.12,1.91,33.68,105.94,67.37,122.18,32.81,531.04,354.88,63.89,13.26,71.78,186.68,0.34,0.0,,14-Nov-2019 - 00:00,"R K Puram, Delhi - DPCC"
14-Nov-2019 - 00:00,17.25,,972.16,2.48,41.65,113.91,97.72,144.85,24.35,513.82,340.45,70.53,11.23,48.83,168.04,0.33,0.0,,15-Nov-2019 - 00:00,"R K Puram, Delhi - DPCC"
15-Nov-2019 - 00:00,18.28,,972.09,1.69,39.32,45.25,63.03,70.42,34.33,569.52,409.4,64.51,12.35,65.15,191.05,0.43,0.0,,16-Nov-2019 - 00:00,"R K Puram, Delhi - DPCC"
16-Nov-2019 - 00:00,19.22,,972.09,0.75,17.8,11.49,28.14,24.25,34.0,268.4,150.27,57.05,11.89,79.3,204.56,0.77,0.0,,17-Nov-2019 - 00:00,"R K Puram, Delhi - DPCC"
17-Nov-2019 - 00:00,18.58,,972.08,0.6,10.08,4.83,16.86,10.12,35.18,162.19,86.43,55.46,11.23,90.22,209.55,1.18,0.0,,18-Nov-2019 - 00:00,"R K Puram, Delhi - DPCC"
18-Nov-2019 - 00:00,16.72,,972.1,1.2,5.64,20.6,10.64,19.16,34.95,175.58,96.0,62.2,11.16,85.3,204.55,0.8,0.0,,19-Nov-2019 - 00:00,"R K Puram, Delhi - DPCC"
19-Nov-2019 - 00:00,16.16,,972.13,1.68,5.36,29.03,9.91,28.94,37.64,213.77,109.25,62.48,12.92,83.15,193.89,0.56,0.0,,20-Nov-2019 - 00:00,"R K Puram, Delhi - DPCC"
20-Nov-2019 - 00:00,16.19,,972.75,2.21,7.06,65.62,20.77,44.89,42.13,288.97,147.71,62.61,13.72,79.71,190.64,0.38,0.0,,21-Nov-2019 - 00:00,"R K Puram, Delhi - DPCC"
21-Nov-2019 - 00:00,16.51,,973.15,3.22,23.68,183.97,67.62,185.97,55.37,333.89,175.72,64.38,14.02,68.88,176.16,0.34,0.01,,22-Nov-2019 - 00:00,"R K Puram, Delhi - DPCC"
22-Nov-2019 - 00:00,17.07,,972.64,2.23,16.6,116.57,38.47,115.5,46.2,325.46,170.03,63.15,12.69,73.1,188.62,0.37,0.0,,23-Nov-2019 - 00:00,"R K Puram, Delhi - DPCC"
23-Nov-2019 - 00:00,17.43,,972.08,0.73,13.22,20.73,26.12,30.7,28.34,245.72,115.61,58.3,11.19,60.06,207.73,0.67,0.0,,24-Nov-2019 - 00:00,"R K Puram, Delhi - DPCC"
24-Nov-2019 - 00:00,18.01,,972.1,0.58,14.3,6.63,24.83,18.6,31.54,176.06,90.46,58.41,12.36,67.84,212.08,0.55,0.0,,25-Nov-2019 - 00:00,"R K Puram, Delhi - DPCC"
25-Nov-2019 - 00:00,17.21,,972.11,2.13,18.94,87.92,50.01,98.25,28.06,248.05,115.77,62.83,16.39,70.78,202.24,0.39,0.0,,26-Nov-2019 - 00:00,"R K Puram, Delhi - DPCC"
26-Nov-2019 - 00:00,18.64,,972.12,0.98,21.6,83.14,50.74,94.76,69.84,202.54,97.79,58.93,11.58,60.87,180.92,0.49,0.01,,27-Nov-2019 - 00:00,"R K Puram, Delhi - DPCC"
27-Nov-2019 - 00:00,17.55,,972.11,0.72,16.48,20.94,46.24,41.68,30.32,131.76,54.64,60.91,12.03,54.32,163.59,0.77,0.03,,28-Nov-2019 - 00:00,"R K Puram, Delhi - DPCC"
28-Nov-2019 - 00:00,15.86,,971.64,0.39,8.24,5.42,18.42,14.22,25.66,60.9,25.91,64.51,11.77,57.57,129.0,1.68,0.1,,29-Nov-2019 - 00:00,"R K Puram, Delhi - DPCC"
29-Nov-2019 - 00:00,15.36,,971.4,0.97,14.62,35.55,40.76,50.65,26.16,105.75,45.92,68.73,13.94,79.3,182.27,0.46,0.01,,30-Nov-2019 - 00:00,"R K Puram, Delhi - DPCC"
30-Nov-2019 - 00:00,13.83,,971.59,0.99,19.98,34.98,38.7,49.11,25.33,153.25,84.79,74.88,9.91,75.88,209.38,0.61,0.0,,01-Dec-2019 - 00:00,"R K Puram, Delhi - DPCC"
01-Dec-2019 - 00:00,12.92,,971.48,1.1,17.86,48.94,39.14,60.65,32.32,186.09,106.55,66.6,11.08,79.95,210.64,0.56,0.0,,02-Dec-2019 - 00:00,"R K Puram, Delhi - DPCC"
02-Dec-2019 - 00:00,12.53,,971.43,1.35,19.66,65.44,50.98,80.48,30.81,225.52,110.93,61.68,11.22,79.93,213.77,0.68,0.0,,03-Dec-2019 - 00:00,"R K Puram, Delhi - DPCC"
03-Dec-2019 - 00:00,14.18,,971.38,1.49,19.88,64.35,48.59,78.32,36.14,252.6,105.76,50.38,13.81,108.5,212.23,0.86,0.0,,04-Dec-2019 - 00:00,"R K Puram, Delhi - DPCC"
04-Dec-2019 - 00:00,12.37,,971.36,2.48,21.74,110.58,55.42,119.64,29.52,276.94,127.56,57.09,12.83,72.69,201.6,0.42,0.0,,05-Dec-2019 - 00:00,"R K Puram, Delhi - DPCC"
05-Dec-2019 - 00:00,11.87,,972.88,2.56,30.37,157.49,70.66,166.0,30.97,381.22,206.46,66.55,12.48,68.75,196.06,0.35,0.0,,06-Dec-2019 - 00:00,"R K Puram, Delhi - DPCC"
06-Dec-2019 - 00:00,13.06,,971.68,1.24,32.71,107.67,59.11,119.26,25.92,359.51,208.56,69.66,11.04,63.29,196.91,0.35,0.0,,07-Dec-2019 - 00:00,"R K Puram, Delhi - DPCC"
07-Dec-2019 - 00:00,13.14,,973.11,2.31,32.29,132.98,54.88,137.62,31.06,402.47,227.12,71.25,14.87,65.41,191.93,0.38,0.0,,08-Dec-2019 - 00:00,"R K Puram, Delhi - DPCC"
08-Dec-2019 - 00:00,13.19,,972.71,1.7,29.17,145.75,52.97,147.01,30.98,332.21,200.79,69.15,9.1,70.32,202.06,0.38,0.0,,09-Dec-2019 - 00:00,"R K Puram, Delhi - DPCC"
09-Dec-2019 - 00:00,18.8,,972.0,2.42,22.81,95.57,45.55,102.08,36.29,335.99,176.6,61.29,12.93,90.58,195.97,0.42,0.0,,10-Dec-2019 - 00:00,"R K Puram, Delhi - DPCC"
10-Dec-2019 - 00:00,16.67,,971.52,2.38,19.87,85.76,33.73,87.81,38.18,417.27,234.48,67.07,13.6,64.81,196.07,0.44,0.0,,11-Dec-2019 - 00:00,"R K Puram, Delhi - DPCC"
11-Dec-2019 - 00:00,16.9,,972.44,1.88,28.06,141.89,46.39,140.34,33.33,403.96,243.68,68.45,12.02,69.67,160.13,0.59,0.04,,12-Dec-2019 - 00:00,"R K Puram, Delhi - DPCC"
12-Dec-2019 - 00:00,18.84,,971.39,0.8,32.64,68.54,55.24,85.25,32.3,372.38,223.0,68.95,9.73,38.98,132.93,1.44,0.16,,13-Dec-2019 - 00:00,"R K Puram, Delhi - DPCC"
13-Dec-2019 - 00:00,17.91,,971.68,0.48,23.4,5.15,31.79,21.11,24.46,112.25,80.25,80.69,10.87,38.33,154.67,1.14,0.14,,14-Dec-2019 - 00:00,"R K Puram, Delhi - DPCC"
14-Dec-2019 - 00:00,16.17,,973.39,0.98,19.11,32.9,35.82,45.86,20.93,129.96,72.67,75.28,13.25,66.53,181.04,0.49,0.02,,15-Dec-2019 - 00:00,"R K Puram, Delhi - DPCC"
15-Dec-2019 - 00:00,15.41,,971.84,0.41,20.43,21.55,30.99,34.06,23.42,137.26,78.43,76.69,11.04,70.01,209.75,0.54,0.0,,16-Dec-2019 - 00:00,"R K Puram, Delhi - DPCC"
16-Dec-2019 - 00:00,12.91,,971.38,0.42,20.96,5.2,24.95,17.51,20.42,124.8,75.79,79.88,11.29,18.87,206.38,0.81,0.0,,17-Dec-2019 - 00:00,"R K Puram, Delhi - DPCC"
17-Dec-2019 - 00:00,12.39,,971.41,0.83,29.28,23.32,23.9,31.74,21.4,145.18,82.01,75.6,11.04,29.79,205.46,0.62,0.0,,18-Dec-2019 - 00:00,"R K Puram, Delhi - DPCC"
18-Dec-2019 - 00:00,13.19,,971.47,1.91,28.67,51.46,33.44,59.79,28.28,238.59,139.14,72.98,13.17,79.98,203.65,0.58,0.0,,19-Dec-2019 - 00:00,"R K Puram, Delhi - DPCC"
19-Dec-2019 - 00:00,11.34,,973.14,1.42,20.05,49.21,20.73,51.15,19.44,355.55,214.93,81.35,11.42,45.46,181.85,0.47,0.03,,20-Dec-2019 - 00:00,"R K Puram, Delhi - DPCC"
20-Dec-2019 - 00:00,13.3,,972.32,1.24,28.85,30.11,40.72,46.21,21.1,386.67,238.34,79.6,13.08,55.03,207.12,0.45,0.01,,21-Dec-2019 - 00:00,"R K Puram, Delhi - DPCC"
21-Dec-2019 - 00:00,14.52,,971.75,0.98,44.68,31.34,43.16,48.54,20.53,332.01,197.93,78.38,12.8,56.12,208.97,0.5,0.0,,22-Dec-2019 - 00:00,"R K Puram, Delhi - DPCC"
22-Dec-2019 - 00:00,12.77,,972.11,0.62,26.54,8.06,17.85,16.08,19.39,185.93,109.66,80.14,10.25,58.92,205.75,0.54,0.0,,23-Dec-2019 - 00:00,"R K Puram, Delhi - DPCC"
23-Dec-2019 - 00:00,11.79,,971.53,1.24,37.45,31.26,32.62,42.83,24.68,276.38,153.8,75.85,13.33,61.83,211.78,0.66,0.0,,24-Dec-2019 - 00:00,"R K Puram, Delhi - DPCC"
24-Dec-2019 - 00:00,12.31,,971.82,1.4,37.74,47.08,57.69,69.04,22.85,420.45,220.44,75.24,10.93,58.99,189.07,0.48,0.01,,25-Dec-2019 - 00:00,"R K Puram, Delhi - DPCC"
25-Dec-2019 - 00:00,10.29,,971.98,0.76,34.62,15.01,31.96,29.21,19.97,252.44,131.72,78.03,9.16,61.12,209.02,0.64,0.0,,26-Dec-2019 - 00:00,"R K Puram, Delhi - DPCC"
26-Dec-2019 - 00:00,10.05,,971.39,0.78,35.67,18.49,35.36,33.86,20.07,309.56,161.56,73.91,9.89,60.15,205.7,0.69,0.0,,27-Dec-2019 - 00:00,"R K Puram, Delhi - DPCC"
27-Dec-2019 - 00:00,10.19,,971.68,1.45,32.5,34.8,41.54,50.47,19.87,371.26,188.98,71.67,10.28,66.52,201.91,0.45,0.0,,28-Dec-2019 - 00:00,"R K Puram, Delhi - DPCC"
28-Dec-2019 - 00:00,8.4,,974.91,1.97,18.38,52.04,15.89,50.71,25.1,483.73,249.7,78.13,13.06,47.95,203.52,0.38,0.0,,29-Dec-2019 - 00:00,"R K Puram, Delhi - DPCC"
29-Dec-2019 - 00:00,10.38,,972.18,1.93,5.43,20.19,9.61,21.55,28.58,554.04,289.02,73.07,10.0,63.4,189.47,0.42,0.0,,30-Dec-2019 - 00:00,"R K Puram, Delhi - DPCC"
30-Dec-2019 - 00:00,7.68,,975.21,1.09,55.66,24.5,55.46,47.82,19.14,484.32,268.93,84.82,9.04,14.23,175.97,0.67,0.07,,31-Dec-2019 - 00:00,"R K Puram, Delhi - DPCC"
31-Dec-2019 - 00:00,6.85,,971.4,0.7,42.55,4.95,29.15,19.55,4.85,306.0,174.0,82.55,9.35,0.45,113.5,2.15,0.35,,01-Jan-2020 - 00:00,"R K Puram, Delhi - DPCC"
