from date,PM2.5,PM10,RH,VWS,BP,SR,AT,WS,WD,CO,SO2,Ozone,NO2,NO,NOx,Benzene,Xylene,Toluene,to date,station
09-Aug-2019 - 00:00,27.74,44.44,75.66,-1.18,751.29,129.31,28.78,2.91,242.22,0.51,21.87,34.01,10.93,5.78,6.91,3.13,3.76,5.53,10-Aug-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
10-Aug-2019 - 00:00,45.02,97.51,65.45,-0.79,748.65,168.96,33.89,0.56,152.23,0.69,19.61,21.64,23.5,8.91,12.53,3.4,4.36,6.92,11-Aug-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
11-Aug-2019 - 00:00,52.9,115.34,73.65,-0.86,748.38,113.4,32.1,0.41,156.78,0.84,21.18,21.84,28.26,11.41,15.29,4.26,10.75,7.18,12-Aug-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
12-Aug-2019 - 00:00,39.29,104.2,73.61,-0.99,749.52,140.23,32.09,1.42,151.22,0.58,21.7,16.43,13.15,9.29,9.75,3.65,3.21,6.22,13-Aug-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
13-Aug-2019 - 00:00,19.36,70.24,73.16,-0.93,749.78,116.24,30.59,2.24,224.29,0.45,20.21,36.28,5.24,4.88,4.67,3.33,4.83,5.63,14-Aug-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
14-Aug-2019 - 00:00,22.3,37.26,80.86,-0.62,750.27,82.92,27.05,3.35,244.34,0.28,20.43,26.36,7.53,5.02,5.28,3.17,3.14,10.19,15-Aug-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
15-Aug-2019 - 00:00,33.42,65.13,71.09,-0.57,747.05,143.77,30.43,1.69,207.46,0.0,17.1,37.58,14.18,6.34,8.19,20.01,8.5,41.34,16-Aug-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
16-Aug-2019 - 00:00,30.31,85.38,63.86,-0.68,746.04,172.81,33.22,0.6,160.05,0.0,20.11,27.21,18.25,8.32,10.67,24.4,14.82,49.59,17-Aug-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
17-Aug-2019 - 00:00,40.17,109.48,68.19,-0.64,745.9,91.1,32.1,0.56,155.79,0.0,19.14,18.85,14.34,7.4,8.93,22.58,13.07,62.47,18-Aug-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
18-Aug-2019 - 00:00,38.97,81.46,77.55,-0.53,745.27,111.3,29.99,0.9,157.55,0.48,18.44,17.55,13.46,7.89,9.02,50.55,58.96,126.09,19-Aug-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
19-Aug-2019 - 00:00,30.5,40.7,84.52,-0.52,746.29,68.95,26.65,0.81,178.16,0.63,18.72,19.48,24.49,6.22,11.03,20.76,27.41,57.56,20-Aug-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
20-Aug-2019 - 00:00,25.86,46.48,84.56,-0.49,747.56,85.94,26.52,1.36,184.66,,18.64,31.16,36.46,5.76,14.12,10.86,11.01,27.13,21-Aug-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
21-Aug-2019 - 00:00,36.7,59.07,82.74,-0.51,748.44,109.24,28.15,0.62,192.06,,17.64,28.05,35.61,5.88,13.99,15.49,7.29,34.93,22-Aug-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
22-Aug-2019 - 00:00,53.76,83.28,78.36,-0.66,747.69,104.2,30.08,0.5,201.07,,19.94,36.03,37.62,5.72,14.43,12.23,7.0,27.79,23-Aug-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
23-Aug-2019 - 00:00,46.38,83.21,79.0,-0.36,746.86,92.7,28.92,0.3,188.71,,20.39,48.53,44.27,7.86,17.72,,,,24-Aug-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
24-Aug-2019 - 00:00,46.08,66.5,78.44,-0.41,746.6,90.52,30.17,0.3,112.72,,18.31,92.56,32.63,5.48,12.86,0.97,3.24,1.61,25-Aug-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
25-Aug-2019 - 00:00,24.91,35.34,78.37,-0.6,747.24,120.68,29.91,0.3,113.99,,19.06,94.77,30.65,5.26,12.15,1.11,3.02,1.66,26-Aug-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
26-Aug-2019 - 00:00,37.92,54.99,73.49,-0.61,747.19,160.02,32.59,0.3,119.38,0.63,19.99,105.23,30.32,4.99,11.88,1.57,0.97,2.21,27-Aug-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
27-Aug-2019 - 00:00,27.69,48.42,71.38,-0.44,747.72,149.26,32.94,0.3,107.8,0.16,18.26,84.82,31.33,17.68,21.94,1.51,6.4,7.17,28-Aug-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
28-Aug-2019 - 00:00,41.93,84.38,69.78,-0.47,745.86,144.46,35.03,0.3,127.29,0.23,10.29,89.79,31.95,8.73,16.9,2.36,2.54,4.06,29-Aug-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
29-Aug-2019 - 00:00,39.49,61.29,70.73,-0.63,744.92,149.8,32.26,0.3,123.25,0.44,15.12,80.83,26.38,2.69,9.16,2.62,2.74,5.09,30-Aug-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
30-Aug-2019 - 00:00,29.28,83.46,69.72,-0.65,747.1,145.68,30.99,0.3,115.24,0.47,15.29,46.79,23.18,4.39,9.43,1.76,3.53,1.97,31-Aug-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
31-Aug-2019 - 00:00,49.5,79.78,68.91,-0.62,748.47,116.29,32.21,0.3,119.06,0.46,18.93,39.98,23.6,7.01,11.32,0.52,2.11,10.75,01-Sep-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
01-Sep-2019 - 00:00,49.31,97.5,69.27,-0.63,746.93,136.29,31.87,0.3,123.52,0.49,14.96,9.76,23.22,7.19,11.25,0.27,0.0,9.72,02-Sep-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
02-Sep-2019 - 00:00,52.4,145.04,69.98,-0.52,747.0,112.75,30.95,0.3,158.92,0.53,18.34,23.15,23.72,6.62,11.08,0.3,1.1,7.11,03-Sep-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
03-Sep-2019 - 00:00,31.89,78.49,77.65,-0.38,748.19,94.71,27.27,0.3,137.77,0.44,15.72,34.36,23.7,7.73,11.81,8.56,0.0,21.05,04-Sep-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
04-Sep-2019 - 00:00,24.63,50.23,73.71,-0.52,748.64,127.22,28.33,0.3,95.2,0.37,14.16,30.9,19.06,7.16,10.12,10.59,0.0,0.02,05-Sep-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
05-Sep-2019 - 00:00,21.5,78.79,71.92,-0.57,748.92,119.59,28.84,0.3,103.36,0.3,14.52,33.31,17.25,7.0,9.5,4.58,0.0,0.05,06-Sep-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
06-Sep-2019 - 00:00,33.96,119.55,71.86,-0.56,749.38,119.38,29.35,0.3,90.71,0.38,15.25,40.97,18.47,6.84,9.74,6.27,0.07,1.38,07-Sep-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
07-Sep-2019 - 00:00,30.62,75.57,71.3,-0.44,749.05,113.85,29.2,0.3,80.67,0.28,16.6,43.12,16.02,6.56,8.71,18.49,0.0,4.37,08-Sep-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
08-Sep-2019 - 00:00,20.97,56.6,76.4,-0.44,748.97,93.36,26.73,0.3,81.85,0.35,11.57,44.53,17.5,8.01,10.24,10.47,1.45,0.66,09-Sep-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
09-Sep-2019 - 00:00,36.62,57.63,78.48,-0.57,749.56,112.5,27.0,0.3,109.05,0.46,18.42,18.29,21.66,8.9,12.01,20.39,1.1,1.03,10-Sep-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
10-Sep-2019 - 00:00,36.67,54.63,72.34,-0.64,748.82,129.96,29.54,0.3,126.43,0.44,18.02,43.09,18.99,9.78,22.7,7.16,0.0,0.17,11-Sep-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
11-Sep-2019 - 00:00,39.44,79.21,73.03,-0.52,747.21,115.61,29.36,0.3,127.7,0.42,17.15,37.08,15.45,7.79,9.52,37.77,0.0,0.88,12-Sep-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
12-Sep-2019 - 00:00,23.46,45.91,78.15,-0.51,746.65,111.48,25.8,0.3,101.24,0.4,18.0,43.55,9.87,6.48,7.01,26.62,0.08,4.34,13-Sep-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
13-Sep-2019 - 00:00,18.63,35.31,79.88,-0.61,746.15,98.07,24.82,0.3,130.17,0.43,15.94,45.39,13.0,6.61,8.0,13.91,3.6,1.54,14-Sep-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
14-Sep-2019 - 00:00,30.79,83.91,73.57,-0.41,744.26,135.49,27.28,0.3,138.27,0.46,13.14,45.29,13.62,7.29,8.67,8.17,0.0,1.58,15-Sep-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
15-Sep-2019 - 00:00,45.72,119.14,69.56,-0.42,743.89,120.48,29.09,0.3,155.46,0.46,16.25,53.82,18.94,7.98,10.63,20.83,0.0,1.6,16-Sep-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
16-Sep-2019 - 00:00,61.53,115.0,71.15,-0.44,744.94,133.89,29.56,0.3,157.03,0.44,17.1,40.6,17.12,7.3,9.67,0.25,0.0,2.04,17-Sep-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
17-Sep-2019 - 00:00,30.21,72.57,80.66,-0.25,744.6,80.73,23.42,0.3,134.61,0.38,14.28,51.94,10.06,6.51,6.92,0.04,0.0,0.41,18-Sep-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
18-Sep-2019 - 00:00,8.75,24.57,85.61,-0.22,740.94,47.64,20.56,0.3,91.55,0.37,13.85,24.93,14.82,7.58,8.36,9.04,3.23,3.62,19-Sep-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
19-Sep-2019 - 00:00,32.72,62.49,80.02,-0.22,740.07,84.39,23.47,0.3,81.89,0.34,17.8,32.52,21.35,14.45,17.47,15.34,0.0,1.74,20-Sep-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
20-Sep-2019 - 00:00,27.9,92.75,74.16,-0.23,741.05,123.74,25.09,0.3,122.86,0.43,20.2,33.26,28.0,11.86,15.76,9.28,3.2,0.63,21-Sep-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
21-Sep-2019 - 00:00,35.2,102.42,74.21,-0.23,741.64,132.69,25.63,0.3,180.95,0.49,16.15,31.85,30.46,12.84,17.11,0.38,0.9,0.85,22-Sep-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
22-Sep-2019 - 00:00,31.8,64.98,82.14,-0.21,740.48,57.74,22.93,0.3,110.18,0.4,15.29,25.84,21.78,12.15,14.2,0.48,2.14,5.38,23-Sep-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
23-Sep-2019 - 00:00,35.66,78.12,77.72,-0.22,739.36,95.5,25.14,0.3,94.49,0.43,14.43,45.89,19.22,9.43,11.67,9.17,0.0,1.19,24-Sep-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
24-Sep-2019 - 00:00,19.06,43.36,79.39,-0.23,739.46,83.16,23.17,0.3,117.8,0.3,19.26,38.55,22.12,27.58,24.27,4.15,0.0,0.73,25-Sep-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
25-Sep-2019 - 00:00,9.11,28.09,79.45,-0.22,738.92,66.47,22.61,0.3,104.17,0.29,16.15,28.85,19.87,22.05,19.84,4.23,0.0,0.01,26-Sep-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
26-Sep-2019 - 00:00,8.0,27.73,84.32,-0.24,737.08,63.69,20.5,0.3,123.37,0.28,14.83,17.48,20.49,11.47,13.38,6.92,0.0,0.03,27-Sep-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
27-Sep-2019 - 00:00,,,90.0,-0.22,739.83,6.33,18.4,0.3,136.83,0.57,,35.61,15.37,6.7,4.98,0.24,0.0,0.09,28-Sep-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
28-Sep-2019 - 00:00,,,89.89,-0.22,741.83,14.42,17.36,0.3,170.2,0.4,14.78,14.94,35.05,19.6,38.13,8.12,1.8,5.82,29-Sep-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
29-Sep-2019 - 00:00,,,86.21,-0.27,742.02,52.76,19.12,0.3,215.86,0.37,15.28,15.6,30.61,18.15,20.67,0.29,0.0,1.35,30-Sep-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
30-Sep-2019 - 00:00,,,80.43,-0.26,741.44,83.67,20.09,0.3,260.51,0.4,14.67,19.96,28.64,16.34,18.9,0.61,2.14,0.59,01-Oct-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
01-Oct-2019 - 00:00,30.07,277.32,76.61,-0.24,740.78,110.75,21.53,0.3,248.62,0.48,14.23,23.91,32.93,15.56,19.61,0.48,3.89,1.01,02-Oct-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
02-Oct-2019 - 00:00,26.72,86.78,82.64,-0.22,741.36,88.85,21.24,0.3,106.22,0.38,16.48,33.34,29.79,15.03,18.36,0.3,0.0,0.42,03-Oct-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
03-Oct-2019 - 00:00,23.19,53.89,81.33,-0.22,741.57,110.32,21.6,0.3,155.18,0.55,15.15,37.43,30.4,11.65,16.3,0.54,0.0,3.91,04-Oct-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
04-Oct-2019 - 00:00,40.17,82.34,83.26,-0.21,740.69,98.69,21.87,0.3,248.57,0.62,16.89,28.07,32.51,15.72,19.59,0.93,0.0,2.12,05-Oct-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
05-Oct-2019 - 00:00,48.11,154.22,73.69,-0.24,740.05,118.46,25.05,0.3,237.07,0.65,16.92,33.1,38.62,16.54,21.87,0.95,0.0,2.08,06-Oct-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
06-Oct-2019 - 00:00,70.04,184.65,72.67,-0.24,738.8,123.2,25.07,0.3,239.34,0.74,15.73,41.49,39.12,14.63,20.73,1.1,2.64,2.98,07-Oct-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
07-Oct-2019 - 00:00,73.66,195.95,70.93,-0.24,738.38,110.31,24.34,0.3,232.36,0.82,17.52,44.38,41.67,14.84,21.59,1.31,3.96,3.7,08-Oct-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
08-Oct-2019 - 00:00,84.14,265.29,71.7,-0.23,738.42,110.61,24.34,0.3,172.96,0.82,16.63,53.25,40.34,13.75,20.5,1.25,0.99,2.63,09-Oct-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
09-Oct-2019 - 00:00,58.99,229.86,75.1,-0.21,738.56,109.86,23.58,0.3,104.24,0.52,18.76,40.97,30.64,12.62,17.0,0.83,0.21,1.56,10-Oct-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
10-Oct-2019 - 00:00,61.17,247.75,71.95,-0.24,738.8,94.61,24.82,0.3,203.08,0.8,18.02,35.71,37.98,15.96,21.29,0.9,0.0,1.65,11-Oct-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
11-Oct-2019 - 00:00,70.69,194.26,66.83,-0.24,738.69,113.89,24.64,0.3,228.19,0.77,16.86,39.69,41.01,17.02,22.84,1.06,1.85,2.43,12-Oct-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
12-Oct-2019 - 00:00,74.38,251.13,62.38,-0.24,737.76,119.57,24.69,0.3,196.83,0.77,20.65,61.31,57.27,25.32,39.98,1.45,2.31,5.31,13-Oct-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
13-Oct-2019 - 00:00,84.14,236.64,60.91,-0.26,737.21,126.1,24.91,0.3,192.48,0.68,14.36,45.88,58.73,22.63,31.57,1.53,0.9,3.68,14-Oct-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
14-Oct-2019 - 00:00,89.62,260.57,59.95,-0.23,736.52,124.64,24.33,0.3,196.17,0.69,15.48,55.29,50.37,16.2,24.96,1.13,0.0,2.63,15-Oct-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
15-Oct-2019 - 00:00,98.46,244.15,64.5,-0.22,736.12,118.31,23.14,0.3,148.65,0.64,15.1,57.76,53.57,27.37,34.9,1.14,1.43,4.15,16-Oct-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
16-Oct-2019 - 00:00,122.18,253.66,67.57,-0.21,735.81,103.46,22.74,0.3,133.97,0.44,14.58,47.44,56.71,29.28,43.85,2.05,0.04,5.15,17-Oct-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
17-Oct-2019 - 00:00,113.6,201.88,65.53,-0.21,735.59,102.07,23.47,0.3,112.09,0.15,15.31,65.87,58.07,10.9,23.63,1.09,0.07,2.2,18-Oct-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
18-Oct-2019 - 00:00,96.05,172.8,66.8,-0.21,735.66,111.83,24.2,0.3,124.39,0.01,15.38,66.1,53.2,10.9,22.22,1.09,4.48,1.9,19-Oct-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
19-Oct-2019 - 00:00,68.72,140.67,71.97,-0.22,735.15,76.71,22.52,0.3,150.97,0.01,16.2,52.2,53.36,10.62,22.11,0.94,0.0,1.89,20-Oct-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
20-Oct-2019 - 00:00,103.7,164.34,84.08,-0.24,735.83,32.76,19.38,0.3,225.17,0.25,16.54,27.41,49.76,14.37,23.57,0.81,1.42,1.45,21-Oct-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
21-Oct-2019 - 00:00,113.19,184.35,79.99,-0.34,738.14,60.84,19.48,0.44,207.01,0.26,16.2,30.79,59.24,14.16,26.12,1.37,0.36,9.65,22-Oct-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
22-Oct-2019 - 00:00,112.9,231.05,68.54,-0.41,740.12,98.55,17.89,0.73,192.98,0.57,15.2,54.94,66.38,12.45,26.77,2.13,0.45,2.94,23-Oct-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
23-Oct-2019 - 00:00,114.72,220.33,71.69,-0.4,740.84,46.43,16.46,0.91,184.83,0.88,15.52,34.98,73.36,15.73,31.15,2.74,0.97,7.93,24-Oct-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
24-Oct-2019 - 00:00,86.16,144.38,73.41,-0.35,739.82,99.3,16.97,2.02,116.01,0.6,9.92,57.61,46.21,12.09,20.83,2.37,2.19,4.83,25-Oct-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
25-Oct-2019 - 00:00,26.26,61.68,76.8,-0.35,739.25,60.74,15.11,2.51,99.51,0.36,13.7,50.91,37.79,9.61,17.05,1.55,10.6,4.47,26-Oct-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
26-Oct-2019 - 00:00,65.23,115.7,79.04,-0.37,738.11,61.58,17.74,1.34,116.23,0.71,16.44,33.83,45.04,15.57,22.98,2.17,8.91,5.01,27-Oct-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
27-Oct-2019 - 00:00,126.27,185.33,70.81,-0.4,737.52,103.55,20.9,0.86,186.99,0.6,16.41,38.01,55.26,21.04,29.54,3.37,7.26,8.06,28-Oct-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
28-Oct-2019 - 00:00,174.97,230.68,66.18,-0.38,736.64,102.31,22.31,0.88,142.09,0.71,18.17,40.89,56.47,21.46,30.16,2.78,2.61,6.62,29-Oct-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
29-Oct-2019 - 00:00,150.01,241.05,69.62,-0.39,736.48,98.8,22.05,0.79,141.03,1.2,16.34,39.06,62.42,33.5,39.75,6.35,17.35,18.38,30-Oct-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
30-Oct-2019 - 00:00,114.85,203.06,68.46,-0.4,738.1,88.95,22.57,0.43,178.31,0.77,16.39,32.67,67.14,20.67,32.66,6.24,13.88,15.51,31-Oct-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
31-Oct-2019 - 00:00,173.18,270.84,73.35,-0.4,738.45,84.6,22.17,1.06,213.78,0.38,17.35,38.33,64.14,13.7,27.2,5.0,7.14,10.68,01-Nov-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
01-Nov-2019 - 00:00,193.47,289.47,70.11,-0.39,738.25,86.3,22.81,0.67,195.03,0.0,15.37,46.01,68.38,12.16,27.36,5.26,10.36,11.24,02-Nov-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
02-Nov-2019 - 00:00,151.04,246.26,67.67,-0.38,737.35,92.03,23.23,0.91,178.71,0.0,17.26,53.83,67.64,15.86,29.62,5.09,8.76,11.42,03-Nov-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
03-Nov-2019 - 00:00,174.05,238.77,66.24,-0.39,737.51,70.91,24.18,1.08,228.62,0.0,17.66,45.92,62.91,17.67,29.48,5.19,7.25,12.08,04-Nov-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
04-Nov-2019 - 00:00,240.62,348.7,66.85,-0.39,737.33,74.73,22.1,1.03,208.24,0.65,20.54,40.31,67.47,11.24,26.52,4.61,7.87,9.6,05-Nov-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
05-Nov-2019 - 00:00,119.48,174.65,62.41,-0.4,739.18,98.12,21.21,0.84,195.25,0.29,13.08,45.56,66.81,10.84,26.06,4.89,11.53,9.58,06-Nov-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
06-Nov-2019 - 00:00,113.79,185.93,58.87,-0.39,740.49,96.36,20.01,0.96,206.64,,14.8,50.84,69.93,10.99,27.05,3.8,8.41,8.36,07-Nov-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
07-Nov-2019 - 00:00,130.74,253.17,61.95,-0.39,739.96,85.44,18.95,0.89,184.28,,16.98,44.52,75.93,22.76,36.52,4.48,6.29,9.55,08-Nov-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
08-Nov-2019 - 00:00,148.76,236.89,70.33,-0.38,738.85,69.13,18.2,0.71,152.8,,17.91,51.0,71.86,45.28,50.25,6.42,8.7,15.98,09-Nov-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
09-Nov-2019 - 00:00,93.33,160.1,70.33,-0.37,738.53,79.33,19.96,1.13,200.41,,16.11,50.35,61.96,34.31,40.22,5.14,9.13,13.9,10-Nov-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
10-Nov-2019 - 00:00,83.86,139.48,65.06,-0.39,738.29,89.23,21.72,1.06,229.26,,12.2,9.35,60.98,18.19,29.28,4.22,7.6,11.51,11-Nov-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
11-Nov-2019 - 00:00,99.81,205.53,57.82,-0.38,738.79,92.69,18.9,1.57,216.14,,13.89,22.58,59.52,12.99,25.42,3.06,5.5,9.61,12-Nov-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
12-Nov-2019 - 00:00,139.97,278.63,59.77,-0.39,737.23,85.68,18.68,0.87,199.35,,15.96,51.33,70.23,15.16,29.89,4.67,5.47,10.13,13-Nov-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
13-Nov-2019 - 00:00,140.4,259.71,60.41,-0.4,735.41,89.82,18.38,0.75,201.64,,19.23,59.46,76.6,30.4,41.72,4.33,5.69,11.49,14-Nov-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
14-Nov-2019 - 00:00,149.38,272.82,61.77,-0.4,735.06,84.12,17.81,0.66,146.85,,22.57,12.34,73.54,68.66,66.17,6.63,10.3,22.08,15-Nov-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
15-Nov-2019 - 00:00,119.11,217.84,60.48,-0.4,736.22,90.14,17.66,0.69,192.51,,15.42,41.58,70.5,31.17,40.54,8.44,17.92,22.4,16-Nov-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
16-Nov-2019 - 00:00,112.71,207.93,58.64,-0.4,736.87,85.46,17.39,0.74,179.57,,17.19,56.1,77.15,17.01,33.03,6.29,13.76,17.16,17-Nov-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
17-Nov-2019 - 00:00,136.74,209.62,68.6,-0.41,736.98,122.86,15.36,0.77,210.8,,17.54,46.89,62.2,14.42,27.13,6.07,11.75,15.23,18-Nov-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
18-Nov-2019 - 00:00,144.19,302.14,44.02,-0.39,736.37,81.87,20.71,2.1,236.23,0.26,14.1,45.95,77.73,14.83,30.85,4.36,13.26,13.42,19-Nov-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
19-Nov-2019 - 00:00,108.46,221.73,56.96,-0.41,737.15,73.12,16.02,0.89,220.45,,13.05,43.74,82.97,17.46,35.03,5.59,13.27,14.98,20-Nov-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
20-Nov-2019 - 00:00,116.35,212.53,59.07,-0.4,736.34,84.67,15.61,0.74,213.56,,19.69,39.26,79.29,27.59,40.67,5.95,10.19,15.93,21-Nov-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
21-Nov-2019 - 00:00,150.03,271.67,62.4,-0.39,735.32,71.78,14.96,0.63,186.7,0.0,20.83,32.34,83.48,59.38,62.85,8.76,16.84,25.59,22-Nov-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
22-Nov-2019 - 00:00,148.14,249.34,65.4,-0.4,735.09,73.6,15.66,0.71,207.82,,16.05,51.5,79.91,23.12,37.89,6.87,12.45,18.32,23-Nov-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
23-Nov-2019 - 00:00,162.53,272.23,66.56,-0.4,735.72,72.05,15.2,0.69,202.65,,14.32,63.28,77.33,13.94,31.09,5.99,10.39,14.7,24-Nov-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
24-Nov-2019 - 00:00,123.14,210.14,61.44,-0.41,736.78,76.78,16.56,0.76,189.55,,12.23,62.13,67.12,11.4,26.51,4.68,7.04,11.21,25-Nov-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
25-Nov-2019 - 00:00,150.13,258.88,72.15,-0.4,736.17,53.31,15.13,0.56,204.72,,13.92,35.71,75.23,27.38,39.38,5.93,11.91,17.73,26-Nov-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
26-Nov-2019 - 00:00,268.41,379.76,69.7,-0.39,736.12,66.33,17.14,0.56,171.32,,17.69,35.13,68.37,37.71,44.26,9.07,25.45,28.39,27-Nov-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
