from date,NO2,NO,NOx,SO2,CO,PM2.5,AT,RH,WS,VWS,WD,BP,SR,RF,Benzene,Toluene,Ozone,to date,station
01-Jan-2018 - 00:00,33.59,7.52,23.45,8.48,3.34,167.27,21.01,72.6,0.55,-0.31,348.0,750.14,27.0,0.0,1.93,1.18,136.78,02-Jan-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
02-Jan-2018 - 00:00,40.62,65.79,73.46,8.47,1.91,265.27,20.15,70.8,0.96,-0.36,211.86,750.14,39.46,0.0,4.76,3.01,160.61,03-Jan-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
03-Jan-2018 - 00:00,29.69,7.22,18.73,8.62,2.76,216.18,18.96,73.24,2.11,-0.46,4.0,750.45,45.76,0.0,2.17,0.94,93.47,04-Jan-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
04-Jan-2018 - 00:00,39.46,24.1,35.21,8.41,3.33,239.26,19.64,68.31,0.82,-0.31,4.0,750.94,50.0,0.0,3.72,1.99,35.25,05-Jan-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
05-Jan-2018 - 00:00,36.4,14.26,29.74,8.44,3.02,230.94,16.5,74.1,0.94,-0.32,4.0,750.9,33.81,0.0,2.23,0.92,23.07,06-Jan-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
06-Jan-2018 - 00:00,41.25,31.85,44.86,8.41,3.25,219.95,14.05,66.77,1.11,-0.33,4.0,750.7,77.12,0.0,3.16,1.89,35.97,07-Jan-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
07-Jan-2018 - 00:00,25.2,8.19,17.16,8.43,2.66,304.96,13.99,66.59,1.16,-0.43,4.0,751.8,64.94,0.0,5.22,3.52,43.77,08-Jan-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
08-Jan-2018 - 00:00,38.61,29.73,9.5,8.52,3.48,318.3,14.47,66.25,0.66,-0.31,4.0,752.68,73.02,0.0,4.67,3.96,38.45,09-Jan-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
09-Jan-2018 - 00:00,33.67,21.06,34.3,8.41,2.8,254.27,13.33,73.83,0.72,-0.32,4.0,754.1,44.59,0.0,3.12,1.78,40.62,10-Jan-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
10-Jan-2018 - 00:00,35.57,20.37,34.71,8.38,3.76,254.24,13.47,72.24,0.83,-0.32,4.0,753.42,49.34,0.0,3.8,2.52,50.82,11-Jan-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
11-Jan-2018 - 00:00,32.81,15.99,28.34,8.4,2.87,251.28,13.82,71.3,0.96,-0.35,4.0,752.57,44.36,0.0,3.11,1.83,52.38,12-Jan-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
12-Jan-2018 - 00:00,35.34,14.54,29.69,8.42,2.81,242.64,12.66,76.41,0.49,-0.3,5.85,751.99,26.38,0.0,2.75,1.53,24.85,13-Jan-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
13-Jan-2018 - 00:00,22.94,5.85,16.22,8.45,1.77,199.73,10.96,76.96,0.91,-0.32,11.0,751.82,31.68,0.0,1.34,0.42,25.29,14-Jan-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
14-Jan-2018 - 00:00,,,,,,,,,,,,,,,,,,15-Jan-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
15-Jan-2018 - 00:00,49.2,17.01,40.76,8.53,2.02,251.0,15.47,46.26,2.47,-0.58,11.0,750.46,104.2,0.0,2.65,2.12,50.75,16-Jan-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
16-Jan-2018 - 00:00,26.0,6.2,16.92,8.43,2.5,251.0,13.5,61.43,1.24,-0.37,11.0,750.59,71.6,0.0,2.09,1.38,40.92,17-Jan-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
17-Jan-2018 - 00:00,18.85,73.34,22.74,8.41,3.23,242.06,12.67,70.23,0.54,-0.3,11.0,751.45,64.58,0.0,3.96,3.0,16.53,18-Jan-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
18-Jan-2018 - 00:00,24.68,88.17,44.8,8.35,2.92,142.43,13.27,62.37,0.9,-0.34,11.0,751.13,80.07,0.0,4.41,3.18,30.75,19-Jan-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
19-Jan-2018 - 00:00,58.14,112.99,119.93,8.41,2.64,305.39,14.57,59.02,1.13,-0.4,11.0,751.32,69.26,0.0,7.27,6.35,22.9,20-Jan-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
20-Jan-2018 - 00:00,56.24,24.65,48.13,8.41,2.24,151.39,15.29,48.84,1.97,-0.61,11.0,749.84,86.64,0.01,3.18,2.85,36.19,21-Jan-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
21-Jan-2018 - 00:00,98.37,103.27,132.38,8.06,3.33,290.41,14.38,56.77,0.32,-0.3,11.0,749.73,7.81,0.0,6.92,6.48,13.36,22-Jan-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
22-Jan-2018 - 00:00,59.07,75.29,82.42,8.33,1.27,260.2,14.24,58.02,0.9,-0.34,11.0,749.16,73.61,0.0,4.79,4.46,39.71,23-Jan-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
23-Jan-2018 - 00:00,59.54,109.52,115.56,8.36,2.96,290.31,14.36,58.84,1.68,-0.43,11.0,748.29,79.09,0.41,7.22,6.98,24.31,24-Jan-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
24-Jan-2018 - 00:00,35.39,7.12,28.61,8.38,1.31,218.21,14.23,63.8,1.92,-0.37,11.0,748.67,65.86,0.0,1.89,1.74,31.33,25-Jan-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
25-Jan-2018 - 00:00,31.64,6.08,20.73,8.36,1.2,165.81,13.15,70.8,3.35,-0.71,11.0,748.69,58.58,0.04,1.51,0.84,23.31,26-Jan-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
26-Jan-2018 - 00:00,33.16,5.26,20.44,8.34,1.6,203.54,13.65,64.57,2.11,-0.42,11.0,749.21,98.12,0.0,2.07,1.0,78.04,27-Jan-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
27-Jan-2018 - 00:00,32.62,5.84,21.29,8.36,1.62,196.79,12.99,66.28,1.84,-0.4,11.0,749.43,82.08,0.0,2.12,1.02,121.68,28-Jan-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
28-Jan-2018 - 00:00,38.14,14.84,31.93,8.36,2.13,189.84,13.22,61.55,2.01,-0.47,11.0,749.67,26.11,0.0,2.58,1.49,114.99,29-Jan-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
29-Jan-2018 - 00:00,46.31,19.71,39.49,8.26,1.94,195.57,13.56,59.47,2.15,-0.51,11.0,750.32,15.08,0.0,2.5,1.83,111.04,30-Jan-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
30-Jan-2018 - 00:00,35.45,10.35,26.13,6.91,1.29,132.84,14.69,54.67,4.16,-0.88,11.0,748.95,12.15,0.0,1.81,1.15,128.08,31-Jan-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
31-Jan-2018 - 00:00,30.8,7.72,20.88,7.21,1.29,247.58,15.23,52.66,4.52,-0.76,11.0,748.75,28.81,0.0,1.2,0.58,135.19,01-Feb-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
01-Feb-2018 - 00:00,42.85,11.63,32.1,6.9,1.06,227.45,15.28,54.68,2.77,-0.5,11.0,748.43,36.2,0.0,2.04,1.35,121.89,02-Feb-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
02-Feb-2018 - 00:00,57.62,88.05,98.86,7.67,1.68,236.23,16.08,52.83,2.21,-0.45,11.0,748.42,34.5,0.0,6.11,4.74,117.68,03-Feb-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
03-Feb-2018 - 00:00,75.0,126.7,131.35,7.03,2.47,237.17,16.16,56.37,0.6,-0.32,11.0,749.29,16.92,0.0,9.46,8.78,115.54,04-Feb-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
04-Feb-2018 - 00:00,27.61,7.82,18.43,8.56,0.57,184.23,14.66,56.2,2.64,-0.5,11.0,749.66,15.73,0.0,1.94,1.2,104.58,05-Feb-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
05-Feb-2018 - 00:00,32.35,5.45,20.68,8.37,0.62,247.23,14.75,50.97,2.58,-0.53,11.0,751.03,13.72,0.0,1.21,0.65,114.3,06-Feb-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
06-Feb-2018 - 00:00,29.88,5.22,18.66,8.42,0.87,215.18,14.78,51.84,3.84,-0.8,11.0,750.56,15.5,0.0,1.27,0.56,94.27,07-Feb-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
07-Feb-2018 - 00:00,35.96,5.7,22.25,7.2,0.65,110.0,14.38,52.16,4.15,-0.92,11.0,749.29,11.24,0.0,1.45,0.71,74.26,08-Feb-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
08-Feb-2018 - 00:00,26.97,5.35,15.75,8.35,0.73,118.42,14.25,50.12,2.11,-0.41,11.0,749.09,11.69,0.02,1.38,0.74,43.42,09-Feb-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
09-Feb-2018 - 00:00,29.73,5.24,19.34,14.67,1.09,94.26,14.88,46.43,2.46,-0.52,11.0,748.91,17.1,0.0,1.38,0.77,28.13,10-Feb-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
10-Feb-2018 - 00:00,39.43,34.72,47.99,17.14,1.55,205.0,15.39,43.89,1.96,-0.54,11.0,750.33,103.14,0.0,2.52,1.89,24.55,11-Feb-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
11-Feb-2018 - 00:00,67.47,50.39,74.22,16.56,2.22,192.98,15.18,48.72,0.8,-0.38,11.0,751.17,50.14,0.0,5.1,4.54,11.06,12-Feb-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
12-Feb-2018 - 00:00,34.99,10.11,25.49,13.53,1.33,178.87,14.81,60.33,1.6,-0.42,11.0,752.04,48.48,0.0,1.79,1.4,15.75,13-Feb-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
13-Feb-2018 - 00:00,32.29,11.8,24.73,13.45,1.26,236.05,15.26,65.16,1.01,-0.35,11.0,752.67,83.19,0.0,1.74,1.33,16.97,14-Feb-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
14-Feb-2018 - 00:00,11.38,9.19,5.99,12.16,0.97,163.97,15.06,57.53,4.5,-1.01,11.0,752.49,103.58,0.0,0.67,0.29,25.29,15-Feb-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
15-Feb-2018 - 00:00,22.26,7.21,17.17,14.23,0.94,163.49,16.81,54.45,4.88,-1.08,11.0,751.9,103.51,0.0,0.86,0.43,27.63,16-Feb-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
16-Feb-2018 - 00:00,21.6,7.34,16.08,15.55,1.1,231.26,19.04,57.61,2.96,-0.63,11.0,751.15,96.14,0.0,0.93,0.43,30.19,17-Feb-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
17-Feb-2018 - 00:00,31.49,8.45,22.8,15.84,1.19,245.03,19.48,56.94,2.82,-0.67,11.0,748.8,92.56,0.0,1.43,0.86,28.93,18-Feb-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
18-Feb-2018 - 00:00,39.86,12.44,29.02,16.12,1.41,219.53,19.95,52.59,1.55,-0.52,11.0,748.38,95.9,0.0,2.04,1.33,24.9,19-Feb-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
19-Feb-2018 - 00:00,40.39,8.22,25.72,16.77,1.28,232.45,19.75,48.6,1.47,-0.52,11.0,749.14,98.7,0.0,2.21,1.61,30.32,20-Feb-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
20-Feb-2018 - 00:00,57.73,44.05,74.27,22.26,2.17,220.28,20.07,48.53,0.79,-0.41,11.0,749.15,98.61,0.0,2.14,2.15,27.54,21-Feb-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
21-Feb-2018 - 00:00,66.58,153.67,154.17,22.43,2.89,233.49,20.62,51.68,1.11,-0.46,11.0,748.06,91.8,0.0,7.69,6.6,24.82,22-Feb-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
22-Feb-2018 - 00:00,58.13,64.74,82.96,21.63,2.32,149.55,21.7,50.16,0.88,-0.41,11.0,747.32,96.08,0.0,5.31,4.63,23.0,23-Feb-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
23-Feb-2018 - 00:00,74.35,118.26,132.34,23.43,3.35,213.95,22.31,51.15,0.59,-0.33,11.0,747.6,94.33,0.0,8.15,7.38,20.52,24-Feb-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
24-Feb-2018 - 00:00,73.34,46.84,71.74,21.41,2.58,175.87,22.5,52.32,1.24,-0.41,11.0,748.67,89.65,0.0,4.8,4.84,44.99,25-Feb-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
25-Feb-2018 - 00:00,32.06,7.64,26.24,15.39,1.77,154.59,22.41,56.71,0.96,-0.38,11.0,749.12,74.36,0.01,1.86,1.67,94.93,26-Feb-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
26-Feb-2018 - 00:00,13.85,5.11,19.98,11.13,0.96,108.23,21.03,53.35,4.5,-1.03,11.0,748.5,107.56,0.0,0.69,0.32,87.69,27-Feb-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
27-Feb-2018 - 00:00,23.83,6.95,20.72,13.42,1.16,55.26,21.05,51.28,2.51,-0.7,11.0,748.71,110.33,0.0,1.25,0.84,88.7,28-Feb-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
28-Feb-2018 - 00:00,27.82,7.06,24.12,13.08,1.55,81.02,21.91,53.47,1.21,-0.46,11.0,748.61,99.61,0.0,1.85,5.31,98.15,01-Mar-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
01-Mar-2018 - 00:00,26.51,11.98,21.77,13.45,1.29,81.96,22.36,50.36,2.26,-0.68,11.0,747.83,104.53,0.0,1.52,0.93,95.29,02-Mar-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
02-Mar-2018 - 00:00,17.08,6.23,16.14,13.02,1.67,62.33,22.64,48.01,2.85,-0.54,11.0,746.92,105.94,0.0,1.21,0.5,98.65,03-Mar-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
03-Mar-2018 - 00:00,19.14,11.0,18.52,13.03,0.95,72.96,22.89,45.91,4.0,-0.3,11.0,745.95,103.51,0.33,0.76,0.48,86.26,04-Mar-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
04-Mar-2018 - 00:00,24.64,13.26,22.02,11.82,1.11,75.25,23.08,46.39,1.42,-0.3,11.0,746.34,135.62,0.0,1.46,0.95,76.95,05-Mar-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
05-Mar-2018 - 00:00,15.98,6.59,12.77,10.85,1.02,89.97,21.82,47.59,2.01,-0.3,141.45,748.12,117.89,0.0,0.83,0.39,59.43,06-Mar-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
06-Mar-2018 - 00:00,18.91,6.95,14.7,12.44,0.95,74.65,21.26,45.98,5.41,-0.3,350.57,748.66,156.39,0.0,0.53,0.24,61.66,07-Mar-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
07-Mar-2018 - 00:00,37.8,11.38,26.76,13.52,1.22,74.35,21.17,45.71,3.39,-0.3,199.81,748.48,151.38,0.0,1.3,0.92,59.86,08-Mar-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
08-Mar-2018 - 00:00,56.62,23.33,47.1,15.65,1.59,97.19,21.89,43.67,0.78,-0.3,25.0,749.23,140.54,0.0,3.11,2.07,40.94,09-Mar-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
09-Mar-2018 - 00:00,34.56,12.07,26.42,15.6,1.2,83.77,22.11,44.5,1.63,-0.3,25.0,748.89,146.65,0.0,1.96,1.24,41.45,10-Mar-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
10-Mar-2018 - 00:00,27.34,6.8,18.79,14.1,0.94,60.7,22.64,42.31,4.08,-0.3,25.0,748.2,144.62,0.0,1.09,0.58,37.48,11-Mar-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
11-Mar-2018 - 00:00,33.86,8.54,24.33,14.79,0.86,63.8,22.6,43.06,3.26,-0.3,25.0,747.94,146.52,0.0,1.16,0.78,29.51,12-Mar-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
12-Mar-2018 - 00:00,31.07,8.62,22.16,15.4,1.11,72.36,22.93,44.69,2.74,-0.3,25.0,748.01,145.24,0.0,1.49,0.88,36.95,13-Mar-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
13-Mar-2018 - 00:00,43.9,28.43,43.54,18.17,1.56,91.17,23.29,43.88,3.2,-0.3,25.0,747.42,148.4,0.0,1.91,1.42,32.17,14-Mar-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
14-Mar-2018 - 00:00,83.33,84.14,110.75,17.35,2.62,108.14,23.99,42.21,0.68,-0.3,25.0,746.73,141.6,0.0,6.64,5.7,24.1,15-Mar-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
15-Mar-2018 - 00:00,55.07,18.9,44.31,16.93,1.05,98.46,24.18,41.23,2.11,-0.3,25.0,746.45,82.18,0.04,3.18,2.63,22.42,16-Mar-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
16-Mar-2018 - 00:00,26.01,6.75,18.32,13.23,0.79,57.1,22.88,42.95,1.78,-0.3,25.0,746.76,156.2,0.0,1.23,0.81,35.07,17-Mar-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
17-Mar-2018 - 00:00,21.57,5.24,14.66,14.09,0.55,57.77,22.43,39.94,3.42,-0.3,25.0,747.34,164.93,0.0,0.79,0.54,39.42,18-Mar-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
18-Mar-2018 - 00:00,18.91,4.52,13.05,14.17,0.64,65.43,22.42,36.81,3.11,-0.3,25.0,748.35,172.97,0.0,0.55,0.25,47.68,19-Mar-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
19-Mar-2018 - 00:00,29.33,6.73,20.2,16.33,0.65,79.11,22.85,38.35,1.24,-0.3,25.0,749.04,174.03,0.0,1.35,0.89,48.27,20-Mar-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
20-Mar-2018 - 00:00,34.6,9.4,24.91,16.51,1.17,74.17,23.85,38.82,1.98,-0.3,25.0,747.53,163.97,0.0,1.48,0.86,37.38,21-Mar-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
21-Mar-2018 - 00:00,73.4,37.61,68.31,20.38,1.57,95.74,24.68,39.52,0.67,-0.3,25.0,746.33,137.41,0.0,4.67,3.76,24.68,22-Mar-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
22-Mar-2018 - 00:00,34.22,14.96,23.8,14.19,0.88,85.94,24.31,39.67,1.28,-0.3,25.0,746.01,152.68,0.0,2.61,1.64,33.74,23-Mar-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
23-Mar-2018 - 00:00,19.77,5.09,14.15,16.36,0.65,55.71,23.93,40.19,2.27,-0.3,25.0,746.81,157.83,0.0,0.79,0.34,46.98,24-Mar-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
24-Mar-2018 - 00:00,26.67,5.44,18.09,18.54,0.69,61.33,23.31,42.11,2.43,-0.3,25.0,748.54,171.84,0.0,0.96,0.5,51.34,25-Mar-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
25-Mar-2018 - 00:00,18.45,5.34,12.77,14.76,0.58,50.95,23.65,39.81,3.07,-0.3,25.0,749.05,170.06,0.0,0.68,0.25,51.74,26-Mar-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
26-Mar-2018 - 00:00,26.85,6.27,17.92,15.57,0.77,69.4,23.73,39.57,3.14,-0.3,18.78,748.08,154.98,0.0,0.97,0.48,50.63,27-Mar-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
27-Mar-2018 - 00:00,33.93,6.68,23.2,16.6,0.91,56.02,24.35,37.81,2.78,-0.3,5.0,746.92,161.28,0.0,1.39,0.76,47.34,28-Mar-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
28-Mar-2018 - 00:00,76.25,65.44,90.59,23.86,1.86,95.48,24.89,35.82,1.35,-0.3,5.0,746.3,155.79,0.0,5.58,4.08,31.37,29-Mar-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
29-Mar-2018 - 00:00,47.23,37.27,53.51,21.0,1.11,79.78,24.71,35.43,2.66,-0.3,5.0,746.05,172.82,0.0,3.67,2.7,37.1,30-Mar-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
30-Mar-2018 - 00:00,56.53,26.04,50.47,16.96,0.85,74.83,24.48,37.23,1.74,-0.3,5.0,745.4,153.86,0.0,1.55,1.41,34.96,31-Mar-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
31-Mar-2018 - 00:00,67.09,15.13,45.37,13.78,0.61,44.96,23.02,42.8,2.56,-0.3,5.0,746.7,162.14,0.0,0.0,0.0,37.09,01-Apr-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
01-Apr-2018 - 00:00,130.15,70.77,112.78,16.39,1.63,72.44,23.78,45.81,1.15,-0.3,5.0,747.14,150.48,0.0,0.0,0.0,31.29,02-Apr-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
02-Apr-2018 - 00:00,47.88,175.08,50.49,17.54,1.38,90.21,24.82,42.17,0.74,-0.3,5.0,747.48,149.73,0.0,0.0,0.0,29.13,03-Apr-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
03-Apr-2018 - 00:00,128.71,57.99,115.29,20.32,1.73,201.6,25.63,39.61,0.35,-0.3,5.0,746.95,155.31,0.0,0.0,0.0,28.91,04-Apr-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
04-Apr-2018 - 00:00,75.54,30.19,59.13,21.46,1.22,214.75,25.93,38.81,0.66,-0.3,5.0,745.51,149.29,0.0,1.3,2.12,38.9,05-Apr-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
05-Apr-2018 - 00:00,69.21,19.52,51.24,15.16,1.2,92.76,25.08,42.49,0.69,-0.3,24.49,744.95,154.75,0.0,1.64,1.5,36.18,06-Apr-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
06-Apr-2018 - 00:00,64.44,14.32,42.53,13.58,1.15,65.99,24.22,48.47,0.95,-0.3,46.0,745.91,132.09,0.0,1.42,1.17,31.69,07-Apr-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
07-Apr-2018 - 00:00,52.35,20.83,40.62,10.53,1.04,50.98,23.54,51.4,2.32,-0.3,46.0,747.38,159.9,0.06,0.08,0.06,28.89,08-Apr-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
08-Apr-2018 - 00:00,80.75,23.31,61.41,13.04,1.11,61.82,24.35,47.36,0.74,-0.3,46.0,747.74,154.06,0.0,0.0,0.0,27.45,09-Apr-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
09-Apr-2018 - 00:00,70.97,24.37,54.77,13.12,1.08,73.91,23.29,52.38,0.64,-0.3,46.0,747.85,137.25,0.0,0.0,0.0,24.25,10-Apr-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
10-Apr-2018 - 00:00,65.03,34.34,59.41,11.2,1.34,50.81,23.87,50.12,0.46,-0.3,46.0,747.18,180.93,0.0,0.0,0.0,28.56,11-Apr-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
11-Apr-2018 - 00:00,60.42,17.73,45.07,12.05,1.15,58.86,23.87,49.98,0.98,-0.3,46.0,747.09,103.09,0.0,0.0,0.0,30.23,12-Apr-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
12-Apr-2018 - 00:00,30.47,12.43,23.78,10.53,0.64,31.76,23.67,47.5,1.38,-0.3,46.0,746.65,144.58,0.0,0.0,0.0,33.13,13-Apr-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
13-Apr-2018 - 00:00,37.61,12.66,28.01,13.05,0.53,43.52,24.9,38.34,0.93,-0.3,46.0,746.79,185.36,0.0,0.0,0.0,39.55,14-Apr-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
14-Apr-2018 - 00:00,48.96,11.85,34.36,14.17,0.81,55.26,25.24,33.19,1.82,-0.3,46.0,746.25,190.57,0.0,0.0,0.0,38.52,15-Apr-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
15-Apr-2018 - 00:00,76.16,42.83,73.71,17.04,1.5,55.65,26.17,33.49,1.31,-0.3,46.0,746.34,182.26,0.0,0.0,0.0,34.84,16-Apr-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
16-Apr-2018 - 00:00,82.69,70.38,98.26,16.13,1.53,62.34,26.54,36.62,1.55,-0.3,46.0,746.9,171.97,0.0,0.0,0.0,27.45,17-Apr-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
17-Apr-2018 - 00:00,75.9,25.16,58.08,17.86,1.09,82.47,26.84,36.81,0.92,-0.3,46.0,746.92,155.3,0.0,0.0,0.0,36.92,18-Apr-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
18-Apr-2018 - 00:00,35.3,8.76,23.29,14.28,0.76,56.25,26.57,34.38,3.24,-0.3,46.0,746.4,185.42,0.09,0.0,0.0,38.58,19-Apr-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
19-Apr-2018 - 00:00,47.66,27.94,43.61,15.3,1.07,46.9,26.67,32.25,2.75,-0.3,46.0,745.28,179.41,0.0,0.0,0.0,37.87,20-Apr-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
20-Apr-2018 - 00:00,83.23,62.32,92.34,15.96,1.35,82.08,26.42,38.07,0.72,-0.3,46.0,745.52,137.97,0.01,0.0,0.0,24.14,21-Apr-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
21-Apr-2018 - 00:00,25.95,10.08,19.31,11.41,0.64,44.56,25.98,35.03,2.86,-0.3,46.0,746.75,165.79,0.0,0.0,0.0,37.54,22-Apr-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
22-Apr-2018 - 00:00,18.26,7.7,15.16,14.54,0.62,40.97,25.34,29.74,4.22,-0.3,46.0,747.82,187.24,0.0,0.0,0.0,51.94,23-Apr-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
23-Apr-2018 - 00:00,30.67,9.99,22.72,15.04,0.58,40.41,25.34,29.11,3.19,-0.3,46.0,747.93,195.23,0.0,0.0,0.0,56.21,24-Apr-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
24-Apr-2018 - 00:00,70.36,45.21,71.04,18.02,1.32,63.11,25.92,30.89,1.55,-0.3,46.0,747.18,177.93,0.0,0.0,0.0,46.35,25-Apr-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
