from date,NO2,NO,NOx,NH3,SO2,CO,Ozone,PM2.5,PM10,Benzene,Toluene,AT,WS,WD,RH,BP,SR,RF,to date,station
17-Dec-2018 - 00:00,41.98,11.77,31.89,62.8,16.2,1.1,31.8,199.29,267.93,3.03,5.98,13.2,2.05,281.47,57.31,742.0,50.26,0.0,18-Dec-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
18-Dec-2018 - 00:00,39.6,8.97,28.36,68.87,15.99,1.07,40.62,197.76,265.23,2.83,6.57,12.61,3.04,282.35,55.45,742.0,54.58,0.0,19-Dec-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
19-Dec-2018 - 00:00,49.42,14.04,37.7,64.82,18.93,1.07,44.92,224.85,313.82,2.79,26.59,13.68,3.01,281.58,53.94,741.88,67.46,0.0,20-Dec-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
20-Dec-2018 - 00:00,,,,,,,,,,,,,,,,,,,21-Dec-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
21-Dec-2018 - 00:00,75.52,6.03,45.08,71.98,16.34,1.62,26.53,326.72,,,,10.62,1.49,284.35,58.3,741.75,6.95,0.0,22-Dec-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
22-Dec-2018 - 00:00,72.54,48.08,77.27,69.34,17.64,1.79,36.97,351.55,428.14,4.61,17.73,12.02,0.75,283.68,57.09,741.69,46.73,0.0,23-Dec-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
23-Dec-2018 - 00:00,43.8,42.81,58.27,75.06,11.43,1.68,43.07,284.49,352.82,6.31,13.61,11.48,0.62,285.0,58.84,741.99,66.6,0.0,24-Dec-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
24-Dec-2018 - 00:00,,,,,,,,365.41,,13.16,11.41,,,,,,,,25-Dec-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
25-Dec-2018 - 00:00,43.27,8.17,29.65,46.17,20.99,1.2,43.89,220.43,251.05,3.77,23.61,13.85,3.82,280.64,50.45,741.38,36.6,0.0,26-Dec-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
26-Dec-2018 - 00:00,39.16,15.3,33.27,47.14,12.74,1.39,36.56,265.56,342.17,4.04,17.65,11.2,2.52,281.69,56.52,741.25,50.11,0.0,27-Dec-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
27-Dec-2018 - 00:00,24.06,17.84,27.3,46.82,18.98,1.38,33.66,271.66,380.23,3.91,13.55,11.48,1.67,283.74,53.64,741.55,47.05,0.0,28-Dec-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
28-Dec-2018 - 00:00,20.44,4.14,14.24,47.17,17.03,1.05,37.98,224.4,300.76,2.4,8.01,10.17,3.92,281.93,58.6,741.66,46.56,0.0,29-Dec-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
29-Dec-2018 - 00:00,44.65,20.66,40.55,52.42,20.98,1.28,30.04,249.46,332.32,3.01,16.6,10.85,2.71,281.36,55.23,741.85,52.93,0.0,30-Dec-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
30-Dec-2018 - 00:00,43.77,16.3,36.54,58.96,26.79,1.64,33.92,309.04,403.44,4.53,13.06,11.88,1.28,284.29,54.74,742.01,47.78,0.0,31-Dec-2018 - 00:00,"Anand Vihar, Hapur - UPPCB"
31-Dec-2018 - 00:00,,,,,29.95,1.88,15.3,386.0,498.0,5.25,9.35,9.0,2.45,285.0,59.0,742.0,7.0,0.0,01-Jan-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
