from date,CO,Ozone,NO,NO2,NOx,SO2,PM2.5,AT,Rack Temp,Benzene,Toluene,Xylene,RH,WS,WD,SR,BP,VWS,to date,station
23-Apr-2018 - 00:00,0.52,48.6,4.61,33.39,21.52,5.59,47.01,31.94,26.53,0.25,3.95,0.48,42.69,1.14,208.25,178.05,710.38,0.77,24-Apr-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
24-Apr-2018 - 00:00,0.46,51.36,7.2,39.94,27.1,5.33,49.58,32.69,26.46,0.23,4.33,0.41,35.79,1.5,184.64,174.27,709.56,0.78,25-Apr-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
25-Apr-2018 - 00:00,0.52,43.89,1.89,33.79,19.51,6.08,48.46,31.19,26.57,0.09,3.02,0.24,48.74,1.06,169.26,178.74,709.01,0.77,26-Apr-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
26-Apr-2018 - 00:00,0.74,46.17,5.92,44.17,28.31,6.21,50.25,31.19,26.71,0.35,4.07,0.61,43.53,1.11,209.89,143.84,707.98,0.76,27-Apr-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
27-Apr-2018 - 00:00,0.46,49.47,1.69,36.05,20.55,8.6,49.49,31.42,26.52,0.14,3.53,0.29,43.93,1.08,162.23,172.65,710.36,0.77,28-Apr-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
28-Apr-2018 - 00:00,0.53,41.57,2.25,38.61,22.37,6.46,44.19,31.34,26.71,0.19,2.65,0.3,43.29,0.95,171.68,171.65,711.31,0.76,29-Apr-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
29-Apr-2018 - 00:00,0.51,54.71,1.21,31.35,17.66,7.07,44.7,32.48,26.74,0.24,4.11,0.44,38.25,1.38,214.33,165.61,707.82,0.77,30-Apr-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
30-Apr-2018 - 00:00,0.85,47.36,17.07,41.86,36.14,10.69,50.51,33.21,26.46,0.79,8.77,0.76,36.3,1.56,160.06,184.36,705.73,0.79,01-May-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
01-May-2018 - 00:00,0.34,44.22,1.86,24.98,14.76,6.28,46.44,32.34,26.52,0.09,5.22,0.15,44.28,1.46,122.33,181.24,707.14,0.78,02-May-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
02-May-2018 - 00:00,0.67,47.61,4.04,35.56,22.18,6.08,45.26,31.34,26.6,0.25,3.36,0.43,49.55,1.09,178.64,171.34,708.14,0.77,03-May-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
03-May-2018 - 00:00,0.43,34.83,1.68,26.44,15.43,4.58,37.43,28.55,26.67,0.01,3.01,0.02,57.34,1.35,168.56,128.88,709.22,0.76,04-May-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
04-May-2018 - 00:00,0.55,45.85,2.3,40.43,23.38,5.19,35.14,29.11,26.49,0.7,5.72,0.6,49.95,0.95,179.29,171.29,711.34,0.77,05-May-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
05-May-2018 - 00:00,0.55,42.37,1.86,38.51,21.99,4.37,37.36,31.08,26.61,0.32,4.7,0.47,47.75,0.95,187.38,169.69,711.42,0.76,06-May-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
06-May-2018 - 00:00,0.51,40.47,1.56,32.82,18.73,4.65,40.79,31.95,26.75,0.11,4.16,0.22,45.52,1.03,191.3,172.53,712.11,0.76,07-May-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
07-May-2018 - 00:00,0.55,43.71,3.41,38.52,23.27,6.24,43.0,32.64,26.76,0.29,7.0,0.53,41.25,1.15,190.69,180.26,709.86,0.76,08-May-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
08-May-2018 - 00:00,0.67,51.68,2.71,45.87,26.61,7.9,48.92,33.28,26.81,0.73,13.43,1.01,37.66,1.02,171.94,164.89,707.68,0.76,09-May-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
09-May-2018 - 00:00,0.61,40.72,2.99,36.49,21.83,6.74,50.1,30.91,26.89,0.2,7.02,0.43,47.67,1.23,172.55,139.83,709.27,0.76,10-May-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
10-May-2018 - 00:00,0.57,38.44,2.33,32.41,19.14,5.83,40.16,31.18,26.86,0.35,4.71,0.86,47.07,1.14,186.91,159.5,711.72,0.76,11-May-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
11-May-2018 - 00:00,0.62,49.37,1.7,34.42,19.67,7.52,39.94,32.45,26.67,0.39,3.75,0.7,42.62,1.43,198.41,185.34,709.54,0.77,12-May-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
12-May-2018 - 00:00,0.54,45.77,2.02,37.04,21.34,5.25,39.14,31.49,26.83,0.27,4.93,0.48,44.06,1.21,202.84,141.26,708.59,0.76,13-May-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
13-May-2018 - 00:00,0.73,61.15,3.14,37.55,22.53,6.65,39.58,30.7,26.76,0.49,5.18,0.86,42.03,1.38,200.72,139.57,709.21,0.77,14-May-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
14-May-2018 - 00:00,0.46,48.72,1.46,27.79,15.97,6.07,35.88,29.48,26.87,0.06,3.16,0.23,48.45,1.44,221.33,142.71,709.56,0.77,15-May-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
15-May-2018 - 00:00,0.55,48.31,1.99,29.66,17.38,4.18,31.73,29.62,26.98,0.13,2.78,0.3,49.89,1.3,223.85,193.48,709.36,0.76,16-May-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
16-May-2018 - 00:00,0.71,48.8,1.99,40.23,23.01,7.53,49.11,31.04,26.91,0.28,3.88,0.68,46.38,1.26,216.67,170.52,706.96,0.76,17-May-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
17-May-2018 - 00:00,0.76,35.21,10.69,58.35,39.73,7.58,51.38,30.04,26.81,0.54,8.06,0.68,47.61,1.12,204.94,143.16,706.14,0.75,18-May-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
18-May-2018 - 00:00,0.57,42.59,2.34,43.65,25.12,6.77,39.11,31.2,26.69,0.37,3.51,0.51,43.83,1.27,220.88,183.25,706.18,0.77,19-May-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
19-May-2018 - 00:00,0.57,45.55,3.77,40.71,24.71,9.5,48.07,33.06,26.57,0.37,4.71,0.56,38.25,1.36,165.59,177.71,704.12,0.78,20-May-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
20-May-2018 - 00:00,0.67,53.84,1.65,33.87,19.36,5.76,43.38,32.69,26.64,0.39,3.03,0.8,40.96,1.33,210.33,178.95,704.6,0.77,21-May-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
21-May-2018 - 00:00,0.62,47.92,1.5,30.48,17.4,5.69,48.47,32.46,26.62,0.17,4.31,0.36,45.21,1.12,186.05,166.82,705.45,0.77,22-May-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
22-May-2018 - 00:00,0.63,53.2,1.86,33.54,19.32,5.81,44.8,32.23,26.67,0.23,4.19,0.51,44.67,1.15,226.16,160.21,706.56,0.77,23-May-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
23-May-2018 - 00:00,0.67,47.14,1.66,37.88,21.46,6.29,51.03,31.48,26.82,0.35,8.67,0.79,47.86,1.17,170.62,134.2,705.73,0.76,24-May-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
24-May-2018 - 00:00,0.56,43.88,3.38,33.63,20.62,8.63,42.73,31.48,26.66,0.34,7.24,0.74,45.39,1.46,193.89,147.64,703.89,0.77,25-May-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
25-May-2018 - 00:00,0.56,50.85,1.98,31.04,18.06,7.18,45.0,31.61,26.66,0.11,9.89,0.32,47.44,1.11,173.33,167.91,703.43,0.76,26-May-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
26-May-2018 - 00:00,0.5,24.92,2.78,25.83,15.98,4.37,26.62,31.99,26.54,0.0,5.21,0.14,47.0,0.99,163.99,171.52,703.65,0.77,27-May-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
27-May-2018 - 00:00,0.57,42.85,1.67,25.65,14.99,5.96,33.17,31.59,26.76,0.09,5.36,0.22,47.57,1.16,147.33,174.32,704.01,0.77,28-May-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
28-May-2018 - 00:00,0.51,43.63,2.79,26.63,16.43,5.65,37.78,32.76,26.68,0.06,3.34,0.23,44.92,1.14,210.38,162.03,701.79,0.77,29-May-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
29-May-2018 - 00:00,0.55,46.43,4.32,29.6,19.21,7.27,40.54,33.06,26.74,0.17,4.96,0.4,42.43,1.62,173.9,165.57,701.5,0.78,30-May-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
30-May-2018 - 00:00,0.64,39.87,2.15,32.4,18.9,9.22,39.93,32.01,26.75,0.11,1.94,0.29,46.34,1.65,206.54,154.6,701.84,0.78,31-May-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
31-May-2018 - 00:00,0.42,41.29,2.02,26.55,15.74,5.4,37.46,31.1,26.76,0.02,2.32,0.07,50.22,1.6,210.35,143.9,703.03,0.78,01-Jun-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
01-Jun-2018 - 00:00,0.67,52.45,2.19,41.49,23.85,4.49,44.26,30.95,26.79,0.15,3.88,0.15,49.61,1.18,180.48,146.92,705.54,0.77,02-Jun-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
02-Jun-2018 - 00:00,0.63,28.05,3.08,39.86,23.71,5.99,46.52,27.15,26.74,0.2,7.4,0.36,61.89,1.26,149.57,56.9,706.33,0.78,03-Jun-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
03-Jun-2018 - 00:00,0.37,46.84,1.47,25.22,14.59,5.64,35.55,29.48,26.8,0.0,2.33,0.02,54.04,1.81,176.43,171.2,704.12,0.78,04-Jun-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
04-Jun-2018 - 00:00,0.43,56.28,6.59,26.48,19.39,6.56,34.52,29.35,26.79,0.11,2.4,0.28,52.51,1.67,177.66,183.44,702.44,0.78,05-Jun-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
05-Jun-2018 - 00:00,0.73,46.08,4.5,38.36,23.99,6.55,37.58,29.96,27.19,0.56,6.99,0.91,52.7,1.57,169.9,168.29,702.74,0.77,06-Jun-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
06-Jun-2018 - 00:00,0.45,44.71,1.33,28.77,16.26,6.9,35.65,30.26,27.25,0.22,3.15,0.49,53.14,1.84,213.69,170.77,704.64,0.77,07-Jun-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
07-Jun-2018 - 00:00,0.4,37.95,1.58,24.19,14.05,5.21,25.9,27.0,27.38,0.0,1.22,0.0,66.79,1.71,217.26,92.46,702.94,0.76,08-Jun-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
08-Jun-2018 - 00:00,0.38,37.1,1.36,21.05,12.24,5.31,24.9,27.36,27.15,0.03,1.11,0.0,63.93,1.92,218.72,113.81,701.75,0.77,09-Jun-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
09-Jun-2018 - 00:00,0.34,34.86,1.4,17.08,10.14,6.07,24.07,27.51,28.46,0.0,0.54,0.0,62.92,2.12,188.2,139.02,,0.75,10-Jun-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
10-Jun-2018 - 00:00,0.3,17.42,2.86,20.07,12.94,9.8,23.77,26.79,26.55,0.0,0.39,0.0,64.91,2.33,217.23,133.1,700.83,0.79,11-Jun-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
11-Jun-2018 - 00:00,0.39,11.15,6.22,27.49,19.61,9.22,28.61,26.21,26.96,0.02,1.41,0.0,69.42,2.07,204.1,62.86,700.5,0.78,12-Jun-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
12-Jun-2018 - 00:00,0.67,9.7,18.92,32.77,32.72,11.46,35.4,27.18,27.25,0.37,4.89,0.61,66.83,1.91,212.62,101.78,700.97,0.76,13-Jun-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
13-Jun-2018 - 00:00,0.37,14.86,4.73,27.07,18.19,11.8,30.44,29.07,26.94,0.03,1.0,0.26,56.2,2.16,231.33,172.01,701.79,0.77,14-Jun-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
14-Jun-2018 - 00:00,0.27,15.58,4.11,22.61,15.22,12.73,31.47,29.42,26.81,0.0,0.77,0.02,53.82,2.15,185.25,157.51,703.06,0.78,15-Jun-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
15-Jun-2018 - 00:00,0.29,20.32,2.86,19.67,12.74,9.67,29.0,30.02,26.82,0.0,0.49,0.03,50.46,2.25,201.24,181.71,704.43,0.78,16-Jun-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
16-Jun-2018 - 00:00,0.25,22.89,2.94,18.67,16.87,9.54,27.5,29.56,26.66,0.0,0.43,0.0,49.88,2.18,207.23,182.1,706.62,0.79,17-Jun-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
17-Jun-2018 - 00:00,0.24,17.53,4.05,20.99,14.41,17.87,27.05,29.2,26.68,0.0,0.38,0.02,49.74,2.39,220.34,176.8,706.4,0.79,18-Jun-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
18-Jun-2018 - 00:00,0.25,19.59,3.45,12.87,6.18,12.19,20.51,28.09,26.52,0.0,0.55,0.0,53.49,2.58,246.36,164.32,704.69,0.8,19-Jun-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
19-Jun-2018 - 00:00,0.29,24.29,4.29,13.33,8.12,7.48,16.15,28.69,26.84,0.0,0.7,0.0,54.65,2.28,252.4,190.04,702.98,0.78,20-Jun-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
20-Jun-2018 - 00:00,0.38,30.81,6.67,20.34,16.13,4.18,15.57,30.36,26.79,0.0,0.75,0.02,50.18,1.79,255.71,191.39,703.08,0.77,21-Jun-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
21-Jun-2018 - 00:00,0.33,29.55,1.57,18.86,11.19,4.43,16.12,30.34,26.8,0.0,0.72,0.0,50.4,1.84,227.49,199.68,702.8,0.77,22-Jun-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
22-Jun-2018 - 00:00,0.5,24.82,2.33,25.5,15.36,6.16,27.86,27.55,26.76,0.02,5.31,0.16,64.08,1.46,155.88,106.4,702.49,0.77,23-Jun-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
23-Jun-2018 - 00:00,0.37,16.53,2.02,21.77,13.14,4.81,22.94,25.88,26.9,0.0,1.56,0.03,73.48,1.34,208.55,93.0,702.53,0.75,24-Jun-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
24-Jun-2018 - 00:00,0.3,16.98,2.53,17.69,11.45,6.69,20.36,27.44,26.97,0.0,0.48,0.0,62.21,2.12,235.89,161.02,703.41,0.76,25-Jun-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
25-Jun-2018 - 00:00,0.29,14.59,2.89,17.13,11.43,6.37,18.57,27.4,26.92,0.0,0.42,0.0,60.4,2.48,253.47,144.17,702.72,0.78,26-Jun-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
26-Jun-2018 - 00:00,0.27,14.95,2.99,16.41,11.14,9.44,19.9,27.39,26.9,0.0,0.13,0.0,59.9,2.52,236.98,135.71,701.94,0.78,27-Jun-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
27-Jun-2018 - 00:00,0.34,12.3,3.72,19.26,13.24,8.12,20.92,26.99,26.89,0.0,0.37,0.02,62.7,2.19,241.01,132.94,700.72,0.77,28-Jun-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
28-Jun-2018 - 00:00,0.31,15.61,2.89,17.41,11.58,5.39,20.31,27.27,27.05,0.0,0.19,0.0,60.69,2.25,259.14,110.58,701.69,0.77,29-Jun-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
29-Jun-2018 - 00:00,0.33,17.52,2.85,17.8,11.69,4.1,19.33,27.92,27.23,0.0,0.38,0.0,58.03,1.91,262.88,152.73,703.29,0.76,30-Jun-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
30-Jun-2018 - 00:00,0.3,21.38,17.78,20.32,25.12,7.79,22.1,29.06,26.99,0.0,0.38,0.0,54.01,1.8,212.61,196.83,705.2,0.76,01-Jul-2018 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
