from date,NO2,SO2,CO,PM10,PM2.5,to date,station
28-Feb-2018 - 00:00,,,,,,01-Mar-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
01-Mar-2018 - 00:00,,,,,,02-Mar-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
02-Mar-2018 - 00:00,,,,,,03-Mar-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
03-Mar-2018 - 00:00,,,,,,04-Mar-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
04-Mar-2018 - 00:00,,,,,,05-Mar-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
05-Mar-2018 - 00:00,,,,,,06-Mar-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
06-Mar-2018 - 00:00,,,,,,07-Mar-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
07-Mar-2018 - 00:00,,,,,,08-Mar-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
08-Mar-2018 - 00:00,,,,,,09-Mar-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
09-Mar-2018 - 00:00,,,,,,10-Mar-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
10-Mar-2018 - 00:00,,,,,,11-Mar-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
11-Mar-2018 - 00:00,,,,,,12-Mar-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
12-Mar-2018 - 00:00,,,,,,13-Mar-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
13-Mar-2018 - 00:00,,,,,,14-Mar-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
14-Mar-2018 - 00:00,,,,,,15-Mar-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
15-Mar-2018 - 00:00,,,,,,16-Mar-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
16-Mar-2018 - 00:00,,,,,,17-Mar-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
17-Mar-2018 - 00:00,,,,,,18-Mar-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
18-Mar-2018 - 00:00,,,,,,19-Mar-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
19-Mar-2018 - 00:00,,,,,,20-Mar-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
20-Mar-2018 - 00:00,,,,,,21-Mar-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
21-Mar-2018 - 00:00,,,,,,22-Mar-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
22-Mar-2018 - 00:00,,,,,,23-Mar-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
23-Mar-2018 - 00:00,,,,,,24-Mar-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
24-Mar-2018 - 00:00,,,,,,25-Mar-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
25-Mar-2018 - 00:00,,,,,,26-Mar-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
26-Mar-2018 - 00:00,,,,,,27-Mar-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
27-Mar-2018 - 00:00,,,,,,28-Mar-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
28-Mar-2018 - 00:00,,,,,,29-Mar-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
29-Mar-2018 - 00:00,,,,,,30-Mar-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
30-Mar-2018 - 00:00,,,,,,31-Mar-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
31-Mar-2018 - 00:00,,,,,,01-Apr-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
01-Apr-2018 - 00:00,,,,,,02-Apr-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
02-Apr-2018 - 00:00,,,,,,03-Apr-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
03-Apr-2018 - 00:00,,,,,,04-Apr-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
04-Apr-2018 - 00:00,,,,,,05-Apr-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
05-Apr-2018 - 00:00,,,,,,06-Apr-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
06-Apr-2018 - 00:00,,,,,,07-Apr-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
07-Apr-2018 - 00:00,,,,,,08-Apr-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
08-Apr-2018 - 00:00,,,,,,09-Apr-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
09-Apr-2018 - 00:00,,,,,,10-Apr-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
10-Apr-2018 - 00:00,,,,,,11-Apr-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
11-Apr-2018 - 00:00,,,,,,12-Apr-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
12-Apr-2018 - 00:00,,,,,,13-Apr-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
13-Apr-2018 - 00:00,,,,,,14-Apr-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
14-Apr-2018 - 00:00,,,,,,15-Apr-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
15-Apr-2018 - 00:00,,,,,,16-Apr-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
16-Apr-2018 - 00:00,,,,,,17-Apr-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
17-Apr-2018 - 00:00,,,,,,18-Apr-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
18-Apr-2018 - 00:00,,,,,,19-Apr-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
19-Apr-2018 - 00:00,,,,,,20-Apr-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
20-Apr-2018 - 00:00,,,,,,21-Apr-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
21-Apr-2018 - 00:00,,,,,,22-Apr-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
22-Apr-2018 - 00:00,,,,,,23-Apr-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
23-Apr-2018 - 00:00,,,,,,24-Apr-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
24-Apr-2018 - 00:00,,,,,,25-Apr-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
25-Apr-2018 - 00:00,,,,,,26-Apr-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
26-Apr-2018 - 00:00,13.54,7.65,0.51,204.1,50.72,27-Apr-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
27-Apr-2018 - 00:00,13.51,7.17,0.54,154.22,47.39,28-Apr-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
28-Apr-2018 - 00:00,13.46,7.85,0.51,114.5,38.02,29-Apr-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
29-Apr-2018 - 00:00,13.44,7.64,0.54,78.57,35.07,30-Apr-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
30-Apr-2018 - 00:00,13.84,7.58,0.53,91.24,47.77,01-May-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
01-May-2018 - 00:00,14.21,7.66,0.51,74.05,34.8,02-May-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
02-May-2018 - 00:00,13.42,6.82,0.53,52.21,26.58,03-May-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
03-May-2018 - 00:00,13.68,7.99,0.48,51.88,27.51,04-May-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
04-May-2018 - 00:00,12.76,11.9,0.46,109.03,30.72,05-May-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
05-May-2018 - 00:00,14.61,8.28,0.51,94.79,25.58,06-May-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
06-May-2018 - 00:00,13.56,7.54,0.53,80.72,38.18,07-May-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
07-May-2018 - 00:00,13.74,7.76,0.53,65.32,28.33,08-May-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
08-May-2018 - 00:00,13.53,7.66,0.52,44.48,23.12,09-May-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
09-May-2018 - 00:00,13.69,7.15,0.55,40.97,23.69,10-May-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
10-May-2018 - 00:00,13.6,7.59,0.53,80.08,43.29,11-May-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
11-May-2018 - 00:00,13.61,7.29,0.52,94.68,49.38,12-May-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
12-May-2018 - 00:00,13.81,7.44,0.53,186.25,58.26,13-May-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
13-May-2018 - 00:00,13.57,7.39,0.52,79.74,28.51,14-May-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
14-May-2018 - 00:00,13.75,7.56,0.51,95.82,40.36,15-May-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
15-May-2018 - 00:00,13.58,7.44,0.54,128.07,54.71,16-May-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
16-May-2018 - 00:00,13.67,7.81,0.52,151.9,67.68,17-May-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
17-May-2018 - 00:00,13.49,7.02,0.53,180.34,74.35,18-May-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
18-May-2018 - 00:00,13.89,7.0,0.52,212.41,92.22,19-May-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
19-May-2018 - 00:00,13.68,7.42,0.51,223.27,93.52,20-May-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
20-May-2018 - 00:00,13.65,7.26,0.53,121.7,22.24,21-May-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
21-May-2018 - 00:00,13.71,7.63,0.52,193.94,19.67,22-May-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
22-May-2018 - 00:00,13.68,7.46,0.53,158.78,28.71,23-May-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
23-May-2018 - 00:00,13.68,7.38,0.55,175.1,42.27,24-May-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
24-May-2018 - 00:00,13.66,7.98,0.51,140.52,45.92,25-May-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
25-May-2018 - 00:00,13.79,8.94,0.52,165.8,63.24,26-May-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
26-May-2018 - 00:00,13.54,8.05,0.51,200.27,72.6,27-May-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
27-May-2018 - 00:00,13.01,8.66,0.52,202.37,65.53,28-May-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
28-May-2018 - 00:00,13.25,8.21,0.51,189.74,68.75,29-May-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
29-May-2018 - 00:00,13.36,8.23,0.52,191.47,68.19,30-May-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
30-May-2018 - 00:00,13.5,8.79,0.53,144.13,45.24,31-May-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
31-May-2018 - 00:00,13.26,8.09,0.52,128.12,37.4,01-Jun-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
01-Jun-2018 - 00:00,13.09,7.91,0.51,189.07,46.67,02-Jun-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
02-Jun-2018 - 00:00,13.18,7.71,0.52,66.54,29.1,03-Jun-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
03-Jun-2018 - 00:00,13.46,7.24,0.52,87.65,33.25,04-Jun-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
04-Jun-2018 - 00:00,13.15,9.0,0.51,110.98,35.76,05-Jun-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
05-Jun-2018 - 00:00,13.12,8.68,0.55,151.69,36.87,06-Jun-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
06-Jun-2018 - 00:00,13.05,7.06,0.53,71.51,23.47,07-Jun-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
07-Jun-2018 - 00:00,13.29,7.51,0.53,100.56,36.43,08-Jun-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
08-Jun-2018 - 00:00,12.97,7.47,0.51,125.14,44.92,09-Jun-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
09-Jun-2018 - 00:00,13.08,7.14,0.53,70.33,26.72,10-Jun-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
10-Jun-2018 - 00:00,13.38,8.49,0.52,87.37,36.37,11-Jun-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
11-Jun-2018 - 00:00,12.87,9.08,0.5,97.98,35.52,12-Jun-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
12-Jun-2018 - 00:00,12.92,7.23,0.53,133.51,51.27,13-Jun-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
13-Jun-2018 - 00:00,12.81,8.11,0.49,269.28,115.82,14-Jun-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
14-Jun-2018 - 00:00,12.83,7.0,0.51,764.49,363.68,15-Jun-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
15-Jun-2018 - 00:00,11.12,6.85,0.53,425.83,141.5,16-Jun-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
16-Jun-2018 - 00:00,13.23,6.82,0.55,203.28,165.07,17-Jun-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
17-Jun-2018 - 00:00,13.6,6.87,0.48,51.63,56.27,18-Jun-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
18-Jun-2018 - 00:00,10.48,7.75,0.52,102.96,63.9,19-Jun-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
19-Jun-2018 - 00:00,11.89,6.71,0.56,116.22,61.56,20-Jun-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
20-Jun-2018 - 00:00,10.1,7.84,0.51,91.59,52.47,21-Jun-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
21-Jun-2018 - 00:00,12.17,6.84,0.54,131.06,60.2,22-Jun-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
22-Jun-2018 - 00:00,11.02,7.11,0.53,149.02,59.9,23-Jun-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
23-Jun-2018 - 00:00,10.32,7.25,0.51,161.93,64.56,24-Jun-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
24-Jun-2018 - 00:00,8.23,7.1,0.54,105.38,52.68,25-Jun-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
25-Jun-2018 - 00:00,11.08,6.66,0.5,146.46,64.12,26-Jun-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
26-Jun-2018 - 00:00,10.27,7.26,0.5,132.36,58.12,27-Jun-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
27-Jun-2018 - 00:00,10.62,6.68,0.56,54.83,31.85,28-Jun-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
28-Jun-2018 - 00:00,9.6,6.68,0.55,54.84,16.3,29-Jun-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
29-Jun-2018 - 00:00,7.19,8.51,0.55,90.93,26.36,30-Jun-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
30-Jun-2018 - 00:00,8.32,8.33,0.57,86.61,22.26,01-Jul-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
01-Jul-2018 - 00:00,9.89,8.35,0.53,86.74,28.11,02-Jul-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
02-Jul-2018 - 00:00,7.19,8.51,0.53,76.25,24.74,03-Jul-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
03-Jul-2018 - 00:00,7.97,8.31,0.55,37.23,25.98,04-Jul-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
04-Jul-2018 - 00:00,7.95,8.45,0.55,38.99,22.29,05-Jul-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
05-Jul-2018 - 00:00,6.01,7.82,0.5,109.04,39.15,06-Jul-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
06-Jul-2018 - 00:00,8.44,8.49,0.55,95.3,37.6,07-Jul-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
07-Jul-2018 - 00:00,10.28,8.33,0.53,91.62,37.4,08-Jul-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
08-Jul-2018 - 00:00,9.98,8.36,0.54,133.52,50.42,09-Jul-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
09-Jul-2018 - 00:00,10.33,8.19,0.53,139.06,66.23,10-Jul-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
10-Jul-2018 - 00:00,10.73,8.29,0.51,76.81,28.4,11-Jul-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
11-Jul-2018 - 00:00,10.3,8.52,0.51,67.76,30.34,12-Jul-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
12-Jul-2018 - 00:00,9.96,8.4,0.53,75.72,37.18,13-Jul-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
13-Jul-2018 - 00:00,10.31,8.43,0.54,34.73,16.67,14-Jul-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
14-Jul-2018 - 00:00,10.09,8.58,0.53,32.49,19.65,15-Jul-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
15-Jul-2018 - 00:00,10.1,8.6,0.52,90.38,31.29,16-Jul-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
16-Jul-2018 - 00:00,10.19,8.41,0.54,50.67,26.84,17-Jul-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
17-Jul-2018 - 00:00,9.78,8.5,0.49,74.37,38.92,18-Jul-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
18-Jul-2018 - 00:00,9.79,8.19,0.52,90.62,35.54,19-Jul-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
19-Jul-2018 - 00:00,9.32,9.35,0.48,55.84,19.7,20-Jul-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
20-Jul-2018 - 00:00,9.99,9.02,0.57,91.91,35.03,21-Jul-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
21-Jul-2018 - 00:00,10.4,8.44,0.53,56.72,30.6,22-Jul-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
22-Jul-2018 - 00:00,10.27,8.31,0.51,34.01,19.04,23-Jul-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
23-Jul-2018 - 00:00,10.35,8.4,0.5,,16.1,24-Jul-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
24-Jul-2018 - 00:00,10.9,8.51,0.53,42.12,17.89,25-Jul-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
25-Jul-2018 - 00:00,10.27,8.25,0.54,25.27,27.04,26-Jul-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
26-Jul-2018 - 00:00,9.73,8.55,0.54,,15.76,27-Jul-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
27-Jul-2018 - 00:00,10.53,8.52,0.53,,9.21,28-Jul-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
28-Jul-2018 - 00:00,9.9,8.7,0.52,,13.87,29-Jul-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
29-Jul-2018 - 00:00,10.16,8.37,0.52,5.18,242.88,30-Jul-2018 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
