from date,AT,Benzene,BP,CO,NH3,NO,NO2,NOx,Ozone,PM10,PM2.5,RH,SO2,SR,VWS,WD,WS,Toluene,to date,station
13-Aug-2018 - 00:00,29.16,0.29,734.37,0.64,46.22,10.09,38.5,28.7,25.29,89.36,31.65,59.18,12.77,91.22,0.02,103.21,0.97,1.29,14-Aug-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
14-Aug-2018 - 00:00,30.4,0.36,734.49,0.82,46.11,7.98,48.36,32.22,35.43,123.41,48.88,58.52,19.24,88.51,0.01,96.03,0.72,1.76,15-Aug-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
15-Aug-2018 - 00:00,29.94,0.28,734.55,0.52,45.58,2.93,30.56,18.64,44.79,112.32,46.64,59.81,12.4,99.65,0.03,117.35,1.24,0.89,16-Aug-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
16-Aug-2018 - 00:00,28.52,1.03,755.32,1.23,46.99,28.52,46.9,48.21,42.96,99.3,47.7,67.01,20.71,76.29,0.0,104.19,0.58,3.53,17-Aug-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
17-Aug-2018 - 00:00,29.72,0.39,734.44,0.77,46.64,19.0,36.68,35.0,25.53,80.56,34.95,65.72,18.04,97.42,0.02,103.05,0.83,1.77,18-Aug-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
18-Aug-2018 - 00:00,29.44,0.5,736.4,0.84,48.8,15.6,38.85,33.38,35.75,80.36,35.94,65.33,17.33,96.14,0.02,108.55,0.84,2.09,19-Aug-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
19-Aug-2018 - 00:00,27.65,0.66,734.14,1.08,51.16,15.0,53.52,40.69,41.76,114.42,61.92,71.35,16.87,58.56,0.01,94.95,0.59,2.98,20-Aug-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
20-Aug-2018 - 00:00,29.93,0.51,734.41,1.12,51.81,13.38,54.31,39.79,37.58,122.22,68.06,64.42,15.81,95.37,0.0,106.81,0.66,2.08,21-Aug-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
21-Aug-2018 - 00:00,30.13,0.29,734.5,0.9,48.58,11.16,44.38,32.7,31.04,71.9,33.16,60.86,16.64,94.68,0.01,118.25,0.88,1.48,22-Aug-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
22-Aug-2018 - 00:00,28.57,0.39,753.78,1.0,45.52,22.61,42.71,41.16,24.43,67.45,31.69,68.66,18.12,80.85,0.01,112.1,0.78,2.22,23-Aug-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
23-Aug-2018 - 00:00,26.8,0.9,734.14,0.74,43.4,6.68,31.49,22.2,13.75,75.18,150.03,74.86,18.08,43.27,0.01,82.08,0.93,2.82,24-Aug-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
24-Aug-2018 - 00:00,28.24,0.78,734.28,0.72,42.59,5.38,25.9,18.16,22.75,95.26,22.48,66.29,16.38,77.24,0.0,56.55,1.05,2.31,25-Aug-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
25-Aug-2018 - 00:00,28.29,0.38,734.4,0.51,41.28,3.01,21.75,14.02,24.32,84.09,18.98,63.16,18.96,100.55,0.0,66.43,1.43,1.24,26-Aug-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
26-Aug-2018 - 00:00,28.88,0.23,734.55,0.48,40.57,4.21,23.6,15.99,24.76,76.7,20.6,60.75,18.08,104.96,0.04,59.78,1.11,0.69,27-Aug-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
27-Aug-2018 - 00:00,27.78,3.11,745.24,0.89,40.25,10.12,36.38,27.59,18.11,65.99,25.43,69.15,14.8,77.7,0.0,92.09,0.41,15.02,28-Aug-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
28-Aug-2018 - 00:00,25.99,6.06,752.09,0.97,38.22,16.75,31.64,30.49,24.06,67.07,39.62,77.21,19.94,70.22,0.01,90.43,0.63,34.59,29-Aug-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
29-Aug-2018 - 00:00,26.44,10.52,739.3,0.89,36.0,13.47,30.76,27.35,19.86,73.58,232.23,75.85,20.72,67.34,0.0,98.91,0.47,47.9,30-Aug-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
30-Aug-2018 - 00:00,28.74,9.09,734.26,1.08,34.14,9.96,25.53,21.7,29.39,98.62,40.94,68.69,17.69,106.97,0.01,93.36,0.69,48.14,31-Aug-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
31-Aug-2018 - 00:00,29.04,5.84,734.29,0.84,31.61,5.42,20.2,15.17,15.74,153.45,45.69,65.1,14.19,99.14,0.03,82.03,0.99,32.07,01-Sep-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
01-Sep-2018 - 00:00,25.81,10.41,756.74,1.18,31.73,10.06,24.57,21.28,11.82,122.96,48.72,77.21,18.4,36.0,0.01,101.75,0.53,68.76,02-Sep-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
02-Sep-2018 - 00:00,24.45,6.63,758.83,0.75,32.21,5.9,17.98,14.39,12.08,76.13,50.42,79.45,14.01,43.49,0.03,78.42,0.58,40.63,03-Sep-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
03-Sep-2018 - 00:00,24.44,8.55,744.28,1.25,32.87,13.85,25.73,24.98,18.08,82.45,48.36,80.78,15.25,38.22,0.0,91.65,0.34,47.69,04-Sep-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
04-Sep-2018 - 00:00,25.25,11.6,734.92,1.19,30.66,3.95,29.29,18.93,31.93,119.54,66.54,77.62,15.35,50.27,0.0,102.28,0.48,69.22,05-Sep-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
05-Sep-2018 - 00:00,25.36,9.6,743.08,0.99,28.22,4.74,16.77,12.78,15.66,100.42,76.98,75.55,10.41,69.95,0.0,82.28,0.61,51.0,06-Sep-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
06-Sep-2018 - 00:00,26.95,11.73,744.96,0.89,27.8,8.01,15.81,14.95,21.65,118.64,278.93,69.5,15.24,110.12,0.01,80.92,0.91,48.88,07-Sep-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
07-Sep-2018 - 00:00,25.75,8.91,736.87,1.13,27.52,8.96,21.47,18.73,23.39,89.9,192.43,74.4,16.09,75.33,0.0,101.73,0.4,56.73,08-Sep-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
08-Sep-2018 - 00:00,26.36,5.78,744.65,1.01,27.35,13.12,18.38,20.48,17.41,92.91,118.75,72.22,12.87,82.89,0.0,114.79,0.52,34.05,09-Sep-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
09-Sep-2018 - 00:00,26.29,3.47,741.52,0.59,26.52,2.62,14.25,9.71,23.29,51.31,240.57,68.59,12.65,89.36,0.02,134.03,0.84,18.57,10-Sep-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
10-Sep-2018 - 00:00,26.66,4.03,734.17,0.79,26.75,2.75,17.07,11.32,25.78,78.26,106.48,69.23,18.35,89.59,0.03,165.35,0.89,21.42,11-Sep-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
11-Sep-2018 - 00:00,27.98,5.99,734.27,0.56,26.94,1.33,9.5,6.15,23.43,63.16,64.94,66.18,13.57,92.5,0.0,97.38,1.13,24.14,12-Sep-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
12-Sep-2018 - 00:00,28.29,5.66,734.31,0.4,32.57,1.89,16.82,10.49,18.0,95.75,25.84,62.79,20.98,104.63,0.0,95.0,1.57,32.3,13-Sep-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
13-Sep-2018 - 00:00,28.07,4.83,734.58,0.39,43.07,3.19,28.01,17.51,19.33,97.2,25.86,57.63,10.26,110.12,0.0,86.77,1.51,21.43,14-Sep-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
14-Sep-2018 - 00:00,27.94,6.07,734.61,0.49,43.73,7.57,41.85,28.42,19.0,97.09,29.73,57.88,22.8,111.12,0.01,90.29,1.04,20.04,15-Sep-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
15-Sep-2018 - 00:00,28.28,9.81,734.68,0.54,42.23,12.08,41.98,32.16,17.89,110.69,33.5,54.25,15.32,111.73,0.01,92.92,0.89,38.6,16-Sep-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
16-Sep-2018 - 00:00,28.24,5.93,734.62,0.47,43.28,5.8,41.55,26.82,18.83,121.0,43.33,56.87,13.27,104.45,0.02,78.55,0.91,26.32,17-Sep-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
17-Sep-2018 - 00:00,28.27,5.8,734.52,0.52,45.17,4.85,47.87,29.42,31.84,146.46,51.26,58.38,14.54,105.69,0.03,91.66,0.85,22.77,18-Sep-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
18-Sep-2018 - 00:00,28.62,6.02,734.61,0.57,44.41,3.07,48.24,28.16,32.95,177.5,55.76,54.05,18.55,108.71,0.03,80.74,0.78,26.99,19-Sep-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
19-Sep-2018 - 00:00,28.5,6.32,734.48,0.66,40.49,4.7,54.22,32.66,33.15,162.7,63.66,53.73,19.18,105.94,0.04,108.49,0.77,31.03,20-Sep-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
20-Sep-2018 - 00:00,29.17,7.9,734.48,0.84,42.22,5.45,68.61,40.93,45.17,189.59,73.33,53.73,19.36,105.52,0.0,135.58,0.39,33.32,21-Sep-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
21-Sep-2018 - 00:00,27.51,3.82,735.57,0.7,42.16,12.05,50.31,36.59,28.74,99.27,39.44,58.45,10.75,100.27,0.01,154.27,0.75,24.83,22-Sep-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
22-Sep-2018 - 00:00,23.07,5.3,767.13,0.66,43.73,21.84,46.64,42.62,12.06,61.79,114.44,77.73,12.01,35.97,0.0,135.74,0.53,31.48,23-Sep-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
23-Sep-2018 - 00:00,24.73,3.3,753.17,0.55,44.2,11.38,41.81,31.5,18.81,64.73,35.39,74.44,9.84,57.37,0.01,146.4,0.86,19.47,24-Sep-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
24-Sep-2018 - 00:00,22.62,3.2,741.99,0.5,42.0,12.64,36.12,29.52,13.89,40.75,66.86,80.92,12.54,40.03,0.01,137.36,0.87,30.84,25-Sep-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
25-Sep-2018 - 00:00,21.41,7.97,734.17,0.61,40.19,12.68,37.68,30.38,13.97,57.68,25.78,80.37,11.59,40.64,0.01,74.78,0.73,66.99,26-Sep-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
26-Sep-2018 - 00:00,24.99,6.65,734.46,0.91,39.57,18.37,43.19,37.95,25.12,107.2,212.65,68.87,12.33,106.42,0.02,122.57,0.75,75.18,27-Sep-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
27-Sep-2018 - 00:00,26.41,9.44,734.6,1.47,39.04,47.85,55.4,68.45,26.98,185.7,75.98,65.86,11.52,103.9,0.02,133.53,0.58,128.14,28-Sep-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
28-Sep-2018 - 00:00,27.43,9.27,734.45,2.24,39.61,121.28,63.22,130.35,32.82,237.49,88.12,58.58,11.39,102.71,0.01,152.34,0.55,178.19,29-Sep-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
29-Sep-2018 - 00:00,27.49,9.5,734.47,1.33,39.46,66.08,64.31,88.03,35.78,232.95,286.43,57.65,11.14,105.09,0.03,108.19,0.5,102.55,30-Sep-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
30-Sep-2018 - 00:00,26.85,5.42,734.3,0.82,38.31,10.67,56.01,38.47,32.39,130.49,349.17,57.56,15.09,102.63,0.04,89.66,0.68,38.17,01-Oct-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
01-Oct-2018 - 00:00,27.36,7.12,734.32,1.04,39.26,12.63,66.37,45.14,32.05,168.93,60.71,55.1,9.42,103.55,0.02,93.49,0.52,67.67,02-Oct-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
02-Oct-2018 - 00:00,27.89,8.17,734.33,1.0,39.53,10.44,55.94,38.04,33.61,174.83,67.48,53.53,7.36,102.67,0.02,104.58,0.49,51.74,03-Oct-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
03-Oct-2018 - 00:00,28.02,8.05,734.36,1.18,38.64,31.64,69.23,62.56,36.14,181.08,61.97,45.84,11.74,104.18,0.0,114.7,0.45,93.93,04-Oct-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
04-Oct-2018 - 00:00,27.7,8.5,734.34,1.57,42.36,53.39,83.05,86.9,47.42,236.83,169.36,52.44,12.97,98.11,0.01,130.21,0.44,107.46,05-Oct-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
05-Oct-2018 - 00:00,27.52,10.53,734.24,1.56,47.38,53.15,87.84,90.05,41.24,279.36,111.32,52.29,15.03,100.75,0.01,103.61,0.4,166.75,06-Oct-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
06-Oct-2018 - 00:00,26.55,8.86,734.18,0.99,45.94,14.53,65.15,46.49,26.64,185.09,68.35,49.68,16.34,102.42,0.03,115.9,0.56,78.76,07-Oct-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
07-Oct-2018 - 00:00,26.33,8.49,734.21,1.03,45.46,17.19,71.98,52.29,35.09,216.73,72.9,46.16,12.46,102.18,0.02,98.71,0.49,77.13,08-Oct-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
08-Oct-2018 - 00:00,27.01,10.49,734.24,1.37,47.59,30.84,95.89,76.13,45.24,281.38,112.83,45.28,16.2,100.05,0.0,144.92,0.37,79.35,09-Oct-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
09-Oct-2018 - 00:00,27.22,8.13,734.3,1.69,47.19,50.18,95.61,91.75,54.33,246.82,92.68,46.87,18.35,99.86,0.0,167.84,0.4,104.39,10-Oct-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
10-Oct-2018 - 00:00,27.18,8.25,734.37,1.17,49.57,22.0,79.91,60.39,36.9,226.21,81.95,53.58,13.03,97.38,0.01,149.7,0.56,54.85,11-Oct-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
11-Oct-2018 - 00:00,24.37,6.49,734.22,0.8,46.61,17.26,65.59,48.95,24.78,188.73,62.35,52.86,13.38,94.14,0.04,148.94,0.82,38.87,12-Oct-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
12-Oct-2018 - 00:00,23.62,8.28,734.13,0.93,42.83,46.79,79.92,80.66,34.82,196.39,63.84,44.91,17.45,99.58,0.0,133.17,0.39,96.78,13-Oct-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
13-Oct-2018 - 00:00,23.34,11.04,734.13,1.1,48.91,21.61,80.96,60.66,27.93,265.26,134.03,47.52,17.29,99.0,0.02,121.82,0.54,111.15,14-Oct-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
14-Oct-2018 - 00:00,23.32,11.37,734.13,1.04,46.63,22.44,71.83,56.49,34.09,217.4,86.22,46.89,12.28,100.12,0.0,126.15,0.6,84.17,15-Oct-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
15-Oct-2018 - 00:00,24.32,12.32,734.16,1.39,47.74,36.73,83.55,74.37,34.0,279.29,104.93,45.63,13.66,96.31,0.0,132.4,0.41,97.21,16-Oct-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
16-Oct-2018 - 00:00,24.87,11.58,734.22,2.24,51.1,88.71,112.06,131.88,57.4,338.97,134.54,48.77,14.1,85.47,0.0,153.65,0.43,186.22,17-Oct-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
17-Oct-2018 - 00:00,25.4,14.24,734.21,2.38,48.99,83.87,92.1,112.73,39.59,321.29,122.53,44.34,14.4,94.87,0.0,133.56,0.42,126.55,18-Oct-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
18-Oct-2018 - 00:00,24.73,12.19,734.23,2.78,51.03,168.96,111.06,196.53,33.88,343.39,136.42,50.48,12.29,84.69,0.0,153.18,0.43,199.03,19-Oct-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
19-Oct-2018 - 00:00,24.09,13.36,734.18,1.25,50.96,15.93,85.76,58.3,46.61,307.26,129.56,47.91,15.48,87.41,0.0,96.74,0.37,79.76,20-Oct-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
20-Oct-2018 - 00:00,24.27,12.49,734.13,1.42,49.95,35.63,92.33,78.15,34.65,339.99,155.88,39.74,16.52,91.34,0.0,112.78,0.34,114.06,21-Oct-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
21-Oct-2018 - 00:00,23.03,11.15,734.01,1.34,48.45,44.31,93.79,86.01,29.2,285.62,129.55,40.45,14.95,87.98,0.03,126.2,0.55,108.62,22-Oct-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
22-Oct-2018 - 00:00,22.18,12.78,734.01,1.36,50.19,22.49,84.67,63.35,33.64,281.66,121.65,43.48,14.94,91.24,0.02,125.18,0.63,118.41,23-Oct-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
23-Oct-2018 - 00:00,22.61,13.02,734.04,1.88,52.22,55.33,95.47,93.71,40.38,321.92,125.56,41.47,16.89,90.15,0.0,123.15,0.46,100.5,24-Oct-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
24-Oct-2018 - 00:00,22.89,15.35,734.06,2.8,60.11,181.72,154.62,230.34,36.72,404.06,174.4,47.34,18.75,78.82,0.0,130.89,0.33,144.21,25-Oct-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
25-Oct-2018 - 00:00,22.58,13.67,734.1,2.63,63.1,129.01,149.35,184.59,54.13,406.1,207.7,48.98,20.0,81.85,0.0,154.91,0.32,135.79,26-Oct-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
26-Oct-2018 - 00:00,21.77,10.16,734.09,3.47,69.15,172.48,157.24,215.82,48.95,562.66,324.74,52.38,27.56,69.41,0.0,137.99,0.34,176.76,27-Oct-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
27-Oct-2018 - 00:00,21.83,11.77,734.12,4.06,70.76,195.19,157.3,231.89,55.16,477.22,228.19,55.12,19.69,75.87,0.01,158.23,0.34,193.46,28-Oct-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
28-Oct-2018 - 00:00,21.94,12.5,734.12,2.74,65.76,135.62,116.68,147.93,50.53,444.26,237.38,53.79,16.54,82.55,0.01,146.5,0.47,140.53,29-Oct-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
29-Oct-2018 - 00:00,21.84,14.47,734.1,2.93,69.75,82.46,113.39,121.76,47.1,542.2,301.68,55.43,17.57,78.49,0.0,131.41,0.42,153.93,30-Oct-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
30-Oct-2018 - 00:00,21.93,13.45,734.1,3.53,67.21,112.74,132.94,158.65,48.19,540.77,280.85,56.15,14.38,69.15,0.0,159.57,0.35,177.54,31-Oct-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
31-Oct-2018 - 00:00,21.73,13.99,734.09,3.78,62.54,172.46,162.83,204.17,40.68,451.54,225.34,59.15,13.7,68.19,0.0,174.23,0.36,197.15,01-Nov-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
01-Nov-2018 - 00:00,22.04,14.06,735.07,3.54,65.66,172.95,152.3,212.63,43.27,446.47,238.75,56.44,14.08,70.88,0.0,164.53,0.34,199.01,02-Nov-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
02-Nov-2018 - 00:00,22.7,13.97,734.23,1.86,68.59,40.16,130.71,102.25,37.15,390.57,195.05,50.73,16.88,69.58,0.0,152.49,0.33,81.66,03-Nov-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
03-Nov-2018 - 00:00,22.59,9.74,734.18,1.62,76.32,19.69,114.27,76.82,20.1,323.47,153.83,51.47,19.7,60.38,0.0,136.94,0.49,42.61,04-Nov-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
04-Nov-2018 - 00:00,20.81,5.55,734.04,0.75,68.11,2.97,69.94,39.6,78.07,180.78,104.33,50.37,14.05,76.46,0.01,110.59,0.7,20.16,05-Nov-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
05-Nov-2018 - 00:00,17.84,10.25,733.95,1.81,78.24,7.74,86.93,52.27,59.55,512.8,387.19,59.0,14.76,63.15,0.01,92.95,0.67,76.94,06-Nov-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
06-Nov-2018 - 00:00,19.05,9.68,733.87,1.09,53.12,3.94,77.88,44.63,47.88,305.39,179.08,38.04,14.42,80.83,0.01,83.59,0.94,52.23,07-Nov-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
07-Nov-2018 - 00:00,17.87,9.04,733.81,1.6,52.72,30.37,92.16,73.76,56.34,345.64,177.71,37.42,28.26,79.28,0.0,122.29,0.61,37.19,08-Nov-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
08-Nov-2018 - 00:00,16.99,12.07,733.8,2.71,65.16,161.51,192.48,176.06,44.17,470.24,278.46,49.56,38.84,61.3,0.0,156.98,0.3,80.59,09-Nov-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
09-Nov-2018 - 00:00,18.18,13.32,734.2,2.92,70.3,151.98,190.47,186.27,42.33,475.5,324.06,55.92,23.64,72.65,0.0,173.93,0.31,118.61,10-Nov-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
10-Nov-2018 - 00:00,18.31,13.85,735.71,3.64,74.79,144.77,207.39,228.32,53.11,464.46,299.35,61.43,15.2,61.78,0.0,188.39,0.3,183.8,11-Nov-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
11-Nov-2018 - 00:00,19.59,10.58,736.9,3.13,69.4,118.83,188.9,193.18,56.44,474.73,288.81,54.93,11.33,74.19,0.0,184.11,0.39,144.46,12-Nov-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
12-Nov-2018 - 00:00,19.93,14.26,734.96,3.46,76.83,132.7,207.9,203.65,60.86,582.21,338.06,58.91,12.52,65.63,0.0,168.85,0.32,151.91,13-Nov-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
13-Nov-2018 - 00:00,19.77,17.61,734.92,2.74,73.25,110.9,185.5,189.08,29.76,436.67,279.92,60.27,13.77,46.01,0.0,150.9,0.37,147.03,14-Nov-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
14-Nov-2018 - 00:00,20.04,10.28,749.09,1.47,65.93,46.44,125.74,104.73,40.41,215.21,131.98,62.3,10.92,80.74,0.01,145.3,0.53,65.69,15-Nov-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
15-Nov-2018 - 00:00,19.01,8.19,742.74,1.08,66.96,20.95,92.45,66.25,29.07,191.06,116.93,61.35,7.2,81.81,0.02,105.4,0.54,50.37,16-Nov-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
16-Nov-2018 - 00:00,17.88,10.2,733.99,0.79,58.66,3.57,65.7,37.84,55.57,215.44,146.71,49.3,10.53,94.39,0.0,66.41,1.12,33.49,17-Nov-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
17-Nov-2018 - 00:00,18.12,11.56,734.0,0.85,57.41,3.81,72.83,41.85,76.63,239.75,152.94,48.66,10.21,120.24,0.01,90.12,0.76,36.15,18-Nov-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
18-Nov-2018 - 00:00,22.41,8.57,734.1,1.38,59.84,17.38,135.81,85.66,46.11,229.96,130.45,40.72,7.37,116.57,0.01,163.08,0.54,48.37,19-Nov-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
19-Nov-2018 - 00:00,19.38,9.84,733.91,1.33,67.03,19.52,130.09,85.1,35.39,301.94,173.38,51.38,8.47,56.39,0.0,153.81,0.55,47.14,20-Nov-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
20-Nov-2018 - 00:00,19.35,11.65,734.55,1.76,75.66,38.95,140.0,106.21,40.13,384.48,234.77,57.44,10.84,84.57,0.01,146.79,0.45,97.17,21-Nov-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
21-Nov-2018 - 00:00,18.43,15.39,734.17,1.74,67.84,27.6,108.47,80.19,40.51,332.04,204.43,49.91,10.61,90.51,0.0,147.03,0.57,76.24,22-Nov-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
22-Nov-2018 - 00:00,18.03,9.8,733.87,2.73,58.48,35.22,120.05,92.55,28.48,319.68,143.8,47.4,18.04,81.51,0.0,141.65,0.43,127.13,23-Nov-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
23-Nov-2018 - 00:00,18.27,10.94,733.93,2.04,64.94,40.72,115.4,84.91,28.64,346.29,207.15,45.53,17.45,91.31,0.01,108.4,0.79,159.38,24-Nov-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
24-Nov-2018 - 00:00,17.52,11.38,733.82,1.1,56.44,10.74,76.49,49.44,34.87,222.58,108.93,44.56,14.72,94.14,0.01,92.96,0.99,65.12,25-Nov-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
25-Nov-2018 - 00:00,17.11,8.74,733.86,1.83,60.49,42.89,112.86,94.98,39.58,278.65,148.82,49.56,14.24,93.72,0.0,133.6,0.57,70.51,26-Nov-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
26-Nov-2018 - 00:00,17.16,11.05,734.16,2.49,69.36,54.54,137.48,117.57,23.63,378.92,220.28,55.46,28.11,89.64,0.01,151.94,0.5,153.04,27-Nov-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
27-Nov-2018 - 00:00,17.89,9.65,738.04,3.5,66.59,103.06,180.48,169.77,21.35,339.32,187.28,56.6,13.99,83.18,0.03,155.36,0.63,198.89,28-Nov-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
28-Nov-2018 - 00:00,18.34,9.1,735.59,2.48,70.47,80.57,163.19,152.47,21.59,329.85,189.41,60.25,19.53,76.36,0.0,154.99,0.4,96.3,29-Nov-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
29-Nov-2018 - 00:00,17.12,12.61,744.77,2.72,73.92,76.43,144.84,139.08,21.79,379.78,234.61,62.43,16.09,77.84,0.0,138.96,0.52,204.6,30-Nov-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
30-Nov-2018 - 00:00,16.66,11.47,735.44,1.8,73.89,31.33,104.31,82.53,37.82,344.75,213.95,57.32,22.5,87.67,0.01,123.15,0.56,154.07,01-Dec-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
01-Dec-2018 - 00:00,16.22,13.21,734.07,2.19,76.03,54.82,118.45,87.69,52.81,298.8,159.48,52.65,25.83,92.77,0.0,125.92,0.58,112.03,02-Dec-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
02-Dec-2018 - 00:00,16.02,9.72,734.92,3.31,73.39,103.05,162.56,150.98,63.17,331.54,176.97,51.2,23.92,85.94,0.0,173.48,0.4,145.42,03-Dec-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
