from date,NO2,NH3,CO,Ozone,SO2,Benzene,PM2.5,PM10,to date,station
11-Jun-2018 - 00:00,16.34,25.87,,44.19,,0.06,32.12,82.98,12-Jun-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
12-Jun-2018 - 00:00,11.26,26.79,0.65,51.92,,0.04,136.28,238.56,13-Jun-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
13-Jun-2018 - 00:00,11.64,26.04,0.71,40.48,5.83,0.01,148.93,261.11,14-Jun-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
14-Jun-2018 - 00:00,18.59,24.79,2.58,33.34,6.32,0.04,246.83,168.26,15-Jun-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
15-Jun-2018 - 00:00,20.7,22.5,0.94,34.72,5.38,0.08,58.09,217.21,16-Jun-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
16-Jun-2018 - 00:00,12.6,20.65,0.59,41.21,7.21,0.04,47.59,187.04,17-Jun-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
17-Jun-2018 - 00:00,13.83,20.73,0.55,42.6,6.45,0.04,35.83,127.29,18-Jun-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
18-Jun-2018 - 00:00,17.58,21.28,0.6,39.14,11.12,0.07,38.3,152.66,19-Jun-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
19-Jun-2018 - 00:00,21.09,20.83,0.59,41.28,19.76,0.04,34.52,117.35,20-Jun-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
20-Jun-2018 - 00:00,24.43,20.96,0.75,37.56,14.9,0.07,44.62,135.5,21-Jun-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
21-Jun-2018 - 00:00,29.55,22.5,0.82,33.16,12.56,0.13,60.02,171.65,22-Jun-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
22-Jun-2018 - 00:00,19.18,21.2,0.75,42.15,10.58,0.04,40.5,121.67,23-Jun-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
23-Jun-2018 - 00:00,20.86,22.79,0.69,36.34,10.48,0.04,32.18,59.1,24-Jun-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
24-Jun-2018 - 00:00,14.72,21.22,0.42,41.23,9.3,0.02,32.66,62.03,25-Jun-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
25-Jun-2018 - 00:00,18.29,16.47,0.61,33.36,8.14,0.02,27.89,55.89,26-Jun-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
26-Jun-2018 - 00:00,25.49,16.46,0.58,22.8,14.54,0.08,34.83,65.5,27-Jun-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
27-Jun-2018 - 00:00,30.24,16.45,0.72,18.28,27.68,0.08,30.86,66.62,28-Jun-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
28-Jun-2018 - 00:00,13.79,14.99,0.64,22.15,10.8,0.04,21.35,40.56,29-Jun-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
29-Jun-2018 - 00:00,13.94,13.1,0.49,19.96,20.1,0.0,22.28,35.62,30-Jun-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
30-Jun-2018 - 00:00,18.65,12.86,0.9,18.33,10.54,0.03,34.65,66.07,01-Jul-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
01-Jul-2018 - 00:00,14.67,14.16,0.63,20.8,9.54,0.06,29.96,75.26,02-Jul-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
02-Jul-2018 - 00:00,10.69,14.13,0.67,19.01,8.21,0.02,24.86,46.5,03-Jul-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
03-Jul-2018 - 00:00,11.93,13.77,0.64,17.52,7.84,0.01,17.12,48.95,04-Jul-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
04-Jul-2018 - 00:00,6.91,13.95,0.55,17.68,7.75,0.0,10.46,20.98,05-Jul-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
05-Jul-2018 - 00:00,15.4,13.13,0.94,15.46,10.57,0.04,22.78,52.82,06-Jul-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
06-Jul-2018 - 00:00,14.43,13.85,1.0,25.13,16.51,0.06,22.9,66.76,07-Jul-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
07-Jul-2018 - 00:00,26.77,13.78,1.53,22.87,10.93,0.07,42.07,97.62,08-Jul-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
08-Jul-2018 - 00:00,25.43,16.48,1.27,31.61,14.81,0.11,43.72,130.33,09-Jul-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
09-Jul-2018 - 00:00,22.47,14.69,1.56,18.75,24.47,0.08,36.9,87.28,10-Jul-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
10-Jul-2018 - 00:00,16.99,11.79,1.09,14.27,22.5,0.03,24.16,58.62,11-Jul-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
11-Jul-2018 - 00:00,24.67,12.66,1.04,21.09,30.1,0.07,41.45,323.17,12-Jul-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
12-Jul-2018 - 00:00,30.91,12.28,1.11,14.36,34.45,0.1,38.36,73.17,13-Jul-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
13-Jul-2018 - 00:00,22.96,11.44,1.05,22.48,24.11,0.06,30.05,55.79,14-Jul-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
14-Jul-2018 - 00:00,22.43,11.64,1.14,19.32,22.28,0.07,28.28,51.26,15-Jul-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
15-Jul-2018 - 00:00,27.16,12.43,1.41,19.01,28.93,0.12,36.4,92.02,16-Jul-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
16-Jul-2018 - 00:00,17.92,11.32,1.09,25.31,22.62,0.07,18.51,55.34,17-Jul-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
17-Jul-2018 - 00:00,27.57,11.03,1.2,17.48,45.29,0.07,20.58,55.29,18-Jul-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
18-Jul-2018 - 00:00,15.52,10.31,1.16,10.26,21.45,0.05,18.79,35.48,19-Jul-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
19-Jul-2018 - 00:00,26.78,10.93,1.17,10.15,39.5,0.05,24.43,46.03,20-Jul-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
20-Jul-2018 - 00:00,21.26,10.29,1.23,20.59,34.05,0.03,25.29,56.98,21-Jul-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
21-Jul-2018 - 00:00,18.11,9.46,1.27,16.41,10.57,0.08,18.31,32.97,22-Jul-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
22-Jul-2018 - 00:00,23.27,10.27,0.96,11.27,13.81,0.06,15.98,30.22,23-Jul-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
23-Jul-2018 - 00:00,16.74,9.98,0.69,5.97,14.74,0.05,13.21,16.96,24-Jul-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
24-Jul-2018 - 00:00,6.84,8.13,0.63,9.02,6.71,0.03,52.81,71.83,25-Jul-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
25-Jul-2018 - 00:00,7.44,8.32,,11.9,6.12,0.0,10.24,17.46,26-Jul-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
26-Jul-2018 - 00:00,6.25,9.51,0.48,13.53,5.96,0.0,7.17,13.48,27-Jul-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
27-Jul-2018 - 00:00,6.29,8.4,0.58,15.02,5.27,0.0,31.52,76.75,28-Jul-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
28-Jul-2018 - 00:00,9.3,9.34,0.59,13.57,4.13,0.01,41.71,77.88,29-Jul-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
29-Jul-2018 - 00:00,12.75,10.66,1.24,10.01,2.51,0.02,985.0,81.8,30-Jul-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
30-Jul-2018 - 00:00,5.7,11.67,0.3,17.02,4.37,0.0,498.16,113.64,31-Jul-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
31-Jul-2018 - 00:00,7.2,12.82,0.6,26.48,6.38,0.0,25.76,51.18,01-Aug-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
01-Aug-2018 - 00:00,7.32,11.29,0.6,22.4,6.07,0.0,28.19,52.71,02-Aug-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
02-Aug-2018 - 00:00,9.74,10.38,0.56,18.62,5.23,0.01,39.48,82.74,03-Aug-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
03-Aug-2018 - 00:00,10.46,13.36,0.44,11.97,4.15,0.02,54.39,142.52,04-Aug-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
04-Aug-2018 - 00:00,10.52,15.35,0.45,19.03,6.45,0.02,46.6,126.62,05-Aug-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
05-Aug-2018 - 00:00,16.96,16.18,0.6,15.47,6.93,0.02,48.55,168.49,06-Aug-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
06-Aug-2018 - 00:00,22.04,15.61,0.79,11.91,11.19,0.03,47.64,139.45,07-Aug-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
07-Aug-2018 - 00:00,22.01,14.28,0.52,12.29,23.23,0.07,35.9,76.47,08-Aug-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
08-Aug-2018 - 00:00,14.94,12.97,0.45,16.16,10.3,0.05,24.18,52.4,09-Aug-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
09-Aug-2018 - 00:00,20.28,13.58,0.62,13.72,19.7,0.05,31.08,69.16,10-Aug-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
10-Aug-2018 - 00:00,26.68,15.08,0.77,10.06,18.39,0.08,55.29,99.91,11-Aug-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
11-Aug-2018 - 00:00,15.48,13.48,0.71,17.41,9.58,0.05,31.19,57.93,12-Aug-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
12-Aug-2018 - 00:00,20.16,13.17,0.49,13.49,14.51,0.06,25.99,48.22,13-Aug-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
13-Aug-2018 - 00:00,18.32,12.65,0.69,9.35,8.31,0.03,24.04,41.88,14-Aug-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
14-Aug-2018 - 00:00,15.38,12.93,0.5,17.84,10.33,0.03,24.7,55.3,15-Aug-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
15-Aug-2018 - 00:00,22.1,14.67,,14.74,17.01,0.05,25.53,46.96,16-Aug-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
16-Aug-2018 - 00:00,11.28,12.66,0.61,11.98,10.14,0.01,17.34,37.49,17-Aug-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
17-Aug-2018 - 00:00,18.83,11.92,0.86,8.59,32.77,0.03,27.42,73.14,18-Aug-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
18-Aug-2018 - 00:00,20.64,13.82,0.63,9.99,23.9,0.06,34.92,88.46,19-Aug-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
19-Aug-2018 - 00:00,21.97,12.95,0.58,12.38,24.15,0.03,26.5,54.57,20-Aug-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
20-Aug-2018 - 00:00,16.72,11.6,0.57,8.43,13.06,0.02,22.25,46.08,21-Aug-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
21-Aug-2018 - 00:00,14.02,13.34,0.7,7.7,9.9,0.06,24.26,41.68,22-Aug-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
22-Aug-2018 - 00:00,8.61,17.75,0.39,9.15,10.14,0.0,14.58,22.5,23-Aug-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
23-Aug-2018 - 00:00,5.28,12.72,0.36,7.76,6.47,0.0,7.03,13.52,24-Aug-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
24-Aug-2018 - 00:00,9.0,12.98,0.54,10.32,9.11,0.0,11.99,26.54,25-Aug-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
25-Aug-2018 - 00:00,7.03,11.32,0.46,10.34,7.53,0.0,11.32,15.31,26-Aug-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
26-Aug-2018 - 00:00,13.64,10.51,0.49,8.47,13.16,0.01,22.66,43.14,27-Aug-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
27-Aug-2018 - 00:00,17.51,10.25,0.61,12.9,11.5,0.02,20.18,29.65,28-Aug-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
28-Aug-2018 - 00:00,19.07,10.41,0.66,10.85,18.25,0.03,21.5,40.09,29-Aug-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
29-Aug-2018 - 00:00,16.91,10.42,0.72,12.4,16.72,0.03,34.85,49.66,30-Aug-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
30-Aug-2018 - 00:00,12.72,10.16,0.62,12.0,12.37,0.02,26.7,48.81,31-Aug-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
31-Aug-2018 - 00:00,12.39,11.64,0.54,11.77,11.29,0.01,14.59,24.15,01-Sep-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
01-Sep-2018 - 00:00,7.54,11.41,0.53,13.1,8.98,0.0,13.29,17.59,02-Sep-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
02-Sep-2018 - 00:00,6.13,9.96,0.46,12.04,6.84,0.0,11.32,15.15,03-Sep-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
03-Sep-2018 - 00:00,6.54,9.45,0.42,13.1,10.44,0.0,16.88,26.06,04-Sep-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
04-Sep-2018 - 00:00,4.96,9.21,0.43,14.76,8.09,0.0,19.53,35.1,05-Sep-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
05-Sep-2018 - 00:00,8.48,8.96,0.5,13.79,9.7,0.0,14.67,29.77,06-Sep-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
06-Sep-2018 - 00:00,13.85,9.38,0.64,12.87,13.49,0.01,19.94,30.71,07-Sep-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
07-Sep-2018 - 00:00,13.62,11.2,0.46,13.23,16.78,0.01,13.94,26.19,08-Sep-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
08-Sep-2018 - 00:00,13.94,12.71,0.57,10.21,14.66,0.02,29.98,43.82,09-Sep-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
09-Sep-2018 - 00:00,25.39,7.79,0.6,10.16,21.95,0.05,28.91,75.12,10-Sep-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
10-Sep-2018 - 00:00,22.81,7.46,0.68,11.36,12.07,0.05,34.19,124.27,11-Sep-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
11-Sep-2018 - 00:00,9.63,8.13,0.55,10.31,9.38,0.01,27.29,57.26,12-Sep-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
12-Sep-2018 - 00:00,5.26,10.54,0.52,28.26,14.25,0.0,21.9,43.9,13-Sep-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
13-Sep-2018 - 00:00,8.27,12.42,0.5,43.96,10.44,0.0,27.8,59.84,14-Sep-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
14-Sep-2018 - 00:00,17.42,14.39,0.57,36.3,12.52,0.01,36.06,104.41,15-Sep-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
15-Sep-2018 - 00:00,26.56,15.26,0.72,31.6,15.32,0.07,47.55,146.4,16-Sep-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
16-Sep-2018 - 00:00,30.19,16.87,0.84,31.2,17.67,0.08,58.12,173.88,17-Sep-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
17-Sep-2018 - 00:00,29.78,18.55,0.92,41.55,12.35,0.1,63.47,190.9,18-Sep-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
18-Sep-2018 - 00:00,30.36,19.55,0.77,44.38,12.07,0.07,60.72,199.43,19-Sep-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
19-Sep-2018 - 00:00,35.47,20.61,0.99,69.03,8.6,0.1,84.44,243.75,20-Sep-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
20-Sep-2018 - 00:00,29.09,22.06,0.89,47.7,17.96,0.08,57.77,153.73,21-Sep-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
21-Sep-2018 - 00:00,16.32,15.89,0.53,44.94,27.28,0.0,15.66,36.01,22-Sep-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
22-Sep-2018 - 00:00,9.89,13.8,0.41,66.77,17.27,0.0,28.53,55.28,23-Sep-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
23-Sep-2018 - 00:00,15.46,14.12,0.71,59.87,20.69,0.03,54.41,99.31,24-Sep-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
24-Sep-2018 - 00:00,22.76,15.76,0.77,35.85,11.04,0.1,69.51,154.66,25-Sep-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
25-Sep-2018 - 00:00,17.76,16.32,0.66,41.74,9.84,0.04,60.68,131.74,26-Sep-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
26-Sep-2018 - 00:00,21.86,16.93,0.73,43.69,9.73,0.07,51.84,138.2,27-Sep-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
27-Sep-2018 - 00:00,28.77,18.04,0.88,38.37,9.56,0.06,55.92,171.57,28-Sep-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
28-Sep-2018 - 00:00,27.29,18.91,0.91,40.38,10.1,0.07,70.22,222.3,29-Sep-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
29-Sep-2018 - 00:00,25.26,20.75,0.85,46.96,10.29,0.07,80.02,209.92,30-Sep-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
30-Sep-2018 - 00:00,28.3,20.21,0.86,42.49,8.95,0.09,67.65,194.55,01-Oct-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
01-Oct-2018 - 00:00,31.78,20.75,0.94,40.01,9.98,0.09,76.84,217.26,02-Oct-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
02-Oct-2018 - 00:00,27.1,21.1,0.91,39.13,11.25,0.09,75.73,270.77,03-Oct-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
03-Oct-2018 - 00:00,34.12,22.11,1.19,37.06,12.54,0.16,139.78,281.65,04-Oct-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
04-Oct-2018 - 00:00,27.57,21.53,0.91,41.35,10.7,0.11,79.26,283.97,05-Oct-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
05-Oct-2018 - 00:00,44.93,21.91,1.15,28.41,32.5,0.13,93.95,268.15,06-Oct-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
06-Oct-2018 - 00:00,29.67,22.11,1.01,42.59,11.66,0.08,88.17,240.37,07-Oct-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
07-Oct-2018 - 00:00,31.45,22.38,0.98,42.98,19.64,0.09,80.84,262.5,08-Oct-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
08-Oct-2018 - 00:00,26.61,21.52,0.87,42.94,11.15,0.11,72.6,210.21,09-Oct-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
09-Oct-2018 - 00:00,48.06,22.27,1.06,28.93,30.69,0.09,90.87,278.22,10-Oct-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
10-Oct-2018 - 00:00,30.36,21.94,0.8,51.3,24.23,0.07,81.07,215.68,11-Oct-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
11-Oct-2018 - 00:00,24.92,19.99,0.7,54.33,25.99,0.03,58.67,124.15,12-Oct-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
12-Oct-2018 - 00:00,24.92,17.0,0.59,32.14,24.02,0.02,28.77,61.26,13-Oct-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
13-Oct-2018 - 00:00,29.11,17.25,0.81,33.94,15.69,0.07,54.49,108.38,14-Oct-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
14-Oct-2018 - 00:00,27.56,19.08,0.84,42.17,11.56,0.07,79.06,194.21,15-Oct-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
15-Oct-2018 - 00:00,38.29,20.54,1.1,44.69,14.54,0.11,109.57,302.71,16-Oct-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
16-Oct-2018 - 00:00,37.51,22.46,1.17,39.0,13.07,0.12,117.11,369.91,17-Oct-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
17-Oct-2018 - 00:00,31.67,24.06,1.38,36.12,12.54,0.14,117.28,298.35,18-Oct-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
18-Oct-2018 - 00:00,29.71,23.56,1.23,41.63,14.24,0.09,92.02,276.76,19-Oct-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
19-Oct-2018 - 00:00,27.42,23.08,1.06,37.57,12.71,0.11,93.08,249.17,20-Oct-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
20-Oct-2018 - 00:00,38.31,23.31,1.24,33.18,23.54,0.13,127.95,355.04,21-Oct-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
21-Oct-2018 - 00:00,30.24,23.87,0.92,46.51,22.31,0.14,113.6,313.84,22-Oct-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
22-Oct-2018 - 00:00,43.63,23.14,1.0,28.11,28.41,0.08,103.26,217.34,23-Oct-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
23-Oct-2018 - 00:00,50.86,20.5,0.78,40.79,31.23,0.07,92.15,231.44,24-Oct-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
24-Oct-2018 - 00:00,39.59,20.46,1.05,38.71,17.34,0.11,108.56,281.35,25-Oct-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
25-Oct-2018 - 00:00,41.74,20.36,1.36,31.88,20.16,0.13,114.29,324.77,26-Oct-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
26-Oct-2018 - 00:00,42.72,20.75,1.15,35.11,30.97,0.08,103.09,273.03,27-Oct-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
27-Oct-2018 - 00:00,47.72,20.59,0.97,27.08,43.1,0.08,111.95,259.67,28-Oct-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
28-Oct-2018 - 00:00,49.35,29.77,1.02,17.19,21.22,0.11,116.76,251.98,29-Oct-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
29-Oct-2018 - 00:00,36.83,18.99,0.8,18.11,16.94,0.08,84.04,212.9,30-Oct-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
30-Oct-2018 - 00:00,41.27,19.61,0.9,27.59,27.08,0.09,93.19,201.85,31-Oct-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
31-Oct-2018 - 00:00,37.99,17.5,1.12,23.63,29.36,0.1,91.01,224.4,01-Nov-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
01-Nov-2018 - 00:00,40.92,16.78,1.15,19.95,32.2,0.11,107.64,245.06,02-Nov-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
02-Nov-2018 - 00:00,43.89,15.37,1.04,14.8,38.08,0.09,98.82,285.38,03-Nov-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
03-Nov-2018 - 00:00,36.29,16.39,1.16,26.2,27.61,0.09,108.23,292.98,04-Nov-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
04-Nov-2018 - 00:00,32.41,16.14,0.91,33.75,19.89,0.08,97.19,245.03,05-Nov-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
05-Nov-2018 - 00:00,37.64,15.33,0.81,38.48,18.98,0.05,99.5,249.75,06-Nov-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
06-Nov-2018 - 00:00,46.06,18.49,1.04,54.89,27.17,0.08,144.12,327.29,07-Nov-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
07-Nov-2018 - 00:00,42.25,17.11,0.98,44.3,27.71,0.08,175.47,282.09,08-Nov-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
08-Nov-2018 - 00:00,60.64,16.78,1.02,22.63,55.83,0.09,150.14,296.41,09-Nov-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
09-Nov-2018 - 00:00,63.96,17.88,1.21,29.68,40.02,0.1,153.65,326.72,10-Nov-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
10-Nov-2018 - 00:00,60.83,20.69,1.48,42.48,37.67,0.13,209.73,400.53,11-Nov-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
11-Nov-2018 - 00:00,66.59,20.3,1.42,23.87,51.16,0.12,183.93,368.57,12-Nov-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
12-Nov-2018 - 00:00,68.64,21.35,1.65,30.2,45.78,0.14,212.61,410.91,13-Nov-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
13-Nov-2018 - 00:00,46.02,17.18,1.35,37.19,20.86,0.1,145.76,341.19,14-Nov-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
14-Nov-2018 - 00:00,43.8,15.63,1.04,34.87,20.7,0.07,102.51,258.88,15-Nov-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
15-Nov-2018 - 00:00,37.0,15.45,0.95,42.4,20.37,0.07,104.2,263.94,16-Nov-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
16-Nov-2018 - 00:00,36.07,16.64,0.96,49.74,19.14,0.07,111.16,263.02,17-Nov-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
17-Nov-2018 - 00:00,48.25,16.78,1.11,31.38,18.71,0.08,112.53,278.33,18-Nov-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
