from date,NO2,NOx,NO,NH3,SO2,Ozone,CO,PM10,PM2.5,Benzene,Toluene,AT,Temp,BP,RH,RF,WS,WD,SR,to date,station
05-Oct-2018 - 00:00,49.01,40.47,17.65,31.42,10.68,64.22,1.32,,131.98,4.44,18.64,28.56,30.0,741.99,52.77,0.0,1.82,229.35,81.98,06-Oct-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
06-Oct-2018 - 00:00,58.15,43.48,15.44,25.15,14.38,54.27,1.25,,85.63,3.7,23.0,28.11,30.56,741.87,49.14,0.0,2.44,317.63,96.36,07-Oct-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
07-Oct-2018 - 00:00,56.0,46.83,20.89,28.54,13.28,65.11,1.34,,87.98,3.91,23.58,27.38,31.34,741.77,48.78,0.0,2.18,286.32,87.52,08-Oct-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
08-Oct-2018 - 00:00,41.1,33.09,14.01,39.66,8.6,64.65,1.21,,128.12,4.83,10.22,28.43,32.35,741.44,48.01,0.0,1.41,242.01,87.1,09-Oct-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
09-Oct-2018 - 00:00,18.17,10.68,1.22,55.02,6.65,56.5,1.11,,103.69,3.75,7.16,28.39,30.03,741.19,49.6,0.0,3.71,196.54,90.78,10-Oct-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
10-Oct-2018 - 00:00,18.41,12.77,3.54,51.93,5.03,75.72,1.27,,87.19,2.72,4.62,28.0,30.37,741.24,54.24,0.0,4.96,231.72,80.27,11-Oct-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
11-Oct-2018 - 00:00,13.36,9.33,2.6,32.02,4.8,54.7,1.92,,61.35,1.6,2.71,24.77,27.27,741.79,55.93,0.0,4.93,206.84,64.78,12-Oct-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
12-Oct-2018 - 00:00,36.07,26.96,9.41,28.12,7.19,51.86,,,59.97,3.82,6.22,25.05,29.67,742.0,48.17,0.0,1.57,216.34,90.12,13-Oct-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
13-Oct-2018 - 00:00,59.92,50.78,23.12,46.66,10.86,64.9,,,114.11,5.44,13.86,24.59,32.02,742.0,47.96,0.0,1.98,312.61,86.42,14-Oct-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
14-Oct-2018 - 00:00,75.64,63.59,28.59,40.47,7.34,54.89,,,102.61,4.27,31.37,24.78,31.12,742.0,48.07,0.0,2.52,313.12,86.88,15-Oct-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
15-Oct-2018 - 00:00,49.65,32.87,7.95,35.03,8.17,69.83,0.22,,119.69,3.9,19.92,24.84,28.89,742.0,48.22,0.0,2.73,285.19,117.8,16-Oct-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
16-Oct-2018 - 00:00,54.66,68.7,48.49,55.54,6.77,90.67,1.28,,125.89,4.37,9.14,27.66,31.67,742.0,46.2,0.0,0.76,204.88,114.98,17-Oct-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
17-Oct-2018 - 00:00,52.3,67.25,48.34,54.31,7.9,83.98,1.98,,140.27,5.79,13.76,28.5,31.27,741.73,46.44,0.0,1.41,158.3,91.48,18-Oct-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
18-Oct-2018 - 00:00,30.99,22.92,7.79,57.35,4.8,79.31,2.17,,121.25,4.6,8.03,27.56,31.75,741.71,48.28,0.0,1.5,175.49,72.78,19-Oct-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
19-Oct-2018 - 00:00,53.78,39.73,13.53,47.1,7.8,76.71,2.15,,131.6,5.11,10.95,27.24,32.46,742.0,48.19,0.0,1.19,203.56,76.34,20-Oct-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
20-Oct-2018 - 00:00,45.25,40.56,20.62,42.61,7.69,65.77,1.55,,261.36,5.02,8.3,26.4,29.88,742.0,46.05,0.0,0.94,195.7,75.83,21-Oct-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
21-Oct-2018 - 00:00,68.62,62.04,31.27,40.38,9.05,50.03,4.08,,130.7,4.7,8.51,24.85,29.89,742.0,44.83,0.0,1.69,235.08,73.81,22-Oct-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
22-Oct-2018 - 00:00,71.75,58.45,24.8,43.22,10.31,60.27,,,192.19,4.49,20.22,23.6,27.36,742.0,43.77,0.0,2.66,318.14,75.02,23-Oct-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
23-Oct-2018 - 00:00,79.1,92.86,62.26,35.72,10.09,61.34,,,144.29,4.67,39.14,22.47,24.1,742.0,47.31,0.0,1.41,303.93,103.02,24-Oct-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
24-Oct-2018 - 00:00,57.12,43.1,15.42,57.55,12.38,63.9,,,221.53,6.99,17.23,22.67,26.78,742.0,48.83,0.0,0.68,172.3,50.15,25-Oct-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
25-Oct-2018 - 00:00,36.7,52.4,40.32,76.27,12.07,89.08,8.47,,143.1,7.32,13.75,24.57,29.99,742.0,47.0,0.0,1.19,144.99,74.09,26-Oct-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
26-Oct-2018 - 00:00,55.13,51.83,27.54,100.44,15.26,55.32,,,216.09,7.59,26.05,24.18,30.4,742.0,46.59,0.0,0.7,139.18,65.25,27-Oct-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
27-Oct-2018 - 00:00,69.04,102.94,81.31,61.92,14.22,44.36,,,214.81,8.51,27.45,23.7,30.22,742.04,50.14,0.0,0.64,222.44,63.44,28-Oct-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
28-Oct-2018 - 00:00,80.81,78.78,43.9,63.08,21.44,49.55,,,240.95,7.79,52.61,23.54,29.86,742.0,49.27,0.0,1.5,281.2,65.92,29-Oct-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
29-Oct-2018 - 00:00,75.68,74.39,41.86,49.63,22.89,50.37,,,223.38,8.84,30.28,23.82,29.24,742.0,49.17,0.0,0.84,206.58,64.58,30-Oct-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
30-Oct-2018 - 00:00,55.35,89.0,74.88,57.65,17.43,60.98,,,270.36,10.17,41.35,24.23,29.31,742.0,50.85,0.0,0.58,176.82,59.83,31-Oct-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
31-Oct-2018 - 00:00,57.37,51.34,25.48,43.39,22.07,42.38,2.27,,217.48,8.15,28.3,24.51,27.47,742.0,50.01,0.0,0.73,140.67,64.96,01-Nov-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
01-Nov-2018 - 00:00,55.04,68.75,48.43,80.78,20.02,64.28,1.76,,228.64,11.44,52.78,23.8,29.17,742.0,51.47,0.0,0.62,156.94,56.26,02-Nov-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
02-Nov-2018 - 00:00,29.47,17.8,2.49,66.78,18.2,97.53,1.35,,185.76,7.27,26.8,24.02,27.97,742.0,49.2,0.0,1.58,155.49,58.93,03-Nov-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
03-Nov-2018 - 00:00,16.26,10.58,2.26,52.15,16.99,101.6,0.99,,151.82,4.23,10.36,23.35,27.43,742.0,52.96,0.0,4.96,221.52,58.27,04-Nov-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
04-Nov-2018 - 00:00,45.98,27.35,3.57,37.51,15.62,49.16,0.69,,131.93,2.2,11.79,22.57,27.82,742.0,51.01,0.0,4.02,242.81,64.64,05-Nov-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
05-Nov-2018 - 00:00,62.16,42.2,11.12,50.38,17.02,55.63,1.69,,429.68,6.51,29.27,19.49,28.24,742.0,57.1,0.0,1.81,324.16,48.88,06-Nov-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
06-Nov-2018 - 00:00,55.02,41.68,15.16,43.35,19.65,55.2,1.06,,173.24,5.14,35.56,19.87,28.2,742.0,46.31,0.0,3.03,323.26,68.36,07-Nov-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
07-Nov-2018 - 00:00,46.71,31.76,8.39,56.92,19.51,83.94,1.24,,172.96,8.17,21.79,19.68,29.98,742.0,40.18,0.0,2.38,308.27,65.44,08-Nov-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
08-Nov-2018 - 00:00,61.74,58.24,31.13,47.75,28.58,51.19,1.79,,360.09,10.54,28.0,19.18,28.99,742.0,46.62,0.0,0.55,310.54,50.14,09-Nov-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
09-Nov-2018 - 00:00,62.95,66.43,40.43,51.06,25.72,62.11,1.89,,308.26,10.74,35.32,20.13,28.93,742.0,50.76,0.0,0.53,258.09,58.23,10-Nov-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
10-Nov-2018 - 00:00,72.21,82.43,54.04,61.76,21.84,37.57,2.73,,334.62,15.22,62.02,20.35,29.58,742.0,53.47,0.0,0.57,199.41,51.22,11-Nov-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
11-Nov-2018 - 00:00,50.63,52.91,31.86,65.02,19.44,64.38,1.95,,303.0,11.37,37.8,21.09,28.65,742.0,53.1,0.0,0.61,202.24,53.59,12-Nov-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
12-Nov-2018 - 00:00,35.64,31.55,15.31,46.89,20.55,72.96,2.59,,323.2,11.75,40.58,21.64,28.6,742.0,54.1,0.0,0.77,158.35,55.12,13-Nov-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
13-Nov-2018 - 00:00,26.39,16.64,3.03,62.36,16.38,72.98,1.66,,260.04,9.26,26.23,21.6,29.6,741.78,55.98,0.0,1.75,161.96,47.19,14-Nov-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
14-Nov-2018 - 00:00,33.76,23.36,6.55,47.62,16.85,56.91,1.19,,144.23,6.2,22.82,21.65,29.8,742.0,56.05,0.08,1.71,155.05,49.83,15-Nov-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
15-Nov-2018 - 00:00,24.78,16.4,3.87,35.97,16.91,61.02,0.8,,91.47,3.07,9.24,20.87,29.04,742.0,57.69,0.0,2.07,207.24,60.06,16-Nov-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
16-Nov-2018 - 00:00,37.53,27.62,9.34,39.33,18.09,63.42,1.06,,127.98,3.92,35.06,18.87,29.59,742.0,52.24,0.0,3.62,328.93,69.62,17-Nov-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
17-Nov-2018 - 00:00,42.91,29.11,7.66,38.2,21.2,70.15,1.04,,139.36,3.85,23.31,18.71,28.98,742.0,50.55,0.0,2.05,312.17,63.72,18-Nov-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
18-Nov-2018 - 00:00,37.97,33.49,16.85,41.71,18.91,74.06,1.31,307.29,182.39,10.52,39.55,19.96,28.76,742.0,49.99,0.0,2.06,212.11,60.12,19-Nov-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
19-Nov-2018 - 00:00,27.19,15.35,1.12,55.22,12.37,104.76,1.34,311.46,209.17,5.51,14.58,20.5,31.77,742.0,52.43,0.0,3.77,210.19,51.35,20-Nov-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
20-Nov-2018 - 00:00,51.68,52.38,30.54,32.0,16.48,73.29,1.17,321.73,198.17,5.89,91.46,21.11,31.96,742.0,52.85,0.0,1.2,259.23,58.62,21-Nov-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
21-Nov-2018 - 00:00,68.21,55.32,23.31,36.43,24.2,79.16,1.33,338.76,209.0,7.0,86.92,20.31,31.84,742.0,49.77,0.0,1.86,318.98,63.47,22-Nov-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
22-Nov-2018 - 00:00,73.65,81.72,52.26,42.82,18.97,69.21,1.32,334.46,180.32,7.7,55.78,20.51,31.58,742.0,43.83,0.0,0.59,273.69,58.52,23-Nov-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
23-Nov-2018 - 00:00,63.1,60.14,32.59,36.79,23.22,46.03,1.25,339.27,186.52,6.29,56.58,19.56,30.46,742.19,44.96,0.0,3.58,316.39,52.47,24-Nov-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
24-Nov-2018 - 00:00,43.67,28.86,6.83,40.68,15.09,58.25,0.85,244.77,120.44,4.29,24.66,18.49,31.2,742.0,47.39,0.0,3.21,318.04,62.56,25-Nov-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
25-Nov-2018 - 00:00,61.8,64.71,39.07,38.2,22.08,54.03,0.93,306.0,166.12,7.46,38.83,18.76,31.45,742.0,48.16,0.0,1.5,288.88,59.79,26-Nov-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
26-Nov-2018 - 00:00,58.4,66.65,43.69,45.13,20.34,49.31,1.4,327.77,217.23,9.95,28.36,19.46,31.12,742.0,52.27,0.0,1.01,234.86,57.75,27-Nov-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
27-Nov-2018 - 00:00,50.65,80.62,65.99,47.74,17.15,49.28,1.29,304.18,199.11,11.26,34.53,20.27,31.36,742.2,52.0,0.0,0.82,203.49,52.73,28-Nov-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
28-Nov-2018 - 00:00,45.36,65.17,50.39,58.16,15.04,46.66,1.37,302.67,212.24,10.16,33.18,19.61,31.06,742.22,56.31,0.0,0.55,162.07,44.05,29-Nov-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
29-Nov-2018 - 00:00,71.46,82.55,54.68,88.27,18.6,34.2,1.42,389.7,261.04,17.0,73.37,18.79,30.47,742.22,57.09,0.0,1.25,291.11,45.28,30-Nov-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
30-Nov-2018 - 00:00,73.04,61.31,27.55,60.59,19.0,53.6,0.86,397.15,231.19,8.24,59.67,18.4,31.89,742.19,54.38,0.0,1.4,331.89,52.0,01-Dec-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
01-Dec-2018 - 00:00,69.66,70.84,41.46,58.85,18.17,59.69,1.17,340.33,183.05,8.45,63.23,18.04,31.83,742.0,50.66,0.0,1.85,321.06,55.01,02-Dec-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
02-Dec-2018 - 00:00,59.14,100.36,84.7,61.33,19.58,52.42,1.7,467.96,283.55,12.32,48.72,18.11,31.89,742.0,48.42,0.0,0.71,225.42,53.07,03-Dec-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
03-Dec-2018 - 00:00,98.13,131.78,94.71,67.68,21.79,48.51,2.47,752.42,275.05,17.23,88.66,17.73,31.87,742.0,48.81,0.0,0.81,268.49,46.45,04-Dec-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
04-Dec-2018 - 00:00,80.65,116.94,90.94,75.89,21.45,46.06,1.75,511.94,322.66,11.96,42.62,17.42,31.84,742.15,50.53,0.0,0.77,180.06,51.07,05-Dec-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
05-Dec-2018 - 00:00,85.27,90.38,55.29,64.37,20.27,48.14,1.39,416.71,248.26,10.27,92.01,16.69,31.6,742.0,53.33,0.0,1.25,248.9,48.39,06-Dec-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
06-Dec-2018 - 00:00,64.5,70.35,44.25,67.94,21.58,48.64,1.44,378.91,236.35,8.25,39.93,16.52,31.6,742.0,52.78,0.0,1.29,193.42,46.78,07-Dec-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
07-Dec-2018 - 00:00,71.07,62.36,30.12,67.42,25.11,43.61,1.86,383.56,236.49,8.18,66.69,15.92,31.54,742.0,54.38,0.0,1.95,249.89,47.71,08-Dec-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
08-Dec-2018 - 00:00,72.45,62.12,28.92,60.41,24.68,50.7,1.81,346.5,227.1,8.82,73.81,16.14,31.46,742.0,51.56,0.0,1.15,149.46,47.83,09-Dec-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
09-Dec-2018 - 00:00,67.75,83.46,58.24,58.95,29.26,7.03,2.03,388.41,260.54,11.14,45.37,16.0,31.59,742.0,49.86,0.0,0.54,194.22,48.67,10-Dec-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
10-Dec-2018 - 00:00,48.44,41.38,19.11,67.01,18.14,62.37,2.08,411.11,279.82,10.81,41.05,15.52,31.52,742.0,54.99,0.0,1.14,152.53,43.25,11-Dec-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
11-Dec-2018 - 00:00,58.04,59.44,35.05,69.99,15.48,36.01,2.26,405.17,284.28,11.15,36.16,15.44,31.5,742.0,57.03,0.0,0.44,159.72,37.77,12-Dec-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
12-Dec-2018 - 00:00,35.29,34.68,19.9,62.81,12.84,40.52,1.36,251.6,179.89,6.92,20.13,15.44,31.1,742.08,57.27,0.0,2.3,182.58,40.86,13-Dec-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
13-Dec-2018 - 00:00,41.26,33.34,13.93,56.3,15.04,31.2,1.07,189.03,128.31,5.31,12.57,14.88,30.97,742.57,57.21,0.0,2.97,107.17,49.08,14-Dec-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
14-Dec-2018 - 00:00,44.23,32.27,10.66,51.36,16.82,37.56,1.08,198.96,129.33,4.72,24.29,14.19,31.21,743.0,58.03,0.0,3.14,174.49,52.34,15-Dec-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
15-Dec-2018 - 00:00,57.19,47.7,21.17,54.97,19.89,34.44,1.25,250.77,165.53,6.03,47.5,13.75,31.37,743.0,59.64,0.0,2.26,241.38,49.22,16-Dec-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
16-Dec-2018 - 00:00,65.23,59.67,30.54,63.21,19.28,32.54,1.6,252.66,168.06,6.28,25.99,14.75,31.33,743.0,53.14,0.0,1.53,161.72,52.54,17-Dec-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
17-Dec-2018 - 00:00,72.56,56.46,21.86,69.41,20.91,35.51,1.4,305.52,205.5,6.51,23.15,13.63,31.0,742.78,54.96,0.0,2.13,174.6,43.55,18-Dec-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
18-Dec-2018 - 00:00,77.53,53.29,14.7,66.5,27.07,43.71,1.31,299.89,190.09,5.37,32.27,13.06,30.81,742.33,52.81,0.0,3.32,167.77,51.1,19-Dec-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
19-Dec-2018 - 00:00,89.71,74.12,32.37,68.82,22.29,43.39,1.26,337.09,220.49,7.38,56.65,13.21,31.88,742.1,52.41,0.0,1.92,264.46,49.2,20-Dec-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
20-Dec-2018 - 00:00,104.41,98.06,52.2,71.21,27.64,46.03,1.55,400.54,263.54,8.93,77.15,13.19,32.11,742.22,51.72,0.0,1.34,245.91,50.0,21-Dec-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
21-Dec-2018 - 00:00,109.2,104.37,56.84,74.89,21.84,46.28,1.8,427.05,292.52,9.61,104.26,12.23,31.6,742.11,54.16,0.0,1.38,221.29,45.29,22-Dec-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
22-Dec-2018 - 00:00,106.61,117.45,74.61,89.71,20.9,47.55,2.43,473.62,355.03,12.3,93.42,12.44,31.38,742.15,54.77,0.0,0.75,248.16,46.47,23-Dec-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
23-Dec-2018 - 00:00,63.59,83.84,61.39,103.97,15.27,53.06,1.98,453.05,351.3,12.22,42.56,12.85,31.14,742.2,56.77,0.0,0.7,228.39,47.49,24-Dec-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
24-Dec-2018 - 00:00,89.21,95.18,58.61,86.28,22.42,46.89,2.0,485.17,339.55,9.8,35.14,12.83,31.66,742.09,54.41,0.0,1.89,183.23,44.89,25-Dec-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
25-Dec-2018 - 00:00,69.65,47.15,12.3,92.66,19.04,47.86,1.47,356.19,249.82,6.64,48.35,11.85,31.95,742.0,56.69,0.0,3.87,222.97,48.28,26-Dec-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
26-Dec-2018 - 00:00,77.06,65.23,29.71,99.01,15.13,51.19,1.62,330.26,241.11,8.04,33.88,11.74,32.21,742.0,55.33,0.0,1.33,274.69,46.22,27-Dec-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
27-Dec-2018 - 00:00,61.83,65.07,39.52,96.18,15.18,47.25,1.31,352.98,250.06,8.02,24.31,12.41,32.05,742.0,52.29,0.0,1.14,241.49,45.03,28-Dec-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
28-Dec-2018 - 00:00,74.48,66.41,32.86,98.22,19.19,31.11,1.42,374.53,258.17,7.3,48.52,10.16,31.89,742.0,57.66,0.0,2.87,276.74,44.97,29-Dec-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
29-Dec-2018 - 00:00,80.54,85.67,52.59,106.27,12.69,41.04,1.5,378.01,256.25,8.73,56.99,10.88,31.72,742.49,54.28,0.0,1.73,265.82,47.16,30-Dec-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
30-Dec-2018 - 00:00,85.09,93.36,59.06,144.03,9.76,55.7,1.76,440.48,321.33,10.49,68.53,12.16,31.87,743.0,54.24,0.0,0.9,312.36,43.05,31-Dec-2018 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
31-Dec-2018 - 00:00,101.45,155.55,124.9,162.9,8.25,4.35,1.67,477.0,337.0,10.85,34.85,9.8,32.9,743.0,58.0,0.0,0.6,358.0,7.0,01-Jan-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
