from date,AT,BP,PM10,PM2.5,RH,SR,Toluene,WD,WS,CO,Benzene,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
07-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,08-Feb-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
08-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,09-Feb-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
09-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,10-Feb-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
10-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,11-Feb-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
11-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,12-Feb-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
12-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,13-Feb-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
13-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,14-Feb-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
14-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,15-Feb-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
15-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,16-Feb-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
16-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,17-Feb-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
17-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,18-Feb-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
18-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,19-Feb-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
19-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,20-Feb-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
20-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,21-Feb-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
21-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,22-Feb-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
22-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,23-Feb-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
23-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,24-Feb-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
24-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,25-Feb-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
25-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,26-Feb-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
26-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,27-Feb-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
27-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,28-Feb-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
28-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,01-Mar-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
01-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,02-Mar-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
02-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,03-Mar-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
03-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,04-Mar-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
04-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,05-Mar-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
05-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,06-Mar-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
06-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,07-Mar-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
07-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,08-Mar-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
08-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,09-Mar-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
09-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,10-Mar-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
10-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,11-Mar-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
11-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,12-Mar-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
12-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,13-Mar-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
13-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,14-Mar-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
14-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,15-Mar-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
15-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,16-Mar-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
16-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,17-Mar-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
17-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,18-Mar-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
18-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,19-Mar-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
19-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,20-Mar-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
20-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,21-Mar-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
21-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,22-Mar-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
22-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,23-Mar-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
23-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,24-Mar-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
24-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,25-Mar-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
25-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,26-Mar-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
26-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,27-Mar-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
27-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,28-Mar-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
28-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,29-Mar-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
29-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,30-Mar-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
30-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,31-Mar-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
31-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,01-Apr-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
01-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,02-Apr-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
02-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,03-Apr-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
03-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,04-Apr-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
04-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,05-Apr-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
05-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,06-Apr-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
06-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,07-Apr-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
07-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,08-Apr-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
08-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,09-Apr-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
09-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,10-Apr-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
10-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,11-Apr-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
11-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,12-Apr-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
12-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,13-Apr-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
13-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,14-Apr-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
14-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,15-Apr-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
15-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,16-Apr-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
16-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,17-Apr-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
17-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,18-Apr-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
18-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,19-Apr-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
19-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,20-Apr-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
20-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,21-Apr-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
21-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,22-Apr-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
22-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,23-Apr-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
23-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,24-Apr-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
24-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,25-Apr-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
25-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,26-Apr-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
26-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,27-Apr-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
27-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,28-Apr-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
28-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,29-Apr-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
29-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,30-Apr-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
30-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,01-May-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
01-May-2018 - 00:00,,,,,,,,,,,,,,,,,,02-May-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
02-May-2018 - 00:00,,,,,,,,,,,,,,,,,,03-May-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
03-May-2018 - 00:00,,,,,,,,,,,,,,,,,,04-May-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
04-May-2018 - 00:00,,,,,,,,,,,,,,,,,,05-May-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
05-May-2018 - 00:00,,,,,,,,,,,,,,,,,,06-May-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
06-May-2018 - 00:00,,,,,,,,,,,,,,,,,,07-May-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
07-May-2018 - 00:00,,,,,,,,,,,,,,,,,,08-May-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
08-May-2018 - 00:00,,,,,,,,,,,,,,,,,,09-May-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
09-May-2018 - 00:00,,,,,,,,,,,,,,,,,,10-May-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
10-May-2018 - 00:00,,,,,,,,,,,,,,,,,,11-May-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
11-May-2018 - 00:00,,,,,,,,,,,,,,,,,,12-May-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
12-May-2018 - 00:00,,,,,,,,,,,,,,,,,,13-May-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
13-May-2018 - 00:00,,,,,,,,,,,,,,,,,,14-May-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
14-May-2018 - 00:00,,,,,,,,,,,,,,,,,,15-May-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
15-May-2018 - 00:00,,,,,,,,,,,,,,,,,,16-May-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
16-May-2018 - 00:00,,,,,,,,,,,,,,,,,,17-May-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
17-May-2018 - 00:00,,,,,,,,,,,,,,,,,,18-May-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
18-May-2018 - 00:00,,,,,,,,,,,,,,,,,,19-May-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
19-May-2018 - 00:00,,,,,,,,,,,,,,,,,,20-May-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
20-May-2018 - 00:00,,,,,,,,,,,,,,,,,,21-May-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
21-May-2018 - 00:00,,,,,,,,,,,,,,,,,,22-May-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
22-May-2018 - 00:00,,,,,,,,,,,,,,,,,,23-May-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
23-May-2018 - 00:00,,,,,,,,,,,,,,,,,,24-May-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
24-May-2018 - 00:00,,,,,,,,,,,,,,,,,,25-May-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
25-May-2018 - 00:00,,,,,,,,,,,,,,,,,,26-May-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
26-May-2018 - 00:00,,,,,,,,,,,,,,,,,,27-May-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
27-May-2018 - 00:00,,,,,,,,,,,,,,,,,,28-May-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
28-May-2018 - 00:00,,,,,,,,,,,,,,,,,,29-May-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
29-May-2018 - 00:00,,,,,,,,,,,,,,,,,,30-May-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
30-May-2018 - 00:00,,,,,,,,,,,,,,,,,,31-May-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
31-May-2018 - 00:00,,,,,,,,,,,,,,,,,,01-Jun-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
01-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,02-Jun-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
02-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,03-Jun-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
03-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,04-Jun-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
04-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,05-Jun-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
05-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,06-Jun-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
06-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,07-Jun-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
07-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,08-Jun-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
08-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,09-Jun-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
09-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,10-Jun-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
10-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,11-Jun-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
11-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,12-Jun-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
12-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,13-Jun-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
13-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,14-Jun-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
14-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,15-Jun-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
15-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,16-Jun-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
16-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,17-Jun-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
17-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,18-Jun-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
18-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,19-Jun-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
19-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,20-Jun-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
20-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,21-Jun-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
21-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,22-Jun-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
22-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,23-Jun-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
23-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,24-Jun-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
24-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,25-Jun-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
25-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,26-Jun-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
26-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,27-Jun-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
27-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,28-Jun-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
28-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,29-Jun-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
29-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,30-Jun-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
30-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,01-Jul-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
01-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,02-Jul-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
02-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,03-Jul-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
03-Jul-2018 - 00:00,31.28,970.42,153.09,51.36,78.19,8.55,4.04,145.35,5.3,1.04,0.2,,11.05,54.54,38.01,26.52,13.46,04-Jul-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
04-Jul-2018 - 00:00,31.22,971.25,108.98,41.07,73.7,214.39,34.65,142.47,4.74,0.59,1.52,12.82,5.43,28.99,19.85,61.57,10.26,05-Jul-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
05-Jul-2018 - 00:00,31.67,972.65,130.39,44.77,71.92,215.41,76.38,195.86,4.46,0.6,4.09,17.34,7.81,28.92,21.74,55.18,10.36,06-Jul-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
06-Jul-2018 - 00:00,32.13,972.8,147.82,44.58,66.45,246.86,72.26,281.68,4.88,0.62,3.48,17.59,12.81,23.31,22.84,57.58,8.8,07-Jul-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
07-Jul-2018 - 00:00,32.41,972.11,141.27,54.23,66.26,223.82,68.75,211.87,4.29,0.69,3.52,17.95,7.53,27.89,20.97,75.54,8.27,08-Jul-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
08-Jul-2018 - 00:00,33.69,971.09,160.01,64.42,61.41,244.51,74.14,130.46,4.28,0.9,3.72,17.73,15.34,30.79,28.87,67.35,11.46,09-Jul-2018 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
