from date,Benzene,MP-Xylene,O Xylene,Toluene,CO,NO2,NO,NOx,NH3,Ozone,PM10,PM2.5,SR,Temp,WD,WS,SO2,to date,station
13-Aug-2018 - 00:00,2.99,3.4,0.7,124.88,0.58,50.53,25.94,41.92,66.15,8.91,33.23,11.4,92.3,26.0,214.89,1.49,30.9,14-Aug-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
14-Aug-2018 - 00:00,2.82,3.34,0.72,42.68,0.74,51.47,13.1,35.65,61.15,10.61,41.24,14.68,137.27,27.28,227.05,1.55,16.94,15-Aug-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
15-Aug-2018 - 00:00,2.71,3.98,0.62,60.04,0.62,70.66,16.81,47.97,73.94,11.65,35.0,13.48,78.74,26.09,206.63,1.11,5.57,16-Aug-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
16-Aug-2018 - 00:00,3.67,4.9,1.08,39.69,0.67,66.23,14.04,44.0,71.05,12.13,45.04,18.03,22.52,25.85,229.52,1.27,3.32,17-Aug-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
17-Aug-2018 - 00:00,1.78,4.21,0.93,25.95,0.83,76.94,13.86,49.56,69.94,7.8,34.5,10.76,39.08,25.93,212.59,1.29,4.2,18-Aug-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
18-Aug-2018 - 00:00,2.47,4.57,0.97,50.11,0.62,74.81,24.67,55.65,76.51,10.23,33.79,11.89,81.9,25.86,210.88,1.24,15.92,19-Aug-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
19-Aug-2018 - 00:00,3.55,3.79,0.81,98.99,0.45,72.54,16.87,49.65,71.48,11.57,33.62,12.34,86.49,26.4,216.9,1.3,17.18,20-Aug-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
20-Aug-2018 - 00:00,5.43,7.13,1.63,202.97,0.64,82.94,38.32,68.2,87.35,5.85,36.61,13.95,,25.48,203.48,1.01,25.34,21-Aug-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
21-Aug-2018 - 00:00,6.91,11.15,1.41,160.52,0.9,83.82,51.94,77.12,90.62,6.56,31.95,11.93,,24.74,192.13,0.93,14.73,22-Aug-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
22-Aug-2018 - 00:00,7.31,8.1,1.26,191.89,1.01,83.12,47.96,73.59,89.84,6.57,32.43,12.06,,25.23,202.29,1.08,20.99,23-Aug-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
23-Aug-2018 - 00:00,6.77,5.83,1.24,225.62,0.92,77.71,45.27,69.82,84.31,8.79,30.37,10.98,,26.08,206.45,1.25,28.88,24-Aug-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
24-Aug-2018 - 00:00,5.66,6.16,1.41,114.68,0.98,77.44,49.09,71.37,83.97,12.02,31.49,10.56,,26.31,203.26,1.28,8.45,25-Aug-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
25-Aug-2018 - 00:00,5.23,7.66,1.23,108.08,0.96,83.0,52.38,76.8,88.25,8.48,32.72,11.13,,26.02,206.13,1.21,28.46,26-Aug-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
26-Aug-2018 - 00:00,5.72,10.29,1.34,134.17,0.92,85.06,46.3,73.5,85.22,7.68,28.94,12.68,,25.56,200.04,1.08,31.3,27-Aug-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
27-Aug-2018 - 00:00,6.89,6.18,3.69,64.82,1.0,85.65,57.34,80.39,87.8,6.94,34.19,12.27,,25.37,175.96,0.96,11.19,28-Aug-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
28-Aug-2018 - 00:00,7.94,8.87,4.98,90.99,1.05,83.92,83.17,95.43,98.53,9.97,47.4,17.95,,25.52,186.55,1.0,9.67,29-Aug-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
29-Aug-2018 - 00:00,9.44,10.07,6.24,123.7,1.03,92.06,83.25,99.95,103.38,9.81,50.55,19.51,,26.77,195.7,1.01,26.08,30-Aug-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
30-Aug-2018 - 00:00,12.64,17.84,5.69,174.78,1.0,59.24,68.7,75.69,121.87,12.3,50.03,18.05,,26.83,212.62,1.16,11.87,31-Aug-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
31-Aug-2018 - 00:00,8.05,9.11,8.77,86.89,1.12,34.91,46.99,48.18,146.82,7.91,53.56,19.62,,26.33,193.73,1.05,3.67,01-Sep-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
01-Sep-2018 - 00:00,7.91,8.81,14.39,159.17,1.18,31.61,34.61,37.23,43.33,9.23,42.42,16.46,4.79,26.2,198.01,1.11,18.2,02-Sep-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
02-Sep-2018 - 00:00,5.18,6.02,2.32,216.27,0.77,28.26,12.79,22.42,31.08,9.56,32.13,12.03,,26.19,209.49,1.29,30.92,03-Sep-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
03-Sep-2018 - 00:00,4.33,6.5,3.04,125.91,0.9,26.09,15.03,22.62,31.07,10.42,32.83,12.03,,26.43,207.08,1.25,23.68,04-Sep-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
04-Sep-2018 - 00:00,2.73,4.75,2.6,54.44,0.57,23.46,7.57,16.78,25.2,19.32,35.14,13.11,,28.96,235.38,1.84,15.8,05-Sep-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
05-Sep-2018 - 00:00,4.88,6.54,2.59,97.84,0.67,27.97,14.0,22.98,30.41,18.52,40.87,13.15,,28.37,227.04,1.68,16.55,06-Sep-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
06-Sep-2018 - 00:00,5.67,6.45,2.62,93.92,0.67,25.74,13.17,21.31,29.89,20.27,42.54,13.57,,27.88,229.36,1.68,6.84,07-Sep-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
07-Sep-2018 - 00:00,3.78,9.47,5.52,55.81,0.74,25.95,12.79,21.21,29.2,16.68,42.57,15.44,,27.02,214.54,1.35,3.35,08-Sep-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
08-Sep-2018 - 00:00,10.41,9.56,8.14,31.0,1.07,37.1,23.79,33.65,42.29,14.26,57.44,19.05,,27.78,199.04,1.46,19.88,09-Sep-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
09-Sep-2018 - 00:00,,,,,0.9,43.37,60.6,58.93,59.28,2.04,53.81,20.51,,24.1,132.01,0.98,3.09,10-Sep-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
10-Sep-2018 - 00:00,,,,,1.0,34.68,19.42,29.72,40.07,24.78,60.29,20.25,,28.34,217.53,1.27,9.13,11-Sep-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
11-Sep-2018 - 00:00,,,,,1.38,42.71,55.75,55.74,61.35,10.21,96.88,43.65,,26.03,200.62,0.9,14.38,12-Sep-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
12-Sep-2018 - 00:00,,,,,1.01,36.72,32.54,38.64,46.7,14.95,93.3,32.5,,27.03,227.48,1.2,16.55,13-Sep-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
13-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,14-Sep-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
14-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,15-Sep-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
15-Sep-2018 - 00:00,,,,,0.97,27.81,16.84,24.61,34.11,2.66,35.14,14.28,,27.05,164.03,0.98,10.58,16-Sep-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
16-Sep-2018 - 00:00,,,,,1.16,25.14,33.13,32.96,42.92,2.14,35.29,15.97,,24.69,173.77,0.67,6.6,17-Sep-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
17-Sep-2018 - 00:00,,,,,0.83,29.4,7.58,19.96,31.85,9.35,395.19,15.02,,28.27,214.65,1.07,41.61,18-Sep-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
18-Sep-2018 - 00:00,0.0,0.0,0.0,0.0,0.87,27.04,9.81,19.98,30.7,21.57,42.31,22.37,,29.06,228.07,1.24,20.45,19-Sep-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
19-Sep-2018 - 00:00,,,,,1.09,33.46,18.91,28.78,37.49,8.59,48.71,18.85,,26.77,218.44,1.09,7.15,20-Sep-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
20-Sep-2018 - 00:00,,,,,1.14,39.21,24.54,35.22,43.52,8.24,72.58,28.38,,26.76,195.35,0.99,20.11,21-Sep-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
21-Sep-2018 - 00:00,,,,,1.03,38.14,9.64,25.71,37.34,11.37,64.44,25.92,,27.6,203.13,0.95,9.49,22-Sep-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
22-Sep-2018 - 00:00,,,,,1.0,41.08,9.34,27.09,37.26,5.11,46.26,18.03,,28.15,183.99,1.23,17.24,23-Sep-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
23-Sep-2018 - 00:00,,,,,0.96,34.32,7.63,22.49,32.96,4.59,64.77,24.53,,27.88,177.78,1.09,12.79,24-Sep-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
24-Sep-2018 - 00:00,7.63,4.34,0.87,0.0,0.98,31.2,14.69,25.09,35.53,5.26,58.07,22.79,,27.5,200.82,1.08,10.13,25-Sep-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
25-Sep-2018 - 00:00,8.38,6.97,0.06,0.0,1.14,32.23,29.74,34.62,43.26,13.9,81.28,29.52,,27.57,226.84,1.2,14.77,26-Sep-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
26-Sep-2018 - 00:00,6.41,5.88,0.09,0.0,1.02,33.25,20.04,29.33,38.09,14.7,72.01,27.57,,28.83,212.51,1.05,29.15,27-Sep-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
27-Sep-2018 - 00:00,11.89,8.47,0.14,0.46,1.03,37.0,6.89,24.99,38.44,29.07,79.15,25.15,,29.76,241.41,1.01,23.25,28-Sep-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
28-Sep-2018 - 00:00,10.01,6.83,0.08,0.0,1.02,37.53,12.82,27.24,36.86,15.92,70.6,26.45,,27.78,166.75,0.87,11.4,29-Sep-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
29-Sep-2018 - 00:00,6.53,9.38,0.06,7.94,1.02,35.93,3.98,21.11,30.97,24.78,70.56,26.98,,31.68,245.47,1.39,36.98,30-Sep-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
30-Sep-2018 - 00:00,10.57,9.58,0.19,46.84,1.07,35.6,26.44,34.72,42.85,45.88,92.39,33.81,,31.19,188.27,0.95,58.09,01-Oct-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
01-Oct-2018 - 00:00,6.58,5.24,0.07,30.16,0.91,37.92,5.26,23.54,34.24,55.22,82.85,28.98,,32.62,155.78,1.45,46.75,02-Oct-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
02-Oct-2018 - 00:00,9.33,4.96,0.06,29.79,1.0,37.0,13.93,27.65,37.34,61.16,89.25,31.18,,30.28,179.38,1.48,40.2,03-Oct-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
03-Oct-2018 - 00:00,10.92,6.78,0.06,47.93,1.26,61.83,13.13,40.61,47.26,61.93,103.97,38.27,405.95,30.91,178.98,0.99,45.97,04-Oct-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
04-Oct-2018 - 00:00,11.91,9.48,0.18,67.25,1.0,46.19,23.04,37.91,45.08,26.0,89.31,32.29,,,143.14,0.61,47.35,05-Oct-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
05-Oct-2018 - 00:00,7.68,6.03,1.05,30.17,0.88,35.71,15.63,27.96,34.61,36.99,70.24,25.23,,,,,36.05,06-Oct-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
06-Oct-2018 - 00:00,9.28,6.8,0.21,29.98,0.97,41.47,20.49,34.66,44.81,41.17,89.33,32.17,437.1,32.46,188.27,0.86,27.36,07-Oct-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
07-Oct-2018 - 00:00,13.03,6.27,0.43,41.5,1.24,47.22,16.36,34.3,45.5,33.03,131.67,48.95,370.46,29.99,157.86,0.79,29.24,08-Oct-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
08-Oct-2018 - 00:00,12.7,6.81,0.33,40.55,1.06,42.45,9.16,27.7,38.49,49.22,107.52,41.51,535.45,31.11,162.71,0.7,24.82,09-Oct-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
09-Oct-2018 - 00:00,13.68,4.73,0.16,18.47,1.16,40.84,5.27,24.67,34.68,48.53,147.79,53.97,346.64,31.34,239.64,0.98,3.66,10-Oct-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
10-Oct-2018 - 00:00,10.86,5.2,0.11,40.9,1.09,38.88,16.19,30.05,36.27,31.5,124.22,48.04,345.45,28.82,205.74,1.0,6.57,11-Oct-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
11-Oct-2018 - 00:00,10.27,4.99,0.07,31.65,1.14,34.36,17.82,28.74,33.02,31.34,126.61,49.27,338.83,29.57,209.61,1.13,10.73,12-Oct-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
12-Oct-2018 - 00:00,6.82,4.31,0.03,13.69,0.91,26.59,5.79,17.54,22.96,50.76,111.42,40.7,359.04,31.7,233.49,1.09,2.35,13-Oct-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
13-Oct-2018 - 00:00,14.58,3.6,0.14,30.27,1.52,49.41,36.41,48.86,48.44,20.82,154.57,57.87,318.84,30.34,168.56,0.87,14.65,14-Oct-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
14-Oct-2018 - 00:00,15.39,1.94,0.16,30.52,1.68,44.19,38.92,46.6,47.37,32.32,175.89,66.68,315.96,29.24,195.08,0.94,38.65,15-Oct-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
15-Oct-2018 - 00:00,18.69,2.26,0.18,49.78,1.75,49.87,59.44,62.22,61.72,6.58,173.06,67.79,226.12,25.31,181.72,0.84,32.3,16-Oct-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
16-Oct-2018 - 00:00,8.89,1.21,0.11,25.34,1.03,44.64,6.8,27.85,39.03,69.1,112.03,41.26,361.51,32.64,201.4,0.96,36.35,17-Oct-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
17-Oct-2018 - 00:00,16.8,2.05,0.17,57.62,1.19,51.79,14.51,36.23,45.94,28.32,134.3,48.39,281.7,28.56,179.94,1.09,24.0,18-Oct-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
18-Oct-2018 - 00:00,10.74,5.01,0.04,27.85,1.23,57.33,27.24,46.25,50.49,6.66,65.16,26.77,,24.85,180.69,0.58,11.76,19-Oct-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
19-Oct-2018 - 00:00,8.98,2.15,2.09,13.65,1.01,39.43,8.39,25.66,35.02,13.16,75.88,29.79,418.35,29.66,197.54,0.74,9.01,20-Oct-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
20-Oct-2018 - 00:00,11.01,4.85,0.58,42.61,1.1,54.47,4.45,32.34,39.98,16.15,112.48,40.36,383.16,31.24,196.92,0.94,18.48,21-Oct-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
21-Oct-2018 - 00:00,17.98,4.08,0.24,42.62,1.41,44.0,16.05,32.59,40.3,11.88,149.62,55.26,293.97,29.3,204.39,0.71,10.5,22-Oct-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
22-Oct-2018 - 00:00,15.6,6.08,0.28,49.33,1.65,59.59,30.39,51.17,56.1,9.64,152.69,56.05,304.87,29.68,159.97,0.71,7.06,23-Oct-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
23-Oct-2018 - 00:00,15.44,0.59,0.31,58.84,1.32,54.67,39.59,52.62,56.23,21.06,127.75,46.03,352.47,29.11,194.23,0.64,39.99,24-Oct-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
24-Oct-2018 - 00:00,17.74,0.89,0.37,50.53,1.47,55.34,42.3,55.45,60.42,27.9,138.64,49.59,416.64,28.41,172.34,0.62,32.98,25-Oct-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
25-Oct-2018 - 00:00,13.43,2.86,0.27,40.28,1.25,52.6,38.39,56.39,56.86,34.58,134.05,49.51,303.55,28.89,157.44,0.69,19.69,26-Oct-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
26-Oct-2018 - 00:00,9.34,3.62,0.15,25.5,0.98,41.1,16.88,36.73,49.72,40.48,94.77,32.96,286.22,29.31,130.48,0.75,36.33,27-Oct-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
27-Oct-2018 - 00:00,19.37,1.34,0.34,43.36,1.48,67.86,77.64,56.64,152.44,16.98,161.38,55.14,153.23,25.97,158.73,0.77,26.32,28-Oct-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
28-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,29-Oct-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
29-Oct-2018 - 00:00,12.49,0.92,0.63,35.83,1.18,51.41,31.19,67.43,118.57,35.35,118.54,33.99,381.92,31.32,157.41,0.84,63.88,30-Oct-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
30-Oct-2018 - 00:00,18.43,0.67,0.52,86.59,1.43,66.92,62.89,64.76,114.37,38.34,140.08,45.57,327.8,27.26,148.32,0.75,49.95,31-Oct-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
31-Oct-2018 - 00:00,21.03,11.46,1.0,56.2,1.5,65.48,47.82,63.74,35.66,34.23,156.81,51.4,303.88,27.25,143.75,0.71,45.72,01-Nov-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
01-Nov-2018 - 00:00,15.51,11.99,1.09,49.15,1.3,54.67,44.99,56.27,33.72,28.87,139.34,48.39,294.9,28.06,163.78,0.76,36.36,02-Nov-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
02-Nov-2018 - 00:00,18.89,17.34,3.15,43.94,1.11,45.65,32.02,43.11,28.23,30.44,107.77,37.81,328.09,28.73,149.12,0.8,25.7,03-Nov-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
03-Nov-2018 - 00:00,12.88,15.18,9.31,71.79,1.35,52.35,35.19,48.92,31.77,21.13,101.73,36.13,267.5,28.85,162.15,0.73,35.1,04-Nov-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
04-Nov-2018 - 00:00,11.91,9.7,7.27,59.55,1.11,43.53,17.85,33.48,23.98,28.8,84.99,29.66,307.82,29.88,174.09,0.85,32.78,05-Nov-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
05-Nov-2018 - 00:00,9.97,5.69,5.03,70.8,0.96,39.72,7.14,25.03,21.34,34.6,68.77,25.73,322.43,28.9,185.26,0.94,28.86,06-Nov-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
06-Nov-2018 - 00:00,14.14,8.77,4.46,46.75,1.34,48.36,19.21,37.19,23.49,25.1,146.38,52.72,297.74,29.9,172.66,0.84,37.77,07-Nov-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
07-Nov-2018 - 00:00,11.7,6.0,2.27,23.9,1.09,42.06,23.39,36.1,21.7,32.93,159.44,61.43,320.31,28.96,187.76,0.72,34.49,08-Nov-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
08-Nov-2018 - 00:00,13.91,5.24,1.49,18.96,1.38,45.39,24.65,38.97,25.4,45.04,174.47,66.3,301.26,27.81,181.41,0.73,20.95,09-Nov-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
09-Nov-2018 - 00:00,13.86,6.37,0.64,6.49,1.6,49.73,24.77,41.21,26.97,17.51,145.82,58.84,316.53,27.98,179.58,0.69,7.46,10-Nov-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
10-Nov-2018 - 00:00,15.1,4.07,0.08,0.46,1.62,51.48,45.86,55.02,26.15,7.64,150.62,60.24,291.95,27.86,177.29,0.72,3.21,11-Nov-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
11-Nov-2018 - 00:00,17.85,2.91,0.07,0.0,1.63,55.11,42.32,55.38,24.55,3.81,156.54,62.65,305.0,27.68,182.6,0.79,6.51,12-Nov-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
12-Nov-2018 - 00:00,15.88,4.73,0.25,5.18,1.61,60.96,39.89,56.67,24.12,11.02,144.32,55.67,302.57,26.97,175.01,0.81,16.88,13-Nov-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
13-Nov-2018 - 00:00,20.16,5.79,1.03,16.05,1.79,68.82,45.33,63.47,26.51,70.71,168.46,73.58,257.83,25.67,214.42,0.91,20.03,14-Nov-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
14-Nov-2018 - 00:00,8.56,0.97,0.11,1.85,1.07,44.47,9.1,28.88,15.57,34.45,115.42,44.33,299.7,28.58,241.66,1.05,5.87,15-Nov-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
15-Nov-2018 - 00:00,13.98,3.13,0.29,3.7,1.77,61.27,47.71,62.26,25.47,10.97,122.07,48.26,279.66,27.46,117.28,0.77,22.12,16-Nov-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
16-Nov-2018 - 00:00,13.94,1.85,0.23,2.48,1.55,57.54,47.81,59.96,25.28,35.9,139.46,51.65,285.23,27.05,150.82,0.73,17.47,17-Nov-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
17-Nov-2018 - 00:00,16.18,3.3,0.69,19.47,1.65,70.35,53.3,70.36,28.07,33.18,149.54,69.95,274.94,27.2,155.82,0.85,31.99,18-Nov-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
18-Nov-2018 - 00:00,21.95,18.07,4.51,34.01,1.88,73.2,57.27,73.02,31.8,51.3,170.05,69.13,234.96,26.92,190.3,0.88,32.83,19-Nov-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
19-Nov-2018 - 00:00,19.36,8.84,2.9,43.39,1.46,64.65,20.81,47.4,23.57,44.68,172.28,66.37,225.59,27.74,172.8,0.87,25.32,20-Nov-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
20-Nov-2018 - 00:00,18.64,7.67,3.43,35.73,1.62,62.29,16.2,44.39,22.45,27.75,177.49,70.62,190.64,28.12,168.32,0.79,14.7,21-Nov-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
21-Nov-2018 - 00:00,18.79,7.88,4.75,12.6,1.46,67.29,16.37,46.53,21.92,32.86,147.44,55.9,235.11,28.86,167.91,0.74,45.14,22-Nov-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
22-Nov-2018 - 00:00,20.52,14.53,7.53,41.36,1.12,63.0,19.2,48.13,17.96,57.01,128.69,47.23,232.04,29.34,168.92,0.78,48.46,23-Nov-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
23-Nov-2018 - 00:00,17.28,17.04,9.33,71.16,1.31,79.31,38.22,64.82,15.89,48.06,163.9,59.16,239.97,27.92,164.92,0.77,24.82,24-Nov-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
24-Nov-2018 - 00:00,17.13,17.81,10.17,71.24,1.46,93.71,64.98,91.44,18.92,44.71,176.4,65.24,258.69,27.22,170.66,0.67,31.28,25-Nov-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
25-Nov-2018 - 00:00,18.3,18.41,10.37,62.15,1.37,90.0,49.38,80.05,19.55,49.51,195.33,71.24,234.54,27.03,173.27,0.79,41.14,26-Nov-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
26-Nov-2018 - 00:00,19.72,27.15,15.8,76.57,1.56,107.48,62.09,98.3,19.95,40.16,192.89,66.0,245.88,27.13,145.43,0.78,50.7,27-Nov-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
27-Nov-2018 - 00:00,19.02,30.11,17.6,82.67,1.6,114.43,76.08,107.39,21.42,37.43,181.7,65.81,231.93,26.18,177.17,0.7,40.33,28-Nov-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
28-Nov-2018 - 00:00,23.29,34.35,14.14,139.41,1.63,120.67,73.71,111.44,22.57,37.35,214.85,77.08,248.86,26.15,162.18,0.7,45.75,29-Nov-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
29-Nov-2018 - 00:00,16.37,26.23,15.67,147.44,1.29,104.71,48.09,85.38,18.86,41.79,168.01,63.16,242.33,26.07,144.35,0.74,46.63,30-Nov-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
30-Nov-2018 - 00:00,15.21,21.51,11.85,114.03,1.2,96.93,48.82,80.61,18.76,49.91,159.26,53.41,237.75,25.9,149.67,0.79,36.22,01-Dec-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
01-Dec-2018 - 00:00,16.68,40.69,22.33,99.9,1.45,113.23,54.88,95.02,20.31,38.82,182.52,63.45,218.47,25.57,121.95,0.75,48.72,02-Dec-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
02-Dec-2018 - 00:00,17.83,37.01,20.06,100.72,1.36,105.39,45.36,82.82,20.53,60.18,188.43,68.68,192.47,25.22,201.09,0.7,40.37,03-Dec-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
03-Dec-2018 - 00:00,19.59,30.24,12.34,168.95,1.63,114.76,48.83,92.09,21.77,36.09,219.81,80.59,174.73,25.51,170.8,0.72,41.17,04-Dec-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
04-Dec-2018 - 00:00,17.08,25.84,14.32,122.0,1.51,105.11,51.96,88.6,21.57,35.66,198.1,72.8,200.31,26.56,172.15,0.82,30.88,05-Dec-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
05-Dec-2018 - 00:00,18.96,26.79,15.79,97.28,1.41,105.74,49.55,86.76,21.63,40.05,182.97,66.58,194.19,26.91,172.21,0.79,37.87,06-Dec-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
06-Dec-2018 - 00:00,18.34,26.17,15.6,110.55,1.34,102.98,65.95,95.01,20.65,35.06,181.83,68.83,204.58,25.91,185.33,0.82,31.46,07-Dec-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
07-Dec-2018 - 00:00,16.83,24.5,15.76,115.69,1.33,92.46,62.96,86.25,19.35,40.58,153.05,55.92,190.23,25.96,183.95,0.84,33.98,08-Dec-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
