from date,PM2.5,PM10,RH,SR,Temp,BP,WD,VWS,WS,RF,CO,Ozone,NO2,NO,NOx,NH3,SO2,Benzene,Toluene,Xylene,to date,station
17-Nov-2018 - 00:00,16.84,51.77,66.89,114.94,31.99,707.79,115.99,-0.3,1.57,0.0,0.37,29.41,31.16,3.66,19.55,16.71,3.0,3.1,7.61,2.4,18-Nov-2018 - 00:00,"Central University, Hyderabad - TSPCB"
18-Nov-2018 - 00:00,13.17,45.82,67.11,136.99,32.01,707.72,109.9,-0.29,1.8,0.0,0.32,25.28,30.46,3.92,19.39,13.07,3.46,2.33,6.91,1.69,19-Nov-2018 - 00:00,"Central University, Hyderabad - TSPCB"
19-Nov-2018 - 00:00,18.48,56.17,65.22,133.58,31.79,707.86,113.44,-0.3,1.89,0.0,0.38,29.83,34.01,3.46,20.9,11.99,3.3,2.86,6.73,2.41,20-Nov-2018 - 00:00,"Central University, Hyderabad - TSPCB"
20-Nov-2018 - 00:00,44.52,111.95,65.84,95.93,31.81,708.31,90.99,-0.27,1.41,0.0,0.55,38.0,45.96,3.47,27.26,13.19,3.96,4.58,11.65,4.66,21-Nov-2018 - 00:00,"Central University, Hyderabad - TSPCB"
21-Nov-2018 - 00:00,52.41,130.76,58.0,148.1,32.09,708.79,77.47,-0.24,1.72,0.0,0.47,53.85,43.92,3.22,25.97,12.81,8.33,5.23,13.88,3.45,22-Nov-2018 - 00:00,"Central University, Hyderabad - TSPCB"
22-Nov-2018 - 00:00,54.73,124.08,57.72,145.68,32.36,709.15,102.45,-0.29,1.69,0.0,0.53,50.59,54.98,3.4,32.01,12.97,8.92,4.67,12.12,3.92,23-Nov-2018 - 00:00,"Central University, Hyderabad - TSPCB"
23-Nov-2018 - 00:00,63.81,139.52,61.02,102.54,32.06,709.46,89.23,-0.28,1.15,0.0,0.57,51.36,54.0,3.24,31.36,14.27,9.95,4.78,11.17,4.68,24-Nov-2018 - 00:00,"Central University, Hyderabad - TSPCB"
24-Nov-2018 - 00:00,68.43,154.47,55.43,143.14,32.3,709.54,96.61,-0.27,1.12,0.0,0.66,57.34,63.53,6.28,38.9,14.21,11.17,6.51,17.0,6.29,25-Nov-2018 - 00:00,"Central University, Hyderabad - TSPCB"
25-Nov-2018 - 00:00,60.03,146.36,48.75,146.72,32.57,709.85,92.88,-0.28,1.29,0.0,0.52,79.41,49.99,2.86,28.91,11.85,15.42,4.5,13.86,3.32,26-Nov-2018 - 00:00,"Central University, Hyderabad - TSPCB"
26-Nov-2018 - 00:00,52.07,142.42,46.77,155.83,32.6,710.45,91.01,-0.29,1.32,0.0,0.57,74.54,56.99,3.29,32.99,10.97,15.04,5.41,18.19,3.97,27-Nov-2018 - 00:00,"Central University, Hyderabad - TSPCB"
27-Nov-2018 - 00:00,64.23,151.76,54.09,148.3,32.58,710.88,105.19,-0.29,1.17,0.0,0.73,69.31,70.65,3.54,40.47,14.62,14.43,6.15,15.96,5.53,28-Nov-2018 - 00:00,"Central University, Hyderabad - TSPCB"
28-Nov-2018 - 00:00,73.14,155.59,57.04,145.04,32.6,710.75,102.49,-0.28,1.13,0.0,0.85,64.04,78.12,7.9,47.97,15.89,6.63,6.9,16.17,7.24,29-Nov-2018 - 00:00,"Central University, Hyderabad - TSPCB"
29-Nov-2018 - 00:00,67.93,150.88,57.36,134.18,32.65,710.55,91.96,-0.29,1.17,0.0,0.73,62.47,72.75,5.72,43.31,16.08,9.36,7.65,19.71,7.28,30-Nov-2018 - 00:00,"Central University, Hyderabad - TSPCB"
30-Nov-2018 - 00:00,62.79,142.42,51.64,143.19,32.86,710.4,94.31,-0.29,1.16,0.0,0.59,67.83,61.69,3.64,35.75,13.97,16.58,6.39,19.53,4.15,01-Dec-2018 - 00:00,"Central University, Hyderabad - TSPCB"
01-Dec-2018 - 00:00,65.26,139.35,56.41,138.6,32.75,710.7,97.34,-0.28,1.1,0.0,0.7,55.16,67.28,3.54,38.67,14.78,11.36,5.85,15.83,4.7,02-Dec-2018 - 00:00,"Central University, Hyderabad - TSPCB"
02-Dec-2018 - 00:00,66.82,,60.12,139.38,32.57,710.45,95.56,-0.27,1.32,0.0,0.64,55.61,60.15,3.68,34.99,17.78,8.46,5.76,13.52,5.62,03-Dec-2018 - 00:00,"Central University, Hyderabad - TSPCB"
03-Dec-2018 - 00:00,68.08,140.38,60.21,153.99,32.09,709.87,93.71,-0.29,1.68,0.0,0.69,66.39,54.54,3.18,31.6,20.42,5.34,5.51,11.14,4.63,04-Dec-2018 - 00:00,"Central University, Hyderabad - TSPCB"
04-Dec-2018 - 00:00,74.72,141.33,65.32,97.76,31.83,709.96,104.96,-0.31,1.71,0.0,0.65,60.15,51.55,2.94,29.81,20.04,5.12,5.65,11.63,3.87,05-Dec-2018 - 00:00,"Central University, Hyderabad - TSPCB"
05-Dec-2018 - 00:00,57.3,116.16,67.19,115.83,31.82,709.03,131.95,-0.3,1.58,0.0,0.61,52.76,40.66,2.83,23.93,18.27,2.11,5.19,7.97,3.25,06-Dec-2018 - 00:00,"Central University, Hyderabad - TSPCB"
06-Dec-2018 - 00:00,58.46,115.85,69.45,104.96,31.77,708.49,117.09,-0.27,1.5,0.0,0.68,47.73,47.23,3.04,27.59,18.86,2.56,5.73,10.44,4.49,07-Dec-2018 - 00:00,"Central University, Hyderabad - TSPCB"
07-Dec-2018 - 00:00,54.97,92.48,68.84,119.6,31.81,708.42,120.08,-0.28,1.68,0.0,0.57,49.31,33.53,2.71,20.05,18.26,2.28,4.56,7.21,2.85,08-Dec-2018 - 00:00,"Central University, Hyderabad - TSPCB"
08-Dec-2018 - 00:00,73.19,122.9,69.12,109.04,32.14,708.75,113.5,-0.31,1.91,0.0,0.63,59.69,33.73,2.8,20.21,20.49,3.46,4.72,7.01,2.81,09-Dec-2018 - 00:00,"Central University, Hyderabad - TSPCB"
09-Dec-2018 - 00:00,83.0,133.8,75.4,4.0,32.11,710.6,134.1,-0.3,1.79,0.0,0.54,61.6,27.22,2.02,16.14,20.15,4.0,5.07,7.34,3.21,10-Dec-2018 - 00:00,"Central University, Hyderabad - TSPCB"
10-Dec-2018 - 00:00,74.95,145.41,63.26,137.5,30.97,708.64,170.58,-0.29,1.74,0.0,0.56,61.6,27.93,2.64,17.0,18.05,5.36,3.89,8.47,2.71,11-Dec-2018 - 00:00,"Central University, Hyderabad - TSPCB"
11-Dec-2018 - 00:00,74.52,146.74,67.3,114.58,32.42,709.34,150.99,-0.28,1.22,0.0,0.66,47.75,43.02,4.08,26.16,18.85,3.51,5.26,12.16,4.43,12-Dec-2018 - 00:00,"Central University, Hyderabad - TSPCB"
12-Dec-2018 - 00:00,70.97,133.04,66.75,111.54,32.2,709.1,126.65,-0.32,1.86,0.0,0.58,61.3,37.03,2.82,22.0,18.99,2.33,4.37,8.27,2.68,13-Dec-2018 - 00:00,"Central University, Hyderabad - TSPCB"
13-Dec-2018 - 00:00,68.33,121.71,73.15,82.48,31.77,709.17,112.44,-0.22,1.44,0.03,0.62,51.82,42.88,3.15,25.37,18.38,1.82,5.07,9.73,3.62,14-Dec-2018 - 00:00,"Central University, Hyderabad - TSPCB"
14-Dec-2018 - 00:00,73.92,125.98,80.09,24.68,31.38,708.5,67.99,-0.07,1.18,0.0,0.69,36.74,47.51,3.42,28.05,21.3,4.4,6.23,17.87,4.79,15-Dec-2018 - 00:00,"Central University, Hyderabad - TSPCB"
15-Dec-2018 - 00:00,73.35,130.72,62.64,130.38,31.81,708.48,69.2,-0.09,1.95,0.0,0.52,62.55,36.68,2.98,21.93,19.35,7.96,4.86,12.79,2.17,16-Dec-2018 - 00:00,"Central University, Hyderabad - TSPCB"
16-Dec-2018 - 00:00,74.55,143.45,54.75,124.04,32.14,709.57,97.78,-0.07,2.41,0.0,0.55,87.0,33.78,2.85,20.28,17.52,17.88,4.26,4.47,1.14,17-Dec-2018 - 00:00,"Central University, Hyderabad - TSPCB"
17-Dec-2018 - 00:00,46.42,81.07,74.16,52.19,31.78,711.12,175.5,0.0,2.89,0.02,0.45,52.71,29.51,3.1,18.21,14.34,8.8,3.5,3.9,0.88,18-Dec-2018 - 00:00,"Central University, Hyderabad - TSPCB"
18-Dec-2018 - 00:00,15.1,31.28,82.25,34.38,30.51,710.81,125.28,0.06,2.9,0.02,0.28,32.94,24.8,3.6,16.06,13.34,4.56,2.39,10.59,0.8,19-Dec-2018 - 00:00,"Central University, Hyderabad - TSPCB"
19-Dec-2018 - 00:00,24.11,57.74,72.29,111.93,32.52,713.02,103.54,-0.11,1.79,0.0,0.44,35.56,36.81,3.85,22.72,12.44,4.14,2.2,7.1,0.5,20-Dec-2018 - 00:00,"Central University, Hyderabad - TSPCB"
20-Dec-2018 - 00:00,35.09,91.45,69.3,99.73,31.27,723.35,81.65,-0.18,1.29,0.0,0.68,32.04,56.95,9.09,37.68,12.69,3.67,2.2,7.1,0.5,21-Dec-2018 - 00:00,"Central University, Hyderabad - TSPCB"
21-Dec-2018 - 00:00,45.94,101.79,66.2,139.86,31.29,712.25,132.57,-0.19,1.19,0.0,0.65,42.38,60.28,5.46,36.5,16.79,4.95,3.75,10.23,2.73,22-Dec-2018 - 00:00,"Central University, Hyderabad - TSPCB"
22-Dec-2018 - 00:00,68.62,127.67,65.9,140.92,31.26,709.57,94.01,-0.23,1.47,0.0,0.61,64.4,57.04,3.35,33.06,20.14,7.63,5.15,12.8,4.01,23-Dec-2018 - 00:00,"Central University, Hyderabad - TSPCB"
23-Dec-2018 - 00:00,75.43,128.97,68.77,127.65,31.27,709.6,100.89,-0.24,1.3,0.0,0.61,65.59,49.48,3.01,28.77,22.43,4.49,4.57,9.6,3.02,24-Dec-2018 - 00:00,"Central University, Hyderabad - TSPCB"
24-Dec-2018 - 00:00,74.24,150.09,67.41,131.85,31.54,709.38,134.25,-0.21,1.12,0.0,0.72,54.83,60.75,4.53,36.0,23.71,5.74,5.78,12.3,5.49,25-Dec-2018 - 00:00,"Central University, Hyderabad - TSPCB"
25-Dec-2018 - 00:00,71.14,150.57,59.06,141.93,31.9,709.08,121.26,-0.26,1.53,0.0,0.64,74.68,59.51,3.05,34.12,19.47,8.9,5.36,10.6,4.13,26-Dec-2018 - 00:00,"Central University, Hyderabad - TSPCB"
26-Dec-2018 - 00:00,63.32,120.25,60.71,118.98,31.72,708.81,173.85,-0.27,1.5,0.0,0.62,62.66,45.24,4.9,28.04,19.66,7.1,4.36,6.49,3.01,27-Dec-2018 - 00:00,"Central University, Hyderabad - TSPCB"
27-Dec-2018 - 00:00,62.47,131.56,61.68,138.24,31.81,709.92,200.25,-0.18,1.44,0.0,0.59,48.26,52.97,4.44,31.79,20.78,12.13,5.3,12.35,3.27,28-Dec-2018 - 00:00,"Central University, Hyderabad - TSPCB"
28-Dec-2018 - 00:00,55.83,144.59,46.06,158.46,32.19,711.69,181.15,-0.23,1.4,0.0,0.55,65.36,53.02,3.72,31.22,20.22,20.4,5.29,17.39,2.18,29-Dec-2018 - 00:00,"Central University, Hyderabad - TSPCB"
29-Dec-2018 - 00:00,60.0,133.33,46.52,157.72,31.39,711.73,108.69,-0.24,1.47,0.0,0.51,85.05,44.38,3.18,26.2,15.97,21.57,4.98,16.58,2.68,30-Dec-2018 - 00:00,"Central University, Hyderabad - TSPCB"
30-Dec-2018 - 00:00,67.66,135.66,49.93,152.34,29.75,711.93,87.91,-0.26,1.31,0.0,0.63,79.29,52.68,4.75,31.89,17.56,16.04,6.59,19.07,3.34,31-Dec-2018 - 00:00,"Central University, Hyderabad - TSPCB"
31-Dec-2018 - 00:00,77.0,142.0,54.0,4.0,29.45,714.0,53.5,-0.2,1.65,0.0,0.5,80.65,44.45,3.85,26.8,21.05,21.65,8.65,33.55,3.4,01-Jan-2019 - 00:00,"Central University, Hyderabad - TSPCB"
