from date,PM2.5,SR,RH,Temp,WS,WD,RF,PM10,CO,Ozone,Benzene,Toluene,O Xylene,NO,NO2,NH3,NOx,SO2,to date,station
13-Dec-2018 - 00:00,23.29,143.59,83.77,23.87,0.87,122.28,0.0,85.96,0.7,53.59,4.52,15.81,2.7,4.06,60.23,22.47,33.08,4.65,14-Dec-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
14-Dec-2018 - 00:00,120.66,170.24,74.51,23.0,0.95,125.65,0.0,90.78,0.78,78.19,8.55,15.36,2.37,4.14,68.93,22.87,37.91,4.53,15-Dec-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
15-Dec-2018 - 00:00,14.28,165.97,70.13,22.15,1.0,87.5,0.0,102.87,0.65,89.74,7.28,14.97,1.87,4.1,79.0,24.07,43.03,5.18,16-Dec-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
16-Dec-2018 - 00:00,8.64,139.66,63.07,20.99,1.26,130.01,0.0,80.3,0.5,102.05,4.62,11.2,1.44,3.92,77.08,20.34,41.74,4.2,17-Dec-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
17-Dec-2018 - 00:00,6.61,51.74,76.29,19.84,1.18,90.86,0.0,42.76,0.4,102.05,3.27,9.99,1.4,3.85,68.2,20.45,37.03,4.18,18-Dec-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
18-Dec-2018 - 00:00,1.94,76.63,87.86,19.41,1.03,134.83,0.0,22.72,0.27,,2.84,8.9,1.73,3.73,61.7,16.86,33.75,4.1,19-Dec-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
19-Dec-2018 - 00:00,4.39,183.25,70.18,19.4,0.81,190.42,0.0,39.47,0.39,,3.63,11.67,1.96,3.92,67.58,18.88,36.8,4.13,20-Dec-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
20-Dec-2018 - 00:00,6.26,193.26,63.65,20.51,0.74,147.43,0.0,55.01,0.42,,3.84,13.03,2.05,4.17,71.97,18.86,39.57,4.27,21-Dec-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
21-Dec-2018 - 00:00,19.03,191.21,67.67,20.65,0.72,173.62,0.0,79.18,0.45,,4.8,13.48,2.18,1.98,51.45,13.42,28.24,4.25,22-Dec-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
22-Dec-2018 - 00:00,37.09,186.18,67.48,20.73,0.75,152.54,0.0,72.91,0.5,,5.35,15.93,2.54,1.72,64.26,16.07,34.65,4.27,23-Dec-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
23-Dec-2018 - 00:00,38.08,185.04,63.98,20.6,0.61,176.83,0.0,81.22,0.51,,4.44,17.74,2.83,1.98,74.49,18.5,40.35,5.24,24-Dec-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
24-Dec-2018 - 00:00,50.37,178.85,66.61,20.7,0.53,161.9,0.0,99.38,0.77,,5.76,20.36,3.38,2.29,84.44,20.26,45.73,5.07,25-Dec-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
25-Dec-2018 - 00:00,51.92,174.94,63.29,21.84,0.7,127.22,0.0,105.42,0.86,,5.3,19.84,3.68,3.68,106.11,23.36,57.74,6.17,26-Dec-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
26-Dec-2018 - 00:00,38.74,172.67,68.29,23.28,0.94,113.74,0.0,73.48,0.08,,4.24,17.14,3.35,0.86,37.77,8.96,20.23,4.71,27-Dec-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
27-Dec-2018 - 00:00,35.18,175.78,58.15,22.54,0.98,214.86,0.0,79.56,0.07,,4.81,13.89,2.37,1.1,41.42,8.19,22.27,5.12,28-Dec-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
28-Dec-2018 - 00:00,34.98,181.92,52.5,19.11,0.85,167.3,0.0,79.66,0.08,,5.7,14.07,2.21,1.18,34.28,6.32,18.71,4.04,29-Dec-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
29-Dec-2018 - 00:00,31.24,183.3,53.96,18.54,0.82,145.5,0.0,78.93,0.08,,4.69,13.54,2.26,1.44,29.4,6.01,16.37,6.06,30-Dec-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
30-Dec-2018 - 00:00,36.93,180.47,55.2,18.48,0.65,142.75,0.0,83.56,0.09,,3.72,12.37,2.57,1.17,26.87,5.89,14.79,6.18,31-Dec-2018 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
31-Dec-2018 - 00:00,52.83,,87.17,13.18,0.51,208.97,0.0,70.8,0.09,,4.42,14.45,1.7,1.73,27.97,5.89,16.0,3.72,01-Jan-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
