from date,AT,BP,RH,SR,WD,WS,PM10,PM2.5,VWS,Benzene,Toluene,P-Xylene,NH3,NO,NOx,NO2,SO2,Ozone,CO,to date,station
11-Aug-2018 - 00:00,31.1,970.61,77.55,202.33,186.79,1.9,84.45,23.93,,0.84,8.65,,25.61,4.62,13.03,17.41,18.82,36.41,0.76,12-Aug-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
12-Aug-2018 - 00:00,30.12,969.03,77.26,97.27,170.49,1.25,80.98,18.23,,0.69,7.18,,17.3,3.87,11.02,14.8,19.13,28.58,0.67,13-Aug-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
13-Aug-2018 - 00:00,30.22,970.31,77.68,166.67,183.5,0.97,86.55,26.0,,1.08,10.87,,18.98,4.63,15.59,22.25,17.17,42.1,0.85,14-Aug-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
14-Aug-2018 - 00:00,31.21,971.29,76.76,203.02,171.72,0.7,94.89,39.85,,1.71,18.84,,18.73,11.98,28.61,35.48,19.99,45.86,1.17,15-Aug-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
15-Aug-2018 - 00:00,30.14,972.96,79.12,185.5,143.03,1.17,88.88,34.2,,0.81,6.5,,21.42,1.56,7.95,12.44,15.95,52.84,0.76,16-Aug-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
16-Aug-2018 - 00:00,29.72,974.49,85.55,191.76,158.11,0.7,66.77,25.29,,1.93,26.23,,19.57,24.07,35.08,29.18,17.79,30.85,1.4,17-Aug-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
17-Aug-2018 - 00:00,31.48,972.26,79.5,206.56,111.53,1.13,75.04,24.36,,1.25,14.86,,26.26,10.31,18.57,19.12,15.12,28.22,0.82,18-Aug-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
18-Aug-2018 - 00:00,31.1,971.8,80.29,181.27,117.56,0.97,80.83,25.01,,1.22,14.25,,24.74,3.39,13.19,20.48,17.97,28.36,0.91,19-Aug-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
19-Aug-2018 - 00:00,28.05,971.72,92.36,82.7,148.62,0.74,69.73,28.26,,1.49,16.65,,20.87,7.96,19.19,23.89,20.56,22.33,1.01,20-Aug-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
20-Aug-2018 - 00:00,30.22,973.23,85.3,169.08,108.16,0.75,98.86,51.08,,1.54,14.08,,23.47,4.27,17.64,26.64,20.39,48.84,1.01,21-Aug-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
21-Aug-2018 - 00:00,30.8,973.12,80.06,216.14,75.92,0.94,70.26,21.03,,0.92,8.15,,21.31,3.61,11.62,16.32,20.9,37.29,0.93,22-Aug-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
22-Aug-2018 - 00:00,30.46,972.54,83.25,133.35,108.59,0.92,71.93,24.57,,1.2,11.24,,21.14,5.76,16.22,21.67,22.49,26.67,0.95,23-Aug-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
23-Aug-2018 - 00:00,28.65,973.15,90.48,133.39,201.03,1.47,76.51,19.79,,1.02,9.24,,20.96,9.16,17.41,18.65,19.96,17.42,0.96,24-Aug-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
24-Aug-2018 - 00:00,29.39,972.49,83.84,119.64,206.64,1.67,95.36,14.77,,0.88,6.89,,18.17,6.99,14.86,17.24,23.48,24.05,0.98,25-Aug-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
25-Aug-2018 - 00:00,29.42,971.79,79.2,155.89,216.74,2.39,95.46,14.55,,0.74,7.02,,16.22,6.71,14.39,16.74,21.47,28.87,0.8,26-Aug-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
26-Aug-2018 - 00:00,30.04,971.37,75.24,214.15,217.71,1.84,97.29,17.53,,0.8,7.75,,14.67,5.03,14.22,19.02,19.53,36.52,0.86,27-Aug-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
27-Aug-2018 - 00:00,28.38,973.16,88.91,100.74,147.89,0.69,75.95,18.17,,1.38,14.3,,14.44,7.99,19.68,24.73,19.6,28.29,1.02,28-Aug-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
28-Aug-2018 - 00:00,28.49,974.19,90.89,174.17,140.0,1.03,68.01,18.16,,1.12,11.77,,15.83,5.34,14.29,18.68,20.08,25.45,0.89,29-Aug-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
29-Aug-2018 - 00:00,28.16,975.36,92.03,108.3,128.58,1.02,61.23,13.96,,1.2,13.22,,16.43,9.62,17.34,17.82,16.52,22.6,0.98,30-Aug-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
30-Aug-2018 - 00:00,30.14,973.2,83.84,203.58,207.29,1.12,107.55,31.06,,1.81,22.46,,15.79,9.37,23.77,30.35,18.06,37.91,1.13,31-Aug-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
31-Aug-2018 - 00:00,30.23,973.36,81.95,159.9,211.32,1.57,167.41,42.22,,1.67,22.94,,15.18,10.3,23.44,28.22,22.26,30.34,1.09,01-Sep-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
01-Sep-2018 - 00:00,27.17,975.48,95.36,46.45,183.18,0.99,115.15,36.33,,2.73,28.67,,16.88,14.65,28.87,31.73,18.74,15.85,1.25,02-Sep-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
02-Sep-2018 - 00:00,26.59,975.13,96.31,76.83,243.6,1.13,92.44,29.39,,2.24,24.95,,17.33,15.95,28.56,29.21,19.92,17.46,1.17,03-Sep-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
03-Sep-2018 - 00:00,26.33,975.4,96.97,61.88,219.19,0.63,93.06,29.66,,2.51,27.14,,14.52,15.97,29.76,31.61,20.72,29.38,1.26,04-Sep-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
04-Sep-2018 - 00:00,26.35,976.04,95.46,79.83,210.06,0.97,95.42,33.67,,2.83,24.03,,13.36,17.16,33.9,37.39,21.54,21.88,1.33,05-Sep-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
05-Sep-2018 - 00:00,27.74,975.25,88.69,173.14,234.81,1.51,128.57,35.69,,1.86,17.2,,14.22,11.91,26.73,31.91,18.65,26.81,1.08,06-Sep-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
06-Sep-2018 - 00:00,28.16,974.64,84.61,193.1,231.93,1.6,132.21,31.85,,1.37,14.12,,14.15,10.12,22.7,27.21,18.66,45.4,1.0,07-Sep-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
07-Sep-2018 - 00:00,27.72,976.5,89.74,134.68,199.46,0.68,105.21,31.92,,2.77,28.67,,13.58,24.74,38.48,34.48,18.64,34.18,1.41,08-Sep-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
08-Sep-2018 - 00:00,27.79,976.83,88.15,116.9,105.9,1.19,86.12,24.36,,1.25,17.05,,14.37,7.83,17.66,21.21,23.88,35.2,0.77,09-Sep-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
09-Sep-2018 - 00:00,26.68,978.1,87.49,123.36,97.52,1.39,63.27,13.62,,0.5,5.38,,13.7,1.32,5.53,8.37,20.6,37.41,0.68,10-Sep-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
10-Sep-2018 - 00:00,27.97,979.83,87.6,134.72,152.83,0.72,81.73,21.39,,0.67,5.45,,11.9,2.62,7.53,10.12,20.53,34.22,0.76,11-Sep-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
11-Sep-2018 - 00:00,29.28,979.04,83.69,172.65,219.41,1.25,90.12,23.71,,0.75,7.61,,11.43,5.07,13.0,16.68,23.28,35.56,0.85,12-Sep-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
12-Sep-2018 - 00:00,29.12,976.29,78.29,189.82,233.04,2.56,119.17,28.58,,0.93,9.01,,11.85,7.08,15.31,17.89,19.49,32.86,0.85,13-Sep-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
13-Sep-2018 - 00:00,29.12,976.15,72.85,205.82,230.83,2.26,132.0,28.83,,0.68,7.01,,10.8,6.24,14.79,18.24,19.21,26.45,0.71,14-Sep-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
14-Sep-2018 - 00:00,28.93,978.55,72.2,208.23,229.84,1.81,134.17,22.33,,1.13,10.46,,10.56,14.54,26.76,28.02,20.0,28.44,1.05,15-Sep-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
15-Sep-2018 - 00:00,28.94,980.24,69.62,203.97,236.03,1.59,139.25,25.83,,1.56,12.96,,10.98,21.46,34.13,31.22,23.16,36.25,1.07,16-Sep-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
16-Sep-2018 - 00:00,28.8,978.91,72.89,204.09,234.74,1.67,156.79,36.5,,2.01,18.23,,13.28,22.66,36.09,33.14,23.06,33.58,1.0,17-Sep-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
17-Sep-2018 - 00:00,28.98,977.82,74.34,178.23,232.9,1.21,186.11,46.04,,1.97,15.83,,15.21,14.16,34.05,42.26,21.95,49.49,1.13,18-Sep-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
18-Sep-2018 - 00:00,29.32,977.85,69.78,187.0,269.15,1.28,199.75,46.54,,1.93,18.69,,15.84,14.79,36.21,45.44,22.56,53.5,1.09,19-Sep-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
19-Sep-2018 - 00:00,28.73,977.7,70.08,191.24,243.19,1.04,199.5,49.71,,2.52,27.93,,16.42,22.88,46.67,52.66,22.02,56.32,1.29,20-Sep-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
20-Sep-2018 - 00:00,29.11,978.15,70.96,165.69,153.64,0.57,218.47,68.31,,3.01,33.61,,18.1,20.85,44.66,52.12,24.32,52.21,1.37,21-Sep-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
21-Sep-2018 - 00:00,28.43,980.44,76.74,240.07,81.04,1.33,125.06,42.38,,1.02,5.43,,18.84,1.52,9.13,14.74,18.29,54.51,0.69,22-Sep-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
22-Sep-2018 - 00:00,26.33,980.85,88.35,75.32,61.7,1.82,62.37,19.8,,1.18,6.85,,22.3,1.45,7.37,11.62,21.43,40.71,0.73,23-Sep-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
23-Sep-2018 - 00:00,26.45,980.62,90.96,81.58,74.02,1.92,69.15,22.33,,0.58,3.94,,17.29,1.08,6.06,9.74,15.72,49.04,0.72,24-Sep-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
24-Sep-2018 - 00:00,24.74,978.79,97.78,44.31,147.42,1.66,53.73,13.6,,0.88,7.13,,14.02,5.09,13.23,17.07,14.94,30.14,0.7,25-Sep-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
25-Sep-2018 - 00:00,23.91,980.08,94.09,79.18,261.86,1.97,77.1,16.96,,2.09,20.9,,11.43,18.03,31.16,31.03,17.32,28.85,1.07,26-Sep-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
26-Sep-2018 - 00:00,26.65,979.88,83.07,195.43,238.63,1.39,126.41,30.96,,3.24,27.69,,9.9,31.01,48.09,42.89,24.48,40.22,1.48,27-Sep-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
27-Sep-2018 - 00:00,27.32,980.65,82.19,176.89,205.71,0.67,178.7,54.05,,4.52,43.58,,12.58,34.1,56.71,54.37,23.66,49.33,1.5,28-Sep-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
28-Sep-2018 - 00:00,28.21,981.38,71.69,180.05,180.88,0.74,215.46,67.69,,4.48,48.21,,14.74,39.0,64.03,60.65,24.7,53.5,1.6,29-Sep-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
29-Sep-2018 - 00:00,28.25,982.0,71.22,180.11,229.31,0.93,233.5,72.91,,6.99,70.17,,15.9,63.11,84.78,62.7,24.31,55.48,1.85,30-Sep-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
30-Sep-2018 - 00:00,27.78,981.37,72.16,176.67,266.03,1.52,176.03,54.85,,3.16,25.86,,18.51,22.67,45.04,49.97,22.7,58.67,1.32,01-Oct-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
01-Oct-2018 - 00:00,27.8,981.12,71.33,171.15,254.42,1.21,216.78,64.18,,3.93,39.96,,17.68,39.82,65.73,62.66,23.88,58.06,1.64,02-Oct-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
02-Oct-2018 - 00:00,27.91,981.82,69.33,171.2,226.51,0.85,198.48,63.61,,3.4,42.44,,19.41,18.04,39.49,46.55,21.84,56.41,0.98,03-Oct-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
03-Oct-2018 - 00:00,28.37,981.21,59.33,167.8,208.14,0.94,170.44,47.33,,2.36,22.21,,15.15,20.09,45.51,54.81,24.71,48.89,1.21,04-Oct-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
04-Oct-2018 - 00:00,28.01,982.7,63.98,151.56,181.51,0.64,230.45,75.41,,3.66,42.3,,18.51,19.74,44.22,52.99,25.74,63.32,1.19,05-Oct-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
05-Oct-2018 - 00:00,27.49,983.72,67.11,127.33,194.99,0.63,304.62,108.08,,6.49,68.41,,19.05,36.63,75.69,88.67,29.62,35.74,1.87,06-Oct-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
06-Oct-2018 - 00:00,26.57,983.35,66.63,157.42,249.67,0.86,229.95,78.94,,5.05,56.48,,20.84,44.2,72.22,68.73,28.8,42.3,1.86,07-Oct-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
07-Oct-2018 - 00:00,26.31,982.8,64.54,153.26,230.77,0.75,247.55,79.74,,4.35,49.74,,20.38,28.76,59.34,67.76,21.8,40.03,1.41,08-Oct-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
08-Oct-2018 - 00:00,27.27,981.42,63.41,139.96,122.58,0.6,323.86,120.17,,5.22,56.89,,25.14,26.25,62.64,77.53,27.44,46.08,1.66,09-Oct-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
09-Oct-2018 - 00:00,27.33,980.49,64.35,143.41,78.39,0.88,292.16,109.28,,3.48,28.77,,25.08,15.25,35.29,42.93,38.6,72.96,1.23,10-Oct-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
10-Oct-2018 - 00:00,27.63,981.12,69.96,133.3,85.05,1.24,240.99,87.05,,2.56,13.7,,28.34,1.47,13.62,23.34,33.09,78.5,1.17,11-Oct-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
11-Oct-2018 - 00:00,25.29,982.84,68.7,121.86,111.4,1.4,207.12,61.12,,1.51,8.33,,20.64,3.07,14.68,22.89,43.11,63.58,0.84,12-Oct-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
12-Oct-2018 - 00:00,24.11,984.66,61.82,135.7,249.66,0.64,204.64,62.06,,4.25,41.62,,13.9,48.99,75.08,66.07,55.83,60.81,1.53,13-Oct-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
13-Oct-2018 - 00:00,24.02,984.9,61.48,136.09,247.51,0.94,294.18,101.71,,5.96,55.44,,20.33,41.96,69.22,65.89,45.47,47.0,1.52,14-Oct-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
14-Oct-2018 - 00:00,24.23,984.03,57.06,141.24,237.67,1.38,264.93,82.71,,3.81,32.58,,18.33,19.53,44.8,54.38,41.71,58.39,1.27,15-Oct-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
15-Oct-2018 - 00:00,25.2,984.4,58.0,133.8,200.33,0.72,305.21,98.39,,5.96,68.41,,20.2,42.02,71.23,69.46,46.08,61.57,1.74,16-Oct-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
16-Oct-2018 - 00:00,26.3,984.08,56.78,126.34,104.13,0.77,325.26,107.73,,4.4,46.09,,22.83,13.33,34.29,44.1,57.27,1.95,1.26,17-Oct-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
17-Oct-2018 - 00:00,26.17,982.61,55.73,132.1,145.56,0.79,342.99,111.94,,5.42,39.24,,23.33,15.07,39.42,51.01,51.02,1.52,1.52,18-Oct-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
18-Oct-2018 - 00:00,25.29,982.12,60.82,113.26,96.45,0.82,329.55,130.01,,5.49,57.33,,28.76,22.5,47.23,54.5,55.89,32.17,1.36,19-Oct-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
19-Oct-2018 - 00:00,25.13,983.56,59.55,122.9,261.09,0.91,318.16,120.47,,4.69,36.77,,24.75,22.15,63.2,84.88,49.04,40.33,1.61,20-Oct-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
20-Oct-2018 - 00:00,24.86,985.88,53.86,125.04,267.46,0.62,335.97,149.64,,5.77,45.09,,22.9,37.45,80.41,93.78,45.78,32.06,1.69,21-Oct-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
21-Oct-2018 - 00:00,23.73,986.55,53.36,121.66,253.6,0.5,336.45,148.12,,5.49,40.57,,,34.96,71.77,81.41,49.03,48.52,1.51,22-Oct-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
22-Oct-2018 - 00:00,23.09,985.48,50.84,128.76,244.13,1.37,281.48,103.38,,4.08,30.22,,19.93,20.18,50.93,64.8,46.76,56.9,1.2,23-Oct-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
23-Oct-2018 - 00:00,23.91,985.2,48.17,127.81,221.99,0.98,293.46,97.7,,5.95,63.75,,19.97,45.22,85.4,91.29,45.36,47.59,1.69,24-Oct-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
24-Oct-2018 - 00:00,24.23,985.22,52.1,138.13,98.91,0.55,341.68,137.05,,6.43,83.47,,20.93,51.68,83.8,78.42,59.46,39.95,1.88,25-Oct-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
25-Oct-2018 - 00:00,23.66,986.64,57.4,139.34,64.26,0.76,296.75,134.04,,6.49,73.66,,23.99,49.78,85.49,84.35,53.88,7.86,1.59,26-Oct-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
26-Oct-2018 - 00:00,22.96,988.46,58.13,110.82,194.77,0.51,300.04,141.16,,7.44,59.87,,23.4,32.26,78.47,98.09,45.47,57.55,1.88,27-Oct-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
27-Oct-2018 - 00:00,23.3,988.64,58.53,118.2,204.13,0.52,283.17,140.26,,6.77,60.35,,23.77,11.35,48.82,74.41,43.14,,1.5,28-Oct-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
28-Oct-2018 - 00:00,23.21,988.17,62.71,134.88,224.84,0.84,331.09,173.42,,8.24,72.93,,30.21,28.82,70.77,89.15,38.06,,1.99,29-Oct-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
29-Oct-2018 - 00:00,23.07,987.39,63.17,125.46,234.87,0.68,342.2,172.19,,8.48,68.75,,31.78,30.82,74.22,92.38,37.7,0.9,2.08,30-Oct-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
30-Oct-2018 - 00:00,23.16,987.3,64.32,100.16,175.56,0.55,400.8,211.17,,9.37,107.16,,33.67,45.79,99.69,117.14,39.16,1.32,2.43,31-Oct-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
31-Oct-2018 - 00:00,22.84,987.85,68.2,117.4,123.87,0.53,317.22,169.14,,7.69,82.61,,31.37,45.72,86.9,93.25,43.2,1.45,2.19,01-Nov-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
01-Nov-2018 - 00:00,22.79,986.72,66.61,111.12,77.26,0.61,349.09,190.39,,7.02,73.0,,29.06,44.35,81.45,85.59,62.6,1.57,2.2,02-Nov-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
02-Nov-2018 - 00:00,23.47,985.18,63.81,109.23,73.49,0.93,346.5,182.15,,5.72,49.66,,30.37,13.76,45.99,65.4,46.7,1.41,1.8,03-Nov-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
03-Nov-2018 - 00:00,23.88,983.97,64.53,108.22,100.71,1.36,276.25,140.67,,3.76,18.82,,33.74,3.67,21.68,35.54,49.47,2.69,1.42,04-Nov-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
04-Nov-2018 - 00:00,22.61,985.46,60.22,122.71,159.39,1.25,164.71,79.38,,2.34,13.19,,25.23,7.05,27.28,40.45,36.24,4.11,1.21,05-Nov-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
05-Nov-2018 - 00:00,19.82,985.94,69.65,97.03,253.79,1.67,481.21,301.21,,5.91,26.2,,29.93,15.73,46.37,63.13,35.92,2.45,2.12,06-Nov-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
06-Nov-2018 - 00:00,20.96,986.3,45.01,133.28,254.92,2.1,301.75,149.33,,3.71,18.13,,17.13,11.99,39.79,56.45,38.77,1.25,1.46,07-Nov-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
07-Nov-2018 - 00:00,19.32,986.87,40.38,129.81,229.73,1.32,288.31,164.54,,3.34,12.44,,17.37,4.45,30.54,50.59,48.86,58.77,1.26,08-Nov-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
08-Nov-2018 - 00:00,18.83,987.0,53.56,89.4,236.7,0.44,560.94,364.93,,11.36,47.95,,23.67,30.42,74.73,93.9,52.27,41.8,2.48,09-Nov-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
09-Nov-2018 - 00:00,19.93,985.32,60.4,104.91,237.07,0.49,415.77,251.81,,12.27,53.83,,27.77,26.28,69.51,90.42,38.22,18.19,2.44,10-Nov-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
10-Nov-2018 - 00:00,19.97,986.23,66.82,90.35,118.6,0.55,382.27,220.35,,9.12,72.85,,35.21,31.97,66.87,76.66,47.38,49.33,2.52,11-Nov-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
11-Nov-2018 - 00:00,21.23,986.56,61.47,110.62,117.39,0.66,316.5,174.77,,4.23,23.7,,29.74,8.2,31.9,47.38,39.39,78.01,1.85,12-Nov-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
12-Nov-2018 - 00:00,21.03,984.57,68.03,101.48,116.93,0.6,391.83,209.03,,6.63,43.96,,37.97,19.71,50.14,64.21,43.1,41.5,2.37,13-Nov-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
13-Nov-2018 - 00:00,21.71,982.34,68.08,74.49,104.56,0.79,348.5,178.92,,5.32,39.95,,35.94,15.79,37.64,46.59,45.52,64.5,2.1,14-Nov-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
14-Nov-2018 - 00:00,21.1,983.31,80.5,92.71,112.41,1.0,189.96,103.75,,4.07,32.41,,38.97,20.52,37.37,38.86,35.96,56.62,1.7,15-Nov-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
15-Nov-2018 - 00:00,20.78,986.44,76.6,105.58,205.63,1.06,156.54,80.17,,3.72,35.01,,35.22,19.26,38.51,42.93,38.32,46.84,1.64,16-Nov-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
16-Nov-2018 - 00:00,19.72,985.58,61.23,119.57,251.43,2.17,217.0,118.22,,3.0,14.93,,25.57,8.5,32.05,47.21,36.75,79.45,1.41,17-Nov-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
17-Nov-2018 - 00:00,19.26,984.04,59.9,110.64,246.32,1.5,218.97,113.51,,2.94,17.59,,23.59,11.64,41.14,59.5,35.42,62.36,1.53,18-Nov-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
18-Nov-2018 - 00:00,20.24,985.17,60.92,106.76,120.24,0.9,206.39,106.35,,2.71,16.27,,22.99,5.31,29.13,46.63,38.97,80.36,1.37,19-Nov-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
19-Nov-2018 - 00:00,20.93,987.44,63.42,82.15,88.61,1.21,272.3,145.65,,3.31,14.93,,26.77,7.19,27.65,41.05,41.15,99.24,1.61,20-Nov-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
20-Nov-2018 - 00:00,20.61,987.65,71.23,100.98,184.06,0.96,314.94,169.93,,5.58,35.39,,32.59,26.52,57.5,67.55,39.95,51.22,2.05,21-Nov-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
21-Nov-2018 - 00:00,19.86,987.9,59.52,103.89,231.95,1.35,283.64,161.9,,5.65,25.94,,24.7,15.45,39.31,50.16,20.06,80.59,2.15,22-Nov-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
22-Nov-2018 - 00:00,20.15,988.53,47.05,99.27,224.07,0.87,203.11,103.15,,4.59,39.67,,19.36,17.75,50.67,68.12,29.24,58.22,1.56,23-Nov-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
23-Nov-2018 - 00:00,20.3,989.94,49.46,98.74,249.97,1.66,287.38,155.96,,6.61,50.36,,23.95,22.1,48.94,58.11,28.92,74.9,1.85,24-Nov-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
24-Nov-2018 - 00:00,19.78,988.34,49.47,104.95,248.38,2.28,192.75,89.67,,3.66,20.07,,20.45,10.65,30.33,40.77,25.37,64.87,1.43,25-Nov-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
25-Nov-2018 - 00:00,19.25,988.04,54.47,99.86,236.87,1.3,215.04,107.33,,4.66,31.83,,22.62,13.82,41.39,56.43,27.25,68.04,1.65,26-Nov-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
