from date,PM10,Xylene,VWS,WD,RH,BP,SR,NO,NO2,NOx,Ozone,PM2.5,CO,AT,WS,SO2,Benzene,Toluene,NH3,to date,station
04-Dec-2018 - 00:00,251.56,12.77,0.0,246.79,66.29,991.16,87.54,165.3,57.22,149.46,13.08,186.6,3.39,13.25,0.59,5.43,6.69,59.97,21.1,05-Dec-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
05-Dec-2018 - 00:00,245.55,11.73,,256.96,67.62,991.2,86.66,120.12,68.18,134.2,12.95,178.76,2.27,12.84,0.65,4.36,6.54,54.3,13.54,06-Dec-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
06-Dec-2018 - 00:00,273.54,11.62,0.05,255.87,68.96,991.24,75.28,140.7,74.05,153.72,14.51,140.03,2.36,12.7,0.59,5.5,6.89,53.99,17.28,07-Dec-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
07-Dec-2018 - 00:00,245.31,6.92,0.0,260.01,69.33,991.25,84.63,60.38,54.37,73.94,14.31,181.31,1.62,12.07,0.77,3.93,5.12,33.64,27.94,08-Dec-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
08-Dec-2018 - 00:00,230.03,7.97,0.11,235.74,68.22,991.21,85.13,26.85,64.96,56.25,13.39,178.77,2.04,11.96,0.57,6.16,6.37,32.16,20.58,09-Dec-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
09-Dec-2018 - 00:00,255.82,5.33,0.13,252.22,66.94,991.13,76.72,51.27,87.83,87.04,12.67,201.71,2.16,11.74,0.5,5.38,6.48,30.7,28.83,10-Dec-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
10-Dec-2018 - 00:00,361.15,5.66,0.32,220.17,73.42,991.37,73.41,182.79,95.66,199.6,14.09,294.91,2.51,11.38,0.69,4.39,5.54,23.66,22.71,11-Dec-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
11-Dec-2018 - 00:00,308.78,7.54,0.13,220.69,74.85,991.42,63.39,157.01,83.07,166.68,15.86,251.62,2.07,11.87,0.51,3.53,4.99,27.22,20.27,12-Dec-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
12-Dec-2018 - 00:00,249.36,6.74,0.02,206.05,71.36,991.31,61.44,44.51,44.71,59.32,22.48,204.05,1.59,13.59,0.95,4.01,4.13,24.95,6.59,13-Dec-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
13-Dec-2018 - 00:00,116.07,2.87,0.0,279.46,67.79,991.2,77.42,6.68,37.32,25.26,10.19,83.82,1.06,13.2,1.18,4.7,2.45,16.34,8.13,14-Dec-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
14-Dec-2018 - 00:00,133.4,2.18,0.0,266.22,68.42,991.22,86.53,9.85,49.78,32.21,18.75,102.34,1.17,12.22,0.87,3.53,2.62,14.45,32.54,15-Dec-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
15-Dec-2018 - 00:00,161.91,2.72,0.0,272.31,65.27,991.13,87.32,10.94,50.76,33.78,27.89,124.49,1.2,12.53,1.12,3.53,3.3,16.49,38.29,16-Dec-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
16-Dec-2018 - 00:00,183.57,3.73,0.0,261.3,64.35,991.16,88.38,15.6,32.23,29.05,38.48,148.89,1.52,11.07,0.78,4.47,3.19,19.16,34.51,17-Dec-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
17-Dec-2018 - 00:00,218.82,5.28,0.0,257.66,64.82,991.12,78.87,25.39,30.67,37.02,50.88,175.55,1.7,9.77,0.76,4.49,4.73,25.64,33.05,18-Dec-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
18-Dec-2018 - 00:00,240.6,5.52,0.0,264.71,63.18,991.07,86.72,20.29,35.02,35.13,11.55,198.17,1.72,9.64,0.89,5.05,4.83,25.88,34.4,19-Dec-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
19-Dec-2018 - 00:00,223.77,3.3,0.0,255.05,64.52,991.1,86.89,18.51,38.92,35.79,12.74,176.74,1.49,9.53,0.75,4.45,3.74,19.5,35.62,20-Dec-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
20-Dec-2018 - 00:00,294.82,8.15,0.17,254.44,65.08,991.12,84.13,55.27,102.38,81.9,14.7,240.36,2.03,8.86,0.67,4.6,6.14,36.45,34.54,21-Dec-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
21-Dec-2018 - 00:00,295.71,7.2,0.41,253.95,67.74,991.19,83.79,83.74,165.88,147.89,29.62,250.29,2.3,8.18,0.74,3.83,5.65,35.88,43.8,22-Dec-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
22-Dec-2018 - 00:00,370.34,8.87,0.65,227.91,68.52,991.22,79.57,100.62,215.4,185.26,23.66,307.94,1.58,8.41,0.51,3.38,6.13,36.38,47.07,23-Dec-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
23-Dec-2018 - 00:00,438.99,13.48,0.18,217.09,71.4,991.31,73.27,98.73,249.02,207.18,35.93,387.41,2.95,8.58,0.61,5.61,6.89,49.79,60.56,24-Dec-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
24-Dec-2018 - 00:00,379.61,9.39,0.11,262.51,70.19,991.28,67.53,176.97,157.15,224.29,26.28,325.42,1.96,8.71,0.69,4.07,5.9,34.73,52.3,25-Dec-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
25-Dec-2018 - 00:00,294.27,4.02,0.53,254.07,71.46,991.31,79.48,72.39,180.79,155.15,22.09,255.97,1.27,8.52,0.92,3.21,4.77,25.65,58.84,26-Dec-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
26-Dec-2018 - 00:00,265.24,3.37,0.88,256.52,66.27,991.16,81.65,97.1,168.81,168.9,27.36,217.17,1.2,7.75,0.71,4.02,4.49,20.97,54.4,27-Dec-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
27-Dec-2018 - 00:00,298.33,7.89,1.01,245.43,62.93,991.06,70.12,83.91,201.93,165.53,22.76,251.42,1.76,8.67,0.77,5.83,6.76,36.94,47.02,28-Dec-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
28-Dec-2018 - 00:00,287.08,2.63,0.38,249.8,67.48,991.19,74.76,55.65,193.9,123.26,21.84,251.16,1.3,7.84,1.06,3.88,4.33,18.74,67.7,29-Dec-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
29-Dec-2018 - 00:00,299.04,6.81,0.04,254.83,65.45,991.13,84.82,108.15,151.17,168.35,21.39,255.52,1.76,8.03,0.81,3.69,5.61,32.48,48.94,30-Dec-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
30-Dec-2018 - 00:00,383.41,13.67,0.07,252.0,63.27,991.07,81.73,109.28,161.49,171.72,66.72,328.11,1.56,8.18,0.61,4.9,7.4,54.46,50.18,31-Dec-2018 - 00:00,"Mandir Marg, Delhi - DPCC"
31-Dec-2018 - 00:00,594.0,21.4,0.0,249.65,77.6,991.5,5.15,375.1,,305.8,,554.0,,2.9,0.3,5.5,9.15,89.45,,01-Jan-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
