from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,Eth-Benzene,MP-Xylene,to date,station
25-Jul-2018 - 00:00,,,,,,,,,,,,,,26-Jul-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
26-Jul-2018 - 00:00,,,,,,,,,,,,,,27-Jul-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
27-Jul-2018 - 00:00,,,,,,,,,,,,,,28-Jul-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
28-Jul-2018 - 00:00,,,,,,,,,,,,,,29-Jul-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
29-Jul-2018 - 00:00,,,,,,,,,,,,,,30-Jul-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
30-Jul-2018 - 00:00,,,,,,,,,,,,,,31-Jul-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
31-Jul-2018 - 00:00,,,,,,,,,,,,,,01-Aug-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
01-Aug-2018 - 00:00,,,,,,,,,,,,,,02-Aug-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
02-Aug-2018 - 00:00,,,,,,,,,,,,,,03-Aug-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
03-Aug-2018 - 00:00,,,,,,,,,,,,,,04-Aug-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
04-Aug-2018 - 00:00,,,,,,,,,,,,,,05-Aug-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
05-Aug-2018 - 00:00,,,,,,,,,,,,,,06-Aug-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
06-Aug-2018 - 00:00,,,,,,,,,,,,,,07-Aug-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
07-Aug-2018 - 00:00,,,,,,,,,,,,,,08-Aug-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
08-Aug-2018 - 00:00,,,,,,,,,,,,,,09-Aug-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
09-Aug-2018 - 00:00,,,,,,,,,,,,,,10-Aug-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
10-Aug-2018 - 00:00,,,,,,,,,,,,,,11-Aug-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
11-Aug-2018 - 00:00,,,,,,,,,,,,,,12-Aug-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
12-Aug-2018 - 00:00,,,,,,,,,,,,,,13-Aug-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
13-Aug-2018 - 00:00,,,,,,,,,,,,,,14-Aug-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
14-Aug-2018 - 00:00,,,,,,,,,,,,,,15-Aug-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
15-Aug-2018 - 00:00,,,,,,,,,,,,,,16-Aug-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
16-Aug-2018 - 00:00,,,,,,,,,,,,,,17-Aug-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
17-Aug-2018 - 00:00,,,,,,,,,,,,,,18-Aug-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
18-Aug-2018 - 00:00,,,,,,,,,,,,,,19-Aug-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
19-Aug-2018 - 00:00,,,,,,,,,,,,,,20-Aug-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
20-Aug-2018 - 00:00,,,,,,,,,,,,,,21-Aug-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
21-Aug-2018 - 00:00,,,,,,,,,,,,,,22-Aug-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
22-Aug-2018 - 00:00,,,,,,,,,,,,,,23-Aug-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
23-Aug-2018 - 00:00,,,,,,,,,,,,,,24-Aug-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
24-Aug-2018 - 00:00,,,,,,,,,,,,,,25-Aug-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
25-Aug-2018 - 00:00,,,,,,,,,,,,,,26-Aug-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
26-Aug-2018 - 00:00,,,,,,,,,,,,,,27-Aug-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
27-Aug-2018 - 00:00,,,,,,,,,,,,,,28-Aug-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
28-Aug-2018 - 00:00,,,,,,,,,,,,,,29-Aug-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
29-Aug-2018 - 00:00,,,,,,,,,,,,,,30-Aug-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
30-Aug-2018 - 00:00,,,,,,,,,,,,,,31-Aug-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
31-Aug-2018 - 00:00,,,,,,,,,,,,,,01-Sep-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
01-Sep-2018 - 00:00,,,,,,,,,,,,,,02-Sep-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
02-Sep-2018 - 00:00,,,,,,,,,,,,,,03-Sep-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
03-Sep-2018 - 00:00,,,,,,,,,,,,,,04-Sep-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
04-Sep-2018 - 00:00,,,,,,,,,,,,,,05-Sep-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
05-Sep-2018 - 00:00,,,,,,,,,,,,,,06-Sep-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
06-Sep-2018 - 00:00,,,,,,,,,,,,,,07-Sep-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
07-Sep-2018 - 00:00,,,,,,,,,,,,,,08-Sep-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
08-Sep-2018 - 00:00,,,,,,,,,,,,,,09-Sep-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
09-Sep-2018 - 00:00,,,,,,,,,,,,,,10-Sep-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
10-Sep-2018 - 00:00,,,,,,,,,,,,,,11-Sep-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
11-Sep-2018 - 00:00,,,,,,,,,,,,,,12-Sep-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
12-Sep-2018 - 00:00,,,,,,,,,,,,,,13-Sep-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
13-Sep-2018 - 00:00,,,,,,,,,,,,,,14-Sep-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
14-Sep-2018 - 00:00,,,,,,,,,,,,,,15-Sep-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
15-Sep-2018 - 00:00,,,,,,,,,,,,,,16-Sep-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
16-Sep-2018 - 00:00,,,,,,,,,,,,,,17-Sep-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
17-Sep-2018 - 00:00,,,,,,,,,,,,,,18-Sep-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
18-Sep-2018 - 00:00,,,,,,,,,,,,,,19-Sep-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
19-Sep-2018 - 00:00,,,,,,,,,,,,,,20-Sep-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
20-Sep-2018 - 00:00,,,,,,,,,,,,,,21-Sep-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
21-Sep-2018 - 00:00,,,,,,,,,,,,,,22-Sep-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
22-Sep-2018 - 00:00,,,,,,,,,,,,,,23-Sep-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
23-Sep-2018 - 00:00,,,,,,,,,,,,,,24-Sep-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
24-Sep-2018 - 00:00,,,,,,,,,,,,,,25-Sep-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
25-Sep-2018 - 00:00,,,,,,,,,,,,,,26-Sep-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
26-Sep-2018 - 00:00,,,,,,,,,,,,,,27-Sep-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
27-Sep-2018 - 00:00,,,,,,,,,,,,,,28-Sep-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
28-Sep-2018 - 00:00,,,,,,,,,,,,,,29-Sep-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
29-Sep-2018 - 00:00,,,,,,,,,,,,,,30-Sep-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
30-Sep-2018 - 00:00,,,,,,,,,,,,,,01-Oct-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
01-Oct-2018 - 00:00,,,,,,,,,,,,,,02-Oct-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
02-Oct-2018 - 00:00,,,,,,,,,,,,,,03-Oct-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
03-Oct-2018 - 00:00,,,,,,,,,,,,,,04-Oct-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
04-Oct-2018 - 00:00,,,,,,,,,,,,,,05-Oct-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
05-Oct-2018 - 00:00,,,,,,,,,,,,,,06-Oct-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
06-Oct-2018 - 00:00,,,,,,,,,,,,,,07-Oct-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
07-Oct-2018 - 00:00,,,,,,,,,,,,,,08-Oct-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
08-Oct-2018 - 00:00,,,,,,,,,,,,,,09-Oct-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
09-Oct-2018 - 00:00,,,,,,,,,,,,,,10-Oct-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
10-Oct-2018 - 00:00,,,,,,,,,,,,,,11-Oct-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
11-Oct-2018 - 00:00,,,,,,,,,,,,,,12-Oct-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
12-Oct-2018 - 00:00,,,,,,,,,,,,,,13-Oct-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
13-Oct-2018 - 00:00,,,,,,,,,,,,,,14-Oct-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
14-Oct-2018 - 00:00,,,,,,,,,,,,,,15-Oct-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
15-Oct-2018 - 00:00,,,,,,,,,,,,,,16-Oct-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
16-Oct-2018 - 00:00,,,,,,,,,,,,,,17-Oct-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
17-Oct-2018 - 00:00,,,,,,,,,,,,,,18-Oct-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
18-Oct-2018 - 00:00,,,,,,,,,,,,,,19-Oct-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
19-Oct-2018 - 00:00,,,,,,,,,,,,,,20-Oct-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
20-Oct-2018 - 00:00,,,,,,,,,,,,,,21-Oct-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
21-Oct-2018 - 00:00,,,,,,,,,,,,,,22-Oct-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
22-Oct-2018 - 00:00,,,,,,,,,,,,,,23-Oct-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
23-Oct-2018 - 00:00,,,,,,,,,,,,,,24-Oct-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
24-Oct-2018 - 00:00,,,,,,,,,,,,,,25-Oct-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
25-Oct-2018 - 00:00,,,,,,,,,,,,,,26-Oct-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
26-Oct-2018 - 00:00,,,,,,,,,,,,,,27-Oct-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
27-Oct-2018 - 00:00,,,,,,,,,,,,,,28-Oct-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
28-Oct-2018 - 00:00,,,,,,,,,,,,,,29-Oct-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
29-Oct-2018 - 00:00,,,,,,,,,,,,,,30-Oct-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
30-Oct-2018 - 00:00,,,,,,,,,,,,,,31-Oct-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
31-Oct-2018 - 00:00,,,,,,,,,,,,,,01-Nov-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
01-Nov-2018 - 00:00,,,,,,,,,,,,,,02-Nov-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
02-Nov-2018 - 00:00,,,,,,,,,,,,,,03-Nov-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
03-Nov-2018 - 00:00,,,,,,,,,,,,,,04-Nov-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
04-Nov-2018 - 00:00,,,,,,,,,,,,,,05-Nov-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
05-Nov-2018 - 00:00,,,,,,,,,,,,,,06-Nov-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
06-Nov-2018 - 00:00,,,,,,,,,,,,,,07-Nov-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
07-Nov-2018 - 00:00,,,,,,,,,,,,,,08-Nov-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
08-Nov-2018 - 00:00,,,,,,,,,,,,,,09-Nov-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
09-Nov-2018 - 00:00,,,,,,,,,,,,,,10-Nov-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
10-Nov-2018 - 00:00,,,,,,,,,,,,,,11-Nov-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
11-Nov-2018 - 00:00,,,,,,,,,,,,,,12-Nov-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
12-Nov-2018 - 00:00,,,,,,,,,,,,,,13-Nov-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
13-Nov-2018 - 00:00,,,,,,,,,,,,,,14-Nov-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
14-Nov-2018 - 00:00,,,,,,,,,,,,,,15-Nov-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
15-Nov-2018 - 00:00,,,,,,,,,,,,,,16-Nov-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
16-Nov-2018 - 00:00,,,,,,,,,,,,,,17-Nov-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
17-Nov-2018 - 00:00,,,,,,,,,,,,,,18-Nov-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
18-Nov-2018 - 00:00,,,,,,,,,,,,,,19-Nov-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
19-Nov-2018 - 00:00,,,,,,,,,,,,,,20-Nov-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
20-Nov-2018 - 00:00,,,,,,,,,,,,,,21-Nov-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
21-Nov-2018 - 00:00,,,,,,,,,,,,,,22-Nov-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
22-Nov-2018 - 00:00,,,,,,,,,,,,,,23-Nov-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
23-Nov-2018 - 00:00,,,,,,,,,,,,,,24-Nov-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
24-Nov-2018 - 00:00,,,,,,,,,,,,,,25-Nov-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
25-Nov-2018 - 00:00,,,,,,,,,,,,,,26-Nov-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
26-Nov-2018 - 00:00,,,,,,,,,,,,,,27-Nov-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
27-Nov-2018 - 00:00,,,,,,,,,,,,,,28-Nov-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
28-Nov-2018 - 00:00,,,,,,,,,,,,,,29-Nov-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
29-Nov-2018 - 00:00,,,,,,,,,,,,,,30-Nov-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
30-Nov-2018 - 00:00,,,,,,,,,,,,,,01-Dec-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
01-Dec-2018 - 00:00,,,,,,,,,,,,,,02-Dec-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
02-Dec-2018 - 00:00,,,,,,,,,,,,,,03-Dec-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
03-Dec-2018 - 00:00,,,,,,,,,,,,,,04-Dec-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
04-Dec-2018 - 00:00,,,,,,,,,,,,,,05-Dec-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
05-Dec-2018 - 00:00,66.39,200.53,96.19,148.9,245.1,245.1,20.0,4.42,7.07,0.0,0.0,0.0,0.0,06-Dec-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
06-Dec-2018 - 00:00,77.02,175.15,76.99,158.03,143.79,212.36,16.54,4.04,15.63,7.86,3.6,13.15,5.99,07-Dec-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
07-Dec-2018 - 00:00,80.36,181.25,69.53,84.55,9.2,117.08,15.01,3.39,1.94,16.27,12.38,69.42,30.57,08-Dec-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
08-Dec-2018 - 00:00,74.9,176.15,68.63,93.75,9.02,115.4,17.4,3.62,7.32,13.65,8.5,39.75,18.14,09-Dec-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
09-Dec-2018 - 00:00,86.95,199.13,75.61,135.03,11.15,147.78,16.01,4.16,4.31,18.24,4.98,19.65,9.19,10-Dec-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
10-Dec-2018 - 00:00,77.82,150.18,62.76,39.93,4.86,64.8,9.3,3.31,7.84,10.86,3.23,12.25,5.92,11-Dec-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
11-Dec-2018 - 00:00,79.74,151.26,62.55,10.66,3.19,41.22,9.22,3.48,4.6,9.71,3.22,10.92,5.29,12-Dec-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
12-Dec-2018 - 00:00,58.37,123.49,59.65,10.25,3.19,36.51,5.1,3.5,4.08,7.87,2.57,8.86,4.31,13-Dec-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
13-Dec-2018 - 00:00,41.74,82.69,38.7,37.52,12.49,45.69,5.99,2.12,6.05,7.68,3.68,16.23,7.43,14-Dec-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
14-Dec-2018 - 00:00,31.73,69.34,19.21,8.62,27.83,1.9,0.68,0.47,24.68,8.45,5.13,17.44,8.21,15-Dec-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
15-Dec-2018 - 00:00,,,,,,,,,,,,,,16-Dec-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
16-Dec-2018 - 00:00,,,,,,,,,,,,,,17-Dec-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
17-Dec-2018 - 00:00,63.1,134.52,13.13,2.38,15.51,13.12,1.24,0.59,,7.29,8.61,43.15,16.44,18-Dec-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
18-Dec-2018 - 00:00,55.41,155.28,16.71,3.2,19.9,16.18,1.25,0.73,48.8,5.67,1.72,5.4,2.34,19-Dec-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
19-Dec-2018 - 00:00,85.34,171.31,17.36,43.89,61.25,22.57,1.37,0.86,27.71,3.22,2.86,7.69,3.71,20-Dec-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
20-Dec-2018 - 00:00,133.46,267.28,16.68,79.91,96.59,26.07,1.65,1.13,19.46,9.62,3.61,12.83,5.52,21-Dec-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
21-Dec-2018 - 00:00,129.99,223.97,19.57,31.39,50.95,23.75,1.29,0.9,17.42,16.44,8.09,47.02,21.03,22-Dec-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
22-Dec-2018 - 00:00,139.07,252.92,18.77,33.66,52.42,24.74,1.09,0.92,19.52,13.97,5.07,25.27,11.81,23-Dec-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
23-Dec-2018 - 00:00,125.22,216.45,16.19,16.48,32.67,20.23,0.7,0.74,23.57,9.79,2.69,11.31,5.37,24-Dec-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
24-Dec-2018 - 00:00,170.01,315.51,10.22,30.34,47.63,13.53,1.05,1.36,17.85,17.45,5.02,15.9,7.0,25-Dec-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
25-Dec-2018 - 00:00,129.62,214.29,0.01,0.05,0.04,0.01,1.06,0.7,20.02,12.82,9.95,41.42,17.21,26-Dec-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
26-Dec-2018 - 00:00,93.13,185.61,13.77,23.93,39.86,13.28,1.04,0.77,22.33,10.5,3.25,14.84,6.54,27-Dec-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
27-Dec-2018 - 00:00,83.77,163.72,13.74,37.92,51.66,24.83,0.82,0.66,15.76,8.83,3.19,13.76,5.99,28-Dec-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
28-Dec-2018 - 00:00,124.49,214.26,13.99,11.86,25.85,22.64,1.07,0.94,22.29,12.9,4.37,16.42,6.62,29-Dec-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
29-Dec-2018 - 00:00,117.04,207.45,12.69,24.45,37.13,20.01,1.06,0.85,17.83,14.59,3.42,14.57,6.04,30-Dec-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
30-Dec-2018 - 00:00,145.57,293.54,12.31,67.49,79.79,24.6,2.17,1.19,15.64,18.54,3.12,13.08,5.77,31-Dec-2018 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
31-Dec-2018 - 00:00,141.9,324.75,6.76,124.07,130.82,29.39,1.86,0.85,1.41,17.11,3.72,19.37,8.74,01-Jan-2019 - 00:00,"Sector-2 IMT, Manesar - HSPCB"
