from date,AT,BP,PM10,PM2.5,RH,SR,WD,WS,VWS,Benzene,Toluene,P-Xylene,NH3,NO,NOx,NO2,CO,Ozone,SO2,to date,station
27-Aug-2018 - 00:00,29.35,978.44,71.79,16.18,84.79,112.5,101.14,2.17,,0.67,9.1,,16.89,4.58,12.85,17.1,0.96,9.25,10.83,28-Aug-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
28-Aug-2018 - 00:00,29.05,979.41,78.97,25.9,90.47,124.3,112.08,2.59,,0.95,12.39,,17.87,8.94,17.98,20.07,1.08,20.75,11.47,29-Aug-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
29-Aug-2018 - 00:00,28.92,980.46,72.11,31.64,90.39,99.57,158.87,2.22,,1.13,13.79,,17.38,8.73,18.58,21.55,1.11,40.13,12.2,30-Aug-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
30-Aug-2018 - 00:00,30.93,978.22,87.33,37.84,81.86,166.76,217.53,2.43,,1.08,14.56,,18.98,7.32,18.91,24.32,1.12,21.2,10.97,31-Aug-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
31-Aug-2018 - 00:00,31.03,978.4,148.82,40.97,79.35,125.56,200.15,2.96,,1.0,12.22,,19.04,4.81,15.57,21.93,1.04,8.78,11.36,01-Sep-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
01-Sep-2018 - 00:00,27.66,980.78,108.48,48.89,92.58,50.79,170.71,2.45,,1.42,17.35,,17.58,6.5,17.72,23.39,1.26,17.29,12.77,02-Sep-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
02-Sep-2018 - 00:00,26.88,980.78,103.0,51.1,96.58,50.32,111.69,2.22,,1.29,11.42,,21.6,9.13,18.47,20.72,1.11,7.85,10.03,03-Sep-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
03-Sep-2018 - 00:00,26.53,981.12,84.22,47.92,97.5,50.04,117.11,1.93,,1.47,13.18,,18.16,12.09,21.28,21.63,1.34,15.84,10.93,04-Sep-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
04-Sep-2018 - 00:00,27.68,981.53,120.85,71.44,92.66,101.45,164.27,2.03,,2.61,20.6,,19.99,31.06,41.96,31.26,1.77,27.15,9.93,05-Sep-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
05-Sep-2018 - 00:00,28.08,980.76,109.13,43.17,89.62,144.49,262.48,2.74,,2.1,16.66,,19.35,14.83,26.54,27.18,1.35,9.12,10.61,06-Sep-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
06-Sep-2018 - 00:00,29.16,980.14,141.82,48.08,85.32,184.91,263.53,2.49,,1.73,15.01,,18.5,21.98,30.33,23.54,1.37,11.65,9.62,07-Sep-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
07-Sep-2018 - 00:00,27.94,982.13,126.51,55.48,89.05,95.21,150.0,1.85,,2.13,19.36,,19.76,23.01,38.21,36.41,1.51,25.23,11.02,08-Sep-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
08-Sep-2018 - 00:00,28.59,982.52,76.75,28.42,87.05,131.25,95.13,2.81,,1.0,11.88,,18.1,9.78,18.79,20.41,1.03,10.81,11.6,09-Sep-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
09-Sep-2018 - 00:00,28.73,983.82,60.64,24.44,81.44,197.55,169.28,2.58,,0.59,9.5,,13.86,4.24,12.03,16.11,0.87,32.23,18.71,10-Sep-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
10-Sep-2018 - 00:00,28.67,985.22,84.76,42.76,84.67,96.49,206.44,1.91,,0.67,12.33,,14.86,5.65,17.25,23.76,1.03,18.8,14.72,11-Sep-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
11-Sep-2018 - 00:00,29.85,984.36,77.36,33.39,81.54,155.18,280.33,2.89,,0.97,9.8,,14.34,9.0,19.91,23.64,1.11,11.19,11.28,12-Sep-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
12-Sep-2018 - 00:00,30.44,981.7,105.94,31.58,75.42,188.24,308.14,3.94,,1.03,10.06,,14.13,4.47,14.31,20.02,0.94,6.53,11.46,13-Sep-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
13-Sep-2018 - 00:00,30.31,981.62,126.69,25.67,68.19,176.26,309.81,3.79,,1.02,9.72,,12.62,5.21,15.71,21.56,0.95,9.26,11.21,14-Sep-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
14-Sep-2018 - 00:00,29.95,984.05,108.38,32.83,69.16,176.16,251.6,3.19,,0.97,9.78,,12.49,4.69,16.08,23.05,0.95,10.92,10.64,15-Sep-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
15-Sep-2018 - 00:00,30.31,985.75,128.54,38.96,64.67,195.09,233.22,3.28,,1.08,10.98,,12.91,6.3,17.73,23.68,0.95,11.56,13.01,16-Sep-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
16-Sep-2018 - 00:00,30.36,984.39,143.6,51.15,66.99,184.03,187.98,3.52,,0.91,9.12,,14.3,4.61,15.45,21.97,0.99,12.46,13.79,17-Sep-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
17-Sep-2018 - 00:00,30.06,983.41,165.19,65.35,71.08,176.62,189.45,2.96,,0.97,8.8,,15.82,3.95,14.97,22.1,0.99,20.84,12.28,18-Sep-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
18-Sep-2018 - 00:00,30.37,983.48,166.1,57.83,64.34,183.01,143.4,3.07,,0.92,8.65,,15.46,2.87,14.44,22.86,1.02,24.51,13.0,19-Sep-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
19-Sep-2018 - 00:00,29.6,983.23,173.1,51.87,66.96,184.43,148.15,2.59,,2.52,25.03,,16.8,4.66,19.97,30.31,1.07,27.42,12.95,20-Sep-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
20-Sep-2018 - 00:00,30.42,983.66,204.42,51.43,65.71,170.14,122.7,2.01,,3.85,52.28,,21.56,14.21,30.27,34.88,1.19,32.72,15.73,21-Sep-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
21-Sep-2018 - 00:00,29.04,986.3,110.74,28.93,72.16,145.86,135.34,2.71,,2.12,35.08,,18.42,14.09,24.09,23.61,0.99,43.2,19.22,22-Sep-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
22-Sep-2018 - 00:00,25.88,986.51,78.39,20.14,90.47,49.07,107.88,3.06,,2.1,33.15,,16.55,16.51,24.82,21.56,1.0,26.2,16.95,23-Sep-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
23-Sep-2018 - 00:00,26.68,986.24,75.11,23.59,91.4,76.52,131.32,3.04,,1.6,24.36,,17.4,5.48,14.78,19.38,0.75,37.67,18.01,24-Sep-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
24-Sep-2018 - 00:00,25.14,984.13,59.94,20.23,96.56,37.9,187.99,2.61,,1.87,39.61,,15.53,8.91,20.38,24.68,1.1,3.61,10.15,25-Sep-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
25-Sep-2018 - 00:00,24.2,985.37,84.63,22.49,95.02,53.63,249.46,3.32,,2.61,39.29,,14.24,7.43,17.51,21.53,1.16,6.27,11.04,26-Sep-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
26-Sep-2018 - 00:00,27.11,984.15,114.03,34.2,82.38,203.83,217.23,2.23,,3.37,47.73,,16.39,11.99,22.88,24.64,1.89,13.79,11.82,27-Sep-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
27-Sep-2018 - 00:00,27.87,986.15,198.65,79.9,81.71,173.67,214.77,1.93,,5.45,74.0,,19.63,27.64,39.73,32.34,1.72,21.0,12.8,28-Sep-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
28-Sep-2018 - 00:00,28.51,986.87,258.96,131.94,72.91,176.81,222.12,1.84,,6.5,76.28,,20.64,36.15,50.83,40.13,2.1,33.1,13.87,29-Sep-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
29-Sep-2018 - 00:00,29.32,987.5,260.54,130.91,71.56,161.61,152.15,2.25,,4.41,50.07,,24.1,14.9,33.79,40.67,1.38,35.38,15.9,30-Sep-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
30-Sep-2018 - 00:00,29.07,986.87,154.25,67.23,67.1,180.43,182.17,3.14,,2.28,37.49,,20.2,4.49,18.21,27.37,2.78,21.37,15.94,01-Oct-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
01-Oct-2018 - 00:00,29.28,986.67,199.62,78.71,64.49,172.99,189.64,2.69,,2.98,42.63,,20.18,7.27,25.82,37.43,1.27,26.73,17.62,02-Oct-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
02-Oct-2018 - 00:00,28.99,987.38,186.19,71.25,65.58,168.29,197.06,2.13,,3.25,39.85,,21.88,11.63,29.32,37.26,1.59,22.74,15.92,03-Oct-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
03-Oct-2018 - 00:00,29.19,986.83,235.9,90.24,57.68,160.31,188.89,1.76,,5.64,59.17,,22.25,26.82,45.56,44.4,1.75,42.64,17.45,04-Oct-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
04-Oct-2018 - 00:00,28.54,988.34,291.0,138.92,65.5,123.88,154.29,1.77,,5.04,77.03,,28.06,38.7,55.69,47.38,1.93,37.5,20.65,05-Oct-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
05-Oct-2018 - 00:00,28.15,989.44,282.71,147.9,65.53,143.05,133.13,1.85,,5.27,70.77,,28.13,28.53,46.4,43.43,1.55,23.15,19.35,06-Oct-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
06-Oct-2018 - 00:00,28.27,989.02,183.56,76.06,58.67,152.45,185.78,2.38,,3.55,49.23,,21.82,6.78,22.09,31.23,1.05,25.2,18.31,07-Oct-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
07-Oct-2018 - 00:00,27.86,988.51,252.38,98.25,55.34,141.74,139.58,2.05,,3.47,44.13,,21.85,6.91,21.93,31.16,1.3,33.68,21.79,08-Oct-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
08-Oct-2018 - 00:00,28.35,987.05,349.94,159.52,54.61,130.7,153.63,1.96,,3.8,50.58,,24.74,6.47,23.4,34.05,2.5,62.29,21.46,09-Oct-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
09-Oct-2018 - 00:00,28.49,986.11,280.15,121.0,58.31,132.92,156.05,2.12,,3.23,60.94,,24.87,10.75,24.52,29.86,1.43,61.51,30.84,10-Oct-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
10-Oct-2018 - 00:00,28.66,986.88,231.98,99.08,64.69,120.97,150.75,2.21,,2.56,49.83,,26.05,6.27,21.52,30.86,1.08,66.45,27.95,11-Oct-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
11-Oct-2018 - 00:00,27.0,988.31,220.32,54.59,64.18,136.69,153.0,2.93,,1.71,33.98,,23.73,3.03,14.01,21.69,1.18,36.68,16.76,12-Oct-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
12-Oct-2018 - 00:00,28.09,989.77,256.35,111.5,42.03,181.32,91.15,1.97,,3.39,39.43,,17.48,14.06,34.73,43.75,1.52,38.4,25.94,13-Oct-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
13-Oct-2018 - 00:00,25.06,990.62,328.83,163.95,57.36,131.45,154.22,2.44,,4.14,41.66,,26.77,11.87,30.34,38.83,1.26,37.09,23.42,14-Oct-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
14-Oct-2018 - 00:00,25.84,989.67,247.71,117.21,50.21,132.35,101.53,2.45,,3.65,49.66,,23.87,7.23,25.81,37.45,1.26,14.71,18.53,15-Oct-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
15-Oct-2018 - 00:00,25.65,990.23,307.15,135.69,56.91,122.73,169.39,2.1,,4.67,68.25,,23.82,15.21,35.78,43.92,1.56,43.13,19.42,16-Oct-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
16-Oct-2018 - 00:00,26.39,989.8,388.97,173.89,61.07,94.44,175.69,1.9,,5.65,107.09,,35.24,36.61,52.72,42.5,1.59,50.61,24.36,17-Oct-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
17-Oct-2018 - 00:00,26.27,988.36,383.79,171.79,59.69,115.62,203.08,1.84,,5.86,93.82,,32.75,55.42,68.46,43.78,2.35,51.5,19.23,18-Oct-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
18-Oct-2018 - 00:00,25.68,987.86,402.19,139.77,65.81,96.8,176.54,1.75,,6.4,118.59,,34.68,78.05,87.24,44.33,2.28,45.8,28.15,19-Oct-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
19-Oct-2018 - 00:00,25.36,989.44,360.58,178.19,62.17,92.33,153.41,1.68,,5.4,60.35,,32.96,37.81,54.42,44.42,1.62,40.31,19.4,20-Oct-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
20-Oct-2018 - 00:00,25.37,991.84,441.27,210.82,47.86,83.06,103.28,1.85,,4.98,76.6,,31.41,14.8,39.16,50.86,1.69,34.54,28.47,21-Oct-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
21-Oct-2018 - 00:00,24.82,992.36,330.15,76.75,47.51,90.65,136.55,2.08,,4.06,43.19,,31.98,13.1,38.78,52.84,1.44,24.51,20.6,22-Oct-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
22-Oct-2018 - 00:00,24.28,991.19,293.85,58.92,49.12,100.56,253.24,2.72,,4.89,54.99,,28.03,21.56,44.52,50.67,1.68,33.03,16.2,23-Oct-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
23-Oct-2018 - 00:00,24.07,991.01,375.54,71.65,52.7,93.5,236.68,2.08,,7.43,75.08,,30.53,49.73,70.99,56.67,2.18,43.03,16.12,24-Oct-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
24-Oct-2018 - 00:00,23.64,991.09,408.79,108.69,60.95,76.78,134.2,1.66,,8.59,95.54,,36.61,76.47,97.11,65.21,2.53,34.57,16.85,25-Oct-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
25-Oct-2018 - 00:00,23.08,992.58,429.4,101.33,63.92,83.26,132.92,1.82,,7.68,100.08,,36.44,59.93,77.43,53.75,3.01,52.33,27.83,26-Oct-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
26-Oct-2018 - 00:00,22.55,994.37,469.68,280.67,65.03,68.19,134.28,1.79,,9.76,100.8,,39.08,70.7,85.36,52.14,3.62,30.96,24.57,27-Oct-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
27-Oct-2018 - 00:00,22.91,994.54,520.71,269.69,71.43,72.14,152.33,1.87,,12.34,153.43,,44.86,141.4,145.47,56.73,4.47,18.2,22.48,28-Oct-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
28-Oct-2018 - 00:00,23.39,994.06,431.96,259.33,67.93,91.97,181.01,2.2,,8.09,85.9,,40.57,48.84,61.26,40.32,3.13,15.88,19.89,29-Oct-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
29-Oct-2018 - 00:00,23.3,993.27,533.33,313.32,69.53,74.79,186.1,2.0,,8.64,96.36,,41.54,63.29,75.46,44.94,3.53,22.74,20.52,30-Oct-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
30-Oct-2018 - 00:00,22.88,993.19,581.14,369.48,74.78,54.41,186.55,1.85,,10.39,155.64,,45.36,79.88,96.77,59.41,3.95,16.11,20.56,31-Oct-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
31-Oct-2018 - 00:00,22.69,993.74,496.45,270.29,73.52,108.25,160.09,1.7,,7.66,100.98,,37.32,75.45,84.62,43.41,3.56,22.39,24.63,01-Nov-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
01-Nov-2018 - 00:00,23.12,992.6,522.71,287.6,70.65,112.77,158.83,1.9,,8.61,119.7,,37.61,86.96,93.07,41.7,3.27,17.28,25.74,02-Nov-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
02-Nov-2018 - 00:00,23.39,991.07,416.9,224.75,66.05,115.77,136.5,1.86,,4.77,67.48,,32.87,22.93,39.74,39.55,2.59,24.79,30.31,03-Nov-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
03-Nov-2018 - 00:00,24.45,990.0,301.62,122.19,61.1,114.76,121.03,2.51,,2.96,56.37,,31.84,7.23,22.48,31.19,2.2,24.38,21.41,04-Nov-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
04-Nov-2018 - 00:00,23.35,991.47,193.12,33.98,57.65,134.35,181.72,2.94,,1.59,19.67,,24.06,1.97,13.95,23.22,1.83,49.67,14.9,05-Nov-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
05-Nov-2018 - 00:00,21.13,991.89,566.02,112.46,68.59,100.7,277.74,3.19,,4.54,38.24,,36.37,7.8,27.81,40.62,2.81,26.76,14.08,06-Nov-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
06-Nov-2018 - 00:00,22.15,992.16,328.85,55.85,41.02,150.14,301.68,3.76,,3.46,28.41,,27.19,8.16,27.95,40.04,2.06,55.23,13.41,07-Nov-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
07-Nov-2018 - 00:00,20.16,992.85,348.29,138.11,43.99,141.56,243.82,2.68,,3.89,26.99,,28.4,38.24,54.61,44.07,2.59,64.91,28.63,08-Nov-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
08-Nov-2018 - 00:00,18.21,993.12,710.3,536.2,67.69,92.53,145.7,1.62,,12.59,69.26,,45.21,115.48,122.24,52.78,3.9,18.86,21.85,09-Nov-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
09-Nov-2018 - 00:00,19.34,991.42,576.18,383.5,69.31,112.62,200.91,1.62,,8.61,62.73,,43.99,112.26,123.25,59.57,3.87,37.51,15.9,10-Nov-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
10-Nov-2018 - 00:00,19.35,992.27,594.58,360.69,76.67,91.05,178.67,1.63,,10.09,91.77,,49.36,146.2,156.68,70.3,4.02,23.27,17.41,11-Nov-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
11-Nov-2018 - 00:00,20.45,992.58,513.12,302.75,73.09,106.58,181.89,1.74,,7.44,80.22,,50.09,104.21,120.81,67.49,3.57,37.07,15.45,12-Nov-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
12-Nov-2018 - 00:00,20.96,990.63,515.35,307.59,76.47,102.11,156.34,1.65,,6.75,59.42,,53.64,80.19,96.0,57.26,3.84,36.24,15.41,13-Nov-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
13-Nov-2018 - 00:00,21.06,988.48,497.25,303.9,78.75,59.69,144.34,1.77,,6.85,85.83,,57.04,88.95,106.05,62.8,3.89,24.45,16.61,14-Nov-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
14-Nov-2018 - 00:00,21.64,989.34,279.33,146.23,78.96,100.26,169.82,1.8,,4.34,56.05,,48.76,47.4,65.63,50.67,2.85,29.72,14.29,15-Nov-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
15-Nov-2018 - 00:00,21.36,992.64,185.88,33.17,71.82,114.45,138.03,2.4,,2.47,43.46,,38.17,15.91,34.24,39.96,1.82,32.73,14.78,16-Nov-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
16-Nov-2018 - 00:00,21.0,991.59,230.21,30.98,53.38,137.04,329.39,3.89,,2.67,27.37,,28.98,5.49,27.35,43.01,1.9,42.96,12.88,17-Nov-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
17-Nov-2018 - 00:00,19.7,990.17,284.77,42.81,61.04,127.83,267.36,2.65,,4.17,41.54,,30.92,40.8,59.84,49.94,2.81,41.95,14.48,18-Nov-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
18-Nov-2018 - 00:00,19.83,991.38,360.59,49.75,69.31,114.39,167.66,1.85,,5.78,60.97,,36.92,94.16,106.29,55.53,2.87,48.42,25.18,19-Nov-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
19-Nov-2018 - 00:00,21.53,993.68,352.07,114.79,62.48,81.53,140.11,2.12,,2.9,29.01,,40.87,7.51,32.09,48.81,2.08,62.9,35.33,20-Nov-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
20-Nov-2018 - 00:00,20.84,993.84,404.89,246.48,72.61,102.29,202.0,1.93,,4.8,57.55,,47.31,35.8,57.42,53.08,2.56,36.65,18.98,21-Nov-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
21-Nov-2018 - 00:00,20.54,994.06,336.15,204.75,58.83,116.79,285.01,2.44,,5.11,48.83,,36.84,32.35,51.46,47.15,2.47,32.46,15.86,22-Nov-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
22-Nov-2018 - 00:00,19.52,994.89,310.98,143.47,59.51,92.81,206.37,1.83,,5.19,60.24,,31.7,91.79,105.41,57.51,3.25,36.72,18.41,23-Nov-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
23-Nov-2018 - 00:00,21.16,996.16,325.98,179.06,48.92,114.41,255.54,2.99,,4.04,53.62,,34.32,42.1,60.83,49.8,1.93,31.81,17.42,24-Nov-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
24-Nov-2018 - 00:00,20.75,994.53,247.78,121.6,46.81,117.72,320.68,3.56,,3.55,35.68,,27.81,17.07,38.18,45.62,1.97,34.46,15.57,25-Nov-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
25-Nov-2018 - 00:00,19.1,994.38,339.19,167.19,60.91,105.4,212.27,2.23,,4.54,61.16,,34.37,62.65,80.2,54.79,3.04,29.74,19.95,26-Nov-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
26-Nov-2018 - 00:00,19.07,993.55,367.85,190.85,72.0,102.29,151.32,1.89,,5.19,86.45,,39.7,118.9,128.68,59.71,2.67,16.78,21.16,27-Nov-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
27-Nov-2018 - 00:00,19.4,995.37,422.53,231.05,74.53,95.55,192.05,1.81,,9.0,178.11,,42.02,309.24,300.95,66.26,4.77,19.4,20.51,28-Nov-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
28-Nov-2018 - 00:00,19.61,996.28,439.6,241.64,78.79,72.67,179.39,1.7,,6.38,115.34,,46.01,168.51,178.29,76.32,3.44,26.3,18.47,29-Nov-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
29-Nov-2018 - 00:00,19.14,996.41,437.39,235.66,75.67,78.22,249.49,2.21,,6.7,74.06,,47.26,91.39,110.0,66.9,3.27,20.03,12.58,30-Nov-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
30-Nov-2018 - 00:00,19.23,995.81,354.2,55.6,66.2,87.21,273.4,2.24,,5.08,54.44,,39.48,42.58,70.03,66.37,2.19,27.2,14.33,01-Dec-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
01-Dec-2018 - 00:00,18.18,993.19,310.48,36.31,64.6,92.54,249.67,2.48,,4.88,53.12,,32.97,95.06,109.54,60.3,2.99,26.8,14.91,02-Dec-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
02-Dec-2018 - 00:00,17.42,992.5,439.71,48.46,67.88,82.31,187.37,1.84,,7.99,87.36,,38.08,172.53,179.38,72.86,3.86,29.98,17.26,03-Dec-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
03-Dec-2018 - 00:00,17.06,993.44,449.27,48.85,71.13,91.89,186.76,2.0,,7.04,68.81,,39.68,158.71,163.35,63.85,3.13,20.26,15.31,04-Dec-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
04-Dec-2018 - 00:00,16.83,995.13,428.14,58.35,74.37,85.32,198.51,1.94,,8.06,76.96,,43.98,137.13,148.53,68.95,3.54,23.33,15.13,05-Dec-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
05-Dec-2018 - 00:00,16.5,992.69,392.12,97.26,75.56,86.1,211.87,2.13,,6.4,82.92,,40.51,146.36,150.84,59.11,3.12,12.95,13.54,06-Dec-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
06-Dec-2018 - 00:00,16.55,992.1,472.29,277.04,74.31,73.73,141.72,1.81,,6.51,64.83,,43.32,111.41,128.37,70.17,2.86,24.43,22.49,07-Dec-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
07-Dec-2018 - 00:00,16.78,992.81,349.75,199.58,70.34,83.27,185.38,2.27,,3.61,50.43,,40.75,38.75,64.27,61.42,2.2,14.04,12.19,08-Dec-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
08-Dec-2018 - 00:00,15.86,993.8,390.44,230.23,73.04,77.6,159.64,1.79,,4.71,53.99,,40.58,58.17,81.74,64.33,2.61,20.52,14.73,09-Dec-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
09-Dec-2018 - 00:00,15.35,992.59,483.9,262.91,69.54,72.8,147.17,1.74,,5.52,75.72,,40.56,77.74,97.97,65.04,3.39,28.31,17.52,10-Dec-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
10-Dec-2018 - 00:00,15.45,992.22,535.81,63.02,76.19,64.89,159.9,1.88,,5.0,57.44,,45.77,100.88,119.61,70.32,3.21,17.78,16.38,11-Dec-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
11-Dec-2018 - 00:00,15.47,993.23,558.57,61.84,81.65,55.83,157.12,1.83,,5.67,80.97,,51.14,120.63,133.07,65.44,3.9,37.94,18.74,12-Dec-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
12-Dec-2018 - 00:00,17.16,994.68,361.44,44.47,70.98,57.34,142.81,2.07,,3.93,42.18,,43.49,51.7,70.12,52.6,2.4,25.56,12.97,13-Dec-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
13-Dec-2018 - 00:00,16.16,997.63,174.66,69.16,75.26,85.0,118.95,2.8,,1.81,20.59,,31.88,16.88,38.57,46.59,1.64,15.28,11.18,14-Dec-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
14-Dec-2018 - 00:00,16.47,999.52,173.31,104.44,70.31,94.35,154.89,3.08,,1.84,24.09,,33.77,11.95,34.56,46.68,1.5,17.57,10.61,15-Dec-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
15-Dec-2018 - 00:00,16.28,999.02,217.15,133.79,67.66,92.48,181.9,3.11,,2.12,21.44,,36.22,11.47,35.1,48.41,1.85,15.92,12.54,16-Dec-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
16-Dec-2018 - 00:00,15.26,999.36,273.23,163.77,69.56,94.17,218.85,2.44,,2.66,24.31,,43.87,19.78,42.69,49.94,1.94,19.51,12.99,17-Dec-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
17-Dec-2018 - 00:00,15.22,997.94,294.92,125.08,60.7,85.33,124.26,2.57,,2.58,27.73,,43.26,19.63,42.14,49.05,1.95,20.67,14.19,18-Dec-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
18-Dec-2018 - 00:00,15.29,996.18,316.73,193.07,57.24,92.02,174.9,2.99,,3.07,30.22,,47.66,14.56,38.88,50.69,1.82,28.4,14.35,19-Dec-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
19-Dec-2018 - 00:00,14.33,995.38,356.08,210.71,66.72,88.02,200.36,2.32,,3.92,36.92,,44.73,50.28,72.85,59.75,2.55,33.2,12.05,20-Dec-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
