from date,AT,Benzene,BP,CO,NO,NO2,NOx,Ozone,PM2.5,RF,RH,SO2,SR,Toluene,VWS,WD,WS,Xylene,to date,station
19-Dec-2018 - 00:00,23.36,1.84,747.0,1.31,12.08,9.66,13.95,35.21,105.81,0.0,77.99,7.17,89.78,5.88,0.0,50.93,0.67,6.13,20-Dec-2018 - 00:00,"Collectorate, Gaya - BSPCB"
20-Dec-2018 - 00:00,22.91,1.87,747.0,1.11,10.34,9.15,12.27,47.38,159.78,0.0,73.08,8.97,85.11,5.38,0.0,45.89,0.57,5.0,21-Dec-2018 - 00:00,"Collectorate, Gaya - BSPCB"
21-Dec-2018 - 00:00,21.99,2.06,747.0,1.07,11.72,9.99,13.84,44.88,176.15,0.0,71.73,8.98,78.19,6.21,0.0,45.83,0.77,5.96,22-Dec-2018 - 00:00,"Collectorate, Gaya - BSPCB"
22-Dec-2018 - 00:00,21.81,2.13,747.0,1.19,12.1,9.67,13.98,41.9,185.97,0.0,69.34,10.49,80.11,5.84,0.0,47.93,0.46,4.99,23-Dec-2018 - 00:00,"Collectorate, Gaya - BSPCB"
23-Dec-2018 - 00:00,21.56,1.84,747.0,1.13,10.36,9.36,12.4,37.79,233.23,0.0,69.92,8.13,79.36,4.55,0.0,49.57,0.62,3.68,24-Dec-2018 - 00:00,"Collectorate, Gaya - BSPCB"
24-Dec-2018 - 00:00,21.78,1.9,746.9,1.13,11.06,9.68,13.13,33.55,149.45,0.0,65.62,9.01,77.36,5.42,0.0,40.86,0.69,4.47,25-Dec-2018 - 00:00,"Collectorate, Gaya - BSPCB"
25-Dec-2018 - 00:00,21.86,1.62,746.84,1.21,9.45,9.95,11.97,29.77,214.17,0.0,63.76,6.25,76.91,4.08,0.0,45.24,0.84,3.05,26-Dec-2018 - 00:00,"Collectorate, Gaya - BSPCB"
26-Dec-2018 - 00:00,22.0,1.88,746.85,1.25,10.24,9.8,12.54,32.61,170.82,0.0,63.81,12.29,73.95,5.31,0.0,54.2,0.73,3.84,27-Dec-2018 - 00:00,"Collectorate, Gaya - BSPCB"
27-Dec-2018 - 00:00,22.18,1.56,746.81,0.89,9.28,9.49,11.59,29.65,152.67,0.0,59.14,15.67,59.62,3.93,0.0,33.8,0.88,2.99,28-Dec-2018 - 00:00,"Collectorate, Gaya - BSPCB"
28-Dec-2018 - 00:00,21.82,1.35,747.0,1.35,8.26,9.68,10.86,21.01,139.12,0.0,58.4,20.78,69.23,3.44,0.0,37.3,0.9,2.49,29-Dec-2018 - 00:00,"Collectorate, Gaya - BSPCB"
29-Dec-2018 - 00:00,21.57,1.58,747.0,1.37,8.72,10.02,11.42,18.29,154.76,0.0,60.51,22.47,70.69,4.68,0.0,38.07,0.81,3.38,30-Dec-2018 - 00:00,"Collectorate, Gaya - BSPCB"
30-Dec-2018 - 00:00,21.0,1.7,747.14,1.19,9.62,9.67,11.97,25.03,193.57,0.0,65.83,21.15,65.08,4.07,0.0,33.01,0.58,2.78,31-Dec-2018 - 00:00,"Collectorate, Gaya - BSPCB"
31-Dec-2018 - 00:00,18.15,1.15,747.0,0.68,9.2,10.3,11.95,,200.0,0.0,75.4,12.55,3.0,1.95,0.0,34.0,0.3,0.65,01-Jan-2019 - 00:00,"Collectorate, Gaya - BSPCB"
