from date,Benzene,Eth-Benzene,MP-Xylene,O Xylene,Toluene,BP,PM2.5,PM10,RF,SR,Temp,WD,WS,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
18-Dec-2018 - 00:00,3.84,1.42,3.33,1.33,10.24,761.28,53.23,114.26,0.0,106.1,14.27,137.63,1.53,1.02,30.72,37.33,86.98,119.98,32.68,16.94,19-Dec-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
19-Dec-2018 - 00:00,3.34,3.51,8.64,3.77,8.13,760.84,44.56,95.58,0.0,93.75,13.39,173.17,1.34,0.97,32.41,31.38,82.76,102.63,18.67,14.14,20-Dec-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
20-Dec-2018 - 00:00,3.54,3.65,9.75,3.68,8.55,760.88,58.21,125.84,0.0,106.45,14.36,176.28,1.34,1.02,33.3,33.58,87.96,117.32,32.82,15.01,21-Dec-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
21-Dec-2018 - 00:00,3.67,3.29,9.76,3.79,8.11,760.32,62.21,116.72,0.0,102.88,13.69,173.73,1.39,1.02,33.9,56.08,81.47,131.26,33.5,16.38,22-Dec-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
22-Dec-2018 - 00:00,4.48,4.42,12.63,5.34,10.04,760.5,70.78,124.01,0.0,104.77,13.04,160.86,1.46,1.03,37.7,27.89,65.96,90.64,31.14,15.9,23-Dec-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
23-Dec-2018 - 00:00,4.16,0.51,2.14,1.21,7.17,760.8,91.06,141.62,0.0,101.5,13.28,177.03,1.41,1.05,41.59,29.62,64.84,91.62,30.73,13.3,24-Dec-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
24-Dec-2018 - 00:00,3.72,0.5,1.94,1.07,6.97,760.36,74.03,109.2,0.0,101.35,14.37,183.81,1.48,0.97,43.64,29.09,70.85,96.96,30.27,14.48,25-Dec-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
25-Dec-2018 - 00:00,2.74,0.16,0.62,0.36,6.83,760.22,66.73,86.34,0.0,103.25,14.32,124.62,1.73,0.67,39.9,13.65,68.97,79.25,36.87,14.25,26-Dec-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
26-Dec-2018 - 00:00,2.65,0.21,0.94,0.53,6.47,759.49,47.76,112.24,0.0,109.56,12.93,200.78,1.5,0.78,32.39,27.25,65.53,88.16,31.29,20.83,27-Dec-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
27-Dec-2018 - 00:00,2.69,0.21,0.54,0.3,6.34,760.04,51.6,86.34,0.0,102.77,13.24,154.02,1.42,1.14,35.47,34.02,60.07,90.69,29.01,19.29,28-Dec-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
28-Dec-2018 - 00:00,2.55,0.16,0.39,0.22,6.2,760.47,44.59,75.53,0.0,107.05,12.9,140.51,1.64,1.41,34.4,18.16,66.66,80.36,31.68,15.54,29-Dec-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
29-Dec-2018 - 00:00,3.27,0.21,0.55,0.34,6.54,761.51,62.14,106.11,0.0,102.06,12.67,172.94,1.3,1.34,36.87,34.72,70.07,100.06,25.48,14.12,30-Dec-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
30-Dec-2018 - 00:00,2.91,0.19,0.49,0.3,6.68,762.62,57.75,88.89,0.0,104.83,13.65,211.74,1.47,0.93,36.41,22.51,60.05,79.24,32.84,15.63,31-Dec-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
31-Dec-2018 - 00:00,2.38,0.11,0.53,0.3,7.14,762.74,55.22,78.34,0.0,35.77,10.37,324.11,1.38,0.37,49.95,8.9,53.06,61.9,17.03,13.1,01-Jan-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
