from date,BP,PM2.5,PM10,RF,RH,SR,WD,WS,Benzene,Eth-Benzene,MP-Xylene,O Xylene,Ozone,Toluene,CO,NH3,NO,NO2,NOx,SO2,to date,station
01-Jan-2018 - 00:00,781.27,295.24,487.27,0.0,74.36,569.81,175.18,0.6,2.45,0.65,0.4,0.39,13.9,0.85,1.65,4.25,20.39,45.93,,40.76,02-Jan-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
02-Jan-2018 - 00:00,781.34,254.65,431.18,0.0,86.97,690.7,272.77,0.77,2.52,0.39,0.3,0.29,7.94,0.59,1.33,3.65,22.54,42.16,,33.5,03-Jan-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
03-Jan-2018 - 00:00,781.41,163.3,303.61,0.0,88.6,641.25,244.58,0.75,2.25,0.48,0.32,0.33,6.31,0.44,1.41,3.43,25.27,40.85,,25.98,04-Jan-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
04-Jan-2018 - 00:00,781.38,191.86,296.6,0.01,75.9,615.06,150.97,0.59,2.47,1.13,0.51,0.48,20.64,0.46,1.43,4.53,15.93,28.23,,18.97,05-Jan-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
05-Jan-2018 - 00:00,781.33,155.08,276.82,0.0,83.4,598.68,124.88,0.54,1.78,0.08,0.06,0.07,15.21,0.29,1.24,5.31,7.06,25.05,,29.78,06-Jan-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
06-Jan-2018 - 00:00,781.27,213.41,625.3,0.0,79.05,579.16,213.92,0.74,2.76,0.35,0.26,0.24,10.95,0.94,1.39,3.1,22.37,46.46,,49.5,07-Jan-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
07-Jan-2018 - 00:00,781.39,143.65,312.41,0.0,66.93,570.61,204.08,0.75,1.34,0.12,0.13,0.12,11.29,0.27,0.99,1.64,21.19,53.49,,32.68,08-Jan-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
08-Jan-2018 - 00:00,781.54,127.02,292.05,0.0,59.54,569.5,250.62,0.77,2.33,0.34,0.21,0.2,20.51,0.36,0.76,2.5,24.81,54.6,,36.16,09-Jan-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
09-Jan-2018 - 00:00,781.73,146.38,311.6,0.0,63.55,569.59,228.9,0.84,1.84,0.72,0.4,0.84,17.62,0.38,0.79,1.97,14.69,44.8,,30.65,10-Jan-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
10-Jan-2018 - 00:00,773.61,115.56,503.91,0.0,57.01,570.0,288.52,1.11,1.42,0.29,0.29,0.27,16.22,0.54,0.84,2.48,18.06,55.34,,46.15,11-Jan-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
11-Jan-2018 - 00:00,764.57,126.13,497.32,0.0,54.39,571.42,265.75,1.15,1.44,0.13,0.16,0.21,16.28,0.4,1.05,3.35,21.61,55.5,,29.7,12-Jan-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
12-Jan-2018 - 00:00,764.45,130.49,363.84,0.0,47.43,578.22,241.93,0.71,1.9,1.12,0.61,0.67,17.33,0.55,1.15,3.91,32.88,52.21,,51.5,13-Jan-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
13-Jan-2018 - 00:00,764.47,155.66,431.24,0.0,55.01,571.49,222.53,0.74,2.57,2.34,1.26,1.41,12.63,1.24,0.99,3.17,32.53,56.2,,60.44,14-Jan-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
14-Jan-2018 - 00:00,764.46,110.46,304.55,0.0,51.06,573.98,203.76,0.64,,,,,20.03,,0.73,3.28,20.69,47.94,,43.57,15-Jan-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
15-Jan-2018 - 00:00,764.49,121.98,339.66,0.0,56.09,580.06,264.95,1.15,1.15,0.17,0.14,0.16,22.38,0.52,0.76,1.68,19.99,54.58,,51.06,16-Jan-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
16-Jan-2018 - 00:00,764.25,144.01,371.54,0.0,44.26,597.15,254.37,0.9,0.96,0.2,0.16,0.17,17.26,0.24,1.09,1.16,30.94,54.03,117.45,46.29,17-Jan-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
17-Jan-2018 - 00:00,764.29,194.96,433.1,0.0,62.74,612.28,142.65,0.65,5.99,0.72,0.08,1.17,22.86,0.59,1.25,6.54,7.4,29.44,36.84,67.51,18-Jan-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
18-Jan-2018 - 00:00,764.38,179.0,460.24,0.0,79.83,653.47,169.93,0.65,6.37,2.05,0.69,1.41,12.16,1.03,1.59,5.61,28.92,42.45,71.36,54.2,19-Jan-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
19-Jan-2018 - 00:00,764.47,199.64,556.31,0.0,81.09,578.04,243.2,0.76,4.02,11.09,4.05,3.8,8.11,1.48,1.16,0.87,19.13,47.84,59.32,49.92,20-Jan-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
20-Jan-2018 - 00:00,764.29,56.63,292.58,0.0,59.13,571.8,189.44,0.47,0.53,0.04,0.03,0.02,5.66,0.28,0.61,2.03,14.7,41.27,37.32,36.11,21-Jan-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
21-Jan-2018 - 00:00,764.28,126.93,364.48,0.0,65.44,571.64,119.43,0.51,0.79,0.06,0.04,0.03,10.3,0.42,1.11,0.08,14.38,42.13,57.91,18.63,22-Jan-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
22-Jan-2018 - 00:00,764.13,187.92,418.09,0.0,63.92,610.83,140.82,0.52,1.34,0.24,0.17,0.14,13.26,0.2,0.97,6.7,7.79,30.57,37.19,37.4,23-Jan-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
23-Jan-2018 - 00:00,763.95,117.04,282.74,0.0,68.03,583.96,136.97,0.66,1.04,0.14,0.09,0.1,19.9,0.26,0.81,13.73,7.8,23.7,31.52,36.68,24-Jan-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
24-Jan-2018 - 00:00,764.28,91.53,243.14,0.02,90.79,585.39,275.42,1.13,5.19,1.76,1.27,2.89,4.79,1.76,0.78,4.34,26.73,38.21,60.73,30.09,25-Jan-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
25-Jan-2018 - 00:00,759.8,150.11,289.09,0.0,91.98,600.6,238.54,0.9,0.67,0.1,0.04,0.06,7.87,1.23,0.71,6.03,20.09,33.3,53.39,26.44,26-Jan-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
26-Jan-2018 - 00:00,763.94,274.37,513.8,0.0,87.71,568.65,218.49,0.77,3.74,0.53,0.32,0.28,9.96,3.48,1.49,6.39,28.4,30.4,58.8,63.27,27-Jan-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
27-Jan-2018 - 00:00,764.25,167.53,332.86,0.01,86.36,574.75,228.17,0.71,1.69,0.09,0.08,0.08,7.32,3.25,1.08,3.62,18.89,33.84,52.73,63.13,28-Jan-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
28-Jan-2018 - 00:00,762.55,228.29,466.86,0.01,77.15,568.69,233.03,0.73,2.49,0.49,0.3,0.24,8.11,3.89,1.22,2.07,27.92,39.77,67.69,58.11,29-Jan-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
29-Jan-2018 - 00:00,764.46,177.68,355.28,0.0,71.59,577.71,219.23,0.76,1.0,0.06,0.05,0.05,10.08,2.05,0.69,3.07,30.37,46.39,76.76,47.96,30-Jan-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
30-Jan-2018 - 00:00,755.46,150.07,430.4,0.0,51.42,569.37,289.3,1.34,1.16,0.03,0.03,0.03,15.97,2.38,0.68,6.25,21.18,50.75,64.74,70.59,31-Jan-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
31-Jan-2018 - 00:00,764.35,166.28,393.13,0.0,54.57,569.65,273.86,1.22,0.0,0.0,0.0,0.0,13.31,0.0,0.96,6.23,29.54,55.06,84.58,39.53,01-Feb-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
01-Feb-2018 - 00:00,764.33,152.99,371.62,0.0,50.95,569.72,187.3,0.62,0.22,0.21,0.13,0.15,13.2,2.38,0.79,4.0,27.74,49.82,75.83,70.75,02-Feb-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
02-Feb-2018 - 00:00,764.15,203.48,387.66,0.0,71.23,569.45,252.15,0.74,1.74,1.0,0.66,0.72,13.22,13.92,1.04,5.96,21.53,40.38,61.91,56.14,03-Feb-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
03-Feb-2018 - 00:00,764.36,149.41,340.97,0.0,43.41,569.55,222.35,1.41,0.37,0.22,0.07,0.09,30.96,5.28,0.79,7.3,16.13,39.15,55.28,140.74,04-Feb-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
04-Feb-2018 - 00:00,760.61,167.07,464.15,0.0,44.32,575.11,255.48,1.32,1.85,0.19,0.34,0.34,29.33,6.3,0.64,4.25,26.22,48.71,74.9,47.2,05-Feb-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
05-Feb-2018 - 00:00,764.64,143.57,350.07,0.0,52.54,569.98,213.94,0.73,1.32,0.52,0.38,0.41,15.63,14.69,0.58,2.55,20.48,42.02,62.48,46.53,06-Feb-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
06-Feb-2018 - 00:00,764.63,202.3,440.9,0.0,43.09,570.0,288.54,1.74,0.65,0.23,0.16,0.17,23.68,2.22,0.58,8.14,17.65,38.59,56.24,126.82,07-Feb-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
07-Feb-2018 - 00:00,764.4,104.88,359.62,0.0,46.06,569.99,259.26,1.14,0.22,0.02,0.03,0.07,22.21,0.05,0.61,4.47,20.65,48.72,48.56,57.98,08-Feb-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
08-Feb-2018 - 00:00,764.33,188.6,431.14,0.0,31.12,569.98,256.15,1.23,1.46,1.28,0.72,0.78,17.38,1.21,1.04,3.02,20.33,44.21,61.63,122.64,09-Feb-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
09-Feb-2018 - 00:00,764.29,190.25,404.5,0.0,37.93,571.2,217.67,0.79,0.31,0.07,0.06,0.05,23.32,0.08,0.84,2.79,17.59,45.88,63.47,86.91,10-Feb-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
10-Feb-2018 - 00:00,764.46,218.88,445.69,0.0,46.82,570.99,129.89,0.59,4.3,3.33,2.59,2.7,26.72,1.64,1.2,4.11,16.38,35.71,52.09,73.61,11-Feb-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
11-Feb-2018 - 00:00,764.37,153.87,324.42,0.0,47.53,577.55,149.7,0.65,2.84,3.37,1.82,1.57,19.95,0.89,0.58,2.18,11.19,39.53,50.72,77.26,12-Feb-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
12-Feb-2018 - 00:00,764.56,25.12,162.41,0.0,72.3,570.1,125.06,0.91,0.43,0.06,0.05,0.03,21.72,0.08,0.57,2.34,6.87,24.8,31.67,47.75,13-Feb-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
13-Feb-2018 - 00:00,759.05,128.89,243.83,0.0,79.11,665.95,229.42,1.11,1.01,0.56,0.29,0.23,12.78,0.37,0.73,0.83,15.59,34.85,50.38,67.09,14-Feb-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
14-Feb-2018 - 00:00,765.04,135.53,322.28,0.0,63.39,570.61,299.95,1.76,0.72,0.93,0.35,0.24,16.38,0.44,0.53,1.17,25.33,44.67,70.0,81.78,15-Feb-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
15-Feb-2018 - 00:00,764.71,96.15,243.7,0.0,58.88,570.37,291.56,1.48,0.38,0.28,0.12,0.09,18.0,0.05,0.66,23.25,58.57,90.28,143.87,54.28,16-Feb-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
16-Feb-2018 - 00:00,764.68,136.57,304.98,0.0,62.44,571.44,282.89,1.15,1.05,1.52,0.97,0.9,14.84,0.64,0.65,39.38,59.49,125.19,184.67,20.32,17-Feb-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
17-Feb-2018 - 00:00,764.29,119.29,262.11,0.0,64.1,581.03,287.86,1.12,0.68,0.11,0.11,0.12,26.17,0.17,0.74,36.61,83.05,155.24,238.29,6.34,18-Feb-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
18-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,19-Feb-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
19-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,20-Feb-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
20-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,21-Feb-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
21-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,22-Feb-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
22-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,23-Feb-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
23-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,24-Feb-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
24-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,25-Feb-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
25-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,26-Feb-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
26-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,27-Feb-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
27-Feb-2018 - 00:00,,132.22,,,,,,,,,,,,,0.94,20.16,,111.41,,67.38,28-Feb-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
28-Feb-2018 - 00:00,,133.08,284.08,,,,,,,,,,,,0.73,,,74.39,,47.63,01-Mar-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
01-Mar-2018 - 00:00,,171.52,342.13,,,,,,,,,,,,0.85,,,77.32,,65.47,02-Mar-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
02-Mar-2018 - 00:00,,,223.72,,,,,,,,,,,,0.72,24.33,,42.22,,23.8,03-Mar-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
03-Mar-2018 - 00:00,,97.8,211.52,,,,,,,,,,,,0.6,21.77,,40.31,,,04-Mar-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
04-Mar-2018 - 00:00,,101.49,210.75,,,,,,,,,,,,0.52,19.6,,59.69,,,05-Mar-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
05-Mar-2018 - 00:00,,95.55,183.96,,,,,,,,,,,,0.63,,,71.01,,44.86,06-Mar-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
06-Mar-2018 - 00:00,,115.48,256.73,,,,,,,,,,,,0.54,,,93.9,,71.14,07-Mar-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
07-Mar-2018 - 00:00,,116.59,230.24,,,,,,,,,,,,0.81,12.69,,101.06,,,08-Mar-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
08-Mar-2018 - 00:00,,149.73,296.47,,,,,,,,,,,,0.87,,,78.62,,45.9,09-Mar-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
09-Mar-2018 - 00:00,,140.28,275.47,,,,,,,,,,,,0.77,,,92.87,,70.57,10-Mar-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
10-Mar-2018 - 00:00,,,286.0,,,,,,,,,,,,0.63,13.45,,86.69,,95.43,11-Mar-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
11-Mar-2018 - 00:00,,,242.36,,,,,,,,,,,,0.73,12.85,,99.24,,69.26,12-Mar-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
12-Mar-2018 - 00:00,,161.14,327.42,,,,,,,,,,,,0.75,12.19,,,,77.61,13-Mar-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
13-Mar-2018 - 00:00,,182.76,340.77,,,,,,,,,,,,0.64,13.81,,82.59,,,14-Mar-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
14-Mar-2018 - 00:00,,125.74,284.54,,,,,,,,,,,,0.55,,,79.36,,58.29,15-Mar-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
15-Mar-2018 - 00:00,,166.14,341.71,,,,,,,,,,,,0.54,13.57,,,,76.59,16-Mar-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
16-Mar-2018 - 00:00,,191.4,423.01,,,,,,,,,,,,0.75,17.29,,,,93.14,17-Mar-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
17-Mar-2018 - 00:00,,128.76,283.24,,,,,,,,,,,,0.67,,,89.4,,72.25,18-Mar-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
18-Mar-2018 - 00:00,,225.56,298.48,,,,,,,,,,,,0.56,9.52,,77.39,,,19-Mar-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
19-Mar-2018 - 00:00,,189.14,330.26,,,,,,,,,,,,0.77,8.3,,,,77.45,20-Mar-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
20-Mar-2018 - 00:00,,210.34,385.53,,,,,,,,,,,,0.83,,,85.46,,54.99,21-Mar-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
21-Mar-2018 - 00:00,,141.32,327.5,,,,,,,,,,,,0.75,,,40.71,,78.52,22-Mar-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
22-Mar-2018 - 00:00,,143.6,287.16,,,,,,,,,,,,,10.0,,10.0,,75.44,23-Mar-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
23-Mar-2018 - 00:00,,171.69,,,,,,,,,,,,,0.72,10.0,,10.0,,82.34,24-Mar-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
24-Mar-2018 - 00:00,,151.05,322.61,,,,,,,,,,,,0.76,,,10.0,,73.26,25-Mar-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
25-Mar-2018 - 00:00,,128.06,316.15,,,,,,,,,,,,,10.0,,10.0,,64.94,26-Mar-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
26-Mar-2018 - 00:00,,176.35,,,,,,,,,,,,,0.67,10.0,,10.0,,,27-Mar-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
27-Mar-2018 - 00:00,,148.56,258.98,,,,,,,,,,,,0.64,,,10.0,,59.59,28-Mar-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
28-Mar-2018 - 00:00,,187.47,373.89,,,,,,,,,,,,0.83,10.0,,,,81.98,29-Mar-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
29-Mar-2018 - 00:00,,134.99,323.07,,,,,,,,,,,,0.97,10.26,,45.7,,,30-Mar-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
30-Mar-2018 - 00:00,,187.9,,,,,,,,,,,,,0.86,17.45,,100.08,,84.94,31-Mar-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
31-Mar-2018 - 00:00,,233.97,454.76,,,,,,,,,,,,0.82,,,67.37,,62.93,01-Apr-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
01-Apr-2018 - 00:00,,107.9,229.35,,,,,,,,,,,,0.73,,,41.38,,48.88,02-Apr-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
02-Apr-2018 - 00:00,,,268.03,,,,,,,,,,,,0.6,17.96,,66.34,,41.88,03-Apr-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
03-Apr-2018 - 00:00,,,319.64,,,,,,,,,,,,0.78,0.57,,64.48,,71.16,04-Apr-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
04-Apr-2018 - 00:00,,165.44,323.67,,,,,,,,,,,,0.84,,,75.64,,66.92,05-Apr-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
05-Apr-2018 - 00:00,,235.0,454.62,,,,,,,,,,,,1.13,11.1,,,,101.77,06-Apr-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
06-Apr-2018 - 00:00,,,386.12,,,,,,,,,,,,0.98,9.35,,77.13,,83.35,07-Apr-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
07-Apr-2018 - 00:00,,68.94,171.53,,,,,,,,,,,,0.76,2.18,,,,33.02,08-Apr-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
08-Apr-2018 - 00:00,,68.26,,,,,,,,,,,,,0.7,3.61,,60.21,,17.86,09-Apr-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
09-Apr-2018 - 00:00,,,164.7,,,,,,,,,,,,0.48,9.32,,54.29,,25.15,10-Apr-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
10-Apr-2018 - 00:00,,140.14,381.68,,,,,,,,,,,,0.44,23.57,,82.57,,50.06,11-Apr-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
11-Apr-2018 - 00:00,,65.71,161.77,,,,,,,,,,,,0.51,19.88,,42.14,,32.64,12-Apr-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
12-Apr-2018 - 00:00,,50.15,130.12,,,,,,,,,,,,0.32,16.04,,64.68,,27.03,13-Apr-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
13-Apr-2018 - 00:00,,160.85,311.62,,,,,,,,,,,,0.68,6.54,,105.58,,78.18,14-Apr-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
14-Apr-2018 - 00:00,,195.97,382.52,,,,,,,,,,,,0.62,11.69,,106.68,,81.21,15-Apr-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
15-Apr-2018 - 00:00,,148.96,366.25,,,,,,,,,,,,0.51,12.28,,86.67,,63.14,16-Apr-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
16-Apr-2018 - 00:00,,171.82,393.9,,,,,,,,,,,,0.47,10.6,,92.45,,53.01,17-Apr-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
17-Apr-2018 - 00:00,,142.78,352.85,,,,,,,,,,,,0.47,10.95,,88.19,,79.01,18-Apr-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
18-Apr-2018 - 00:00,,175.68,448.59,,,,,,,,,,,,0.59,7.77,,87.41,,59.19,19-Apr-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
19-Apr-2018 - 00:00,,157.02,438.14,,,,,,,,,,,,0.56,11.91,,115.72,,74.61,20-Apr-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
20-Apr-2018 - 00:00,,212.86,565.57,,,,,,,,,,,,0.38,12.29,,70.35,,59.9,21-Apr-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
21-Apr-2018 - 00:00,,311.75,597.71,,,,,,,,,,,,0.47,9.18,,96.92,,72.81,22-Apr-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
22-Apr-2018 - 00:00,,125.7,355.99,,,,,,,,,,,,0.47,6.79,,122.99,,77.98,23-Apr-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
23-Apr-2018 - 00:00,,149.1,370.67,,,,,,,,,,,,0.54,5.14,,99.94,,64.21,24-Apr-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
24-Apr-2018 - 00:00,,179.93,389.53,,,,,,,,,,,,0.81,14.72,,97.61,,70.35,25-Apr-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
25-Apr-2018 - 00:00,,161.44,370.49,,,,,,,,,,,,0.52,6.67,,108.23,,40.6,26-Apr-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
26-Apr-2018 - 00:00,,177.98,385.47,,,,,,,,,,,,0.56,10.33,,103.27,,44.81,27-Apr-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
27-Apr-2018 - 00:00,,146.0,365.65,,,,,,,,,,,,0.89,34.94,,44.36,,25.73,28-Apr-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
28-Apr-2018 - 00:00,,141.01,357.68,,,,,,,,,,,,0.6,20.89,,37.96,,28.75,29-Apr-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
29-Apr-2018 - 00:00,,155.36,331.11,,,,,,,,,,,,0.41,14.34,,64.95,,37.08,30-Apr-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
30-Apr-2018 - 00:00,,127.72,287.16,,,,,,,,,,,,0.41,9.96,,74.99,,38.07,01-May-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
01-May-2018 - 00:00,,144.35,204.37,,,,,,,,,,,,0.65,21.57,,31.45,,16.13,02-May-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
02-May-2018 - 00:00,,111.26,281.44,,,,,,,,,,,,0.52,20.17,,37.22,,23.86,03-May-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
03-May-2018 - 00:00,,67.68,171.76,,,,,,,,,,,,0.5,18.73,,52.59,,25.72,04-May-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
04-May-2018 - 00:00,,76.12,157.43,,,,,,,,,,,,0.56,17.6,,34.34,,29.76,05-May-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
05-May-2018 - 00:00,,132.94,272.6,,,,,,,,,,,,0.71,10.96,,63.81,,35.85,06-May-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
06-May-2018 - 00:00,,226.93,477.08,,,,,,,,,,,,0.7,8.26,,63.71,,21.13,07-May-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
07-May-2018 - 00:00,,156.66,419.92,,,,,,,,,,,,0.56,5.63,,87.65,,28.79,08-May-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
