from date,AT,BP,PM10,PM2.5,RH,SR,WD,WS,VWS,Benzene,Toluene,P-Xylene,NH3,NO,NOx,NO2,CO,Ozone,SO2,to date,station
20-Dec-2018 - 00:00,12.11,995.73,403.95,319.89,60.56,185.25,125.23,1.02,,11.14,106.72,,43.03,147.57,159.3,73.29,4.54,41.45,13.9,21-Dec-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
21-Dec-2018 - 00:00,11.8,994.49,367.66,270.99,71.58,183.63,110.2,0.96,,7.67,91.46,,43.86,110.61,125.32,66.06,3.36,40.45,11.3,22-Dec-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
22-Dec-2018 - 00:00,11.58,994.88,538.15,432.32,70.29,166.47,147.21,0.71,,10.8,103.83,,48.87,114.55,135.04,78.3,3.58,44.21,12.4,23-Dec-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
23-Dec-2018 - 00:00,11.83,995.57,526.1,468.27,64.01,169.68,137.82,0.57,,12.38,104.65,,50.68,58.55,78.77,58.36,4.57,37.88,9.28,24-Dec-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
24-Dec-2018 - 00:00,11.9,994.81,494.95,433.81,76.71,169.81,127.31,0.96,,10.13,88.07,,45.16,65.9,77.38,53.07,3.99,37.6,10.73,25-Dec-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
25-Dec-2018 - 00:00,12.54,994.13,333.42,269.88,43.98,180.06,101.61,1.31,,6.9,68.44,,42.32,16.3,37.0,48.35,2.96,39.09,10.33,26-Dec-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
26-Dec-2018 - 00:00,11.59,992.68,342.71,256.29,49.61,183.07,98.8,1.02,,7.8,70.35,,38.97,64.7,80.8,52.75,4.36,36.79,10.31,27-Dec-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
27-Dec-2018 - 00:00,12.42,993.81,431.62,342.17,36.13,167.91,165.98,0.92,,12.31,103.62,,43.29,100.2,102.25,59.21,3.86,39.92,12.86,28-Dec-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
28-Dec-2018 - 00:00,11.78,994.3,396.42,288.21,32.99,172.92,97.47,1.41,,8.47,78.92,,45.65,26.01,51.13,56.26,1.66,22.95,11.36,29-Dec-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
29-Dec-2018 - 00:00,22.5,927.79,395.62,260.58,58.39,180.78,130.53,4.85,,9.65,84.09,,40.98,116.15,126.79,60.34,2.64,31.31,11.62,30-Dec-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
30-Dec-2018 - 00:00,49.74,807.95,504.42,353.88,71.64,179.93,248.61,11.25,,11.57,117.42,,44.27,118.41,134.92,72.16,3.01,32.97,11.57,31-Dec-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
31-Dec-2018 - 00:00,49.8,787.5,580.0,431.0,99.3,4.8,313.25,9.5,,9.2,95.3,,43.5,80.05,95.2,56.25,3.1,10.6,6.3,01-Jan-2019 - 00:00,"Sonia Vihar, Delhi - DPCC"
