from date,Temp,CO,Ozone,NO,NO2,NOx,SO2,PM2.5,Benzene,Toluene,Xylene,AT,RH,WS,WD,SR,BP,VWS,to date,station
20-Nov-2018 - 00:00,32.09,3.13,,22.18,5.46,14.7,31.34,276.69,4.86,33.09,24.6,18.98,68.29,0.3,173.88,43.2,754.97,-0.12,21-Nov-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
21-Nov-2018 - 00:00,32.09,2.44,,31.0,2.62,18.15,38.33,282.09,4.71,31.27,20.77,18.6,69.14,0.3,182.0,44.57,755.24,-0.11,22-Nov-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
22-Nov-2018 - 00:00,32.03,3.0,,32.78,6.18,19.73,34.58,230.2,4.84,31.86,23.86,18.49,64.67,0.3,187.04,50.0,755.48,-0.11,23-Nov-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
23-Nov-2018 - 00:00,31.21,2.42,,15.0,12.65,12.38,31.4,211.19,3.85,27.75,18.55,17.84,66.2,0.3,185.56,35.33,755.28,-0.11,24-Nov-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
24-Nov-2018 - 00:00,31.15,2.64,,14.03,10.64,11.27,34.61,210.79,3.41,27.75,11.16,18.16,63.6,0.3,180.81,48.7,755.38,-0.13,25-Nov-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
25-Nov-2018 - 00:00,31.08,3.27,,16.92,8.99,12.45,33.71,260.05,4.49,30.84,12.12,17.66,68.87,0.3,177.0,44.22,755.06,-0.11,26-Nov-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
26-Nov-2018 - 00:00,31.3,3.1,,40.63,6.7,24.69,35.25,257.38,5.81,34.75,22.31,18.08,66.36,0.3,172.21,41.59,754.97,-0.12,27-Nov-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
27-Nov-2018 - 00:00,31.24,3.23,,23.79,8.59,16.54,43.68,192.91,4.45,29.15,21.53,19.54,66.3,0.3,138.68,43.81,755.7,-0.14,28-Nov-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
28-Nov-2018 - 00:00,31.61,2.49,,38.44,28.49,33.49,51.91,167.23,3.79,26.13,19.38,19.56,66.97,0.3,155.46,38.26,755.87,-0.12,29-Nov-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
29-Nov-2018 - 00:00,31.76,3.73,,28.16,12.4,20.3,52.1,196.77,4.04,25.89,18.91,19.29,69.17,0.3,154.67,34.94,756.01,-0.12,30-Nov-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
30-Nov-2018 - 00:00,31.4,2.94,,16.14,9.53,12.26,44.22,193.29,3.85,26.24,17.78,19.67,66.8,0.3,192.62,36.23,755.87,-0.12,01-Dec-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
01-Dec-2018 - 00:00,32.34,2.97,,12.44,7.31,9.37,32.63,258.69,3.58,26.25,14.48,18.31,70.81,0.3,189.73,33.74,754.94,-0.1,02-Dec-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
02-Dec-2018 - 00:00,32.43,2.85,,13.52,4.68,9.41,31.78,247.91,3.75,28.46,13.88,17.57,65.13,0.3,188.76,35.41,754.39,-0.12,03-Dec-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
03-Dec-2018 - 00:00,32.36,3.13,,38.32,24.51,32.72,34.11,264.95,4.13,25.32,15.95,16.46,64.12,0.3,190.95,35.17,755.11,-0.11,04-Dec-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
04-Dec-2018 - 00:00,32.51,3.56,,58.18,108.19,66.44,24.25,283.87,4.66,26.61,19.81,16.28,65.22,0.3,173.87,32.14,755.72,-0.12,05-Dec-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
05-Dec-2018 - 00:00,32.76,2.98,,32.57,111.96,48.75,28.43,289.69,4.46,25.66,16.47,15.67,73.03,0.3,190.68,23.17,754.69,-0.13,06-Dec-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
06-Dec-2018 - 00:00,32.91,2.92,,19.2,59.87,27.17,25.25,261.18,4.08,27.18,15.13,16.03,67.86,0.3,180.89,31.55,754.04,-0.11,07-Dec-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
07-Dec-2018 - 00:00,32.23,2.9,,10.42,17.89,10.95,25.03,244.76,3.65,24.88,14.48,15.24,65.14,0.3,190.15,33.1,754.38,-0.11,08-Dec-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
08-Dec-2018 - 00:00,32.31,2.92,,22.67,41.83,24.56,30.94,280.69,4.0,25.29,13.3,14.75,63.78,0.3,186.51,30.72,755.26,-0.11,09-Dec-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
09-Dec-2018 - 00:00,31.65,2.22,,25.15,18.8,19.87,45.94,249.43,4.23,27.31,14.68,15.35,63.29,0.3,200.18,36.38,754.83,-0.11,10-Dec-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
10-Dec-2018 - 00:00,32.53,3.68,,32.86,9.47,22.12,39.06,299.83,5.47,28.45,25.19,15.45,66.7,0.3,175.37,30.89,754.65,-0.13,11-Dec-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
11-Dec-2018 - 00:00,33.48,2.35,,48.43,47.37,49.46,42.98,248.48,4.69,28.39,24.84,16.38,65.28,0.3,166.18,26.3,754.48,-0.12,12-Dec-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
12-Dec-2018 - 00:00,32.91,3.26,,52.14,18.98,33.55,44.97,218.46,5.51,29.49,30.87,19.12,62.04,0.3,162.52,29.84,755.18,-0.14,13-Dec-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
13-Dec-2018 - 00:00,33.14,2.78,,36.67,20.16,24.47,35.17,227.34,5.19,30.46,28.06,16.9,71.17,0.3,169.8,27.15,755.93,-0.11,14-Dec-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
14-Dec-2018 - 00:00,33.03,1.84,,16.38,21.06,12.4,42.37,245.7,4.31,26.44,19.96,16.17,72.16,0.3,183.41,29.35,756.5,-0.11,15-Dec-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
15-Dec-2018 - 00:00,32.27,1.22,,12.37,20.08,9.7,37.26,157.3,3.01,23.81,12.83,15.85,59.24,0.32,214.67,34.44,757.06,-0.11,16-Dec-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
16-Dec-2018 - 00:00,31.92,1.28,,13.69,19.14,10.27,36.08,151.62,3.02,25.17,11.61,16.39,54.04,0.3,214.78,34.26,757.1,-0.13,17-Dec-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
17-Dec-2018 - 00:00,32.19,1.46,,12.86,18.48,9.59,37.96,250.0,3.42,21.62,12.35,15.08,62.68,0.3,207.56,13.44,756.51,-0.12,18-Dec-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
18-Dec-2018 - 00:00,32.78,1.09,,12.07,17.33,8.82,36.13,198.65,3.26,18.0,11.44,12.96,84.34,0.31,177.04,23.13,756.15,-0.12,19-Dec-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
19-Dec-2018 - 00:00,32.34,2.05,,28.7,41.34,26.41,32.49,176.4,3.38,19.97,13.33,13.43,77.03,0.46,200.5,59.31,756.01,-0.12,20-Dec-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
20-Dec-2018 - 00:00,32.24,2.81,,14.35,15.96,12.84,28.19,333.96,4.2,21.52,14.72,13.57,67.52,0.31,186.65,54.2,755.94,-0.12,21-Dec-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
21-Dec-2018 - 00:00,31.95,2.23,,10.55,9.71,8.91,29.01,351.81,3.93,24.45,13.04,12.94,68.16,0.34,187.11,52.02,755.35,-0.11,22-Dec-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
22-Dec-2018 - 00:00,31.42,2.28,,21.43,7.99,14.48,32.38,432.98,4.25,22.93,15.99,12.36,64.73,0.31,189.72,51.84,755.94,-0.12,23-Dec-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
23-Dec-2018 - 00:00,31.51,2.36,,9.69,6.21,7.48,28.09,269.98,3.59,23.54,10.55,13.24,62.82,0.32,188.94,55.83,755.9,-0.12,24-Dec-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
24-Dec-2018 - 00:00,31.53,1.88,,7.12,5.3,5.7,32.81,240.26,3.6,25.33,10.15,13.23,59.99,0.36,204.15,54.13,755.13,-0.11,25-Dec-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
25-Dec-2018 - 00:00,31.4,1.9,,6.95,4.7,5.39,27.81,245.51,3.09,24.21,8.39,12.5,61.17,0.39,198.65,56.47,754.95,-0.18,26-Dec-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
26-Dec-2018 - 00:00,31.5,2.2,,17.79,4.23,11.17,34.44,269.35,3.89,26.7,13.55,11.89,59.2,0.36,196.15,57.38,754.94,-0.11,27-Dec-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
27-Dec-2018 - 00:00,31.39,2.15,,11.37,6.33,8.47,28.69,235.96,4.02,28.2,14.44,11.78,57.53,0.48,197.47,51.22,754.86,-0.11,28-Dec-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
28-Dec-2018 - 00:00,31.35,1.78,,24.48,11.85,21.49,28.6,205.98,3.59,25.18,11.12,11.27,55.94,0.6,207.1,54.44,754.95,-0.12,29-Dec-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
29-Dec-2018 - 00:00,31.04,2.67,15.4,60.14,108.38,74.62,45.76,258.41,4.25,25.25,13.95,11.02,60.54,0.33,199.41,53.74,756.54,-0.11,30-Dec-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
30-Dec-2018 - 00:00,30.44,2.56,58.79,40.38,163.72,62.79,24.52,334.81,4.4,25.8,11.56,10.96,63.27,0.34,192.45,52.57,757.48,-0.11,31-Dec-2018 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
31-Dec-2018 - 00:00,32.3,2.52,12.64,0.94,136.9,36.0,8.72,334.0,5.4,27.97,10.66,7.45,74.5,0.3,160.0,8.0,757.0,-0.1,01-Jan-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
