from date,Temp,CO,Ozone,NO,NO2,NOx,NH3,SO2,PM2.5,PM10,Benzene,Toluene,Xylene,AT,RH,WS,WD,SR,BP,to date,station
11-Nov-2018 - 00:00,29.51,0.38,29.33,1.27,14.66,8.83,10.45,7.63,46.89,98.36,0.07,0.86,0.0,27.1,41.84,6.55,73.11,117.27,710.07,12-Nov-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
12-Nov-2018 - 00:00,29.59,0.36,31.43,1.35,16.19,9.68,9.78,10.18,54.16,121.42,0.07,0.73,0.0,26.22,40.38,8.07,60.47,117.59,707.9,13-Nov-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
13-Nov-2018 - 00:00,29.57,0.49,25.6,1.33,17.84,10.56,13.94,10.52,55.28,121.12,0.11,2.54,0.01,26.24,40.98,6.65,63.34,113.86,712.45,14-Nov-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
14-Nov-2018 - 00:00,29.38,0.5,25.01,1.38,25.3,14.53,13.12,10.45,62.97,141.69,0.1,1.23,0.02,26.61,43.12,5.81,70.12,111.45,711.51,15-Nov-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
15-Nov-2018 - 00:00,29.39,0.41,23.12,2.24,21.65,13.34,12.68,10.03,46.91,101.2,0.08,1.69,0.0,27.09,44.62,7.42,62.59,112.14,717.29,16-Nov-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
16-Nov-2018 - 00:00,29.39,0.45,14.87,1.78,21.01,12.58,12.0,4.28,36.21,92.01,0.11,1.96,0.02,27.76,53.95,4.67,122.47,108.49,711.19,17-Nov-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
17-Nov-2018 - 00:00,29.41,0.39,10.5,1.68,14.09,8.82,11.3,3.82,21.55,61.71,0.1,2.5,0.05,28.1,64.83,4.16,133.94,96.53,712.82,18-Nov-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
18-Nov-2018 - 00:00,29.44,0.38,10.44,1.5,10.75,6.95,10.23,3.94,18.06,45.53,0.08,2.2,0.01,28.0,65.7,4.61,138.68,103.08,717.57,19-Nov-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
19-Nov-2018 - 00:00,29.47,0.44,10.52,1.5,14.32,8.83,9.36,3.34,24.11,63.02,0.08,2.13,0.02,28.01,63.92,5.14,143.44,100.38,721.75,20-Nov-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
20-Nov-2018 - 00:00,,,,,,,,,,,,,,,,,,,,21-Nov-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
21-Nov-2018 - 00:00,29.51,0.36,34.84,1.15,18.01,10.46,9.18,5.89,45.43,117.26,0.04,0.79,0.01,28.29,47.22,9.0,83.61,132.41,715.52,22-Nov-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
22-Nov-2018 - 00:00,29.34,0.52,19.69,1.31,19.08,11.21,9.87,4.82,62.93,133.74,0.13,3.03,0.02,26.64,54.61,4.69,126.84,95.6,716.82,23-Nov-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
23-Nov-2018 - 00:00,29.28,0.52,19.43,1.37,20.95,12.25,10.06,5.66,65.15,130.51,0.11,2.22,0.01,26.13,57.1,4.13,99.92,72.37,716.7,24-Nov-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
24-Nov-2018 - 00:00,29.47,0.53,26.61,1.39,23.29,13.49,10.51,7.36,66.79,143.68,0.17,3.33,0.03,26.6,49.75,4.75,95.75,102.8,718.49,25-Nov-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
25-Nov-2018 - 00:00,29.46,0.48,32.19,1.17,20.07,11.63,9.38,6.89,62.6,128.6,0.1,2.38,0.01,26.1,45.79,5.17,90.02,99.98,712.69,26-Nov-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
26-Nov-2018 - 00:00,29.56,0.46,33.08,1.15,21.06,12.12,8.51,6.64,54.24,130.51,0.09,1.29,0.01,25.55,43.86,5.55,88.81,104.21,708.71,27-Nov-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
27-Nov-2018 - 00:00,29.31,0.66,21.7,1.68,29.13,16.86,10.18,6.4,66.11,145.94,0.19,3.34,0.07,25.11,50.15,3.84,130.6,101.07,708.15,28-Nov-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
28-Nov-2018 - 00:00,29.42,0.63,23.0,1.3,25.64,14.65,11.26,5.07,71.7,147.92,0.16,3.3,0.07,25.19,53.12,3.72,129.72,101.17,708.14,29-Nov-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
29-Nov-2018 - 00:00,29.58,0.61,26.41,1.5,24.31,14.15,10.51,5.72,61.95,132.74,0.12,2.01,0.04,26.97,47.81,5.11,103.6,132.55,709.47,30-Nov-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
30-Nov-2018 - 00:00,29.41,0.47,29.02,1.16,22.81,13.08,10.25,7.78,60.98,123.7,0.08,1.31,0.0,25.34,48.7,5.21,99.7,98.17,708.01,01-Dec-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
01-Dec-2018 - 00:00,29.33,0.55,22.55,1.32,22.74,13.15,10.32,5.69,65.46,126.33,0.1,1.82,0.02,25.01,53.06,4.01,110.1,95.97,707.75,02-Dec-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
02-Dec-2018 - 00:00,29.29,0.68,19.43,1.45,23.11,13.48,11.26,4.44,70.41,133.86,0.16,3.9,0.06,24.65,56.6,3.52,130.49,93.23,719.14,03-Dec-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
03-Dec-2018 - 00:00,29.39,0.64,19.02,1.26,20.98,12.19,11.44,4.37,73.35,136.15,0.16,3.56,0.05,24.71,60.84,4.33,135.85,87.57,812.49,04-Dec-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
04-Dec-2018 - 00:00,29.3,0.6,20.7,1.24,19.66,11.46,11.34,4.21,77.02,136.64,0.12,1.9,0.04,24.91,63.56,4.61,132.51,70.8,900.12,05-Dec-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
05-Dec-2018 - 00:00,29.4,0.72,16.16,1.46,18.52,11.04,9.89,4.12,64.98,110.91,0.11,1.73,0.06,26.24,65.39,4.12,141.77,77.01,927.19,06-Dec-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
06-Dec-2018 - 00:00,29.31,0.68,17.26,1.43,13.92,8.55,9.8,3.54,64.34,104.57,0.12,1.9,0.06,26.74,67.56,4.45,142.72,78.71,946.84,07-Dec-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
07-Dec-2018 - 00:00,29.45,0.65,17.0,1.18,9.48,6.0,9.64,3.14,60.3,88.4,0.1,1.79,0.03,26.75,67.8,4.77,141.95,86.41,935.65,08-Dec-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
08-Dec-2018 - 00:00,29.29,0.67,18.0,1.36,13.14,8.09,9.86,3.46,75.93,116.17,0.11,1.71,0.03,26.4,68.23,5.33,142.38,78.67,921.23,09-Dec-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
09-Dec-2018 - 00:00,29.31,0.67,18.79,1.15,12.15,7.41,9.66,3.9,80.76,121.74,0.1,1.52,0.02,26.37,66.0,5.34,146.78,71.41,971.76,10-Dec-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
10-Dec-2018 - 00:00,29.48,0.64,14.16,1.59,16.23,9.88,9.41,4.1,77.54,133.14,0.1,1.39,0.02,26.1,66.08,6.5,176.52,72.98,984.66,11-Dec-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
11-Dec-2018 - 00:00,29.34,0.73,13.79,2.43,17.95,11.51,16.37,4.84,76.61,139.75,0.15,2.84,0.06,26.18,66.32,4.02,167.91,78.85,792.93,12-Dec-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
12-Dec-2018 - 00:00,29.58,0.72,17.85,1.3,14.25,8.59,9.6,3.68,74.8,124.09,0.1,1.56,0.03,26.2,66.23,5.45,149.48,78.74,799.51,13-Dec-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
13-Dec-2018 - 00:00,29.54,0.64,17.82,1.48,16.44,9.91,9.43,3.3,70.23,112.52,0.11,1.72,0.03,25.21,69.74,4.45,133.06,63.94,809.28,14-Dec-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
14-Dec-2018 - 00:00,29.37,0.59,17.35,1.25,18.17,10.67,10.59,4.52,75.69,105.68,0.12,1.45,0.01,23.11,79.54,5.21,96.74,32.01,815.78,15-Dec-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
15-Dec-2018 - 00:00,29.45,0.5,28.56,1.08,13.22,7.91,9.51,6.22,71.16,99.01,0.08,0.49,0.02,23.98,63.09,8.54,68.02,91.34,804.78,16-Dec-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
16-Dec-2018 - 00:00,29.43,0.53,33.61,1.02,13.52,7.99,9.29,6.41,74.17,118.9,0.1,0.62,0.0,23.0,55.12,8.9,55.83,88.41,797.38,17-Dec-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
17-Dec-2018 - 00:00,29.27,0.45,18.69,1.15,10.02,6.26,8.94,4.48,49.4,61.93,0.1,2.09,0.0,20.42,74.4,10.62,142.89,39.2,789.56,18-Dec-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
18-Dec-2018 - 00:00,29.62,0.24,13.46,1.12,8.6,5.49,8.35,3.88,14.4,18.97,0.01,1.42,0.0,19.22,83.08,10.76,98.35,37.82,752.1,19-Dec-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
19-Dec-2018 - 00:00,29.61,0.34,15.61,1.25,10.71,6.67,8.22,3.51,23.68,50.61,0.03,0.76,0.01,21.61,71.85,6.07,86.18,73.99,739.79,20-Dec-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
20-Dec-2018 - 00:00,29.4,0.46,13.66,1.4,18.4,10.87,8.64,4.67,32.8,67.82,0.1,1.15,0.03,22.89,67.53,4.73,105.82,75.76,757.85,21-Dec-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
21-Dec-2018 - 00:00,29.41,0.47,16.55,1.41,21.01,12.28,9.93,5.0,46.36,89.93,0.09,4.16,0.01,24.22,62.9,4.68,169.27,95.19,756.05,22-Dec-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
22-Dec-2018 - 00:00,29.62,0.58,24.55,1.28,19.85,11.59,10.16,3.99,64.82,118.75,0.1,2.01,0.03,26.88,59.23,5.06,128.91,127.04,807.07,23-Dec-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
23-Dec-2018 - 00:00,29.2,0.53,20.88,1.24,16.87,9.98,13.14,4.34,79.36,143.7,0.16,3.32,0.04,25.13,66.79,3.85,124.74,89.24,805.5,24-Dec-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
24-Dec-2018 - 00:00,29.42,0.55,19.07,1.23,19.01,11.08,12.85,4.51,74.75,135.67,0.14,2.69,0.03,25.3,65.33,4.27,136.27,88.67,807.29,25-Dec-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
25-Dec-2018 - 00:00,29.57,0.65,18.63,1.16,17.07,10.02,12.15,4.83,75.98,132.52,0.29,2.68,0.22,25.41,59.45,4.34,145.44,121.16,808.55,26-Dec-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
26-Dec-2018 - 00:00,29.58,0.7,14.42,1.74,23.69,14.01,12.58,4.03,75.01,135.66,0.12,1.9,0.1,26.12,61.64,5.53,158.68,92.3,805.75,27-Dec-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
27-Dec-2018 - 00:00,29.77,0.57,12.65,3.12,16.11,11.11,12.13,5.32,63.24,119.47,0.12,4.42,0.04,25.28,60.25,6.48,192.58,94.34,808.72,28-Dec-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
28-Dec-2018 - 00:00,29.78,0.54,19.06,1.3,16.46,9.81,14.38,6.53,58.69,119.34,0.09,4.14,0.01,23.18,44.09,6.42,126.04,105.66,812.03,29-Dec-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
29-Dec-2018 - 00:00,29.88,0.49,27.5,1.34,21.72,12.64,14.69,7.34,66.04,118.71,0.08,0.73,0.0,22.54,45.58,6.95,95.16,104.3,803.79,30-Dec-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
30-Dec-2018 - 00:00,29.16,0.55,26.99,1.11,20.57,11.85,17.02,7.13,68.0,114.51,0.11,1.31,0.01,22.75,47.96,6.44,96.69,102.14,803.23,31-Dec-2018 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
31-Dec-2018 - 00:00,29.25,0.45,36.75,1.05,17.4,10.15,17.35,9.75,80.0,110.0,0.1,1.05,0.0,19.9,54.0,9.2,78.5,16.0,801.0,01-Jan-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
