from date,Temp,CO,Ozone,NO,NO2,NOx,NH3,SO2,PM2.5,PM10,Benzene,Toluene,Xylene,AT,RH,WS,WD,SR,BP,RF,to date,station
22-Apr-2018 - 00:00,29.94,0.6,72.02,2.71,33.39,19.9,38.57,25.68,39.12,217.15,0.18,3.38,0.86,28.73,27.59,1.86,86.25,124.82,741.33,0.0,23-Apr-2018 - 00:00,"Sector - 125, Noida - UPPCB"
23-Apr-2018 - 00:00,29.97,0.89,70.27,25.16,53.63,48.97,44.02,22.03,49.72,228.12,0.25,4.64,1.69,29.8,24.49,1.61,85.42,123.24,740.25,0.0,24-Apr-2018 - 00:00,"Sector - 125, Noida - UPPCB"
24-Apr-2018 - 00:00,30.01,1.28,63.46,41.03,70.44,69.38,52.18,29.86,89.25,314.01,0.17,6.3,2.87,31.26,24.7,1.38,108.55,119.24,739.15,0.0,25-Apr-2018 - 00:00,"Sector - 125, Noida - UPPCB"
25-Apr-2018 - 00:00,29.99,1.93,53.03,81.86,73.56,105.68,74.18,27.95,114.56,419.96,0.11,9.36,5.39,32.78,24.7,1.0,181.89,118.52,736.36,0.0,26-Apr-2018 - 00:00,"Sector - 125, Noida - UPPCB"
26-Apr-2018 - 00:00,30.11,1.24,38.17,15.23,56.36,42.36,68.49,37.06,109.36,442.46,0.16,6.62,2.53,34.23,22.91,1.3,185.67,96.61,734.82,0.0,27-Apr-2018 - 00:00,"Sector - 125, Noida - UPPCB"
27-Apr-2018 - 00:00,28.33,0.82,81.68,11.65,18.27,18.74,82.6,24.14,79.58,355.62,0.15,3.73,0.7,32.54,44.38,1.66,251.35,98.92,738.01,0.0,28-Apr-2018 - 00:00,"Sector - 125, Noida - UPPCB"
28-Apr-2018 - 00:00,28.22,0.69,87.36,2.15,18.43,11.55,91.25,19.51,70.57,354.49,0.23,2.41,0.35,32.69,45.3,1.71,248.83,98.64,737.75,0.0,29-Apr-2018 - 00:00,"Sector - 125, Noida - UPPCB"
29-Apr-2018 - 00:00,29.96,0.76,86.88,3.45,27.81,17.59,87.89,27.38,79.67,277.36,0.18,3.65,0.53,32.75,45.04,1.11,222.06,99.31,734.79,0.0,30-Apr-2018 - 00:00,"Sector - 125, Noida - UPPCB"
30-Apr-2018 - 00:00,28.75,0.74,73.97,3.82,26.99,17.46,99.81,20.91,77.11,222.75,0.16,3.43,0.81,32.41,46.15,1.27,244.76,111.41,733.3,0.0,01-May-2018 - 00:00,"Sector - 125, Noida - UPPCB"
01-May-2018 - 00:00,28.39,0.65,75.44,2.65,15.92,10.63,103.48,13.3,45.65,168.59,0.25,2.39,0.3,30.51,54.59,1.95,254.91,109.57,736.58,0.0,02-May-2018 - 00:00,"Sector - 125, Noida - UPPCB"
02-May-2018 - 00:00,29.33,0.48,72.19,2.6,18.03,11.71,91.2,11.02,46.55,175.47,0.22,2.5,0.29,29.55,55.32,2.09,236.6,104.05,738.08,0.0,03-May-2018 - 00:00,"Sector - 125, Noida - UPPCB"
03-May-2018 - 00:00,28.87,0.63,52.84,3.6,19.94,13.53,76.73,16.13,42.22,146.35,0.23,2.14,0.24,27.97,56.62,1.74,253.0,97.0,738.66,0.0,04-May-2018 - 00:00,"Sector - 125, Noida - UPPCB"
04-May-2018 - 00:00,28.82,0.51,71.17,2.65,21.26,13.46,84.38,13.64,40.24,127.67,0.2,2.83,0.32,29.82,54.71,1.69,239.82,117.02,738.75,0.0,05-May-2018 - 00:00,"Sector - 125, Noida - UPPCB"
05-May-2018 - 00:00,28.84,0.88,75.55,10.04,34.77,26.66,49.45,20.09,67.34,197.67,0.28,4.39,1.24,32.75,43.62,0.86,206.1,119.3,737.96,0.0,06-May-2018 - 00:00,"Sector - 125, Noida - UPPCB"
06-May-2018 - 00:00,28.99,0.99,49.46,10.27,35.08,26.15,24.13,30.98,119.61,256.15,0.34,5.56,1.64,31.81,40.59,1.94,195.74,107.93,738.66,0.0,07-May-2018 - 00:00,"Sector - 125, Noida - UPPCB"
07-May-2018 - 00:00,28.92,1.37,65.02,45.6,53.33,65.44,43.28,35.01,99.08,348.17,0.29,5.58,2.42,32.76,37.65,1.03,152.8,109.6,736.58,0.0,08-May-2018 - 00:00,"Sector - 125, Noida - UPPCB"
08-May-2018 - 00:00,29.18,0.36,74.86,7.48,73.35,45.1,34.99,12.68,41.31,142.61,0.13,2.19,0.32,29.58,41.73,2.07,122.45,116.23,737.35,0.0,09-May-2018 - 00:00,"Sector - 125, Noida - UPPCB"
09-May-2018 - 00:00,28.88,0.78,56.41,30.84,86.92,71.31,35.9,24.5,65.78,180.65,0.3,4.75,1.12,28.04,49.65,0.97,230.67,95.36,739.08,0.0,10-May-2018 - 00:00,"Sector - 125, Noida - UPPCB"
10-May-2018 - 00:00,29.02,1.1,72.27,27.36,80.07,64.83,37.61,28.59,102.56,241.03,0.33,4.24,1.24,30.81,44.95,0.98,195.39,114.34,739.75,0.0,11-May-2018 - 00:00,"Sector - 125, Noida - UPPCB"
11-May-2018 - 00:00,28.9,1.56,67.17,32.45,76.77,67.21,37.93,42.53,140.27,355.12,0.34,5.63,1.93,33.81,37.44,1.01,180.66,107.02,736.62,0.0,12-May-2018 - 00:00,"Sector - 125, Noida - UPPCB"
12-May-2018 - 00:00,28.79,1.67,81.43,21.7,62.58,50.92,37.41,47.05,152.7,385.85,0.37,5.68,1.78,34.41,42.36,1.15,239.51,85.12,735.8,0.0,13-May-2018 - 00:00,"Sector - 125, Noida - UPPCB"
13-May-2018 - 00:00,28.84,0.74,73.95,6.49,43.05,28.17,40.46,17.75,65.04,225.42,0.26,2.21,0.24,31.53,51.53,2.59,229.95,93.89,736.06,0.0,14-May-2018 - 00:00,"Sector - 125, Noida - UPPCB"
14-May-2018 - 00:00,28.8,0.54,72.04,13.04,49.34,36.85,37.34,16.65,51.64,154.89,0.23,2.68,0.5,28.81,53.32,1.15,264.06,108.26,737.77,0.0,15-May-2018 - 00:00,"Sector - 125, Noida - UPPCB"
15-May-2018 - 00:00,28.74,0.87,67.25,12.93,46.46,35.23,37.68,18.58,64.91,195.64,0.25,3.69,0.78,31.37,52.84,1.12,254.47,105.09,736.14,0.0,16-May-2018 - 00:00,"Sector - 125, Noida - UPPCB"
16-May-2018 - 00:00,28.63,0.77,63.12,17.26,52.3,41.86,36.87,21.62,65.85,244.73,0.13,4.26,1.36,33.59,39.4,1.52,150.53,117.94,734.97,0.0,17-May-2018 - 00:00,"Sector - 125, Noida - UPPCB"
17-May-2018 - 00:00,28.77,0.86,77.12,17.47,61.58,51.09,54.52,35.34,89.66,327.52,0.26,3.95,0.7,34.94,30.19,1.34,135.29,109.79,735.01,0.0,18-May-2018 - 00:00,"Sector - 125, Noida - UPPCB"
18-May-2018 - 00:00,28.92,1.02,60.0,17.94,60.11,46.56,108.52,29.28,83.06,283.88,0.17,6.04,1.82,34.04,33.83,1.4,179.45,107.75,734.88,0.0,19-May-2018 - 00:00,"Sector - 125, Noida - UPPCB"
19-May-2018 - 00:00,28.92,1.09,44.45,40.0,55.9,62.25,86.53,29.79,89.06,312.02,0.18,4.87,1.64,32.93,41.39,0.94,222.59,96.05,734.9,0.0,20-May-2018 - 00:00,"Sector - 125, Noida - UPPCB"
20-May-2018 - 00:00,28.98,0.77,64.4,8.84,60.96,39.61,90.87,29.86,68.83,240.83,0.19,3.97,1.14,34.51,29.69,1.42,118.53,109.36,736.04,0.0,21-May-2018 - 00:00,"Sector - 125, Noida - UPPCB"
21-May-2018 - 00:00,29.24,0.63,56.52,6.28,74.45,44.7,109.18,25.5,54.14,232.07,0.22,3.8,0.96,35.74,19.5,1.44,121.02,119.49,736.29,0.0,22-May-2018 - 00:00,"Sector - 125, Noida - UPPCB"
22-May-2018 - 00:00,29.19,1.03,57.78,21.16,82.11,60.87,108.15,31.69,76.71,287.09,0.24,5.14,1.67,36.36,21.08,1.2,157.01,116.92,735.1,0.0,23-May-2018 - 00:00,"Sector - 125, Noida - UPPCB"
23-May-2018 - 00:00,28.87,2.25,67.05,105.05,98.46,137.77,105.12,37.52,123.19,389.62,0.21,9.08,4.02,36.53,29.28,1.01,171.06,107.2,733.98,0.0,24-May-2018 - 00:00,"Sector - 125, Noida - UPPCB"
24-May-2018 - 00:00,28.87,1.62,62.72,37.71,87.35,77.12,94.45,45.76,123.26,371.3,0.16,6.85,2.67,34.97,33.38,1.07,155.91,94.24,733.35,0.0,25-May-2018 - 00:00,"Sector - 125, Noida - UPPCB"
25-May-2018 - 00:00,29.04,1.24,65.87,42.63,91.67,83.43,106.01,27.5,83.5,287.79,0.2,6.34,2.61,35.97,23.78,1.14,123.52,123.83,733.58,0.0,26-May-2018 - 00:00,"Sector - 125, Noida - UPPCB"
26-May-2018 - 00:00,29.22,1.19,56.9,49.03,89.52,87.48,107.99,36.63,86.44,275.22,0.22,6.2,2.46,36.9,19.96,1.05,138.34,122.57,732.38,0.0,27-May-2018 - 00:00,"Sector - 125, Noida - UPPCB"
27-May-2018 - 00:00,29.1,0.93,60.96,5.65,54.43,33.55,96.26,31.51,104.06,396.24,0.19,4.31,1.62,36.5,21.7,1.47,178.86,117.68,731.9,0.0,28-May-2018 - 00:00,"Sector - 125, Noida - UPPCB"
28-May-2018 - 00:00,29.56,1.09,67.66,10.95,59.58,39.94,95.38,36.05,135.51,325.07,0.16,4.57,1.25,35.63,28.23,1.18,191.67,101.74,730.62,0.0,29-May-2018 - 00:00,"Sector - 125, Noida - UPPCB"
29-May-2018 - 00:00,28.81,0.79,64.63,13.82,48.26,36.91,90.51,32.11,117.24,414.27,0.13,4.9,1.8,36.18,36.2,1.4,251.05,111.49,729.93,0.0,30-May-2018 - 00:00,"Sector - 125, Noida - UPPCB"
30-May-2018 - 00:00,28.75,0.59,59.0,3.16,18.6,12.46,71.64,14.21,52.68,316.2,0.19,1.89,0.24,33.35,46.99,1.56,266.1,101.06,732.03,0.0,31-May-2018 - 00:00,"Sector - 125, Noida - UPPCB"
31-May-2018 - 00:00,28.73,0.69,47.05,24.83,20.16,30.4,64.86,13.23,63.56,260.57,0.27,2.21,0.38,34.8,45.33,1.12,264.12,108.41,733.58,0.0,01-Jun-2018 - 00:00,"Sector - 125, Noida - UPPCB"
01-Jun-2018 - 00:00,28.68,0.73,54.34,5.74,33.93,22.73,64.22,8.92,60.12,254.63,0.17,2.34,0.25,33.41,52.03,2.2,252.86,109.8,734.73,0.0,02-Jun-2018 - 00:00,"Sector - 125, Noida - UPPCB"
02-Jun-2018 - 00:00,28.6,0.47,65.96,5.16,24.26,17.09,43.47,8.06,37.55,146.82,0.17,2.24,0.18,30.64,52.16,1.72,262.8,106.21,735.56,0.0,03-Jun-2018 - 00:00,"Sector - 125, Noida - UPPCB"
03-Jun-2018 - 00:00,28.6,0.84,70.9,1.32,5.65,3.33,50.86,6.18,45.71,141.06,0.15,2.02,0.22,32.58,55.12,1.83,243.94,108.57,733.01,0.0,04-Jun-2018 - 00:00,"Sector - 125, Noida - UPPCB"
04-Jun-2018 - 00:00,28.58,0.82,72.97,1.77,5.9,4.14,55.7,7.61,92.39,202.71,0.2,1.79,0.21,34.98,50.51,1.81,263.3,99.26,732.09,0.0,05-Jun-2018 - 00:00,"Sector - 125, Noida - UPPCB"
05-Jun-2018 - 00:00,28.58,0.77,65.65,1.78,6.84,4.65,62.54,7.39,46.92,178.79,0.16,2.35,0.28,35.29,49.43,1.99,251.89,101.62,734.45,0.0,06-Jun-2018 - 00:00,"Sector - 125, Noida - UPPCB"
06-Jun-2018 - 00:00,28.62,0.88,48.89,2.81,13.59,9.34,55.53,19.03,54.55,181.36,0.14,2.6,0.42,32.3,60.89,1.99,221.97,75.98,736.05,0.0,07-Jun-2018 - 00:00,"Sector - 125, Noida - UPPCB"
07-Jun-2018 - 00:00,28.75,0.69,58.24,3.01,13.58,9.66,59.04,15.44,62.65,166.1,0.19,3.51,0.68,34.74,54.16,1.22,238.74,109.92,731.86,0.0,08-Jun-2018 - 00:00,"Sector - 125, Noida - UPPCB"
08-Jun-2018 - 00:00,28.69,0.92,47.84,2.66,7.23,6.02,55.29,8.87,66.32,231.47,0.25,2.38,0.34,34.41,57.9,1.83,266.47,94.23,728.75,0.0,09-Jun-2018 - 00:00,"Sector - 125, Noida - UPPCB"
09-Jun-2018 - 00:00,29.0,0.89,46.88,8.41,22.42,15.93,53.19,11.36,55.78,126.16,0.17,2.71,0.62,30.91,70.56,1.73,235.34,92.94,728.21,0.0,10-Jun-2018 - 00:00,"Sector - 125, Noida - UPPCB"
10-Jun-2018 - 00:00,28.73,0.89,54.8,11.0,36.98,28.63,48.44,14.48,64.25,157.51,0.08,3.81,1.01,31.95,62.93,1.09,155.69,119.29,728.62,0.0,11-Jun-2018 - 00:00,"Sector - 125, Noida - UPPCB"
11-Jun-2018 - 00:00,29.12,0.96,33.29,9.82,43.51,31.12,50.28,12.36,68.27,260.18,0.06,3.27,1.05,34.66,53.52,1.76,81.45,120.31,726.56,0.0,12-Jun-2018 - 00:00,"Sector - 125, Noida - UPPCB"
12-Jun-2018 - 00:00,29.52,0.78,21.88,8.78,34.88,25.64,52.86,9.69,126.93,533.06,0.04,2.89,0.97,36.56,45.32,2.01,70.47,108.44,724.27,0.0,13-Jun-2018 - 00:00,"Sector - 125, Noida - UPPCB"
13-Jun-2018 - 00:00,29.99,0.56,16.4,7.84,19.33,16.65,56.87,7.4,223.53,909.21,0.08,1.95,0.41,37.68,39.15,3.03,61.03,103.9,724.3,0.0,14-Jun-2018 - 00:00,"Sector - 125, Noida - UPPCB"
14-Jun-2018 - 00:00,30.1,0.56,22.96,8.91,22.22,19.06,46.87,6.51,166.27,886.13,0.06,2.08,0.7,36.61,37.69,3.15,65.36,97.74,726.31,0.0,15-Jun-2018 - 00:00,"Sector - 125, Noida - UPPCB"
15-Jun-2018 - 00:00,30.95,0.48,30.83,3.03,13.43,9.6,54.99,4.32,118.47,612.95,0.07,1.75,0.6,35.89,38.58,2.83,84.38,109.12,728.58,0.0,16-Jun-2018 - 00:00,"Sector - 125, Noida - UPPCB"
16-Jun-2018 - 00:00,29.6,0.6,21.87,4.15,10.62,8.58,67.63,16.03,109.49,587.04,0.14,2.21,0.32,34.08,50.57,1.76,176.59,98.59,730.91,0.0,17-Jun-2018 - 00:00,"Sector - 125, Noida - UPPCB"
17-Jun-2018 - 00:00,27.69,0.69,37.24,2.57,7.6,6.12,48.78,12.43,80.57,293.96,0.2,2.51,0.29,31.33,58.98,1.96,194.07,109.49,732.04,0.0,18-Jun-2018 - 00:00,"Sector - 125, Noida - UPPCB"
18-Jun-2018 - 00:00,27.68,0.67,64.39,4.62,19.29,14.01,41.41,24.2,57.14,183.42,0.22,3.13,0.51,32.16,52.66,1.51,155.15,106.78,732.02,0.0,19-Jun-2018 - 00:00,"Sector - 125, Noida - UPPCB"
19-Jun-2018 - 00:00,27.72,0.63,59.17,3.11,22.87,14.7,46.01,16.26,50.51,165.77,0.17,2.75,0.38,33.19,50.27,1.52,121.47,124.18,732.14,0.0,20-Jun-2018 - 00:00,"Sector - 125, Noida - UPPCB"
20-Jun-2018 - 00:00,28.03,0.86,69.83,6.28,27.71,19.84,47.84,27.9,71.51,261.5,0.33,3.76,1.07,35.22,46.79,1.24,175.65,95.76,732.61,0.0,21-Jun-2018 - 00:00,"Sector - 125, Noida - UPPCB"
21-Jun-2018 - 00:00,28.06,0.93,66.46,7.29,30.87,22.34,47.62,28.38,73.98,296.47,0.27,4.01,0.85,35.67,45.1,1.21,188.99,109.9,732.46,0.0,22-Jun-2018 - 00:00,"Sector - 125, Noida - UPPCB"
22-Jun-2018 - 00:00,28.31,1.13,77.71,14.97,40.86,33.91,55.31,36.49,80.17,286.06,0.26,4.35,1.31,37.48,41.6,1.1,203.36,114.74,731.17,0.0,23-Jun-2018 - 00:00,"Sector - 125, Noida - UPPCB"
23-Jun-2018 - 00:00,29.36,0.95,51.55,4.64,29.81,19.29,50.15,33.19,75.65,266.48,0.29,3.71,0.84,36.78,42.15,1.45,173.75,103.77,730.8,0.0,24-Jun-2018 - 00:00,"Sector - 125, Noida - UPPCB"
24-Jun-2018 - 00:00,29.84,0.44,57.6,5.18,37.51,22.37,53.37,36.63,62.41,228.85,0.21,3.18,0.65,36.45,40.78,1.33,139.44,106.94,730.24,0.0,25-Jun-2018 - 00:00,"Sector - 125, Noida - UPPCB"
25-Jun-2018 - 00:00,30.16,0.56,44.0,3.91,15.88,11.62,60.79,17.51,70.21,306.65,0.22,2.25,0.45,35.79,44.95,1.51,173.09,114.73,728.14,0.0,26-Jun-2018 - 00:00,"Sector - 125, Noida - UPPCB"
26-Jun-2018 - 00:00,30.24,0.99,22.91,7.84,31.42,22.66,53.38,18.91,52.3,194.19,0.14,3.24,0.92,31.86,56.83,1.12,164.64,39.01,728.8,0.0,27-Jun-2018 - 00:00,"Sector - 125, Noida - UPPCB"
27-Jun-2018 - 00:00,30.7,0.59,42.51,5.68,20.62,15.59,54.15,10.37,46.36,118.0,0.23,3.4,0.62,30.3,71.03,1.87,210.0,96.82,730.89,0.0,28-Jun-2018 - 00:00,"Sector - 125, Noida - UPPCB"
28-Jun-2018 - 00:00,28.51,0.44,26.62,3.73,16.46,11.79,39.59,4.79,21.86,52.89,0.13,2.37,0.36,29.28,77.69,2.06,227.57,98.23,732.38,0.0,29-Jun-2018 - 00:00,"Sector - 125, Noida - UPPCB"
29-Jun-2018 - 00:00,28.74,0.46,29.21,3.44,14.61,10.57,34.87,7.29,37.19,76.42,0.13,2.51,0.49,29.8,76.3,1.65,251.79,81.09,732.43,0.0,30-Jun-2018 - 00:00,"Sector - 125, Noida - UPPCB"
30-Jun-2018 - 00:00,30.79,0.73,27.49,14.59,18.04,21.33,53.12,6.87,36.54,77.1,0.19,2.56,0.62,31.41,70.92,1.19,228.08,115.81,732.95,0.0,01-Jul-2018 - 00:00,"Sector - 125, Noida - UPPCB"
01-Jul-2018 - 00:00,30.99,0.58,25.18,5.53,14.95,12.45,49.36,7.62,29.04,75.36,0.15,1.95,0.49,32.01,70.1,1.85,130.49,94.73,731.81,0.0,02-Jul-2018 - 00:00,"Sector - 125, Noida - UPPCB"
02-Jul-2018 - 00:00,32.73,0.51,3.25,4.47,12.91,10.5,62.65,8.41,31.54,102.03,0.11,1.69,0.31,31.48,67.26,2.24,139.59,100.04,729.61,0.0,03-Jul-2018 - 00:00,"Sector - 125, Noida - UPPCB"
03-Jul-2018 - 00:00,33.98,0.79,1.55,3.78,18.56,12.95,59.44,12.1,42.29,99.04,0.17,3.39,0.52,30.43,73.43,1.15,251.14,95.89,729.97,0.0,04-Jul-2018 - 00:00,"Sector - 125, Noida - UPPCB"
04-Jul-2018 - 00:00,34.28,0.67,9.01,3.17,15.82,10.99,105.68,19.86,40.48,103.95,0.15,2.4,0.32,31.05,68.94,1.32,203.7,113.98,730.28,0.0,05-Jul-2018 - 00:00,"Sector - 125, Noida - UPPCB"
05-Jul-2018 - 00:00,34.32,0.93,31.79,7.14,36.33,25.12,70.02,16.19,53.21,135.49,0.37,4.22,1.33,31.06,70.41,1.08,209.08,97.73,731.66,0.0,06-Jul-2018 - 00:00,"Sector - 125, Noida - UPPCB"
06-Jul-2018 - 00:00,35.1,0.96,27.42,17.86,41.54,36.62,123.29,10.22,57.45,184.78,0.3,4.4,1.38,32.59,63.85,1.16,117.42,120.26,731.77,0.0,07-Jul-2018 - 00:00,"Sector - 125, Noida - UPPCB"
07-Jul-2018 - 00:00,36.05,0.73,47.27,7.71,37.53,26.23,135.49,14.21,66.1,177.6,0.2,3.78,0.78,33.56,59.06,1.21,105.01,119.79,731.0,0.0,08-Jul-2018 - 00:00,"Sector - 125, Noida - UPPCB"
08-Jul-2018 - 00:00,35.85,0.78,73.0,4.41,28.92,18.96,96.24,23.5,77.42,202.73,0.31,4.64,1.01,34.65,55.41,1.05,185.02,125.07,730.01,0.0,09-Jul-2018 - 00:00,"Sector - 125, Noida - UPPCB"
09-Jul-2018 - 00:00,37.6,0.92,50.47,2.52,17.03,10.68,146.04,10.62,64.8,153.12,0.16,3.04,0.32,33.63,65.99,1.31,255.21,106.58,729.85,0.0,10-Jul-2018 - 00:00,"Sector - 125, Noida - UPPCB"
10-Jul-2018 - 00:00,38.27,0.86,45.18,2.75,14.53,9.97,85.69,7.14,40.85,99.07,0.11,3.1,0.29,33.0,70.52,1.55,242.53,117.18,730.42,0.0,11-Jul-2018 - 00:00,"Sector - 125, Noida - UPPCB"
11-Jul-2018 - 00:00,37.88,0.66,34.4,3.14,21.43,13.95,54.11,12.0,47.86,106.32,0.13,2.84,0.48,30.99,74.89,1.05,244.76,71.9,729.9,0.0,12-Jul-2018 - 00:00,"Sector - 125, Noida - UPPCB"
12-Jul-2018 - 00:00,33.34,0.59,41.2,3.77,17.41,11.43,75.97,12.89,46.23,124.12,0.1,2.65,0.49,31.13,71.99,1.01,251.82,86.26,729.4,0.0,13-Jul-2018 - 00:00,"Sector - 125, Noida - UPPCB"
13-Jul-2018 - 00:00,29.36,0.79,16.42,13.65,20.9,20.0,73.3,7.02,77.31,66.33,0.06,2.81,0.39,28.83,82.29,1.19,225.18,72.8,730.64,0.0,14-Jul-2018 - 00:00,"Sector - 125, Noida - UPPCB"
14-Jul-2018 - 00:00,28.9,0.59,6.72,6.06,12.3,11.02,70.29,8.62,28.94,57.11,0.03,3.36,0.37,28.87,82.69,1.37,230.64,106.41,730.59,0.0,15-Jul-2018 - 00:00,"Sector - 125, Noida - UPPCB"
15-Jul-2018 - 00:00,28.77,0.62,6.66,6.82,5.87,6.46,51.62,7.53,34.83,62.16,0.03,2.14,0.24,29.76,81.79,0.93,268.48,86.27,730.25,0.0,16-Jul-2018 - 00:00,"Sector - 125, Noida - UPPCB"
16-Jul-2018 - 00:00,28.78,0.83,14.22,10.38,17.85,16.76,35.0,8.7,40.79,90.92,0.01,2.98,0.54,30.7,80.64,1.47,217.19,74.4,730.79,0.0,17-Jul-2018 - 00:00,"Sector - 125, Noida - UPPCB"
17-Jul-2018 - 00:00,28.73,0.42,9.34,6.97,13.22,12.56,46.65,8.64,27.88,81.71,0.04,2.51,0.26,32.65,70.65,1.36,244.67,97.6,731.15,0.0,18-Jul-2018 - 00:00,"Sector - 125, Noida - UPPCB"
18-Jul-2018 - 00:00,29.1,0.65,11.26,17.74,22.15,26.79,55.91,8.17,74.06,91.44,0.04,3.02,0.43,32.49,70.15,1.62,225.54,94.69,731.65,0.0,19-Jul-2018 - 00:00,"Sector - 125, Noida - UPPCB"
19-Jul-2018 - 00:00,29.47,0.95,12.51,3.44,25.62,16.43,47.8,6.93,32.28,123.72,0.04,2.17,0.36,31.86,73.26,1.3,246.61,95.82,731.61,0.0,20-Jul-2018 - 00:00,"Sector - 125, Noida - UPPCB"
20-Jul-2018 - 00:00,29.57,1.37,23.09,7.68,52.6,34.22,45.3,7.31,39.16,81.98,0.03,4.45,1.12,29.38,83.24,1.12,131.97,52.9,731.16,0.0,21-Jul-2018 - 00:00,"Sector - 125, Noida - UPPCB"
21-Jul-2018 - 00:00,29.37,1.23,27.85,11.66,48.43,35.23,48.67,11.17,47.71,88.76,0.03,3.99,0.69,28.77,85.61,0.92,197.27,60.1,731.43,0.0,22-Jul-2018 - 00:00,"Sector - 125, Noida - UPPCB"
22-Jul-2018 - 00:00,29.46,0.92,5.97,4.62,32.05,20.79,38.92,3.36,22.22,37.04,0.03,2.43,0.41,27.96,89.42,0.75,209.33,64.73,732.14,0.0,23-Jul-2018 - 00:00,"Sector - 125, Noida - UPPCB"
23-Jul-2018 - 00:00,29.27,0.95,19.45,10.28,36.58,27.82,40.25,12.89,39.55,84.65,0.08,2.85,0.68,30.2,78.28,1.27,214.33,101.65,731.81,0.0,24-Jul-2018 - 00:00,"Sector - 125, Noida - UPPCB"
24-Jul-2018 - 00:00,29.17,0.91,14.07,4.0,30.6,19.52,38.68,7.44,29.53,82.71,0.05,2.66,0.36,31.69,72.45,0.96,223.56,109.64,732.4,0.0,25-Jul-2018 - 00:00,"Sector - 125, Noida - UPPCB"
25-Jul-2018 - 00:00,29.22,0.88,6.23,4.05,29.83,19.15,37.63,5.45,29.67,78.9,0.03,2.18,0.48,28.6,86.6,0.84,207.46,44.93,732.02,0.0,26-Jul-2018 - 00:00,"Sector - 125, Noida - UPPCB"
26-Jul-2018 - 00:00,29.33,0.89,4.82,14.89,36.95,31.76,42.5,5.43,30.31,55.98,0.03,3.05,0.56,26.73,92.9,1.15,136.86,32.42,731.92,0.0,27-Jul-2018 - 00:00,"Sector - 125, Noida - UPPCB"
27-Jul-2018 - 00:00,29.36,1.15,9.17,9.94,40.62,29.69,29.56,5.31,26.49,40.98,0.03,3.43,0.52,26.53,93.66,1.12,139.91,40.96,730.99,0.0,28-Jul-2018 - 00:00,"Sector - 125, Noida - UPPCB"
28-Jul-2018 - 00:00,29.27,1.24,11.37,6.14,34.3,23.24,25.73,5.19,35.49,66.44,0.06,3.13,0.65,27.42,87.86,1.7,97.33,59.3,731.49,0.0,29-Jul-2018 - 00:00,"Sector - 125, Noida - UPPCB"
29-Jul-2018 - 00:00,29.22,1.23,12.94,11.49,39.13,30.15,33.28,5.78,46.33,139.84,0.04,2.6,0.66,30.04,78.54,1.2,95.02,113.71,732.29,0.0,30-Jul-2018 - 00:00,"Sector - 125, Noida - UPPCB"
30-Jul-2018 - 00:00,29.21,1.13,16.1,7.39,37.37,25.88,35.34,5.41,42.89,156.8,0.05,2.42,0.46,30.18,74.82,1.4,101.59,101.95,732.03,0.0,31-Jul-2018 - 00:00,"Sector - 125, Noida - UPPCB"
31-Jul-2018 - 00:00,29.21,1.3,13.17,3.41,32.85,20.24,36.53,7.03,52.27,188.64,0.04,2.21,0.3,29.83,75.24,1.37,139.88,55.23,731.27,0.0,01-Aug-2018 - 00:00,"Sector - 125, Noida - UPPCB"
01-Aug-2018 - 00:00,28.93,1.42,13.19,9.43,41.8,29.9,35.88,6.13,58.98,245.39,0.04,2.56,0.63,30.63,71.06,1.38,130.81,114.25,731.81,0.0,02-Aug-2018 - 00:00,"Sector - 125, Noida - UPPCB"
02-Aug-2018 - 00:00,29.22,1.16,9.34,9.3,37.32,27.42,36.14,7.57,77.29,333.72,0.06,2.38,0.76,31.59,65.98,1.99,90.08,114.18,732.9,0.0,03-Aug-2018 - 00:00,"Sector - 125, Noida - UPPCB"
03-Aug-2018 - 00:00,29.25,1.09,6.69,10.31,37.54,28.36,30.51,7.16,68.51,307.51,0.06,2.66,1.1,31.19,64.42,1.98,72.27,78.21,733.4,0.0,04-Aug-2018 - 00:00,"Sector - 125, Noida - UPPCB"
04-Aug-2018 - 00:00,29.27,1.06,10.1,3.89,29.52,18.86,30.15,9.53,72.53,307.76,0.09,2.23,0.64,30.99,65.64,1.27,190.46,102.18,733.09,0.0,05-Aug-2018 - 00:00,"Sector - 125, Noida - UPPCB"
05-Aug-2018 - 00:00,29.49,1.03,4.92,2.5,20.1,12.73,31.81,7.22,65.56,257.94,0.07,1.53,0.3,28.84,76.56,1.44,176.53,56.41,733.39,0.0,06-Aug-2018 - 00:00,"Sector - 125, Noida - UPPCB"
06-Aug-2018 - 00:00,29.45,1.26,10.4,4.59,27.46,18.34,53.85,4.95,59.44,138.77,0.08,2.83,0.48,27.31,85.7,1.06,217.68,60.52,733.61,0.0,07-Aug-2018 - 00:00,"Sector - 125, Noida - UPPCB"
07-Aug-2018 - 00:00,29.29,1.36,9.42,9.33,34.85,26.12,39.18,8.7,47.17,106.91,0.06,3.2,0.54,28.35,82.14,0.99,182.38,97.85,733.43,0.0,08-Aug-2018 - 00:00,"Sector - 125, Noida - UPPCB"
