from date,AT,PM2.5,PM10,RF,RH,SR,Temp,WD,WS,Benzene,Eth-Benzene,Toluene,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
19-Jan-2018 - 00:00,23.74,66.89,176.44,0.0,62.81,39.44,28.38,163.33,0.55,0.17,2.18,3.01,2.49,5.96,0.67,1.73,1.47,40.28,25.47,20-Jan-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
20-Jan-2018 - 00:00,23.72,63.5,149.88,0.0,65.81,40.98,29.32,158.82,0.62,0.14,0.87,1.74,2.58,5.59,0.67,2.54,1.89,46.27,21.64,21-Jan-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
21-Jan-2018 - 00:00,23.61,55.7,120.9,0.0,63.36,40.95,25.47,138.14,0.78,0.13,0.75,1.81,2.32,5.23,0.67,3.37,2.34,50.33,31.6,22-Jan-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
22-Jan-2018 - 00:00,23.76,64.16,161.5,0.0,60.74,39.21,25.41,152.73,0.59,0.13,1.71,2.46,2.48,5.24,0.69,3.27,2.3,55.59,39.61,23-Jan-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
23-Jan-2018 - 00:00,23.98,66.31,217.3,0.0,61.92,34.64,25.42,225.25,0.77,0.08,0.26,1.14,2.45,5.23,0.69,3.06,2.18,49.76,17.78,24-Jan-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
24-Jan-2018 - 00:00,22.93,48.03,141.21,0.0,51.91,40.71,25.97,159.47,1.06,0.07,0.91,1.47,2.42,5.09,0.69,3.41,2.37,66.19,14.14,25-Jan-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
25-Jan-2018 - 00:00,21.46,87.82,229.0,0.0,59.11,40.5,26.62,192.91,0.59,0.21,1.91,2.35,2.57,4.88,0.67,4.21,2.79,53.98,23.16,26-Jan-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
26-Jan-2018 - 00:00,21.67,98.08,210.72,0.0,61.09,41.32,26.19,199.26,0.52,0.2,0.64,1.58,2.18,4.9,0.7,4.33,2.87,50.56,15.0,27-Jan-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
27-Jan-2018 - 00:00,21.98,77.97,212.42,0.0,56.9,40.89,27.54,179.1,0.6,0.17,1.24,2.18,2.59,4.89,0.66,4.41,2.87,45.04,23.27,28-Jan-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
28-Jan-2018 - 00:00,22.72,76.54,205.73,0.0,56.58,39.42,28.66,153.94,0.62,0.13,0.95,2.17,2.41,4.9,0.63,4.29,2.79,52.33,14.95,29-Jan-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
29-Jan-2018 - 00:00,23.58,79.29,222.42,0.0,57.48,38.78,28.26,194.16,0.62,0.18,0.85,2.27,2.51,4.89,0.73,4.23,2.83,51.41,25.67,30-Jan-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
30-Jan-2018 - 00:00,23.73,104.69,247.3,0.0,60.03,39.27,27.22,185.51,0.68,0.26,1.86,3.28,2.98,4.9,0.65,4.4,2.87,52.45,19.11,31-Jan-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
31-Jan-2018 - 00:00,23.97,72.64,234.08,0.0,54.52,41.23,28.03,220.31,0.93,0.23,3.46,5.55,2.72,5.27,9.24,11.77,13.95,39.86,23.32,01-Feb-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
01-Feb-2018 - 00:00,24.09,77.75,219.06,0.0,53.44,40.4,26.72,155.61,0.61,0.19,2.99,4.44,2.65,5.3,3.09,3.32,4.28,43.22,24.65,02-Feb-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
02-Feb-2018 - 00:00,24.45,78.6,237.35,0.0,55.29,38.48,26.91,207.49,0.49,0.44,4.66,6.87,2.93,11.27,15.03,20.57,23.16,35.35,25.69,03-Feb-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
03-Feb-2018 - 00:00,24.76,74.95,219.62,0.0,52.8,38.29,26.89,207.51,0.73,0.65,6.42,14.01,1.76,21.12,36.22,29.85,45.32,34.64,23.3,04-Feb-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
04-Feb-2018 - 00:00,24.07,65.76,142.16,0.0,62.6,37.36,27.06,102.22,1.07,0.09,0.58,0.71,2.37,4.76,6.22,23.45,17.53,43.13,20.47,05-Feb-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
05-Feb-2018 - 00:00,24.79,116.83,199.85,0.0,62.7,35.53,27.31,85.82,0.98,0.14,0.58,0.89,2.52,4.9,3.47,19.24,13.1,47.66,27.56,06-Feb-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
06-Feb-2018 - 00:00,24.66,67.7,152.53,0.0,60.07,28.18,27.21,104.41,0.71,0.12,0.35,0.85,2.68,4.95,5.21,23.73,16.86,36.05,41.19,07-Feb-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
07-Feb-2018 - 00:00,23.5,75.65,167.66,0.0,60.51,21.28,28.12,107.32,0.83,0.11,0.44,0.94,2.06,5.7,11.51,36.39,28.71,28.93,26.79,08-Feb-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
08-Feb-2018 - 00:00,24.55,113.39,265.94,0.0,63.86,33.23,28.27,208.64,0.7,0.09,0.46,1.11,2.46,5.95,70.94,47.42,82.91,22.52,21.96,09-Feb-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
09-Feb-2018 - 00:00,23.73,71.59,182.07,0.0,61.32,37.69,28.51,145.38,0.86,0.1,0.41,0.93,1.92,5.57,24.73,25.55,33.69,36.56,11.6,10-Feb-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
10-Feb-2018 - 00:00,24.17,64.0,165.41,0.0,49.4,39.22,28.72,154.73,0.74,0.08,0.56,1.16,2.32,5.66,19.99,22.58,28.26,48.12,24.36,11-Feb-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
11-Feb-2018 - 00:00,23.86,65.82,172.83,0.01,66.07,29.05,29.91,179.55,0.76,0.07,0.19,0.76,2.32,5.9,14.21,23.77,24.19,27.37,25.07,12-Feb-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
12-Feb-2018 - 00:00,24.68,64.03,133.95,0.0,76.57,37.11,30.02,187.05,0.98,0.07,0.65,1.54,2.37,5.95,6.49,19.64,15.73,23.95,32.37,13-Feb-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
13-Feb-2018 - 00:00,23.92,72.09,122.3,0.0,85.36,35.73,29.36,76.29,1.36,0.09,0.36,0.86,2.15,5.94,7.39,18.33,15.76,20.66,23.09,14-Feb-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
14-Feb-2018 - 00:00,23.45,54.69,132.78,0.0,62.85,55.21,30.14,93.62,1.5,0.06,0.27,0.82,2.31,5.97,9.44,17.68,17.08,32.46,30.29,15-Feb-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
15-Feb-2018 - 00:00,23.34,56.0,143.68,0.0,59.01,55.22,28.56,160.02,0.81,0.08,0.7,0.98,2.26,5.9,24.18,18.34,29.4,26.45,19.3,16-Feb-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
16-Feb-2018 - 00:00,24.13,65.5,181.77,0.0,58.31,54.85,27.58,174.43,0.83,0.1,0.81,1.36,2.38,6.0,29.8,22.22,36.05,28.65,25.57,17-Feb-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
17-Feb-2018 - 00:00,24.87,73.93,214.17,0.0,54.36,53.88,27.81,180.4,0.71,0.14,0.91,1.87,1.83,5.91,23.54,22.72,31.23,27.59,26.72,18-Feb-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
18-Feb-2018 - 00:00,25.35,64.33,208.15,0.0,53.59,51.68,28.13,203.66,0.57,0.08,0.57,1.08,2.51,5.99,28.86,23.14,35.77,30.2,20.53,19-Feb-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
19-Feb-2018 - 00:00,25.32,59.16,198.67,0.0,50.81,49.72,28.15,133.33,0.87,0.07,0.38,0.77,2.55,5.89,16.9,23.4,26.19,29.08,32.38,20-Feb-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
20-Feb-2018 - 00:00,25.39,63.52,231.92,0.0,49.81,54.29,28.35,155.58,0.69,0.08,0.66,1.04,2.48,5.83,22.45,21.68,29.78,33.19,25.54,21-Feb-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
21-Feb-2018 - 00:00,25.59,64.44,232.78,0.0,48.88,54.49,29.29,178.72,0.7,0.1,0.82,1.44,2.42,5.94,30.86,23.02,37.35,32.63,25.52,22-Feb-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
22-Feb-2018 - 00:00,26.19,75.38,244.31,0.0,47.56,52.32,29.77,180.78,0.62,0.1,0.66,1.48,2.49,5.82,24.0,21.89,31.16,37.33,33.04,23-Feb-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
23-Feb-2018 - 00:00,26.85,65.61,223.0,0.0,46.71,49.17,29.27,214.34,0.65,0.08,0.31,0.71,2.5,5.81,17.86,25.21,27.93,37.09,17.54,24-Feb-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
24-Feb-2018 - 00:00,27.1,102.78,292.81,0.0,50.3,56.4,29.15,172.17,0.54,0.18,4.08,7.37,1.82,5.95,17.85,29.38,30.14,41.06,31.47,25-Feb-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
25-Feb-2018 - 00:00,27.33,74.42,186.6,0.0,50.9,63.53,28.53,124.34,0.85,0.13,0.56,1.08,1.54,6.09,17.03,30.31,29.97,45.99,22.18,26-Feb-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
26-Feb-2018 - 00:00,26.44,43.81,131.32,0.0,48.89,76.39,28.3,108.36,0.92,0.08,0.32,0.6,1.27,9.23,9.55,26.86,22.05,39.88,18.22,27-Feb-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
27-Feb-2018 - 00:00,26.06,50.04,200.94,0.0,49.71,75.95,28.56,154.32,0.89,,,,1.26,15.68,27.16,26.38,36.11,30.75,25.29,28-Feb-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
28-Feb-2018 - 00:00,27.03,56.01,216.56,0.0,47.29,73.1,28.2,159.14,0.74,0.35,11.21,9.47,1.19,17.76,22.03,24.73,31.07,38.44,27.94,01-Mar-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
01-Mar-2018 - 00:00,27.68,67.4,265.79,0.0,46.67,65.19,28.04,210.18,0.65,0.4,2.29,4.23,1.59,19.98,23.31,28.13,33.91,38.64,24.29,02-Mar-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
02-Mar-2018 - 00:00,27.68,85.91,191.67,0.0,45.79,69.52,28.09,170.11,0.77,0.54,2.21,3.5,1.65,22.76,10.27,21.08,19.56,55.82,13.21,03-Mar-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
03-Mar-2018 - 00:00,27.5,48.56,168.96,0.0,41.44,71.95,28.01,224.23,0.83,0.33,1.84,3.25,1.37,17.49,7.29,24.2,18.8,40.7,11.29,04-Mar-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
04-Mar-2018 - 00:00,27.51,41.14,138.54,0.0,37.32,60.29,27.97,156.2,0.68,0.19,1.36,3.44,1.23,15.25,5.67,17.31,13.82,47.27,14.56,05-Mar-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
05-Mar-2018 - 00:00,27.24,61.98,184.06,0.0,47.09,55.69,28.38,151.93,0.82,0.36,2.78,3.44,1.49,21.97,8.18,21.09,17.87,43.46,16.99,06-Mar-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
06-Mar-2018 - 00:00,26.51,35.32,133.27,0.0,44.3,76.94,28.4,118.27,1.14,0.21,1.17,2.56,1.05,14.2,9.89,19.34,18.33,44.44,24.44,07-Mar-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
07-Mar-2018 - 00:00,26.24,35.33,134.2,0.0,44.68,58.88,28.4,119.64,1.05,0.22,2.83,5.21,1.05,15.04,5.99,17.89,14.39,42.48,25.22,08-Mar-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
08-Mar-2018 - 00:00,26.32,51.64,110.05,0.0,59.47,50.8,28.67,130.42,0.95,0.34,6.66,9.77,1.2,24.84,3.34,15.6,11.02,56.35,40.99,09-Mar-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
09-Mar-2018 - 00:00,24.7,63.5,158.62,0.0,67.86,66.36,28.61,178.66,0.71,0.31,3.17,5.4,1.49,23.25,14.35,23.41,24.13,38.79,23.08,10-Mar-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
10-Mar-2018 - 00:00,30.55,64.14,258.05,0.0,27.18,88.95,29.84,156.48,0.9,0.29,2.67,3.01,1.66,16.26,7.6,28.54,21.37,78.48,29.62,11-Mar-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
11-Mar-2018 - 00:00,28.21,68.77,207.54,0.0,40.03,68.73,29.7,167.52,0.66,0.46,2.5,4.01,1.37,18.84,14.11,33.95,29.52,51.73,22.73,12-Mar-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
12-Mar-2018 - 00:00,28.09,55.33,270.01,0.0,31.32,77.97,29.73,210.92,0.77,0.31,1.94,4.33,1.49,13.92,22.56,34.38,36.63,42.16,15.08,13-Mar-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
13-Mar-2018 - 00:00,28.32,67.88,264.38,0.0,30.95,72.93,29.72,200.32,0.68,0.48,8.69,12.88,1.56,16.34,21.83,40.8,39.45,51.24,26.02,14-Mar-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
14-Mar-2018 - 00:00,28.73,136.24,218.42,0.0,28.77,68.78,29.28,237.56,0.86,0.26,3.36,5.25,1.11,15.3,7.3,27.48,20.56,46.02,14.47,15-Mar-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
15-Mar-2018 - 00:00,28.01,542.71,211.23,0.0,30.01,48.81,28.31,221.67,0.76,0.24,2.16,3.86,1.31,13.91,7.11,23.32,18.19,37.91,20.72,16-Mar-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
16-Mar-2018 - 00:00,28.5,51.88,256.48,0.0,28.52,79.42,29.73,213.36,0.92,0.21,1.02,2.51,1.17,13.59,11.53,28.44,24.5,40.99,19.35,17-Mar-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
17-Mar-2018 - 00:00,28.24,59.01,185.4,0.0,38.4,70.53,31.35,149.94,0.81,0.26,4.44,5.32,1.45,17.51,3.22,14.23,10.2,54.07,25.26,18-Mar-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
18-Mar-2018 - 00:00,27.61,82.67,186.97,0.0,30.7,72.16,31.05,129.11,0.9,0.21,1.35,2.68,1.38,15.24,3.87,15.26,11.16,49.8,26.63,19-Mar-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
19-Mar-2018 - 00:00,28.74,54.21,189.45,0.0,32.73,65.61,31.27,164.12,0.86,0.32,4.0,7.33,1.86,16.2,7.86,18.78,16.38,63.13,24.81,20-Mar-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
20-Mar-2018 - 00:00,29.46,69.3,205.8,0.0,34.11,56.46,31.53,159.32,0.75,0.65,16.48,15.81,2.05,17.64,5.74,26.47,18.74,58.45,47.75,21-Mar-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
21-Mar-2018 - 00:00,28.78,39.17,219.68,0.0,25.98,79.08,30.12,238.22,0.95,0.15,1.48,2.33,1.75,11.08,3.58,21.08,14.13,42.51,9.86,22-Mar-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
22-Mar-2018 - 00:00,28.14,39.85,218.68,0.0,29.41,79.14,29.78,243.09,1.01,0.14,0.86,1.86,2.07,10.97,4.17,22.73,15.22,40.45,12.61,23-Mar-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
23-Mar-2018 - 00:00,28.06,38.04,168.44,0.0,28.95,80.49,29.46,139.46,1.13,0.22,2.8,1.89,1.87,11.79,3.75,15.75,11.44,48.27,14.06,24-Mar-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
24-Mar-2018 - 00:00,28.16,35.96,133.36,0.0,27.53,81.52,29.71,121.17,1.02,0.21,2.34,2.22,2.12,11.55,6.78,12.99,12.21,51.2,17.59,25-Mar-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
25-Mar-2018 - 00:00,27.98,39.75,151.75,0.0,28.05,80.86,29.34,142.09,0.96,0.24,3.62,5.85,2.22,11.81,7.21,18.94,15.97,49.46,23.2,26-Mar-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
26-Mar-2018 - 00:00,28.29,56.34,221.83,0.0,28.42,81.45,29.71,191.51,0.85,0.53,7.59,15.46,2.11,12.89,19.15,27.44,30.17,43.3,17.41,27-Mar-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
27-Mar-2018 - 00:00,28.8,84.11,311.35,0.0,25.72,80.84,30.92,193.81,0.82,0.79,14.19,25.7,2.0,14.31,22.83,28.76,33.84,44.82,24.03,28-Mar-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
28-Mar-2018 - 00:00,29.71,59.2,224.05,0.0,20.1,79.05,30.67,165.66,0.73,0.43,4.65,9.28,2.22,12.36,8.21,23.77,19.31,50.76,11.51,29-Mar-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
29-Mar-2018 - 00:00,29.49,57.67,241.99,0.0,20.17,80.88,30.69,167.21,0.88,0.28,4.73,4.55,1.81,10.92,14.77,21.06,23.2,43.58,23.29,30-Mar-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
30-Mar-2018 - 00:00,29.5,65.64,326.32,0.0,19.21,81.35,30.56,196.8,1.16,0.36,7.97,5.28,2.2,9.55,18.45,18.46,24.6,35.31,13.72,31-Mar-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
31-Mar-2018 - 00:00,29.96,64.23,277.03,0.0,18.31,78.98,30.68,216.55,0.85,0.38,3.59,3.37,2.16,8.48,10.5,22.27,20.38,32.07,21.67,01-Apr-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
01-Apr-2018 - 00:00,30.27,53.48,210.35,0.0,18.49,78.33,30.75,148.61,1.09,0.21,1.21,2.26,1.98,7.02,1.77,12.58,8.07,50.47,19.26,02-Apr-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
02-Apr-2018 - 00:00,29.82,58.14,208.09,0.0,24.74,77.66,30.66,157.95,0.89,0.33,4.33,6.75,2.37,7.42,3.36,14.2,10.22,43.68,31.16,03-Apr-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
03-Apr-2018 - 00:00,31.17,71.62,267.1,0.0,22.66,76.62,31.43,168.62,0.85,0.53,6.74,22.11,2.13,9.39,12.17,26.1,23.72,40.39,25.23,04-Apr-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
04-Apr-2018 - 00:00,32.39,69.97,262.67,0.0,21.07,75.79,30.91,180.43,0.85,0.49,6.62,11.39,2.65,10.45,10.92,26.71,23.08,36.36,28.33,05-Apr-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
05-Apr-2018 - 00:00,33.08,57.78,307.85,0.01,17.02,76.45,31.37,235.12,1.03,0.2,2.12,5.31,2.23,7.88,3.62,24.0,15.56,42.78,17.81,06-Apr-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
06-Apr-2018 - 00:00,32.48,67.57,304.19,0.0,21.49,57.88,32.88,224.79,0.83,0.28,1.6,3.28,2.18,7.42,5.62,20.32,15.38,39.1,19.68,07-Apr-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
07-Apr-2018 - 00:00,32.22,72.66,386.03,0.0,27.15,73.97,32.71,196.14,1.03,0.24,2.62,3.95,2.29,9.69,4.27,16.67,12.29,45.22,27.05,08-Apr-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
08-Apr-2018 - 00:00,31.92,45.47,172.1,0.0,28.6,56.38,32.71,174.31,0.88,0.21,3.38,6.61,2.43,9.88,4.69,16.47,12.58,53.76,26.42,09-Apr-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
09-Apr-2018 - 00:00,32.29,61.3,209.84,0.0,28.33,66.75,32.2,175.99,0.86,0.46,7.72,11.37,2.44,11.29,8.72,24.21,19.86,50.13,32.64,10-Apr-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
10-Apr-2018 - 00:00,32.16,60.99,191.58,0.0,30.99,71.07,31.38,162.27,0.91,0.31,4.36,8.95,2.59,14.97,6.32,29.48,20.82,60.58,36.84,11-Apr-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
11-Apr-2018 - 00:00,32.28,52.65,167.8,0.0,35.48,78.24,32.1,160.92,1.1,0.46,8.53,15.84,2.67,18.21,3.68,30.73,19.34,63.71,42.55,12-Apr-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
12-Apr-2018 - 00:00,31.64,90.3,203.14,0.0,38.53,70.38,32.76,184.92,1.15,0.24,2.9,5.85,2.24,17.85,3.93,28.79,18.5,41.47,34.74,13-Apr-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
13-Apr-2018 - 00:00,31.99,74.07,217.61,0.0,43.18,78.49,32.03,180.53,0.78,0.42,10.9,14.54,2.4,31.26,13.34,43.33,33.9,38.36,33.49,14-Apr-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
14-Apr-2018 - 00:00,32.14,66.27,194.46,0.0,35.61,69.6,31.13,119.29,0.91,0.24,4.58,5.97,2.21,19.75,4.19,26.31,17.4,51.57,42.94,15-Apr-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
15-Apr-2018 - 00:00,33.0,79.43,219.56,0.0,34.88,84.22,30.97,201.58,1.2,0.24,1.14,2.27,1.7,18.06,4.38,26.01,17.4,49.83,30.94,16-Apr-2018 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
